MeanKLBefore,MeanKL,Step_1-StdReturn,Time-OuterStep,LossAfter,Step_0-StdReturn,n_timesteps,Step_0-AvgCtrlCost,Step_0-NumTrajs,Step_1-MaxReturn,Step_0-PolicyExecTime,Step_1-AvgFinalForwardVel,Step_0-AveragePolicyStd,ItrTime,Time-Sampling,Step_0-AverageReturn,LossBefore,Step_0-EnvExecTime,Time-InnerStep,Step_1-AverageReturn,Time-TotalInner,Step_0-MinReturn,Itr,Step_0-AverageDiscountedReturn,Step_1-EnvExecTime,Step_1-AvgCtrlCost,Step_1-AveragePolicyStd,dLoss,Time,Step_1-PolicyExecTime,Time-SampleProc,Step_0-MaxReturn,Step_1-NumTrajs,Step_1-MinReturn,Time-MAMLSteps,Step_0-AvgFinalForwardVel,Step_1-AverageDiscountedReturn,Step_0-AvgForwardVel,Step_1-AvgForwardVel
0.0,0.008126115,49.88085917538112,24.5109384059906,-0.0078675635,51.45438145819285,320000,0.04952370858974907,800,207.1714110783845,1.4914417266845703,0.011162134726866264,1.0,50.42051959037781,23.174363136291504,-40.19729413111693,2.9511744e-09,7.683992385864258,1.3731226921081543,-36.95993228850712,25.358602046966553,-230.88886737360005,0,-17.36637093710094,7.844425678253174,0.04959978150339253,1.0002184,0.007867566,50.420525789260864,3.4758989810943604,0.7681045532226562,149.28617847828278,800,-213.32600062635015,24.51115584373474,0.012255496922560187,-16.142329205490476,-0.016297213673384277,-0.00019001111002233415
0.0,0.008819497,49.754009267853306,13.669571161270142,-0.007565117,47.934742112462004,640000,0.049533997738639916,800,131.5812797046425,0.8906168937683105,0.06296887211242176,1.0114623,36.91560673713684,22.257619857788086,-39.45311108661076,-3.4701082e-09,7.8727867603302,0.16553854942321777,-37.298559586519744,23.225438117980957,-227.34660706557773,1,-16.97774159927724,7.86688756942749,0.049509458608536595,1.0117433,0.0075651137,87.34107780456543,2.8509066104888916,0.7533407211303711,161.05667036104845,800,-228.03613246451505,13.669744729995728,0.028615637752324768,-16.311327405164565,-0.012282570606882499,-0.0016444736134418904
0.0,0.0073133754,47.82871327716061,13.690265655517578,-0.008139863,48.29978030800173,960000,0.049413749328074144,800,126.02163556155541,0.8907649517059326,0.04065422673754183,1.0064188,36.9087450504303,22.24029541015625,-36.498568661021075,-1.6164033e-09,7.866224050521851,0.16528964042663574,-35.46824501647552,23.19613742828369,-198.10786394016077,2,-15.54872608757006,7.887963056564331,0.04956818481714541,1.0064148,0.008139861,124.25037980079651,2.8307008743286133,0.7416889667510986,168.39904947124586,800,-190.6667608679532,13.690439939498901,0.04085281654056331,-15.134404974423106,0.0017532007707736475,0.007194593072550669
1.7462298e-10,0.007457285,49.14139446250446,13.681800603866577,-0.007975983,47.47399334669334,1280000,0.04968784739930954,800,163.69745925034636,0.8956646919250488,-0.01628574848354932,1.0022812,36.83560395240784,22.16445302963257,-36.61379036426573,6.538257e-09,7.805729389190674,0.16348743438720703,-32.84729394036158,23.13192319869995,-203.18581837088135,3,-15.878552057153758,7.87913179397583,0.0495630310005016,1.0022733,0.00797599,161.0865354537964,2.817845344543457,0.7555480003356934,107.09619359626072,800,-228.4411972052469,13.681971788406372,-0.009652048598690541,-14.637845831626128,0.000986521656139224,0.019588652376951694
0.0,0.008588438,48.839776912590885,13.696493148803711,-0.007729682,47.58332389150166,1600000,0.04961740975155453,800,127.87848075407355,0.8991930484771729,0.03739812514117467,1.0022628,36.775009870529175,22.085363388061523,-37.92670178382817,-3.2648448e-09,7.797091484069824,0.16585350036621094,-34.64994987174263,23.056958436965942,-209.68426695121227,4,-16.08495069357688,7.818547964096069,0.04953635064082681,1.0022025,0.007729679,197.86212825775146,2.813109874725342,0.7574236392974854,117.51694285497884,800,-198.11563465151391,13.696663618087769,0.023820093220557354,-14.999828005085146,-0.005435171302413634,0.011005898724163448
-3.3527612e-09,0.0066942633,46.891753671472294,13.615415096282959,-0.007981381,48.554994215871055,1920000,0.049552388092992665,800,147.3557735835378,0.8862431049346924,0.022999145978106837,0.9961198,36.73714470863342,22.13358783721924,-36.37883446418868,4.698056e-09,7.805353879928589,0.1676466464996338,-37.73179779005224,23.100395441055298,-203.32698538543247,5,-16.00911166611364,7.858294248580933,0.049514100215306674,0.9963515,0.007981386,234.60056686401367,2.815462827682495,0.7505176067352295,111.9031293728896,800,-210.4770780894313,13.615588426589966,0.03775476435008892,-15.893821825906816,0.0016923954872111154,-0.004687351832286711
1.6763806e-09,0.009873731,50.24098958031621,13.66218090057373,-0.0075527923,51.5054293677535,2240000,0.04957585486942151,800,163.1160925987855,0.8845252990722656,0.03424617938507548,0.9918518,36.7884886264801,22.142741680145264,-36.690205817891716,-7.1167947e-09,7.834075212478638,0.16559433937072754,-36.91258340702592,23.104724168777466,-205.54585973988983,6,-15.424687176199917,7.858076333999634,0.04968365502022102,0.9919921,0.0075527853,271.38960790634155,2.8323028087615967,0.7480294704437256,120.71833236992218,800,-202.6327281584431,13.662353277206421,0.06003356640605987,-16.02227894313887,-6.275005030729019e-06,-0.0009710354171234365
4.656613e-11,0.008078666,46.892136649767394,13.708102464675903,-0.008002698,46.15891141401801,2560000,0.04958293994243621,800,114.24708753500714,0.8874008655548096,2.3322607878417112e-05,0.9859793,37.25660586357117,22.556376457214355,-37.03196132282838,5.7384373e-09,7.78612494468689,0.16614246368408203,-38.694005858963685,23.527287483215332,-188.50976448059617,7,-15.958203110225991,7.958067893981934,0.049548029704365094,0.98571676,0.008002704,308.6467697620392,3.221522808074951,0.7564818859100342,179.0859430151381,800,-204.0040894048973,13.708266735076904,-0.030602630183380285,-16.26577656038631,-0.002053310405254387,-0.010242124945127188
0.0,0.009760414,48.74155981006508,13.682287216186523,-0.00828575,48.89042126778508,2880000,0.04965651915144128,800,123.02060431928,0.8883998394012451,-0.03271116387393242,0.9954473,36.693487882614136,21.990405082702637,-33.00113878800411,1.3090672e-09,7.784679651260376,0.16570091247558594,-36.510195179502254,22.989986181259155,-254.80399005636795,8,-14.035846059635617,7.859464883804321,0.049526192939710195,0.9956454,0.008285751,345.3408670425415,2.80703067779541,0.785919189453125,171.03248282043427,800,-174.98152716291276,13.682456970214844,0.032680035031115225,-15.570197353361305,0.018426480159274367,0.0011511050566110881
-2.6077032e-09,0.006495498,47.87105998834491,13.652373552322388,-0.0076519786,47.538551398901326,3200000,0.049729696365382624,800,128.51139525536877,0.883861780166626,-0.003072689872077232,0.97828275,36.63006782531738,21.967571258544922,-37.133665920827596,-2.1386888e-09,7.799426794052124,0.16492986679077148,-33.57664172126108,22.956733465194702,-217.62685801357048,9,-16.09077177631424,7.8556976318359375,0.04970499007811764,0.9783019,0.0076519763,381.97148537635803,2.8023035526275635,0.7762191295623779,159.16167325462436,800,-221.44793842675338,13.65254807472229,-0.02937275002632844,-14.318954084755797,-0.0030733221669963944,0.01430187219334593
3.5390257e-09,0.007909341,49.16812759603212,13.67853307723999,-0.008061071,47.019840558052785,3520000,0.049631738433946526,800,151.85884586596666,0.8849935531616211,0.03041986371200185,0.9753163,36.743733167648315,22.065247535705566,-37.170773289321964,-1.3895335e-09,7.803966999053955,0.16683077812194824,-36.746813010187616,23.044235467910767,-228.1690639257496,10,-16.50039072675785,7.960772275924683,0.04959121876200936,0.9753427,0.00806107,418.7159299850464,2.829692840576172,0.7639086246490479,115.24470889051419,800,-211.4648442811787,13.678731918334961,0.030875879545610524,-16.515971364878823,-0.003809480255996084,-0.0016611801484543048
5.029142e-09,0.008668826,48.96845387581202,13.661330223083496,-0.007971406,45.72865819817735,3840000,0.04955611828298748,800,149.54516352553716,0.8794293403625488,0.01746276529094475,0.9757627,36.61792230606079,21.975463151931763,-37.79424830201825,2.0280482e-09,7.810091972351074,0.16462111473083496,-36.17370347712053,22.935909748077393,-185.05141725442914,11,-16.470806770076383,7.934823751449585,0.04941564800292764,0.97569925,0.007971408,455.33440589904785,2.7985339164733887,0.7480027675628662,121.52499480361756,800,-207.03850379859063,13.661500215530396,-0.039016636886484664,-15.5767388912652,-0.006953088367374027,0.0014641481282082743
-5.029142e-09,0.0066057304,48.04660715786437,13.658380270004272,-0.00792939,47.8666205341781,4160000,0.04967551139667844,800,151.91355862553914,0.8789305686950684,-0.02824799539617522,0.96899694,36.577476263046265,21.946932792663574,-37.23406795194611,-5.833805e-10,7.826925277709961,0.1633129119873047,-37.67350664158964,22.898138761520386,-204.62673508676812,12,-15.921190540069961,7.882874965667725,0.04960990018554392,0.9690131,0.007929389,491.9124300479889,2.818847894668579,0.7404005527496338,217.3712898386503,800,-185.954343210607,13.65855073928833,0.04391261630725027,-16.074806575399098,-0.004529962628900803,-0.006801046492959482
