Z mean train,Z variance train,KL Divergence,KL Loss,QF Loss,VF Loss,Policy Loss,Q Predictions Mean,Q Predictions Std,Q Predictions Max,Q Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Z mean eval,Z variance eval,AverageTrainReturn_all_train_tasks,AverageReturn_all_train_tasks,AverageReturn_all_test_tasks,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.5252789,0.10459073,21.76098,2.176098,150.05978,51.545288,-264.61688,261.56964,41.763905,376.59537,-28.653782,266.4382,36.350784,380.23364,141.7875,-2.1189327,2.1453993,10.607929,-8.882782,0.029424535,0.44380787,2.0291753,-2.084907,-0.8171805,0.16218871,-0.31695363,-1.997083,0.52002275,0.038802736,108.997674167885,200.55350568409588,207.31512336040146,44000,66007,0,273.4490102,19.929648900000302,7.987591000000066,301.36625010000034,3316.469872300003,10
0.33889922,0.073619746,23.712284,2.3712285,162.26634,48.35661,-274.6247,271.41968,40.322407,378.76318,-96.38429,274.79858,34.8746,377.70084,148.92953,-2.0969198,2.0297039,7.17894,-10.739374,0.02805147,0.43150833,1.796191,-2.3688648,-0.81801593,0.15636642,-0.31204915,-1.9056187,0.388475,0.034001783,201.89985083920715,220.75723844621714,194.3267976257648,48000,71658,0,274.0241573999997,19.20047760000034,8.34283170000026,301.5674667000003,3618.167773200003,11
0.11997138,0.09453623,19.579536,1.9579537,186.94638,47.35851,-282.53918,280.86688,41.334297,369.2275,-7.2706056,281.68765,38.374912,370.69116,113.187645,-1.9833386,2.1090486,10.350113,-10.978067,-0.017316211,0.42917773,2.305487,-1.9924344,-0.8457414,0.14795202,-0.3203897,-1.6534605,0.61239326,0.033753928,194.80312951633488,187.4181124061874,172.7618862548444,52000,76968,0,273.73472889999994,19.329893099999936,7.3313384999992195,300.3959604999991,3919.2246261000023,12
0.43961883,0.12644473,22.47929,2.247929,124.61278,46.554657,-291.1665,287.27032,46.981483,405.5172,-0.29362404,291.07825,43.27257,387.1543,-14.146508,-1.6773624,2.1977804,12.825466,-9.36359,-0.008442768,0.44471458,1.9172196,-1.9245665,-0.86386037,0.15861383,-0.2711448,-1.9928265,0.63569605,0.029335123,182.34392559178798,197.91608448267567,214.9473174381335,56000,82443,0,271.9081906000006,19.99186379999992,7.952730500001053,299.85278490000155,4219.155139100004,13
0.38883153,0.11550881,25.690958,2.5690958,166.28043,57.053474,-299.3216,297.93976,52.800438,424.4791,-55.916576,299.43457,48.51749,408.54404,96.5737,-1.862828,2.3917372,15.667408,-11.5778885,0.01147869,0.45173317,2.6831791,-2.2248116,-0.8531274,0.17224053,-0.3589351,-2.1006453,0.5678666,0.033736117,190.89091458246224,210.59274192852428,219.26624292341313,60000,87806,0,274.71110789999966,20.064210800000183,7.3146092000015415,302.0899279000014,4521.145583800006,14
0.0204689,0.096244976,20.106297,2.0106297,159.44598,54.33383,-301.2138,298.36835,52.661003,426.49326,-0.57014614,301.4918,47.826183,422.9116,142.62772,-1.8999875,2.0572684,6.9344225,-8.74752,-0.0039133723,0.41298705,1.9266502,-2.1441653,-0.8705527,0.16141202,-0.3478974,-2.0875773,0.54397357,0.027201245,281.7058408178103,282.3787357910953,268.7535379962743,64000,93289,0,273.17001600000003,19.96847220000018,7.889703300000292,301.0281915000005,4821.541976500007,15
0.43085676,0.096381366,21.430473,2.1430473,134.24776,41.24398,-316.59882,314.47314,52.879986,426.75674,-23.521341,317.50833,49.192684,417.93024,99.25981,-1.9883657,2.0882726,16.27561,-10.525753,0.000644858,0.41656163,2.120218,-2.3324735,-0.86556244,0.15910171,-0.30234584,-1.944764,0.1253446,0.03650567,213.96122285905096,217.06918148386953,261.691235474953,68000,99251,0,270.99724570000035,19.334335100000317,9.043833499999892,299.37541430000056,5120.963998200006,16
0.3532298,0.10198276,19.408596,1.9408597,141.39276,54.327835,-317.3933,312.8576,56.686005,432.37323,-24.89177,316.2063,54.140446,426.6831,70.33282,-1.7816068,2.1516778,15.816944,-8.956926,-0.014271044,0.4186855,2.170524,-2.2151668,-0.88124686,0.16501634,-0.31445754,-2.2572393,0.48607755,0.03263399,228.88157058779106,260.8962025791393,299.49949117488165,72000,104493,0,269.9575224,19.386101699999926,7.35848100000203,296.702105100002,5417.718837500009,17
0.4739902,0.12661381,22.57486,2.257486,117.35208,35.897064,-333.59222,327.5453,56.390285,451.24878,38.94162,332.735,54.38945,450.65823,115.29245,-1.9354082,2.0679977,11.727061,-12.866436,0.027075492,0.41164556,2.1274228,-2.0642614,-0.8818958,0.16179061,-0.28267244,-2.034859,0.4977261,0.030822068,278.3455477494317,237.8039932657923,212.44407207165835,76000,109905,0,271.9160528000002,19.432494900000165,7.736584199999925,299.0851319000003,5717.024056000009,18
0.40532055,0.08803655,26.605358,2.6605358,159.71245,54.106987,-337.71155,331.9804,65.76853,462.95636,9.5383625,336.434,62.453,469.1732,148.77455,-1.8198833,2.1124728,16.004082,-9.893386,-0.0053196303,0.42011085,2.27952,-2.0626469,-0.88169223,0.1677951,-0.24879414,-2.1228316,0.32567328,0.043045245,236.8450571665465,280.35070648690726,296.06155373680235,80000,115354,0,275.37117659999967,19.648744699999952,7.614055299999563,302.6339765999992,6019.6922959000085,19
