Step_0-AveragePolicyStd,Step_1-StdReturn,Step_0-MinReturn,Step_1-EnvExecTime,Step_0-StdReturn,dLoss,Step_0-MaxReturn,Step_0-EnvExecTime,Step_1-AveragePolicyStd,Time,ItrTime,Time-Sampling,MeanKL,Step_0-AverageDiscountedReturn,Time-OuterStep,Step_0-NumTrajs,Step_1-AverageDiscountedReturn,Time-TotalInner,Step_1-AverageReturn,Step_0-AverageReturn,Time-SampleProc,Step_1-NumTrajs,Step_1-MaxReturn,Time-InnerStep,Time-MAMLSteps,Step_1-MinReturn,Step_0-PolicyExecTime,Itr,MeanKLBefore,LossBefore,Step_1-PolicyExecTime,LossAfter,n_timesteps
1.0,4.977091700171054,-19.15915425975141,18.34717893600464,4.918137684360818,0.02341084,74.978655538279,18.233587741851807,0.99943763,76.70413446426392,76.70412755012512,45.03413105010986,0.0068345936,-2.3012053448215126,23.4852032661438,16208,-0.7153586531901475,52.641082763671875,-0.8172745505724075,-2.518598163963979,6.288107395172119,15399,104.36416140839027,1.2325797080993652,23.485403537750244,-19.574187757336162,1.584376335144043,0,0.0,1.2152105e-09,3.5473902225494385,-0.023410838,320000
0.9919537,4.91154625447574,-20.252491163011584,18.170053482055664,4.782892157282642,0.023651218,60.27606246106757,18.662673950195312,0.99117035,140.98911905288696,64.28087544441223,44.268139362335205,0.0071037696,-1.5256822002106216,13.598797798156738,15552,0.2218990456946695,50.5536322593689,0.15470545143344175,-1.7113196053381525,6.0413429737091064,14464,58.76644922784394,0.15262413024902344,13.59895133972168,-19.73735094461703,1.0081369876861572,1,0.0,9.713674e-10,2.9963014125823975,-0.023651216,640000
0.9832182,5.654577377334894,-23.279519296765553,18.07816219329834,5.288382038066035,0.022634212,91.96290991617663,18.272026777267456,0.9825106,204.43860745429993,63.44899320602417,43.70556688308716,0.006733316,-1.9853620683223763,13.638268232345581,14887,-0.13117349047855598,49.686890840530396,-0.22429061146452595,-2.2074722659039714,5.743427038192749,13477,67.61682487708484,0.1530904769897461,13.638424158096313,-19.530789688566433,0.9947044849395752,2,0.0,-6.8218375e-10,2.9768731594085693,-0.022634212,960000
0.9779612,7.099875487021939,-17.703384607800494,17.902451515197754,6.061694208585497,0.02058672,80.15045811712442,18.034926652908325,0.97670716,267.0829520225525,62.64387106895447,43.59711718559265,0.0070707747,-0.11904713459914573,13.59812045097351,13206,1.8821796314440025,48.922231912612915,1.958247254273492,-0.23009180422157405,5.0968568325042725,11385,85.78312368916306,0.1529371738433838,13.598280429840088,-19.413862407752063,0.9914283752441406,3,0.0,3.094136e-09,3.3780415058135986,-0.020586716,1280000
0.9698868,8.141980010829467,-24.688815696938438,17.691277027130127,6.388483470102462,0.019595759,77.97170661293048,17.943616151809692,0.96870095,328.66199493408203,61.578540563583374,42.87454915046692,0.008621452,1.2239739839221193,13.5849769115448,12647,3.1563697411787683,47.88479018211365,3.3673532756837057,1.2107882661788107,4.781863451004028,10738,156.75384907499364,0.15712666511535645,13.585131168365479,-23.123890740129262,0.9863851070404053,4,0.0,1.1865119e-09,3.0175180435180664,-0.019595757,1600000
0.9529128,9.441856390231742,-19.635777012416103,17.569217681884766,7.158171230753888,0.017736107,97.3379211042009,17.765190839767456,0.9515476,389.671804189682,61.00931906700134,42.58031678199768,0.008108106,0.9087486423514017,13.609703063964844,11817,3.2031245663081687,47.29682016372681,3.4563424645711285,0.8680002367151552,4.496550798416138,10006,126.37925792337506,0.1522986888885498,13.609858512878418,-19.594362023433302,1.012726068496704,5,1.5828595e-09,1.5076967e-09,3.0096893310546875,-0.017736105,1920000
0.9362949,11.070026946355407,-23.025913007629654,17.504647970199585,7.995990545391726,0.01584174,80.96629223349262,17.5946307182312,0.9346209,449.8004791736603,60.128188610076904,42.33217644691467,0.0066144792,2.9369111497580356,13.535934925079346,10385,5.7994957168510535,46.49923372268677,6.401155495628191,3.100408204302898,3.9546122550964355,8305,124.42936318582672,0.1516554355621338,13.536105871200562,-30.12521493047912,1.0151574611663818,6,-1.3500312e-14,9.446107e-10,3.0509774684906006,-0.015841737,2240000
0.93045115,14.415035293694405,-38.07756512936069,17.63716721534729,10.478217493374588,0.015079364,119.46873167089247,18.220089435577393,0.92923,510.3979380130768,60.59698009490967,43.11196756362915,0.007785128,3.095945107349833,13.610282897949219,9366,6.330578822061473,46.87889218330383,7.196302784746106,3.3412606555466104,3.556640148162842,7561,166.23304447112744,0.1534557342529297,13.610448122024536,-46.37354456343566,1.0042572021484375,7,-1.675539e-09,-4.5021253e-09,3.0752251148223877,-0.015079369,2560000
0.9180864,16.660007844126646,-21.943378210377343,17.397618293762207,12.493407425246662,0.013692294,141.52722205240818,17.45897650718689,0.9168593,569.5483911037445,59.14902114868164,42.07508730888367,0.007848354,6.120167784109806,13.595261573791504,8122,9.379745090425862,45.46413540840149,10.82070309054495,6.809536452999279,3.1499745845794678,6609,176.22995122095506,0.17640209197998047,13.595417737960815,-27.432827199912055,1.0108211040496826,8,1.8626256e-09,8.946781e-11,3.107806921005249,-0.013692294,2880000
0.90529644,20.209873478267102,-45.442879107498136,17.570284843444824,14.882499313769772,0.0135614,147.87707462330906,17.41993522644043,0.9044642,628.4480638504028,58.899142026901245,42.205286741256714,0.008595209,8.421618843037336,13.614024877548218,6856,12.083749581647961,45.19925045967102,14.28061820468954,9.504066319197435,2.779845952987671,5717,189.6330165024446,0.15274667739868164,13.614177465438843,-42.865334322001004,1.019770860671997,9,-1.862211e-09,2.1968627e-09,3.136523962020874,-0.013561398,3200000
