Step_0-NumTrajs,Step_1-AverageReturn,LossAfter,Step_0-MaxReturn,Time-Sampling,Step_1-MaxReturn,Time,Step_1-PolicyExecTime,Step_0-MinReturn,Step_1-AverageDiscountedReturn,Step_0-PolicyExecTime,Step_0-AveragePolicyStd,Itr,Step_0-StdReturn,Time-SampleProc,KLCoeffInner,Step_1-StdReturn,Step_0-AverageReturn,Step_0-AverageAbsPolicyMean,Step_0-AverageDiscountedReturn,n_timesteps,ItrTime,Step_1-MinReturn,Step_0-EnvExecTime,Time-OuterStep,KLInner,Step_1-AveragePolicyStd,Time-InnerStep,Time-MAMLSteps,Step_1-AverageAbsPolicyMean,Step_1-EnvExecTime,LossBefore,Time-TotalInner,Step_1-NumTrajs
4246,186.25049281959025,0.018774873,443.6642288658869,75.40380430221558,647.624907361029,1283.2141568660736,4.006475925445557,80.0711295218743,151.32665286122239,1.6068692207336426,0.9952743,11,55.29972041487559,15.329952716827393,0.0,59.344790803234524,173.48773085154048,0.6545999,142.8796064114023,3840000,108.70661354064941,76.71461174519168,32.86876940727234,17.03826642036438,0.013453652,0.994979,0.7586841583251953,17.03840947151184,0.6693517,33.027034759521484,8.38264e-10,91.61769390106201,3969
4098,192.15037714782792,0.024215614,425.9378591478414,75.95419597625732,502.25821244654253,1391.8162288665771,3.9653282165527344,80.3220579242606,155.27158971024028,1.603222370147705,0.99462175,12,55.43118644881331,14.981604814529419,0.0,59.64923040657524,180.26162836174854,0.6540361,147.55836590444855,4160000,108.60153269767761,79.9093199168802,33.225095987319946,16.732722282409668,0.015221203,0.99439454,0.7586798667907715,16.732861042022705,0.6654648,33.27533745765686,1.221761e-09,91.8189492225647,3834
3926,200.99627846147908,0.016596613,537.6919568555719,76.02093744277954,493.0822595380448,1500.431804895401,3.9920434951782227,80.84841258346057,161.18005305991431,1.6049766540527344,0.9939142,13,58.139360647857785,14.956861019134521,0.0,61.223013054985195,189.26155645913812,0.653795,153.56993900864856,4480000,108.61499428749084,81.26912130897067,33.21150994300842,16.707460165023804,0.013031805,0.99376714,0.7589805126190186,16.70759892463684,0.66601175,33.33074164390564,1.7283703e-09,91.85946035385132,3707
3815,210.95915479987184,0.026838005,509.4807369985192,76.52703332901001,526.1209170079939,1609.4587173461914,4.024833679199219,78.01319913462409,167.49204338570163,1.6181204319000244,0.9937685,14,59.86250808099877,14.798546075820923,0.0,64.31010929911075,195.59150065611186,0.6543788,157.72617137958517,4800000,109.02642226219177,80.84577782895083,33.46588087081909,16.772398710250854,0.014625648,0.9934099,0.7582688331604004,16.77253270149231,0.6672805,33.52345013618469,-1.2396409e-10,92.2063798904419,3543
3689,211.43867219099644,0.029630095,570.7518132312377,76.97113919258118,475.13989627616115,1718.325483083725,4.029181480407715,79.14646009111058,167.73967858572797,1.6082954406738281,0.99377745,15,59.98507656252625,14.2835693359375,0.0,61.84237284074416,200.20823972448886,0.6539077,160.5315032371679,5120000,108.86625814437866,78.26530138379239,33.797595500946045,16.683687210083008,0.014510783,0.99348867,0.7600672245025635,16.683825731277466,0.6665393,33.63883304595947,3.760291e-09,92.13635158538818,3503
3604,217.26511402656226,0.026226688,506.1649320671482,77.3333694934845,657.5951245821009,1827.9663708209991,4.003075361251831,84.03739148823419,171.58278330399008,1.6108367443084717,0.99333215,16,60.90911765939251,14.682045698165894,0.0,63.43058112966408,207.09056343751166,0.65453666,165.13764972033388,5440000,109.6403980255127,84.04306206617727,34.162559509277344,16.702332258224487,0.013756199,0.9929723,0.7559762001037598,16.70246911048889,0.66501415,33.68220496177673,1.1301303e-09,92.89224147796631,3449
3505,224.8678267012392,0.031586245,544.3322191238236,77.7125895023346,536.5197356638505,1937.5614757537842,4.057281017303467,81.88592941670109,175.89270294788324,1.6201696395874023,0.9931146,17,62.969238232969744,14.211874008178711,0.0,67.08947339952827,211.3830132028824,0.656093,167.63928924048858,5760000,109.59461569786072,82.03395419468197,34.01072835922241,16.71134328842163,0.015276879,0.9929732,0.7929413318634033,16.711483240127563,0.6677941,34.13830924034119,4.5220725e-09,92.83819055557251,3302
3437,227.12725852693688,0.026666373,591.8264829620396,78.20724058151245,544.3937167848046,2047.8191385269165,4.069946527481079,77.7735861392662,177.4364570764404,1.6215603351593018,0.99276096,18,63.467875600837694,14.398601770401001,0.0,66.65830280277477,216.85420804303786,0.6544734,171.1715896964618,6080000,110.25709509849548,82.21008648996417,34.26709198951721,16.720972537994385,0.013287204,0.99237114,0.7607970237731934,16.721105098724365,0.66547775,34.39277768135071,2.958215e-09,93.48731589317322,3286
3317,234.61918387447565,0.024489611,534.1474861127268,78.19649958610535,591.379114001828,2158.4443595409393,4.0403172969818115,85.84034803467334,181.84242808326425,1.621957778930664,0.9922255,19,63.764265019210356,14.80829930305481,0.0,68.97999009633907,223.34176624208817,0.65517277,175.14365977240936,6400000,110.62473249435425,83.99916737882458,34.259275913238525,16.699722051620483,0.0130301,0.9917811,0.7574903964996338,16.699862003326416,0.66480327,34.49921250343323,-5.254413e-09,93.88176774978638,3167
3266,237.32640299127368,0.034678776,537.3535032681851,78.58560490608215,661.2148857709423,2269.230938434601,4.090600967407227,83.54836737993148,183.557673860907,1.6170930862426758,0.9920632,20,65.15916878863116,14.59316635131836,0.0,68.40316128573753,227.65149846546396,0.65643287,177.81666642017302,6720000,110.78604745864868,85.21263821582924,34.32838559150696,16.685948371887207,0.014242637,0.9917382,0.7602212429046631,16.68608283996582,0.67041606,34.79589772224426,7.0968403e-10,94.05855774879456,3154
3205,242.97986568721961,0.037899993,493.97253483474964,78.64189863204956,659.0188356641698,2379.751817703247,4.070916414260864,85.61380025748932,186.9177493614765,1.615222454071045,0.9917498,21,64.60374058053391,14.29473876953125,0.0,67.29496816710892,231.13288698870664,0.65523165,179.80887733107406,7040000,110.52032351493835,79.78819646363957,34.52200436592102,16.665513515472412,0.016240368,0.9914418,0.7570858001708984,16.66564655303955,0.6686095,34.78209686279297,1.0712915e-09,93.81207466125488,3064
3146,243.60168400843176,0.025995934,626.1025943887163,78.62831497192383,606.2753833661409,2490.1106922626495,4.035446405410767,85.63661824892499,187.08680174716235,1.6095972061157227,0.99091977,22,65.45400073782223,14.203914642333984,0.0,66.91804062490318,233.09548073286487,0.6536099,180.85627852261143,7360000,110.35831356048584,85.63014713947786,34.68767833709717,16.61369276046753,0.013108214,0.99068904,0.7540757656097412,16.613826751708984,0.6646853,34.6921648979187,1.715715e-09,93.70462369918823,3021
3083,245.5523854205696,0.02886349,575.1771503452111,78.36423373222351,667.0023046335431,2600.631607055664,3.9881129264831543,83.44780390513209,188.22113468333762,1.6031134128570557,0.99028945,23,66.68133480040858,14.63402533531189,0.0,70.80497244027696,237.98955514117677,0.65285516,183.73341011135886,7680000,110.520427942276,90.36060413349136,34.67288255691528,16.6126549243927,0.012545193,0.99007016,0.7527668476104736,16.61278533935547,0.66474664,34.53553223609924,-6.01229e-10,93.86827421188354,3014
3030,253.89218857199927,0.041130345,693.0767513048168,79.10165619850159,599.3518347381985,2711.4485476017,4.04555606842041,84.40877570704755,193.09666397740617,1.6056702136993408,0.9896133,24,67.54562283444577,14.095187187194824,0.0,72.6695831578575,243.97022362041665,0.65070605,187.4398182328473,8000000,110.81641554832458,85.07638153334727,34.89237093925476,16.709461450576782,0.01854066,0.98933935,0.753472089767456,16.709596395492554,0.6632345,35.02764105796814,1.01254914e-10,94.06778740882874,2927
2993,255.37243221732183,0.034916945,569.7492459863631,78.83405470848083,731.2971127149272,2822.1193165779114,4.010875225067139,81.14997511026526,194.1584109604068,1.6053082942962646,0.988901,25,69.1616006028408,14.22426462173462,0.0,71.78909932809125,248.09266272679125,0.6499037,189.83498739126716,8320000,110.67020845413208,93.24143421944588,34.983360052108765,16.699968576431274,0.0144414995,0.98853886,0.7556314468383789,16.70010232925415,0.6594659,34.74696111679077,-2.5572935e-09,93.93149781227112,2922
2925,260.2474241444798,0.027725685,637.3756974009282,79.06654286384583,649.315350023287,2933.0913667678833,4.018420219421387,84.00426785576403,196.8767267142699,1.6094186305999756,0.9881787,26,70.67332183140752,14.360777616500854,0.0,73.32490750900678,255.21601247743894,0.65240896,194.13021516811088,8640000,110.97146558761597,88.10149879659727,34.86273002624512,16.629732608795166,0.0129792765,0.98802835,0.7581696510314941,16.629864931106567,0.6620921,35.08954167366028,3.0437204e-09,94.30252838134766,2868
2925,264.77270149940415,0.020327503,575.3348410252651,79.57375144958496,672.5046112420359,3044.5945239067078,4.055047035217285,90.06406018785614,199.2974591100783,1.6100542545318604,0.98762304,27,68.65639695561818,14.375864744186401,0.0,72.42212332596057,252.46491250395624,0.65349144,192.35459386923912,8960000,111.50168251991272,88.14448853559104,35.029261350631714,16.64251160621643,0.010840727,0.9874416,0.7548427581787109,16.64265275001526,0.6657438,35.38480472564697,-8.5207674e-10,94.82112121582031,2795
2883,269.5410203975177,0.02806375,784.7029906788662,80.01130867004395,636.8534011753131,3156.2795214653015,4.083979845046997,88.02761495415332,202.21100022199565,1.6169993877410889,0.9868878,28,73.99184586018782,14.078447580337524,0.0,75.60613406700395,261.4437236820807,0.6539176,197.6954614834811,9280000,111.68443417549133,89.69791402183992,35.38593602180481,16.67996835708618,0.0119635435,0.9864984,0.75811767578125,16.680100917816162,0.66446704,35.41867232322693,-7.116567e-10,94.9656925201416,2787
2850,269.12985938243156,0.020431105,657.6848323182313,79.81043362617493,715.370655355732,3267.6911997795105,4.059372425079346,84.68862579872243,201.85954600204386,1.6171810626983643,0.986248,29,70.55029378226293,14.066632986068726,0.0,72.28769569604536,259.8910291914504,0.65332335,196.61814528456517,9600000,111.41117024421692,91.61105356063611,35.348477363586426,16.619279623031616,0.00987131,0.9860214,0.7558355331420898,16.619414567947388,0.6612858,35.282572746276855,9.160727e-10,94.7503125667572,2765
2812,267.99898169645,0.019725854,624.3285840958221,80.28284668922424,753.3361440547642,3379.9731390476227,4.089445114135742,87.46200789804453,201.23955433375167,1.6201822757720947,0.98594517,30,71.86406828644357,14.34671401977539,0.0,72.69077597812918,263.8190697207123,0.65576136,198.7833058185292,9920000,112.28145456314087,89.84386707982391,35.35929727554321,16.736387968063354,0.010395685,0.98566127,0.7600812911987305,16.736550092697144,0.6641335,35.70368218421936,2.839662e-09,95.50705599784851,2776
2771,266.9779198238027,0.018271016,650.8237605175251,80.12936210632324,648.1911156921187,3492.0450739860535,4.077574968338013,88.26810263167758,200.35197643142723,1.6365485191345215,0.9854766,31,72.32878523329947,14.379147291183472,0.0,71.68478639496296,265.5586625733139,0.6567595,199.54322966051262,10240000,112.07141375541687,90.57574404773781,35.573904275894165,16.653852939605713,0.010630049,0.9852591,0.7559587955474854,16.65398645401001,0.6676737,35.35492277145386,-4.087479e-09,95.38051271438599,2749
2729,278.72303758069364,0.016446337,678.4427208662959,80.29355478286743,760.5449667105237,3604.2195117473602,4.053776741027832,91.88591009700093,207.1533995241707,1.6262598037719727,0.98509824,32,74.61977868398485,14.260620832443237,0.0,76.10616293782311,272.4319391809415,0.65627086,203.57856057148175,10560000,112.17387890815735,93.60845753488869,35.563140869140625,16.703251838684082,0.009167792,0.98485297,0.7626805305480957,16.70339322090149,0.66430503,35.525477170944214,-4.2052886e-09,95.43343591690063,2691
2743,277.73712797951936,0.015160961,583.1919895865014,80.85444283485413,787.2634928835099,3716.6449387073517,4.0661656856536865,88.62033922996031,206.56084793177007,1.6291797161102295,0.9849665,33,70.21525090368546,14.000115633010864,0.0,77.48395306209709,270.5211341269022,0.6562113,202.85958582648414,10880000,112.42489075660706,87.77506993284447,36.01324439048767,16.66256833076477,0.008702409,0.98489624,0.7547330856323242,16.662700414657593,0.6677545,35.64547634124756,1.7749485e-09,95.72597026824951,2685
2666,282.37444128602846,0.017199561,684.056445033061,80.87971258163452,732.5212262816646,3829.004055738449,4.08221173286438,99.85607080480004,208.85459452978156,1.6337690353393555,0.9847009,34,75.21712603762994,13.933090686798096,0.0,79.08074615071,277.02977228944235,0.65593255,205.94068814587146,11200000,112.35857701301575,86.61440915137119,35.83204674720764,16.63935112953186,0.00888429,0.9845041,0.7532980442047119,16.639480113983154,0.6644222,35.810460567474365,-6.6413413e-09,95.68261289596558,2636
2639,286.6339877492537,0.022801409,652.9205859186385,80.85269904136658,778.1378436661737,3941.4032413959503,4.083446025848389,87.27356396264125,211.43790396664053,1.6363673210144043,0.98446304,35,75.45472399000361,13.970929384231567,0.0,77.10841594221,280.778588142667,0.6555035,208.06581378094737,11520000,112.39866399765015,92.44049774214703,35.59376239776611,16.66414785385132,0.009823238,0.9841758,0.7572736740112305,16.664281606674194,0.66116697,36.01487970352173,-1.1452117e-09,95.69784212112427,2597
2610,284.4502529366128,0.02023457,757.215237305735,81.2514750957489,767.9927172951182,4054.4838275909424,4.094071626663208,87.76028631357943,210.29795980418479,1.639246940612793,0.98414516,36,75.01382360440752,14.233430862426758,0.0,75.51437312106958,284.351782636674,0.6571195,210.19981368403535,11840000,113.08003902435303,98.2304581493439,36.05374503135681,16.687528371810913,0.009966491,0.9840321,0.7543671131134033,16.68766164779663,0.6626658,35.94879913330078,2.258839e-09,96.35603952407837,2622
2589,294.339392142008,0.014372045,723.2699987481654,81.94869470596313,791.2126437759176,4168.4252326488495,4.108608245849609,86.69480779272013,215.3186867823876,1.644784688949585,0.98390746,37,76.17492890710754,14.34669804573059,0.0,79.13543508850411,286.2709703874346,0.65857595,210.92475748927131,12160000,113.94084191322327,96.25141845661928,36.31378388404846,16.733963012695312,0.0088999355,0.9837912,0.7588467597961426,16.734097242355347,0.6662795,36.35251832008362,-7.8775936e-10,97.17068338394165,2521
2532,294.77182524218983,0.019086562,793.5487816660644,81.6686339378357,754.5837812540993,4282.00164270401,4.1108338832855225,107.61713309312572,215.62525156933557,1.650078535079956,0.9831589,38,81.03060498244031,14.305562496185303,0.0,80.46755974559437,292.23224664324135,0.6598948,213.9245415671144,12480000,113.57585406303406,88.33368616878096,36.33269762992859,16.684418201446533,0.008770337,0.9829898,0.7641167640686035,16.684547662734985,0.6661255,36.0376992225647,-6.2367034e-10,96.85471034049988,2525
2518,292.48038256872536,0.019317508,782.2476353427514,82.09315204620361,769.9952338856436,4395.541420459747,4.1464784145355225,90.42128327947732,214.0733966486255,1.6402812004089355,0.98287964,39,76.05332720327165,13.889235734939575,0.0,77.91781852886629,288.86893820187805,0.6598693,211.93572365481856,12800000,113.53922295570374,106.60144979575192,36.22827363014221,16.651535034179688,0.008991591,0.9825248,0.7535319328308105,16.65166735649109,0.6678843,36.5393922328949,-1.2817221e-09,96.85200095176697,2518
2504,302.02506054891796,0.021466224,733.3677071894344,82.00520038604736,818.4962250617771,4509.06369304657,4.109874963760376,86.32509752663087,219.5358564609007,1.6646122932434082,0.98256004,40,78.84131439041462,13.877542972564697,0.0,82.62178722419216,296.9839647664823,0.66296446,216.7498790522166,13120000,113.52177333831787,112.33676708852478,36.68346691131592,16.73382043838501,0.0104450965,0.9822953,0.7539272308349609,16.733953714370728,0.6697484,36.01595997810364,-9.608281e-10,96.75250768661499,2482
2484,306.4589942854731,0.010283051,659.3971806915824,82.6060483455658,762.0676879040061,4623.118708372116,4.147261142730713,111.71902747053662,221.98319212250757,1.6582517623901367,0.9824365,41,78.82985851658657,13.83969521522522,0.0,81.67419307443151,301.3204465663447,0.6629138,219.16794673391658,13440000,114.05444359779358,102.52828714890951,36.59731912612915,16.69840955734253,0.008059863,0.9823197,0.758122444152832,16.69854164123535,0.6717525,36.65566301345825,-1.3975608e-09,97.32030272483826,2445
2459,310.2802459357933,0.009524455,781.3721779411625,83.02107739448547,792.0626905413724,4737.628173112869,4.115265369415283,88.26353146008627,223.74900043084332,2.022731304168701,0.98200685,42,78.0521626719445,13.902703046798706,0.0,83.34049591406962,302.2669542257124,0.66362876,219.71383306254833,13760000,114.50893068313599,97.92805181551468,36.83868050575256,16.678677797317505,0.007978941,0.9817569,0.7547988891601562,16.67880630493164,0.673756,36.49740743637085,3.0418181e-09,97.79480314254761,2420
2427,310.28388263730875,0.00753154,726.4314804801502,83.02707386016846,691.2176342873299,4852.171565771103,4.139749526977539,98.95843919859907,223.44783467244463,1.6549925804138184,0.9814183,43,79.98511784386027,13.890835762023926,0.0,82.69975283744114,304.5644774245477,0.66515845,220.56739466042364,14080000,114.54281330108643,90.47945900485729,36.88863229751587,16.712979078292847,0.0068387925,0.9812304,0.7547364234924316,16.713114023208618,0.6751814,36.802051305770874,1.05793416e-10,97.78821444511414,2400
2419,313.0793920420566,0.009247785,754.6921998816907,82.92020583152771,870.4404857524693,4966.623155117035,4.1466474533081055,108.57867832159424,225.7590976549964,1.6619343757629395,0.9811252,44,83.60869089579259,13.900634050369263,0.0,80.59257413696643,310.5142501103431,0.6646265,223.91767093732494,14400000,114.45103359222412,102.66472738140834,36.85007858276367,16.72159767150879,0.008101016,0.9809568,0.7576727867126465,16.721747636795044,0.6711469,36.6933376789093,-7.501096e-09,97.6942720413208,2414
2373,313.9752173028246,0.010624721,691.3521081768554,83.28946995735168,775.0534862887228,5081.421216726303,4.1423118114471436,119.13877572616185,225.50622908316413,1.6662657260894775,0.9807969,45,80.53835428920728,13.851197719573975,0.0,84.65926069187988,312.70538706171493,0.6650819,224.98696321019116,14720000,114.79755711555481,117.28028871233874,36.991965532302856,16.747225999832153,0.007360682,0.9808038,0.7541766166687012,16.747360467910767,0.67246264,36.92378211021423,1.4469647e-09,98.01074361801147,2382
2377,315.79452894884815,0.0042700544,804.2320647385852,83.78302049636841,803.390657650978,5196.572492837906,4.162529945373535,88.72338711706122,226.821161857248,1.6831190586090088,0.9804551,46,82.60347735004561,13.78628659248352,0.0,84.99827177430208,313.5847451541434,0.6657165,225.3909200231367,15040000,115.15074348449707,96.81309285544458,37.36652135848999,16.66715168952942,0.0073608505,0.9803173,0.7587344646453857,16.667284965515137,0.6727769,37.00021529197693,-7.1800044e-10,98.44460535049438,2388
2365,316.7713485027128,0.0060321502,972.4362478541227,83.13320183753967,785.2158589138376,5311.0591650009155,4.148360729217529,98.56325827249543,226.85835153402843,1.6521401405334473,0.9800778,47,80.41691775575471,13.792571783065796,0.0,86.27763802632643,312.54997417422175,0.6666036,224.72293368824816,15360000,114.48614358901978,112.33567638219232,36.86405372619629,16.652178287506104,0.0066179996,0.9800071,0.7574386596679688,16.65232753753662,0.6761199,36.89728903770447,-4.072869e-09,97.79917001724243,2356
2346,319.63346923808314,0.0076951263,924.5155549409502,83.25684905052185,779.1008145300509,5425.789866447449,4.15439510345459,117.33392065932242,228.08737223613718,1.6618444919586182,0.9794004,48,82.15284770654105,13.912633895874023,0.0,86.4351879366837,314.99659809115906,0.6673562,225.83039455018812,15680000,114.730140209198,101.109180280184,36.9467990398407,16.65421199798584,0.0069984896,0.97921807,0.755659818649292,16.65434765815735,0.6723254,36.93272590637207,-4.9037645e-09,98.04107880592346,2331
2349,316.0139869419535,0.006858684,715.9919717100097,83.52338075637817,855.1396647793817,5540.669500827789,4.163575172424316,104.52033445321942,226.29296232390317,1.6599395275115967,0.9789338,49,82.44957506112506,13.731057405471802,0.0,84.10912390170809,315.3362922260233,0.66727924,225.9321339337055,16000000,114.87914848327637,110.13262842717451,37.11113524436951,16.712032794952393,0.008008247,0.97883344,0.7618732452392578,16.71216130256653,0.6751437,37.00814127922058,-2.119076e-09,98.13207912445068,2357
2322,317.8290907789908,0.0067961663,705.4727663426721,83.21458983421326,775.756421143879,5655.3718366622925,4.144176244735718,109.32915622181402,227.7086718381138,1.6626331806182861,0.97875327,50,82.76742709479309,13.865188360214233,0.0,81.02383773625283,318.37849599980615,0.66826993,227.41122821362836,16320000,114.70179748535156,87.26921795997896,37.04418444633484,16.710693359375,0.007465555,0.97847825,0.7605814933776855,16.710827350616455,0.67249054,36.7988543510437,-6.1092284e-11,97.95652794837952,2343
2325,323.5074610639226,0.0035289335,786.3280345387479,83.48189568519592,1004.6324379943868,5770.287747621536,4.150922775268555,115.50947132375731,231.02888956236293,1.6604180335998535,0.97839415,51,85.11077351568298,13.747200727462769,0.0,86.74003909741621,323.973979904035,0.6683035,231.0443009514574,16640000,114.9012234210968,108.98805198886426,37.17544198036194,16.765511751174927,0.007233341,0.97822565,0.7561814785003662,16.765644311904907,0.6733959,36.92157745361328,1.2865471e-09,98.10134553909302,2346
2300,316.72879085488535,0.007621904,763.2011687038203,83.86639499664307,781.0777091245116,5885.642890453339,4.14339804649353,92.54869870924749,226.7141366529283,1.6646513938903809,0.9777567,52,81.94893426165815,13.88478422164917,0.0,80.62042670523472,319.02419448707883,0.6684997,227.57122656845604,16960000,115.3546187877655,98.69225353295779,37.13773965835571,16.698468446731567,0.00716608,0.9776146,0.7543706893920898,16.69859743118286,0.6764643,36.988117694854736,3.662993e-09,98.62088203430176,2328
2293,326.7935763250262,0.0105361855,798.7917723568041,83.6533043384552,761.2873163897706,6000.770814657211,4.150709629058838,110.92537681816731,232.03784093556263,1.6612458229064941,0.9771887,53,86.24354814178363,13.850703954696655,0.0,86.3731166263709,324.56763828580273,0.6694833,230.68771245005732,17280000,115.12744235992432,115.49141374845077,37.210947036743164,16.71522307395935,0.008565776,0.97711325,0.757695198059082,16.7153582572937,0.67687416,37.07008719444275,7.1512785e-10,98.37783336639404,2282
2293,329.2877456203699,0.008312349,830.0857075262462,83.77337789535522,752.5857512975265,6115.9428107738495,4.133398056030273,116.4282618648508,233.6752128790301,1.6716408729553223,0.9765941,54,85.30077708489019,13.848986148834229,0.0,85.73435622919294,325.31724401443506,0.6706005,231.29431942967017,17600000,115.17145347595215,85.63601014390353,37.540594816207886,16.64065456390381,0.00769993,0.9764569,0.7586357593536377,16.640788316726685,0.6781657,36.85772752761841,2.5079605e-09,98.49673700332642,2284
