Log Pis Std,KL Divergence,Train Time (s),Epoch,Number of train steps total,Policy Loss,Policy mu Std,Policy mu Min,Policy log std Mean,R Predictions Max,VF Loss,Z mean train,Sample Time (s),Total Train Time (s),Z mean eval,R Predictions Mean,Q Predictions Max,Q Predictions Mean,V Predictions Min,Z variance train,Policy log std Std,AverageReturn_all_test_tasks,Number of env steps total,Log Pis Min,V Predictions Mean,R Predictions Min,Policy log std Max,Epoch Time (s),RF Loss,Q Predictions Std,AverageReturn_all_train_tasks,QF Loss,V Predictions Std,Log Pis Mean,Number of rollouts total,Policy log std Min,Z variance eval,Policy mu Max,KL Loss,(Previous) Eval Time (s),Q Predictions Min,Log Pis Max,V Predictions Max,R Predictions Std,Policy mu Mean
9.59489,116.64491271972656,374.96199761700063,10,44000,-1531.57,1.05368,-4.61504,-0.397175,0.255284,1887.08,0.745219,7.149079160999463,5252.898358013999,2.21575,0.0110275,2384.54,1462.84,-11.8455,0.062613,0.199637,331.432307775,244000,-15.8426,1541.78,-0.0535224,0.0550548,446.9623625710001,561.025,691.362,334.016172574,4054.44,653.964,1.78461,11213,-1.79886,0.127342,3.79935,11.664491653442383,64.85128579299999,4.50773,43.1842,2402.45,0.0248225,0.23923
9.50602,137.66444396972656,376.1060159339995,11,48000,-1607.22,1.047,-3.98701,-0.398828,0.267899,1772.55,4.02145,7.19599796699913,5703.040373545998,3.11637,0.0111528,2446.07,1532.71,-3.22978,0.14595,0.199126,522.308150104,248000,-14.5804,1603.37,-0.0752376,0.172655,442.7827729779983,596.928,760.853,426.321843988,4354.16,722.064,1.84241,11407,-1.64976,0.13244,3.72731,13.766444206237793,59.480759076999675,-14.7579,50.6063,2460.52,0.0258757,0.270799
9.14238,130.17330932617188,376.08141236899974,12,52000,-1485.38,1.01475,-3.97123,-0.412509,0.226987,1328.12,0.539205,7.191172157999972,6157.193430138997,1.34024,0.013062,2484.47,1410.52,-19.2603,0.122579,0.20638,543.037559843,252000,-16.2192,1478.44,-0.0900447,0.0794564,450.11288943699947,563.241,744.781,504.079401975,4333.16,716.55,1.48397,11584,-1.49551,0.0572693,4.07084,13.01733112335205,66.84030490999976,9.01276,51.7598,2499.14,0.0276687,0.314979
10.4666,115.63706970214844,376.25029275999987,13,56000,-1595.79,1.06011,-4.50567,-0.423339,0.239563,2079.64,1.10618,7.351017458002389,6610.378929618999,0.805232,0.0119639,2562.57,1517.37,14.7125,0.0338766,0.211721,523.595014152,256000,-15.1024,1585.54,-0.0756097,0.141131,454.4820821810026,569.544,776.455,514.926314688,4323.88,735.01,2.59885,11748,-1.94548,0.0645207,4.40335,11.56370735168457,70.88077196300037,8.59534,52.2459,2541.96,0.0262512,0.320416
10.2241,123.23707580566406,374.4900846110004,14,60000,-1650.54,1.03847,-4.33817,-0.425805,0.264863,3155.16,2.20383,7.100489010998899,7061.3120531199975,2.41959,0.0107007,2616.58,1574.06,15.3453,0.0864312,0.218732,523.213389812,260000,-15.6532,1660.58,-0.0832745,0.0913599,451.1749279479991,602.489,764.407,546.563678359,4673.71,734.095,1.88835,11896,-1.8104,0.174711,4.14424,12.323707580566406,69.58435432599981,1.43795,63.573,2643.54,0.0242435,0.277601
10.1352,122.84225463867188,375.9651259170005,15,64000,-1567.59,1.04404,-4.05763,-0.421155,0.227167,1734.11,0.745306,7.158078600999943,7513.076032189,2.29051,0.0119223,2549.59,1494.03,-9.81731,0.0324066,0.214031,572.031146582,264000,-16.3105,1568.14,-0.0833051,0.14692,452.4660329500002,604.936,751.973,538.436619519,3952.94,718.578,1.74919,12048,-1.66006,0.128427,4.62406,12.284225463867188,69.3428284319998,-15.2337,57.665,2553.39,0.0274718,0.246531
9.84902,115.70506286621094,374.34992531699936,16,68000,-1525.32,1.03399,-4.80461,-0.42876,0.26494,2351.37,1.3914,7.288880897003764,7964.040464193003,1.23076,0.0130512,2462.13,1455.38,22.7075,0.0623914,0.218873,587.136035017,268000,-16.2068,1520.36,-0.0832742,0.0638884,450.279984472003,578.99,724.204,583.61927479,3851.22,686.932,1.53277,12198,-1.61636,0.0775822,5.06237,11.57050609588623,68.64117825799985,2.5959,52.5818,2474.19,0.0260878,0.207423
10.6923,101.54190826416016,375.785424175001,17,72000,-1557.14,1.06306,-4.9389,-0.426355,0.240324,1499.32,1.64845,7.382731168998362,8416.985351675,0.395859,0.0121641,2466.75,1469.91,-4.45053,0.0710122,0.222292,629.989621242,272000,-15.2286,1552.91,-0.0717826,0.0584294,452.49426662099904,572.167,748.158,624.152681147,3086.04,713.201,2.25887,12343,-1.65033,0.0659858,4.08633,10.154191017150879,69.32611127699965,-1.10975,53.3171,2482.82,0.0277339,0.255737
9.8648,104.78227996826172,375.5179329530001,18,76000,-1519.82,1.03565,-5.06709,-0.416803,0.255956,1600.55,1.91252,7.072508033001213,8869.155627791,2.44872,0.0130835,2533.77,1437.68,8.61048,0.049124,0.221501,575.203305431,276000,-15.9352,1512.73,-0.0757416,0.0848336,452.367417241001,597.773,751.056,537.325152096,3021.4,719.435,1.32275,12480,-1.63474,0.115379,5.61327,10.478228569030762,69.77697625499968,6.7091,54.7463,2557.72,0.0276913,0.227014
9.06695,122.90412139892578,376.1377453829991,19,80000,-1476.99,1.01745,-4.57621,-0.413816,0.239584,1256.8,0.544726,7.223592281998208,9323.054936665001,1.28132,0.0135844,2504.88,1413.52,17.6953,0.0834234,0.212505,437.426314854,280000,-15.2068,1480.63,-0.0600169,0.113828,452.9414107229968,571.688,734.066,487.448835234,2579.17,711.415,1.09003,12629,-1.97399,0.109538,5.02751,12.290411949157715,69.58007305799947,6.36436,54.4775,2514.62,0.0267567,0.199122
10.3958,96.18379974365234,376.02882818099897,20,84000,-1552.03,1.06414,-4.88992,-0.425205,0.276405,2100.11,1.53041,7.3901527840025665,9771.436052894003,1.13791,0.0105057,2411.56,1489.54,6.85113,0.0912434,0.220718,535.286696506,284000,-16.364,1567.78,-0.0907166,0.0614058,453.9576211400017,561.59,717.839,638.855048883,3567.88,688.328,2.12268,12777,-2.0096,0.0690441,5.89104,9.618380546569824,70.53864017500018,20.0062,60.6209,2428.92,0.0231879,0.205118
9.74306,139.10963439941406,375.06692635500076,21,88000,-1458.37,0.996914,-5.25953,-0.412206,0.326015,1247.65,1.4125,7.135453808999955,10224.506414999005,1.06601,0.0150211,2511.8,1389.87,14.7606,0.0649811,0.222248,662.878444863,288000,-18.6766,1455.77,-0.0528143,0.102395,447.1648565270025,591.013,711.02,614.376523645,2728.67,685.872,0.595614,12921,-1.82616,0.0587542,5.0474,13.910964012145996,64.96247636300177,10.1346,47.2283,2517.79,0.0278493,0.201171
9.81984,144.7355499267578,375.3959363660015,22,92000,-1439.0,0.996727,-4.92306,-0.415793,0.266469,1239.22,2.63603,7.298632705002092,10676.047617082006,1.72763,0.0130692,2494.91,1392.17,9.68114,0.090617,0.221533,572.8234542,292000,-15.3978,1446.87,-0.0807794,0.106216,453.56336991300304,566.824,705.51,546.746925073,2891.06,689.281,0.713964,13067,-1.77964,0.0713023,6.17968,14.473555564880371,70.86880084199947,-0.269481,60.7794,2510.91,0.0270363,0.23302
9.70639,111.08946990966797,374.5412644879998,23,96000,-1500.56,1.00788,-4.53511,-0.423841,0.239098,1347.91,0.241826,7.252312261003681,11126.535641904005,1.53823,0.013478,2510.41,1441.87,12.3576,0.0539965,0.223234,537.551626434,296000,-17.1692,1512.78,-0.0639846,0.00879526,450.64049323400286,577.295,700.094,575.882655777,2736.6,678.759,0.961432,13204,-1.81268,0.111766,4.68078,11.108946800231934,68.84691648499938,10.5487,50.9918,2534.83,0.0269976,0.201573
9.44348,103.39930725097656,374.7549936680007,24,100000,-1349.5,0.970241,-5.26188,-0.418423,0.272701,1150.31,1.44335,7.3498175510030705,11578.052037148009,0.932016,0.0155271,2504.48,1287.84,17.9666,0.0951392,0.221782,577.985310289,300000,-14.9621,1339.9,-0.0818654,0.0723242,450.79997260200435,605.739,673.859,601.53917342,2672.4,651.775,0.313779,13349,-1.89598,0.0637796,5.37148,10.339930534362793,68.6951613830006,6.89292,70.7639,2509.77,0.0281571,0.248455
9.37871,121.64910888671875,374.98547054499977,25,104000,-1304.88,0.963807,-5.3075,-0.400698,0.253886,1293.99,1.71568,7.065557423002247,12029.676215126012,1.25073,0.0133145,2479.53,1263.25,2.20375,0.115331,0.220573,544.731841254,304000,-16.2457,1313.47,-0.0737424,0.139095,451.4626340700015,576.956,676.938,517.142383022,4398.04,663.359,-0.173938,13503,-1.95696,0.0898245,6.31729,12.164911270141602,69.4116061019995,3.67743,53.609,2499.34,0.025999,0.210496
9.35319,118.551025390625,374.95078905300034,26,108000,-1324.23,0.965474,-5.72484,-0.408984,0.220867,1516.77,2.05368,7.381090326998674,12481.459150971014,1.79719,0.0135725,2418.72,1273.95,0.106031,0.117234,0.224636,578.284613159,308000,-16.3326,1329.57,-0.0817401,0.0417995,451.905457941999,575.813,688.329,579.602177093,2682.0,681.213,-0.0797523,13651,-2.05324,0.143215,4.54267,11.8551025390625,69.57357856199997,-1.64557,59.0343,2451.47,0.0272708,0.21174
9.25969,179.70257568359375,375.47123992100023,27,112000,-1400.47,0.95916,-5.37219,-0.413218,0.276169,1281.2,1.52565,7.38196142099514,12934.95679085201,1.35376,0.014245,2841.9,1342.79,-14.9246,0.0849494,0.218467,620.377776228,312000,-15.3943,1399.66,-0.072796,0.0860823,452.3053382029957,597.302,729.605,613.250705945,2717.63,722.974,-0.0671377,13798,-2.18342,0.126651,5.10094,17.970258712768555,69.45213686100033,12.0475,63.4657,2802.82,0.0267307,0.232023
8.55934,125.76238250732422,375.0085872870004,28,116000,-1308.22,0.954044,-4.43804,-0.423436,0.279925,1152.3,2.03057,7.081019118000768,13386.409429169009,1.05079,0.0145738,2413.51,1254.74,21.6404,0.0586623,0.217129,603.343802626,316000,-14.6809,1300.38,-0.0724463,0.0652899,452.73364211300213,596.968,631.584,602.421510063,3368.63,620.492,-0.131814,13947,-1.74184,0.0935362,5.70417,12.576238632202148,70.64403570800096,-3.98336,46.8148,2441.79,0.0271743,0.21025
10.0424,173.43325805664062,375.4163868359992,29,120000,-1384.51,1.01207,-6.53841,-0.419688,0.27615,1065.39,0.956123,7.113649919996533,13834.73933352401,1.18351,0.0142269,3649.05,1323.59,-2.45115,0.0528865,0.218573,476.428312825,320000,-16.0311,1390.19,-0.0630512,0.446096,451.89346018899596,579.07,744.723,505.654397463,2540.9,729.717,0.726768,14130,-2.37604,0.0950193,5.59218,17.343326568603516,69.36342343300021,9.16657,68.1448,3562.29,0.0279175,0.183233
12.0939,439.7740478515625,373.91309160499986,30,124000,-1732.95,1.1656,-9.11302,-0.436968,0.228734,2982.72,1.17543,7.054394152999521,14284.39214980701,0.873299,0.0135117,3811.87,1646.99,9.20762,0.077535,0.224066,472.637844941,324000,-15.583,1737.91,-0.0539578,0.0611935,446.76788407300046,589.705,1097.18,467.619744857,4988.6,1091.03,3.79718,14298,-2.33524,0.0922877,7.03514,43.9774055480957,65.80039831500108,-5.88422,105.618,4004.85,0.0270174,0.127441
9.82335,373.150390625,374.1310559220001,31,128000,-1499.61,1.00952,-7.19243,-0.414278,0.317916,2476.02,2.30152,7.283585954997761,14734.058617487006,2.63109,0.0151328,7247.72,1439.92,17.8107,0.151638,0.22173,518.501249919,328000,-20.5742,1490.87,-0.0981914,0.255286,450.1005734549981,589.95,1014.75,502.495770606,3565.0,1016.1,0.675745,14467,-2.00331,0.100403,5.51107,37.315040588378906,68.68593157800024,6.08288,69.5002,7564.35,0.0279639,0.189737
9.52243,215.7310791015625,374.28892947200075,32,132000,-1505.14,1.03063,-7.21136,-0.416693,0.238804,1479.1,1.65971,7.056817542998033,15187.702438130005,1.82902,0.0153787,3412.46,1431.34,10.834,0.0412512,0.217015,675.701700886,332000,-15.2287,1503.6,-0.0617661,0.184149,449.59781709099843,568.769,874.853,630.309922872,3177.53,876.506,1.05474,14678,-2.14502,0.0909259,6.58217,21.573108673095703,68.25207007599965,-3.93619,53.3418,3458.94,0.029305,0.175538
11.1596,518.3984375,375.80096761500135,33,136000,-1618.55,1.08479,-6.88895,-0.425817,0.271026,2372.99,2.91841,7.267926466000063,15643.347468075013,2.51142,0.0146412,4844.02,1537.41,-4.33712,0.104209,0.225589,605.721423817,336000,-14.1519,1623.32,-0.0625051,0.19749,455.3679693110025,558.416,1281.63,604.167585156,4870.16,1314.93,1.81593,14868,-2.31288,0.138647,5.36846,51.83984375,72.29907523000111,-1.31332,65.1721,4927.38,0.0249072,0.10048
7.72251,437.7340393066406,373.8584391330005,34,140000,-1154.56,0.922709,-4.77586,-0.379091,0.262174,1042.81,2.32765,7.21734619000199,16095.658960835013,5.51723,0.0157312,3722.77,1111.54,-10.3587,0.0661719,0.19328,613.744100669,340000,-17.0527,1160.85,-0.0671026,0.122533,453.6521096480028,538.763,783.536,627.395665812,3615.44,792.559,-1.05568,15048,-1.79283,0.301851,5.45666,43.77340316772461,72.57632432500031,-8.18916,52.7744,3778.0,0.0277565,0.212078
8.54415,516.5865478515625,373.8655353030008,35,144000,-1315.02,0.975068,-5.48243,-0.378512,0.232041,1136.33,5.22705,7.230895757005783,16545.01217664803,4.86268,0.0156492,5094.85,1255.46,2.22943,0.177138,0.191443,256.772780632,344000,-16.4528,1308.51,-0.117594,0.0318191,452.3325958440073,587.589,1031.6,420.442441682,2941.16,1048.4,-0.0357137,15354,-1.73416,0.164834,4.49996,51.65865707397461,71.23616478400072,0.24967,60.3975,5081.25,0.0284552,0.223487
20.7372,3662.515625,374.5386953929992,36,148000,-3139.89,1.37771,-8.82333,-0.407714,0.232653,12807.9,4.92288,7.60395945799246,16996.607326584028,4.25726,0.0149272,23570.7,2917.35,-6.63946,0.242159,0.231683,387.551694175,348000,-20.6153,3122.68,-0.111191,0.310421,450.3999221769918,574.692,4756.07,362.796029905,36696.8,5019.16,7.75118,15606,-2.24129,0.752541,7.09778,366.2515563964844,68.25726732600015,-28.1492,103.267,23481.8,0.026983,0.217357
21.4745,5457.56591796875,375.2051248079988,37,152000,-7448.0,1.69512,-9.99018,-0.557733,0.290965,67233.9,18.4503,7.548327093994885,17447.056796940025,26.1021,0.0170055,29915.6,7016.41,-213.327,1.10432,0.305023,439.532796205,352000,-14.2627,7409.38,-0.0625923,0.810549,452.20673646099385,549.545,9278.53,340.345211117,195669.0,9547.03,17.5574,15850,-3.20841,0.651076,9.21281,545.756591796875,69.45328455900017,-103.307,118.924,29941.8,0.0278656,0.285289
16.5672,2500.14990234375,373.7039843999992,38,156000,-3642.85,1.40536,-8.44177,-0.520567,0.279364,15866.5,7.65558,7.472190544995101,17898.173268319024,9.10864,0.0126524,16970.7,3395.25,-44.52,0.255255,0.284105,380.814594047,356000,-15.2242,3617.52,-0.0631384,0.34427,448.87255506799556,585.82,4791.15,401.886235401,33169.5,4934.12,10.8234,16102,-2.51398,0.0375213,8.60402,250.01499938964844,67.69638012300129,-20.3878,92.951,17101.0,0.0275209,0.323651
17.0904,15316.0439453125,374.7067329199999,39,160000,-3343.11,1.32025,-10.5877,-0.409533,0.387481,22596.9,57.8951,7.827889302996482,18348.94541818003,24.9059,0.0161667,31817.7,3124.34,-41.3323,0.105154,0.215663,298.817994902,360000,-17.4923,3318.49,-0.118946,0.452957,452.4754300939967,576.071,6942.71,321.778114047,56932.2,7301.62,6.77814,16393,-2.23088,1.27148,8.92634,1531.6043701171875,69.94080787100029,-196.289,112.944,33314.9,0.0328456,0.195162
17.5459,10523.7548828125,374.1794231749991,40,164000,-4048.81,1.30027,-9.77224,-0.402773,0.29596,30247.7,28.8865,7.397541934995388,18804.710119144027,27.3325,0.0155706,40991.0,3770.8,-125.064,1.25783,0.202901,441.915958042,364000,-15.6383,4032.06,-0.0637405,0.742294,449.81463196899495,574.209,9370.97,408.788149529,86007.5,9869.37,6.2082,16644,-2.27055,0.191539,9.95088,1052.37548828125,68.23766685900046,-52.2535,111.135,41759.7,0.0317943,0.247907
32.1541,15074.466796875,375.41173208500186,41,168000,-17662.5,1.94999,-17.9358,-0.491241,0.283285,974590.0,15.7556,7.635738622004283,19256.07363361203,32.466,0.013467,90347.8,16335.9,-247.852,0.631937,0.309491,340.257466057,368000,-13.2629,17910.2,-0.0534307,1.53829,457.2358213670086,561.686,27252.9,350.276672429,1.03971e+06,28813.7,19.8896,16878,-3.45676,0.00304998,14.9645,1507.4466552734375,74.18835066000247,-263.847,164.527,96314.3,0.0277217,0.128577
6.11814,82365.4140625,374.57730884099874,42,172000,-1136.92,1.01108,-3.41129,-0.379014,0.402211,3214.62,53.4546,7.542687579007179,19712.15707729703,20.5048,0.00514271,2004.93,1110.27,-98.9883,0.13635,0.149207,456.507672239,372000,-15.0651,1142.82,-0.0910094,0.0498068,450.43664172000354,531.3,564.697,416.262497448,10656.0,555.633,1.55392,17087,-1.03423,0.341213,3.12471,8236.5419921875,68.31664529999762,-115.876,31.9791,2007.59,0.0342618,0.347245
13.0806,26503.96875,373.9802113000005,43,176000,-1748.67,1.16522,-5.20267,-0.422993,0.261375,14797.1,21.0416,7.988960901995597,20159.905233989022,23.9573,0.00925632,14108.5,1612.94,-9.50459,0.109828,0.216546,266.11044903,376000,-14.22,1762.79,-0.0691969,0.0614668,455.9332556679947,587.521,2613.6,351.315155587,78038.6,2847.28,4.22655,17435,-2.34598,0.260425,6.0017,2650.39697265625,73.96408346599856,-21.0033,59.5351,14556.0,0.0296846,0.284919
5.7717,37786.63671875,375.5374284460013,44,180000,-1089.84,0.960415,-3.49028,-0.392609,0.265323,1171.46,42.5132,7.159696528997301,20607.053798169025,53.184,0.0116322,1797.71,1048.43,-5.3144,0.145977,0.171595,274.308614367,380000,-14.713,1088.6,-0.0696077,0.0343079,448.47668988299847,555.222,532.734,281.929517257,6274.77,529.926,0.366727,17722,-1.23635,0.0645585,3.02859,3778.663818359375,65.77956490799988,-4.87762,22.9229,1812.92,0.0318981,0.276511
5.44277,157398.171875,375.02008372099954,45,184000,-1238.09,0.972951,-2.73637,-0.382458,0.293993,1010.8,73.2412,7.627717022009165,21058.32547747603,8.64372,0.00192095,2169.2,1187.25,-18.631,0.0621208,0.174142,284.917914688,384000,-16.1314,1237.18,-0.119898,0.106783,447.10015560700776,561.746,607.542,311.118605822,7150.43,598.721,0.675948,18026,-1.15931,6.84373e-09,3.05775,15739.8173828125,64.45235486399906,-21.7543,19.2854,2171.45,0.0277979,0.306663
12.0556,41321.05078125,374.9448698849992,46,188000,-2524.99,1.1447,-7.13854,-0.414783,0.262368,147475.0,47.387,7.887887632001366,21506.643715521037,22.8749,0.00869214,22496.8,2444.88,-72.0147,1.13078e-08,0.225241,168.044704683,388000,-15.5364,2522.61,-0.0771344,0.262394,451.45706880700163,560.211,4620.74,391.604595143,496983.0,4667.76,5.65108,18516,-2.08661,1.63011e-09,6.83645,4132.10498046875,68.62431129000106,-2.73057,92.401,22679.0,0.0291611,0.519154
8.30033,41660.74609375,373.48272059399824,47,192000,-1147.11,1.11571,-3.48076,-0.408541,0.306791,12201.8,13.6988,7.46565235199887,21957.921419983035,8.68796,0.00978362,3300.98,1108.71,30.2759,2.41414e-09,0.180894,422.701440376,392000,-13.0592,1209.88,-0.0950259,0.363311,446.43454254999597,604.77,633.469,366.58334609,20081.4,671.14,3.27501,18792,-1.61626,2.79558e-09,3.51423,4166.07470703125,65.48616960399886,9.04412,36.2007,3830.72,0.0281618,0.209428
17.7446,13741.126953125,374.1571516309996,48,196000,-9887.14,1.73483,-10.7713,-0.641343,0.320643,121432.0,36.2047,7.52395549799985,22408.654753370036,25.5073,0.0168414,23068.6,9478.33,-161.965,2.1965e-09,0.339516,478.454912319,396000,-14.5041,9773.21,-0.0833733,1.14274,452.01105201300015,554.033,7661.29,447.385106617,502706.0,7646.91,22.5727,19028,-2.66413,1.59519e-09,8.68149,1374.1126708984375,70.32994488400072,-160.47,90.3878,23044.0,0.0280119,0.589667
17.5556,12676.111328125,374.1416802349995,49,200000,-4967.75,1.59621,-9.03839,-0.57471,0.270243,124047.0,6.09206,7.578761984997982,22853.143791818035,18.0925,0.0139277,27196.7,4686.32,-57.9308,1.04976e-09,0.297502,263.454428674,400000,-16.2808,5076.16,-0.108093,0.760524,450.7734031839973,566.957,6602.2,255.313022232,223627.0,6866.14,16.283,19593,-2.54698,2.3136e-09,10.3312,1267.6112060546875,69.0529609639998,-39.346,115.057,28378.1,0.0293431,0.345699
27.8284,50963.1171875,374.4754040709995,50,204000,-12020.3,1.75038,-14.7986,-0.506815,0.276973,1.05997e+06,16.4176,7.131239688998903,23304.752250547026,32.1351,0.0141813,75666.5,11181.3,-24.2014,2.64406e-09,0.301514,368.857990884,404000,-13.7131,12007.6,-0.0888021,1.24269,444.3756780699987,549.623,22261.9,425.009905761,783968.0,23509.2,16.3509,19883,-3.13587,1.87589e-09,13.9991,5096.31201171875,62.76903431000028,-194.278,142.014,81023.2,0.033427,0.107634
15.2293,58375.5390625,372.8691943570011,51,208000,-2673.12,1.38879,-7.54818,-0.482291,0.276296,30852.9,13.4372,7.203769969004497,23754.46349133503,115.516,0.0102926,16594.5,2504.38,-66.0259,6.67316e-09,0.267003,341.679966314,408000,-14.4435,2627.12,-0.11404,0.496179,450.075429944005,546.517,3508.27,322.783783258,103256.0,3690.58,9.28336,20111,-2.79965,2.3207e-09,6.96616,5837.55419921875,70.0024656179994,-256.097,74.3954,16959.9,0.0301022,0.144731
18.9451,175028.84375,372.47650694800177,52,212000,-7144.89,1.5309,-13.5323,-0.516521,0.290766,152615.0,98.0922,7.290890511991165,24203.879513804022,115.916,0.00856277,68562.8,6807.63,-856.428,1.73321e-09,0.290329,406.132877826,412000,-14.9383,7179.43,-0.133963,0.58748,449.4065122679931,578.815,16227.9,354.112531152,951860.0,16799.3,12.3744,20345,-3.53007,2.34109e-09,10.3671,17502.884765625,69.63911480800016,-319.648,128.578,69803.6,0.0343272,0.1425
