Log Pis Std,KL Divergence,Train Time (s),Epoch,Number of train steps total,Policy Loss,Policy mu Std,Policy mu Min,Policy log std Mean,R Predictions Max,VF Loss,Z mean train,Sample Time (s),Total Train Time (s),Z mean eval,R Predictions Mean,Q Predictions Max,Q Predictions Mean,V Predictions Min,Z variance train,Policy log std Std,AverageReturn_all_test_tasks,Number of env steps total,Log Pis Min,V Predictions Mean,R Predictions Min,Policy log std Max,Epoch Time (s),RF Loss,Q Predictions Std,AverageReturn_all_train_tasks,QF Loss,V Predictions Std,Log Pis Mean,Number of rollouts total,Policy log std Min,Z variance eval,Policy mu Max,KL Loss,(Previous) Eval Time (s),Q Predictions Min,Log Pis Max,V Predictions Max,R Predictions Std,Policy mu Mean
20.5952,43260.6484375,375.40702075900117,53,216000,-8072.52,1.61712,-14.6918,-0.565674,0.269581,157655.0,66.4517,7.291559547993529,24655.86125370002,84.2338,0.0137665,66711.5,7703.9,-335.239,1.7537e-09,0.369855,454.32741212,416000,-14.1493,8107.69,-0.0854814,1.46092,452.3477785779942,596.544,15917.8,492.350094665,437571.0,16479.7,15.6239,20609,-3.23533,2.58023e-08,12.168,4326.06494140625,69.64919827099948,-267.443,117.737,68926.9,0.034259,0.306078
16.8289,87350.421875,374.38358872699973,54,220000,-4013.48,1.32499,-10.1454,-0.442331,0.287919,70624.7,48.403,7.457436667984439,25100.053484634005,38.4512,0.00712586,41523.4,3763.08,-140.873,1.39495e-08,0.26289,238.916051949,420000,-14.6923,3967.8,-0.1201,0.664178,451.1250860499822,554.334,9168.69,403.565414255,155211.0,9603.92,6.65566,21259,-2.90437,2.55918e-09,17.0899,8735.0419921875,69.28406065499803,-74.915,113.371,42016.4,0.031891,0.11569
13.9369,241824.140625,373.43742525500056,55,224000,-2279.96,1.231,-7.27734,-0.382327,0.375466,147194.0,121.311,6.998321882987511,25539.034623733995,92.2171,0.00459633,23519.0,2191.67,-81.2925,1.22819e-08,0.203633,124.962073926,424000,-16.9408,2299.14,-0.0973871,0.516682,442.7873826909854,559.378,4218.97,158.183857457,712281.0,4568.77,4.64781,21964,-2.59373,0.2461,13.5368,24182.4140625,62.35163555299732,1.06184,80.4663,26411.8,0.0361023,0.218349
4.66306,1117143.25,373.2882675410001,56,228000,-512.08,0.96192,-3.19662,-0.325501,0.283083,3870.66,171.003,7.088082777998352,25978.90425720099,28.5327,-0.0187188,998.566,510.459,-518.879,8.37199e-09,0.128631,149.164202286,428000,-15.708,518.003,-0.148729,0.165345,438.92277658799867,581.866,188.245,162.363942764,16803.2,179.59,-0.73139,22722,-0.815444,0.00332374,3.17932,111714.328125,58.54642626900022,-329.864,14.9939,834.474,0.0339534,0.102723
4.1302,96726.2265625,374.5035238249984,57,232000,-537.593,0.913657,-3.04865,-0.335519,0.284458,2065.42,16.2876,6.975293794999743,26428.424420004987,14.1198,0.00646818,1170.99,524.485,-199.155,3.33257e-08,0.124912,349.332303376,432000,-17.7575,543.55,-0.174437,0.0623907,440.97264675699626,594.661,223.43,367.662273914,9297.6,220.479,-0.862208,23078,-0.747938,7.72936e-09,2.7096,9672.623046875,59.4938291369981,-190.429,13.9921,906.683,0.0354981,0.276445
4.1314,13637.3779296875,376.09471596799995,58,236000,-672.107,0.835536,-4.31227,-0.322367,0.250806,1420.26,22.3304,7.722787245998916,26889.146040294985,8.39305,0.0150365,1089.63,652.885,-144.89,1.95911e-08,0.133755,466.388467641,436000,-16.0282,678.882,-0.0732908,0.0455128,451.85964388199864,566.857,276.225,479.289524818,6728.81,268.774,-2.38273,23302,-0.808182,2.69968e-08,3.33965,1363.73779296875,68.04214066799977,-147.268,12.9524,1080.05,0.0318271,0.292651
4.27696,3248.810302734375,375.29226388900133,59,240000,-836.539,0.868566,-2.53115,-0.339932,0.287553,975.718,12.7867,7.541236361001211,27340.268734032987,7.84306,0.0149194,1355.01,813.52,-202.859,7.1511e-09,0.152434,390.48681935,440000,-15.4986,850.59,-0.0795645,0.0400512,459.73858900600317,574.493,374.09,375.715706745,5365.87,368.779,-1.83696,23506,-1.14273,4.69832e-09,2.80849,324.88104248046875,76.90508875600062,-318.997,13.6496,1386.1,0.0310518,0.26282
5.16229,1024.4677734375,373.8591050449977,60,244000,-990.67,0.876931,-3.66448,-0.363906,0.243034,601.705,4.05029,7.496257067006809,27790.852554294986,1.04074,0.0133448,1553.37,945.145,-18.0488,3.52507e-09,0.160118,500.596348611,444000,-15.5852,989.533,-0.155874,-0.00373788,449.6453009280049,555.561,484.444,511.734752447,2840.17,474.133,-1.38497,23669,-0.910315,4.40761e-09,2.93517,102.44677734375,68.28993881600036,-210.792,18.6918,1568.37,0.0308405,0.290832
5.52082,670.1602783203125,373.2937913749993,61,248000,-1131.47,0.863819,-3.53747,-0.372205,0.277673,700.83,3.30996,7.2771025839938375,28236.506253885986,1.92698,0.0120846,1750.58,1094.13,-41.9111,2.44854e-09,0.199721,493.849525293,448000,-14.5942,1136.25,-0.112518,-0.0189057,449.79972580599497,587.114,537.091,516.13910074,2938.58,527.988,-2.07109,23811,-1.35524,4.05094e-09,3.21962,67.01602935791016,69.22883184700186,-36.6492,22.3629,1761.84,0.0290501,0.195274
6.17641,556.4598388671875,373.7112270329999,62,252000,-1162.92,0.8948,-3.32638,-0.396911,0.260177,657.149,0.977587,7.465811601996393,28690.149697575984,0.877501,0.0119046,1925.66,1118.25,-19.1811,3.03395e-09,0.217698,665.053450848,452000,-16.2392,1158.82,-0.163742,0.0238467,446.2607454539975,585.063,609.261,642.329933785,3540.76,609.137,-1.555,23927,-1.36997,3.17225e-09,3.38162,55.6459846496582,65.08370681900124,-17.9442,30.9561,1938.46,0.0294883,0.150131
6.68224,549.568603515625,375.43953301200236,63,256000,-1247.87,0.935158,-4.10877,-0.390658,0.254554,803.7,2.22029,7.285962114994618,29155.07156947398,0.905725,0.0163534,2084.38,1196.67,-14.0959,3.97777e-09,0.21971,689.781298554,456000,-17.1079,1244.0,-0.129717,0.0953361,455.19267516099717,593.8,658.558,714.020413553,3284.93,655.622,-0.886062,24037,-1.47,7.59931e-09,3.3816,54.95685958862305,72.4671800340002,-31.8079,27.8151,2101.06,0.0318597,0.123496
7.29571,511.7885437011719,374.4923427770009,64,260000,-1316.88,0.950009,-3.64245,-0.41092,0.239227,900.147,2.30139,7.145115480998356,29614.58219786598,0.581867,0.0142553,2175.77,1265.58,-12.5963,3.50584e-08,0.218244,787.153577114,460000,-17.5039,1307.68,-0.130401,0.205915,463.83487867499935,588.531,690.41,776.246972245,3536.73,683.027,-0.426276,24143,-1.54048,6.78726e-09,3.75321,51.178855895996094,82.1974204170001,-11.498,35.6846,2177.53,0.0281039,0.143987
7.66683,533.1226196289062,373.9762392579978,65,264000,-1339.94,0.980741,-3.99595,-0.422538,0.245602,1050.04,1.15463,7.112205040008121,30066.410484406984,0.757607,0.0167308,2241.92,1292.41,-35.0949,4.79978e-09,0.213571,555.623530102,464000,-14.2154,1332.44,-0.090966,0.134857,458.96213626100507,560.241,716.857,549.719093279,3451.22,712.209,0.301355,24261,-1.58374,4.79107e-09,3.53681,53.31226348876953,77.87369196299915,-18.3403,38.1948,2257.02,0.0320323,0.122689
7.86845,523.1327514648438,375.2308336089991,66,268000,-1401.83,0.957577,-4.01352,-0.415615,0.296957,869.883,0.777468,7.252997677005624,30518.099934971993,0.544417,0.0133111,2306.58,1354.89,-18.4755,6.17654e-09,0.21683,678.233574538,468000,-16.5902,1401.76,-0.117693,0.169894,453.2246632370043,599.415,743.578,687.950752435,4325.37,729.117,-0.1537,24367,-1.54752,8.4396e-09,4.20284,52.31327438354492,70.74083195099956,-2.78477,39.058,2311.98,0.0279862,0.143457
8.3258,545.4960327148438,374.1791044440033,67,272000,-1462.28,0.969443,-3.21042,-0.42801,0.390345,968.295,1.75793,7.150999531993875,30970.747342708986,0.551847,0.014662,2364.77,1406.43,4.49294,5.19394e-09,0.223797,710.633228927,472000,-16.0038,1458.33,-0.109289,0.0530636,450.53603197999837,555.194,742.125,718.110915202,3714.35,731.908,0.0590344,24466,-1.6263,3.40806e-09,3.67861,54.54960250854492,69.20592800400118,-12.4409,40.7598,2370.82,0.0295775,0.12388
8.52647,592.1847534179688,375.7797361949997,68,276000,-1509.05,0.95629,-3.4822,-0.41432,0.332865,939.56,1.3071,7.070020027993451,31423.797957073984,1.90192,0.0191457,2409.2,1457.12,-3.43887,4.17676e-09,0.214359,633.752829245,476000,-18.3937,1510.79,-0.0891888,0.123796,454.16753537999466,579.116,771.26,653.217103326,3269.85,758.209,-0.323888,24565,-1.46522,3.8882e-09,4.2689,59.218475341796875,71.3177791570015,-14.9576,39.5388,2431.53,0.0357937,0.110715
8.82373,829.0878295898438,374.8361734630016,69,280000,-1504.89,0.999619,-4.02445,-0.423051,0.228045,1272.25,2.96692,7.031174022002233,31876.385268955986,1.88681,0.0163929,2568.01,1457.03,-21.2093,5.33998e-09,0.2132,690.928924499,480000,-16.1264,1509.95,-0.113825,0.0682937,452.06866674800403,574.098,772.296,675.686765307,4524.28,764.913,0.526949,24667,-1.4806,6.62661e-09,4.27821,82.90878295898438,70.20131926300019,-6.00373,49.4463,2579.28,0.0298066,0.102078
8.57638,539.8114624023438,372.7584314709966,70,284000,-1441.17,1.00048,-3.91194,-0.424946,0.313309,1342.47,0.750951,7.249979014006385,32326.98412382099,0.940411,0.0159506,2415.09,1393.78,-14.5171,3.59043e-09,0.212168,788.851439259,484000,-17.526,1453.91,-0.0852958,0.306538,450.7295397420021,570.997,758.337,718.580615094,3558.19,756.259,0.446015,24769,-1.64135,1.10878e-09,4.74659,53.98114776611328,70.72112925699912,-19.4961,41.8987,2442.06,0.0308284,0.101405
9.95,650.8392944335938,373.42832475100295,71,288000,-1607.2,1.01116,-4.11336,-0.438167,0.227739,1376.13,0.726617,7.203387784007646,32779.35961508399,1.10544,0.0126645,2454.48,1543.16,-0.544146,8.69552e-10,0.214705,690.805380087,488000,-17.3479,1613.25,-0.12112,0.251684,451.2229652020105,540.857,756.681,677.822609385,3412.65,734.017,0.784275,24871,-1.65252,1.47855e-09,5.10252,65.08393096923828,70.59125266699994,-19.3864,49.1793,2484.57,0.0262572,0.107461
9.72489,674.368896484375,374.25710065900057,72,292000,-1540.5,1.02953,-4.58281,-0.443463,0.250907,1367.49,2.80501,7.34389510298206,33231.769798931986,1.05461,0.0146518,2487.48,1483.19,-27.8446,5.31697e-10,0.210668,690.223757271,492000,-17.803,1545.48,-0.117828,0.0331827,453.3452000109828,559.023,781.765,688.898946403,3296.84,770.879,1.21303,24973,-1.60659,1.97631e-09,5.17025,67.4368896484375,71.74420424900018,-11.0586,48.0526,2514.88,0.0304409,0.104466
9.78654,660.17138671875,374.18260881500464,73,296000,-1590.38,1.02171,-3.86103,-0.432845,0.207413,1495.3,2.54424,7.395279524978832,33684.92106077596,0.358593,0.0138685,2508.53,1531.19,-24.0536,2.63356e-09,0.217036,568.677123107,496000,-16.1776,1580.47,-0.10867,-0.00554197,452.3881581719834,560.437,759.0,553.023502989,6993.05,740.761,1.0136,25076,-1.46255,2.2739e-09,3.89454,66.01714324951172,70.8102698319999,-54.1192,50.3844,2514.03,0.0240897,0.115834
9.34012,584.586181640625,374.0736621489996,74,300000,-1577.93,0.981997,-4.63288,-0.426821,0.313344,1421.01,1.89066,7.279331416990317,34133.23670947995,1.18589,0.0169049,2485.86,1533.19,7.39609,1.74229e-09,0.215742,634.109732065,500000,-15.6653,1580.37,-0.0851506,0.0558849,452.92735453599016,587.471,766.301,601.830489087,4542.65,746.014,0.218155,25180,-1.57018,2.59193e-09,5.62997,58.4586181640625,71.57436097000027,-13.0557,53.1133,2491.5,0.0274612,0.132552
9.55165,655.8052368164062,374.1300404029971,75,304000,-1561.72,1.00384,-5.07754,-0.424189,0.313245,1772.64,3.7824,6.93272638500639,34588.91540387596,0.816363,0.015721,2560.37,1505.9,-77.3031,1.21432e-09,0.211005,874.458957372,504000,-15.4083,1565.84,-0.0690098,0.222069,448.02601402500295,549.573,782.838,864.991530588,3889.34,771.943,0.640044,25271,-1.6023,1.85116e-09,5.35289,65.58052825927734,66.96324723699945,7.79918,51.0484,2589.75,0.0275703,0.111076
9.33908,557.619873046875,373.46788671000104,76,308000,-1553.26,0.961929,-6.63491,-0.424919,0.260249,1310.0,1.89712,7.359233708993997,35037.10640454297,0.248402,0.0165677,2459.63,1515.22,33.4436,1.54733e-09,0.228426,908.501627442,508000,-15.3545,1560.82,-0.100178,0.366569,455.4442512769965,585.864,764.572,952.829095784,3346.11,750.531,-0.163013,25359,-1.88696,2.42703e-09,5.51391,55.76198959350586,74.61713085800147,13.0278,82.6571,2476.49,0.0296017,0.135933
9.67151,585.6110229492188,374.91855465999834,77,312000,-1541.33,0.992738,-5.70848,-0.41901,0.297824,1499.03,0.748919,7.275954763994378,35489.56896064596,0.510733,0.014048,2432.79,1488.83,-9.49571,3.16691e-09,0.223579,804.526910703,512000,-16.4831,1534.62,-0.0741789,0.134696,449.55916037399584,558.007,777.892,826.365288104,3316.14,762.525,0.288635,25449,-1.97297,2.17994e-09,4.69592,58.56110382080078,67.36465095000312,-29.1512,58.306,2439.1,0.0262338,0.123496
10.1491,583.7647705078125,373.07548143700114,78,316000,-1595.82,1.0093,-5.80325,-0.429907,0.200872,1593.89,0.531834,7.157231188983133,35940.34633276494,0.599451,0.0167709,2429.37,1544.77,-13.0518,1.60174e-09,0.213121,587.632558614,516000,-15.0488,1596.91,-0.0732749,0.27723,450.50137576598354,567.079,756.003,593.363478393,3495.21,738.517,0.518321,25562,-1.69032,1.60803e-09,4.28917,58.3764762878418,70.26866313999926,2.58055,60.7315,2439.29,0.026744,0.0890807
10.4663,612.49072265625,374.1301036509976,79,320000,-1631.15,1.01408,-6.13699,-0.429773,0.239589,1892.95,0.894416,7.3009878899974865,36392.36742045293,0.739308,0.0154999,2476.48,1583.45,24.89,1.55604e-09,0.214962,786.693508847,520000,-14.7549,1636.9,-0.071332,0.287217,451.9766901279945,561.731,777.216,808.300375997,4095.4,747.217,0.607186,25667,-1.60463,1.63025e-09,5.44094,61.24907302856445,70.5455985869994,-18.3523,81.3978,2476.54,0.0273481,0.0892961
9.47983,624.8280029296875,374.1030332959999,80,324000,-1623.73,0.999257,-4.65752,-0.426722,0.245688,1620.37,0.642547,7.382530277995102,36845.808668330916,1.22532,0.0161647,2609.26,1584.11,12.0737,2.65062e-09,0.21009,840.11996406,524000,-15.8617,1629.91,-0.113533,0.0957342,452.0762938229891,577.881,776.822,840.783060984,3467.28,763.251,0.408389,25762,-1.52125,1.14385e-09,4.92085,62.4827995300293,70.59073024899408,-20.0776,46.6943,2617.18,0.0291897,0.0984167
9.09579,571.1074829101562,375.40837144900433,81,328000,-1581.38,0.975148,-6.22644,-0.429416,0.263055,1654.56,0.913901,7.304203347994189,37296.89980746993,0.488365,0.015052,2444.71,1534.51,-13.4236,1.45444e-09,0.212579,912.937120833,528000,-15.5262,1573.83,-0.0690202,0.126885,454.66913314699923,561.166,773.381,921.592822309,3361.15,759.85,0.103144,25854,-1.95101,1.9876e-09,4.84043,57.110748291015625,71.9565583500007,-24.1637,47.5797,2449.38,0.0289666,0.140427
10.5484,658.628662109375,373.9407256129998,82,332000,-1534.65,1.0394,-6.24913,-0.447793,0.269676,1692.86,1.1083,7.217096615000628,37749.85106159692,0.927316,0.0164531,2550.98,1475.72,-2.46751,2.78928e-09,0.220033,818.539993296,532000,-16.4186,1534.97,-0.08993,0.155532,449.53725818399835,586.51,795.363,815.309473278,4665.17,778.733,1.49562,25945,-1.70778,1.92125e-09,4.83752,65.86286926269531,68.3794359559979,-49.7447,80.8689,2565.23,0.0311605,0.146914
9.80684,648.0283813476562,373.3295939009986,83,336000,-1583.7,1.00014,-5.33961,-0.44732,0.239686,1155.77,0.63733,7.389161082995997,38202.176093497925,0.328987,0.0135057,2617.28,1536.32,-20.671,1.69951e-09,0.223021,684.967238949,536000,-18.5453,1587.68,-0.0689932,0.0910904,452.5130492429962,542.216,790.658,649.517320781,3477.48,777.308,0.772686,26084,-1.83604,1.43713e-09,4.87892,64.80284118652344,71.79429425900162,-27.3486,58.07,2627.19,0.0237883,0.143149
9.89747,548.1357421875,371.73653858599573,84,340000,-1570.94,1.03292,-5.90542,-0.438925,0.25185,2051.95,1.63877,7.192013815991231,38651.99505711991,1.33958,0.0159195,4130.5,1520.53,-2.38062,1.31648e-09,0.206515,439.828043503,540000,-17.2271,1560.73,-0.0410191,0.0519398,450.53591421398596,581.166,773.431,422.53450724,5320.75,756.732,1.07686,26254,-1.81984,2.96674e-09,5.05821,54.813575744628906,71.607361811999,3.90241,59.0532,3824.23,0.0234246,0.0640874
8.92108,751.3699951171875,373.667313730999,85,344000,-2005.29,1.12652,-5.28478,-0.535433,0.240139,2880.52,2.15874,7.613451763980265,39108.37433839689,1.02783,0.0144756,4231.22,1959.14,-35.4339,2.28793e-09,0.252198,788.168669573,544000,-16.509,2027.23,-0.118201,0.477398,452.1715418479798,570.981,1080.09,829.39834061,7953.09,1087.02,4.7493,26375,-2.18673,2.37246e-09,5.19914,75.13700103759766,70.89077635300055,-11.2255,48.8634,4276.62,0.028549,0.224092
10.363,812.0647583007812,374.45881669999653,86,348000,-2141.13,1.08871,-5.15285,-0.530227,0.215159,2739.87,1.66037,7.3339953220202005,39558.5819376239,0.868186,0.0141549,3812.49,2059.68,-36.8864,2.63109e-09,0.271089,873.376512504,548000,-14.6153,2127.44,-0.10808,0.151435,456.8923741100152,575.652,1100.88,887.899795775,6183.09,1082.64,3.66462,26466,-2.03427,4.46146e-09,4.46063,81.20647430419922,75.09956208799849,-22.9118,56.1957,3815.95,0.0252335,0.228349
11.3772,773.7011108398438,373.74329972199484,87,352000,-1955.84,1.11256,-6.23978,-0.503421,0.242615,2418.43,2.62739,7.3518197370140115,40011.35637028592,0.730214,0.0156613,3628.94,1878.91,-17.1311,3.90408e-09,0.244796,858.298169091,552000,-16.8488,1951.32,-0.10801,0.0260881,449.51064143500844,585.39,1056.58,888.448186909,5811.17,1034.07,3.42602,26549,-2.31121,1.95401e-09,7.7385,77.37010955810547,68.41552197599958,-58.9189,87.8502,3634.08,0.0269221,0.155753
10.4778,604.0995483398438,374.2779266869984,88,356000,-1840.18,1.07262,-5.84601,-0.475238,0.28723,1995.98,0.839674,7.3461967509792885,40463.385316682885,0.404824,0.0157857,3148.15,1788.59,-9.33281,1.45022e-09,0.244407,796.641020443,556000,-18.6868,1849.87,-0.0538784,0.113824,453.3046975169782,560.919,924.197,835.227607794,5646.33,911.127,2.58046,26631,-2.00455,3.27716e-09,4.47328,60.40995407104492,71.68057407900051,23.2325,58.0953,3138.5,0.0285186,0.15658
10.6093,703.131591796875,373.6620375890052,89,360000,-1821.99,1.08985,-6.28846,-0.471403,0.287403,2251.18,0.846978,7.36014760301623,40917.753604349906,0.919562,0.0140607,3686.88,1762.16,-20.7477,1.81665e-09,0.238977,835.035097908,560000,-22.7143,1812.24,-0.114333,0.315544,451.42803551402176,610.353,944.007,840.826219968,4829.22,927.503,2.59626,26722,-1.9116,1.42827e-09,4.70203,70.31316375732422,70.40585032200033,-17.5784,59.1762,3764.3,0.0295207,0.100686
10.6902,650.3989868164062,374.2405574279983,90,364000,-1754.48,1.05279,-6.22168,-0.461109,0.240059,1939.22,4.456,7.303357248987595,41367.53771254989,0.310098,0.0165961,3402.58,1694.84,1.32106,1.82459e-09,0.241622,862.161127148,564000,-18.6699,1759.59,-0.0494355,0.162734,454.89086477298406,580.306,891.873,847.232840068,9098.04,871.652,1.80536,26808,-2.45273,2.17736e-09,9.64988,65.03990173339844,73.34695009599818,-43.1895,69.0535,3622.62,0.0265939,0.0444118
9.94218,537.47607421875,374.3330693839962,91,368000,-1730.14,1.00651,-5.4964,-0.447122,0.182611,1954.33,1.5092,7.110134621994803,41817.54525975989,1.202,0.0152192,2666.97,1682.85,-14.407,4.33857e-09,0.235546,927.014989992,568000,-18.0708,1730.56,-0.0515149,0.034589,449.6842290969944,576.096,828.986,907.453417546,8061.89,807.721,0.88279,26904,-2.28618,8.26143e-10,7.12551,53.74760818481445,68.2410250910034,-8.19209,58.1413,2677.6,0.0236283,0.0921268
10.7176,560.4234008789062,376.25899579000543,92,372000,-1738.41,1.06928,-6.18105,-0.450197,0.231805,2123.75,1.02215,7.379493733016716,42276.053054410906,1.16148,0.0160791,2901.07,1688.11,-20.5851,1.68042e-09,0.219789,751.011805368,572000,-15.6415,1741.08,-0.11257,0.740391,452.2040318840227,549.79,854.993,728.769800311,5133.91,828.721,1.88039,27023,-2.31425,8.99467e-10,7.85284,56.04233932495117,68.56554236100055,-32.9562,69.7578,2768.69,0.0274569,0.0949269
10.7313,1102.482177734375,374.19909957000345,93,376000,-1903.56,1.10817,-4.6888,-0.460469,0.213266,4055.4,0.364853,7.5326270060031675,42728.14143174591,1.40708,0.0158374,5643.86,1837.96,1.31561,8.39233e-10,0.226048,848.664581783,576000,-16.2607,1875.07,-0.0873918,0.0291525,456.60199806800665,578.757,1094.36,849.78702887,7135.96,1076.84,2.89336,27123,-2.15653,1.17714e-09,5.06872,110.24822235107422,74.87027149200003,-18.3514,65.9636,5638.88,0.0267458,0.11027
10.465,614.6211547851562,373.88893212000403,94,380000,-1736.57,1.01971,-5.92158,-0.470539,0.201832,2118.32,1.79198,7.153826281988586,43176.7632396059,0.366783,0.0162556,3528.93,1686.46,-44.0347,7.82566e-10,0.239789,889.566116361,580000,-15.161,1733.55,-0.0563217,0.164792,451.400259831993,577.215,853.775,899.167617424,4229.18,841.123,1.49058,27209,-2.4263,1.01787e-09,5.17524,61.46211624145508,70.35750143000041,1.44504,58.5273,3580.48,0.0248133,0.182947
11.542,1170.2451171875,374.1940858970047,95,384000,-1976.59,1.08643,-5.71448,-0.489848,0.230014,2432.13,0.860401,7.677628965007898,43628.0983144389,0.319322,0.013169,3987.09,1904.63,-30.9772,7.46644e-10,0.254485,897.705326897,584000,-18.3132,1975.79,-0.0856097,0.0931661,449.4524983420124,568.248,1054.43,886.785883385,4845.02,1046.22,2.87226,27291,-2.2872,9.58927e-10,4.83966,117.0245132446289,67.58078347999981,-26.8153,78.2112,4002.29,0.0268617,0.159279
9.82052,632.6256713867188,375.1274846899978,96,388000,-1829.96,0.994707,-5.20629,-0.466709,0.231661,2007.97,0.950216,7.229476688029536,44083.058397555935,0.529309,0.0162965,3240.05,1775.42,15.8186,7.40825e-10,0.24526,789.021487545,588000,-16.414,1826.02,-0.0680151,0.144546,451.8211463980333,588.728,868.981,798.990836695,8173.25,846.308,0.775304,27375,-2.08288,1.3248e-09,5.03899,63.262569427490234,69.46418502000597,4.4968,50.2917,3236.63,0.0249474,0.129826
10.3887,789.5546264648438,373.93930897000246,97,392000,-1618.32,1.04182,-6.68327,-0.47776,0.251907,2204.71,1.07722,7.329687840996485,44534.11155160593,0.718413,0.0158518,3455.26,1569.09,-10.0003,1.25155e-09,0.256865,849.537316929,592000,-15.0983,1622.55,-0.0791118,0.197848,453.872918355999,546.383,880.615,854.762235572,7428.54,863.935,1.92511,27462,-2.66308,1.03108e-09,5.09177,78.9554672241211,72.60392154500005,-70.4235,66.3586,3435.0,0.0264235,0.116328
10.6986,836.3308715820312,374.99888693100365,98,396000,-1781.14,1.0446,-4.91861,-0.466514,0.31542,2173.41,0.788934,7.390085316001205,44985.67735908995,0.359477,0.0140927,4181.56,1735.03,-5.91904,1.27485e-09,0.2589,469.160861962,596000,-15.6407,1786.12,-0.0461976,0.0526091,452.17443471300066,582.092,900.141,527.54586569,4648.53,881.898,1.74152,27546,-2.29297,1.58963e-09,5.25696,83.63308715820312,69.7854624659958,-26.4098,73.2441,4097.21,0.0274696,0.132755
9.79963,560.6334838867188,375.1700576680014,99,400000,-1622.75,0.989925,-6.75413,-0.450084,0.239947,1913.69,2.28831,7.326881282002432,45438.93930754395,0.626033,0.0152855,2885.32,1581.35,-13.4548,1.16911e-09,0.247974,612.559796292,600000,-15.253,1617.87,-0.0459128,0.283411,451.6755950190054,571.499,813.567,650.665325449,4304.37,798.101,0.573409,27632,-2.68593,9.36579e-10,6.59437,56.063350677490234,69.17865606900159,-14.0604,64.4428,3101.37,0.0244128,0.114052
9.85539,548.0101928710938,374.3115932869987,100,404000,-1545.2,1.02005,-7.18723,-0.451439,0.166609,2031.47,0.832066,7.257070331987052,45891.76880703493,0.547118,0.0157854,2728.63,1500.87,-27.8767,1.52209e-09,0.238924,665.359307576,604000,-16.7059,1553.22,-0.0427658,0.179854,452.33352803498565,561.383,785.88,679.379198214,7637.8,777.572,1.05956,27722,-2.19297,1.08203e-09,5.36145,54.801021575927734,70.76486441599991,-7.54395,76.7569,2747.7,0.0227551,0.0948839
10.0092,595.2655029296875,374.75004166099825,101,408000,-1689.63,0.966481,-6.74201,-0.447929,0.212315,2325.14,1.78275,7.361349841004994,46347.36314219395,0.605134,0.013318,2823.39,1631.7,-35.0264,1.14571e-09,0.240381,688.176560889,608000,-15.8391,1663.97,-0.0467704,0.621223,453.3735043540073,577.336,751.597,677.504266852,4091.71,730.726,0.0743458,27841,-2.18418,9.00983e-10,4.72878,59.52655029296875,71.26211285200407,-23.0671,63.1688,2777.18,0.0236376,0.120442
10.3085,680.1664428710938,371.77245765500265,102,412000,-1784.29,1.0135,-6.54085,-0.44306,0.239874,2542.73,2.14024,7.58231857897772,46801.75246812693,1.09018,0.015218,4152.9,1741.96,-23.6153,1.00403e-09,0.224784,555.884536679,612000,-15.7958,1795.92,-0.0467272,0.120565,452.838782279985,591.156,868.604,575.522718153,6631.88,859.458,0.972254,28001,-2.41617,1.75217e-09,6.17487,68.01664733886719,73.48400604600465,-6.91334,76.6895,4731.65,0.0232171,0.166037
9.87735,659.9207153320312,371.6227239389991,103,416000,-1704.89,1.04419,-6.10872,-0.442355,0.265266,2390.52,3.69838,7.750636793993181,47255.11312937193,4.31644,0.0165507,4917.31,1658.1,-84.1521,3.2956e-09,0.227148,571.148223104,616000,-15.7227,1702.54,-0.037884,0.0791458,454.4086794479954,576.5,887.347,495.913200196,6472.33,879.534,1.80282,28174,-2.04044,1.36896e-09,6.23023,65.99207305908203,75.03531871500309,-15.9262,64.9845,5233.86,0.0260531,0.193523
11.1322,1517.044189453125,374.2010307430028,104,420000,-1947.42,1.16241,-8.12455,-0.52034,0.262977,3539.71,3.74643,7.890740289010864,47707.54090438793,2.3655,0.0140623,6048.67,1870.04,-38.6576,1.46946e-09,0.267875,783.97494175,620000,-17.0112,1942.28,-0.117465,0.185795,456.07990323201375,574.892,1397.04,846.555120261,10896.7,1420.95,5.37727,28286,-2.11052,2.16731e-09,5.52512,151.7044219970703,73.98813220000011,-42.5782,71.1131,6209.22,0.0264691,0.254822
9.3154,757.6572875976562,374.25482033700246,105,424000,-1874.22,1.15585,-9.29941,-0.552153,0.155672,2967.74,3.02634,7.3983550340053625,48163.220145595944,2.42022,0.0142352,4166.93,1819.55,-54.8112,1.59002e-09,0.280624,894.264933139,624000,-15.1219,1881.65,-0.0554398,0.268937,451.99075661000825,575.805,1077.81,874.283674208,8004.2,1077.65,5.95894,28376,-2.57249,1.73755e-09,5.95544,75.76573181152344,70.33758123900043,-2.87311,66.2582,4232.13,0.0235046,0.286127
9.19013,637.0965576171875,375.59967277499527,106,428000,-1904.17,1.12982,-5.23724,-0.524513,0.205189,2529.54,1.59169,7.638303734012879,48621.49113047396,0.546056,0.0160022,3622.3,1849.24,8.76983,1.5578e-09,0.265439,809.088807582,628000,-15.0543,1917.91,-0.0867984,0.192989,457.2648181510085,570.756,1068.47,836.748371869,7918.82,1060.49,4.56286,28462,-2.35434,1.47451e-09,5.4897,63.70965576171875,74.02684164200036,-16.7142,58.4961,3657.58,0.0255656,0.173199
