Time-OuterStep,Time-SampleProc,KLCoeffInner,Step_0-MaxReturn,Step_0-MinReturn,Step_1-PolicyExecTime,Step_0-PolicyExecTime,Itr,Step_0-NumTrajs,Step_0-AvgFinalForwardVel,Step_0-AverageDiscountedReturn,ItrTime,Step_1-MinReturn,Step_0-AvgForwardVel,Time-InnerStep,LossBefore,Step_1-AverageReturn,Step_1-EnvExecTime,Step_0-AveragePolicyStd,Step_0-AverageReturn,Step_1-AverageDiscountedReturn,Step_1-AvgCtrlCost,Step_0-AvgCtrlCost,Step_1-AvgFinalForwardVel,KLInner,Time-MAMLSteps,Time-Sampling,Step_1-StdReturn,Time-TotalInner,Step_1-NumTrajs,Step_1-AvgForwardVel,LossAfter,Step_1-AveragePolicyStd,n_timesteps,Step_0-StdReturn,Step_1-MaxReturn,Step_0-EnvExecTime,Time
16.132095336914062,0.8191437721252441,0.0005,-147.39388875607116,-781.717925267988,3.8144571781158447,1.7134642601013184,0,800,0.018272952281981992,-202.6093895464738,45.32867360115051,-756.4222500164201,-0.022967224025595766,2.030909299850464,3.0785803e-09,-464.9361082048266,8.454721689224243,1.0,-468.33223707034995,-201.29147658030394,0.049817899676502596,0.04968333384078753,-0.03919084283089999,0.006260067,16.132336378097534,25.62160086631775,143.22815096825352,28.518778562545776,800,-0.009149495070558827,-0.004873281,1.0001504,320000,146.3411006266817,-143.89341357439534,8.367599248886108,45.32868313789368
3.473243474960327,0.8607041835784912,0.0005,-144.67138154416193,-748.511416406753,2.991628885269165,0.969517707824707,1,800,-0.01370567175120995,-156.97527276496695,28.786468029022217,-778.2974680697178,-0.009216193648075556,0.17463326454162598,-2.7207663e-09,-360.2346197295447,8.445049047470093,0.9959187,-361.73613972147047,-156.2027385641424,0.0497170023569488,0.04971531388956096,-0.05423387828425149,0.008379338,3.4734153747558594,24.201213836669922,162.0300336989112,25.289530038833618,800,0.009492403344329086,-0.0036178753,0.9959522,640000,159.81987096929748,-135.4453260639798,8.427946090698242,74.11975121498108
3.519850015640259,0.8664951324462891,0.0005,-135.12875948106597,-738.6978261575921,3.0257089138031006,0.955918550491333,2,800,-0.0022864909514427856,-155.23928896324148,28.944205045700073,-735.0201963419838,0.04251296654846962,0.17842483520507812,-3.4883616e-09,-360.46513140122755,8.529579639434814,0.99279016,-358.464689037846,-156.47462294347721,0.04958108300104978,0.049730291251851196,0.01164443566683028,0.0075335116,3.5200188159942627,24.298777103424072,138.75542849686914,25.397186756134033,800,0.034824857931403844,-0.003181003,0.99263567,960000,138.53179169478105,-141.71507319661427,8.433008909225464,103.06456851959229
3.462097406387329,0.8508923053741455,0.0005,-129.24322958671974,-734.1001207001491,2.9805641174316406,0.9541375637054443,3,800,0.0472231756958848,-142.9342373237259,28.726083040237427,-742.9717850229506,0.06367749390583173,0.17264318466186523,-7.3798034e-10,-329.6065229315139,8.523460626602173,0.98964137,-330.87151968302584,-142.23728026273054,0.049712249047358395,0.04969360424963023,0.015139709561165162,0.007855338,3.4622654914855957,24.161407947540283,150.9740189105045,25.23827815055847,800,0.06925043431524569,-0.0033069428,0.98972934,1280000,151.37728252884327,-142.34427006855242,8.37175464630127,131.79123759269714
3.478426456451416,0.8146951198577881,0.0005,-134.3283787305935,-699.8293436952968,3.0162949562072754,0.948228120803833,4,800,-0.043273906673988935,-153.45919929166848,28.81094217300415,-682.9912091369654,0.08868575726340014,0.17336368560791016,3.6060843e-10,-356.67341822266377,8.551477670669556,0.98733974,-355.71361948614447,-153.79285248112114,0.04972673833576446,0.04958985696224885,0.05873970898361354,0.008602403,3.4786224365234375,24.2662136554718,133.00080076723467,25.30699110031128,800,0.0857185954712148,-0.0027741292,0.9873705,1600000,131.4329315795762,-139.28265505285793,8.474790334701538,160.6028311252594
3.484044075012207,0.9034686088562012,0.0005,-135.32751958730563,-701.418146022399,2.9617040157318115,0.944634199142456,5,800,0.1057032154396416,-163.54883149712774,28.695708751678467,-762.0804468218647,0.10061528736738437,0.17442584037780762,-2.586097e-09,-381.05231199136034,8.467762470245361,0.984972,-378.07462157794106,-164.3711915610634,0.0497373770998625,0.04989942240509446,0.06265339127874284,0.0078060166,3.4842796325683594,24.055737018585205,130.90227877319955,25.1862735748291,800,0.08951586631014807,-0.0029710382,0.9848457,1920000,129.05428866591132,-151.99891297330473,8.413362741470337,189.29919600486755
3.4722306728363037,0.8231315612792969,0.0005,-133.02630513310194,-682.8501605462079,2.9635796546936035,0.9514107704162598,6,800,0.054668618843938484,-145.00147840705046,28.698307514190674,-667.0513600482868,0.09383563780572171,0.1733396053314209,-7.985159e-10,-333.25661342961683,8.524717330932617,0.9820843,-337.1290038224815,-143.50339493129823,0.04971602461062507,0.04979934481482854,0.024794640375238545,0.00732476,3.4723994731903076,24.1518235206604,126.39262683603116,25.20139789581299,800,0.12437025883183293,-0.0024263363,0.98187786,2240000,125.59114861499012,-139.44365453270646,8.447425603866577,217.99835181236267
3.509368658065796,0.8311021327972412,0.0005,-135.71486131031406,-712.1693691866543,2.956782341003418,0.9375231266021729,7,800,0.06738596454440354,-143.36440484668904,28.767088651657104,-675.4710904583937,0.12760888368351395,0.17468833923339844,-2.876669e-09,-329.3471173362425,8.534587383270264,0.97953933,-332.2926435854158,-141.5817018652948,0.04978174450933015,0.0496941919796997,0.08291103104992509,0.009157427,3.5095322132110596,24.174084663391113,156.04593496438088,25.232189655303955,800,0.14473770795749585,-0.0029800502,0.9792193,2560000,159.93795825835846,-138.3938067110239,8.489699840545654,246.76607823371887
3.458664894104004,0.8328666687011719,0.0005,-133.06119682077815,-702.942409909601,2.9509434700012207,0.9461789131164551,8,800,0.10951709687162504,-132.97399128127367,28.61387801170349,-663.2536981589675,0.1394134400215638,0.17523574829101562,-3.2255425e-09,-307.5288154159596,8.466903686523438,0.9762681,-309.76219676542786,-132.49380955593847,0.049728206905870743,0.049868147006476564,0.1852687027703599,0.008642775,3.4588398933410645,24.067944765090942,133.03586735059088,25.1291401386261,800,0.15212005653326835,-0.002875875,0.9760921,2880000,133.66914611026976,-125.23726948670861,8.440241813659668,275.38060116767883
3.507584810256958,0.8076190948486328,0.0005,-129.56309576670998,-703.0718395776779,2.9872782230377197,0.9345343112945557,9,800,0.13187186600689202,-146.16842923708262,28.687405347824097,-669.5683289255036,0.14722111954019873,0.1746985912322998,-1.0892749e-08,-343.33004656706254,8.525020599365234,0.9726417,-341.57044007794303,-147.811044428,0.04974126419985371,0.049736234956868235,0.08818518157292375,0.008110625,3.507753372192383,24.11809277534485,145.2152789266681,25.15282106399536,800,0.13061400832814504,-0.0022310328,0.97251296,3200000,144.64823012172204,-131.0141733543561,8.42298412322998,304.06865668296814
