Train Time (s),VF Loss,Policy log std Max,Z mean train,R Predictions Std,AverageReturn_all_test_tasks,Number of train steps total,Q Predictions Mean,Log Pis Mean,Q Predictions Std,Z variance train,Policy mu Std,(Previous) Eval Time (s),Sample Time (s),Number of env steps total,Q Predictions Max,Epoch,Total Train Time (s),Policy mu Min,AverageReturn_all_train_tasks,Policy log std Std,QF Loss,Number of rollouts total,Z mean eval,Policy log std Min,RF Loss,Epoch Time (s),Log Pis Max,V Predictions Min,Policy mu Mean,V Predictions Std,Q Predictions Min,KL Loss,R Predictions Min,Policy Loss,Log Pis Std,KL Divergence,V Predictions Max,Z variance eval,R Predictions Mean,V Predictions Mean,Log Pis Min,Policy mu Max,R Predictions Max,Policy log std Mean
23.77785811573267,243.392,-0.0333675,0.497232,0.00166476,-320.094295633,195000,-893.395,-1.0314,652.802,0.65791,0.769658,34.80340806208551,7.3882530722767115,2150000,-209.495,194,12847.104921668768,-2.95968,-219.863777683,0.166297,2075.67,40000,0.229816,-1.48712,364.04,65.96951925009489,13.7989,-7538.38,0.0111198,650.758,-7689.27,334.0855407714844,-0.0109058,884.805,2.97232,66.81710815429688,-214.195,0.166018,-0.00488602,-886.085,-11.9329,3.84887,-0.0006911,-0.583996
24.001649485900998,237.692,-0.0805656,0.245806,0.00172147,-299.363814277,196000,-737.013,-1.1089,505.733,0.659649,0.738741,34.746024877764285,7.481198091059923,2160000,-172.608,195,12913.332747024484,-3.00863,-193.82926318,0.161137,2057.32,40200,0.272244,-1.46484,294.727,66.2288724547252,12.7636,-4554.48,-0.0496226,505.246,-4530.17,319.349853515625,-0.0113889,729.668,2.8069,63.86996841430664,-183.199,0.18386,-0.00530016,-733.524,-12.3963,2.66067,-0.00101069,-0.604675
24.237495014443994,240.442,-0.0208649,0.35413,0.00170215,-284.758180439,197000,-978.273,-0.460076,617.404,0.611495,0.815244,34.745692188851535,7.4206857196986675,2170000,-303.762,196,12979.406547931023,-3.40093,-211.431115638,0.177768,2244.69,40400,0.201939,-1.75112,379.721,66.4038729229942,13.0534,-5247.17,0.0485587,616.024,-5262.66,331.45538330078125,-0.00967934,975.986,3.04423,66.29107666015625,-292.609,0.170967,-0.00478339,-976.743,-9.34621,3.5888,-0.000517428,-0.610209
23.32281261868775,170.964,-0.0993739,0.201151,0.00159798,-302.764264317,198000,-894.408,-0.877731,638.716,0.670331,0.771498,34.4160983460024,7.3297970639541745,2180000,-224.159,197,13043.871903814375,-2.87958,-229.889144872,0.168563,1676.66,40600,0.238529,-1.46237,365.348,65.06870802864432,14.7397,-7190.69,0.0479974,636.347,-7243.3,333.9378662109375,-0.0110735,887.217,2.91174,66.7875747680664,-222.832,0.151686,-0.00482875,-885.538,-9.95646,3.60508,-0.00104678,-0.608018
23.273190763778985,219.78,-0.0824961,0.263486,0.00166818,-291.052453205,199000,-852.926,-0.964386,537.597,0.669979,0.764969,33.81372612155974,7.2592876413837075,2190000,-252.731,198,13108.2958479207,-2.91154,-238.430996264,0.17191,1737.97,40800,0.213114,-1.44031,360.618,64.34620452672243,9.42066,-4469.23,-0.0229846,535.339,-4485.45,318.76507568359375,-0.0104065,846.342,2.81504,63.753013610839844,-246.258,0.165723,-0.00453909,-844.593,-10.5972,2.45098,-0.000900857,-0.600635
23.25390552263707,147.361,0.0216261,0.275635,0.00171277,-312.720510657,200000,-707.277,-1.31945,480.196,0.629578,0.727181,33.89168209396303,7.27437586709857,2200000,-198.71,199,13173.244971954264,-4.09194,-224.725042659,0.164801,1556.39,41000,0.213091,-1.59303,242.414,64.41996348369867,21.0127,-4067.91,0.0175379,476.988,-4064.35,310.962890625,-0.00986124,699.728,2.70413,62.19258117675781,-200.781,0.169675,-0.0049898,-696.939,-11.326,3.42516,-0.000452095,-0.589863
23.208153259009123,235.718,0.124255,0.275681,0.00170867,-322.574335199,201000,-698.217,-1.36911,532.839,0.64872,0.721033,34.42156180832535,7.374762440100312,2210000,-186.343,200,13237.355395577848,-2.71495,-219.423631312,0.162903,1616.44,41200,0.238348,-1.3599,240.917,65.00447750743479,12.2304,-5034.71,0.0393347,533.716,-4969.72,333.5376281738281,-0.00958646,695.179,2.7875,66.70752716064453,-181.949,0.166132,-0.00503663,-694.002,-10.0353,3.57002,-0.000403348,-0.596283
22.956115966662765,267.58,-0.023437,0.32644,0.00162814,-306.646165325,202000,-895.933,-0.913449,626.29,0.652716,0.776875,33.52820190694183,7.20706894993782,2220000,-212.913,201,13301.548893175088,-3.3215,-185.555098951,0.177596,1727.53,41400,0.203454,-1.51781,337.078,63.691386823542416,11.937,-7649.24,0.0442115,621.629,-7581.1,336.76922607421875,-0.0115664,886.71,3.0642,67.35384368896484,-216.182,0.158869,-0.0044971,-885.164,-10.0513,3.2019,-0.00015457,-0.594476
23.14763507526368,202.518,0.0349678,0.169616,0.00164535,-292.90979068,203000,-825.768,-1.23523,563.293,0.654292,0.751461,34.03112332895398,7.267471307888627,2230000,-232.18,202,13365.455099360086,-3.05557,-228.253443978,0.171238,1617.69,41600,0.244099,-1.59469,309.88,64.44622971210629,13.1895,-4902.6,0.00625993,562.788,-4937.45,335.1033935546875,-0.0109435,819.951,2.89674,67.02067565917969,-227.767,0.175594,-0.00474949,-824.256,-11.2309,2.73479,0.000330086,-0.583228
23.21776851080358,198.704,-0.0362571,0.251409,0.00160464,-278.46802151,204000,-832.979,-1.09861,609.573,0.661626,0.746653,33.49192973598838,7.36517343763262,2240000,-196.618,203,13430.138008117676,-3.06378,-220.89027683,0.171925,1659.53,41800,0.238578,-1.62044,340.999,64.07487168442458,14.3816,-7263.59,0.0578424,605.382,-7378.22,336.33758544921875,-0.00996429,827.815,2.89155,67.26751708984375,-199.648,0.168292,-0.0051587,-825.41,-10.4278,3.02825,-0.00138896,-0.590567
23.174742900766432,160.303,0.00564349,0.205951,0.0017832,-334.326131679,205000,-710.619,-1.37652,533.932,0.683135,0.719257,34.10071638599038,7.326882353052497,2250000,-179.284,204,13494.664143337868,-2.85881,-245.338231544,0.166421,1354.73,42000,0.184802,-1.48038,270.968,64.60234163980931,11.5456,-5292.32,-0.01693,529.519,-5347.29,340.0041198730469,-0.0110531,704.797,2.76559,68.00082397460938,-173.956,0.167687,-0.00489826,-702.349,-10.2306,2.73323,0.000610781,-0.595935
22.817344984970987,204.676,-0.0574641,0.265957,0.00159037,-296.38993592,206000,-802.834,-0.950647,566.545,0.690573,0.782376,34.02513179555535,7.242660173214972,2260000,-237.056,205,13558.27884876635,-2.88508,-231.62505057,0.174316,1625.26,42200,0.181034,-1.39218,285.254,64.08513695374131,14.0144,-4953.46,0.0665518,562.745,-4929.87,293.1210021972656,-0.0106963,796.659,2.88152,58.624202728271484,-236.147,0.168943,-0.00472762,-792.757,-12.894,3.59263,0.000177933,-0.581705
23.22930612321943,193.736,0.0949985,0.164927,0.00180908,-258.382501372,207000,-878.599,-0.988585,589.609,0.661775,0.767401,33.55544419679791,7.199878034181893,2270000,-221.113,206,13622.806780015118,-3.13064,-201.67090217,0.171426,2017.5,42400,0.22505,-1.51631,345.028,63.98462835419923,13.4303,-5506.42,0.0664841,587.45,-5493.9,329.31243896484375,-0.010847,871.058,2.80427,65.86248779296875,-219.705,0.175314,-0.00488419,-870.987,-9.55355,3.82801,-0.000445497,-0.593429
23.295337590388954,197.537,-0.0185043,0.291004,0.00151389,-261.12216799,208000,-833.617,-1.12398,580.857,0.650327,0.756113,34.099448543041945,7.284829297102988,2280000,-165.142,207,13687.315860670991,-2.81047,-228.242963781,0.167853,1923.22,42600,0.100328,-1.46737,314.962,64.67961543053389,17.069,-4457.3,0.0739143,580.151,-4558.38,316.7115173339844,-0.00898106,828.409,2.83607,63.34230422973633,-165.82,0.169671,-0.00482152,-830.297,-14.1808,3.0779,-0.000675219,-0.590323
23.44696026481688,171.478,0.040225,0.219219,0.00159925,-322.145665081,209000,-719.729,-1.36211,507.585,0.642053,0.726127,33.92968658730388,7.276079242117703,2290000,-222.917,208,13752.42954803817,-2.80593,-220.872815022,0.164134,1657.06,42800,0.174901,-1.40884,256.895,64.65272609423846,12.6332,-5204.41,0.0198808,501.549,-5232.93,293.51959228515625,-0.0108203,712.426,2.76832,58.70391845703125,-222.136,0.171399,-0.0048022,-711.765,-9.87875,2.73422,-0.000345685,-0.577467
23.441488700918853,196.604,-0.0613608,0.150171,0.00153318,-324.018406038,210000,-787.024,-1.11821,556.71,0.622877,0.743221,34.391435731202364,7.366097908467054,2300000,-224.29,209,13817.541033877991,-3.18829,-232.066421497,0.178061,1856.66,43000,0.231823,-1.57193,312.077,65.19902234058827,12.0387,-4549.56,0.0256759,556.306,-4600.93,311.8099670410156,-0.00949467,782.598,2.86331,62.36199188232422,-232.012,0.175223,-0.00477871,-787.274,-10.0943,3.19947,-0.0011755,-0.610834
23.217285776510835,185.74,-0.0873503,0.198145,0.00172448,-294.831300977,211000,-702.141,-1.18836,532.73,0.690837,0.743307,34.30452235881239,7.393195561133325,2310000,-167.606,210,13882.026702610776,-3.17858,-211.582383551,0.175964,1569.82,43200,0.219691,-1.60914,285.212,64.91500369645655,11.7304,-4002.0,0.0466695,531.798,-4034.73,318.2428894042969,-0.0110749,696.513,2.802,63.64857864379883,-167.194,0.162375,-0.00484313,-696.182,-9.81503,2.77312,0.00115392,-0.610855
23.175139179453254,212.84,-0.0606149,0.275151,0.00156019,-287.018330532,212000,-829.778,-1.06291,586.018,0.642398,0.769155,33.87621280178428,7.200418294407427,2320000,-183.233,211,13946.026090906933,-2.7514,-220.703154597,0.175392,1568.6,43400,0.219133,-1.44217,369.592,64.25177027564496,11.5686,-4717.65,0.0807496,580.975,-4740.52,344.8174743652344,-0.00951586,822.984,2.97806,68.96349334716797,-180.547,0.162435,-0.00471689,-817.86,-12.7409,3.28987,-0.000762887,-0.577272
23.047699864953756,222.794,0.0274405,0.47247,0.00157466,-296.207055899,213000,-823.524,-1.26836,548.947,0.680519,0.75543,33.624777688644826,7.211643225513399,2330000,-237.354,212,14010.158525330946,-2.99704,-191.733762545,0.174225,1602.18,43600,0.11371,-1.52341,356.833,63.88412077911198,15.3981,-5408.75,0.0655401,548.161,-5377.51,331.9303894042969,-0.00916678,814.17,2.99467,66.38607788085938,-238.739,0.175261,-0.00464684,-819.195,-10.3325,3.15758,0.000492316,-0.580504
23.01413539983332,202.219,0.0448235,0.227044,0.00150556,-269.387949435,214000,-784.429,-1.03092,540.009,0.656853,0.764638,33.873889008536935,7.24688061978668,2340000,-209.329,213,14074.340256669559,-2.90927,-220.789316813,0.175294,2029.5,43800,0.347642,-1.63445,307.757,64.13490502815694,20.2312,-5706.46,-0.0411289,538.3,-5665.67,330.109130859375,-0.0105045,777.69,2.89986,66.0218276977539,-217.121,0.167314,-0.00461065,-780.909,-11.2425,3.50387,-0.000435099,-0.597003
23.08195041771978,212.77,-0.0342869,0.241735,0.00165242,-268.845886642,215000,-748.347,-1.29322,525.071,0.67895,0.728482,33.921441514045,7.255004217848182,2350000,-228.87,214,14138.246315270662,-2.88082,-183.243614149,0.176489,1770.57,44000,0.208195,-1.51969,297.042,64.25839614961296,10.8498,-3929.66,0.0670554,525.314,-3969.84,326.6292724609375,-0.00960577,742.807,2.92829,65.32585144042969,-233.874,0.162401,-0.00464736,-747.242,-13.8327,3.54378,-0.000738981,-0.599913
23.230497521348298,184.963,0.0925184,0.199362,0.00165645,-313.955894109,216000,-741.851,-1.17923,606.84,0.651655,0.74368,33.569887928664684,7.1779077751562,2360000,-189.119,215,14202.977778580971,-4.01323,-243.452697428,0.171187,1443.08,44200,0.212831,-1.43289,320.15,63.97829322516918,11.2234,-7688.63,0.0465803,605.326,-7761.7,307.7315673828125,-0.00962935,733.946,2.9029,61.54631423950195,-184.043,0.164154,-0.00498401,-738.369,-10.8673,3.3913,1.8518e-05,-0.589522
23.321214701980352,221.918,-0.036401,0.371874,0.00160975,-274.148831416,217000,-851.865,-0.598218,569.9,0.625497,0.812503,34.32375977560878,7.36365507543087,2370000,-166.55,216,14267.36555925291,-3.61577,-202.457410091,0.181368,1744.06,44400,0.203322,-1.55739,370.496,65.00862955302,13.6034,-5106.27,0.047846,571.43,-5117.45,335.2373046875,-0.0103419,844.669,3.08158,67.0474624633789,-162.677,0.168634,-0.0046476,-848.336,-11.1807,3.15038,-0.00105163,-0.609819
23.30059663578868,171.766,-0.0667874,0.280176,0.00149925,-291.813447308,218000,-645.471,-1.3649,456.179,0.666084,0.723551,33.703757574781775,7.222063833847642,2380000,-226.965,217,14331.472065216862,-2.79946,-214.899025418,0.172629,1378.47,44600,0.218641,-1.54988,260.588,64.2264180444181,12.1009,-3692.43,-0.0330449,455.538,-3740.06,282.1588134765625,-0.00952974,641.709,2.79595,56.4317626953125,-228.209,0.160872,-0.00480667,-644.23,-10.7306,2.67202,-0.000963033,-0.590132
23.30922611616552,282.183,0.0893656,0.145461,0.00160681,-270.145995133,219000,-825.272,-1.00183,593.848,0.651898,0.783803,33.58454018831253,7.178645113483071,2390000,-182.44,218,14395.481472790241,-3.93701,-197.967327586,0.176938,1936.83,44800,0.190079,-1.4763,330.028,64.07241141796112,12.6204,-7462.73,0.0161714,593.625,-7687.37,310.5154724121094,-0.00988044,815.085,3.06686,62.10309600830078,-182.029,0.161285,-0.0045526,-822.854,-10.8068,3.00086,-0.000644401,-0.575621
23.145825600251555,170.928,-0.0259907,0.250487,0.00166262,-305.306781175,220000,-730.852,-1.15986,542.742,0.66272,0.758338,33.52241580747068,7.178468890488148,2400000,-189.319,219,14459.760917697102,-2.7906,-218.057080469,0.180916,2121.78,45000,0.170723,-1.52184,318.032,63.84671029821038,11.1735,-3960.2,0.0344614,540.871,-3896.75,294.8317565917969,-0.0101487,722.016,2.95247,58.96635055541992,-176.381,0.162661,-0.00475478,-722.687,-11.908,3.26297,-0.000991053,-0.584158
23.25475083384663,197.252,-0.0635814,0.228449,0.00164272,-258.382975521,221000,-833.05,-0.980478,605.964,0.667461,0.772018,33.95596745517105,7.261594234034419,2410000,-184.158,220,14523.874803516082,-3.17298,-212.072587843,0.183666,2300.97,45200,0.277927,-1.59732,331.996,64.4723125230521,12.4106,-5234.87,-0.00291393,605.941,-5239.8,356.4156494140625,-0.0105855,828.19,2.96991,71.28312683105469,-179.381,0.169884,-0.00489433,-828.057,-10.0671,2.70078,-0.000247259,-0.592187
23.321893760934472,215.999,-0.0460294,0.361101,0.0015118,-254.481099132,222000,-720.749,-1.12909,532.31,0.686807,0.75171,33.59835164900869,7.201949023641646,2420000,-193.774,221,14588.178752820939,-4.18348,-197.362241807,0.183112,1632.87,45400,0.250659,-1.4376,250.793,64.12219443358481,11.1691,-5086.78,-0.00225589,529.921,-5060.7,307.33856201171875,-0.00931967,713.652,2.95347,61.46771240234375,-185.377,0.172579,-0.00471062,-708.68,-10.4637,2.98812,-0.000692461,-0.595992
23.056276679039,176.383,0.0509961,0.243157,0.00167463,-291.272630286,223000,-719.14,-1.2618,523.705,0.662958,0.746267,33.78099238499999,7.285964206792414,2430000,-217.421,222,14652.69222530257,-2.87762,-217.667254741,0.176918,1489.15,45600,0.164604,-1.52282,281.295,64.1232332708314,11.8452,-4119.35,-0.0589704,518.855,-4107.63,330.15008544921875,-0.00984885,714.469,3.0074,66.03001403808594,-221.727,0.1738,-0.00464459,-712.324,-9.27662,3.34704,0.00116243,-0.578563
23.15605496056378,180.763,0.0484318,0.278601,0.00173399,-250.974778018,224000,-762.081,-1.12533,552.807,0.664948,0.765097,34.17197763826698,7.317035393789411,2440000,-210.757,223,14717.52624875959,-3.306,-227.018233081,0.178241,1427.31,45800,0.198063,-1.41903,281.13,64.64506799262017,19.4549,-7091.12,0.0466919,547.024,-7247.39,307.1695556640625,-0.0105738,757.089,2.94813,61.43391418457031,-207.562,0.176072,-0.00513231,-756.269,-9.49934,3.12284,-5.66596e-05,-0.568177
23.33023777604103,261.323,-0.00713605,0.257745,0.00170004,-287.195540534,225000,-895.672,-0.808687,597.091,0.677328,0.795961,34.361865216866136,7.361642887815833,2450000,-198.872,224,14782.353940184228,-3.01259,-218.658104261,0.186759,1890.64,46000,0.223382,-1.57209,354.2,65.053745880723,12.6758,-5528.98,0.0147386,595.016,-5463.73,328.1309509277344,-0.012534,884.716,3.13398,65.62619018554688,-196.796,0.165831,-0.0048136,-890.081,-12.2927,3.29316,-0.000996929,-0.592198
23.18250009417534,219.216,-0.0481656,0.253602,0.0016438,-264.173399491,226000,-863.048,-0.826399,584.094,0.670634,0.786587,34.136541813611984,7.279855286702514,2460000,-164.317,225,14846.749718691222,-3.0591,-221.412689489,0.190238,1931.2,46200,0.22783,-1.68742,400.982,64.59889719448984,12.0089,-4393.67,-0.0676997,584.183,-4434.2,351.2442321777344,-0.0107231,863.142,2.97918,70.24884796142578,-160.532,0.175252,-0.00493364,-858.71,-10.5128,2.75179,-0.00138498,-0.590534
23.217135103419423,196.55,-0.0575217,0.415912,0.00142838,-283.728739875,227000,-751.822,-1.12393,531.313,0.637323,0.747311,33.934076885692775,7.261622874066234,2470000,-222.251,226,14911.698601614684,-3.05228,-228.272553113,0.182111,1523.71,46400,0.241806,-1.67503,306.592,64.41283486317843,11.4842,-4406.76,0.0905343,529.256,-4513.89,312.6769104003906,-0.00900694,743.689,2.92639,62.53538131713867,-214.32,0.178446,-0.00478537,-743.226,-9.86374,3.14118,-0.00135649,-0.587232
23.222832249477506,159.312,-0.0419741,0.213054,0.00163131,-259.520675969,228000,-630.519,-1.36455,483.193,0.69536,0.730259,34.47103632520884,7.390049583278596,2480000,-159.997,227,14976.158228487708,-3.69625,-234.041770833,0.171774,1431.91,46600,0.285133,-1.48726,253.303,65.08391815796494,11.6279,-5119.46,0.0331084,479.152,-5162.83,302.5115051269531,-0.0117109,626.421,2.81128,60.50230026245117,-163.577,0.160207,-0.00487455,-623.886,-10.3633,2.96739,-0.00146772,-0.575151
23.252348161302507,343.328,0.0107689,0.195129,0.00168789,-255.841145036,229000,-750.967,-0.734978,513.011,0.659608,0.789603,33.8475424060598,7.249431302770972,2490000,-217.099,228,15040.458660014905,-3.72009,-175.331011953,0.194933,1623.15,46800,0.207108,-1.72174,336.115,64.34932187013328,17.7207,-4498.85,0.0316658,515.578,-4423.07,314.61083984375,-0.0110362,740.843,3.01415,62.92216491699219,-215.711,0.16649,-0.00449475,-751.882,-10.8135,3.38539,0.000237369,-0.600784
23.304765371605754,246.351,-0.0324767,0.16415,0.00160283,-264.342090867,230000,-766.261,-0.868275,529.621,0.665745,0.787568,33.79944155458361,7.308902234770358,2500000,-172.651,229,15104.62465127185,-2.98652,-190.732605294,0.195975,1411.23,47000,0.195485,-1.51864,284.748,64.41310916095972,12.4429,-3766.1,0.0109011,524.807,-3779.07,309.311279296875,-0.00935393,758.448,2.96237,61.86225509643555,-169.43,0.169371,-0.00501378,-751.221,-10.7313,3.81523,-0.00082552,-0.596583
23.294983671046793,237.611,0.0124637,0.238966,0.00168362,-287.736482209,231000,-825.548,-0.89889,550.128,0.635655,0.780552,33.553185772150755,7.1825137082487345,2510000,-216.878,230,15168.643928669393,-2.97254,-202.09751008,0.187403,1805.37,47200,0.284404,-1.64008,374.697,64.03068315144628,13.4567,-5342.36,0.0753577,544.584,-5400.15,335.0611877441406,-0.0123399,815.04,3.09467,67.01223754882812,-214.864,0.171412,-0.0045501,-812.521,-11.0287,3.53176,-0.000414336,-0.585488
23.16659457422793,226.926,0.0314171,0.415842,0.00157626,-301.417718487,232000,-848.826,-0.786504,548.073,0.642772,0.797841,33.54270112980157,7.160690624266863,2520000,-200.051,231,15232.710098784417,-2.67662,-186.963256137,0.191847,1754.39,47400,0.229239,-1.5167,377.442,63.86998632829636,11.6155,-4473.34,-0.0131792,544.81,-4489.47,331.9183349609375,-0.0102842,841.659,3.03889,66.3836669921875,-199.226,0.171084,-0.00465586,-837.32,-9.47225,3.15413,-0.000461614,-0.581306
23.181436229497194,225.535,-0.0383701,0.302929,0.00184392,-276.817289906,233000,-730.33,-0.969816,534.234,0.692787,0.772859,33.73988192342222,7.202410181052983,2530000,-167.224,232,15297.826395656914,-2.89321,-181.363103012,0.189225,1581.15,47600,0.305527,-1.59849,337.904,64.1237283339724,13.2579,-4121.25,0.0235974,532.895,-4092.75,352.9093017578125,-0.0124488,724.535,3.06031,70.58186340332031,-164.874,0.186339,-0.00476731,-729.181,-10.3714,3.49539,-0.000477121,-0.597143
23.317804550752044,319.525,0.0323943,0.264953,0.00153839,-278.113030983,234000,-723.221,-1.17131,562.481,0.656032,0.761189,34.73320087790489,7.540126626379788,2540000,-161.41,233,15363.373930322938,-3.4122,-200.527048985,0.185485,1406.54,47800,0.339467,-1.6507,274.478,65.59113205503672,13.0255,-4767.6,0.0470129,564.99,-4733.27,331.5414123535156,-0.0109271,714.076,3.01862,66.30828094482422,-160.766,0.177252,-0.0048757,-724.427,-11.4304,3.68191,6.15348e-06,-0.580248
23.188692096620798,162.078,-0.0015775,0.171802,0.00174538,-246.035668748,235000,-611.009,-1.29107,471.225,0.645945,0.736856,34.6903752759099,7.364800810813904,2550000,-141.267,234,15427.701394899748,-2.84735,-199.253012397,0.187195,1357.86,48000,0.259518,-1.90373,257.5,65.2438681833446,9.60773,-3425.67,0.0354791,471.641,-3439.36,314.78302001953125,-0.0116086,607.421,2.92482,62.95660400390625,-147.467,0.163217,-0.00482148,-611.377,-11.2329,2.95399,-6.60602e-05,-0.582136
23.3239562548697,185.34,-0.0403935,0.240261,0.00161935,-285.628329981,236000,-754.853,-1.10118,591.995,0.652715,0.761487,33.774876865558326,7.226980531588197,2560000,-182.223,235,15492.27411226742,-3.09821,-191.528724633,0.188004,1885.6,48200,0.220554,-1.77737,306.213,64.32581365201622,16.1039,-7657.65,0.00744325,589.145,-7637.75,310.40447998046875,-0.00989542,749.292,3.07158,62.08089828491211,-178.955,0.160407,-0.00506607,-746.351,-10.6058,3.15045,-0.000274498,-0.591973
23.3003131467849,176.339,0.0239105,0.38629,0.00149543,-242.986273084,237000,-697.017,-1.08319,510.486,0.653352,0.766612,34.02269619796425,7.241777967661619,2570000,-130.592,236,15556.596019730903,-3.61636,-213.249971755,0.177964,1398.83,48400,0.269205,-1.49977,279.75,64.56478731241077,13.2896,-4032.67,0.0772994,508.511,-4141.29,322.77972412109375,-0.0100438,690.822,2.97992,64.55594635009766,-128.169,0.165121,-0.00490228,-692.211,-11.1328,3.93326,-0.000679734,-0.581915
23.22476925048977,207.874,0.0133213,0.299113,0.00151407,-289.488379555,238000,-653.819,-1.36361,544.084,0.72218,0.73693,33.78090248443186,7.245757867582142,2580000,-161.025,237,15620.57161904499,-3.31723,-238.678565748,0.183433,1391.61,48600,0.320567,-1.63643,272.505,64.25142960250378,14.6258,-4581.29,0.0102038,539.107,-4536.36,306.6549072265625,-0.00939038,647.058,3.00336,61.33098220825195,-165.044,0.168881,-0.00503168,-642.001,-10.2698,3.69949,-0.0001137,-0.584095
23.192161528393626,231.284,0.0742998,0.236476,0.00167212,-263.322198562,239000,-726.023,-1.0522,529.656,0.642984,0.772374,33.50554933678359,7.189717208966613,2590000,-169.194,238,15684.61329613626,-3.39715,-201.701961883,0.189716,1431.13,48800,0.266835,-1.55264,319.293,63.88742807414383,21.1121,-4499.78,0.0569969,522.945,-4487.66,321.3121337890625,-0.00893301,720.067,3.06144,64.2624282836914,-166.148,0.175982,-0.004985,-713.465,-11.4346,3.5095,-0.000642883,-0.572812
23.17788448370993,216.754,0.00658709,0.18177,0.00161305,-277.619671153,240000,-688.397,-1.34362,571.862,0.634598,0.745443,33.66071083769202,7.2089629946276546,2600000,-178.495,239,15748.954011328518,-3.32887,-198.43193518,0.186129,1516.23,49000,0.181502,-1.58009,284.829,64.04755831602961,20.0753,-5092.66,0.0072547,572.501,-5003.51,303.8201904296875,-0.0110433,683.165,3.09574,60.7640380859375,-185.241,0.166276,-0.00478272,-689.324,-11.2802,4.2168,0.000369357,-0.574455
23.4951503155753,363.636,-0.0333299,0.249093,0.00154815,-257.13463844,241000,-662.267,-1.09559,526.9,0.698459,0.751975,33.954840280115604,7.254623772576451,2610000,-173.009,240,15813.343968478963,-2.78025,-202.150675057,0.186661,1462.66,49200,0.177891,-1.65386,256.157,64.70461436826736,13.0557,-5919.89,-0.00520953,530.728,-5828.45,299.56512451171875,-0.0118899,657.13,3.01483,59.91302490234375,-171.209,0.170634,-0.00491309,-666.869,-11.004,2.76572,-0.00169162,-0.587942
23.12562378589064,218.566,0.0388047,0.510033,0.0017154,-299.561841736,242000,-743.217,-1.04141,553.42,0.68754,0.76482,33.64099645521492,7.163365955464542,2620000,-190.619,241,15877.731724543497,-3.29844,-201.021065833,0.188939,1546.83,49400,0.206388,-1.65465,320.867,63.9299861965701,11.7281,-4815.04,-0.0089571,551.617,-4782.54,324.6545715332031,-0.0106801,738.655,3.011,64.93091583251953,-189.849,0.171515,-0.00467774,-734.952,-9.97565,3.84751,0.000400772,-0.598135
23.36093556601554,237.464,-0.00168884,0.398461,0.001725,-262.747262964,243000,-752.599,-1.01809,579.143,0.676004,0.782285,34.09976171609014,7.213462710380554,2630000,-160.413,242,15941.951791073196,-3.08488,-192.223872459,0.196229,1727.91,49600,0.189874,-1.7735,330.754,64.67415999248624,14.1888,-5043.03,-0.0235361,575.796,-5050.35,326.73907470703125,-0.0111091,745.344,3.19628,65.34781646728516,-161.572,0.169108,-0.00511503,-742.567,-12.0863,3.17346,0.000452306,-0.574393
23.332207979634404,150.46,-0.0809211,0.201726,0.00178407,-246.182055264,244000,-673.971,-1.19997,518.366,0.625949,0.741354,33.64658762421459,7.200586316175759,2640000,-183.428,243,16006.301451670006,-3.18898,-186.556156814,0.186777,1690.78,49800,0.203008,-1.54189,310.385,64.17938192002475,13.3563,-5299.23,0.0992808,513.35,-5386.96,305.108154296875,-0.0105881,667.685,2.98776,61.02163314819336,-184.394,0.160304,-0.00481805,-665.362,-10.5146,2.83091,0.000199117,-0.599034
23.38249188568443,192.216,0.00135535,0.169795,0.00168751,-244.422182313,245000,-658.887,-1.49093,525.667,0.690876,0.718735,33.817671462893486,7.229467895813286,2650000,-163.283,244,16070.535063743591,-2.98714,-180.784762192,0.192523,1327.82,50000,0.139328,-1.56317,281.466,64.4296312443912,9.3084,-4510.51,-0.00428099,520.664,-4579.79,328.1626892089844,-0.00976358,653.622,2.86829,65.63253784179688,-157.834,0.160808,-0.00471433,-648.036,-10.636,3.04716,0.000271133,-0.578683
23.259062283672392,160.937,-0.0605743,0.201244,0.00168549,-225.04221617,246000,-620.133,-1.60715,503.425,0.680789,0.708183,33.62269133795053,7.200955509208143,2660000,-162.91,245,16135.364387893118,-2.8455,-178.084955662,0.187596,1386.07,50200,0.249192,-1.8304,242.051,64.08270913083106,23.9448,-4617.36,0.015368,501.962,-4647.46,299.89483642578125,-0.0112294,611.537,2.98816,59.978965759277344,-160.338,0.153451,-0.00491043,-615.706,-13.5988,3.64932,-0.000657607,-0.572655
23.529520995914936,174.027,-0.0195484,0.252821,0.0015839,-271.573908141,247000,-733.693,-0.833982,532.521,0.719109,0.796458,34.37004961259663,7.424013767391443,2670000,-175.413,246,16200.298862081021,-3.02285,-217.993817652,0.201349,1569.8,50400,0.230942,-1.79967,330.499,65.32358437590301,16.9381,-5038.28,-0.00474881,532.493,-5122.91,315.13568115234375,-0.00967012,730.113,3.23385,63.027137756347656,-173.015,0.172856,-0.0048008,-728.691,-12.7894,3.34416,-0.000373486,-0.585546
