Train Time (s),VF Loss,Policy log std Max,Z mean train,R Predictions Std,AverageReturn_all_test_tasks,Number of train steps total,Q Predictions Mean,Log Pis Mean,Q Predictions Std,Z variance train,Policy mu Std,(Previous) Eval Time (s),Sample Time (s),Number of env steps total,Q Predictions Max,Epoch,Total Train Time (s),Policy mu Min,AverageReturn_all_train_tasks,Policy log std Std,QF Loss,Number of rollouts total,Z mean eval,Policy log std Min,RF Loss,Epoch Time (s),Log Pis Max,V Predictions Min,Policy mu Mean,V Predictions Std,Q Predictions Min,KL Loss,R Predictions Min,Policy Loss,Log Pis Std,KL Divergence,V Predictions Max,Z variance eval,R Predictions Mean,V Predictions Mean,Log Pis Min,Policy mu Max,R Predictions Max,Policy log std Mean
22.592451089061797,169.61,-0.123671,0.483184,0.00191125,-529.636866587,20000,-662.099,-1.70361,418.953,0.609599,0.704417,33.70427296124399,7.182519035413861,400000,-95.9893,19,1463.2013925984502,-2.36036,-489.114296822,0.170047,1538.9,5000,0.122107,-1.15289,358.367,63.479243085719645,8.9263,-2759.05,-0.00618436,414.731,-2795.58,345.8023376464844,-0.0103782,654.144,2.5422,69.16046905517578,-97.8465,0.132721,-0.00499374,-650.019,-11.5048,2.33113,-0.000248272,-0.552131
22.61435785330832,214.312,-0.086376,0.258792,0.00201626,-542.37648113,21000,-809.655,-1.6049,471.373,0.770342,0.725239,34.062412444502115,7.315035192295909,410000,-109.655,20,1527.1425559557974,-2.18311,-497.051425434,0.165889,1882.25,5200,0.126536,-1.14494,374.005,63.991805490106344,8.76721,-3049.22,0.0281503,469.564,-3057.55,303.4908447265625,-0.0110302,801.856,2.52837,60.69816970825195,-115.88,0.137919,-0.00524621,-799.836,-12.7918,2.44098,0.00101236,-0.552049
22.78728058002889,240.298,-0.121625,0.487575,0.00188249,-544.975150563,22000,-808.536,-1.34346,411.011,0.701763,0.742863,34.01184927392751,7.296428967267275,420000,-156.102,21,1591.3101143119857,-2.62421,-480.032919248,0.170928,1936.38,5400,0.243888,-1.31204,465.721,64.09555882122368,11.3202,-3419.92,-0.00615205,409.98,-3419.03,304.86065673828125,-0.0110048,796.683,2.58075,60.972129821777344,-157.78,0.124429,-0.00495917,-802.294,-10.968,2.49242,0.000491004,-0.563396
22.677498963661492,256.484,-0.113238,0.187437,0.00191972,-526.418271634,23000,-751.308,-1.52057,419.362,0.574726,0.71548,34.08368606772274,7.394643270410597,430000,-59.4219,22,1655.3769606826827,-2.28,-489.956077748,0.15922,1842.08,5600,0.177352,-1.16827,362.182,64.15582830179483,8.2408,-2851.45,0.0159687,418.023,-2834.79,297.0287170410156,-0.0104007,743.236,2.5311,59.40574264526367,-97.9768,0.142616,-0.00508124,-745.369,-13.0063,2.50076,-0.000352977,-0.573696
22.621075112372637,194.59,-0.105383,0.406191,0.00188674,-527.753912176,24000,-793.955,-1.65051,412.066,0.583612,0.69877,33.99489977769554,7.266507088206708,440000,-159.605,23,1719.5496789366007,-2.54835,-468.817869371,0.160211,1656.34,5800,0.209915,-1.14568,384.938,63.88248197827488,7.70035,-3481.6,-0.0338044,411.46,-3492.29,285.1836853027344,-0.0105235,785.366,2.42206,57.036739349365234,-152.619,0.138793,-0.00482543,-783.961,-11.3764,2.37439,0.000114707,-0.585878
22.724403088912368,257.088,0.00168279,0.498484,0.00196103,-506.839807966,25000,-844.205,-1.40752,450.275,0.675471,0.7311,34.28499794565141,7.370466377586126,450000,-121.32,24,1783.2639879453927,-2.37644,-462.901868537,0.16626,2461.49,6000,0.216172,-1.22278,398.068,64.3798674121499,11.8943,-2907.17,0.0167669,445.48,-2923.51,320.4211730957031,-0.0109044,834.56,2.59384,64.08423614501953,-109.768,0.150816,-0.00493987,-831.087,-9.90346,2.54007,0.000789071,-0.589663
22.666558359749615,247.83,-0.115161,0.257295,0.00213071,-517.278810363,26000,-828.687,-1.49118,482.655,0.731529,0.702705,33.61944622080773,7.185273360460997,460000,-80.4981,25,1846.8265517419204,-2.3728,-471.098183347,0.168039,2141.28,6200,0.209091,-1.22939,418.466,63.47127794101834,9.41442,-2732.1,0.0102402,483.151,-2715.99,295.69110107421875,-0.0113308,819.501,2.45683,59.138221740722656,-85.1096,0.149559,-0.00520602,-821.407,-10.1984,2.52831,-0.000316376,-0.603091
23.021945610642433,226.58,-0.0531623,0.260641,0.00190061,-467.664158831,27000,-750.672,-1.38785,449.387,0.659889,0.708993,33.71088851522654,7.263871083036065,470000,-63.9449,26,1910.9527973644435,-2.56256,-459.1974388,0.165581,2040.44,6400,0.105765,-1.22673,354.525,63.99670520890504,8.35298,-3296.92,0.00514743,447.754,-3349.02,303.54876708984375,-0.0115334,743.23,2.34805,60.709754943847656,-41.3222,0.142137,-0.00486755,-743.65,-12.8796,2.32068,-0.000383361,-0.632028
22.718415938317776,212.712,-0.156927,0.292218,0.00196003,-475.48009314,28000,-831.098,-1.35455,489.815,0.635914,0.7242,33.84044671617448,7.269129671156406,480000,-87.5742,27,1974.7981963017955,-2.3572,-404.833347074,0.160021,2135.57,6600,0.163052,-1.19932,357.486,63.827992325648665,10.1701,-2953.46,0.0275958,486.461,-2991.37,322.5997619628906,-0.0111924,822.309,2.55512,64.51995086669922,-102.989,0.146745,-0.00489122,-818.542,-13.486,2.65879,0.000593807,-0.606696
22.69104892667383,265.906,-0.0939143,0.411659,0.00199193,-485.148957814,29000,-966.752,-1.23902,528.369,0.638509,0.759699,33.85800679028034,7.2587232403457165,490000,-91.7897,28,2038.7196709886193,-2.54949,-441.858030228,0.161221,2971.16,6800,0.163334,-1.18853,409.983,63.80777895729989,12.5725,-4052.81,-0.0335533,526.12,-4089.48,326.0804443359375,-0.0108848,964.575,2.63502,65.2160873413086,-99.965,0.142731,-0.0051419,-963.834,-14.4844,2.43953,-0.00012542,-0.576316
22.724690495990217,249.025,-0.0862859,0.24136,0.00185371,-449.995829054,30000,-844.23,-1.30473,490.153,0.6539,0.709028,33.971725593321025,7.277535376138985,500000,-89.4198,29,2102.2096185721457,-2.78725,-374.877901659,0.162426,2536.13,7000,0.269231,-1.17591,374.715,63.97395146545023,8.98763,-3396.19,0.000881323,490.555,-3374.15,333.4686279296875,-0.011067,842.053,2.40181,66.6937255859375,-91.371,0.151613,-0.00468234,-841.096,-9.43811,2.33225,0.00199473,-0.623649
22.779810526408255,286.578,-0.0704474,0.274012,0.00203522,-471.912894514,31000,-945.063,-1.44102,458.543,0.596637,0.715737,33.487838798202574,7.233492458239198,510000,-205.084,30,2166.4664383186027,-2.38046,-387.923982829,0.154097,2127.39,7200,0.274765,-1.12569,394.516,63.50114178285003,10.2661,-2892.34,0.000754616,456.236,-2937.95,324.8714904785156,-0.0108675,938.69,2.4457,64.97429656982422,-190.987,0.142118,-0.0048959,-941.605,-11.1731,2.63891,-0.000611123,-0.600626
22.713704833760858,346.003,-0.168312,0.194412,0.00195758,-455.08358215,32000,-1000.21,-1.41298,500.323,0.672141,0.71186,34.24315996374935,7.336453397758305,520000,-171.883,31,2230.6504436722025,-2.6214,-349.708024902,0.146573,2344.81,7400,0.145365,-1.15928,481.999,64.29331819526851,7.86469,-4070.02,-0.0283642,498.199,-4057.03,297.2658996582031,-0.0104101,996.339,2.40505,59.45317840576172,-164.113,0.138111,-0.00451074,-998.772,-10.5979,2.49108,0.00018562,-0.616007
22.86940463259816,333.332,-0.115885,0.296778,0.00195889,-446.986679148,33000,-801.917,-1.56144,484.837,0.616032,0.690586,34.13396861497313,7.355234063230455,530000,-121.17,32,2294.480590210296,-2.7654,-410.491290553,0.152516,2544.69,7600,0.223872,-1.17705,319.078,64.35860731080174,10.6544,-3808.16,-0.0612391,488.151,-3809.43,328.9839172363281,-0.0117102,796.186,2.37025,65.79678344726562,-116.769,0.139297,-0.00521965,-805.032,-10.1867,2.5021,0.000176976,-0.625805
22.71567129623145,259.436,-0.0265494,0.683151,0.00185688,-436.473406753,34000,-886.038,-1.54505,516.555,0.759948,0.692824,33.60561606474221,7.178743003867567,540000,-133.808,33,2358.1764671821147,-2.37368,-410.396996406,0.154919,2354.84,7800,0.156438,-1.17355,371.344,63.50003036484122,11.5075,-3379.87,0.0243271,516.893,-3354.37,361.546630859375,-0.0109931,881.407,2.39263,72.309326171875,-139.733,0.147228,-0.00510884,-887.884,-10.7836,2.60455,-0.000191359,-0.609177
22.66710472293198,254.302,-0.141512,0.488467,0.00182485,-425.22451518,35000,-967.413,-1.47677,532.601,0.627485,0.707779,33.80149561166763,7.245386813767254,550000,-151.025,34,2421.974537779577,-2.87194,-374.909175264,0.14725,2677.1,8000,0.294145,-1.14734,383.788,63.71398714836687,8.99511,-3775.04,0.0525894,530.785,-3832.0,308.8688049316406,-0.0107008,962.46,2.48099,61.77376174926758,-156.34,0.156324,-0.00515811,-957.435,-10.6662,2.8656,-0.000627458,-0.614428
22.711770478636026,251.634,-0.110456,0.544884,0.00183701,-421.741333054,36000,-1016.52,-1.47603,490.291,0.65008,0.700531,33.88560021016747,7.263949269428849,560000,-180.657,35,2485.3789158454165,-2.52753,-376.463732433,0.135666,2561.87,8200,0.127887,-1.12018,432.443,63.86131995823234,12.317,-3874.51,0.0534403,490.053,-3909.69,324.75244140625,-0.0098575,1010.31,2.4206,64.95048522949219,-170.326,0.145589,-0.00473787,-1011.88,-10.3306,2.46742,0.00128701,-0.615224
22.721703885123134,288.022,-0.171397,0.222064,0.00187508,-432.769386357,37000,-949.728,-1.38599,544.766,0.652364,0.699897,33.42867328040302,7.180283130146563,570000,-144.479,36,2548.679238074459,-2.86114,-370.19899682,0.14468,2391.36,8400,0.117014,-1.14352,366.487,63.330660295672715,8.5774,-3953.76,-0.0251634,542.443,-3944.65,332.7322082519531,-0.0101208,948.099,2.4035,66.54644012451172,-136.657,0.143809,-0.00509333,-943.288,-9.14778,2.43681,0.000715721,-0.626015
22.833441681228578,515.401,-0.0832175,0.225306,0.00182624,-406.621906531,38000,-1000.19,-1.28222,550.793,0.608384,0.726099,33.398389622569084,7.170811027288437,580000,-223.522,37,2612.807345332578,-2.82128,-348.340700072,0.150284,3293.96,8600,0.303191,-1.16085,353.851,63.4026423310861,10.083,-4108.49,-0.0360432,551.61,-4123.86,326.35687255859375,-0.010037,985.864,2.47019,65.27137756347656,-225.905,0.154451,-0.00510981,-1001.26,-11.5848,3.12406,7.77212e-06,-0.622071
22.74276701081544,291.939,-0.116696,0.265412,0.00181483,-404.989029036,39000,-1112.16,-1.16882,603.285,0.631561,0.747051,34.12388919945806,7.337242468260229,590000,-171.243,38,2676.2051637126133,-2.84006,-366.03441022,0.141447,2909.88,8800,0.192767,-1.12654,447.154,64.20389867853373,10.5155,-6198.09,-0.0286506,602.379,-6247.46,327.04412841796875,-0.0109957,1106.23,2.52281,65.40882873535156,-180.051,0.152589,-0.00481586,-1110.01,-10.3357,2.74809,-0.00109434,-0.600466
22.629389229230583,350.882,-0.130982,0.287766,0.00182057,-412.474266068,40000,-895.453,-1.49434,487.125,0.656141,0.682888,33.317952456884086,7.2031043116003275,600000,-165.113,39,2740.0695358170196,-2.57759,-390.987931257,0.145671,2343.5,9000,0.232697,-1.14035,340.627,63.150445997714996,10.9637,-3215.9,-0.0450152,486.007,-3218.7,329.9163818359375,-0.0107664,891.557,2.32706,65.9832763671875,-158.806,0.145067,-0.00491433,-896.695,-9.85517,2.4426,0.000132424,-0.6257
22.988500331528485,299.409,-0.134054,0.36516,0.00188632,-408.02400003,41000,-849.786,-1.46021,479.433,0.626464,0.6821,34.031992928124964,7.312501699663699,610000,-190.866,40,2803.7558919442818,-2.57667,-339.122858387,0.135012,2351.63,9200,0.161691,-1.10311,318.544,64.33299495931715,10.1492,-3551.94,0.0102078,480.299,-3494.08,307.9143981933594,-0.0117597,848.903,2.43869,61.58287811279297,-198.206,0.136371,-0.00529923,-847.552,-9.28256,2.48678,0.000851888,-0.645429
22.603531890548766,407.474,-0.144581,0.417076,0.00183846,-435.30719701,42000,-1086.49,-1.41685,554.86,0.615637,0.710877,33.38534864131361,7.192573009990156,620000,-197.551,41,2867.3008222235367,-2.58936,-373.71248936,0.141382,2757.91,9400,0.243052,-1.14933,403.174,63.181453541852534,8.58315,-3433.19,0.0381052,554.891,-3429.63,330.9750061035156,-0.0110822,1073.92,2.47623,66.19499969482422,-202.112,0.144533,-0.00485643,-1082.35,-10.8958,3.0669,-0.000419935,-0.618212
23.03554460220039,273.25,-0.168505,0.325194,0.00197897,-419.244477124,43000,-1059.05,-1.49393,518.459,0.713028,0.701941,33.74914510548115,7.25267044827342,630000,-220.576,42,2930.933649324812,-2.98924,-341.153603155,0.13,2563.16,9600,0.218598,-1.08773,381.517,64.03736015595496,13.4678,-4042.89,0.0139281,515.019,-4077.59,318.05499267578125,-0.0102699,1052.09,2.53523,63.61099624633789,-230.579,0.15164,-0.00477181,-1047.53,-10.3433,2.74563,0.000172021,-0.621299
22.54224911145866,269.771,-0.199419,0.297183,0.00213273,-407.123944566,44000,-942.3,-1.56445,528.02,0.676003,0.673788,33.34459980390966,7.208820302970707,640000,-181.734,43,2994.4457650287077,-2.55455,-379.293117739,0.13485,2513.47,9800,0.197171,-1.14842,353.777,63.095669218339026,10.3127,-4596.58,0.049651,525.892,-4587.23,330.75653076171875,-0.0134712,934.949,2.40845,66.15130615234375,-188.108,0.143614,-0.00513556,-939.275,-10.9455,2.77687,-0.000481375,-0.643601
22.781983096152544,227.878,-0.150566,0.383635,0.00181862,-413.558706086,45000,-970.623,-1.52992,493.636,0.655385,0.680591,33.76138396561146,7.272315630689263,650000,-191.639,44,3058.45310914889,-2.23961,-332.43964722,0.136152,2327.02,10000,0.135326,-1.11151,334.498,63.815682692453265,10.117,-4327.85,0.0537689,492.967,-4342.78,313.7154235839844,-0.0110842,968.123,2.38062,62.74308395385742,-211.062,0.145503,-0.00465967,-968.394,-11.429,2.80219,0.000333374,-0.644476
22.7763436390087,326.828,-0.1526,0.207982,0.00164227,-399.104157424,46000,-1018.57,-1.57716,605.87,0.589115,0.667626,33.95285131316632,7.320113402791321,660000,-243.161,45,3122.042308278382,-2.64683,-361.252491209,0.141427,2105.9,10200,0.228839,-1.17864,378.935,64.04930835496634,8.23835,-6638.85,0.0300825,606.181,-6578.42,320.2769775390625,-0.00948305,1008.29,2.38313,64.0553970336914,-239.904,0.140046,-0.00498921,-1012.5,-13.0202,3.06098,-0.0011847,-0.651226
22.738515585660934,248.118,-0.0928497,0.425464,0.00185611,-396.758548807,47000,-959.305,-1.49874,486.794,0.677768,0.681123,33.492799719795585,7.169796863570809,670000,-201.371,46,3185.626889090985,-2.63291,-364.144508514,0.1329,1959.05,10400,0.217851,-1.17646,301.987,63.40111216902733,9.42974,-3897.21,-0.0122407,486.23,-3963.9,291.09625244140625,-0.0105262,959.103,2.42371,58.2192497253418,-210.267,0.145454,-0.00484431,-960.323,-9.2899,3.26739,-0.000533565,-0.648325
22.700558346696198,289.486,-0.185137,0.33438,0.00186798,-395.773736468,48000,-1062.58,-1.36638,537.229,0.636499,0.71043,33.67647461500019,7.2548204604536295,680000,-227.381,47,3248.9083142736927,-2.57155,-344.426278707,0.136376,2494.94,10600,0.24121,-1.25625,377.906,63.631853422150016,13.8616,-4002.81,-0.0304492,538.302,-4027.97,332.4623107910156,-0.0116563,1059.14,2.56877,66.49246215820312,-226.435,0.14614,-0.00492773,-1056.98,-10.1848,2.88051,-0.00024091,-0.636866
22.63130166940391,364.397,-0.0795097,0.403183,0.0019019,-428.676109513,49000,-1152.98,-1.29391,558.57,0.573141,0.724059,33.326071937568486,7.1725666569545865,690000,-279.358,48,3312.430724568665,-2.86172,-354.64315429,0.138101,2952.2,10800,0.266538,-1.28605,370.277,63.12994026392698,10.8637,-4384.87,0.0194029,554.792,-4460.33,364.309326171875,-0.0114165,1149.5,2.54386,72.86186218261719,-284.678,0.158017,-0.00486462,-1145.13,-10.2384,2.87575,-0.000322477,-0.630816
22.868227681145072,386.673,-0.109073,0.288302,0.00177922,-424.354012469,50000,-1028.44,-1.34052,542.115,0.648309,0.706999,33.718663254752755,7.243751855567098,700000,-249.526,49,3375.9474145770073,-3.0908,-359.683686484,0.136103,2602.55,11000,0.106206,-1.22917,352.863,63.830642791464925,13.1333,-4684.61,0.0282638,537.293,-4710.95,321.71319580078125,-0.0119055,1024.86,2.4689,64.34263610839844,-252.484,0.147907,-0.00484146,-1014.58,-9.1568,2.6903,0.00034264,-0.633019
22.808367982506752,304.49,-0.178146,0.451148,0.00176748,-447.055614021,51000,-1144.53,-1.23762,561.237,0.649174,0.721323,33.404823009856045,7.171710612252355,710000,-306.588,50,3440.383341345936,-2.6165,-380.512474761,0.130914,2706.36,11200,0.0821251,-1.17847,392.121,63.38490160461515,11.7262,-4792.58,-0.0259855,562.611,-4777.59,341.267333984375,-0.0101926,1142.01,2.5847,68.25346374511719,-294.496,0.139233,-0.00461168,-1143.67,-10.7811,2.59746,0.000237708,-0.626481
22.74469158425927,278.338,-0.130423,0.384073,0.00186002,-415.703089197,52000,-1079.66,-1.41125,526.467,0.77601,0.700897,34.45608942583203,7.354621522128582,720000,-256.12,51,3504.353496336378,-2.47062,-361.382335311,0.129695,2077.7,11400,0.107037,-1.23324,407.404,64.55540253221989,10.7164,-4164.51,-0.027797,523.925,-4170.46,344.8875427246094,-0.0112398,1080.1,2.49732,68.97750854492188,-249.709,0.145758,-0.00464475,-1073.07,-11.3146,3.35433,0.000674919,-0.634354
