Time-InnerStep,Step_1-AverageReturn,Step_0-AverageReturn,Step_1-AverageDiscountedReturn,ItrTime,Step_0-AverageAbsPolicyMean,Time,Step_0-StdReturn,Itr,Step_1-MinReturn,Step_0-MaxReturn,n_timesteps,Time-OuterStep,Step_0-AverageDiscountedReturn,Step_0-EnvExecTime,Step_1-NumTrajs,Step_1-EnvExecTime,Step_1-PolicyExecTime,Step_0-NumTrajs,LossAfter,Step_1-AverageAbsPolicyMean,Step_0-AveragePolicyStd,Time-SampleProc,Step_0-MinReturn,Step_1-AveragePolicyStd,Time-TotalInner,Step_0-PolicyExecTime,Time-Sampling,Step_1-MaxReturn,Time-MAMLSteps,KLInner,LossBefore,KLCoeffInner,Step_1-StdReturn
2.075242042541504,119.7063937565041,109.29004316984306,104.6615195403913,117.01188158988953,0.6699024,117.0118899345398,35.49851528351931,0,70.01710774136512,405.7468783436008,320000,26.27188730239868,96.92062770893375,30.161829471588135,6306,30.745983600616455,4.669095993041992,6902,0.09413698,0.68198454,1.0,16.230648517608643,68.36717436042078,0.9999418,90.23739528656006,2.2901039123535156,71.80826449394226,345.8138988848632,26.272040367126465,0.16237314,1.3806087e-09,0.0,42.620893434953004
0.765355110168457,137.8260348946016,121.44028758781666,117.1365244726768,107.07852339744568,0.6819618,224.10616445541382,48.05593411968391,1,71.28996818955684,454.40934804848905,640000,16.964404582977295,105.62029390814591,31.063024759292603,5437,31.452288389205933,4.020349740982056,6212,0.048014227,0.6900463,1.0006503,16.88224458694458,69.73204629792109,1.0006198,90.044668674469,1.6410906314849854,72.26096081733704,462.719910537704,16.96454167366028,0.042259723,-1.358452e-09,0.0,59.638220007346604
0.7622628211975098,144.58915347307828,130.38229137294408,121.75696196512122,107.9053122997284,0.6821751,332.01196479797363,53.726633471395836,2,72.03443746985754,458.90508449841604,960000,16.966400384902954,111.9819197930647,31.433549165725708,5171,32.041959047317505,4.054836273193359,5752,0.02028581,0.6912911,1.0014592,16.681739330291748,71.54159768808296,1.001216,90.86883425712585,1.6504359245300293,73.29177856445312,506.17943803739314,16.96655511856079,0.0208286,5.3611815e-10,0.0,63.84117296064402
0.7603511810302734,163.96172797481185,144.25771278668608,135.12227713010034,109.65134954452515,0.68325555,441.6638798713684,62.13322067120613,3,71.89741803659393,507.51416751301434,1280000,17.033189296722412,121.73427171623177,32.4491126537323,4602,32.74886965751648,4.074806451797485,5202,0.012991518,0.68882,1.001627,16.649245977401733,69.50296680969694,1.0013673,92.55094075202942,1.6453819274902344,75.01091742515564,524.00654200955,17.033331871032715,0.012620983,-8.494611e-10,0.0,71.74634776149261
0.7633984088897705,174.16503269107363,157.37413560976282,141.84235076287212,109.6043267250061,0.6820806,551.2687041759491,65.2009677941084,4,71.71270794404163,529.8974436681033,1600000,17.16327476501465,130.96532306911178,32.58019423484802,4335,33.28796887397766,4.131776571273804,4767,0.017713841,0.68843985,1.0009502,15.732588768005371,74.83040281100946,1.0006617,92.37328553199768,1.6672234535217285,75.74978280067444,550.2139525149444,17.16342067718506,0.013978618,-2.274105e-09,0.0,75.97391910270103
0.7615137100219727,188.59152966707796,170.4318837368049,151.21011915681183,109.748131275177,0.68204004,661.0173497200012,72.401097702649,5,75.56796498712535,617.0670031078104,1920000,16.94452953338623,139.47820279933129,33.19294095039368,3960,33.43583631515503,4.084353685379028,4380,0.011184376,0.6881974,1.0000008,15.427120685577393,75.09796057624416,0.9995678,92.74804759025574,1.6594839096069336,76.43395519256592,581.2107160515676,16.94467282295227,0.011977463,4.0831005e-09,0.0,80.14350348323883
0.7651262283325195,204.0362858123576,183.80227249140424,161.50298183319447,110.02347493171692,0.6823004,771.0413453578949,75.72443962560193,6,76.38362609883539,612.7169125778964,2240000,16.85743474960327,148.45226004353526,33.46894407272339,3668,33.838489294052124,4.116087436676025,4071,0.014505727,0.69402176,0.9990537,15.056765794754028,72.3023614948055,0.99880207,93.10908818244934,1.6663787364959717,77.16133165359497,528.5873510159054,16.8575758934021,0.01188611,5.1924837e-10,0.0,80.0327863783567
0.7619256973266602,216.78667452083104,199.1565234985525,169.682199172375,110.97012686729431,0.6856289,882.0119862556458,78.23210881502631,7,73.99352228363438,557.8932151576282,2560000,16.89193367958069,158.58966274500332,33.97244310379028,3478,34.38158988952637,4.152812957763672,3776,0.022609472,0.69539124,0.99837005,14.848217964172363,76.58559289277508,0.99795467,94.02407026290894,1.6849584579467773,78.2902102470398,673.2436597306596,16.8920795917511,0.012851196,-7.626939e-10,0.0,81.86882061996423
0.7597050666809082,227.049891846872,209.6829833312202,175.9645729963754,112.47560667991638,0.68625605,994.4881074428558,78.87089833011129,8,80.00397634914536,658.3769894347951,2880000,16.899701833724976,165.13745858114368,34.379799365997314,3290,34.79161071777344,4.164881706237793,3540,0.024125125,0.69104654,0.99771106,15.554816722869873,74.65545730146314,0.9973255,95.52482199668884,1.6766464710235596,79.08700585365295,606.5699456727976,16.8998441696167,0.012862568,1.5232882e-09,0.0,82.1802068000215
0.7621276378631592,235.69352718293212,222.86309689368244,181.26837717448123,112.93919134140015,0.68675834,1107.4278194904327,78.34477008291019,9,79.97279352449199,627.0105240873214,3200000,17.090852975845337,173.5002334918296,34.823477029800415,3149,35.14208650588989,4.1967973709106445,3324,0.02465783,0.69579315,0.9970689,14.934840679168701,77.47565840372987,0.9966526,95.79454159736633,1.7058026790618896,79.97608518600464,640.3822560975494,17.091010808944702,0.011713614,3.7983563e-09,0.0,80.50377674224282
