Epoch Time (s),Policy mu Max,Policy log std Min,Total Train Time (s),Log Pis Std,V Predictions Std,(Previous) Eval Time (s),Train Time (s),Z variance train,V Predictions Mean,QF Loss,R Predictions Mean,Log Pis Max,Number of train steps total,R Predictions Min,RF Loss,Policy Loss,VF Loss,Z mean eval,V Predictions Max,Policy log std Max,Z mean train,Log Pis Min,Number of env steps total,Q Predictions Max,Policy log std Std,Policy mu Mean,AverageReturn_all_train_tasks,Z variance eval,R Predictions Std,Q Predictions Mean,Q Predictions Min,R Predictions Max,Q Predictions Std,Sample Time (s),V Predictions Min,Policy mu Min,KL Divergence,KL Loss,Epoch,Log Pis Mean,AverageReturn_all_test_tasks,Number of rollouts total,Policy mu Std,Policy log std Mean
161.67620286300007,2.69426,-2.91088,23681.540708992863,2.83537,189.506,4.299170255999343,151.16134491100092,0.104024,773.869,269.953,0.0032015,20.7469,584000,-0.001172,56.4259,-774.769,76.5822,0.492123,1017.33,-0.258359,0.45356,-9.70235,588000,1025.96,0.255253,-0.00358199,371.375689434,0.11339,0.00188187,766.517,-58.97,0.00866568,192.221,6.215687695999804,190.872,-2.22849,29.646759033203125,2.9646759033203125,145,-0.775071,591.429302084,4008,0.547286,-0.922514
162.93678558200918,2.99928,-2.38429,23844.312092138865,2.92295,179.575,4.401043433997984,152.47955766000086,0.16948,765.485,256.231,0.00349399,17.101,588000,-0.00218954,47.6994,-764.092,96.175,0.219692,1016.2,-0.260989,0.463753,-9.01438,592000,1024.52,0.268355,0.0110015,629.632745476,0.126222,0.0018373,760.442,-43.2478,0.00817968,182.995,6.056184488010331,210.758,-2.86494,26.632688522338867,2.663268804550171,146,-0.623804,507.880078718,4032,0.537101,-0.961093
163.4497577129987,2.87452,-2.61282,24007.855428015864,2.76685,194.719,4.237253717998101,153.01648432900038,0.118155,782.381,246.832,0.00300514,21.305,592000,-0.00182877,36.2029,-780.623,72.5461,0.439002,1020.87,-0.198232,0.465637,-12.7147,596000,1026.32,0.244956,-0.0062745,618.634794105,0.120261,0.00187738,776.569,-1.63712,0.00902117,197.813,6.196019666000211,186.157,-2.7571,30.1351261138916,3.01351261138916,147,-0.860132,566.856165727,4058,0.523451,-0.924405
163.39931421000074,2.45097,-2.56775,24171.870394341862,2.78031,186.393,4.332189829001436,152.7735760079995,0.136046,784.523,245.039,0.00303704,20.0002,596000,-0.000808367,42.496,-787.23,62.3946,0.446016,995.837,-0.183324,0.506141,-8.07233,600000,1007.49,0.258157,-0.010059,616.541429739,0.135827,0.00165574,781.703,-24.5815,0.00934717,189.369,6.293548372999794,204.346,-2.47915,25.856056213378906,2.5856056213378906,148,-0.736065,513.451012622,4084,0.533588,-0.926866
163.62110411199683,4.54633,-2.45328,24334.766411935863,3.00495,177.517,4.949181446998409,152.39505269399888,0.117621,797.987,967.08,0.00327254,25.5508,600000,-0.000874619,45.9311,-798.505,77.5064,0.446286,1006.68,-0.178202,0.519082,-9.33369,604000,1019.8,0.25223,-0.0144185,491.437292142,0.113885,0.00173645,792.667,-13.5998,0.00928666,182.449,6.276869970999542,137.032,-3.27209,29.242639541625977,2.9242639541625977,149,-0.653375,610.084222259,4110,0.545602,-0.95686
162.2994755100044,3.22034,-2.20082,24497.35258423287,2.8915,185.124,4.2256034379970515,151.8996575150013,0.10879,814.781,256.159,0.00284288,19.9732,604000,-0.00189587,72.6987,-813.653,64.3965,0.468724,1040.33,-0.201031,0.450226,-9.19689,608000,1033.55,0.253027,-0.0461603,621.443260248,0.109283,0.00187983,808.276,-78.8639,0.0102525,189.149,6.174214557006053,176.779,-2.95038,26.786670684814453,2.6786670684814453,150,-0.51335,557.183002729,4137,0.574656,-0.942773
162.71510532100365,2.41084,-2.33641,24660.158794098872,2.72817,175.522,4.51366134500131,151.99702649999745,0.142718,800.579,267.919,0.00323428,12.3989,608000,-0.00138236,43.7087,-801.404,75.6393,0.472556,1010.15,-0.197734,0.43546,-9.02245,612000,1020.31,0.251297,-0.0196856,617.370308998,0.157189,0.00178004,795.42,84.2867,0.00954141,179.633,6.204417476004892,198.07,-2.4003,26.19947052001953,2.6199471950531006,151,-0.581115,480.189850045,4162,0.553718,-0.934036
162.87189824500456,2.70539,-2.84394,24822.734428292875,2.94496,195.972,4.606257586998254,152.13546406800015,0.153519,801.527,252.416,0.00298737,19.8924,612000,-0.000765419,20.9601,-797.959,97.5682,0.46237,1061.31,-0.263454,0.480848,-10.8601,616000,1060.8,0.263623,-0.0126629,599.518492222,0.13488,0.00159321,791.559,45.6908,0.00813144,197.836,6.130176590006158,201.983,-3.0455,25.654136657714844,2.5654137134552,152,-0.701554,545.665072474,4186,0.555027,-0.907012
162.74816495700725,2.15254,-2.45669,24985.845355095884,2.87774,175.836,4.311876414998551,152.21975130100327,0.158076,796.217,228.803,0.00406291,14.5219,616000,0.000479012,24.8531,-797.509,68.1782,0.442651,1002.59,-0.254144,0.517889,-11.9036,620000,1003.88,0.250984,0.0832686,501.416901369,0.116622,0.00143134,791.997,201.722,0.00861994,178.664,6.216537241005426,220.279,-2.55195,28.073577880859375,2.8073577880859375,153,-0.835322,563.146794401,4210,0.548588,-0.921717
161.8284827839998,2.96244,-2.48857,25147.56741604888,2.86155,204.874,4.675914612998895,150.98254892099794,0.116697,804.347,246.616,0.00319688,14.0344,620000,-0.000794318,58.8737,-802.83,73.939,0.468183,1024.58,-0.281747,0.535389,-11.1363,624000,1022.13,0.267591,-0.00131728,640.525635563,0.142742,0.00185949,796.564,-33.0828,0.0111146,208.645,6.170019250002952,207.739,-2.72217,27.29499053955078,2.729499101638794,154,-0.771007,478.386417471,4234,0.54111,-0.938074
162.90572125799736,3.34314,-2.62983,25310.40010337987,2.95132,192.348,4.570714809997298,151.99269543899936,0.113561,744.357,651.72,0.00281788,18.2519,624000,-0.00193468,44.4522,-740.112,196.494,0.462924,1026.46,-0.241096,0.437443,-9.51704,628000,1031.54,0.254009,-0.0125681,588.106838408,0.12548,0.00146252,735.809,-52.466,0.0101213,197.526,6.342311009000696,163.666,-2.65268,20.319866180419922,2.031986713409424,155,-0.928481,642.078839281,4258,0.480672,-0.972214
163.0258649510106,2.20773,-2.18023,25473.444065581876,2.71218,213.428,4.499301498999557,152.28231884100023,0.125531,808.42,354.43,0.0028154,12.1552,628000,-0.00145262,59.6958,-809.426,65.4972,0.442964,1042.77,-0.181486,0.438911,-8.36511,632000,1041.77,0.25942,-0.0232405,698.807484214,0.131958,0.00163203,804.167,173.239,0.00968695,214.468,6.244244611010799,202.904,-1.99281,26.794559478759766,2.6794559955596924,156,-0.879066,624.05467896,4286,0.529845,-0.921378
161.95255508500486,2.59669,-2.60102,25635.32560285388,2.9139,187.535,4.518928147001134,151.26241475600182,0.119617,816.431,304.449,0.00347408,16.1218,632000,-0.00158901,81.4994,-814.877,69.2635,0.449079,1073.03,-0.206388,0.50086,-9.71432,636000,1073.86,0.259604,0.00495315,646.426964896,0.135762,0.00189499,808.061,-74.3207,0.00906842,191.552,6.171212182001909,178.902,-2.77319,30.511306762695312,3.051130771636963,157,-0.673825,515.444078099,4311,0.572557,-0.923227
162.63311924400114,3.29504,-2.39874,25797.98518182888,2.89126,203.711,4.449620983999921,151.923811845998,0.13463,824.269,269.074,0.00306277,23.408,636000,-0.00126075,100.483,-823.899,72.6564,0.444078,1048.84,-0.215974,0.439863,-10.1941,640000,1060.06,0.268061,-0.0367424,314.075436371,0.126778,0.00172679,817.52,-79.0064,0.00923582,209.144,6.259686414003227,161.186,-2.56142,24.72401237487793,2.4724013805389404,158,-0.560226,322.05923481,4335,0.557643,-0.939161
161.4679914420085,2.78379,-2.67687,25959.470611806883,2.60287,195.657,4.477474555998924,150.74176082899794,0.107072,770.049,426.617,0.00292295,18.1474,640000,-0.00176874,19.3479,-765.215,137.095,0.458892,1042.68,-0.211233,0.439459,-10.3211,644000,1044.38,0.241115,-0.0185867,544.94786962,0.12471,0.00158398,763.342,5.33451,0.00729289,196.512,6.248756057011633,201.886,-2.60135,22.445697784423828,2.244569778442383,159,-0.937211,523.297979394,4361,0.489798,-0.946212
162.3923746569999,2.55021,-2.20691,26122.04269523888,2.7788,194.372,4.496635145002074,151.61173959299776,0.117288,832.368,257.548,0.00331295,13.2792,644000,-0.000274889,43.3726,-832.091,60.5972,0.448549,1067.53,-0.163258,0.452615,-9.77191,648000,1069.71,0.253178,-0.001558,627.240942554,0.122951,0.00172786,824.523,97.4787,0.00874658,197.364,6.283999919000053,184.168,-2.9348,29.01753807067871,2.9017539024353027,160,-0.596661,604.765536955,4386,0.560347,-0.929255
162.5999627050005,2.25732,-2.26965,26284.22353320288,2.7376,184.472,4.677984269997978,151.71956458600107,0.136115,846.667,735.885,0.00332676,17.3813,648000,-0.00198102,74.7821,-846.975,67.9714,0.45917,1074.15,-0.196797,0.471587,-10.1977,652000,1075.67,0.255826,0.0154937,620.354693276,0.103654,0.00204261,840.816,205.165,0.00789311,185.564,6.202413849001459,202.964,-3.56202,32.2413215637207,3.2241322994232178,161,-0.643477,493.10173772,4411,0.561338,-0.924881
163.4708970479951,3.00856,-2.63829,26447.831551457875,3.06061,202.516,4.260270433002006,153.09770073600157,0.121507,841.567,239.737,0.00236077,18.9662,652000,-0.00127614,62.9736,-840.424,74.255,0.446437,1064.51,-0.147494,0.459365,-8.81651,656000,1068.01,0.270524,-0.0705259,477.598569656,0.109325,0.00161443,835.945,2.13151,0.00832371,207.129,6.112925878991518,185.636,-2.57471,26.736072540283203,2.673607349395752,162,-0.609344,337.670225266,4436,0.54819,-0.965158
161.72084598100992,3.01812,-2.74865,26610.148248209887,2.87711,202.46,4.398754625002766,151.15514090299985,0.145683,820.804,307.685,0.00290317,23.9691,656000,-0.00326516,93.0952,-823.181,81.1125,0.452723,1101.84,-0.168463,0.525958,-10.9382,660000,1116.47,0.249817,0.00494524,655.025036381,0.102386,0.00208302,815.968,-155.66,0.00947444,207.704,6.166950453007303,166.585,-4.13519,26.60329246520996,2.6603293418884277,163,-0.818161,492.970858571,4460,0.550449,-0.915829
161.77576419199977,2.35297,-2.46539,26771.37567221989,2.76378,198.441,4.996010667000519,150.498885478999,0.110721,849.672,248.886,0.00295547,13.8352,660000,-0.000999076,62.6564,-848.492,57.5133,0.45965,1090.11,-0.188008,0.429501,-8.88157,664000,1098.5,0.251876,-0.0165124,648.215531458,0.104319,0.00169651,842.853,-35.1,0.00801536,202.873,6.280868046000251,201.036,-2.38813,27.392351150512695,2.7392351627349854,164,-0.564377,633.563052665,4484,0.561275,-0.941515
162.5366828790029,2.34669,-2.54976,26934.029026513886,2.97306,204.18,4.449346482000692,152.0061888479977,0.119831,845.183,292.885,0.00319346,19.9262,664000,-0.00157959,43.2356,-847.669,76.0509,0.439094,1074.92,-0.213169,0.521281,-8.02864,668000,1071.53,0.26152,-0.0120579,570.576495944,0.113981,0.00186444,839.402,-39.7313,0.00812038,209.965,6.081147549004527,172.215,-3.0455,29.72633171081543,2.972633123397827,165,-0.499087,536.08715376,4510,0.563622,-0.941742
162.3531756120101,2.15017,-2.55546,27096.3933009669,2.83546,187.434,4.567653890000656,151.6366763340011,0.112386,856.64,281.675,0.00321232,15.7781,668000,-0.00179127,72.3142,-855.115,73.027,0.451971,1078.1,-0.194576,0.505812,-16.3523,672000,1075.38,0.255164,-0.0114531,484.493820263,0.150381,0.00175461,849.375,56.0939,0.0102535,190.728,6.14884538800834,207.979,-2.41499,28.449270248413086,2.8449270725250244,166,-0.718422,536.000050863,4534,0.55487,-0.942436
163.36571791101596,2.41911,-2.42815,27259.949760098916,2.8985,218.318,4.5802649130018835,152.6028728099991,0.144769,846.146,312.225,0.00276474,18.8278,672000,-0.00273976,90.3126,-846.965,73.8796,0.439724,1100.15,-0.171608,0.473448,-8.63872,676000,1104.54,0.261793,-0.0308495,609.005314647,0.131346,0.00164365,841.245,-6.78521,0.00926238,223.35,6.182580188014981,64.6629,-2.76681,22.830881118774414,2.283088207244873,167,-0.645313,579.180983277,4559,0.549831,-0.939968
163.9941008480091,2.48455,-2.59691,27423.74061457992,2.99583,209.045,4.772531462000188,152.92931955200038,0.132345,850.509,261.244,0.00236105,27.0788,676000,-0.00090448,21.62,-852.49,101.443,0.466292,1069.55,-0.174197,0.450684,-12.2796,680000,1072.72,0.257195,-0.106663,717.788548529,0.125763,0.00131859,845.542,-62.2923,0.00769304,212.594,6.292249834008544,192.225,-3.60237,24.267269134521484,2.426727056503296,168,-0.469902,579.62467337,4583,0.542287,-0.97289
164.36793787700663,2.61453,-2.21437,27588.296516351922,2.70679,187.631,4.570882678999624,153.57029019699985,0.136891,864.815,256.098,0.00285541,11.2314,680000,-0.00203052,89.0197,-863.073,68.7523,0.448512,1102.42,-0.233918,0.476437,-7.41139,684000,1110.15,0.245087,-0.0215499,472.93355806,0.12235,0.00180303,861.185,191.884,0.0104069,188.543,6.226765001007152,198.806,-2.73518,26.07844352722168,2.607844352722168,169,-0.523645,573.630152295,4608,0.557556,-0.964548
164.21506586500618,2.56735,-2.43513,27752.11979952693,2.9972,196.226,4.76061668300099,153.30379959999846,0.111279,866.263,290.824,0.00308645,19.3411,684000,-0.00128288,62.951,-866.362,73.9058,0.462241,1126.13,-0.228367,0.505418,-8.92431,688000,1125.48,0.257619,-0.0344958,571.149273286,0.114521,0.00183129,860.868,-26.914,0.00870862,200.792,6.150649582006736,202.188,-2.6734,25.483753204345703,2.548375368118286,170,-0.549571,176.448015493,4636,0.567487,-0.943519
163.08032501599882,2.13656,-2.31511,27915.144209496928,2.6936,203.228,4.370866220000607,152.45116143700216,0.12745,863.075,238.013,0.00333001,15.2758,688000,-0.00210729,90.9038,-864.695,70.5261,0.451813,1091.63,-0.201093,0.458872,-9.23324,692000,1100.94,0.253954,-0.0132811,679.160055189,0.114514,0.0019038,860.286,-1.78968,0.0104161,203.718,6.25829735899606,203.825,-2.24458,26.250171661376953,2.6250171661376953,171,-0.707358,567.127833083,4660,0.546436,-0.942432
162.29278502699162,3.14137,-2.7599,28077.527350317923,3.01976,214.224,4.316226283001015,151.7595986519991,0.173773,849.133,264.544,0.00292801,19.0185,692000,-0.00395617,116.692,-852.387,77.8253,0.459553,1105.67,-0.221168,0.522069,-11.5492,696000,1104.82,0.27171,-0.00986458,645.368814039,0.117031,0.00193968,845.661,185.308,0.008384,215.306,6.216960091991496,161.518,-2.37445,25.703296661376953,2.5703296661376953,172,-0.676174,620.149182365,4685,0.562299,-0.93771
162.93258176700328,2.39713,-2.38605,28240.343339775925,2.84766,199.136,4.4082789570020395,152.260575712,0.180179,851.832,270.505,0.0033113,13.553,696000,-0.00171084,32.546,-854.953,74.6935,0.303001,1069.63,-0.254518,0.466026,-9.48114,700000,1073.62,0.258545,0.0282182,420.413670788,0.111074,0.00182128,845.744,118.293,0.00885765,203.031,6.2637270980012545,218.803,-3.01485,20.439319610595703,2.0439319610595703,173,-0.534961,592.674035621,4709,0.559191,-0.946564
161.8092330229956,3.32338,-2.60831,28402.233938602916,2.73756,210.779,4.293147979999048,151.30627759199706,0.109246,862.151,238.704,0.00319177,13.454,700000,-0.00180629,82.6025,-860.878,75.3339,0.410744,1092.62,-0.222874,0.441293,-8.37369,704000,1107.77,0.262601,0.0229189,692.515616669,0.0993382,0.00183132,857.537,189.8,0.0109947,211.833,6.209807450999506,157.114,-2.38782,29.92533302307129,2.9925334453582764,174,-0.627235,598.946520047,4738,0.55971,-0.937789
163.26873017099206,2.33623,-2.53285,28565.736365791912,2.79833,204.659,4.376226098000188,152.65162606299782,0.122275,887.062,279.461,0.0024996,16.265,704000,-0.00169341,36.2471,-883.279,103.507,0.471448,1124.91,-0.197667,0.438099,-11.0611,708000,1116.78,0.253068,-0.0270221,634.564987861,0.123826,0.00160535,876.159,-114.314,0.00851368,207.545,6.240878009994049,201.937,-2.86307,26.803707122802734,2.680370807647705,175,-0.49299,572.090442008,4763,0.568284,-0.950286
163.2508595230065,2.83862,-2.41218,28728.610548129924,2.95097,221.964,4.611899100000301,152.49012464200132,0.111395,871.611,243.799,0.00330242,13.3122,708000,-0.00382996,156.033,-868.639,64.3081,0.462259,1111.47,-0.239672,0.425105,-9.38726,712000,1110.01,0.266625,-0.0198035,510.631043167,0.138167,0.0020039,863.005,176.264,0.00845207,223.6,6.148835781004891,184.041,-2.60033,30.484607696533203,3.0484607219696045,176,-0.395288,389.216436847,4788,0.578203,-0.950094
163.58507421599643,2.61554,-2.38634,28892.54962957892,2.8777,221.001,4.236225018998084,153.14960989999963,0.119369,872.703,301.535,0.00334439,17.1622,712000,-0.000310455,78.1864,-871.528,69.8782,0.452454,1108.54,-0.216763,0.502603,-11.4449,716000,1125.06,0.250193,0.00856471,682.942060912,0.121481,0.00169397,864.971,3.62585,0.00917512,225.487,6.199239296998712,178.509,-3.35131,26.389476776123047,2.6389477252960205,177,-0.582687,599.878172402,4817,0.578267,-0.923719
162.0133338219821,2.88132,-2.57589,29054.107083060902,2.815,205.593,4.592211488998146,151.22677576099886,0.106105,887.716,264.282,0.00266084,17.37,716000,-0.00318095,104.79,-887.398,65.7095,0.467339,1120.23,-0.210663,0.454463,-8.66314,720000,1120.0,0.255774,-0.050425,635.098287989,0.118034,0.00205699,881.478,-12.6237,0.0117424,209.919,6.194346571985079,196.666,-2.19579,28.988479614257812,2.898848056793213,178,-0.471283,606.144747125,4841,0.566474,-0.954302
163.2034414150039,2.83085,-2.55003,29217.56919206591,3.00941,216.667,4.137704102002317,152.9273591609999,0.104113,884.071,331.807,0.00320767,13.9057,720000,-0.00116182,67.0603,-883.318,86.2996,0.444815,1110.3,-0.0921789,0.515401,-8.56345,724000,1115.58,0.273993,0.0125632,669.821332156,0.142168,0.00183187,876.468,-11.4638,0.0092308,221.686,6.138378152001678,190.055,-2.87453,29.529836654663086,2.9529836177825928,179,-0.405155,624.111013011,4867,0.582682,-0.952626
163.08704317299998,2.76003,-3.20667,29380.9698512879,2.99463,209.481,4.3981119759992,152.46400639600324,0.118379,893.924,279.979,0.00282651,20.5817,724000,-0.00221851,119.112,-895.871,84.4818,0.450859,1124.76,-0.209193,0.450699,-9.10715,728000,1131.61,0.271621,-0.0361106,657.614987479,0.124875,0.00193701,886.497,150.562,0.00928676,213.499,6.224924800997542,185.649,-2.85153,27.20830535888672,2.7208306789398193,180,-0.226538,662.226048002,4894,0.577963,-0.969911
163.30902476700794,2.73268,-3.01594,29543.94874609391,2.98315,216.053,4.713313107000431,152.46104552700126,0.113061,888.126,288.289,0.0023874,18.4212,728000,-0.00209769,68.9984,-890.593,75.7258,0.438328,1144.83,-0.178362,0.447149,-11.699,732000,1156.92,0.270158,-0.0360838,703.888619468,0.122321,0.00175942,884.245,-19.8019,0.0081949,218.472,6.134666133006249,173.234,-2.86173,26.578853607177734,2.6578853130340576,181,-0.440991,555.332139506,4921,0.57378,-0.954298
162.65261311599897,2.42864,-2.46856,29706.5626185219,2.85253,206.901,4.38479043100233,152.09443676000228,0.148368,894.572,327.922,0.00324789,17.3815,732000,-0.00121843,96.3676,-890.759,84.8906,0.464694,1154.92,-0.12757,0.43968,-9.35623,736000,1154.22,0.266992,-0.0276587,672.464153346,0.113539,0.00185857,886.121,13.6069,0.0106355,210.634,6.1733859249943634,194.201,-3.02342,27.731369018554688,2.773136854171753,182,-0.360302,617.269140573,4947,0.579163,-0.947785
162.86537081700226,2.59308,-2.60225,29869.292674265907,2.95722,217.8,4.348118341000372,152.35987296700114,0.105464,888.602,288.891,0.00270944,23.0529,736000,-0.00293076,107.626,-886.529,77.2446,0.462037,1130.99,-0.178923,0.456071,-8.07357,740000,1123.73,0.264407,-0.00383689,671.917169384,0.125122,0.00204301,880.056,-67.397,0.00920165,220.652,6.157379509000748,173.891,-3.32493,29.0782413482666,2.9078242778778076,183,-0.505294,631.381265691,4972,0.589319,-0.937972
163.62359560600817,2.70135,-2.98768,30032.82321733691,3.08525,209.025,4.214116700000886,153.21877894200225,0.0979847,873.625,386.165,0.00426873,19.8929,740000,-0.000443622,150.604,-876.394,112.516,0.450247,1115.02,-0.26676,0.532076,-9.85374,744000,1133.09,0.273753,0.0849291,606.273948798,0.109178,0.00165298,869.613,-63.1967,0.00845088,214.259,6.190699964005034,196.129,-3.55267,32.83980941772461,3.2839810848236084,184,-0.476797,658.374497885,4999,0.568973,-0.946292
163.1117442130053,2.88481,-2.37838,30196.003433571917,2.88166,200.761,4.1229184360017825,152.7606679240016,0.119028,857.569,425.801,0.00326586,19.992,744000,-0.00199809,63.6156,-856.825,96.6445,0.441288,1122.67,-0.148567,0.404388,-10.8693,748000,1132.68,0.26031,0.0118507,644.012278462,0.11697,0.00187104,852.038,4.90092,0.00907834,205.709,6.228157853001903,190.425,-2.64437,26.31477928161621,2.6314780712127686,185,-0.664579,648.473014017,5023,0.53226,-0.96677
162.9042221149939,3.0693,-2.25046,30358.91159734091,2.77512,191.774,4.192589180998766,152.45967710399782,0.118765,892.396,266.188,0.00321746,18.6686,748000,-0.00126899,31.7387,-894.043,77.1799,0.44743,1143.53,-0.231158,0.468645,-8.72056,752000,1141.02,0.244111,0.0435935,667.772953113,0.103053,0.00175233,888.714,169.968,0.00824089,193.069,6.251955829997314,183.695,-2.75956,26.383848190307617,2.6383848190307617,186,-0.417336,644.58601115,5048,0.568287,-0.96709
162.92184458998963,2.11383,-2.54181,30522.139814938906,2.79423,201.108,4.198328614002094,152.5182429569977,0.107185,903.503,271.817,0.00280535,14.3424,752000,-0.00225621,89.5044,-904.757,68.9548,0.440083,1148.48,-0.16887,0.441738,-10.1315,756000,1167.81,0.258041,-0.0410472,594.394971916,0.115761,0.00170818,898.586,-82.5085,0.0104016,203.926,6.205273018989828,186.846,-3.47014,27.395946502685547,2.7395946979522705,187,-0.332007,641.512407781,5073,0.57542,-0.983687
163.39724922000823,3.20674,-2.39749,30685.39285233091,2.97582,189.831,4.506348689999868,152.78626597499897,0.106689,924.729,305.62,0.00349692,18.0683,756000,-0.000978328,91.8403,-926.114,97.6376,0.44169,1182.55,-0.246736,0.547089,-9.65243,760000,1172.39,0.256249,-0.0254985,622.7112333,0.13505,0.0017468,917.361,-20.6924,0.00978077,195.255,6.1046345550093974,184.274,-3.06381,30.111618041992188,3.0111618041992188,188,-0.260927,637.724928425,5099,0.587395,-0.971395
162.8047087260129,2.4844,-2.67665,30848.122175806926,3.11585,199.096,4.3641004279998015,152.00780143000156,0.117305,893.554,336.98,0.00251642,23.2724,760000,-0.000534294,19.4431,-895.045,102.97,0.458159,1109.83,-0.161543,0.443638,-9.93521,764000,1114.22,0.257563,-0.0544509,668.254130343,0.115027,0.00147656,888.183,-25.2826,0.00734677,206.685,6.432806868011539,177.389,-3.10182,25.128128051757812,2.512812852859497,189,-0.321767,650.187918208,5123,0.565456,-0.978099
162.12446554998314,2.74585,-2.73288,31010.476565439913,2.91734,208.321,4.290210431005107,151.67588912000065,0.114056,919.462,284.67,0.00331303,17.4786,764000,-0.00265294,150.737,-920.436,66.5496,0.469656,1169.12,-0.246235,0.459828,-10.5851,768000,1168.2,0.256115,-0.0114279,559.246332276,0.119023,0.00197028,911.883,-51.0767,0.00921036,212.812,6.158365998977388,102.255,-3.92434,30.456722259521484,3.0456721782684326,190,-0.372702,658.9428452,5148,0.583066,-0.943311
163.488556360011,2.87507,-2.86776,31173.682290066918,2.5906,216.251,4.521830334997503,152.7072768529979,0.125512,910.48,259.904,0.00262452,13.5535,768000,-0.00268215,92.3502,-907.76,92.4476,0.445944,1173.23,-0.197359,0.469143,-8.34898,772000,1182.12,0.254774,-0.0657185,707.059661029,0.163001,0.00194398,900.624,-32.0051,0.00961544,218.522,6.259449172015593,37.3498,-2.15383,28.06995964050293,2.8069961071014404,191,-0.556421,634.356113071,5174,0.564448,-0.949472
162.99526239498664,2.91139,-2.57751,31337.27918181389,2.92561,203.75,4.24092513499636,152.47055392300535,0.134554,934.519,330.834,0.00295672,14.5131,772000,-0.00289247,78.4146,-933.554,98.0573,0.448435,1145.59,-0.150546,0.442789,-9.91597,776000,1151.38,0.262973,-0.0153173,509.787085455,0.101274,0.00202453,925.952,-14.4469,0.010051,207.13,6.283783336984925,169.518,-2.43893,25.65038299560547,2.5650384426116943,192,-0.322415,671.57957153,5200,0.592578,-0.953431
163.62428574301157,2.34291,-2.52694,31500.6878012989,2.8646,221.012,4.844430345998262,152.58978385099908,0.0919446,911.113,570.556,0.00259758,12.9905,776000,-0.00189618,55.6849,-914.628,92.6884,0.448047,1177.53,-0.212825,0.536408,-10.2014,780000,1178.42,0.270926,-0.0220431,540.583929073,0.10271,0.00170019,907.656,3.84391,0.00999789,225.572,6.190071546014224,150.799,-2.33403,28.188928604125977,2.8188929557800293,193,-0.279706,601.12265134,5225,0.583975,-0.950696
163.67836249700485,1.94351,-2.51599,31664.0065421629,2.90671,213.084,4.630726597999455,152.9662104070012,0.115415,931.016,309.665,0.00233546,23.6378,780000,-0.00251776,168.853,-929.309,85.993,0.4522,1164.9,-0.144065,0.461301,-8.97911,784000,1159.4,0.261191,-0.0936721,647.298449503,0.108839,0.00169282,923.922,150.004,0.00860617,217.126,6.0814254920042,175.871,-3.88795,28.37744140625,2.8377442359924316,194,-0.331015,682.782923284,5251,0.578972,-0.94919
162.74977913799376,2.68843,-2.50516,31826.713753574866,2.84491,213.387,4.2728771370020695,152.33156596100162,0.126918,925.775,398.453,0.00286245,16.6375,784000,-0.0028333,141.409,-925.689,81.8733,0.449176,1186.65,-0.217443,0.448998,-10.3297,788000,1185.4,0.262848,-0.0225415,513.390401248,0.101551,0.00208721,920.892,-9.94956,0.00942623,216.76,6.14533603999007,59.5607,-2.63327,25.427915573120117,2.5427916049957275,195,-0.303426,607.972885505,5276,0.57727,-0.96717
161.66982613398432,3.64737,-2.45336,31988.754121035872,2.96293,204.199,4.232115236998652,151.166243493004,0.122504,902.583,363.018,0.00287726,18.8713,788000,-0.00249752,78.5274,-903.122,111.87,0.393122,1175.18,-0.149091,0.328644,-9.08334,792000,1176.14,0.260436,-0.0316439,614.688158973,0.0818075,0.00177512,894.687,-36.4746,0.00871464,207.721,6.27146740398166,-5.61689,-2.35253,23.359926223754883,2.3359925746917725,196,-0.205847,648.228026499,5301,0.576166,-0.973939
164.4295721449962,3.03617,-2.46309,32152.873773077863,2.8238,214.933,4.604540222004289,153.65956011899834,0.078356,931.642,294.604,0.00327281,19.6737,792000,-0.00366414,89.6556,-928.789,91.781,0.452389,1186.15,-0.150066,0.422847,-7.78451,796000,1185.06,0.26317,0.00639728,469.571667213,0.0832571,0.00189501,921.868,35.4465,0.0104359,217.805,6.165471803993569,177.777,-2.31048,32.47603988647461,3.2476041316986084,197,-0.25381,659.119333265,5325,0.580734,-0.971871
162.38256024998554,2.65372,-2.73449,32315.322288881853,3.08463,226.893,4.296596167994721,151.91561130600167,0.0996532,930.754,271.819,0.00306549,18.8312,796000,-0.00222816,98.3693,-934.172,101.19,0.462063,1184.26,-0.19483,0.547383,-9.0568,800000,1192.43,0.288523,0.00232474,729.783350487,0.103134,0.0020738,922.755,-21.3037,0.0104916,234.546,6.1703527759891585,185.318,-3.63487,33.81556701660156,3.381556749343872,198,-0.0561903,611.261939085,5350,0.599603,-0.956874
163.31065698301973,2.55137,-2.61307,32478.79380787488,2.59403,224.097,4.3642003089989885,152.71319271699758,0.109754,925.203,351.274,0.00263714,17.0815,800000,-0.00230163,131.324,-926.275,74.7518,0.447698,1159.78,-0.181596,0.454265,-10.693,804000,1169.1,0.251493,-0.0109995,736.115264849,0.0952542,0.00190821,920.948,12.8727,0.00865225,225.993,6.233263957023155,155.539,-2.02111,28.5218448638916,2.852184534072876,199,-0.42662,620.980426609,5378,0.564095,-0.952256
