Epoch Time (s),Policy mu Max,Policy log std Min,Total Train Time (s),Log Pis Std,V Predictions Std,(Previous) Eval Time (s),Train Time (s),Z variance train,V Predictions Mean,QF Loss,R Predictions Mean,Log Pis Max,Number of train steps total,R Predictions Min,RF Loss,Policy Loss,VF Loss,Z mean eval,V Predictions Max,Policy log std Max,Z mean train,Log Pis Min,Number of env steps total,Q Predictions Max,Policy log std Std,Policy mu Mean,AverageReturn_all_train_tasks,Z variance eval,R Predictions Std,Q Predictions Mean,Q Predictions Min,R Predictions Max,Q Predictions Std,Sample Time (s),V Predictions Min,Policy mu Min,KL Divergence,KL Loss,Epoch,Log Pis Mean,AverageReturn_all_test_tasks,Number of rollouts total,Policy mu Std,Policy log std Mean
161.98292765500037,2.45199,-1.90421,1776.9110256430004,2.3132,21.8345,4.5867176200004,151.15253687400036,0.0862998,249.589,192.452,0.00339753,14.371,44000,-0.00137691,16.827,-246.377,55.5729,0.507754,325.766,-0.281575,0.564904,-12.7782,48000,326.358,0.159364,-0.0066432,101.060035018,0.138263,0.00203815,244.717,-42.8726,0.0098236,29.086,6.243673160999606,122.904,-2.29294,24.8413028717041,2.484130382537842,10,-1.61574,107.897581052,447,0.485641,-0.867335
161.28676247099975,2.08966,-1.97245,1938.0717465149996,2.20489,28.8962,4.470602190999671,150.58201699899973,0.163198,266.557,96.2812,0.00349475,13.7076,48000,-0.000958398,19.3305,-264.557,42.8404,0.662405,353.494,-0.25937,0.675901,-8.69603,52000,352.762,0.158831,0.00149976,116.016639119,0.163652,0.00194951,262.307,-3.46592,0.00896241,32.9648,6.2341432810003425,115.304,-2.31939,24.653892517089844,2.4653892517089844,11,-1.55564,138.355762265,476,0.475434,-0.859285
161.87369469399846,2.51898,-1.88057,2099.9418430019978,2.34296,27.0869,4.345213908999995,151.3597686070002,0.154893,277.019,130.765,0.0030849,13.2236,52000,-0.00196088,15.7259,-277.575,42.6279,0.587323,350.386,-0.316045,0.622322,-9.26966,56000,348.772,0.158971,0.0122137,168.84844552,0.145954,0.00197851,274.393,-58.2221,0.00936323,35.4936,6.168712177998259,84.3204,-2.56338,28.147581100463867,2.814758062362671,12,-1.6068,163.077562832,506,0.486178,-0.859328
160.93073456800175,1.95145,-2.33233,2260.8514952789983,2.22981,28.5756,4.34189786800016,150.4115933610001,0.10312,276.14,217.492,0.00349173,15.557,56000,-0.00237859,10.2876,-276.653,89.0244,0.517521,342.061,-0.340809,0.709624,-9.51838,60000,352.429,0.161162,0.00900115,177.522070129,0.138844,0.00219534,272.863,-66.9683,0.00994544,40.5022,6.177243339001507,87.8339,-2.16726,29.155670166015625,2.91556715965271,13,-1.72321,136.851814679,536,0.456974,-0.878965
161.46085390999815,2.24829,-1.86372,2422.360981789998,2.1307,29.5457,4.321196052999767,150.98813823900036,0.111425,287.462,133.253,0.00354555,10.4307,60000,-0.00245912,15.4493,-288.452,42.4705,0.560011,394.005,-0.38494,0.857296,-10.5237,64000,380.319,0.14757,-0.0122198,163.360737326,0.146289,0.00207551,280.807,-39.0381,0.00945335,35.4878,6.151519617998019,58.7911,-2.17642,36.43531799316406,3.6435317993164062,14,-1.60375,149.625687376,565,0.456777,-0.882586
161.7873305030007,2.202,-1.94116,2584.066844060996,2.29482,27.6084,4.370422574999793,151.24244840000028,0.139129,280.968,101.836,0.00265892,14.9822,64000,-0.00150375,9.96452,-280.984,42.0398,0.653916,350.811,-0.285313,0.488842,-11.4892,68000,354.725,0.152875,-0.0606371,203.881298182,0.14914,0.00176344,276.842,-27.9974,0.00910578,33.9279,6.174459528000625,114.691,-2.36987,20.36471939086914,2.0364720821380615,15,-1.91827,165.701050676,591,0.457239,-0.843776
161.7617465980029,3.76256,-2.14337,2746.1448075439994,2.50861,29.8597,4.289403814999787,151.32497742899977,0.120867,275.942,161.855,0.00333497,25.9441,68000,-0.00266443,12.6909,-276.407,42.7329,0.672171,364.142,-0.329611,0.482359,-9.80261,72000,360.789,0.159442,0.0216185,129.421078487,0.171718,0.00201198,270.467,-38.9231,0.00969656,41.2242,6.147365354003341,74.7552,-2.96022,28.035171508789062,2.8035171031951904,16,-1.57789,162.14477985,621,0.45246,-0.884537
162.100213247998,2.36764,-2.10763,2908.0156392809995,2.39868,30.8423,4.606034202000046,151.23091401699912,0.172439,304.19,130.245,0.00263243,14.028,72000,-0.00274411,16.844,-303.398,40.3406,0.669043,378.818,-0.39179,0.664022,-9.39515,76000,378.56,0.151515,-0.0132298,142.929027031,0.177989,0.00196087,298.37,-24.6473,0.00971864,41.8142,6.2632650289988305,75.5437,-2.98686,24.65850067138672,2.4658501148223877,17,-1.78939,156.516421522,648,0.466231,-0.846674
161.77581143599764,2.83415,-2.03159,3069.659895818996,2.28947,30.7642,4.376945302000422,151.2519806599994,0.16047,296.889,127.873,0.00292398,15.2286,76000,-0.00131851,13.224,-292.376,63.874,0.607986,365.827,-0.450834,0.571768,-9.38893,80000,367.484,0.151122,-0.0162542,179.234039604,0.168173,0.0020183,288.424,7.41228,0.0104057,37.4104,6.146885473997827,101.831,-2.3056,27.759910583496094,2.775991201400757,18,-1.633,155.789220693,677,0.454077,-0.875937
161.55530928000007,1.93383,-1.65838,3231.3297012589965,1.96071,32.2472,4.245936897999854,151.13197547600066,0.147849,279.797,125.608,0.00352184,6.31389,80000,-0.00192073,13.4871,-283.721,55.8347,0.529721,383.376,-0.365203,0.443472,-9.16509,84000,396.824,0.134339,-0.0256915,242.345899049,0.164133,0.00204596,281.522,-23.131,0.0101633,35.2269,6.177396905999558,139.443,-2.11844,25.69507598876953,2.569507598876953,19,-1.9126,188.585913356,709,0.425851,-0.864722
161.81094997099808,2.61976,-2.12833,3392.949483943993,2.04338,31.9843,4.361179671000173,151.22687300399957,0.167695,297.081,159.652,0.0026983,12.0055,84000,-0.00227166,14.5179,-296.824,42.2255,0.55373,403.875,-0.307576,0.547113,-7.03747,88000,403.123,0.145457,-0.01949,170.226639954,0.171174,0.00204005,296.718,26.779,0.0100476,36.9256,6.222897295998337,132.981,-1.98321,24.45160484313965,2.4451606273651123,20,-1.77169,194.99313358,737,0.442541,-0.850882
160.6137669509999,2.3001,-1.71542,3553.8472789879943,2.1101,28.7195,4.170251652999468,150.23202182600016,0.171448,311.07,126.219,0.00267385,11.5545,88000,-0.00138559,12.439,-309.975,40.5844,0.596388,399.19,-0.446576,0.563952,-10.5444,92000,386.161,0.13841,-0.0232098,171.979854485,0.179615,0.00193234,305.084,45.8018,0.011998,31.6591,6.211493472000257,190.919,-2.3454,24.46068572998047,2.446068525314331,21,-1.78953,155.555205552,766,0.441808,-0.856869
163.36448618199847,2.05319,-2.03648,3717.245068061994,2.41195,33.4194,4.4549607689996265,152.71612737000032,0.17438,304.158,140.482,0.00324696,17.8179,92000,-0.00177116,12.0828,-304.182,51.4312,0.558664,392.547,-0.443793,0.58491,-9.25216,96000,387.758,0.155526,-0.014253,180.150970639,0.168094,0.00198541,297.746,-37.2443,0.00883465,40.3448,6.193398042998524,112.46,-1.97801,30.186931610107422,3.018693208694458,22,-1.71408,174.81488627,792,0.441323,-0.874123
161.50441819899788,1.95868,-1.77025,3878.5799385519913,2.11991,31.8205,4.488641789999747,150.97501504200045,0.177856,307.378,134.824,0.00352339,10.4305,96000,-0.00225403,15.1137,-306.856,49.1209,0.545968,404.674,-0.459327,0.611978,-10.7541,100000,401.515,0.145856,-0.0119336,149.994812661,0.174967,0.00205891,300.841,-42.8048,0.010177,37.9488,6.040761366997685,115.212,-1.968,34.487876892089844,3.4487876892089844,23,-1.70402,182.390613065,820,0.437246,-0.886625
161.14596533999884,1.81202,-1.72289,4039.6911711799885,2.11497,31.628,4.319531314999949,150.5830940470005,0.17483,312.205,102.46,0.00289291,9.51246,100000,-0.00189191,11.9465,-313.48,42.1316,0.533898,424.981,-0.424059,0.534396,-9.6623,104000,416.331,0.147947,-0.0467632,158.514437784,0.176401,0.00184775,308.59,28.2719,0.010612,36.1067,6.243339977998403,195.823,-1.91163,26.74065399169922,2.674065351486206,24,-1.74259,191.413248394,846,0.431581,-0.876725
160.7395891949982,1.93674,-1.69495,4200.608393119986,1.99188,34.406,4.285389583999859,150.24742152900035,0.181065,304.195,118.764,0.00346552,10.1228,104000,-0.00211953,14.6233,-302.17,43.4862,0.533815,406.56,-0.478355,0.568129,-10.7327,108000,402.754,0.137703,-0.00535466,172.585778574,0.179574,0.00188253,300.236,-17.2872,0.00916019,40.0554,6.206778081997982,176.263,-1.74804,28.156352996826172,2.8156354427337646,25,-1.77783,177.252820998,874,0.413706,-0.896492
161.89071225299995,2.04257,-1.88821,4362.453574016987,2.15106,34.9311,4.463651468000535,151.18335028299953,0.176478,305.901,103.208,0.0033708,13.2256,108000,-0.000967205,12.3599,-308.668,39.3944,0.534164,404.901,-0.442498,0.495229,-8.64418,112000,420.285,0.145296,-0.0183551,204.444237163,0.178044,0.0021426,304.901,-15.8415,0.00941969,38.5146,6.243710501999885,161.288,-2.26095,27.658254623413086,2.7658255100250244,26,-1.69006,169.305668399,903,0.40426,-0.904436
160.70130596500076,1.92723,-1.75188,4523.4951743939855,2.1278,35.2174,4.41843031999997,150.25334434100023,0.180274,325.565,130.079,0.00285134,11.9625,112000,-0.00277282,10.967,-323.81,44.6041,0.539263,425.0,-0.260914,0.529739,-10.0427,116000,423.154,0.143149,-0.0299134,201.932563221,0.181205,0.0019104,319.435,29.5092,0.0113022,37.9859,6.029531304000557,209.83,-2.06622,28.434585571289062,2.843458652496338,27,-1.81006,174.302303776,931,0.424184,-0.880368
161.1637843410008,2.3931,-2.10606,4684.581497301987,2.2541,40.2919,4.759478848000072,150.22315269299997,0.16755,315.217,144.052,0.00371386,19.8673,116000,-0.00155174,17.8001,-314.226,40.0202,0.537607,410.856,-0.43279,0.465983,-9.62011,120000,405.682,0.148147,0.0311083,252.094987214,0.188629,0.00200278,314.138,14.1366,0.0121616,42.458,6.181152800000746,81.1661,-3.24333,29.22970962524414,2.92297101020813,28,-1.67549,183.565413019,959,0.415474,-0.905216
164.06959305099917,2.00224,-1.79772,4848.747796499986,1.9833,38.5852,4.682464907999929,153.0926179170001,0.187941,328.705,109.401,0.00281174,11.7345,120000,-0.00106843,12.4203,-329.223,41.7349,0.548442,417.27,-0.35283,0.535474,-9.62911,124000,423.129,0.143696,-0.0301251,222.310949029,0.197767,0.00179804,324.734,1.56348,0.00921132,42.6924,6.294510225999147,191.802,-1.90693,24.955591201782227,2.4955592155456543,29,-1.74776,182.349527121,989,0.415361,-0.883705
161.4806466379996,2.48279,-1.85652,5010.025325589985,2.05896,47.1112,4.779614119999678,150.55833230699955,0.192663,328.449,136.667,0.00378567,13.6647,124000,-0.00145479,13.1494,-328.335,47.7758,0.522746,452.182,-0.387013,0.500976,-9.60058,128000,457.113,0.145795,-0.0121839,182.194294434,0.191982,0.00201396,325.585,-23.1806,0.0116894,48.6319,6.142700211000374,119.375,-1.80636,31.203704833984375,3.120370626449585,30,-1.86783,188.312916438,1017,0.415307,-0.894582
161.9852634259978,1.99786,-1.75997,5172.075540435984,2.18995,44.8578,4.577191636999487,151.17619363199992,0.180919,337.251,115.453,0.00276842,8.59822,128000,-0.00139594,14.0102,-338.489,41.9899,0.519555,462.741,-0.307515,0.475947,-12.3804,132000,453.551,0.148645,-0.0269738,299.616622816,0.195738,0.00189208,335.231,-18.4658,0.0102713,48.6373,6.231878156998391,189.524,-2.03046,25.5052490234375,2.550524950027466,31,-1.92131,182.107447963,1046,0.42654,-0.873931
162.45751441499942,2.52115,-2.11843,5334.246130531983,2.40478,47.0146,4.642814171000282,151.64470925000023,0.171102,336.636,124.491,0.00316923,23.3747,132000,-0.00211307,17.1037,-338.003,37.6052,0.542826,446.754,-0.437285,0.528669,-14.9901,136000,458.436,0.154087,-0.0032957,267.901540956,0.205158,0.0020122,332.818,-0.238286,0.010043,49.9508,6.169990993998908,51.0793,-2.21893,27.955352783203125,2.7955353260040283,32,-1.82341,174.136131584,1072,0.42051,-0.892783
161.0961979549993,2.28652,-1.90242,5495.5458009439835,2.2495,51.0242,4.356343641999956,150.70835245299986,0.194036,337.02,123.719,0.00308961,13.3584,136000,-0.00141396,19.7472,-334.586,48.1017,0.503786,446.014,-0.242221,0.512297,-11.3091,140000,450.263,0.147203,-0.0295075,235.447690539,0.194447,0.00179474,332.58,9.53205,0.00804656,55.1071,6.03150185999948,65.1588,-2.13161,23.78139877319336,2.3781399726867676,33,-1.8236,194.85321487,1100,0.41272,-0.888001
162.32089324799836,2.49336,-1.83456,5658.336656252982,2.3102,46.0585,4.560550171000614,151.4661770319999,0.20865,355.823,155.482,0.00271539,18.9148,140000,-0.00250075,16.7554,-356.344,44.9599,0.497783,455.851,-0.362894,0.543086,-10.358,144000,461.656,0.148195,-0.00389367,122.176780138,0.19718,0.00205087,351.367,-53.9131,0.0106563,50.5603,6.294166044997837,185.198,-2.57005,26.215303421020508,2.621530294418335,34,-1.7194,182.558203381,1126,0.433957,-0.893828
162.77516072300023,3.05297,-2.52257,5820.90594050598,2.21333,49.6591,5.031243544000063,151.595184367,0.199525,345.313,118.979,0.00307254,13.9125,144000,-0.00260028,15.1081,-345.975,35.7463,0.494829,456.338,-0.365669,0.507927,-10.2605,148000,452.302,0.151658,0.00713921,118.841594454,0.197393,0.00210897,341.606,-30.427,0.0103646,52.2072,6.148732812000162,28.4669,-2.03248,27.475778579711914,2.7475779056549072,35,-1.76415,191.822567211,1153,0.410394,-0.901796
161.9792733380009,1.83419,-2.01209,5982.420371476982,2.31968,43.66,4.825905747999968,150.94427459500002,0.205329,364.794,112.193,0.00247892,13.6431,148000,-0.00227897,15.083,-364.227,36.2461,0.506358,473.291,-0.364523,0.508333,-9.45978,152000,477.366,0.148188,-0.042397,143.628950934,0.202791,0.00171729,359.573,-7.68288,0.00809849,48.0025,6.209092995000901,167.671,-2.6868,23.634937286376953,2.3634936809539795,36,-1.68559,197.832945767,1180,0.424707,-0.904427
162.96088018500086,2.89976,-2.20333,6145.288185265982,2.6863,58.6781,4.361469505000059,152.43570893000015,0.200646,334.166,155.882,0.00336384,25.0243,152000,-0.00199595,17.3009,-335.452,46.6467,0.466935,460.449,-0.244601,0.427007,-9.52329,156000,462.839,0.157585,0.00509373,257.552681035,0.203729,0.00201504,331.815,-40.2017,0.00849366,63.2267,6.163701750000655,31.1898,-3.09303,25.233985900878906,2.5233986377716064,37,-1.76737,253.481039121,1208,0.418791,-0.902016
161.64818767699853,1.90504,-2.15538,6307.057786791979,2.1241,56.2412,4.269094717999906,151.26328930199907,0.204279,360.785,170.49,0.00311338,12.5554,156000,-0.0032548,25.4498,-362.342,47.8548,0.502972,461.585,-0.33286,0.470375,-9.44233,160000,463.875,0.148457,-0.00805811,219.9235047,0.212454,0.00191281,358.067,-15.9816,0.00885424,58.7214,6.11580365699956,20.5083,-2.45831,28.72076416015625,2.8720765113830566,38,-1.86636,222.415316922,1235,0.403404,-0.900043
163.2610785209945,2.66135,-2.17903,6470.291005721977,2.31474,55.1379,4.391227950998655,152.74631613599922,0.244314,325.667,310.087,0.0028984,18.0037,160000,-0.00169719,13.8826,-324.111,81.269,0.49101,467.309,-0.388641,0.146647,-9.67479,164000,487.691,0.149317,0.010496,177.678876512,0.207252,0.00196243,322.342,-176.548,0.00925993,60.9405,6.1235344339966105,39.1185,-3.20597,14.735006332397461,1.4735006093978882,39,-2.00558,201.464837579,1265,0.369063,-0.899055
162.08306763600376,2.33918,-1.98398,6632.270219339977,2.37846,54.4817,4.363891531998888,151.59372709800118,0.218764,378.55,180.158,0.00278276,23.0417,164000,-0.00202539,23.597,-377.406,54.7714,0.490998,495.003,-0.372397,0.512745,-11.6677,168000,498.176,0.150266,-0.0134011,272.304290604,0.203535,0.00199887,373.98,-13.1594,0.0119568,57.5045,6.1254490060036915,75.3792,-3.2808,24.928638458251953,2.492863893508911,40,-1.69735,263.163879525,1292,0.423078,-0.899026
161.56120682999972,2.34934,-1.81579,6793.802036980976,2.19095,62.5726,4.260658315999535,151.13323843500075,0.216113,359.23,172.756,0.00346989,15.2027,168000,-0.00189354,15.7793,-358.852,43.8533,0.470561,484.35,-0.345026,0.445366,-9.85195,172000,490.008,0.153469,0.00863839,333.46248012,0.198596,0.00190758,353.821,-75.9065,0.0099701,67.8892,6.167310078999435,146.939,-3.30877,25.19207000732422,2.519207000732422,41,-1.79074,267.645008978,1323,0.401031,-0.907295
