Q Predictions Mean,AverageReturn_all_test_tasks,Train Time (s),KL Loss,Epoch,R Predictions Mean,(Previous) Eval Time (s),QF Loss,R Predictions Max,V Predictions Min,Number of env steps total,R Predictions Min,Sample Time (s),Policy Loss,Log Pis Max,Q Predictions Min,Epoch Time (s),Total Train Time (s),Number of rollouts total,Z mean train,Z variance train,VF Loss,Z mean eval,R Predictions Std,Log Pis Std,KL Divergence,Z variance eval,Policy log std Max,Policy mu Std,Log Pis Mean,AverageReturn_all_train_tasks,Policy log std Mean,Policy mu Max,V Predictions Max,Q Predictions Max,Q Predictions Std,V Predictions Mean,Number of train steps total,Policy log std Std,V Predictions Std,Policy log std Min,RF Loss,Policy mu Mean,Log Pis Min,Policy mu Min
2052.46,1263.94971833,74.16434424600084,6.931440830230713,123,0.00630419,4.02535792100025,237.804,0.0151726,73.4396,1244000,-0.000773582,10.208328708000408,-2064.06,12.7803,61.5814,88.3980308750015,11025.599849109958,7460,1.39114,0.0258021,106.549,1.59565,0.00253125,3.61662,69.31440734863281,0.0203777,-0.0222213,1.15618,2.55059,1233.06971514,-0.662098,2.77203,2751.34,2749.36,510.898,2061.15,248000,0.294378,498.042,-2.31012,490.012,-0.158791,-8.01649,-2.82608
2060.34,1298.20484386,74.80433527599962,8.527302742004395,124,0.00659519,3.9886299970003165,250.6,0.013796,63.0795,1254000,-0.000595053,10.528472450008849,-2074.23,14.1753,60.7481,89.32143772300878,11114.962080212965,7520,1.42712,0.0237195,185.687,1.36484,0.00248219,3.26795,85.27302551269531,0.0229002,-0.0191529,1.16321,2.31735,1328.85787389,-0.655686,2.618,2955.73,2956.97,527.86,2067.76,250000,0.305317,514.201,-2.30799,466.576,-0.128555,-8.05591,-3.01048
2092.67,1290.05935962,74.42839735899906,8.820157051086426,125,0.00673972,4.030772379999689,299.732,0.0137635,69.2255,1264000,0.000328748,10.258011775995328,-2106.98,11.6599,69.8354,88.71718151499408,11203.70636935696,7580,1.62304,0.0284273,134.394,1.5156,0.00231062,3.47505,88.20156860351562,0.0202519,0.0753918,1.17664,2.70773,1295.78438389,-0.674124,3.02963,2904.62,2924.67,527.128,2102.85,252000,0.307896,514.214,-2.34636,542.448,-0.117699,-6.34559,-3.07319
2298.55,1295.19647144,75.66699642999993,8.885263442993164,126,0.00664297,4.059155256998565,400.501,0.0145916,77.9077,1274000,-0.000742776,10.393729104003796,-2306.65,15.4814,69.4006,90.11988079100229,11293.874320295967,7640,1.45652,0.0567048,242.579,1.57685,0.00231764,3.72212,88.85263061523438,0.0248292,0.344263,1.22393,2.83472,1315.42619243,-0.630789,3.24426,3097.21,3081.85,559.476,2316.95,254000,0.298714,551.115,-2.29046,510.905,-0.112803,-7.82572,-3.61375
2362.11,1248.0669913,74.6620634209994,7.195014476776123,127,0.00653801,4.108551367999098,202.426,0.0144149,73.2901,1284000,-0.00035794,10.490664292990914,-2371.67,14.1302,75.5941,89.26127908198941,11383.074930480956,7700,1.6028,0.0191281,89.1758,1.04427,0.00237409,3.76752,71.95014190673828,0.0198097,-0.00383383,1.22435,2.94995,1323.46387625,-0.644513,3.25477,2958.63,2975.24,472.522,2368.27,256000,0.290565,460.742,-2.40255,548.208,-0.133144,-7.4728,-2.76204
1854.8,1304.38669943,75.07662597800118,6.5455145835876465,128,0.00592979,4.0490522630007035,397.385,0.0128747,64.5477,1294000,-0.000520171,10.373633279994465,-1866.08,11.5547,59.0684,89.49931152099634,11472.551403255953,7760,1.21893,0.0241168,184.653,1.81602,0.00221903,3.2299,65.45514678955078,0.0247952,0.029876,1.09798,2.0428,1301.98095006,-0.664716,2.49358,2620.0,2618.66,510.627,1872.48,258000,0.293218,499.087,-2.38664,297.566,-0.122779,-9.24144,-2.47645
2206.24,1244.76984561,73.98632084400015,9.966686248779297,129,0.00643836,4.027822371999719,283.208,0.0145703,79.0645,1304000,-0.00044846,10.23923262500648,-2216.22,17.0927,82.429,88.25337584100635,11560.819324322958,7820,1.34497,0.0459336,96.5945,1.56932,0.00246089,3.76615,99.66686248779297,0.0231639,0.0697036,1.22925,3.00431,1286.46537101,-0.625277,3.36393,3031.61,3035.59,508.178,2219.61,260000,0.30213,495.273,-2.54794,490.501,-0.192917,-9.85071,-3.35237
2202.74,1309.31567071,74.55632210799922,7.735079288482666,130,0.00616074,4.043638418001137,217.84,0.0154118,70.9954,1314000,-0.00123954,10.579047497009014,-2213.44,13.7221,65.0444,89.17900802300937,11649.953681150968,7880,1.58298,0.0240127,85.1163,1.37946,0.0025263,3.70066,77.35079193115234,0.0289949,0.0170001,1.18635,2.53275,1309.08675599,-0.63728,2.60926,2828.99,2842.43,479.747,2214.94,262000,0.291353,466.818,-2.35659,462.981,-0.126819,-8.72464,-2.70809
2248.24,1183.52418237,75.64175721100037,7.904443264007568,131,0.00630712,4.000002115000825,275.845,0.0135104,69.457,1324000,-0.00164157,10.466424124992045,-2261.5,13.7154,47.988,90.10818345099324,11740.131241717963,7940,1.36409,0.0477965,80.0605,1.35747,0.00251102,3.62793,79.04443359375,0.024014,0.0805713,1.199,2.68715,1189.11017969,-0.653593,2.96924,3052.91,3064.79,571.753,2262.23,264000,0.285954,558.058,-2.19108,472.43,-0.119863,-9.50423,-2.63815
2332.28,1302.2794235,74.33109844699902,7.385134220123291,132,0.00654039,4.070754035999926,1681.3,0.0136462,67.6526,1334000,-0.000374947,10.331904515998758,-2354.88,14.1344,37.8791,88.7337569989977,11828.797825496958,8000,1.24238,0.0447682,1344.45,1.63912,0.00238743,3.70776,73.8513412475586,0.0217594,0.0318535,1.25715,2.99763,1325.86236177,-0.607674,2.93825,3079.4,3024.83,501.839,2386.09,266000,0.269818,500.243,-2.28902,549.281,-0.124034,-9.75491,-3.63174
2089.84,1299.51723092,74.4396505170007,6.895312786102295,133,0.00606086,4.004896956999801,311.762,0.0130637,73.2167,1344000,-0.00191201,10.500245354995059,-2102.38,16.0046,60.3437,88.94479282899556,11917.724038134955,8060,1.48703,0.0212995,145.661,1.57325,0.00228477,3.39526,68.953125,0.0274369,-0.0293944,1.15774,2.39258,1303.85988341,-0.660265,3.21192,2715.81,2719.58,463.727,2099.85,268000,0.289009,450.665,-2.40282,322.973,-0.117895,-7.04271,-3.44886
2361.63,1323.03363393,74.54071909900085,9.000064849853516,134,0.00653066,3.988033704999907,399.728,0.0172073,72.8153,1354000,-0.000952729,10.429278646006424,-2370.16,13.8841,60.1888,88.95803145000718,12006.73529866596,8120,1.42128,0.0489258,117.575,1.51499,0.00264936,3.52019,90.00064849853516,0.0196562,0.122068,1.21723,2.92158,1358.79847492,-0.654089,2.86833,3138.96,3141.99,536.194,2375.17,270000,0.300653,522.669,-2.63295,607.478,-0.176815,-7.6928,-3.2452
2190.76,1323.62338994,74.41563507799947,7.293142795562744,135,0.00621333,4.041897709001205,277.034,0.0135037,57.0152,1364000,-0.00130239,10.41901393700391,-2201.77,13.8738,73.9776,88.87654672400458,12095.573918039965,8180,1.50642,0.0280521,116.552,1.53537,0.00232929,3.59112,72.93142700195312,0.0419403,0.253267,1.1916,2.72102,1338.54054783,-0.651112,3.37343,2998.01,3005.17,545.141,2199.22,272000,0.29992,533.606,-2.28259,444.441,-0.0957094,-7.98782,-3.3707
1931.78,1312.76307504,74.52110239300055,6.672295570373535,136,0.00588051,4.006013227999574,422.339,0.0135176,58.4333,1374000,-0.0020931,10.346369738004796,-1939.31,12.8685,49.4412,88.87348535900492,12184.51357162297,8240,1.25304,0.0223159,440.095,1.86122,0.00228473,3.40602,66.72295379638672,0.0240598,0.129971,1.12628,2.20258,1362.87898001,-0.660945,2.6119,2735.08,2711.98,509.004,1948.47,274000,0.295798,499.89,-2.1056,252.6,-0.094077,-8.96274,-3.13758
2306.29,1300.87161093,75.10101559599934,10.866392135620117,137,0.00678935,4.072856009001043,581.743,0.0146692,78.6468,1384000,-0.00256161,10.420435469997756,-2315.34,16.2147,78.8218,89.59430707499814,12274.10111232897,8300,1.21236,0.0382367,281.798,1.48081,0.00245384,3.71464,108.6639175415039,0.020921,-0.0125145,1.23817,3.19688,1332.39936126,-0.640837,2.95805,3018.69,3005.23,515.357,2323.05,276000,0.317737,506.558,-2.55373,634.945,-0.214836,-6.80625,-3.46826
2369.99,1331.17212981,75.05027966400121,8.248247146606445,138,0.00643575,4.067224200000055,269.342,0.0142323,66.8469,1394000,-0.00130599,10.379461811995498,-2381.08,14.2477,70.5814,89.49696567599676,12363.565653328966,8360,1.59075,0.0295982,85.296,1.52722,0.002518,3.51531,82.48246765136719,0.023283,-0.0311817,1.19294,2.81564,1319.67667368,-0.655529,3.20754,3248.86,3240.43,590.455,2380.6,278000,0.299434,576.319,-2.28561,604.724,-0.0958031,-7.0599,-3.64401
2284.54,1337.96587249,74.24689531799959,6.27132511138916,139,0.00621871,4.036235924999346,286.763,0.0146185,73.3372,1404000,-0.000550529,10.431971304995386,-2293.47,15.4734,59.0911,88.71510254799432,12452.386195480958,8420,1.05549,0.0328071,360.71,1.6622,0.00249308,3.67633,62.71324920654297,0.0258429,0.0502661,1.21865,2.88588,1323.09332734,-0.641837,3.12841,2875.41,2862.55,463.845,2304.83,280000,0.286542,460.17,-2.20208,547.833,-0.0745458,-8.03252,-3.48391
2472.53,1328.97198199,74.84403488099997,7.710372447967529,140,0.00648842,4.143277245999343,213.102,0.0142553,77.5388,1414000,-0.000502742,10.411429073999898,-2482.49,13.8613,56.9714,89.39874120099921,12541.774080595962,8480,1.31934,0.0407559,80.7558,1.35678,0.00244343,3.73958,77.10372161865234,0.024406,0.0254639,1.24016,3.12938,1402.96837119,-0.651981,3.32575,3083.67,3099.77,478.996,2482.73,282000,0.286046,467.028,-2.43814,640.208,-0.106958,-7.88613,-2.99388
2353.65,1305.80590779,75.1366822609998,8.308426856994629,141,0.00648727,4.133295002999148,279.103,0.0134535,80.1929,1424000,-0.00031109,10.413832169995658,-2364.54,22.9887,78.2746,89.68380943399461,12631.32074355496,8540,1.50885,0.0211843,126.384,1.63333,0.00234719,3.62175,83.08426666259766,0.0226604,0.0539823,1.20251,2.7779,1332.29133964,-0.647164,2.89097,3193.0,3209.3,579.69,2361.87,284000,0.291953,569.371,-2.26355,512.99,-0.0933866,-10.7137,-3.18274
2134.76,1321.77890137,74.28880786900118,8.50636100769043,142,0.00642855,3.997695015001227,249.696,0.0134187,74.0568,1434000,-0.000793978,10.197728883984382,-2150.17,13.3462,57.6826,88.48423176798678,12719.790943151946,8600,1.56405,0.0212939,135.118,1.36874,0.00248119,3.5519,85.06360626220703,0.0216077,0.150516,1.17234,2.61256,1342.36240351,-0.676342,2.76385,2946.27,2945.7,559.604,2146.4,286000,0.323363,539.354,-2.42479,400.667,-0.128267,-8.22509,-2.71204
2038.84,1350.01468326,74.57639650400051,9.717296600341797,143,0.00693187,3.984818438999355,284.221,0.0153637,93.854,1444000,-7.67673e-05,10.091434222997123,-2051.65,14.8746,72.5155,88.65264916599699,12808.444254610942,8660,1.55466,0.0218189,107.488,1.56263,0.00251827,3.46655,97.17296600341797,0.0230721,0.149832,1.15148,2.47296,1325.94935809,-0.668985,2.69265,2748.72,2748.39,551.803,2053.37,288000,0.313201,540.981,-2.29866,575.299,-0.17137,-7.26446,-3.55246
2313.16,1374.32613698,73.79927415899874,7.992437839508057,144,0.00621486,3.9868644689995563,297.794,0.0140648,75.505,1454000,-0.00134245,10.299108225002783,-2324.4,19.4635,71.5188,88.08524685300108,12896.604668471946,8720,1.29277,0.0388683,137.273,1.68125,0.00241337,3.73483,79.92437744140625,0.0224289,0.106122,1.20311,2.85587,1369.11727296,-0.647805,3.37329,3135.52,3135.1,574.801,2328.68,290000,0.292054,558.747,-2.18687,480.277,-0.101824,-7.84073,-3.2884
2255.79,1254.83094133,75.66593645799912,7.3906073570251465,145,0.00625933,4.063737865999428,228.261,0.0161119,76.5142,1464000,-0.000700584,10.427393998999833,-2266.6,14.1257,69.9539,90.15706832299838,12986.681144774946,8780,1.10918,0.0332415,129.298,1.62883,0.00250975,3.54424,73.90607452392578,0.0322064,0.117485,1.1919,2.88942,1293.9919053,-0.674651,3.42219,3015.1,3026.51,534.956,2261.76,292000,0.300964,519.52,-2.42802,532.329,-0.105243,-6.68264,-3.12194
2291.42,1311.22523444,74.73988241799998,9.858942985534668,146,0.0070175,3.9842982680002024,364.373,0.0143247,92.2605,1474000,-0.00039867,10.393833674002963,-2300.01,14.0624,93.9781,89.11801436000314,13075.921611000947,8840,1.78861,0.0256863,102.593,1.44641,0.00259998,3.75698,98.58942413330078,0.0290437,0.230532,1.24855,3.19154,1353.84210059,-0.653307,2.78228,2977.01,2984.77,532.93,2299.95,294000,0.311163,522.346,-2.38527,661.212,-0.172459,-8.44026,-3.50237
2379.23,1349.32629119,74.50429225100015,7.9763994216918945,147,0.00675103,4.108062893999886,284.503,0.0133018,84.1337,1484000,-0.000592481,10.476222207997125,-2386.91,13.5662,77.7702,89.08857735299716,13164.906977957944,8900,1.30214,0.0389757,203.116,1.5273,0.0023027,3.49564,79.76399230957031,0.0307678,0.131213,1.20272,2.84623,1329.54539211,-0.668602,2.75356,3215.78,3209.66,543.018,2391.26,296000,0.299471,533.438,-2.36288,591.25,-0.0682423,-7.38833,-3.52283
2068.21,1359.25215577,74.57013517800078,7.601301670074463,148,0.00626793,4.006398067998816,294.926,0.0146207,61.1307,1494000,-0.000359203,10.437756202996752,-2083.13,20.7295,74.3545,89.01428944899635,13253.83941626894,8960,1.041,0.0320395,146.496,1.18304,0.0024035,3.45612,76.01301574707031,0.0320413,0.11588,1.13985,2.42526,1362.19328031,-0.674786,3.72758,2870.61,2867.96,548.595,2076.69,298000,0.303728,533.637,-2.31878,419.293,-0.110971,-6.78617,-3.26504
2659.08,1320.46877296,75.72020750500087,8.620433807373047,149,0.00651947,3.926223378999566,288.652,0.0166005,94.4842,1504000,-0.000187674,10.308613538005375,-2665.03,17.1438,82.7087,89.95504442200581,13343.803309312945,9020,1.78463,0.0331461,153.22,1.45959,0.00236986,3.95145,86.20433807373047,0.0303398,0.0342523,1.27208,3.31636,1363.29350135,-0.652479,3.02115,3302.25,3305.9,495.505,2668.32,300000,0.301884,481.139,-2.32702,592.93,-0.0937116,-11.9019,-3.88922
2379.37,1362.50581054,75.05984388600154,6.363128662109375,150,0.00631999,3.9364730259985663,378.541,0.0137137,87.0155,1514000,-0.00025247,10.262966539996341,-2388.77,15.8046,76.1685,89.25928345199645,13433.202502013943,9080,1.18118,0.0402033,613.692,1.78621,0.0024725,3.63488,63.63128662109375,0.0260791,0.0532788,1.1918,2.70269,1377.67849109,-0.646932,2.73979,3214.63,3182.23,526.741,2407.29,302000,0.28558,523.187,-2.16444,556.447,-0.0837232,-7.71303,-3.35107
2172.88,1376.24107461,74.9464740020012,8.628331184387207,151,0.006453,4.077878197000246,234.285,0.0127195,71.5034,1524000,-0.00160177,10.362478598997768,-2187.16,13.4284,56.8648,89.38683079799921,13522.606655084943,9140,1.54554,0.0233915,131.946,1.87134,0.00246522,3.61918,86.28330993652344,0.0304362,0.0614558,1.19183,2.89317,1379.59091379,-0.668576,2.88879,3033.07,3048.49,573.88,2187.05,304000,0.314876,559.59,-2.35782,439.463,-0.203436,-7.83025,-3.00044
2323.98,1354.62413266,74.91275396400124,6.435349464416504,152,0.00586166,4.096701042999484,298.651,0.014149,82.4315,1534000,-0.00298316,10.325931311992463,-2334.65,15.5371,80.0079,89.33538631899319,13611.89582587293,9200,1.03967,0.0334743,98.5451,1.08044,0.00233317,3.61534,64.3534927368164,0.0245796,-0.0366757,1.19362,2.72942,1324.13339859,-0.654653,3.2704,2964.05,2973.23,473.95,2334.27,306000,0.286126,459.271,-2.26787,304.388,-0.0910268,-6.30263,-3.72728
2547.48,1385.60110568,75.09605723299865,7.581803321838379,153,0.00642941,4.052070720999836,312.923,0.0159846,71.0408,1544000,-0.00196875,10.460073746991839,-2554.29,17.8464,86.3991,89.60820170099032,13701.45626911392,9260,1.33961,0.0410373,93.1135,1.33388,0.00241569,3.64939,75.81803131103516,0.026271,0.298653,1.25359,3.2429,1420.06337341,-0.652702,3.78567,3219.33,3224.6,475.091,2555.95,308000,0.299464,464.126,-2.33958,573.447,-0.0999366,-7.36132,-3.09925
2532.58,1390.85126151,74.73568953999893,5.576903820037842,154,0.00634628,4.005802888999824,422.052,0.0142672,525.154,1554000,-0.00136189,10.381448591999288,-2524.12,14.0649,513.311,89.12294102099804,13790.662246963915,9320,1.09866,0.0349588,120.83,1.39653,0.00250496,3.5229,55.769039154052734,0.0265367,0.065874,1.24237,3.00503,1387.73751829,-0.636942,2.59798,3070.03,3079.97,399.513,2529.16,310000,0.280228,386.328,-2.19017,687.754,-0.0124952,-6.96525,-2.71928
2500.21,1357.96613693,74.58281892699961,7.600841522216797,155,0.00639101,4.0904482869991625,297.44,0.0149753,90.703,1564000,-0.000478373,10.262843182001234,-2508.92,17.4449,64.5537,88.936110396,13879.509488443917,9380,1.20752,0.0395013,158.829,1.41969,0.00252367,3.78001,76.00841522216797,0.0263839,0.0427017,1.23084,2.92756,1414.30731671,-0.64724,3.75271,3103.56,3099.33,454.723,2512.21,312000,0.296799,436.778,-2.59489,517.941,-0.125915,-8.91971,-3.53527
2476.62,1418.95079293,74.77897987600045,5.472092151641846,156,0.00597448,4.003046181998798,190.493,0.0151306,173.51,1574000,-0.000503033,10.450866956001846,-2484.5,12.9883,183.201,89.23289301400109,13968.678581068916,9440,1.09751,0.0344133,102.865,1.3413,0.0025556,3.53995,54.72092056274414,0.0271108,0.104416,1.22033,2.91916,1459.80849023,-0.652231,3.1826,3055.13,3053.62,386.003,2486.17,314000,0.279734,372.882,-2.17918,495.535,-0.0653496,-9.14111,-2.83819
2211.42,1378.13387195,75.38054572699912,8.270573616027832,157,0.00627896,3.9406505480001215,364.063,0.013915,62.5212,1584000,-0.000823761,10.411547482006426,-2223.47,14.2779,67.3469,89.73274375700566,14058.405395900922,9500,1.57517,0.0315827,312.213,1.66206,0.00244453,3.63794,82.70573425292969,0.0259096,0.0496491,1.20584,2.9746,1372.71449585,-0.679116,3.07189,3001.19,3018.85,546.69,2213.49,316000,0.316005,530.538,-2.39899,389.254,-0.123265,-7.0107,-2.88903
2193.45,1368.46052361,75.72433860200181,8.545823097229004,158,0.00613516,3.9367037519987207,428.922,0.0149227,65.6717,1594000,-0.000960054,10.405405866997171,-2203.97,16.6359,56.4954,90.0664482209977,14148.54506512692,9560,1.18913,0.0383473,141.662,1.76166,0.00253934,3.56314,85.4582290649414,0.0269842,0.124894,1.2156,2.88669,1312.02001192,-0.65597,3.08168,2983.06,2999.47,571.862,2199.22,318000,0.302648,555.038,-2.34929,391.064,-0.133016,-8.98668,-3.36877
2448.68,1416.11426751,74.98872328899961,8.595294952392578,159,0.00647543,4.011002873998223,285.069,0.0141815,70.3054,1604000,-0.00029478,10.406236077000358,-2461.62,19.7201,69.6091,89.40596223999819,14237.932572612917,9620,1.25217,0.0422776,84.6777,1.56593,0.00250321,3.64922,85.95294952392578,0.0288643,-0.0148706,1.23812,3.14756,1432.03464766,-0.671307,3.44317,3312.29,3310.86,553.966,2461.32,320000,0.310766,540.171,-2.4789,607.339,-0.142148,-5.72243,-3.47415
2280.13,1377.89601219,74.27618048899967,8.91837215423584,160,0.00656353,3.9946343609990436,243.612,0.01491,70.5748,1614000,-0.000196019,10.308183918990835,-2292.5,16.8443,77.3142,88.57899876898955,14326.607537067906,9680,1.7205,0.0360134,87.4288,1.47252,0.00234472,3.56357,89.18372344970703,0.0248795,-0.0293278,1.17562,2.70474,1442.29956855,-0.687511,3.08929,3385.58,3394.85,603.085,2291.9,322000,0.315014,590.711,-2.37502,523.064,-0.102006,-6.97982,-3.23025
2299.26,1380.60161433,74.30419834299755,6.867472171783447,161,0.00630494,4.091865619997407,419.598,0.0145181,49.6027,1624000,-0.000236965,10.415610606996779,-2304.52,15.4523,75.6328,88.81167456999174,14415.281922937906,9740,1.34739,0.0243452,191.872,1.77609,0.00256151,3.5348,68.67472076416016,0.0338163,-0.00429386,1.18728,2.82604,1406.10454109,-0.675866,3.90324,3122.97,3140.28,587.503,2296.79,324000,0.293781,572.886,-2.43198,508.318,-0.120121,-7.93804,-2.93268
2350.08,1343.2792417,74.52380137,12.384845733642578,162,0.00720928,3.955667865000578,400.017,0.0147991,77.8659,1634000,-0.000884647,10.36631532598767,-2360.2,15.4673,66.3047,88.84578456098825,14504.2321944469,9800,1.89369,0.0274859,251.355,1.40596,0.00273523,3.81494,123.84845733642578,0.0231739,0.123517,1.22906,3.32259,1341.58412298,-0.67601,2.87133,3141.83,3128.09,591.371,2369.48,326000,0.344939,579.956,-2.81358,826.523,-0.237695,-7.92591,-2.96965
2437.03,1336.24386442,74.92030582200096,8.00136947631836,163,0.00690146,4.06159683900114,377.072,0.0145056,64.9989,1644000,-0.00123454,10.422324368002592,-2447.57,14.0675,73.4971,89.40422702900469,14593.496951456902,9860,1.54857,0.028573,85.701,1.49706,0.00259815,3.74211,80.0136947631836,0.0321684,0.213578,1.20289,2.95139,1330.26155278,-0.679697,2.69876,3304.77,3314.53,564.273,2448.92,328000,0.308531,550.725,-2.34703,788.535,-0.125163,-7.75868,-2.96846
2406.34,1374.44456017,75.30536267100251,7.904780864715576,164,0.00659697,3.9239222510004765,572.784,0.0151941,68.9378,1654000,-6.26831e-05,10.21346064500176,-2402.66,20.2796,76.5163,89.44274556700475,14683.131243461914,9920,1.23643,0.0408523,81.8151,1.63608,0.00247235,3.71658,79.04780578613281,0.0267245,0.046873,1.21155,2.90874,1315.17072633,-0.662627,3.07275,3191.84,3237.88,558.814,2402.66,330000,0.30229,540.83,-2.35915,687.555,-0.11151,-8.51282,-6.07058
2487.11,1401.46351664,75.01138503000038,6.562638282775879,165,0.00629467,4.1165793649997795,384.519,0.0148435,55.8501,1664000,-0.00124047,10.369238915998721,-2489.36,18.0841,46.6124,89.49720331099888,14772.410625272907,9980,1.26655,0.040357,132.213,1.6501,0.00238175,3.89368,65.62638092041016,0.0287606,0.079935,1.24281,3.23138,1365.32069135,-0.673244,3.4707,3244.17,3253.99,574.437,2493.43,332000,0.296909,563.172,-2.32259,517.943,-0.100337,-7.4479,-2.88986
2413.27,1410.66610832,74.70248138399984,8.43616008758545,166,0.00644983,3.9003393200000573,356.924,0.0158827,85.1529,1674000,-0.000678406,10.358519451001484,-2426.38,28.6239,76.3677,88.96134015500138,14861.554608615912,10040,1.85654,0.0347008,179.912,1.47526,0.00261062,3.8358,84.36160278320312,0.0245142,0.16906,1.26224,3.39663,1408.92662991,-0.668783,4.47166,3088.91,3114.96,480.473,2420.8,334000,0.305801,462.089,-2.4813,522.215,-0.18317,-8.14181,-4.19047
2607.7,1379.79057466,74.63230860800104,7.721157073974609,167,0.006671,4.085217345000274,285.043,0.0158453,56.1117,1684000,-0.00074469,10.439203197005554,-2618.46,16.68,90.0264,89.15672915000687,14950.623939253914,10100,1.54739,0.0359762,114.497,1.64507,0.00259001,3.97628,77.2115707397461,0.0250245,0.0103517,1.24626,3.21654,1336.50316263,-0.671839,3.30377,3416.45,3426.64,554.438,2613.92,336000,0.300825,542.439,-2.44395,761.255,-0.0989904,-7.51476,-2.85233
2410.85,1379.04762757,75.28422806399976,8.175819396972656,168,0.00626403,3.99863502199878,254.317,0.015817,66.2104,1694000,-0.000198717,10.480970984001033,-2423.28,22.0747,58.1019,89.76383406999958,15040.46810437692,10160,1.30697,0.0451532,173.919,1.57605,0.00233685,3.69267,81.75819396972656,0.0375711,0.0545338,1.21199,2.95977,1404.74862315,-0.669127,3.33,3204.85,3225.75,594.683,2424.14,338000,0.305909,578.56,-2.44937,453.854,-0.0588291,-8.323,-3.44401
2251.88,1374.35337708,75.3479360199999,8.490861892700195,169,0.00652921,4.0808607610015315,266.91,0.0148683,58.5534,1704000,-0.000517352,10.432324733988935,-2269.14,15.3625,62.9388,89.86112151499037,15130.238724977899,10220,1.63943,0.0323429,115.091,1.43625,0.00239516,3.79564,84.90861511230469,0.0258706,0.000657201,1.19433,2.84453,1356.64309643,-0.696937,2.82093,3185.79,3186.23,594.78,2269.01,340000,0.322795,581.269,-2.46959,534.516,-0.131316,-9.68553,-2.78521
2361.63,1370.90233841,74.78574793399821,7.489354133605957,170,0.00666598,3.9917181309974694,243.057,0.0151722,63.2408,1714000,0.000126096,10.197319476003031,-2374.54,16.1871,58.0889,88.97478554099871,15219.163986077896,10280,1.50437,0.034861,101.774,1.55677,0.002506,3.70537,74.89353942871094,0.0239527,0.0207282,1.21884,3.03403,1304.64804021,-0.67571,3.55907,3185.73,3196.4,571.799,2372.81,342000,0.313505,554.042,-2.54473,688.224,-0.0937412,-6.21496,-3.11744
2444.82,1315.33635207,74.64846577099888,8.51608943939209,171,0.00617009,3.9438230949999706,461.986,0.0140789,74.7608,1724000,-0.00112548,10.46496102699166,-2457.65,14.9469,61.8972,89.05724989299051,15308.189999202888,10340,1.79947,0.03189,106.935,0.953306,0.00257446,3.76935,85.16089630126953,0.0316582,0.00270551,1.25846,3.11959,1370.07074276,-0.658272,3.04435,3105.04,3114.46,510.321,2461.19,344000,0.291256,496.987,-2.48964,498.128,-0.0995474,-7.94876,-2.90349
2164.78,1402.16990865,75.46167531100218,7.9754509925842285,172,0.00653588,3.9140737510024337,310.83,0.0179339,59.4324,1734000,-0.00112391,10.491558789006376,-2176.11,13.9624,59.5201,89.86730785101099,15398.097368705898,10400,1.42494,0.0214727,99.4426,1.43602,0.00256552,3.57351,79.75450897216797,0.0229295,-0.0404114,1.16624,2.65499,1379.51950185,-0.700029,2.64907,3177.19,3197.76,599.251,2177.98,346000,0.307407,584.939,-2.43452,559.592,-0.100493,-7.05764,-3.0858
2349.17,1387.72053335,73.79651924499922,7.7501678466796875,173,0.0062348,3.955667623999034,371.784,0.0147248,73.3057,1744000,-0.000230593,10.409399413005303,-2368.19,15.6474,74.316,88.16158628200355,15486.333452250903,10460,1.13141,0.0335643,200.078,1.2316,0.00246123,3.77797,77.50167846679688,0.0207469,0.0430471,1.215,3.0341,1416.5681078,-0.662093,2.71717,3197.02,3206.64,588.416,2364.66,348000,0.296913,575.416,-2.49916,447.522,-0.107675,-8.45669,-2.81477
2397.8,1433.37556792,74.89928935300122,7.336111545562744,174,0.00643262,4.031945067003107,262.313,0.0138029,72.2993,1754000,-0.000928902,10.442128486014553,-2407.48,14.67,52.6358,89.37336290601888,15575.707180365924,10520,1.42834,0.032714,84.357,1.51575,0.00226698,3.62878,73.36111450195312,0.0228718,-0.0127768,1.2025,2.96919,1411.4593864,-0.700319,3.54145,3372.58,3392.68,588.97,2405.32,350000,0.308574,573.227,-2.38786,474.793,-0.107673,-10.9165,-3.08828
2553.92,1431.54495708,75.36148804999902,8.902201652526855,175,0.00656329,4.034191132999695,421.599,0.0140864,63.1613,1764000,-0.00180018,10.52162485199733,-2564.02,17.6217,85.6045,89.91730403499605,15665.571486523917,10580,1.76296,0.023739,97.3009,1.5121,0.00246285,3.96645,89.02201080322266,0.0222166,0.0142053,1.28174,3.71008,1422.13373709,-0.688374,2.96835,3373.28,3397.63,563.529,2561.16,352000,0.316863,548.379,-2.508,535.114,-0.130028,-6.76776,-5.06526
2440.14,1402.1748224,74.27409633299976,6.438100337982178,176,0.00594163,3.98270866600069,267.046,0.0164076,65.5628,1774000,-0.000931435,10.374766445991554,-2449.49,14.2015,62.8029,88.631571444992,15754.333528307907,10640,1.03038,0.0263158,118.349,1.68226,0.00234824,3.69055,64.3810043334961,0.0246693,0.160998,1.21283,2.82744,1438.84607719,-0.664709,4.06618,3094.43,3104.57,478.244,2446.52,354000,0.285873,464.856,-2.30092,465.01,-0.0149792,-9.89625,-3.01332
