Time-MAMLSteps,Step_1-AverageDiscountedReturn,Step_1-AvgForwardVel,Step_0-NumTrajs,Step_0-AverageDiscountedReturn,n_timesteps,MeanKL,Time-TotalInner,Step_0-AvgForwardVel,Step_1-AvgCtrlCost,Time,Step_0-StdReturn,Step_0-AveragePolicyStd,Time-OuterStep,LossAfter,Step_0-AvgFinalForwardVel,Step_0-MinReturn,Step_0-EnvExecTime,Step_1-EnvExecTime,Time-InnerStep,MeanKLBefore,Time-SampleProc,Step_1-AverageReturn,Step_1-AveragePolicyStd,ItrTime,Step_1-AvgFinalForwardVel,Step_1-MaxReturn,Step_1-PolicyExecTime,Itr,Step_0-MaxReturn,Step_1-MinReturn,Step_1-NumTrajs,Step_0-AverageReturn,Step_0-PolicyExecTime,Step_1-StdReturn,Step_0-AvgCtrlCost,dLoss,Time-Sampling,LossBefore
24.172215700149536,-15.545236162176803,0.015098049262614802,800,-16.361121795036365,320000,0.0093145,25.68639588356018,0.008487525830864855,0.04992927163096556,50.4169237613678,55.391803924351834,1.0,24.171983242034912,-0.008235661,-0.03221788427490128,-233.49682263418038,7.738865375518799,8.03293490409851,1.36824369430542,0.0,0.747384786605835,-35.984237596412775,1.0000564,50.41691565513611,0.015835537183294765,191.18266285716547,3.514035940170288,0,139.5760024271109,-211.86527874410265,800,-37.32245266938257,1.5195887088775635,52.91843832812665,0.05009994772326195,0.008235661,23.527494192123413,-3.9786086e-10
13.659865856170654,-16.74871897189339,0.0018540913494709081,800,-19.15347422992332,640000,0.006853223,23.5395929813385,-0.0225790942332128,0.05009558618093198,87.64120554924011,52.196354414953404,0.98646504,13.659685373306274,-0.007901956,0.008104317955507739,-276.30829839127716,7.930071115493774,8.07724642753601,0.1643083095550537,0.0,0.7568621635437012,-38.58338542910507,0.98642915,37.21969962120056,-0.014518233769279763,121.74043337361135,2.8486313819885254,1,117.25823847649782,-205.8392197220326,800,-43.47879537281912,0.9025158882141113,50.71170287030373,0.05025550693524353,0.007901956,22.569602489471436,-3.68431e-10
13.669620037078857,-15.368539768266038,0.018341293182531852,800,-15.531432573117156,960000,0.0069710007,23.397032022476196,0.015535525637707307,0.050326001588182845,124.72996544837952,52.42379708211217,0.978088,13.669437170028687,-0.007802653,0.058394105136885616,-190.4515005569012,7.918365478515625,7.984959363937378,0.16557526588439941,1.5832484e-09,0.7461206912994385,-35.221302460675034,0.9779312,37.08818960189819,0.02019650451555315,141.00009250007255,2.852430582046509,2,159.36152968490285,-189.49120362948202,800,-35.72040913945891,0.8984668254852295,51.79644661547315,0.05029905157959577,0.0078026545,22.43654227256775,1.5465537e-09
13.665996074676514,-17.37205609303534,-0.009247204439579557,800,-16.60601985283309,1280000,0.0069782897,23.459791898727417,6.949895673003415e-05,0.05020118447614206,161.87774419784546,53.27724792596139,0.97404104,13.665811777114868,-0.0081986515,0.027612000628481573,-278.8769726779327,7.996134996414185,8.01076626777649,0.16490411758422852,1.5832484e-09,0.7526347637176514,-40.714644647531216,0.97402245,37.14721179008484,0.03311820816730543,139.42473274874038,2.8348677158355713,3,192.89644003176244,-241.88521121103483,800,-38.875818946245516,0.8993139266967773,50.8044135148942,0.05032275644111452,0.008198646,22.493693113327026,-5.154125e-09
13.596890449523926,-15.920033030237722,0.010406463897981524,800,-15.998697428141345,1600000,0.0065173595,23.414896488189697,0.008195905570592228,0.05023725853505658,198.91188549995422,52.36112175818556,0.9755888,13.596709728240967,-0.007884451,0.004895119897944833,-238.40503688933276,7.9234442710876465,8.05972409248352,0.1650245189666748,-3.1664968e-09,0.7551794052124023,-36.75097818542759,0.9757889,37.03356385231018,0.014491744031639523,109.61286680182434,2.8477561473846436,4,137.61629676857763,-259.7666316733492,800,-37.210938067222116,0.8958203792572021,51.80275928044946,0.05043786604772747,0.007884453,22.446156978607178,2.3184348e-09
13.670928716659546,-16.274147093891873,0.003914713542265875,800,-19.371175907820938,1920000,0.007183291,23.348938941955566,-0.020573381026854708,0.05002970457258635,235.9535195827484,51.51053602384959,0.9740246,13.670735359191895,-0.008039319,-0.01163402781478971,-238.60256580074494,7.947210073471069,8.017403364181519,0.16567254066467285,-1.5832484e-09,0.7496201992034912,-38.07806906797317,0.97383255,37.04106783866882,-0.04554807300614158,180.85259046831328,2.8372223377227783,5,103.29841695381701,-209.9504037573962,800,-43.00721361469794,0.8944942951202393,51.741407785071914,0.05022807753284546,0.008039319,22.385094165802002,4.328787e-10
13.63067102432251,-16.90956447373771,0.004520158456350458,800,-18.12302855041214,2240000,0.0067348806,23.242452144622803,-0.010216593012933846,0.050343751370206205,272.847861289978,53.21592261994985,0.9749984,13.630479335784912,-0.008091274,-0.0014477011422321516,-350.8745024674971,7.930635929107666,7.98171329498291,0.16548991203308105,-1.6763806e-09,0.7504928112030029,-37.82769875711328,0.9749603,36.893739223480225,-0.01920653572573067,190.35452138031323,2.8375868797302246,6,128.8895827949587,-249.58781654439227,800,-40.846315108778555,0.892510175704956,53.292591371906674,0.05012927815465721,0.008091274,22.278027057647705,-3.6470577e-10
13.655295372009277,-16.123180705977326,0.00809046223459298,800,-15.798040364312598,2560000,0.0067221886,23.56248927116394,0.011725781097917672,0.0502108602527032,310.08697986602783,49.42376508933541,0.977921,13.655113458633423,-0.0082009435,0.04698510039029705,-246.06005329957756,7.933556079864502,7.954955816268921,0.16505193710327148,0.0,0.7494573593139648,-37.21562425785466,0.97807705,37.23847794532776,0.0219003331714526,146.7534184837483,3.245767831802368,7,139.19662995813167,-238.6205162050184,800,-36.48730620616808,0.8939704895019531,52.27492480874662,0.05021938489982487,0.008200951,22.59985661506653,7.2017317e-09
13.611671209335327,-18.59086380686827,-0.02127807881051381,800,-18.74080717627626,2880000,0.007489047,23.202880144119263,-0.013809115779953479,0.05031414620064418,346.92248272895813,53.89811751278084,0.9815038,13.611485481262207,-0.007926807,0.03370668287364011,-219.34755312672036,7.986578941345215,7.999476194381714,0.1656186580657959,3.259629e-09,0.7401156425476074,-43.076547353919466,0.9816465,36.83485770225525,-0.05442356088972657,177.9484040877066,2.818720579147339,8,167.76372284529432,-199.7317930592269,800,-41.55445347750177,0.8880958557128906,51.678175668427045,0.05022704329529277,0.007926804,22.249091625213623,-2.717972e-09
13.625579595565796,-16.07303034395056,0.009602077467227965,800,-17.435558981967027,3200000,0.0064257486,23.20897150039673,-0.002670827615150425,0.05014441090106548,383.7784674167633,52.2706199094955,0.9926347,13.625395059585571,-0.008080269,-0.003273079675975241,-238.97359766353492,7.966695547103882,8.022471904754639,0.16582846641540527,-8.381903e-10,0.7556917667388916,-36.961308184367944,0.99249893,36.85534119606018,0.04719451049704812,128.99544611684627,2.8196277618408203,9,170.54940046456682,-263.50625602423287,800,-39.405793526279965,0.8896846771240234,51.75636458082052,0.050302709006160955,0.008080271,22.239192724227905,1.6715378e-09
