Step_0-AverageReturn,Step_0-MaxReturn,Step_1-AveragePolicyStd,Itr,Time-Sampling,MeanKLBefore,Step_0-EnvExecTime,Time-SampleProc,Step_1-AverageReturn,Step_0-MinReturn,Step_0-NumTrajs,Step_1-MinReturn,LossAfter,ItrTime,Step_1-MaxReturn,Step_0-AverageAbsPolicyMean,Step_0-StdReturn,LossBefore,Time-OuterStep,Step_0-AveragePolicyStd,Step_1-EnvExecTime,Time-InnerStep,Time,n_timesteps,Step_1-PolicyExecTime,MeanKL,Step_1-AverageAbsPolicyMean,Step_0-AverageDiscountedReturn,dLoss,Step_1-StdReturn,Step_1-NumTrajs,Time-MAMLSteps,Step_0-PolicyExecTime,Time-TotalInner,Step_1-AverageDiscountedReturn
102.21036088051665,244.93499222730327,1.000024,11,69.09937810897827,0.0,29.922643423080444,16.250757932662964,107.7274302985926,70.92139043971548,7350,70.23931200304919,-0.001432598,151.95944786071777,261.0132409456244,0.6311334,23.960991201973375,4.84366e-10,65.62069821357727,0.9999601,29.699862003326416,0.761988639831543,1882.0688452720642,3840000,3.875378370285034,0.002887221,0.64327306,91.73834983537088,0.0014325985,27.91971949127019,6948,65.62087392807007,1.589919090270996,86.25102758407593,95.96714392788193
101.91134962491894,244.6797467754954,0.9998934,12,68.60022830963135,0.0,29.540860414505005,16.724230527877808,108.22318185464569,70.92904923054077,7370,68.97199066093077,-0.0020510089,158.45050597190857,266.3092090405083,0.63108563,23.947496772214578,2.1285795e-09,72.1413836479187,0.9999585,29.648112058639526,0.7631466388702393,2040.5199418067932,4160000,3.8355069160461426,0.007394905,0.6414038,91.50534495769756,0.002051011,28.5094592068264,6911,72.14156651496887,1.5755987167358398,86.22645950317383,96.34486149059924
101.7015626948654,295.99986327576624,0.99994737,13,68.62586951255798,0.0,29.364620208740234,16.517921209335327,108.87357723706761,71.41707848882037,7402,69.9148817924526,-0.0011553476,151.55746269226074,297.0319033712263,0.6314651,23.68882316523638,-9.133805e-11,65.4401466846466,0.9999577,29.85180687904358,0.758150577545166,2192.077952861786,4480000,3.8539912700653076,0.0017743204,0.64535046,91.37042897654564,0.0011553474,28.948297225008872,6919,65.44033360481262,1.561598539352417,86.03840684890747,96.86417495540186
102.43702119627653,225.98124337297295,1.000002,14,68.50111031532288,0.0,29.381531715393066,16.326427459716797,109.26040996653607,70.43263013229182,7380,70.59247944322124,-0.002806692,160.17625999450684,306.8380016643606,0.63078237,23.74391332060452,-1.7029465e-09,74.36206245422363,0.9999506,29.70033836364746,0.7619049549102783,2352.2547523975372,4800000,3.8676364421844482,0.008470908,0.64429605,91.96831954518352,0.0028066903,29.204248968481103,6889,74.3622453212738,1.574136734008789,85.72888112068176,97.17596077695839
101.9338522097019,281.62152730170715,0.9999471,15,69.0310263633728,0.0,29.47935175895691,16.393565893173218,108.06291260497869,71.85103504065026,7379,71.18938221135306,-0.0017187815,151.79953002929688,290.3152988518574,0.63196933,23.488890694253612,-6.4398253e-10,65.40355014801025,0.9999485,29.702446222305298,0.7591629028320312,2504.054802417755,5120000,4.288641929626465,0.0025492185,0.6458547,91.54423740946892,0.0017187808,28.048678268971766,6918,65.40372633934021,1.5672168731689453,86.32009100914001,96.23227899567692
102.51974860305968,250.67141957675986,0.9998015,16,68.78158569335938,0.0,29.65907120704651,16.440529584884644,108.32471584384034,71.58066750270906,7350,72.32610891599178,-0.003313919,158.2770392894745,308.3205326509741,0.6317152,23.89280617638332,-3.798589e-10,72.05691075325012,0.9999483,29.665918827056885,0.7690494060516357,2662.332414627075,5440000,3.8778295516967773,0.0076796548,0.64160746,92.01972625249671,0.0033139186,28.272683631890043,6954,72.05708503723145,1.569505214691162,86.12865877151489,96.46590796634385
102.48518111226204,258.7378185192164,0.99988425,17,68.35864686965942,-2.9707736e-09,29.41246461868286,16.68294048309326,109.19868847719006,69.42814980136437,7352,71.0446118452755,-0.0026198276,155.98436617851257,270.17024805577626,0.6322102,23.88912477667534,-1.2237715e-09,69.95537090301514,0.99994123,29.52734398841858,0.7620599269866943,2818.317359685898,5760000,3.8430662155151367,0.009527795,0.64376247,91.98299361442726,0.0026198265,28.720018571105154,6874,69.95555019378662,1.5838487148284912,85.93931126594543,97.12595173185096
102.55670756000572,280.79301840666596,0.99983597,18,68.39622569084167,0.0,29.32003355026245,16.612271785736084,109.22237749789298,70.93055565595196,7331,70.8361694572041,-0.0017788603,153.61006832122803,302.8674062705518,0.63145196,24.351516759402397,-4.8028054e-10,67.6171658039093,0.9999391,29.670315980911255,0.7649374008178711,2971.927959918976,6080000,3.8513011932373047,0.0073503614,0.64448935,92.02683936423524,0.0017788599,28.94252865303301,6882,67.61733961105347,1.5750198364257812,85.91005897521973,97.1419111692231
102.70097224723676,290.6811184455645,0.99978745,19,68.50409960746765,0.0,29.302438735961914,16.593428373336792,109.29872048968485,65.71885728559904,7304,71.92621107455548,-0.002843234,153.54748034477234,385.43868108796806,0.63145053,23.99283150961113,1.1689989e-09,67.46778583526611,0.9999384,29.796042919158936,0.7587971687316895,3125.476012468338,6400000,3.8484485149383545,0.008201858,0.64133024,92.1486278006336,0.0028432352,29.54815487591466,6878,67.46796822547913,1.5702145099639893,85.99421787261963,97.16223456533358
102.7625708045727,271.0363213408786,0.99993765,20,69.2558753490448,0.0,29.597047328948975,16.697948932647705,109.63396600059002,71.39592141625282,7343,69.13247451938908,-0.0031527993,156.9090337753296,296.38021054534636,0.6315734,24.195011340464767,1.1053161e-09,69.97412252426147,0.99992996,29.705936670303345,0.7602522373199463,3282.385552406311,6720000,3.8931403160095215,0.009579077,0.64544296,92.20618260960414,0.0031528005,29.7327719483118,6847,69.97429847717285,1.9908769130706787,86.85357284545898,97.42672240793353
103.30086582668278,250.91939723774485,0.99986917,21,69.06582450866699,0.0,29.551316022872925,16.63575768470764,109.32221799055188,69.31100130715001,7261,72.0420117337851,-0.0025943173,156.55414652824402,297.1526953137643,0.6313426,24.50796421350016,-1.5242737e-09,69.87325406074524,0.9999277,29.776517152786255,0.7576546669006348,3438.940201997757,7040000,3.916560411453247,0.00861113,0.64451045,92.60664428774253,0.0025943157,29.4137086936891,6862,69.87343335151672,1.6048922538757324,86.5999116897583,97.17781890911976
102.5118660387346,260.0345412668754,0.99986994,22,68.96721363067627,0.0,29.467068910598755,16.538414001464844,108.9304171440393,72.07962351933367,7293,72.11157298661092,-0.002981382,158.34855675697327,331.91304001149564,0.63156277,24.03795987589879,-1.9087192e-09,71.85946893692017,0.9999201,29.752428770065308,0.7599356174468994,3597.289279460907,7360000,3.9198946952819824,0.0072547346,0.6435886,91.97290731641746,0.00298138,29.13960164750652,6873,71.8596715927124,1.621692180633545,86.4066412448883,96.86388483282185
102.33550038601369,276.00453351782244,0.99987334,23,69.22803139686584,0.0,29.55410361289978,16.647842407226562,109.8617893369162,66.44384729727712,7353,68.63107575458949,-0.002798111,161.25244688987732,277.4253133204105,0.6316184,24.131294829603767,-5.611279e-10,74.36796736717224,0.9999114,29.893453359603882,0.7633852958679199,3758.542312145233,7680000,3.928995132446289,0.00728278,0.6451058,91.84853502742345,0.0027981105,29.24909075646278,6835,74.36814069747925,1.6243455410003662,86.78024125099182,97.59976795125891
102.58361042623503,245.79554359353003,0.99976116,24,68.94435405731201,0.0,29.467729330062866,16.363553524017334,109.57534201165306,67.8817487055759,7305,70.92741231119903,-0.003096323,156.06644654273987,267.8054228810322,0.63169247,23.980891093612215,-2.018362e-09,69.75577044487,0.99991065,29.748168230056763,0.7650046348571777,3914.6093366146088,8000000,3.9251394271850586,0.0073262183,0.6416279,92.04505313275862,0.003096321,29.476828870814114,6855,69.75596022605896,1.5948898792266846,86.21303915977478,97.37206979609871
103.68487479287205,251.54320127930956,0.9998248,25,69.44528865814209,0.0,29.987087726593018,16.48158097267151,109.95217907663165,70.16925694056843,7252,71.63909480962157,-0.0023637048,159.02920389175415,282.0628024092332,0.6314281,24.59898246338307,-1.445947e-09,72.10696744918823,0.9999086,29.760252952575684,0.7674770355224609,4073.6391077041626,8320000,3.89125394821167,0.009905187,0.6444111,92.91767108814521,0.0023637034,29.57698619336351,6841,72.10714507102966,1.5930778980255127,86.8361337184906,97.67458482299354
103.0133009097508,251.17421880008604,0.99987775,26,68.78904676437378,0.0,29.386096954345703,16.465375900268555,109.84469619733596,71.62773251076551,7305,73.5233214830865,-0.0030708779,151.52927350997925,292.7970900286759,0.63156086,24.144998932621863,-6.3348066e-10,65.28636026382446,0.9999061,29.74425458908081,0.7678384780883789,4225.168949842453,8640000,3.8905093669891357,0.009053515,0.6446223,92.41570887987172,0.0030708772,29.554881539904308,6856,65.28653478622437,1.5845177173614502,86.16145873069763,97.62101171630283
102.95721137667218,306.53236506544795,0.9998004,27,68.80224227905273,0.0,29.30440092086792,16.50894522666931,109.737430556956,68.11064791084434,7277,68.1548415878233,-0.0016921129,151.5670907497406,282.76012720360114,0.6311456,24.740996168515156,-1.2470942e-09,65.27390336990356,0.9998991,29.877592086791992,0.7567160129547119,4376.736567735672,8960000,3.873133659362793,0.0042467797,0.6467797,92.31552457098738,0.0016921116,29.52602606995879,6834,65.27408123016357,1.5761911869049072,86.20723962783813,97.48725831978938
103.722072929376,254.56099072827837,0.9998993,28,69.16461300849915,0.0,29.677054166793823,16.4000723361969,110.91259832588929,69.26526635552003,7301,68.21856511207146,-0.0032066205,154.48985052108765,299.1018717618195,0.6316978,24.649292471519605,-6.9872363e-10,67.92953419685364,0.99989724,29.853561878204346,0.7664897441864014,4531.226939678192,9280000,3.872799873352051,0.009405982,0.64491606,92.96727212461862,0.0032066198,30.660642973830672,6805,67.9297387599945,1.5832605361938477,86.46989417076111,98.41878208345658
103.13104722297928,309.34641406877,0.9998729,29,69.00299000740051,0.0,29.49501657485962,16.563876152038574,110.10223273808371,72.02801526779072,7310,72.06761572148888,-0.0025228423,160.76142168045044,307.98616574668955,0.63084406,24.38173298163836,1.3800358e-09,74.20902729034424,0.9998889,29.47719979286194,0.7618460655212402,4691.988889217377,9600000,4.265671491622925,0.008695373,0.64174294,92.48588563335238,0.0025228437,29.145436879418355,6816,74.20920634269714,1.583223581314087,86.4733579158783,97.81075214284128
102.70481926056651,256.2272422533522,0.99982053,30,68.60710883140564,0.0,29.46422028541565,16.505024433135986,110.27474219915257,69.16985853121646,7328,70.66925148615499,-0.0039121946,162.50224423408508,271.3532606845536,0.6315673,24.077946819378077,-8.1943224e-10,76.39418148994446,0.99988735,29.559789419174194,0.7606847286224365,4854.49165725708,9920000,3.8415582180023193,0.007818094,0.64459157,92.1481013040828,0.0039121937,29.690665844702533,6782,76.39435935020447,1.5773615837097168,86.01316928863525,97.91065790526957
103.34209181396587,244.57630387439124,0.9998575,31,68.96976780891418,0.0,29.50652289390564,16.452701091766357,109.41543482040757,70.98692158861094,7266,71.84579701851665,-0.0019641626,158.7057933807373,316.80638365837325,0.63075846,24.670789502364595,2.7387967e-09,72.28759050369263,0.99988014,29.80491304397583,0.7627453804016113,5013.198049783707,10240000,3.8671157360076904,0.008631115,0.6478267,92.61497904612854,0.0019641654,29.261670310267316,6845,72.287766456604,1.5780491828918457,86.32664346694946,97.24881455198056
103.16619927892066,255.52663379866743,0.9997487,32,68.79995012283325,0.0,29.350335121154785,16.335312366485596,110.75304129135289,71.35229106541554,7281,71.75246249919641,-0.0024109725,160.10289359092712,297.34964077222395,0.63159776,24.375722156100213,-8.111938e-10,73.98744177818298,0.9998786,29.785731315612793,0.7585523128509521,5173.301527261734,10560000,3.8880743980407715,0.0076189907,0.6414906,92.51600523395199,0.0024109718,30.376338992443955,6772,73.9876160621643,1.5675621032714844,86.03198289871216,98.26780168161501
103.37638799816793,277.21614233178593,0.999885,33,68.75577902793884,0.0,29.330945014953613,16.492647647857666,110.02030688523354,70.99258673809821,7258,71.0599560662567,-0.0021177519,157.79468965530396,354.7972791265957,0.6317952,24.503220909172484,-8.533183e-10,71.56068181991577,0.99987787,29.756245613098145,0.7575125694274902,5331.09673666954,10880000,3.8873279094696045,0.007990256,0.64233786,92.67240456456955,0.002117751,29.552534126628178,6823,71.56086373329163,1.5675287246704102,86.1455066204071,97.72503753209867
103.2940388269477,269.4135205890199,0.99981964,34,69.40529561042786,0.0,29.54985499382019,16.326055765151978,110.2791520040638,70.42688300202519,7283,69.52007082586397,-0.0020010222,160.3250596523285,325.4817794336991,0.63156325,24.560812246504167,1.6483239e-09,73.61636066436768,0.99987525,29.927063941955566,0.7576651573181152,5491.422397851944,11200000,3.810732126235962,0.007324107,0.6427324,92.60094606435527,0.0020010239,29.772678825040984,6788,73.61653590202332,2.085068464279175,86.62028288841248,97.91405085935115
103.42662977754578,250.2457148398026,0.9998586,35,68.80547547340393,0.0,29.56504511833191,16.35876727104187,110.03417406110627,70.16109986849406,7274,70.36959443983082,-0.0026715058,160.07391595840454,301.62536079168535,0.63093704,24.73856348593727,1.1709078e-10,73.93993043899536,0.99986863,29.960256576538086,0.7568168640136719,5651.4975843429565,11520000,3.8396317958831787,0.0077877925,0.64264804,92.70579804094011,0.002671506,29.847178948664933,6830,73.94010281562805,1.5561637878417969,86.0589771270752,97.72682142391908
103.61084029418683,238.6426146220576,0.9998282,36,68.34574890136719,0.0,29.496357917785645,16.560108423233032,109.8221409727469,70.50229562555847,7259,70.74861068249778,-0.002647061,155.59134602546692,282.9937862187979,0.6314583,24.66314998088817,-1.9414164e-09,69.72373986244202,0.99986845,29.729259490966797,0.7558274269104004,5807.0894339084625,11840000,3.787478446960449,0.007947212,0.64188844,92.8499486038833,0.002647059,29.322358066822122,6845,69.72391152381897,1.5394923686981201,85.79147005081177,97.58176721905377
103.30182128761037,260.8229580567377,0.99976313,37,68.57864212989807,0.0,29.621312379837036,16.272706031799316,110.35646439424653,71.04340465520025,7254,72.22782318452836,-0.0028854026,164.59563517570496,274.5989743414561,0.63107955,24.011902026944544,3.3413664e-10,78.774729013443,0.9998662,29.872734546661377,0.7572879791259766,5971.685624599457,12160000,3.782142162322998,0.0077746483,0.6437158,92.6187762944818,0.0028854029,29.37447176345461,6790,78.77490448951721,1.5446500778198242,85.73861932754517,97.98493224097133
103.90871431388457,269.6670777682472,0.99977654,38,68.22783827781677,0.0,29.592047691345215,16.174347162246704,110.3895093635306,69.78360133202128,7249,71.6084143951729,-0.0028890416,159.91201519966125,374.0090706860553,0.6313494,24.913437054790993,-1.0873699e-09,74.53180718421936,0.9998584,29.6067214012146,0.7613677978515625,6131.5981965065,12480000,3.768144369125366,0.009070868,0.6472581,93.07668111918257,0.0028890404,29.821230758639455,6775,74.53198289871216,1.531888484954834,85.29765319824219,97.99918958729552
103.33513199241247,297.6995059786598,0.99983734,39,68.9411084651947,0.0,30.100706100463867,16.338214874267578,109.70410383583251,70.34892549915871,7239,70.16634607763577,-0.0030183594,155.96569776535034,282.84413773872217,0.6318326,24.427139099947937,3.250721e-09,69.71901774406433,0.9998498,29.780035495758057,0.7578089237213135,6287.564439058304,12800000,3.790557384490967,0.009983726,0.6441425,92.6121159464121,0.0030183627,29.545872617724285,6810,69.71920776367188,1.534017562866211,86.16681218147278,97.45652714674223
103.52935701409517,321.53723061118046,0.9997573,40,68.4284405708313,0.0,29.58491349220276,16.32317876815796,111.12926792631694,70.12657153193675,7260,71.2901754374677,-0.0022092084,151.38299536705017,296.0061436948849,0.631377,24.728497730223108,-6.134978e-10,65.65998649597168,0.9998467,29.800978422164917,0.7633872032165527,6438.947977781296,13120000,3.7755277156829834,0.0058210245,0.6478506,92.78709163733483,0.0022092077,30.35380463579322,6742,65.66015958786011,1.5286738872528076,85.64448165893555,98.5605268869357
103.88681622827694,307.7214742954195,0.9998685,41,68.37563729286194,0.0,29.536692142486572,16.31996512413025,110.3016691373757,70.88204840695322,7246,70.21837045428893,-0.002417819,153.4609351158142,315.4074529943735,0.63165516,25.17610203130894,-1.2447048e-10,67.79306983947754,0.9998447,29.809511184692383,0.7593412399291992,6592.409484863281,13440000,3.7822511196136475,0.007643576,0.64598817,93.05952155098504,0.0024178189,29.440652021849974,6795,67.7932436466217,1.5166499614715576,85.58601832389832,97.95639695657586
104.27540232708643,250.14178745327177,0.9995951,42,68.52724266052246,0.0,29.5733323097229,16.502846717834473,110.94167923993878,70.23183890586161,7210,70.50927466373035,-0.0022903844,155.9783673286438,290.6208957510223,0.63170284,25.33685456672798,5.017363e-10,69.97933316230774,0.99984443,29.947340488433838,0.7581026554107666,6748.388424873352,13760000,3.7683980464935303,0.007769083,0.6437288,93.36150654875229,0.0022903848,30.868882391110322,6757,69.97950768470764,1.5246779918670654,85.9176230430603,98.40079051476599
103.79484665225043,297.811431140566,0.9996119,43,69.01987028121948,0.0,29.584668397903442,16.433375120162964,110.26026873833521,70.31067885011039,7244,71.45292358860944,-0.0027648478,156.43833899497986,260.2551477238588,0.6313135,24.888514248046445,-2.0743873e-09,70.01184439659119,0.9998379,29.990622997283936,0.7637107372283936,6904.827260017395,14080000,4.202048063278198,0.007972265,0.6416458,92.99301020644546,0.0027648457,29.237101124495727,6793,70.01201844215393,1.5325000286102295,86.3484456539154,97.9275242144432
103.79772084915028,296.8913324878954,0.99972415,44,68.44208264350891,0.0,29.584139108657837,16.5691237449646,111.54772026054677,70.78654200967736,7271,70.5574583935471,-0.0029698596,158.30712747573853,282.6429990157504,0.6312108,24.70377755162621,-8.75529e-10,72.32409811019897,0.9998356,29.813270330429077,0.7587335109710693,7063.13499045372,14400000,3.79435133934021,0.009754406,0.64537716,93.01916594932088,0.0029698587,30.463641011668468,6763,72.32426977157593,1.5246696472167969,85.89962339401245,98.91941810201355
104.95858010047417,256.61571939703003,0.9996955,45,68.6992928981781,0.0,29.655728816986084,16.032803058624268,111.71192027412684,71.66922563621534,7173,72.20344953539708,-0.0035098433,157.97249054908752,314.95766200351966,0.6310613,25.397201231101498,2.2408326e-09,72.24057841300964,0.9998257,29.9746253490448,0.7881965637207031,7221.107978105545,14720000,3.8009538650512695,0.008978139,0.6440381,93.91380574130302,0.0035098456,31.10512433697257,6733,72.24075269699097,1.5410141944885254,85.6511664390564,98.99809953914486
104.5163142629101,271.26408705077074,0.99976534,46,68.63724708557129,0.0,29.623372316360474,16.59660243988037,112.69640308163541,69.15241067291906,7200,72.07452348196969,-0.0028222713,158.28726935386658,294.443097036534,0.63166314,25.34593455925558,3.0250966e-09,72.08353567123413,0.99981767,29.96316957473755,0.7622909545898438,7379.395836591721,15040000,3.7937512397766113,0.008856347,0.64366806,93.55918533422997,0.0028222743,31.436632484996426,6670,72.08371067047119,1.5383100509643555,86.12589883804321,99.74606110261215
104.68648348291066,265.52068945053327,0.9995631,47,68.525887966156,0.0,29.551042556762695,16.34723734855652,111.16689614646967,70.88024118377645,7180,71.54452610747934,-0.002351781,155.8874580860138,297.59603556426333,0.63114125,25.883317455264212,-8.4826207e-10,70.03675651550293,0.9998147,29.8778657913208,0.7633156776428223,7535.283795595169,15360000,3.809699058532715,0.0072085797,0.6444101,93.66040960250658,0.00235178,30.486453969312034,6753,70.03692817687988,1.5300438404083252,85.76527428627014,98.57475193943891
104.49806394367744,255.5038382960885,0.99984175,48,68.82274031639099,0.0,29.436490535736084,16.401354789733887,111.93917806443103,70.29303758863084,7167,71.54025529270702,-0.0017880087,156.21865892410278,420.0070170216033,0.63087,25.445156592397,1.703901e-09,70.02229738235474,0.99980915,29.901821851730347,0.7631223201751709,7691.502966165543,15680000,3.816118001937866,0.0076405047,0.64620614,93.51980691423974,0.0017880105,31.366906032255354,6698,70.02247309684753,1.9445161819458008,86.11601233482361,99.13505059311773
103.95646000490234,276.66933809882426,0.9997056,49,68.80401563644409,0.0,29.627012968063354,16.19711995124817,110.95994819772952,71.50127322844583,7230,72.08434041264688,-0.0020291433,151.4950737953186,277.4477425179083,0.63178825,24.90130185128105,-1.2532927e-09,65.52188396453857,0.9998079,30.068116903305054,0.7628226280212402,7842.998539924622,16000000,3.8165462017059326,0.0054265065,0.64439374,93.11143977503384,0.002029142,30.551775817055486,6777,65.52205324172974,1.5504052639007568,85.8954656124115,98.41201903130273
104.57339819680072,265.8445884733499,0.9998079,50,68.46846604347229,0.0,29.504801034927368,16.36503005027771,111.7439894782314,71.03021209185442,7163,71.9797441860127,-0.0024048276,153.36174273490906,296.3359067674488,0.63187057,25.622099159080502,-4.534219e-10,67.565025806427,0.99980587,29.884828805923462,0.7563228607177734,7996.360860109329,16320000,3.815031051635742,0.008147872,0.6437147,93.57571699165635,0.0024048272,30.236551644209552,6694,67.56520199775696,1.5290148258209229,85.71886801719666,99.03965967825104
104.36558625316874,235.27434546554656,0.9997165,51,68.65642070770264,0.0,29.71125054359436,16.45543122291565,111.99018922440088,67.55642020925772,7235,67.79633081796415,-0.002653911,155.97584533691406,294.5053152271458,0.63136613,25.13703049153743,-2.4256827e-10,69.88799262046814,0.99980575,29.844460487365723,0.7635009288787842,8152.351620197296,16640000,3.7983474731445312,0.009698214,0.6451851,93.45502430763982,0.0026539108,30.758160572422813,6748,69.88816404342651,1.5487146377563477,86.00496459007263,99.26142571462164
104.61859057406961,300.45174640961994,0.99968356,52,72.45649194717407,0.0,32.76461958885193,19.799948930740356,111.07922579923742,70.23212340390245,7153,70.11660995309813,-0.0021838546,158.09710478782654,284.0752841858475,0.6317206,26.288360447367584,2.1031534e-09,64.85364317893982,0.999798,30.520596027374268,0.7708125114440918,8310.449227809906,16960000,3.853688955307007,0.0064814137,0.64562744,93.5734094222844,0.0021838567,30.05854690292277,6732,64.85381245613098,1.5568830966949463,93.15528655052185,98.51550185142669
