Policy Loss,Epoch,KL Loss,(Previous) Eval Time (s),Policy mu Max,Log Pis Mean,V Predictions Std,Q Predictions Std,Policy log std Mean,Train Time (s),VF Loss,Q Predictions Mean,Policy mu Mean,V Predictions Max,QF Loss,Q Predictions Max,AverageReturn_all_train_tasks,Z variance eval,R Predictions Min,Policy log std Std,V Predictions Min,Number of rollouts total,KL Divergence,Policy log std Min,Policy mu Min,Epoch Time (s),Number of env steps total,Z variance train,Log Pis Max,RF Loss,Policy mu Std,R Predictions Max,Number of train steps total,R Predictions Mean,Sample Time (s),R Predictions Std,Z mean train,Log Pis Std,V Predictions Mean,Policy log std Max,Log Pis Min,AverageReturn_all_test_tasks,Total Train Time (s),Q Predictions Min,Z mean eval
-1501.43,402,3.4947707653045654,4.194820881006308,3.49022,1.49933,284.588,288.452,-1.12695,147.86954637999588,134.803,1489.12,0.0711387,1877.03,623.576,1872.81,1034.49639763,0.0441625,-0.00820458,0.330307,103.178,10338,34.94770812988281,-3.28966,-3.31025,158.17038726303144,1616000,0.054318,24.5066,282.134,0.667409,-0.000437558,1612000,-0.00425614,6.106020002029254,0.00100999,0.483636,3.29484,1498.9,-0.0269814,-7.42019,786.524883232,64835.205515611844,30.2268,0.377298
-1588.84,403,4.106948375701904,4.182684222003445,4.32646,1.6488,280.737,286.749,-1.10557,150.20576205498946,148.713,1579.67,0.0197988,2012.75,638.587,2011.56,962.575783871,0.0365924,-0.00810768,0.327205,160.464,10362,41.06948471069336,-2.58276,-3.35952,160.4087982810015,1620000,0.0640799,28.761,416.437,0.724437,-0.00168891,1616000,-0.00472136,6.0203520040086005,0.00117126,0.727422,3.31837,1591.17,-0.147689,-10.3798,989.648484753,64995.67317541182,157.447,0.541418
-1463.52,404,3.8494632244110107,4.244634299000609,3.64555,1.11916,291.996,299.469,-1.11708,150.08628549799323,149.757,1455.32,0.0384031,1879.74,601.424,1865.91,1003.8606415,0.0472993,-0.00782518,0.319565,130.902,10386,38.494632720947266,-2.68996,-2.89217,160.4509175849962,1624000,0.0362677,21.9706,214.728,0.63775,-0.001921,1620000,-0.00455844,6.119997788002365,0.00104497,0.486548,3.25095,1461.65,-0.0150611,-9.83442,1001.6813996,65156.03865590485,-12.7981,0.452416
-1518.91,405,4.187264919281006,4.16239590200712,4.09861,1.36451,317.594,325.952,-1.12009,148.40689553201082,198.543,1512.2,0.0133498,1907.69,637.375,1932.63,987.071138122,0.0396384,-0.00797777,0.337713,147.938,10411,41.87264633178711,-3.19169,-4.97772,158.87200184402172,1628000,0.0616704,28.2053,186.948,0.681115,-0.00191471,1624000,-0.00465669,6.302710410003783,0.000963842,0.661423,3.55457,1517.32,-0.0823849,-10.2124,993.806678312,65314.891638101864,-126.718,0.323795
-1534.41,406,3.8381874561309814,4.146999898002832,3.75797,1.44818,256.432,262.877,-1.13923,148.53251476300647,150.205,1523.41,0.0378059,1907.68,2211.64,1923.99,948.185867454,0.0459712,-0.0079423,0.329733,159.001,10435,38.381874084472656,-3.15734,-4.05747,158.79008397900907,1632000,0.0509856,32.3089,301.289,0.674302,-0.00254277,1628000,-0.00478117,6.1105693179997616,0.0010158,0.491694,3.31849,1533.18,-0.0329716,-7.70192,980.217767044,65473.69375329287,164.558,0.455704
-1510.95,407,3.683656692504883,4.162220216996502,3.44362,1.27223,311.344,318.113,-1.12554,150.56263486300304,193.713,1499.66,0.0592415,1881.34,585.497,1877.41,1055.41129036,0.0712835,-0.00773784,0.31395,97.638,10459,36.83656692504883,-2.65913,-4.53714,160.86499902696232,1636000,0.0619533,27.4894,326.942,0.668284,-0.00198458,1632000,-0.0048391,6.14014394696278,0.000933203,0.518324,3.43233,1505.5,-0.0463424,-7.8299,948.937069594,65634.68710898382,37.2451,0.543153
-1506.48,408,3.1986567974090576,4.293442373993457,3.64606,1.40961,281.151,290.971,-1.10512,150.6526860610029,196.561,1496.94,0.0481706,1916.5,589.227,1917.09,983.710659409,0.0785558,-0.00752923,0.317521,112.944,10486,31.9865665435791,-3.15355,-4.66306,161.10206388201914,1640000,0.0644442,28.514,151.481,0.693181,-0.00258511,1636000,-0.00429836,6.1559354470227845,0.000818011,0.472598,3.35934,1503.64,0.0489068,-6.84065,1012.65552386,65795.78575980685,-21.3942,0.558083
-1524.71,409,4.054244518280029,4.293553291994613,3.03056,1.50418,289.71,295.369,-1.12417,149.3655699249939,135.018,1515.6,0.0479115,1906.21,593.638,1891.29,1032.81226372,0.0698291,-0.00753268,0.340129,116.085,10510,40.54244613647461,-2.83965,-3.127,159.78243199596182,1644000,0.0406334,19.1146,210.844,0.688278,-0.00172907,1640000,-0.00457335,6.123308778973296,0.000957397,0.493051,3.26375,1527.61,0.0629578,-7.58465,1053.7929484,65955.52661643681,109.327,0.582102
-1504.5,410,4.124608993530273,4.2551862399996025,2.86615,1.60361,289.021,294.318,-1.11808,149.72179103699455,166.557,1497.35,0.0152646,1958.74,598.414,1955.43,1122.17983782,0.0474042,-0.00856934,0.334801,184.693,10534,41.246089935302734,-2.74941,-3.2,160.02010571000574,1648000,0.0763445,15.774,329.969,0.702922,-0.0024429,1644000,-0.00487018,6.043128433011589,0.00102865,0.573296,3.23432,1508.35,-0.046021,-9.60155,1007.33185969,66115.49089141679,170.171,0.56404
-1514.29,411,3.9734299182891846,4.202496532001533,3.66571,1.37377,291.762,299.618,-1.12131,150.17932845100586,123.32,1504.49,0.0661974,1880.06,868.843,1877.06,968.19415874,0.055149,-0.00721559,0.333623,112.689,10559,39.73429870605469,-2.89561,-5.04463,160.50771438099036,1652000,0.0441204,29.7996,169.318,0.684109,-0.00204644,1648000,-0.00456281,6.125889397982974,0.000893628,0.56071,3.40611,1512.22,0.266478,-9.53454,930.425442742,66276.01389358181,51.0088,0.436337
-1536.61,412,3.9862518310546875,4.221086299003218,3.30689,1.06562,291.029,296.713,-1.10085,149.8449401329999,118.579,1527.08,0.0625714,1888.79,619.835,1895.68,1035.89604355,0.0650894,-0.0076311,0.309873,111.368,10583,39.862518310546875,-2.57788,-2.53318,160.18297777097905,1656000,0.0602822,17.471,150.101,0.649508,-0.00207259,1652000,-0.00440505,6.116951338975923,0.000873868,0.601362,3.00972,1534.8,-0.0510637,-7.94995,1013.59185384,66436.21139151377,102.079,0.581501
-1531.56,413,3.825887680053711,4.238986879005097,2.93377,1.44486,269.077,275.114,-1.13117,149.90014054100902,129.336,1525.65,0.0648983,1895.84,507.846,1900.97,1017.38726269,0.0677923,-0.00810391,0.315146,104.654,10608,38.25887680053711,-2.7439,-3.01794,160.34859338197566,1660000,0.0370543,22.4107,230.438,0.671722,-0.00072784,1656000,-0.00444546,6.209465961961541,0.00105396,0.576225,3.16339,1535.04,0.0284232,-10.8707,986.265666861,66596.47828822874,44.8284,0.562307
-1541.4,414,4.145205974578857,4.160454315002426,3.42223,1.73084,282.942,293.294,-1.14973,148.58407626699773,205.872,1533.4,0.00980348,1889.53,743.905,1910.69,1016.98732351,0.0617201,-0.00823858,0.33501,116.283,10632,41.45206069946289,-3.22829,-3.67857,158.8806019330077,1664000,0.0396793,23.9399,364.309,0.689813,-0.00197075,1660000,-0.00474585,6.136071351007558,0.00106193,0.509688,3.3008,1535.64,0.0476342,-7.60548,1022.56587529,66755.38746465076,-0.393127,0.434517
-1453.71,415,2.909658193588257,4.192481798003428,3.6771,1.16369,291.673,297.804,-1.11921,151.39936384199245,130.879,1444.62,0.0421659,1876.49,602.075,1870.16,999.870167618,0.0363609,-0.00773585,0.323564,66.631,10657,29.096580505371094,-3.00333,-2.83887,161.7253251119546,1668000,0.0663721,19.1408,282.964,0.657821,-0.00143479,1664000,-0.00441717,6.133479471958708,0.0010602,0.332185,3.20151,1452.91,-0.0146394,-8.71391,1026.71440754,66917.04120964473,62.8298,0.584925
-1540.79,416,3.2438201904296875,4.124420416002977,2.86568,1.34817,311.54,317.651,-1.13983,149.19577408899204,124.559,1529.03,0.0596993,1970.47,608.443,1976.4,979.682038481,0.0662948,-0.00865927,0.338079,85.165,10681,32.438201904296875,-2.83613,-3.13928,159.42631295700266,1672000,0.0521805,18.7303,326.402,0.66742,-0.00174817,1668000,-0.00437139,6.1061184520076495,0.0011184,0.571771,3.41805,1540.03,0.0335391,-11.3308,1026.53739465,67076.51098845773,69.6346,0.668751
-1537.19,417,3.860267400741577,4.1705670389928855,3.11871,1.44218,294.571,300.168,-1.13302,149.4365877340024,156.825,1529.75,0.0501211,1964.47,624.146,1980.99,1056.18585819,0.048089,-0.00773185,0.32053,79.0578,10706,38.6026725769043,-2.71022,-3.95079,159.6983757220005,1676000,0.0593967,17.7296,339.618,0.673326,-0.00132318,1672000,-0.00446794,6.091220949005219,0.00102791,0.498147,3.1376,1532.16,0.0894492,-10.345,994.155818491,67236.34425329673,70.6413,0.57464
-1539.95,418,4.426919460296631,4.308581649005646,3.97728,1.53535,291.136,294.489,-1.13114,149.04202497500228,153.684,1532.3,0.0298649,1948.62,702.212,1950.14,1037.67314017,0.0493467,-0.00851613,0.332225,77.1822,10730,44.26919174194336,-2.94432,-3.13461,159.3158773239702,1680000,0.0470437,23.6184,287.401,0.677973,-0.00180019,1676000,-0.00468019,5.965270699962275,0.000997238,0.600947,3.09325,1542.28,-0.0704732,-7.52964,997.567625752,67395.81116522769,65.5004,0.593779
-1540.13,419,3.9826505184173584,4.463245360995643,3.18581,1.65574,288.088,303.481,-1.13889,150.23651740700006,398.824,1528.04,0.050804,1946.58,627.2,1935.69,933.735347252,0.0540599,-0.00799201,0.337173,121.276,10755,39.82650375366211,-2.70453,-3.73713,160.76377181801945,1684000,0.0527996,24.3851,459.054,0.695482,-0.000641429,1680000,-0.0046887,6.064009050023742,0.0011702,0.487328,3.39703,1533.78,0.177754,-8.30799,999.738505903,67556.37002573669,-120.317,0.589351
-1502.59,420,3.6907811164855957,4.261445995012764,4.02511,1.1945,284.637,290.316,-1.11643,148.72490328500862,132.535,1495.28,0.00443402,1890.04,682.74,1899.31,1050.92249605,0.0581517,-0.00748405,0.327446,105.351,10779,36.90781021118164,-3.11958,-4.63059,159.0594295910123,1688000,0.0536526,34.1689,138.082,0.670561,-0.000797736,1684000,-0.00458215,6.0730803109909175,0.000945322,0.455429,3.32262,1501.51,-0.122377,-7.58184,893.499446268,67715.49479086172,-1.89452,0.380399
-1512.8,421,3.9180023670196533,4.33063527700142,5.15857,1.46167,300.628,307.975,-1.12989,149.40122371799953,189.034,1500.12,0.00474649,1972.26,749.735,1983.36,1074.57582684,0.0551908,-0.00823469,0.334012,80.0805,10803,39.180023193359375,-2.80428,-4.62836,159.92336200000136,1692000,0.0542427,32.6156,317.654,0.684514,-0.00203638,1688000,-0.0047487,6.191503005000413,0.00114561,0.604332,3.61918,1513.88,-0.0278529,-7.90747,1024.25526233,67875.26602569771,89.4266,0.585621
-1542.26,422,3.7210655212402344,4.181540995006799,2.8694,1.23495,281.121,284.361,-1.12064,150.19002084400563,112.037,1534.74,0.0280665,1967.83,569.412,1971.45,1043.16778095,0.0536262,-0.00788061,0.328435,108.183,10829,37.210655212402344,-2.95785,-3.73248,160.63165568298427,1696000,0.0469565,15.6362,275.022,0.663349,-0.00170005,1692000,-0.00463202,6.260093843971845,0.00104364,0.451204,3.17925,1541.21,0.0793302,-7.82009,1046.53106308,68035.89663985372,117.142,0.599585
-1527.11,423,3.119929552078247,4.183780767998542,5.50064,1.13958,322.305,326.954,-1.13345,151.14785554299306,336.944,1519.75,0.0694634,2012.21,1091.29,2004.98,1032.38540237,0.0537164,-0.00736306,0.314406,80.9762,10853,31.199295043945312,-2.67029,-4.89186,161.28785386998788,1700000,0.0778947,34.8105,414.702,0.657447,-0.000687559,1696000,-0.0041896,5.956217558996286,0.00110644,0.63379,3.40313,1536.32,0.00703168,-8.19858,1012.40115897,68196.95338095569,-2.86305,0.60279
-1508.11,424,3.962798833847046,3.9558629709936213,4.2673,1.39612,288.625,292.185,-1.14768,150.3449346260022,179.077,1498.9,0.0487248,1948.95,744.053,1944.38,986.334239337,0.0459881,-0.0080017,0.326479,-79.5943,10877,39.627986907958984,-2.97898,-3.76839,160.35791377296846,1704000,0.055144,20.5573,337.873,0.657694,-0.00243441,1700000,-0.00471938,6.057116175972624,0.00099541,0.65475,3.25851,1508.27,-0.048593,-7.40283,1051.83206101,68357.82818272668,-59.3416,0.585802
-1526.38,425,3.2463345527648926,4.476150492002489,3.22116,1.54673,299.416,309.15,-1.14843,149.04866580999806,180.421,1517.2,0.101733,1906.68,653.66,1902.28,1037.32750264,0.051213,-0.00735118,0.333533,92.5683,10902,32.46334457397461,-2.76594,-2.90202,159.78826288098935,1708000,0.056934,22.0137,225.383,0.6609,-0.00137991,1704000,-0.00433116,6.263446578988805,0.00100058,0.484152,3.40765,1530.66,-0.0287741,-8.56452,1035.65338433,68517.19224375366,70.9257,0.595465
-1563.59,426,4.7078657150268555,4.055152022003313,4.62653,1.26406,306.604,314.461,-1.11079,151.29120853300265,181.855,1555.32,0.00150633,1982.49,652.125,1996.03,1070.95860185,0.0596916,-0.00784707,0.335194,164.329,10926,47.07865524291992,-2.68833,-3.18036,161.43144376900455,1712000,0.0458447,17.8965,206.223,0.682626,-0.00157073,1708000,-0.00485926,6.085083213998587,0.000969132,0.604037,3.29935,1556.81,-0.0736419,-8.3047,1059.06651435,68678.66564489463,71.5617,0.600337
-1506.99,427,3.903987169265747,4.100589260997367,4.02893,1.33927,285.16,290.892,-1.13968,149.677365689,183.919,1499.32,0.0456314,1949.45,644.35,1957.07,983.639214049,0.082161,-0.0076602,0.325881,89.2054,10950,39.03987121582031,-2.87366,-3.15645,159.7299492959719,1716000,0.0430661,18.3027,125.094,0.657301,-0.00160784,1712000,-0.00456496,5.951994345974526,0.000911073,0.587604,3.15793,1503.51,-0.0206549,-8.01079,781.321534983,68838.52112811462,78.261,0.989839
-1548.51,428,3.97874116897583,4.229535947990371,3.69173,1.61867,306.943,311.442,-1.13661,148.11895401500806,124.094,1538.96,0.0468713,1939.46,619.624,1942.24,1039.22194999,0.0529861,-0.00794896,0.336167,116.453,10974,39.787410736083984,-3.01282,-3.00754,158.50281670600816,1720000,0.043964,20.7974,231.441,0.68973,-0.00180122,1716000,-0.00453605,6.154326743009733,0.0010716,0.492052,3.45936,1544.54,0.201657,-9.35013,1021.0076069,68996.91716197765,120.873,0.571846
-1569.62,429,4.189446926116943,4.125892864001798,3.82624,1.5909,293.178,303.201,-1.13941,148.8460567669972,237.404,1556.98,0.0358936,1934.93,580.235,1948.77,1039.78596125,0.0519915,-0.0079073,0.330493,86.0108,10999,41.894466400146484,-2.8108,-4.32568,159.06191660900367,1724000,0.0397373,28.3194,345.642,0.67994,-0.00153779,1720000,-0.00462816,6.089966978004668,0.00107652,0.515774,3.31466,1565.23,0.0784805,-12.0266,1000.52794243,69156.21706144967,52.5014,0.603531
-1575.69,430,3.756132125854492,4.366904811991844,3.2575,1.52947,276.599,285.882,-1.14123,150.07221078200382,200.654,1565.57,0.0519967,1943.84,1054.35,1956.35,989.351764543,0.0871301,-0.00840673,0.335266,96.6989,11023,37.56132125854492,-2.79652,-4.19107,160.42050755298987,1728000,0.0637421,23.5166,350.484,0.687618,-0.00155729,1724000,-0.00451323,5.981391958994209,0.00104941,0.516609,3.38547,1573.06,0.172235,-10.5472,999.168361381,69316.41151405966,-77.0848,0.953118
-1438.02,431,3.3170006275177,4.144468126993161,3.06838,0.87605,306.263,308.702,-1.13017,148.12309706000087,337.508,1434.65,0.0488964,1936.07,1187.31,1957.97,1034.55357615,0.0352322,-0.00775955,0.286377,95.9665,11047,33.170005798339844,-2.91169,-4.4498,158.36993082199479,1732000,0.0361428,25.8428,308.326,0.604739,-0.00160021,1728000,-0.0045554,6.102365635000751,0.00103659,0.497122,3.0574,1443.69,0.0282217,-10.0499,1053.36836188,69474.75178651865,69.0471,0.544209
-1575.16,432,4.131268501281738,4.118084533998626,3.77377,1.56983,281.788,289.971,-1.14943,148.52141116998973,123.362,1565.53,0.0593811,2005.39,993.587,2025.49,1062.78846903,0.058183,-0.00874328,0.339499,94.4376,11072,41.31268310546875,-2.75885,-4.5202,158.74064347498643,1736000,0.0479768,21.0145,307.089,0.690022,-0.000185706,1732000,-0.00464075,6.101147770998068,0.0010848,0.583111,3.2239,1575.28,-0.0285631,-8.29511,1028.00614317,69633.39795962564,87.43,0.607302
-1567.84,433,3.8624539375305176,4.0270235130010406,3.74398,1.47165,302.954,307.743,-1.15716,150.62121127299906,180.265,1558.9,0.040775,1970.14,694.442,1973.62,1058.15429967,0.0550113,-0.00798794,0.345437,90.1944,11097,38.62453842163086,-2.71495,-3.35812,160.8648589589866,1740000,0.0491323,29.3095,338.892,0.675932,-0.00158085,1736000,-0.00452869,6.216624172986485,0.00105329,0.592212,3.57087,1566.88,0.240716,-9.32994,1032.94063801,69794.22126034861,95.7271,0.586343
-1568.16,434,3.5946686267852783,3.9890460960014025,2.83028,1.46706,281.633,284.07,-1.12537,148.78582282199932,111.467,1557.4,-0.00189026,1942.47,573.228,1942.8,1074.53074614,0.0558747,-0.0082488,0.336139,125.946,11122,35.946685791015625,-2.77936,-2.90958,158.76715375698404,1744000,0.0831053,15.8798,320.303,0.677744,-0.00166028,1740000,-0.00476125,5.992284838983323,0.00113138,0.591293,3.19819,1566.28,0.0980844,-10.083,1058.67268312,69953.1796686726,108.905,0.601641
-1480.65,435,3.5991427898406982,4.183495108009083,3.98169,1.4597,313.471,316.498,-1.14427,150.10723873499956,166.544,1472.53,0.0283536,1944.52,800.046,1950.84,1043.41601387,0.0369961,-0.00822117,0.322072,131.657,11146,35.99142837524414,-2.85621,-4.50292,160.4221756599727,1748000,0.0410141,23.4895,243.133,0.670344,-0.00179849,1744000,-0.00471278,6.13144181696407,0.000992957,0.440561,3.44989,1481.76,0.191016,-10.502,868.413278134,70113.59126354256,136.124,0.558698
-1615.26,436,4.889954090118408,4.176355299990973,3.42077,1.62512,277.573,284.41,-1.11605,149.79333040499478,118.417,1607.99,0.0119737,2028.2,1565.92,2035.37,982.02858492,0.0567153,-0.00826743,0.327507,159.72,11170,48.899539947509766,-3.05572,-2.95065,160.05090804499923,1752000,0.0347273,21.207,311.206,0.711517,-0.00145064,1748000,-0.00479163,6.081222340013483,0.001222,0.622579,3.27229,1617.14,-0.00343275,-8.9054,1026.89995818,70273.88478642357,144.789,0.628193
-1561.48,437,4.010987281799316,4.422401310002897,3.65994,1.61266,307.168,315.865,-1.14384,149.93530663200363,193.585,1554.03,0.0356295,1972.13,751.633,1979.46,1066.11577558,0.0549063,-0.00800205,0.330902,144.578,11194,40.10987091064453,-3.37363,-3.43959,160.4325500060222,1756000,0.0448279,20.5911,219.66,0.681058,-0.00233176,1752000,-0.00477022,6.074842064015684,0.00101139,0.591527,3.28952,1559.19,-0.102934,-6.88349,962.445339052,70434.08328258061,72.8126,0.617463
-1582.39,438,3.7900147438049316,4.1915683900006115,2.94175,1.46318,285.72,298.198,-1.11722,149.61971702901064,194.071,1568.45,0.0490029,1989.5,637.232,2001.55,1036.58935543,0.052712,-0.00802049,0.327844,98.8762,11218,37.900146484375,-2.90063,-2.51383,159.93036104402563,1760000,0.0704754,19.0029,191.73,0.689509,-0.00067691,1756000,-0.0044936,6.119075625014375,0.000966834,0.6101,3.21431,1575.81,-0.0135891,-10.0854,1003.8875213,70594.26057252863,-4.4641,0.606051
-1579.67,439,3.9853737354278564,4.441808403993491,4.23578,1.52109,320.951,326.062,-1.13256,149.16570495699125,121.643,1569.01,0.0570679,1976.04,622.5,1985.55,1017.24337492,0.0460404,-0.00869363,0.331098,108.249,11243,39.853736877441406,-2.72377,-2.69978,159.67242612801783,1764000,0.0412146,22.6626,239.49,0.683363,-0.0013945,1760000,-0.00451606,6.064912767033093,0.001057,0.599852,3.19465,1578.11,0.107916,-8.81134,1057.15407778,70753.69510709867,56.0936,0.561315
-1577.03,440,3.7234256267547607,4.207394565004506,4.74376,1.54749,305.199,313.106,-1.13245,148.78150666000147,137.523,1569.15,0.0374311,1971.0,744.591,2000.45,1039.22602299,0.0544668,-0.00886957,0.333296,93.2607,11267,37.234256744384766,-3.23421,-3.42392,159.06743629097764,1768000,0.0489117,21.599,294.848,0.682076,-0.00125486,1764000,-0.00456861,6.078535065971664,0.00115705,0.474852,3.26573,1579.16,0.0332862,-9.04732,898.751732168,70913.21333016164,78.9699,0.58803
-1699.91,441,5.453527450561523,4.662186886998825,3.55527,1.71283,417.188,424.317,-1.11661,148.82770305399026,378.548,1689.82,0.0296292,2479.61,1138.67,2499.96,1072.0806324,0.0443045,-0.00872008,0.345533,4.9024,11291,54.535274505615234,-2.93985,-3.88705,159.48320898799284,1772000,0.0726956,19.0178,446.69,0.728503,-0.00107578,1768000,-0.00486396,5.993319047003752,0.00119548,0.653801,3.27719,1696.24,0.107932,-10.8488,1041.26391478,71072.13011753063,-33.4426,0.498017
-1525.45,442,3.2094647884368896,4.0991158569959225,3.05702,1.31454,278.891,285.511,-1.14656,147.81761534299585,163.456,1515.74,0.0434827,1950.24,725.778,1942.62,1022.04465448,0.0510475,-0.00799985,0.325312,94.1553,11316,32.09464645385742,-2.90097,-3.02171,157.96607137695537,1776000,0.0634249,23.6927,326.296,0.66273,-0.000886844,1772000,-0.00465662,6.049340176963597,0.00109676,0.400456,3.18116,1522.11,-0.0261209,-8.40122,1038.1334317,71230.56173151858,95.7661,0.60337
-1545.73,443,3.6542038917541504,4.568501924994052,3.02148,1.54649,328.183,335.334,-1.1265,149.47451202500088,157.296,1534.23,0.0208508,1983.75,2177.01,1988.79,1028.63676876,0.053856,-0.00756507,0.329081,79.9197,11340,36.54203796386719,-2.72071,-2.69757,160.25971417901746,1780000,0.0415732,16.1776,262.282,0.679515,-0.0015129,1776000,-0.00437737,6.2167002290225355,0.00108118,0.578811,3.23488,1540.52,0.0147461,-9.2847,1010.55705508,71390.7091296606,11.2472,0.592995
-1587.16,444,4.111330986022949,4.45842540099693,3.35062,1.66868,264.018,274.737,-1.15205,148.60899748199154,294.376,1578.05,0.0589859,1989.07,752.176,2005.77,1096.67823922,0.0498062,-0.0085985,0.32045,71.8819,11364,41.11330795288086,-2.80376,-3.06021,159.1780288209702,1784000,0.0291573,21.2454,267.017,0.691535,-0.00211185,1780000,-0.00476124,6.110605937981745,0.00093308,0.530391,3.17392,1584.06,0.156801,-8.89901,1087.57861246,71549.62655400757,78.0498,0.620366
-1506.4,445,3.382004499435425,4.200841255005798,4.24775,1.41184,311.874,319.123,-1.1524,148.4979494959989,191.974,1497.94,0.0388587,2030.45,775.985,2045.1,1093.84523565,0.0411226,-0.00808693,0.32736,77.1388,11388,33.820045471191406,-3.17846,-3.49544,158.7167665489833,1788000,0.0608307,23.6546,210.146,0.647302,-0.00185009,1784000,-0.00449954,6.017975797978579,0.000894823,0.387649,3.24834,1507.18,-0.0823733,-6.41969,1008.01186451,71708.33971252755,-32.4715,0.570727
-1602.31,446,3.915437698364258,4.20104547298979,2.58156,1.30905,316.031,321.89,-1.12587,150.16694996300794,148.812,1594.77,0.0381033,2081.58,983.083,2075.0,1128.05387336,0.0353402,-0.00748022,0.336186,86.7209,11412,39.15437698364258,-2.76388,-3.13821,160.35245747202134,1792000,0.0580793,14.9908,301.675,0.663383,-0.00149609,1788000,-0.00470649,5.984462036023615,0.00102833,0.634686,3.13572,1603.22,0.00353432,-8.18696,1043.962225,71868.58665143157,88.6669,0.560113
-1582.75,447,4.013180255889893,4.098742293994292,3.76111,1.58023,319.053,326.073,-1.12773,149.49763765100215,102.089,1572.71,0.0443621,2022.14,692.828,2025.22,1128.44274984,0.038773,-0.00760727,0.334249,96.4417,11436,40.13180160522461,-2.86859,-7.23715,159.63748509103607,1796000,0.0495183,37.759,244.517,0.688844,-0.00198096,1792000,-0.00474725,6.041105146039627,0.000946408,0.610114,3.36345,1582.75,0.116648,-7.9544,786.490114476,72028.1407841916,101.293,0.471323
-1586.7,448,4.017959117889404,4.018997157996637,3.27037,1.59852,319.191,322.271,-1.14973,149.11430877199746,123.392,1580.32,0.0792285,2017.88,1382.33,2021.15,1028.43096471,0.0470981,-0.00760155,0.336784,72.4174,11460,40.179588317871094,-2.77455,-2.85685,159.27104530399083,1800000,0.0358507,24.2481,196.947,0.664986,-0.00113167,1796000,-0.00451389,6.137739373996737,0.000977674,0.494064,3.29083,1585.89,0.00567317,-6.81065,951.777475893,72187.51292025158,71.4676,0.605808
-1578.73,449,3.4607861042022705,4.123689730011392,4.60383,1.62158,325.358,329.364,-1.13549,149.61012624300201,126.594,1570.76,0.0546813,1963.19,2003.34,1966.4,1014.66170825,0.0402486,-0.00780509,0.335946,90.3192,11484,34.60786056518555,-3.53256,-3.35559,159.86657816501975,1804000,0.0564838,23.368,460.287,0.702665,-0.00136558,1800000,-0.00459414,6.132762192006339,0.0010922,0.502374,3.37068,1579.05,0.112073,-7.92037,1019.54622231,72347.43702545957,76.5376,0.571787
-1400.57,450,3.073106050491333,4.184554078994552,2.64422,0.722625,322.708,328.844,-1.1034,150.19810396000685,514.072,1390.26,0.0119035,2046.51,3062.89,2046.17,1131.0703337,0.0463503,-0.00769838,0.287955,81.5411,11508,30.731060028076172,-2.92468,-3.8823,160.58638520303066,1808000,0.0505812,19.3974,339.139,0.613518,-0.00165655,1804000,-0.00453734,6.20372716402926,0.00105397,0.42573,3.15243,1407.25,0.0571803,-9.38488,1085.13408234,72507.96129168359,85.4968,0.598938
-1568.13,451,3.3750641345977783,4.12589373299852,3.56298,1.53712,314.782,320.629,-1.15135,149.9904347470001,206.72,1558.6,0.0914874,1994.82,900.885,1991.48,1038.0326641,0.0474234,-0.00850359,0.334492,95.0443,11532,33.750640869140625,-3.09819,-3.259,160.086537553987,1812000,0.051279,27.4379,433.031,0.671124,-0.00139194,1808000,-0.00433807,5.9702090739883715,0.0010994,0.462387,3.28248,1572.46,0.0653696,-8.15543,1030.06854245,72668.06442899958,85.9934,0.528446
-1634.31,452,3.6582133769989014,4.14602236400242,2.83658,1.5844,280.932,290.445,-1.13633,149.76051092699345,149.688,1623.7,0.0194745,2053.32,799.61,2047.5,1000.76505479,0.0373672,-0.00821546,0.33123,84.5075,11557,36.58213424682617,-2.7201,-3.42542,160.00967464597488,1816000,0.0416642,19.9332,293.283,0.689575,-0.00163877,1812000,-0.00445214,6.103141354979016,0.00108088,0.469229,3.2438,1636.53,0.0394993,-8.79108,1069.59797039,72828.15981080453,83.3771,0.570246
-1649.52,453,3.796602249145508,4.235145393002313,3.84304,1.83521,301.745,310.069,-1.14025,149.61247648000426,203.976,1636.22,0.0559689,2027.95,1518.1,2043.62,1070.6186091,0.0379574,-0.00823881,0.347345,84.7552,11582,37.96602249145508,-2.94562,-3.43574,159.86869633600872,1820000,0.0500086,19.7986,352.427,0.717028,-0.00170084,1816000,-0.004687,6.021074463002151,0.00115602,0.59041,3.41813,1641.4,0.241957,-8.25906,1086.22410342,72987.81748920555,82.2193,0.425641
-1611.62,454,3.7239253520965576,4.027425395994214,3.68216,1.42104,312.28,318.787,-1.13347,150.5401962199976,152.68,1603.61,0.0920142,1982.14,661.19,1967.4,1036.31526005,0.0414428,-0.00689556,0.330837,82.0008,11606,37.239253997802734,-3.43035,-3.44252,160.69628584994643,1824000,0.0430382,26.4299,48.7058,0.674971,-0.0024971,1820000,-0.00439873,6.128664233954623,0.000682465,0.518928,3.38482,1616.1,0.0911394,-8.7828,1078.40339229,73148.61066771549,38.2123,0.550133
