RF Loss,Z mean train,V Predictions Max,R Predictions Min,Z variance eval,KL Divergence,QF Loss,Policy mu Min,KL Loss,R Predictions Std,Q Predictions Max,Policy log std Std,V Predictions Mean,AverageReturn_all_train_tasks,Policy log std Max,Number of env steps total,V Predictions Min,Log Pis Max,R Predictions Mean,Sample Time (s),Z variance train,Number of rollouts total,Z mean eval,Policy mu Max,(Previous) Eval Time (s),R Predictions Max,Log Pis Mean,Policy log std Mean,Epoch,Epoch Time (s),Policy mu Std,Number of train steps total,Policy Loss,Log Pis Std,VF Loss,Q Predictions Min,Policy log std Min,Total Train Time (s),Log Pis Min,Train Time (s),AverageReturn_all_test_tasks,Policy mu Mean,Q Predictions Std,Q Predictions Mean,V Predictions Std
509.062,1.51575,3002.9,-0.00210992,0.0245097,73.54412078857422,226.762,-2.66195,7.354412078857422,0.00338393,2991.81,0.336593,2302.55,1354.77961911,0.0970196,1314000,19.6722,14.8452,0.00490188,10.615982851008084,0.022073,7880,1.404,3.79525,4.146526537999307,0.0146252,2.59249,-0.713017,130,89.62678650600719,1.16064,262000,-2297.93,3.37254,126.808,40.2538,-2.65784,11644.416047023979,-7.59795,74.8642771169998,1351.9194563,-0.17319,454.082,2287.92,444.811
481.137,1.37825,2949.91,-0.00383915,0.0178169,68.95465087890625,239.963,-3.28304,6.89546537399292,0.00287421,2973.59,0.352515,2164.53,1330.47710296,0.0511656,1324000,1.72872,13.0557,0.00455533,10.450969816001816,0.0129013,7940,1.29623,2.98929,4.117287528000816,0.0137253,2.26687,-0.710599,131,90.19891241000187,1.11169,264000,-2164.8,3.33588,97.4767,34.6766,-2.79061,11734.589986673982,-8.26917,75.63065506599924,1315.43029189,-0.100186,488.035,2150.77,479.047
392.958,1.19069,2799.39,-0.00342809,0.0127533,45.994102478027344,627.179,-2.59282,4.599410533905029,0.00274364,2810.12,0.314109,2091.99,1268.02252528,0.00700045,1334000,20.1757,12.7351,0.00371084,10.621299730006285,0.0398835,8000,1.7124,2.78982,4.093801220000387,0.012934,2.05893,-0.703228,132,89.02365591300622,1.08077,266000,-2094.11,3.37216,350.168,10.3768,-2.29943,11823.61880156999,-7.43906,74.30855496299955,1313.43674543,-0.0750873,461.132,2082.54,452.33
572.185,5.50188,9600.02,-0.00281463,0.177508,768.0830078125,15779.6,-6.64576,76.80830383300781,0.00275807,9361.3,0.446897,4504.0,640.703791123,1.78316,1344000,282.797,39.3867,0.00389864,10.578290925004694,0.245461,8060,5.25101,4.68344,4.100336202000108,0.0157521,7.14821,-0.680496,133,89.17938000000504,1.61497,268000,-4603.03,7.48055,17579.9,290.021,-3.8227,11912.751256044992,-7.1166,74.50075287300024,653.401451606,-0.757175,2655.87,4444.87,2737.65
348.737,1.45189,2758.47,-0.0019916,0.0202447,52.532806396484375,1905.72,-2.78765,5.2532806396484375,0.00298724,2755.27,0.261184,2111.92,1281.74517137,0.0117515,1354000,133.394,13.2,0.00413017,10.539834647002863,0.0374986,8120,1.68073,3.2389,4.054602891999821,0.0142254,1.78413,-0.680541,134,89.48788544600211,1.08248,270000,-2112.14,3.22738,1444.26,60.0437,-2.12618,12002.247151130996,-7.99516,74.89344790699943,1320.91443766,-0.0640077,418.958,2107.96,403.912
512.1,1.63477,3126.38,-0.0032277,0.0228918,71.8744888305664,383.42,-3.22244,7.187448978424072,0.00301988,3123.46,0.315367,2447.92,1314.62938848,0.225928,1364000,67.9261,13.8811,0.00449949,10.394328925996888,0.015042,8180,1.74603,2.99924,4.063880137000524,0.0141555,2.54569,-0.656974,135,88.8173603039977,1.18338,272000,-2441.08,3.63119,206.077,48.3375,-2.42304,12091.066961467992,-10.6679,74.35915124100029,1329.30580689,-0.0762306,467.678,2427.03,461.096
254.471,0.238951,3107.97,-0.00207461,0.0218673,35.386104583740234,1807.34,-3.11195,3.5386104583740234,0.00241628,3111.21,0.31491,1911.75,1370.63389976,0.0608551,1374000,94.4316,16.0253,0.00260492,10.3257379259976,0.0546076,8240,1.82243,3.2145,4.067852006999601,0.0129523,1.16601,-0.733072,136,88.27120763899802,0.960315,274000,-1909.19,3.09726,601.225,62.0031,-2.2519,12179.261619061992,-7.22381,73.87761770600082,1310.45059303,-0.0817968,511.834,1908.34,509.479
765.136,1.41452,3008.14,-0.00229098,0.0396628,66.24021911621094,406.585,-5.75671,6.624022006988525,0.00339132,2997.14,0.326701,2281.0,1380.95708025,0.0404775,1384000,75.8472,25.8915,0.00570751,10.33116004999465,0.0509493,8300,2.00249,3.60275,3.9924376609997125,0.0146567,2.74447,-0.711699,137,88.5773581089943,1.18345,276000,-2289.39,3.79058,205.878,52.1623,-2.70176,12267.879199101986,-6.815,74.25376039799994,1330.6380093,-0.0802783,481.101,2275.25,465.298
602.695,1.11381,2774.22,-0.00199766,0.0106914,55.44504928588867,360.007,-3.23032,5.5445051193237305,0.00360491,2784.02,0.311731,2185.75,1357.85039805,0.101329,1394000,119.134,12.0746,0.00643839,10.480107144001522,0.0317306,8360,1.39359,3.08984,4.034052693999911,0.0163465,2.4652,-0.706711,138,89.81930105300125,1.12986,278000,-2189.19,3.48808,195.5,87.0049,-2.60901,12357.822378005987,-8.33399,75.30514121499982,1384.38174413,-0.0924568,446.136,2180.97,433.646
675.168,2.04649,3097.0,-0.00332613,0.021026,75.5838851928711,374.942,-3.07413,7.558388710021973,0.00319823,3102.55,0.346397,2395.0,1259.99704513,0.0403129,1404000,41.5599,14.7137,0.00528674,10.416165007005475,0.0299615,8420,1.48148,4.08333,4.159708434001004,0.014749,2.88641,-0.712477,139,89.49051351300659,1.18298,280000,-2398.28,3.64448,116.914,78.8546,-2.69038,12447.142489257994,-7.72774,74.91464007200011,1325.69172812,-0.154964,486.57,2388.64,474.566
527.574,1.73296,3035.33,-0.00266562,0.024112,75.50116729736328,266.386,-3.09962,7.550117015838623,0.00280556,3038.99,0.355618,2402.8,1309.79107466,0.287272,1414000,58.6524,16.5215,0.00456663,10.518481824001356,0.0419274,8480,1.45859,3.0363,3.9903331069999695,0.0142387,2.73604,-0.714549,140,90.65739231400221,1.15869,282000,-2403.94,3.47665,114.781,36.8828,-2.62382,12537.817678470998,-5.85298,76.14857738300088,1285.3682406,-0.147304,455.046,2391.86,441.033
325.98,0.862942,2847.76,-0.00346086,0.00766555,61.238914489746094,307.277,-3.12112,6.123891353607178,0.00249609,2856.49,0.349318,2196.11,1301.03783603,0.0717931,1424000,79.2708,14.1119,0.00374816,10.665750818989181,0.0249153,8540,1.57373,2.98488,4.0094989520002855,0.010569,2.73181,-0.742257,141,89.58991347099072,1.14303,284000,-2190.0,3.43548,173.218,74.6373,-2.67763,12627.511393147986,-6.81767,74.91466370000126,1299.8347327,-0.14532,436.728,2182.04,425.172
560.587,1.79985,3199.93,-0.00251818,0.428675,83.13532257080078,393.123,-2.891,8.313532829284668,0.00322309,3207.79,0.337568,2539.35,1383.58526496,0.073625,1434000,40.0353,15.5484,0.00487461,10.515617799997926,0.0442231,8600,12.2,3.85962,4.1146656470009475,0.0152467,2.90113,-0.684376,142,89.77875420499913,1.21043,286000,-2540.98,3.62281,130.563,49.9258,-2.85134,12717.276466186988,-7.68865,75.14847075800026,835.018506694,-0.0816612,462.307,2531.15,449.283
472.421,1.44325,3140.87,-0.00220828,0.0158885,74.0609359741211,253.372,-3.03799,7.406093597412109,0.00296637,3157.53,0.3416,2258.39,1300.43578204,-0.0259625,1444000,77.2681,13.3262,0.00449144,10.456383285005359,0.0101068,8660,1.46524,3.04034,4.102666286000385,0.0144969,2.56293,-0.727092,143,89.07392712300498,1.14476,288000,-2258.13,3.36013,118.955,71.5919,-2.61379,12806.325321137996,-7.89837,74.51487755199923,1347.56638654,-0.13608,477.79,2245.1,463.282
448.246,1.57424,2892.0,-0.00220574,0.0153797,70.84815216064453,275.563,-3.92818,7.084815502166748,0.00261028,2893.29,0.349451,2243.61,1315.88933739,-0.0621321,1454000,30.0245,16.5505,0.00442225,10.31146415701005,0.0176754,8720,1.37598,3.50308,4.078814406000674,0.0128844,2.54641,-0.719959,144,88.42489192901121,1.1429,290000,-2250.42,3.53907,287.689,35.3572,-2.94892,12894.773312447005,-10.8876,74.03461336600049,1307.43966164,-0.176322,463.271,2241.35,444.91
659.676,1.60714,3077.71,-0.0020295,0.0194365,78.3052978515625,207.677,-3.54044,7.830529689788818,0.00344402,3077.73,0.35201,2420.45,1375.02387931,0.0345832,1464000,40.5058,16.9208,0.00537794,10.277758342999732,0.0352758,8780,1.49177,2.97065,4.103333127999576,0.0148718,2.72516,-0.706312,145,88.12679086900062,1.17294,292000,-2418.22,3.63344,108.963,48.6015,-2.72304,12982.722847366003,-6.33004,73.7456993980013,1393.0785652,-0.0684164,481.692,2407.23,470.32
304.578,1.11817,2772.52,-0.00260532,0.0278565,57.57408905029297,231.35,-2.77299,5.75740909576416,0.00329441,2777.08,0.31462,2213.02,1317.48050691,0.0188169,1474000,40.8911,12.0828,0.00426675,10.270780112001376,0.0266055,8840,0.845311,2.78491,3.9273414669987687,0.0141711,2.56139,-0.709866,146,88.077715292,1.14701,294000,-2212.36,3.53684,93.5301,37.46,-2.70028,13070.889268407005,-9.2364,73.87959371299985,1323.69289835,-0.110619,450.423,2202.07,436.316
509.84,1.47634,3067.6,-0.00234096,0.0188671,67.45280456542969,206.371,-4.31912,6.745280742645264,0.00271285,3052.52,0.339388,2394.3,1385.91512879,0.216064,1484000,31.067,26.1954,0.00429791,10.217594411999016,0.0446057,8900,1.65621,3.25405,4.017277720000493,0.0120503,2.68601,-0.702671,147,90.26197036200028,1.1719,296000,-2396.82,3.56166,87.7941,26.5014,-2.59193,13161.194356394006,-8.68262,76.02709823000077,1378.0278336,-0.0367985,480.513,2383.72,463.709
449.263,1.54005,2880.79,-0.00257997,0.013907,64.97219848632812,303.381,-4.42947,6.497220039367676,0.00320526,2875.99,0.331533,2256.09,1367.66289821,-0.050083,1494000,15.4389,21.1386,0.00461079,10.414043604001563,0.0160754,8960,1.43866,4.1254,4.062284755000292,0.0139904,2.51526,-0.709521,148,89.24523116100136,1.15202,298000,-2256.88,3.60582,78.5516,25.6991,-2.85087,13250.438994840008,-8.33794,74.7689028019995,1404.39754001,-0.119928,479.928,2242.62,466.314
576.749,1.54304,3131.36,-0.00258625,0.0185697,72.41261291503906,247.306,-3.01663,7.2412614822387695,0.00322498,3145.86,0.333858,2408.66,1373.07053303,-0.0352625,1504000,13.6208,24.2941,0.00465502,10.356357103999471,0.0247322,9020,1.45205,4.86715,4.062686170000234,0.0147122,2.77903,-0.709799,149,89.81223613700058,1.18435,300000,-2409.88,3.57794,95.1002,-7.76438,-2.91844,13340.255812569008,-7.3196,75.39319286300088,1380.29806637,-0.126634,463.48,2398.86,447.014
352.718,1.18252,2904.09,-0.00203841,0.0119316,59.4677848815918,361.326,-3.47889,5.946778774261475,0.00267546,2910.83,0.339711,2178.93,1429.78744961,-0.0816371,1514000,44.1348,18.91,0.0039822,10.34794185699684,0.0159821,9080,1.6813,3.9574,4.0687829479993525,0.0143233,2.46238,-0.733427,150,89.21462526999676,1.12808,302000,-2174.52,3.52354,136.867,45.4619,-2.70574,13429.397151779007,-7.72324,74.79790046500057,1388.43207891,-0.101304,465.652,2164.13,453.79
577.466,1.64268,3043.65,-0.00291138,0.0249411,73.268798828125,242.072,-3.17357,7.326879978179932,0.0032071,3054.27,0.354618,2378.47,1371.84466245,0.0581847,1524000,35.7509,14.6771,0.00528572,10.382884713999374,0.0121072,9140,1.6575,3.04344,3.9966920290007693,0.0142991,2.83873,-0.712354,151,89.22896280299938,1.17902,304000,-2371.08,3.61749,145.513,44.9702,-2.853,13518.692833517005,-7.59964,74.84938605999923,1404.20149356,-0.113027,494.425,2360.12,480.484
420.824,1.36233,2964.61,-0.00249157,0.0172595,60.537235260009766,309.161,-3.31425,6.0537238121032715,0.00301128,2987.51,0.328498,2330.34,1378.19916532,0.112997,1534000,21.8592,22.7486,0.00432333,10.435964515996602,0.0381893,9200,1.5085,5.19168,4.065040042998589,0.013762,2.92779,-0.684864,152,89.23521782299576,1.19509,306000,-2314.03,3.7453,458.337,-9.64237,-2.58063,13607.953893838003,-9.68678,74.73421326400057,1427.71164164,-0.115269,455.599,2307.4,440.047
489.541,1.22407,2903.83,-0.00282466,0.0317919,62.24729537963867,200.055,-3.09525,6.224729537963867,0.00324526,2897.15,0.334706,2257.0,1409.94997033,0.026956,1544000,5.89362,14.4804,0.00587174,10.486277337999127,0.0273344,9260,1.59611,2.68478,4.092140276001373,0.0142562,2.43898,-0.719779,153,88.42060590200163,1.12906,308000,-2262.79,3.4504,141.22,25.3712,-2.84077,13696.329247707004,-6.41162,73.84218828800113,1421.66658788,-0.127425,477.126,2249.21,459.207
610.859,1.78504,3103.05,-0.00281494,0.0245739,72.37944030761719,250.765,-3.20626,7.23794412612915,0.00293809,3097.05,0.362656,2418.81,1370.83784777,0.0977826,1554000,13.813,16.5881,0.0047842,10.523921209003674,0.0424798,9320,1.42433,2.94442,4.048157646999243,0.0142435,2.82784,-0.741452,154,88.1742119460032,1.16506,310000,-2417.52,3.53149,118.738,18.6489,-2.74416,13784.406930007008,-7.49301,73.60213309000028,1406.94232371,-0.113273,465.257,2408.27,453.642
302.149,2.48382,3553.98,-0.00289764,0.00746115,103.09619140625,493.555,-4.63137,10.309618949890137,0.00258804,3567.43,0.389795,2753.34,1418.99083943,0.109155,1564000,5.29828,15.2424,0.00300699,10.368624826995074,0.0921995,9380,1.47895,2.94635,3.9532057060005172,0.0160601,3.5189,-0.734538,155,88.59425446999558,1.24567,312000,-2739.93,3.7899,355.349,10.7608,-3.09693,13873.138432169006,-7.67134,74.27242393699999,1371.16582796,-0.193143,546.967,2737.56,536.729
663.407,1.70693,3463.45,-0.00204978,0.00849563,91.87084197998047,407.53,-3.72287,9.187084197998047,0.00260052,3465.35,0.336674,2728.04,1416.76525825,0.362449,1574000,-22.7524,14.3586,0.00400534,10.366624872000102,0.0139275,9440,1.5042,3.26766,4.09194866100006,0.0132018,3.2617,-0.681959,156,89.31184073200166,1.24085,314000,-2725.19,3.75171,132.345,-24.5003,-2.60552,13962.470125756006,-10.199,74.8532671990015,1431.66180279,-0.0978599,510.067,2720.31,497.532
315.507,1.22342,2985.58,-0.00265986,0.00954336,57.953468322753906,268.021,-4.53305,5.795346736907959,0.00230056,2995.28,0.336945,2292.19,1396.91646846,-0.00309652,1584000,-35.4491,30.332,0.00331771,10.517049596997822,0.0454863,9500,1.6599,4.16695,4.113151145998927,0.00969267,2.67394,-0.722179,157,89.82644238199646,1.15214,316000,-2296.06,3.61048,146.312,-30.2342,-2.70156,14052.244474943001,-10.507,75.19624163899971,1402.46106223,-0.0891648,500.972,2282.71,485.508
503.519,1.13959,3096.66,-0.00273361,0.0132794,79.13496398925781,241.134,-2.95444,7.913496494293213,0.00311531,3091.42,0.361619,2388.17,1474.57747166,0.0835369,1594000,21.4755,16.0434,0.00474819,10.37974022799608,0.0295432,9560,1.52714,2.96801,4.062604360000478,0.0135235,3.01188,-0.721353,158,89.36864655599675,1.20456,318000,-2385.95,3.67281,96.6993,22.818,-2.94837,14141.606506785,-5.92197,74.92630196800019,1402.76906648,-0.159661,502.366,2376.02,491.32
607.727,1.54192,3150.5,-0.00294792,0.0382423,72.80220031738281,297.981,-3.23911,7.280220031738281,0.00319211,3152.58,0.360344,2415.89,1339.0399231,0.0216572,1604000,20.1616,14.1884,0.00462407,10.428450028992302,0.0440808,9620,1.68072,2.84538,4.057395677999011,0.0132482,2.84837,-0.740788,159,89.47932958399178,1.167,320000,-2410.77,3.46439,137.011,25.1623,-2.71479,14231.057844238987,-12.6182,74.99348387700047,1397.02220547,-0.0963372,488.554,2402.51,476.668
627.518,1.57688,3185.62,-0.003157,0.0131161,73.71980285644531,287.053,-2.98666,7.3719801902771,0.00378014,3194.54,0.326057,2481.17,1445.99175386,0.0609738,1614000,-21.2717,13.7062,0.00610034,10.259661753998444,0.0265302,9680,1.54607,2.82688,4.031060386998433,0.0157013,2.93939,-0.701367,160,89.10894690799796,1.20432,322000,-2480.8,3.74562,93.6341,-3.44216,-2.75874,14320.143663071987,-8.42452,74.81822476700108,1390.76581855,-0.127598,502.845,2469.94,488.109
385.662,0.959025,2860.09,-0.00307509,0.0141155,43.33509063720703,372.928,-2.80447,4.3335089683532715,0.0024622,2881.19,0.306204,2183.26,1421.59742637,0.0527552,1624000,-20.8787,13.6008,0.00364902,10.608932517998255,0.0331808,9740,1.40463,2.55535,4.00952657400012,0.0102425,2.29868,-0.729077,161,90.21218273199884,1.0962,324000,-2180.41,3.51011,174.285,-18.9492,-2.26799,14410.347044799988,-7.93567,75.59372364000046,1418.62388113,-0.074268,443.516,2171.75,433.207
457.185,1.29382,3121.15,-0.00186162,0.0170523,67.9638671875,298.993,-3.32248,6.79638671875,0.00302303,3126.38,0.345714,2309.17,1426.5441314,-0.00961775,1634000,17.1882,15.2199,0.00450658,10.298013047995482,0.0119623,9800,1.52178,3.54874,4.002217240000391,0.0138046,2.52957,-0.728,162,89.40672047699627,1.15026,326000,-2309.7,3.51891,109.824,-2.34493,-2.5652,14499.729067399985,-8.81104,75.1064901890004,1423.44055924,-0.114549,495.356,2299.62,483.418
435.925,1.06789,3415.66,-0.00298922,0.0143612,71.0570068359375,331.735,-2.99074,7.105700969696045,0.00276033,3427.84,0.353994,2480.06,1321.85728458,-0.0396232,1644000,-22.0225,14.618,0.00380528,10.350572583995017,0.0264781,9860,1.5721,3.15184,3.9788791659993876,0.0123071,2.83139,-0.720425,163,87.81050034499458,1.17674,328000,-2476.13,3.69594,142.442,-23.0478,-3.016,14587.558182994984,-8.30476,73.48104859500017,1329.45707374,-0.157087,542.294,2470.34,531.531
408.417,1.58192,3176.24,-0.00356919,0.0150638,77.6747817993164,303.327,-3.12805,7.7674784660339355,0.00331596,3194.51,0.342098,2468.0,1432.02629915,0.042393,1654000,-15.7456,15.9506,0.00457682,10.399065828001767,0.0208593,9920,1.5497,3.12397,3.9990142850001575,0.0155341,3.00251,-0.724139,164,88.4430549200024,1.21559,330000,-2471.15,3.73459,129.535,-37.3732,-2.7636,14675.970635095986,-7.44151,74.04497480700047,1441.35327046,-0.0730063,479.867,2459.66,463.756
390.677,0.725155,2967.06,-0.00245788,0.0189419,50.78297805786133,476.85,-2.62408,5.078298091888428,0.00233998,2993.86,0.318838,2182.81,1474.95432968,0.0559871,1664000,-37.4099,13.0184,0.00388807,10.323359445004826,0.0212334,9980,1.67834,2.61592,3.9699697839987493,0.0135813,2.45877,-0.733517,165,89.0607575280028,1.12656,332000,-2184.8,3.42118,143.697,-18.9524,-2.77581,14765.13325293599,-8.41051,74.76742829899922,1406.40891527,-0.0863012,474.385,2173.74,461.485
471.43,1.64131,3208.01,-0.00258199,0.0110674,80.23918151855469,307.141,-2.93893,8.023918151855469,0.00339254,3226.14,0.365176,2480.01,1416.07757086,0.153464,1674000,-21.3515,13.2016,0.00453394,10.400572008995368,0.0153766,10040,1.4098,2.90559,4.073549870001443,0.0138923,3.06786,-0.740741,166,89.43823990599776,1.18817,334000,-2473.96,3.59445,283.716,-33.4816,-2.83424,14854.576766555983,-7.46724,74.96411802700095,1398.01720458,-0.133187,483.3,2461.52,472.589
536.736,1.46131,3274.44,-0.00257107,0.0128183,76.48014831542969,237.107,-3.51152,7.648015022277832,0.00274948,3282.65,0.345117,2524.26,1485.1921541,0.180435,1684000,-52.4779,15.2772,0.00444083,10.32791781600281,0.0147417,10100,1.41712,3.28813,4.080415207999977,0.0142709,2.91352,-0.720581,167,89.65206292000221,1.19559,336000,-2521.22,3.61589,139.239,-47.7576,-2.67565,14944.213562286988,-9.59199,75.24372989599942,1435.17619011,-0.0970197,513.958,2509.87,503.048
567.331,1.05896,3195.27,-0.00181955,0.0110039,82.1260757446289,297.657,-2.7661,8.212607383728027,0.00331109,3200.8,0.359865,2455.96,1439.7626468,-0.036684,1694000,-4.67105,13.1876,0.00562149,10.510597025997413,0.0223696,10160,1.42257,3.31244,4.066898862000016,0.0135354,2.78578,-0.733988,168,89.60832981599742,1.17188,338000,-2451.89,3.52056,119.83,-5.32174,-2.89376,15033.770451490986,-7.64436,75.03083392799999,1432.44664115,-0.0907606,503.403,2441.5,492.023
585.144,1.5492,3278.01,-0.00291991,0.00967636,76.7787094116211,376.387,-3.77212,7.677871227264404,0.00329653,3240.68,0.348501,2472.46,1500.37520783,0.0791077,1704000,-10.1112,21.3605,0.00556265,10.245412048005164,0.0135322,10220,1.39159,3.9351,4.01658647000113,0.0159012,2.67652,-0.718601,169,89.00622627700614,1.16872,340000,-2469.44,3.53708,134.557,-9.29284,-2.64251,15122.785778079995,-8.37111,74.74422775899984,1444.06235884,-0.0743695,522.352,2460.35,507.605
723.203,1.52673,3261.88,-0.00165919,0.0145232,78.60253143310547,280.035,-3.11568,7.86025333404541,0.00320499,3278.03,0.355148,2495.61,1413.7975063,-0.0477879,1714000,-0.438506,14.0717,0.0056887,10.301592871008324,0.0141252,10280,1.45823,2.95014,4.0272240079993935,0.0148543,2.82775,-0.733153,170,88.87392217200613,1.16344,342000,-2493.76,3.54636,78.4643,-8.95349,-2.91937,15211.626919794999,-7.50038,74.54510529299841,1445.71557117,-0.113037,488.287,2480.67,476.4
240.63,1.04923,2992.36,-0.00278554,0.0245684,50.30434036254883,257.74,-3.57857,5.0304341316223145,0.00262736,2951.91,0.312466,2296.9,1437.48967352,0.155311,1724000,-198.747,20.4417,0.00390746,10.3941394619942,0.0264582,10340,0.931682,4.58552,3.9958083260007697,0.0114293,2.48996,-0.72254,171,89.12481336999554,1.13391,344000,-2290.55,3.52486,297.638,-176.027,-2.25446,15300.801074972995,-8.93925,74.73486558200057,1384.88639891,-0.0629674,461.682,2279.02,452.376
609.853,1.8285,3535.55,-0.00310241,0.0120393,78.09662628173828,377.005,-5.34868,7.809662818908691,0.00370502,3538.71,0.341087,2627.17,1445.50246058,0.605728,1734000,24.5401,13.8112,0.00538632,10.342401518995757,0.0359929,10400,1.54141,4.0089,4.047617636000723,0.0153598,3.0585,-0.700326,172,88.46772930699626,1.21488,346000,-2625.24,3.53499,153.968,-21.5405,-2.64397,15389.289498929991,-6.86847,74.07771015199978,1420.17566415,-0.03325,546.217,2613.56,531.675
563.285,1.43248,3055.45,-0.00321602,0.110776,74.3741455078125,330.774,-2.86351,7.437414646148682,0.00272017,3064.78,0.377784,2337.82,1429.36614008,0.0852911,1744000,-5.50086,13.7129,0.00498132,10.32934113400188,0.0142075,10460,2.86506,3.10243,4.068995571000414,0.0127303,2.78336,-0.742474,173,88.72754153900314,1.1769,348000,-2347.81,3.53848,225.14,-16.2214,-2.91549,15478.012378178992,-9.47533,74.32920483400085,1327.41796565,-0.116979,515.187,2328.82,499.55
652.728,1.42544,3177.21,-0.00320648,0.00966416,68.24806213378906,204.968,-2.73536,6.824806213378906,0.00285152,3185.16,0.345747,2464.16,1412.02719213,0.148342,1754000,-41.3651,14.4579,0.00523027,10.379604547999406,0.0410969,10520,1.50555,2.91959,4.066018760000588,0.0134433,2.83037,-0.722512,174,89.57789932100059,1.18148,350000,-2467.54,3.58379,78.8861,-38.086,-2.74291,15567.579686503994,-7.75714,75.13227601300059,1422.05491593,-0.0800954,516.66,2454.78,502.116
465.636,1.1318,3196.64,-0.00193591,0.0142243,55.64638137817383,283.924,-4.3659,5.564638137817383,0.00280969,3202.4,0.331609,2370.21,1342.0964202,-0.037627,1764000,-36.6574,14.5954,0.00417008,10.467592389004494,0.0331389,10580,1.52848,3.08826,4.05701985000087,0.0123699,2.94606,-0.728565,175,89.49095246700563,1.17038,352000,-2367.94,3.63976,197.148,-37.5615,-2.87522,15657.085695999,-7.72793,74.96634022800026,1389.69151697,-0.0855344,526.442,2362.0,510.407
526.481,1.59973,3366.38,-0.00261125,0.0333378,74.82356262207031,384.374,-3.53841,7.482356548309326,0.00275656,3335.28,0.350317,2550.86,1491.45621059,-0.0231585,1774000,-12.3961,15.3103,0.0040343,10.58622497700162,0.0599507,10640,1.38873,2.9879,4.073545564000597,0.0139744,2.98419,-0.70589,176,89.6953852450024,1.21453,354000,-2551.16,3.64708,231.471,-32.3065,-2.85493,15746.734176878002,-7.37352,75.03561470400018,1484.27233887,-0.0944269,527.004,2530.61,514.261
377.76,1.38575,3194.44,-0.00323366,0.0132174,58.006797790527344,428.482,-3.01572,5.800679683685303,0.00262591,3194.13,0.360772,2332.25,1466.83706058,0.0050934,1784000,-8.07523,14.3159,0.00349964,10.591485675997319,0.0445175,10700,1.68143,2.91834,4.028404025000782,0.0131069,2.70464,-0.749802,177,90.27026755899715,1.14959,356000,-2336.83,3.364,184.52,-0.30012,-2.78104,15837.004342407003,-7.03639,75.65037785799905,1386.48577015,-0.0949599,500.465,2322.27,487.49
509.67,1.57247,3253.22,-0.00203307,0.038432,74.30497741699219,290.118,-3.07608,7.430497646331787,0.00278778,3271.12,0.373549,2491.68,1462.30476532,-0.0233933,1794000,-8.99713,15.0726,0.00429109,10.395576901999448,0.0207094,10760,1.67157,3.24241,4.029799111000102,0.0150973,3.05256,-0.741373,178,89.83236250299888,1.20488,358000,-2492.0,3.77293,201.198,-31.2502,-2.97591,15926.924054216002,-8.15514,75.40698648999933,1468.47876648,-0.141746,528.299,2483.59,516.162
451.309,0.997031,3207.35,-0.00221826,0.033949,49.986778259277344,432.913,-3.52488,4.998677730560303,0.00239727,3221.88,0.327951,2326.72,1429.69513186,0.0551286,1804000,-28.0675,14.4625,0.00370712,10.51105940999696,0.0362363,10820,1.72613,2.8182,4.119058644000688,0.0105154,2.62917,-0.728401,179,90.3612165079976,1.13864,360000,-2331.47,3.5816,175.014,-40.6376,-2.90926,16017.186868380999,-7.40555,75.73109845399995,1440.44901213,-0.0973897,519.79,2321.55,511.747
474.06,1.4441,3378.78,-0.00230799,0.0215968,72.60326385498047,264.913,-3.12388,7.260326385498047,0.00315301,3391.8,0.342154,2536.08,1462.67377563,0.1178,1814000,-22.0929,20.3925,0.00459241,10.459333998000147,0.0122431,10880,1.64301,3.73992,4.022383790999811,0.0129046,2.80793,-0.718222,180,88.45236954500069,1.18912,362000,-2536.13,3.69453,95.398,-13.5215,-2.72,16105.719593427,-6.9048,73.97065175600073,1430.35494621,-0.0539668,522.761,2527.53,508.578
521.028,1.68658,3277.05,-0.00246623,0.0120463,73.83607482910156,255.934,-2.94786,7.383607387542725,0.00310351,3259.22,0.347283,2510.41,1450.59717076,0.0788308,1824000,-23.4914,13.67,0.00503626,10.234083500001361,0.0138874,10940,1.44177,2.95878,4.1047804429999815,0.0136852,3.10689,-0.723735,181,88.449908503002,1.20155,364000,-2502.6,3.61235,263.891,-18.523,-2.80941,16194.164890923003,-8.01142,74.11104456000066,1433.14777415,-0.107619,540.102,2488.25,528.268
525.655,1.26248,3227.45,-0.00263541,0.0277343,66.97602081298828,229.964,-2.72116,6.697602272033691,0.00301326,3229.66,0.344904,2471.98,1466.98332378,0.127218,1834000,-16.0346,15.3243,0.00480538,10.558851644997048,0.0265796,11000,1.5845,3.32407,4.101105392997852,0.0140425,2.86944,-0.740531,182,89.85825824799394,1.16951,366000,-2469.89,3.54127,128.677,-17.677,-2.6833,16283.943214218994,-6.99243,75.19830120999904,1460.90885125,-0.0991915,500.544,2458.44,485.926
546.097,1.50957,3285.8,-0.00215629,0.0113811,69.98959350585938,267.347,-3.32242,6.998959541320801,0.00303002,3311.17,0.348241,2499.42,1334.20094758,0.0398881,1844000,-0.907585,13.8487,0.00440082,10.430601150990697,0.0410046,11060,1.37617,3.09023,4.02284859700012,0.0127738,2.99224,-0.721449,183,88.88130431999161,1.18928,368000,-2499.02,3.69494,104.243,-19.6824,-2.9393,16372.848245772988,-7.3157,74.4278545720008,1372.81443129,-0.0739233,525.153,2492.89,510.223
