RF Loss,Z mean train,V Predictions Max,R Predictions Min,Z variance eval,KL Divergence,QF Loss,Policy mu Min,KL Loss,R Predictions Std,Q Predictions Max,Policy log std Std,V Predictions Mean,AverageReturn_all_train_tasks,Policy log std Max,Number of env steps total,V Predictions Min,Log Pis Max,R Predictions Mean,Sample Time (s),Z variance train,Number of rollouts total,Z mean eval,Policy mu Max,(Previous) Eval Time (s),R Predictions Max,Log Pis Mean,Policy log std Mean,Epoch,Epoch Time (s),Policy mu Std,Number of train steps total,Policy Loss,Log Pis Std,VF Loss,Q Predictions Min,Policy log std Min,Total Train Time (s),Log Pis Min,Train Time (s),AverageReturn_all_test_tasks,Policy mu Mean,Q Predictions Std,Q Predictions Mean,V Predictions Std
466.066,1.28434,3655.14,-0.00320393,0.0121143,74.3821792602539,292.721,-3.16887,7.438218116760254,0.00304195,3663.22,0.356362,2790.33,1553.67886717,0.128095,2684000,976.328,14.2516,0.00511903,10.43023610399905,0.0298412,16100,1.6317,2.85248,4.066075898001145,0.0151872,2.96945,-0.739415,267,90.14750369100148,1.17682,536000,-2790.99,3.48825,92.3505,944.024,-3.03254,23863.58495190096,-6.06416,75.65119168900128,1604.87907214,-0.136819,640.247,2780.55,626.037
461.065,1.67905,3885.01,-0.00254901,0.0212243,75.50053405761719,278.256,-2.7486,7.550053596496582,0.00286065,3879.58,0.374242,2930.62,1595.53878346,0.136425,2694000,1094.66,13.9833,0.00391602,10.487910911990184,0.0594634,16160,1.82259,2.76601,4.071952952999709,0.0146762,3.49007,-0.759945,268,88.74240131499027,1.23981,538000,-2929.69,3.63255,125.281,1060.72,-3.00699,23952.25005168295,-5.94773,74.18253745000038,1644.17515192,-0.100475,636.762,2918.59,621.032
520.934,1.33454,3990.58,-0.00258382,0.02395,80.60202026367188,285.11,-2.8779,8.060202598571777,0.00265165,4005.87,0.368457,2968.65,1623.00087427,0.13256,2704000,1117.13,15.113,0.00422558,10.319436181001947,0.0509862,16220,1.48651,3.42413,3.9969158860003517,0.0141961,3.56416,-0.723283,269,90.00486638400253,1.26951,540000,-2965.79,3.82287,140.257,1102.21,-3.12851,24042.23912067195,-9.80903,75.68851431700023,1653.93638021,-0.0996968,619.784,2956.13,606.042
621.544,1.46056,3774.86,-0.00339127,0.0169338,82.18842315673828,235.789,-3.03786,8.218842506408691,0.00356895,3790.75,0.346408,2896.78,1628.88139406,0.136842,2714000,996.687,16.3568,0.00599581,10.301045213993348,0.0206203,16280,1.68224,3.66216,3.9831293549978,0.0154673,3.17799,-0.722006,270,88.736082875992,1.22044,542000,-2898.05,3.65494,74.5925,979.158,-2.87205,24131.02085658094,-5.55534,74.45190830700085,1610.25504801,-0.0582557,637.712,2885.55,616.802
796.585,1.42761,3888.76,-0.00265118,0.02527,81.45263671875,247.906,-3.14466,8.145263671875,0.00319406,3873.84,0.370836,2905.52,1614.49015976,-0.00735027,2724000,-72.8524,13.9138,0.00511881,10.308102959006646,0.0441179,16340,1.85132,2.78047,4.031402852997417,0.0156181,3.45978,-0.72742,271,89.0475679010051,1.23013,544000,-2900.22,3.67924,138.4,-95.8117,-3.05533,24220.024484878944,-8.57293,74.70806208900103,1637.97790101,-0.133841,666.216,2891.33,650.248
740.944,1.79691,3826.15,-0.00241,0.0119244,87.2118911743164,329.445,-3.10499,8.721189498901367,0.00298283,3842.03,0.375976,2954.8,1622.92414586,0.175994,2734000,-78.898,15.8785,0.00508246,10.34197675199539,0.0202545,16400,1.64209,3.11188,3.989733618996979,0.0153485,3.70824,-0.764832,272,88.3618383989924,1.25868,546000,-2953.12,3.68178,89.4411,-107.86,-3.06806,24308.531438291935,-7.96558,74.03012802800004,1654.24945861,-0.142127,649.533,2942.15,627.399
301.131,1.31574,3691.89,-0.00301052,0.0337017,70.77643585205078,364.255,-3.31292,7.077643871307373,0.00303084,3684.84,0.359114,2809.29,1688.84451673,-0.0159223,2744000,892.07,16.5349,0.0040626,10.359160383999551,0.0302904,16460,1.81978,2.81649,4.13709499000106,0.0144378,3.13586,-0.753918,273,88.91416208399824,1.2046,548000,-2794.11,3.66403,432.548,865.863,-2.93673,24397.250335860932,-9.23018,74.41790670999762,1685.37325855,-0.149486,637.894,2791.39,620.887
868.743,1.54781,3827.59,-0.00271273,0.0223061,82.63009643554688,288.489,-2.8825,8.263010025024414,0.00336153,3808.28,0.340947,2936.26,1655.0084508,0.0989177,2754000,-70.932,15.539,0.00568927,10.255462662003993,0.0359384,16520,1.61749,2.94535,3.9441528899988043,0.0148472,3.5041,-0.720509,274,88.69231254200349,1.25825,550000,-2932.66,3.67675,86.7793,-54.3484,-3.02392,24486.131311463934,-8.14354,74.4926969900007,1621.86581255,-0.0859717,677.991,2920.64,660.079
423.775,2.00806,3970.77,-0.00295198,0.0177199,79.26446533203125,392.205,-2.98133,7.926446437835693,0.00272727,4011.46,0.372506,2975.32,1640.81136037,0.20141,2764000,1136.06,19.0696,0.00388932,10.340373846003786,0.0417922,16580,1.54469,3.15623,4.135450501999003,0.0131973,3.57048,-0.751162,275,89.95547729400278,1.24619,552000,-2973.43,3.77032,174.151,965.618,-2.95324,24575.97866418794,-6.63309,75.47965294599999,1618.20721959,-0.119389,678.442,2965.44,652.7
403.759,1.68754,3809.84,-0.00267417,0.0179552,81.63394927978516,270.38,-2.65504,8.163394927978516,0.00303928,3857.12,0.371945,2907.93,1500.14381204,-0.052106,2774000,1108.1,17.1993,0.00430412,10.381202905005921,0.0147602,16640,1.93051,2.8761,4.029692673000682,0.0128739,3.35061,-0.772945,276,89.01547338700766,1.1981,554000,-2913.91,3.58312,119.744,1039.37,-3.06597,24665.02023821395,-8.27104,74.60457780900106,1595.48522857,-0.156742,647.835,2903.16,630.255
479.878,1.74543,3857.12,-0.00302858,0.191997,86.41471099853516,275.886,-2.86284,8.641470909118652,0.00307909,3852.7,0.372851,2942.9,1675.30685648,-0.00218445,2784000,1230.48,13.681,0.00467936,10.465419230000407,0.0149279,16700,8.15041,2.93497,4.057779219001532,0.0138193,3.37529,-0.751906,277,89.51340247100234,1.22955,556000,-2943.21,3.6053,83.0967,1210.97,-2.90767,24754.48251590495,-8.19152,74.9902040220004,1111.79718415,-0.161101,636.007,2932.73,617.254
392.51,1.50653,4691.7,-0.00251089,0.0472093,117.6674575805664,751.355,-3.37761,11.766745567321777,0.00226533,4630.63,0.36706,3374.57,1585.70840264,0.411782,2794000,1022.87,17.3253,0.00404676,10.493875763000688,0.0128102,16760,2.02173,3.64034,4.008980863000033,0.010675,4.1888,-0.686702,278,89.51374151300115,1.35754,558000,-3369.97,3.90603,220.239,962.115,-2.89861,24844.059125603955,-6.74066,75.01088488700043,1653.52096295,-0.0518786,755.906,3366.86,741.604
598.666,1.81196,3930.93,-0.00274124,0.0238322,83.91860961914062,300.311,-3.07659,8.391860961914062,0.00318342,3956.52,0.372257,2965.26,1617.20877874,0.323737,2804000,1099.19,20.7738,0.00482541,10.391619012021692,0.0167951,16820,1.76023,3.26654,4.074318735998531,0.0140987,3.69968,-0.747845,279,89.61544763202255,1.25903,560000,-2962.41,3.76642,97.4722,985.815,-3.1153,24933.700566044976,-9.94251,75.14950988400233,1614.60388164,-0.157023,645.72,2955.97,628.443
515.613,2.09124,4103.08,-0.00241192,0.0282012,98.91173553466797,336.91,-4.07295,9.891173362731934,0.00283936,4091.9,0.396129,3202.15,1635.58356765,0.12941,2814000,69.5561,16.6949,0.00373411,10.474473540998588,0.0393864,16880,1.71262,3.11964,4.102227171999402,0.012547,4.00914,-0.759052,280,88.57843505899655,1.28434,562000,-3198.25,3.86165,103.655,61.2776,-3.04256,25022.246567485974,-5.95362,74.00173434599856,1630.58913548,-0.212564,661.034,3186.07,645.544
486.176,1.29924,3781.85,-0.00335322,0.0119075,72.99950408935547,382.76,-2.91965,7.29995059967041,0.00266968,3792.84,0.366473,2854.06,1650.70939388,0.20459,2824000,1032.12,14.2709,0.00435609,10.381434117003664,0.0379058,16940,1.72754,3.06542,4.07209112900091,0.0133881,3.26563,-0.757817,281,88.79457434800497,1.2082,564000,-2855.86,3.48165,123.165,1004.79,-3.08409,25110.942796921976,-6.65743,74.3410491020004,1648.35959268,-0.0942042,685.72,2841.43,666.976
541.638,1.69645,4149.17,-0.00285735,0.0126418,90.76087188720703,318.573,-3.23353,9.07608699798584,0.00330963,4149.98,0.384334,3019.89,1588.39758227,0.411773,2834000,1220.95,15.9418,0.00494855,10.189011197009677,0.0149053,17000,1.78096,3.38878,3.975985316999868,0.01646,3.842,-0.763079,282,87.50641383601032,1.27822,566000,-3018.21,3.89019,109.559,1194.31,-3.06174,25198.69893986599,-6.57856,73.34141732200078,1647.76911581,-0.145714,664.563,3003.8,647.607
434.579,1.45527,3878.64,-0.00216311,0.0252174,72.6994857788086,348.826,-3.35639,7.269948482513428,0.00284062,3873.06,0.372761,2866.45,1543.69698997,0.107134,2844000,1024.53,13.9212,0.00409632,10.441591489998245,0.0173512,17060,1.73899,2.87655,4.22851749199981,0.0154604,3.19018,-0.769451,283,89.15231035299803,1.19451,568000,-2884.95,3.49638,610.655,1056.54,-3.23227,25287.693164851986,-5.947,74.48220137099997,1562.36570577,-0.14579,648.318,2869.2,625.797
590.677,2.03954,4167.69,-0.00303056,0.0116948,81.78125762939453,335.877,-3.12334,8.178126335144043,0.00333658,4167.17,0.365964,3021.58,1614.55425907,0.324738,2854000,1065.83,15.365,0.00534302,10.382989075991645,0.0276394,17120,1.85403,3.84616,4.07215809400077,0.0152566,3.50699,-0.740003,284,89.59620686799099,1.25886,570000,-3026.03,3.81684,157.154,1102.54,-3.09324,25377.27284210197,-6.72461,75.14105969799857,1629.67993387,-0.117639,692.113,3011.98,675.867
467.506,1.22155,4262.77,-0.00234473,0.0118524,91.44750213623047,519.651,-3.74227,9.144750595092773,0.00271083,4247.35,0.397631,3207.84,1598.82852267,0.183524,2864000,1040.04,16.8791,0.00393793,10.599959967999894,0.034746,17180,1.75632,3.26565,4.058102945000428,0.0122598,4.01559,-0.743805,285,90.22523091499897,1.31422,572000,-3203.66,3.87213,146.89,934.944,-3.02346,25467.54687527096,-8.1396,75.56716800199865,1626.68873758,-0.179234,687.684,3192.7,671.288
471.115,1.59803,4013.3,-0.00241862,0.0228245,78.5576171875,531.409,-3.66323,7.855762004852295,0.00288543,4015.44,0.381641,2988.71,1618.70777693,0.298917,2874000,938.484,21.4867,0.00436308,10.440719606987841,0.0183302,17240,1.55108,3.64361,4.109568096999283,0.0157604,3.53776,-0.763972,286,90.36762941198685,1.2463,574000,-2982.77,3.62943,200.662,973.537,-3.17949,25557.90574000295,-6.82402,75.81734170799973,1625.67719368,-0.141749,652.168,2968.09,636.412
666.911,1.67904,3914.7,-0.00232641,0.0151485,81.90562438964844,324.847,-2.8288,8.19056224822998,0.00305644,3914.24,0.381378,2948.52,1656.19389751,0.0609394,2884000,-155.913,18.341,0.00502696,10.462864547003846,0.0136484,17300,1.62658,3.16228,4.103316296997946,0.0142775,3.68247,-0.763606,287,89.28426867800226,1.25154,576000,-2949.32,3.87987,94.638,-156.639,-3.18575,25647.14345519796,-7.71717,74.71808783400047,1634.25645977,-0.138373,689.927,2935.58,670.685
521.316,1.70852,3920.06,-0.00348915,0.0330151,81.7506103515625,425.482,-2.96438,8.175061225891113,0.00296445,3902.13,0.381297,2969.07,1663.50885172,0.200521,2894000,1140.98,16.1415,0.0047548,10.468724673006363,0.014771,17360,0.779991,3.13009,4.059142513000552,0.0144643,3.5215,-0.774628,288,89.65942864000681,1.22374,578000,-2977.5,3.56,323.865,1131.15,-2.94812,25736.68877885097,-8.83211,75.1315614539999,1621.50265998,-0.12013,691.755,2963.03,671.78
767.988,1.63679,4201.13,-0.00290033,0.0199282,84.4980697631836,388.786,-4.16517,8.449807167053223,0.00399534,4218.44,0.341142,3132.75,1655.25657107,0.0104598,2904000,1286.02,13.8628,0.00598565,10.27229249800439,0.0364834,17420,1.58445,2.7558,3.9473925239981327,0.0171538,3.63512,-0.714795,289,88.30405909100227,1.29019,580000,-3127.0,3.7653,104.605,1185.2,-2.59952,25825.072735865975,-9.87128,74.08437406899975,1665.4412786,-0.101022,695.552,3121.12,675.68
545.993,1.88039,4026.36,-0.00162619,0.0180072,78.25067138671875,350.562,-2.85936,7.825067043304443,0.00341147,4048.79,0.359937,2966.82,1660.69823385,0.0710065,2914000,939.503,17.7847,0.00552702,10.388941857003374,0.0156886,17480,1.54052,2.81662,4.029465643001458,0.0144776,3.26611,-0.744565,290,88.32126294000409,1.21729,582000,-2965.17,3.61526,115.778,978.218,-2.88405,25913.47278847598,-7.36826,73.90285543999926,1651.12489212,-0.144547,689.189,2954.56,671.071
521.744,1.70749,4345.7,-0.00196065,0.0145697,95.8431396484375,827.552,-3.71449,9.584314346313477,0.00315117,4417.43,0.377267,3181.39,1553.79155955,0.365876,2924000,-2314.01,29.4636,0.00423764,10.351576169996406,0.0146861,17540,1.41838,5.00351,4.11057932499898,0.0151099,3.69751,-0.730613,291,88.69364723999752,1.28893,584000,-3194.28,3.97331,526.165,-2160.12,-3.04904,26002.188737168974,-11.5741,74.23149174500213,1605.07935448,-0.0659651,745.331,3192.15,724.318
492.206,1.63504,3998.08,-0.00328281,0.0139342,72.64136505126953,291.867,-3.96542,7.264136791229248,0.00272602,3999.9,0.352028,2971.81,1643.76678495,0.0522585,2934000,936.084,14.9137,0.00426275,10.494141783994564,0.0193629,17600,1.59841,3.00497,4.1354749989986885,0.0127015,3.50072,-0.742823,292,88.31979632599177,1.23684,586000,-2976.25,3.76735,110.5,824.195,-3.10348,26090.456779039963,-6.54415,73.69017954299852,1644.12221079,-0.157162,697.688,2965.1,680.192
741.67,1.82177,4136.87,-0.00238376,0.0133348,88.59170532226562,765.39,-2.97809,8.859170913696289,0.00339345,4156.09,0.377881,3070.85,1694.43533807,0.146117,2944000,1206.4,16.6751,0.00493847,10.459206301995437,0.0425866,17660,1.58964,3.35594,4.086394994999864,0.0161362,3.50878,-0.76333,293,89.44236353099768,1.24894,588000,-3064.81,3.79171,196.827,1203.98,-3.16344,26179.87971511296,-8.31555,74.89676223400238,1630.54069096,-0.121752,686.028,3047.07,672.28
329.016,1.24605,3973.97,-0.0027258,0.0247201,65.81732177734375,426.119,-4.00485,6.581732273101807,0.00259927,3990.65,0.31937,2926.67,1683.37978923,0.0510271,2954000,940.054,15.095,0.00374134,10.40084897199631,0.0428063,17720,1.84726,3.10068,4.069321121001849,0.0145318,3.29916,-0.723358,294,89.40734232499744,1.24038,590000,-2933.78,3.64339,159.672,867.357,-2.96677,26269.234569696964,-6.66628,74.93717223199928,1658.52938973,-0.114901,733.88,2921.81,715.556
454.462,1.50121,3905.62,-0.00223466,0.0208255,68.98015594482422,268.013,-2.8285,6.89801549911499,0.00326003,3927.65,0.371363,2884.26,1666.82159476,0.174426,2964000,-303.2,18.6439,0.00439194,10.51722343300571,0.0218917,17780,1.40188,2.83667,4.0190087930022855,0.0144249,3.32717,-0.75375,295,89.33974892700644,1.2235,592000,-2889.17,3.66293,93.9287,-302.349,-3.19667,26358.49525981497,-7.89105,74.80351670099844,1692.16516787,-0.103738,707.095,2875.08,687.511
795.929,1.87683,4134.12,-0.00303218,0.0158952,91.45843505859375,344.299,-3.09788,9.145843505859375,0.00328431,4138.86,0.394683,3152.48,1657.69070043,0.0707489,2974000,1315.74,17.6879,0.00503023,10.309778037004435,0.0176874,17840,1.71787,3.0377,3.9426388069987297,0.0157513,3.77117,-0.755964,296,88.37316386700331,1.27339,594000,-3147.08,3.89303,114.936,1255.04,-3.17271,26446.938841823976,-7.1635,74.12074702300015,1668.6532934,-0.16308,699.261,3136.32,681.005
440.575,1.31794,3929.1,-0.0023396,0.0202201,69.17288208007812,309.665,-3.40568,6.917288303375244,0.00294648,3954.67,0.348993,2927.13,1676.06187261,0.179808,2984000,-2248.42,17.3272,0.00419076,10.441231130993401,0.039116,17900,1.50754,3.00454,4.01524305500061,0.0139817,3.18424,-0.739698,297,89.52843476899216,1.21953,596000,-2932.09,3.64954,118.434,-2224.35,-3.08867,26536.476969356965,-7.13805,75.07196058299814,1691.86798274,-0.103454,732.678,2921.8,712.732
510.684,1.88202,4035.97,-0.00281154,0.0253238,67.3438949584961,293.73,-2.96403,6.734389781951904,0.00288745,4045.97,0.348115,2978.05,1668.59885349,0.137392,2994000,881.495,17.406,0.00427987,10.446090019999247,0.0200924,17960,1.83271,3.25022,4.027321798999765,0.0149762,3.40542,-0.744176,298,88.84404699099832,1.23893,598000,-2981.25,3.6165,96.9722,828.702,-3.24671,26625.242315196963,-8.786,74.37063517199931,1687.78621951,-0.0764559,711.839,2966.76,692.776
381.083,1.6379,3934.04,-0.00242861,0.0128871,71.38285827636719,396.978,-3.3908,7.138286113739014,0.00298284,3945.86,0.367511,3000.38,1629.62870367,0.00053215,3004000,1008.1,16.1374,0.00453184,10.287559530013823,0.018379,18020,1.50611,3.22423,3.9509682039970357,0.0137236,3.7245,-0.760554,299,89.40566948501146,1.27027,600000,-3000.03,3.79269,82.9432,1008.26,-3.08411,26714.710419883977,-6.08362,75.1671417510006,1632.37173937,-0.12364,698.158,2985.79,677.627
450.997,1.69787,4090.0,-0.0017747,0.0356739,77.25140380859375,355.1,-3.06272,7.725140571594238,0.00311077,4106.69,0.350662,3046.66,1678.3179738,-0.0328101,3014000,892.32,16.2495,0.00485198,10.325146134015085,0.0154984,18080,1.59801,3.39758,4.016079865999927,0.0155051,3.68809,-0.735225,300,88.75983080101287,1.28534,602000,-3042.31,3.78046,119.839,904.546,-3.08652,26803.423067620985,-7.2595,74.41860480099785,1676.39061385,-0.0616778,723.423,3034.53,707.228
463.769,1.60452,3995.52,-0.00315021,0.021378,72.97201538085938,293.934,-3.25847,7.297201633453369,0.00277203,3995.8,0.360997,2990.01,1726.97056273,0.0331688,3024000,1028.76,12.6794,0.00436795,10.29561783999452,0.0143934,18140,1.53356,3.54812,3.9716198569985863,0.0139639,3.47123,-0.755329,301,89.30571709599099,1.22196,604000,-2990.08,3.455,87.5107,1003.96,-3.12616,26892.838529342982,-6.45433,75.03847939899788,1654.76415697,-0.123537,715.834,2976.99,698.491
326.415,1.56826,3908.27,-0.00260019,0.0131459,75.53817749023438,327.356,-3.11289,7.5538177490234375,0.00284213,3912.8,0.376616,2955.81,1681.44239703,0.318816,3034000,1003.69,15.0273,0.00457836,10.480452676001732,0.0109034,18200,1.68964,4.57364,4.083487593998143,0.0120663,3.58082,-0.777206,302,89.96156874199733,1.23219,606000,-2949.76,3.43931,159.004,1002.55,-3.1886,26982.711027619982,-7.36037,75.39762847199745,1670.67848642,-0.133331,684.637,2939.1,668.151
555.156,1.79192,4243.73,-0.00225884,0.0599843,94.70561218261719,380.945,-3.11982,9.470561027526855,0.00326081,4285.64,0.374777,3276.45,1680.8101748,0.143391,3044000,1477.77,19.1487,0.00464571,10.438558374997228,0.0331732,18260,2.62528,3.32597,3.996951048997289,0.0152647,4.24237,-0.734462,303,89.28256623999187,1.33809,608000,-3276.22,4.03816,145.967,1386.38,-3.19231,27072.011608978974,-5.87698,74.84705681599735,1702.37617066,-0.130189,701.416,3264.6,680.319
420.973,1.5171,6252.8,-0.00301616,0.0464825,230.54641723632812,2633.37,-4.12063,23.054641723632812,0.00349418,6147.59,0.43642,4060.79,1422.31894583,1.09473,3054000,1177.64,20.2779,0.0039462,10.557379111996852,0.0264776,18320,1.79551,4.03266,4.017099165001127,0.0164796,4.27697,-0.700509,304,89.90360150599736,1.35974,610000,-4054.44,4.32897,831.71,1168.36,-3.46632,27161.935074023975,-7.72761,75.32912322899938,1590.75113305,-0.252048,1170.89,4024.93,1186.31
505.219,1.84689,4029.75,-0.00191798,0.015151,80.78137969970703,858.249,-3.17113,8.07813835144043,0.0031004,4033.02,0.341284,3084.64,1682.01529058,0.122929,3064000,963.15,15.0462,0.00527961,10.522454129004473,0.0242623,18380,1.69966,3.92208,4.040032720000454,0.0138641,3.11431,-0.751565,305,89.50479940800506,1.20377,612000,-3090.61,3.59428,350.999,936.751,-2.67541,27251.51181950498,-6.57624,74.94231255900013,1666.24311027,-0.10486,693.234,3075.75,674.454
372.826,1.67552,4140.75,-0.00261425,0.0201437,73.96051025390625,387.047,-2.92558,7.396050930023193,0.0031846,4148.19,0.343288,3029.56,1751.29635448,0.841351,3074000,1024.05,14.7725,0.00424895,10.498528616008116,0.0178176,18440,2.19041,3.6521,4.113957190002111,0.0149863,3.43659,-0.729926,306,89.46733110901187,1.24411,614000,-3034.49,3.52345,106.245,1050.37,-3.04454,27340.934406514993,-7.04945,74.85484530300164,1703.27382042,-0.0935093,732.61,3021.63,711.199
605.536,1.58715,4392.22,-0.00255751,0.0158566,105.03781127929688,611.421,-3.35174,10.50378131866455,0.0034014,4426.26,0.372158,3336.21,1676.16913443,0.444806,3084000,1233.76,17.2613,0.00536417,10.439563689989882,0.0202045,18500,1.70015,3.12644,4.071839529999124,0.0161335,4.01056,-0.73284,307,88.83987932499076,1.31004,616000,-3340.56,3.78725,147.598,1228.12,-3.2045,27429.84619629899,-6.63332,74.32847610500176,1656.02942796,-0.124139,711.295,3329.94,691.747
311.7,1.53525,3945.52,-0.00283741,0.0160673,72.73262786865234,475.544,-3.29898,7.273262977600098,0.00316499,3980.67,0.353916,2948.33,1752.17652047,0.380399,3094000,986.768,13.6439,0.00408333,10.501583582004969,0.0147021,18560,2.03646,3.25688,4.145802264996746,0.0134244,3.10658,-0.755013,308,89.8353288410035,1.20088,618000,-2947.67,3.6151,296.032,940.217,-3.16034,27519.643330652998,-9.54036,75.18794299400179,1704.3121259,-0.0942475,702.74,2933.69,684.617
452.737,1.38948,4185.71,-0.00283215,0.0127305,70.71849822998047,454.455,-2.9414,7.071849822998047,0.00361754,4186.88,0.36786,2969.06,1657.03912564,0.282733,3104000,1021.09,16.0817,0.00437967,10.314747680997243,0.0330905,18620,2.06973,2.99148,4.110089639998478,0.0160577,3.5233,-0.744675,309,88.55841708799562,1.24365,620000,-2972.52,3.5444,144.484,921.613,-3.09066,27608.080529286988,-7.18842,74.1335797669999,1630.09923751,-0.132973,723.586,2965.7,706.437
333.507,2.11823,4222.04,-0.00230968,0.0121338,97.30426025390625,314.202,-3.4198,9.730425834655762,0.00279126,4221.5,0.389372,3210.05,1711.35761731,0.142652,3114000,1215.09,17.3937,0.00351976,10.395074604006368,0.0193417,18680,2.06643,2.91404,3.991481864999514,0.0126931,4.0054,-0.738726,310,88.37379960000544,1.2972,622000,-3206.0,3.86245,146.339,1209.03,-3.13001,27696.390155616995,-6.39147,73.98724313099956,1710.62680362,-0.203514,700.136,3194.45,684.145
506.019,2.01371,4206.9,-0.00221569,0.0161335,93.01835632324219,443.53,-3.05757,9.301836013793945,0.00297248,4221.51,0.382339,3135.73,1625.39893544,0.597395,3124000,-114.069,15.2386,0.00458548,10.26468014699276,0.0239758,18740,1.82842,4.0789,3.929770410999481,0.0128593,3.81083,-0.745965,311,88.96444180099206,1.27863,624000,-3140.39,4.04543,184.192,-327.57,-3.2439,27785.967273903985,-9.70323,74.76999124299982,1607.01315155,-0.136693,753.671,3131.86,733.217
561.87,1.52045,4189.8,-0.00303498,0.0230714,94.40412139892578,414.724,-3.30949,9.440412521362305,0.00321004,4230.24,0.37534,3187.7,1740.16651822,0.179389,3134000,1393.65,15.882,0.00475605,10.562572882001405,0.0270083,18800,2.02874,3.68836,4.545053555000777,0.0150108,3.55126,-0.73665,312,90.24515124900063,1.2684,626000,-3191.42,3.80771,139.052,1292.26,-3.04063,27875.726738326975,-7.11667,75.13752481199845,1687.95976707,-0.123328,710.143,3182.1,689.304
276.748,1.43581,4132.26,-0.00246778,0.0573563,69.09600830078125,462.326,-2.87695,6.909600734710693,0.00333579,4165.63,0.359845,2991.19,1696.26746775,0.103244,3144000,1008.36,13.6076,0.00381237,10.365367289006826,0.0275986,18860,2.07749,3.03958,4.061848695000663,0.0154077,3.40456,-0.750051,313,90.15792374700686,1.22405,628000,-2989.97,3.49149,122.414,1037.63,-2.90619,27965.859220909988,-7.18948,75.73070776299937,1722.47454415,-0.0565742,702.987,2980.44,685.607
415.902,1.32108,4171.97,-0.00316599,0.0279718,71.20579528808594,334.629,-3.64004,7.120579719543457,0.00249092,4180.28,0.347395,3052.28,1743.83461106,0.339135,3154000,-2243.06,13.8547,0.00377728,10.465890499002853,0.0450776,18920,1.74959,3.27935,4.039054838998709,0.00998183,3.5041,-0.71468,314,90.06296924600247,1.26434,630000,-3055.02,3.72481,130.073,-2116.67,-3.16629,28055.991126305984,-7.23392,75.5580239080009,1732.81530769,-0.101275,772.388,3045.84,755.609
564.677,1.80504,4316.54,-0.00225264,0.28869,88.96346282958984,500.516,-3.02752,8.896346092224121,0.00296369,4324.6,0.398293,3117.66,1704.38902152,0.294688,3164000,1230.86,14.3208,0.00386058,10.422838550006418,0.0428641,18980,11.436,3.1175,4.1105574809989776,0.017373,3.69188,-0.75802,315,89.55812956300724,1.26437,632000,-3116.16,3.80653,155.293,1148.15,-3.12084,28145.532470532988,-9.54373,75.02473353200185,988.182738438,-0.112595,747.073,3101.7,727.83
237.323,1.64487,4004.5,-0.00222062,0.0321969,82.7907485961914,379.071,-2.9098,8.279074668884277,0.00264127,4017.21,0.396906,3036.47,1741.32689583,0.326746,3174000,1189.67,14.5176,0.00374989,10.42591926499881,0.0153139,19040,2.11769,3.54475,4.09600176299864,0.0112537,3.69627,-0.800809,316,89.1526404249962,1.2207,634000,-3034.25,3.67163,81.4424,1143.26,-3.03144,28234.606698869982,-7.31463,74.63071939699876,1772.65949872,-0.155495,682.761,3020.69,658.938
271.965,1.70801,4065.41,-0.00247761,0.0640798,84.35153198242188,451.774,-3.14443,8.435153007507324,0.00259656,4070.57,0.411071,3098.55,1626.29412079,0.172981,3184000,992.624,16.3411,0.00317159,10.311136553991673,0.0239049,19100,2.74564,3.43277,4.019968242999312,0.0143476,3.79996,-0.778446,317,88.86427180199098,1.26234,636000,-3093.51,3.8415,155.461,975.372,-3.2044,28323.514633302973,-8.63359,74.533167005,1625.29972179,-0.186654,695.368,3084.07,677.572
576.548,1.53248,4191.82,-0.00250522,0.0175589,77.83191680908203,315.732,-3.47639,7.783191680908203,0.00340127,4190.02,0.353502,3115.01,1682.30273801,0.0439211,3194000,1260.13,15.6518,0.00481739,10.259395540997502,0.0326583,19160,2.06512,3.24433,4.0661711859975185,0.0157195,3.7835,-0.727098,318,88.31135064699629,1.28922,638000,-3108.16,4.00411,205.79,1136.96,-2.82551,28411.861065602967,-9.13557,73.98578392000127,1662.0489792,-0.111188,736.133,3097.62,718.665
791.962,1.92538,4268.6,-0.00288254,0.0382763,87.31121063232422,432.205,-3.05231,8.731121063232422,0.00302653,4277.1,0.378291,3205.66,1712.46271634,0.00817734,3204000,1216.51,16.7323,0.00535387,10.376657214004808,0.0160676,19220,1.85474,3.46578,4.103677843999321,0.013936,3.95342,-0.754586,319,88.13833241900647,1.29961,640000,-3209.78,3.92947,94.3432,1217.14,-3.23592,28499.862970776972,-7.71849,73.65799736100234,1714.2535622,-0.101383,732.099,3201.15,711.731
540.738,1.89003,4277.4,-0.00230539,0.0197887,91.23892974853516,284.971,-2.99762,9.123892784118652,0.00330344,4295.69,0.387205,3217.3,1719.36435704,0.0904698,3214000,1274.6,14.8281,0.00447335,10.31305726699793,0.0280234,19280,1.63731,2.89241,3.969886425998993,0.0154252,3.92349,-0.776224,320,89.69679881499906,1.26781,642000,-3208.35,3.65031,181.264,1256.81,-3.09734,28589.605033316973,-6.06929,75.41385512200213,1713.39948744,-0.133208,692.008,3200.69,673.413
