Step_1-MinForwardReturn,Step_0-MinForwardReturn,Step_0-AverageForwardReturn,Time-OuterStep,Step_1-PolicyExecTime,Step_0-MaxForwardReturn,n_timesteps,Step_1-AveragePolicyStd,Step_1-MinReturn,Step_0-MaxReturn,Step_0-EnvExecTime,Time-SampleProc,Itr,Step_0-AverageReturn,MeanKLBefore,Step_0-NumTrajs,Step_1-EnvExecTime,Step_0-AveragePolicyStd,Time-Sampling,ItrTime,Time-MAMLSteps,Step_1-AverageForwardReturn,Step_0-AverageCtrlCost,Step_1-MaxForwardReturn,Step_1-AverageCtrlCost,Time,Step_1-AverageDiscountedReturn,Step_1-AverageReturn,Step_0-StdForwardReturn,Step_1-NumTrajs,Step_0-MinReturn,LossBefore,dLoss,Step_1-StdReturn,Time-TotalInner,Step_1-MaxReturn,Step_0-PolicyExecTime,Step_0-StdReturn,MeanKL,LossAfter,Step_1-StdForwardReturn,Time-InnerStep,Step_0-AverageDiscountedReturn
-17.72395747325381,-12.49228795440595,-4.445769724099294,28.31378173828125,3.5286972522735596,-0.5731129408987382,320000,1.0002352,-3646.3072699441036,-209.58606332998193,24.30864381790161,2.3656187057495117,0,-987.4339464679244,0.0,800,24.302289247512817,1.0,56.70888614654541,89.41877889633179,28.313961267471313,-4.311769984327226,0.4904133785051853,-0.42179700442694357,0.4895113877221756,89.418785572052,-371.8766846088557,-960.458619013007,2.1078030956620015,800,-2599.986032510297,-2.3663045e-09,0.010491128,423.0520866641922,60.54469347000122,-183.24290153503674,1.5629827976226807,421.81428177798466,0.0070202285,-0.010491131,2.1145128043737658,1.3846385478973389,-379.61853529523347
-13.125473647904709,-14.636559475533891,-4.358493276470296,17.67125105857849,2.877634048461914,-0.6222264240183576,640000,0.99822146,-2725.1548474118163,-221.25450226080508,24.205235958099365,2.2570090293884277,1,-969.8251164321965,0.0,800,24.328805208206177,0.99817395,55.32982873916626,75.58679294586182,17.671423196792603,-4.255138343530842,0.48965122307874265,-0.768624449493056,0.4897023648599908,165.0111584663391,-368.55252179708623,-949.1666093443663,1.9788818042004626,800,-3028.652405660396,3.390018e-10,0.010768515,395.252608126393,57.893669843673706,-249.88084243030602,0.9474263191223145,395.8277773776531,0.007078218,-0.010768515,1.9754485414773233,0.2088770866394043,-377.1888936362502
-12.349750612819228,-14.11836305533005,-4.3414435329806444,17.690760612487793,2.8755273818969727,-0.5233261474677584,960000,0.9957113,-2570.1159156307776,-202.98558092597182,24.364452123641968,2.2567992210388184,2,-966.43663186983,0.0,800,24.3907470703125,0.9958967,55.555785179138184,75.83210563659668,17.69093132019043,-4.3569829122945745,0.48974444688141344,-0.6683019719215187,0.489070004661046,240.84394812583923,-374.4702855951226,-969.4103790280554,2.042405272701174,800,-2924.919599207539,-2.282113e-09,0.010585122,410.76418567268786,58.11800813674927,-234.44725005348883,0.9480392932891846,408.785181818776,0.0075852713,-0.010585124,2.0530223479439806,0.20984554290771484,-372.71059218299064
-12.219275577689967,-12.606284699210471,-4.420707367718932,17.67901635169983,2.849059820175171,-0.6766180683531857,1280000,0.9915464,-2543.2829911675426,-232.7444965029122,24.271751642227173,2.3073954582214355,3,-981.959033095702,0.0,800,24.22906517982483,0.99162775,55.189288854599,75.50289273262024,17.67928147315979,-4.412536500290262,0.48809248239761216,-0.4662894620534058,0.48741038952877747,316.34755635261536,-376.5098892014926,-980.1896633213323,1.9976022924753873,800,-2623.638777246648,3.550202e-09,0.010758316,413.8150191801824,57.80035185813904,-189.22577381254158,0.9438083171844482,399.7248416732304,0.0072264536,-0.010758312,2.068409858470569,0.20834565162658691,-377.58203248103166
-11.32982110008576,-11.650850672802443,-4.110728079116837,17.660667419433594,2.8607242107391357,-0.4219389987907915,1600000,0.9940124,-2361.513947443658,-181.37569668032486,24.466855764389038,2.2453958988189697,4,-919.8988157207541,0.0,800,24.31366467475891,0.9940795,55.38512992858887,75.61783051490784,17.660838842391968,-4.112276562652645,0.4877578255987167,-0.6037034956388431,0.48867280149394643,391.96611523628235,-355.85266561629163,-920.3905853196428,1.921362595903759,800,-2427.022565562665,-4.263222e-09,0.010871478,411.4160914373368,57.93431282043457,-215.05349548842463,0.9377317428588867,384.37950855248585,0.007539414,-0.010871483,2.0564830935273646,0.20855307579040527,-356.3715636406387
-13.546213326137188,-14.106874835671425,-4.327323739422431,17.620375633239746,2.850079298019409,-0.6098621930199379,1920000,0.9889349,-2805.9820649413964,-220.60850665014937,24.358240842819214,2.2724595069885254,5,-963.0119190638818,0.0,800,24.32888412475586,0.9888457,55.30547213554382,75.52492141723633,17.620540857315063,-4.2574960925484095,0.4867272039993853,-0.42641743540582866,0.4868372714876943,467.4917607307434,-371.19722250525285,-949.067050360882,2.022528335308435,800,-2920.547393485444,-5.1051376e-09,0.010599655,404.6121653164014,57.882670164108276,-184.76990919549272,0.9362764358520508,404.6819260663443,0.006848903,-0.01059966,2.022136100881157,0.20990753173828125,-374.98964811716644
-14.624622983287322,-14.030674198963025,-4.196834124804243,17.61080288887024,2.8583455085754395,-0.4435787043973125,2240000,0.9906099,-3023.84210288438,-186.9489690307676,24.19349193572998,2.2878143787384033,6,-936.997850260779,0.0,800,24.370334148406982,0.9907533,55.159562826156616,75.38402509689331,17.610974311828613,-4.179970539630813,0.4871632605171017,-0.3623792260258578,0.4873843055771664,542.876469373703,-356.82250393785915,-933.6739474291182,2.112109936020491,800,-2906.0573165320916,-6.2108034e-09,0.010180619,411.1307153816701,57.75137662887573,-170.11526225111743,0.9335088729858398,422.67313912182465,0.0068438873,-0.010180625,2.0547761888772884,0.20909738540649414,-356.8464901444073
-13.490855828723857,-13.037182193173255,-4.176770520558985,17.042843341827393,3.2712337970733643,-0.5147916116229037,2560000,0.9891547,-2797.1094852663095,-201.30345170367724,24.22438955307007,2.2599737644195557,7,-932.8808018507744,0.0,800,24.35506319999695,0.98931277,55.57455277442932,75.20181703567505,17.04302954673767,-4.135397656351614,0.48663663192777895,-0.5375022960137278,0.4867143642802909,618.0789744853973,-352.0307717351395,-924.6238262346384,1.9412698959576957,800,-2708.1245908692426,-6.8880623e-10,0.012726929,398.94110573722145,58.13718104362488,-204.55370586128146,0.9352564811706543,388.40982070535614,0.009592468,-0.01272693,1.994107920947118,0.2077779769897461,-355.32231488902386
-14.166055230235576,-12.753082242160945,-4.369348651043921,17.618066549301147,2.8524551391601562,-0.8955844305892877,2880000,0.9872603,-2931.2244954446637,-276.2192991847818,24.333494901657104,2.27581524848938,8,-971.327491923527,0.0,800,24.378268718719482,0.9872743,55.31667971611023,75.53772950172424,17.61824083328247,-4.299204512008255,0.4862775975961611,-0.6613280573569784,0.48575034832224245,693.6173875331879,-375.79771900106874,-957.1900758915118,1.9513445041903426,800,-2652.1160604649103,-2.1010635e-09,0.010625583,385.01106260528667,57.89735817909241,-228.1142494892949,0.9388222694396973,390.33053503067157,0.008430817,-0.010625585,1.9243697874376118,0.20944690704345703,-379.0304395902515
-13.80674911865217,-13.914756773454792,-4.271852921333432,17.601404666900635,2.846822500228882,-0.5825910645109977,3200000,0.9795194,-2862.089629083843,-213.9507957172863,24.366992712020874,2.2790074348449707,9,-951.4702229704127,0.0,800,24.381173849105835,0.9796511,55.30259037017822,75.50907230377197,17.601580142974854,-4.261408382126874,0.48447614802221767,-0.630406719591493,0.4843809657057747,769.1271965503693,-367.73302313690493,-949.3616591454797,2.0644341683286553,800,-2880.975005066132,4.4789163e-09,0.010025761,391.6969088856186,57.8857626914978,-222.48159313775938,0.9382448196411133,413.14846911763635,0.007719138,-0.010025756,1.9572389101942886,0.20878028869628906,-368.9108267067968
