LossAfter,Time-Sampling,Step_0-MaxReturn,Step_0-AvgForwardVel,Step_1-MinReturn,Itr,dLoss,Step_0-PolicyExecTime,MeanKL,Time-InnerStep,Step_0-AverageReturn,Step_0-EnvExecTime,Step_0-AveragePolicyStd,Step_0-AvgCtrlCost,Step_1-AvgForwardVel,Step_0-StdReturn,ItrTime,Step_1-AverageReturn,Time-SampleProc,Step_1-AverageDiscountedReturn,Step_1-AveragePolicyStd,Step_0-AverageDiscountedReturn,Time-MAMLSteps,MeanKLBefore,Step_1-StdReturn,Step_1-AvgCtrlCost,Time,Step_0-NumTrajs,Step_0-AvgFinalForwardVel,Step_1-EnvExecTime,Time-TotalInner,Step_1-AvgFinalForwardVel,n_timesteps,Time-OuterStep,Step_0-MinReturn,Step_1-PolicyExecTime,Step_1-NumTrajs,LossBefore,Step_1-MaxReturn
-0.008340238,23.380788564682007,-123.96207189040226,0.13503999945781478,-807.7814578497358,10,0.008340237,0.9282941818237305,0.008132925,0.16859674453735352,-311.8102670830998,8.366002321243286,0.9478352,0.050343943998071745,0.15367134612204358,146.39518501385723,38.2302782535553,-307.97266315666934,0.7848958969116211,-134.51045483201378,0.94773346,-136.56461006673487,13.82399582862854,-1.6763806e-09,147.19068099039796,0.05051458891418297,436.8787658214569,800,0.20547575519575548,8.422224044799805,24.383349895477295,0.14729799593193796,3520000,13.82379937171936,-775.1533263310386,2.978201389312744,800,-6.809829e-10,-128.67508785379331
-0.008141475,23.415259838104248,-131.71237958185267,0.15371032896738976,-725.6340680367178,11,0.008141479,0.9373087882995605,0.0071353577,0.16981840133666992,-312.6451836965989,8.32971477508545,0.9401219,0.05033849970185822,0.16312062743081834,154.3228057531308,38.26578497886658,-309.4799975268715,0.7936520576477051,-134.8916596278517,0.93998,-136.352393262765,13.816558361053467,0.0,153.24122610111124,0.050274405063302705,475.14512872695923,800,0.1834374803560776,8.505187034606934,24.427856922149658,0.1681058796209946,3840000,13.816356897354126,-689.1389990457095,2.9931578636169434,800,4.607439e-09,-127.47883143792386
-0.008316589,23.34880256652832,-125.57153137011657,0.16615757633587558,-822.5429365423805,12,0.008316594,0.92490553855896,0.0065947236,0.16878342628479004,-324.05990638980364,8.388316631317139,0.9320685,0.05043638358456374,0.14613848525989967,150.98683498224693,38.143909215927124,-326.5981290445033,0.8026471138000488,-142.2010693426001,0.9318221,-141.01925176144462,13.75317931175232,-3.3527612e-09,152.9897743132968,0.05049319389295852,513.2896316051483,800,0.14746999013641307,8.399315118789673,24.36915922164917,0.1444940281031433,4160000,13.752974271774292,-722.9507434216399,2.992299795150757,800,5.8121987e-09,-121.98460686365897
-0.0077303713,23.36427593231201,-129.22251081630375,0.15284708324516033,-716.4322421506798,13,0.0077303797,0.924227237701416,0.007148429,0.16550588607788086,-342.42004230415836,8.402099132537842,0.9300257,0.05044782122261324,0.16134031118055697,155.91252815213932,38.191126585006714,-339.27606025272513,0.777493953704834,-147.51528832031255,0.9297959,-148.86585956675313,13.814462423324585,2.4214386e-09,156.87911487225375,0.050418150383938355,551.4813199043274,800,0.16549527124085317,8.455296754837036,24.355364084243774,0.17570199500803824,4480000,13.814261674880981,-757.5070061755163,2.969733238220215,800,8.511729e-09,-120.5364212235333
-0.00796876,23.297964334487915,-125.90005213931316,0.16247715117326192,-762.5824737197452,14,0.007968762,0.9213407039642334,0.006566147,0.1675276756286621,-323.4596007722008,8.314486026763916,0.9222569,0.050553206545867854,0.15512071317889853,135.57041799482428,38.142837047576904,-324.5732982827086,0.7966253757476807,-141.44432053108568,0.9220353,-140.59860805409343,13.810702085494995,-1.6763806e-09,134.85780751499715,0.05049706879488169,589.6247551441193,800,0.21887439783108978,8.454923152923584,24.310760736465454,0.17856508634992693,4800000,13.810502529144287,-713.5638766515533,2.985719919204712,800,1.9159168e-09,-127.33220983101477
-0.007966185,23.271780252456665,-132.45030645864125,0.16794850203760153,-705.3193392999165,15,0.007966188,0.9262027740478516,0.006462676,0.1682906150817871,-308.6286577325671,8.375221252441406,0.91738504,0.050447590740398146,0.17600313161523282,133.58313012102792,38.08415246009827,-306.3164529738664,0.7831602096557617,-132.93992422749002,0.91713715,-134.58681574319965,13.791500329971313,1.8626452e-10,135.74455697659775,0.050462283445389375,627.7094593048096,800,0.2077395531543303,8.366316556930542,24.271788358688354,0.13305205488550512,5120000,13.791301965713501,-680.6743277397044,2.9806671142578125,800,3.1422824e-09,-129.30239026749624
-0.008485491,23.420238256454468,-122.97205548798969,0.17327581256392852,-730.5024706872455,16,0.008485488,0.9254586696624756,0.008397973,0.16750812530517578,-353.62737900697385,8.411803007125854,0.91859305,0.05052083746378068,0.17620771606734195,162.19164958433296,38.240166902542114,-352.98012293877173,0.7938003540039062,-154.02292324013533,0.9185748,-153.65149024182264,13.78839898109436,9.313226e-10,163.58008115219107,0.0504622672211187,665.9501943588257,800,0.17324346225026901,8.456636428833008,24.43025040626526,0.20464320654923823,5440000,13.788073778152466,-695.293104218974,2.9834301471710205,800,-3.3505259e-09,-122.99166189420832
-0.008276025,23.338324069976807,-132.5006521300324,0.17248599190402633,-819.4700558519048,17,0.008276028,0.9181766510009766,0.008236712,0.1681969165802002,-397.44531516370813,8.286967515945435,0.90819806,0.0505801946959161,0.18720207040824827,156.2270820464518,38.11381006240845,-395.0395900818728,0.7700653076171875,-171.3025285092981,0.9079123,-172.4029041718747,13.767550468444824,-1.6763806e-09,155.0813014411873,0.05060983004340964,704.0646953582764,800,0.15703218160696247,8.54609751701355,24.324722290039062,0.1963581493316063,5760000,13.767344951629639,-759.3583612189665,2.975860357284546,800,2.9046086e-09,-134.896047995167
-0.008254437,23.343901872634888,-127.99763812448003,0.18657588792194155,-762.4101413805688,18,0.008254437,0.9236609935760498,0.0065716296,0.1669902801513672,-364.30655861191366,8.368162393569946,0.90287346,0.05067603311118504,0.18213522541260094,136.89703963852054,38.13349390029907,-364.70939365024446,0.7775516510009766,-158.22862050738266,0.9022822,-157.6176888582773,13.775135517120361,-4.4703485e-09,137.84517109322078,0.05055585831786764,742.1988682746887,800,0.19487096218886424,8.422818183898926,24.33713436126709,0.23568985330726583,6080000,13.774932861328125,-692.8754126703242,2.9826278686523438,800,1.3150245e-10,-131.7508451344693
-0.007892829,23.385396242141724,-126.76778017863695,0.19787506083055778,-704.6684570699916,19,0.007892827,0.9355847835540771,0.006624952,0.16968369483947754,-325.2909880689278,8.361916303634644,0.89859974,0.05077466171643349,0.1934456400209968,151.79539040250825,38.14481782913208,-324.5875755121688,0.7812211513519287,-140.6913672195628,0.89845115,-141.0074288919386,13.738007307052612,6.146729e-09,148.9568075633022,0.05051415182159885,780.3442647457123,800,0.13939388502636654,8.471858024597168,24.385178804397583,0.15633659790912025,6400000,13.737806797027588,-842.7395209130015,2.985175848007202,800,-2.4452806e-09,-132.13504722710704
-0.0068768887,23.30523705482483,-125.35381885036065,0.19090832943885935,-698.4009527202088,20,0.0068768915,0.9231429100036621,0.006398267,0.16678476333618164,-330.83949601565183,8.3420250415802,0.89675653,0.050592165429585154,0.19401374751331724,135.71750048777633,38.47858786582947,-330.22447786241827,0.7792098522186279,-143.30468480356095,0.89662635,-143.40846227166506,14.156522989273071,1.6763806e-09,135.4045468658671,0.05054636141745678,818.8234896659851,800,0.24295383277037572,8.414533615112305,24.300079107284546,0.2131592183101392,6720000,14.156322717666626,-723.5164134065353,2.9781744480133057,800,2.732873e-09,-133.84379297823443
-0.0076650707,23.33266544342041,-132.82814756129636,0.20728812065472413,-711.9403757873782,21,0.007665072,0.9180686473846436,0.0067045963,0.1671905517578125,-301.94834171119965,8.301066637039185,0.88267845,0.05068049166998663,0.2056041912952004,129.68712016531384,38.119593143463135,-302.3677159323326,0.7873010635375977,-131.38877427589242,0.88243335,-131.0660408133648,13.762655258178711,7.4505807e-10,130.38073716554985,0.05076498883904509,856.9447033405304,800,0.22703233220372276,8.495282649993896,24.335713386535645,0.21102397407492673,7040000,13.762357950210571,-740.1088497280602,2.9858860969543457,800,1.4618037e-09,-128.2235136723072
-0.008224511,23.385911226272583,-128.85998045614812,0.20867535423844844,-693.7761138168739,22,0.008224508,0.9209713935852051,0.0068629174,0.16920161247253418,-335.4891177319781,8.455455541610718,0.8802594,0.050752462016619725,0.21560909368343756,134.37870757088214,38.143052101135254,-334.5294184207477,0.7918436527252197,-144.94256590773588,0.879952,-145.46297845366908,13.725975513458252,3.3527612e-09,136.36647895315386,0.050750861872649336,895.0883510112762,800,0.21066086036660928,8.421186923980713,24.395751476287842,0.19665867877172302,7360000,13.725772619247437,-716.7977884170582,2.9689600467681885,800,-2.532452e-09,-128.55453761239883
-0.009089703,23.36119532585144,-128.05984122967203,0.22095468412205413,-702.9500325307864,23,0.0090897,0.9236774444580078,0.009685603,0.16688895225524902,-294.8174600837558,8.441386461257935,0.87673926,0.05073548733784098,0.21269179316087697,153.83794874254497,37.75035619735718,-294.74930177790424,0.7773499488830566,-128.13085760005816,0.8765084,-128.25510084503966,13.374465465545654,-3.3527612e-09,155.11215318361695,0.050761357633275626,932.8392653465271,800,0.24721913750968733,8.439067840576172,24.354466915130615,0.18784992148895158,7680000,13.374260187149048,-739.2403079691125,2.976837158203125,800,-2.566725e-09,-126.40940332490804
-0.008361126,23.30491542816162,-132.94297588879425,0.22422913800480132,-732.4262971350175,24,0.008361131,0.9207987785339355,0.00851045,0.167616605758667,-314.03292208814884,8.411706924438477,0.8736938,0.05085892153259518,0.22088357458040506,145.2020672873576,38.072654008865356,-314.6969286488012,0.7799184322357178,-136.58943366350312,0.87347656,-136.0745935745091,13.747645854949951,-8.195639e-09,146.8387670890462,0.050916871952672124,970.9125089645386,800,0.2070909175827397,8.436653137207031,24.301173448562622,0.19947370672854148,8000000,13.74744462966919,-693.832420078355,2.9730896949768066,800,4.527159e-09,-127.11925405531184
-0.0081438925,23.250426054000854,-131.5595694724059,0.21875456280385377,-697.561621731819,25,0.0081438925,0.9125349521636963,0.0077825203,0.16897892951965332,-336.5784850864147,8.411281824111938,0.8602608,0.05086162225841546,0.22640033879650126,138.02612809454547,38.11324906349182,-335.91883535523084,0.8290820121765137,-145.87464451419822,0.8600747,-145.4131156277717,13.794912099838257,5.5879354e-09,138.7012760871489,0.05074585392827984,1009.026370048523,800,0.20959753052674754,8.403157472610474,24.29706883430481,0.23263115137732043,8320000,13.794716119766235,-693.9139453929637,2.975097417831421,800,3.263354e-10,-132.43317961163336
-0.00788838,23.28372097015381,-123.46101926520525,0.23105549439478282,-671.1488482668382,26,0.00788838,0.9173610210418701,0.0071769864,0.16755390167236328,-311.0290214343075,8.426783084869385,0.8530494,0.051108536649185785,0.22714999416299164,147.70229138036225,38.06700825691223,-310.938386860046,0.7913737297058105,-134.84709454296905,0.8526533,-134.7259964967157,13.754538774490356,2.0489097e-09,148.14997529733353,0.05086100480514583,1047.0939569473267,800,0.21042015501502134,8.45621371269226,24.291096448898315,0.1890430517047917,8640000,13.75421404838562,-741.2628175615849,2.956918954849243,800,-1.3485532e-10,-124.30645460686023
-0.007903704,23.629878282546997,-126.21405030046826,0.23292955025638148,-787.9777793178866,27,0.007903704,0.9167215824127197,0.00845779,0.16660165786743164,-322.6677575027474,8.341789722442627,0.8476536,0.05105124741345461,0.23997437855725506,159.82765363636761,38.41393041610718,-321.5697079949385,0.7957289218902588,-139.11333395283447,0.8475274,-140.02672593403872,13.750475406646729,2.9802323e-09,162.962314687517,0.051074385071711546,1085.5084450244904,800,0.19042284939251558,8.44945478439331,24.64051914215088,0.2517703559219885,8960000,13.750153064727783,-746.3543538537298,3.3703229427337646,800,3.2372807e-10,-118.54217356198605
-0.008093862,23.288817405700684,-125.80409364484045,0.24417028601542556,-770.6848112592675,28,0.008093867,0.920346736907959,0.0073205484,0.1681537628173828,-350.51486816342504,8.398486852645874,0.8379991,0.05108815045064515,0.24658522251793366,171.2804109339361,38.04342198371887,-349.07306325289466,0.7790467739105225,-150.68430091776972,0.8376748,-151.65497548973212,13.737528800964355,1.8626452e-10,169.35691250131703,0.050968257866517666,1123.5525915622711,800,0.22472422754300603,8.48542308807373,24.284345626831055,0.19175460958927637,9280000,13.737330913543701,-754.5349138145529,2.9580483436584473,800,5.4197384e-09,-121.58180654882591
-0.007727386,23.287948608398438,-127.62905848495404,0.24231632981393542,-660.3703898493452,29,0.0077273883,0.9181647300720215,0.0065355413,0.16606426239013672,-284.1649607570844,8.388129949569702,0.8338751,0.05086607417004577,0.2381058900507365,130.7679288851933,38.06168341636658,-282.497575344169,0.8047349452972412,-122.58521676257554,0.8336435,-123.23042262195908,13.73282766342163,-2.7939677e-09,132.68584736833833,0.050908469208514655,1161.6148433685303,800,0.2289484185175072,8.455073595046997,24.30722188949585,0.25342505563694556,9600000,13.73263168334961,-675.3301623565018,2.971471071243286,800,2.177059e-09,-125.43074309274984
-0.007990116,23.278553009033203,-128.4907982649166,0.24287282272683547,-671.1532434626565,30,0.007990117,0.9197249412536621,0.008352618,0.16640567779541016,-329.7552417112497,8.370838403701782,0.82979494,0.051004887496744304,0.24309092141806754,155.31955081240636,38.07392382621765,-326.88225669778006,0.7966666221618652,-141.06585090422038,0.82962847,-143.14803069841898,13.762548208236694,-1.8626451e-09,155.65235012283074,0.05089993080989252,1199.6894345283508,800,0.22393092840384063,8.4716637134552,24.29021382331848,0.18625639706553143,9920000,13.762345314025879,-679.5334008857094,2.9811019897460938,800,5.012376e-10,-118.38715919075838
-0.0077172993,23.252685070037842,-122.77618369907238,0.26264997097176546,-689.1567079905286,31,0.0077172974,0.9217455387115479,0.007726812,0.16828393936157227,-326.1128481311674,8.337312936782837,0.8169835,0.05093536589318555,0.24686736938903409,161.85281795099058,38.017194986343384,-327.1255144816916,0.7791910171508789,-141.70319063798527,0.8165494,-140.91556944762775,13.747021436691284,3.3527612e-09,161.39749164210855,0.05094122176402689,1237.7072403430939,800,0.23134124739437886,8.486546516418457,24.24873161315918,0.21262120884061075,10240000,13.746819972991943,-741.5324045130264,2.960622549057007,800,-1.8559394e-09,-117.79592033786655
-0.007976427,23.23012685775757,-117.46882868219558,0.26018937456709096,-710.5128679389746,32,0.00797642,0.9185822010040283,0.0074433265,0.16950011253356934,-337.96178593420495,8.328830003738403,0.80686504,0.05087946561449933,0.24835156932135805,152.2670327414386,37.95336675643921,-339.2868180149975,0.7787621021270752,-147.01576784570312,0.8067042,-146.46528536610506,13.704915046691895,2.2351743e-09,156.9128694278035,0.051092106701093626,1275.661170244217,800,0.2468578722209424,8.45266580581665,24.22696018218994,0.2401662537413655,10560000,13.704715013504028,-668.9490404462329,2.9791362285614014,800,-6.4112244e-09,-128.26026893440553
-0.007744013,23.407453536987305,-124.8274412296338,0.26562406988809467,-790.1421661844529,33,0.0077440115,0.9250679016113281,0.0073464736,0.16770124435424805,-311.2747952736344,8.444534063339233,0.8004801,0.051200983553826,0.26036156612632916,154.6501882636026,38.161452531814575,-311.0216283194325,0.7853715419769287,-134.8110819218914,0.800471,-134.65744979184618,13.728535175323486,4.0978194e-09,156.66062374027803,0.05120608157339497,1313.8231875896454,800,0.21577838079957307,8.499487400054932,24.409147024154663,0.26160384417845955,10880000,13.72833251953125,-802.722262415653,2.969864845275879,800,-1.4849014e-09,-114.7969217127152
-0.008010311,23.325782775878906,-128.60769657301248,0.2672509828254908,-702.6649157593797,34,0.008010312,0.9198668003082275,0.00881451,0.16783761978149414,-325.4534982324543,8.406244993209839,0.79578745,0.05110921219137363,0.2660210079201353,131.91430607428427,38.13548517227173,-325.8344841535072,0.7858738899230957,-141.05953109493203,0.79550195,-140.65464750868276,13.7854745388031,-6.3329937e-09,132.7264613273049,0.05092692216045521,1351.9592542648315,800,0.2674452586612523,8.47460389137268,24.328490734100342,0.2599906985868553,11200000,13.785279035568237,-683.0497506052245,2.9682915210723877,800,1.1850149e-09,-131.2453751287509
-0.0080793165,23.187110900878906,-125.5113469250168,0.26951635850547073,-685.4538130948827,35,0.008079312,0.9231166839599609,0.007791589,0.16673016548156738,-311.2363709155675,8.346540451049805,0.7910014,0.050854328901140854,0.2704079061313296,140.30806986461724,37.995808601379395,-310.4158209819781,0.7727813720703125,-134.3366789350653,0.7906944,-135.01129292301255,13.798984289169312,-6.7055224e-09,142.4859052399795,0.05116525863558253,1389.9556365013123,800,0.25938124229043225,8.369262218475342,24.17508339881897,0.2777239767409543,11520000,13.798786401748657,-687.0625324404773,2.980135679244995,800,-4.890748e-09,-122.8492271028387
-0.00839529,23.23701548576355,-125.27621364198492,0.2724360500834017,-637.0864737800913,36,0.008395285,0.9207842350006104,0.008331311,0.16688275337219238,-340.1479598615088,8.380967140197754,0.7835032,0.050982669188853746,0.27394034848238213,144.18291093035856,37.95894932746887,-337.6509416809403,0.819521427154541,-146.2801306075295,0.7833711,-147.43120816160274,13.665647268295288,4.0978194e-09,143.1205983703272,0.05085527731086023,1427.9152257442474,800,0.29896647924902753,8.422118902206421,24.27196192741394,0.22763403459053624,11840000,13.665266990661621,-696.1565182189422,2.9519896507263184,800,-4.263222e-09,-122.98812036063879
-0.008409831,23.263429880142212,-120.05837022966462,0.2878346026883011,-677.8640853057633,37,0.00840983,0.9171695709228516,0.008222491,0.16805243492126465,-301.30725037289665,8.408218145370483,0.77503836,0.051235645017208134,0.283561995991453,131.92560808706833,38.07149600982666,-301.8687788301735,0.8000161647796631,-130.81383465642043,0.77484006,-129.85531063433157,13.769747018814087,-3.3527612e-09,131.44719600828336,0.05096773972335738,1465.9873588085175,800,0.2722426117087084,8.431622743606567,24.280166387557983,0.26157171273371416,12160000,13.769542217254639,-637.5515930412188,2.9613382816314697,800,-1.1748635e-09,-119.07022168836411
-0.007933773,23.346449613571167,-133.06609080999803,0.2933452618695048,-637.1290684244935,38,0.007933774,0.9180631637573242,0.0065946444,0.16684508323669434,-331.0226331371027,8.374810934066772,0.7649881,0.05111371731814689,0.2777405204536806,129.29813611094175,38.13034272193909,-333.421844581825,0.7798426151275635,-143.98594785088713,0.7646882,-142.97369184283448,13.767404794692993,-1.45286325e-08,127.66210761264401,0.05117292949927644,1504.1184222698212,800,0.26098752025567035,8.541264533996582,24.34188413619995,0.2356719510877433,12480000,13.76719880104065,-791.8716507441852,2.957411289215088,800,9.185636e-10,-129.4440092342184
-0.008014484,23.194512367248535,-126.15554245953327,0.28463543258025287,-643.7711736414227,39,0.008014481,0.9166007041931152,0.0073275655,0.1673567295074463,-303.8249855849635,8.358869075775146,0.7622743,0.05112166561817967,0.2931912358553279,132.59262412189887,37.9821343421936,-301.52914651250626,0.7812955379486084,-130.35878733386292,0.7621783,-130.98270355055624,13.769418716430664,7.823109e-09,129.63500397049992,0.05127555249150204,1542.1011629104614,800,0.2785741066916155,8.40984034538269,24.19150686264038,0.2779783524329843,12800000,13.769215822219849,-713.0623929840858,2.958974838256836,800,-3.652275e-09,-123.17086672323792
-0.007384087,23.186421632766724,-121.53347017140256,0.30086101493125367,-690.9686855379523,40,0.0073840837,0.9175496101379395,0.006925213,0.17149901390075684,-313.4951508008905,8.361743450164795,0.7587123,0.05116328488965565,0.2969206885379649,145.08470474297928,37.87010931968689,-312.791582932951,0.7935185432434082,-135.56610828832606,0.7585828,-135.91487622136228,13.64911699295044,-2.2351743e-09,144.78854475224932,0.0512060786221482,1579.971833705902,800,0.2960865722863395,8.394145011901855,24.199906587600708,0.30178452551832297,13120000,13.64892029762268,-658.9267786032462,2.9617912769317627,800,-3.2156706e-09,-116.62145340747684
-0.007937873,23.356514930725098,-124.77724316399623,0.306125098486821,-642.9600211284283,41,0.007937874,0.9231438636779785,0.007170112,0.16742205619812012,-323.159503901467,8.4381422996521,0.7550708,0.05098954115016472,0.30272193411650217,141.17971214068533,38.151870012283325,-320.8987604394622,0.7813863754272461,-138.98298042124398,0.75476766,-139.45772813872216,13.776916265487671,-4.4703485e-09,141.091891548594,0.05116583662908309,1618.1242966651917,800,0.28024734573675736,8.471370220184326,24.353658199310303,0.25770442048989933,13440000,13.776581525802612,-668.9395312939118,2.954427719116211,800,8.6501223e-10,-124.33492731156569
-0.0075835884,23.34221887588501,-122.16436338533073,0.3087029955433469,-603.6110755407955,42,0.0075835884,0.9214541912078857,0.0065263226,0.17073678970336914,-283.98282644250486,8.376893281936646,0.7504814,0.05108761351926652,0.3071375511471601,142.99220121244116,38.12588453292847,-281.5136395976491,0.7837698459625244,-121.9951086593196,0.750096,-123.38926447750517,13.759191989898682,0.0,143.21126945829533,0.05118697135921925,1656.250774860382,800,0.2820446784178696,8.501659154891968,24.345456838607788,0.26737099852241114,13760000,13.758983135223389,-608.9735447696152,2.9801719188690186,800,1.1324861e-10,-118.03239825576449
