Itr,LossBefore,LossAfter,train-NumTrajs,train-EnvExecTime,Time,train-PolicyExecTime,train-MaxReturn,Time-Sampling,train-StdReturn,Time-Optimization,ItrTime,train-AverageReturn,Time-SampleProc,train-AverageDiscountedReturn,train-MinReturn,n_timesteps,train-AveragePolicyStd
14,0.006215165,-0.0033858141,474,9.741950750350952,200.5458619594574,0.8033447265625,250.85820051782983,10.952884674072266,60.69882246419727,2.0630557537078857,13.32834506034851,89.90407497830653,0.3057684898376465,57.24070584264316,-54.82461442126866,600000,0.9509766
15,0.0055477335,-0.00372113,479,10.061330080032349,214.3665988445282,0.8373949527740479,251.83444879557746,11.314681053161621,60.988455680764375,2.166717529296875,13.800358772277832,91.3538134539083,0.31218910217285156,57.75413207724659,-5.214158413332909,640000,0.94912255
16,0.005121232,-0.0031447627,485,9.977903127670288,228.14079022407532,0.8336856365203857,284.1443682225368,11.220773935317993,59.69001662544727,2.123821973800659,13.753240823745728,96.20120427172296,0.4019804000854492,61.24828499512546,-30.02674170239757,680000,0.9470839
17,0.0031232624,-0.0033360608,472,10.038472652435303,241.85174584388733,0.8245151042938232,276.64012377979986,11.271910190582275,61.653536272002775,2.100978136062622,13.689234018325806,92.47938869090244,0.3095831871032715,58.75561659875413,-22.13608698131643,720000,0.94482875
18,0.0053588883,-0.0032518245,476,10.141727924346924,255.703143119812,0.8364834785461426,274.87568696258114,11.38918161392212,59.00643564762819,2.114523410797119,13.832137107849121,97.07294456387714,0.3216593265533447,62.06754937954419,-12.905767995439701,760000,0.94248915
19,0.0025616337,-0.0031940232,477,10.06110668182373,269.43620014190674,0.8234970569610596,252.12652448299824,11.290266752243042,58.90626698597235,2.0999531745910645,13.711962223052979,99.20496427280592,0.3152196407318115,62.91414992290583,-21.798690654637696,800000,0.9402593
20,0.006366956,-0.0032709641,468,10.035081386566162,283.15790247917175,0.8273088932037354,264.40003916156587,11.275070428848267,61.665132166108286,2.1109068393707275,13.701427459716797,102.44390740838352,0.30883264541625977,63.79316337019335,-6.184646428702299,840000,0.938301
21,0.00083156244,-0.0026260836,464,10.061155080795288,296.91383147239685,0.8299808502197266,283.5777668119057,11.301862239837646,57.42811568634453,2.1226511001586914,13.734758853912354,104.24927798150838,0.30362391471862793,66.02928288252818,-5.7563323916363665,880000,0.93604195
22,0.00021178625,-0.002946207,462,10.074930191040039,310.7527334690094,0.8270246982574463,236.49480571030858,11.312412738800049,61.87457942035341,2.1549272537231445,13.819557905197144,102.57664989520129,0.3454122543334961,63.76292160846635,-7.082384871061004,920000,0.93429327
23,0.00021321909,-0.0030921742,497,9.956578731536865,324.368864774704,0.8193981647491455,254.29538322816455,11.184999465942383,55.94461673864168,2.1054883003234863,13.596056699752808,106.7413688836153,0.298922061920166,67.9142956230771,-19.065837298735758,960000,0.93312186
24,0.0037405149,-0.0031141548,467,10.063389778137207,338.1603593826294,0.8253958225250244,278.3521945779229,11.29391598701477,55.12261847277186,2.1542892456054688,13.769871473312378,114.0471886943049,0.31502366065979004,71.11067608285711,-1.351542558233811,1000000,0.93217415
25,0.0062120548,-0.0034450109,466,10.12310004234314,351.95526099205017,0.820141077041626,274.1746223670774,11.350342035293579,56.18304375166753,2.1092476844787598,13.774818181991577,112.62866750461752,0.30855298042297363,70.33870725696734,-1.733477372160663,1040000,0.9313674
26,0.0034934022,-0.0035753474,490,10.025038719177246,365.68459606170654,0.8225679397583008,277.1082981457504,11.259264945983887,57.11945021551734,2.1107699871063232,13.708239078521729,112.18064475241788,0.331463098526001,70.41050800745666,-14.242662748399038,1080000,0.9302464
27,0.004308158,-0.003274965,477,9.917274236679077,379.24941873550415,0.8170621395111084,254.9940568576438,11.140169382095337,52.97902295992246,2.092707633972168,13.544140100479126,108.97156654012593,0.3045973777770996,69.56162800631171,-3.429774568256228,1120000,0.9290407
28,0.005314256,-0.0033572887,475,9.886942625045776,392.81496810913086,0.8123385906219482,264.29713287238053,11.102837085723877,55.944196392159924,2.1237761974334717,13.54531979560852,111.34767208599132,0.3120872974395752,70.3455487167033,-7.697790551688371,1160000,0.927763
29,0.0012990606,-0.0030405214,463,9.994582653045654,406.4919624328613,0.8259932994842529,268.11284534335687,11.227830648422241,52.26878670161586,2.1178841590881348,13.656478643417358,116.27215199791516,0.3040428161621094,72.99285347684425,-4.774891058252672,1200000,0.9264401
30,0.0032010234,-0.0035070356,461,10.08073878288269,420.2646789550781,0.8278586864471436,289.77957475615534,11.320035934448242,55.90566033166854,2.1200873851776123,13.752439975738525,115.11191188348512,0.3056833744049072,72.21215801240227,-3.1813747282450526,1240000,0.9252451
31,0.0045933803,-0.0028868902,443,10.158587217330933,434.1147618293762,0.8302228450775146,264.50047390667845,11.397339582443237,58.21598329159155,2.1256561279296875,13.829731225967407,118.55681123561988,0.30017876625061035,72.18691022021542,-8.035826315459731,1280000,0.9249116
32,0.0053406563,-0.003235033,474,9.965467929840088,447.7482659816742,0.81524658203125,259.0696742340196,11.185575723648071,54.30255130054646,2.1156508922576904,13.61295223236084,114.21766338707569,0.30501627922058105,71.9094703945425,-3.6094647349543365,1320000,0.92451054
33,0.0037469068,-0.0034198365,465,10.222774744033813,461.69113969802856,0.8380606174468994,274.09295243265154,11.470752716064453,55.55520457553293,2.1367926597595215,13.922514915466309,114.1876243642572,0.30849742889404297,71.65733116587833,-3.2573791041212905,1360000,0.92336965
34,-0.00039918645,-0.0031982525,450,9.943233489990234,475.27047204971313,0.809178352355957,290.517129784455,11.157570838928223,58.511410061694434,2.092034101486206,13.558099746704102,114.67085588024119,0.30198168754577637,70.74661124660057,-5.485956631334168,1400000,0.9224058
35,0.008660277,-0.003075637,465,10.006109714508057,489.00226068496704,0.8318705558776855,283.89230873713575,11.247797727584839,57.191644778644886,2.1457550525665283,13.711211442947388,112.03909901754616,0.3108949661254883,69.86865813804879,-3.829704561286183,1440000,0.92134416
36,0.00084622577,-0.0021168443,445,9.981374502182007,502.6399419307709,0.8209295272827148,271.9655185764459,11.210685014724731,57.954617175030386,2.0985159873962402,13.61761736869812,119.45563976922678,0.3018784523010254,72.9034071490219,-12.79348430878997,1480000,0.919636
37,0.0032233386,-0.003536098,460,10.113815069198608,516.4478106498718,0.8274486064910889,273.1648754369227,11.345760345458984,57.56067449981144,2.1315085887908936,13.78737497329712,118.05691532363828,0.30350303649902344,73.29720981767771,-3.298628333726234,1520000,0.91774017
38,-0.00040052304,-0.0030507122,459,9.984643697738647,530.070784330368,0.8203511238098145,264.42251684006294,11.213323831558228,53.35501711318823,2.0797476768493652,13.601969003677368,118.92594786631736,0.3023500442504883,74.05639758930283,-8.386084696755061,1560000,0.91601807
39,0.0021541484,-0.0028475258,456,10.071744203567505,543.8413105010986,0.83097243309021,255.15225054727205,11.312686681747437,54.29320090944619,2.127877950668335,13.750279664993286,114.4826298943763,0.30315518379211426,71.74883076991861,-10.066149943323463,1600000,0.9144064
40,0.006123174,-0.002748783,451,9.875729322433472,557.3635451793671,0.8110208511352539,256.5356037171868,11.092434167861938,58.047128601706035,2.100268602371216,13.50245475769043,117.43210608337154,0.3032841682434082,72.12305848070635,-1.9158781590351224,1640000,0.91350925
41,0.0022407204,-0.002895015,461,9.907423257827759,570.9603826999664,0.824420690536499,275.2633966809673,11.145010471343994,55.52640389453901,2.1238272190093994,13.575128078460693,119.57464854842702,0.2994730472564697,73.68503108222536,-7.284219693795512,1680000,0.91326386
42,0.0022503461,-0.0034946825,468,10.127870321273804,584.8013830184937,0.8319768905639648,293.3343357252649,11.372726202011108,54.43013957420971,2.1382594108581543,13.821446180343628,121.93904759369498,0.3038156032562256,75.07684976565807,-5.178299453055093,1720000,0.9127303
43,0.0033879306,-0.0034947242,455,10.25160813331604,598.7882733345032,0.8365488052368164,264.5698873803588,11.500016689300537,56.37874858876359,2.1562654972076416,13.966405868530273,117.49805800076001,0.30352044105529785,72.45869303374049,-46.86659126362224,1760000,0.91203535
44,0.0022906351,-0.0034534906,472,10.021042823791504,612.4970409870148,0.8254902362823486,264.51680064351916,11.251392364501953,56.432462810278395,2.1121695041656494,13.688528776168823,113.89169480320925,0.3182215690612793,71.2916452371802,-0.888851176004116,1800000,0.9109847
45,0.0017218336,-0.00312026,438,10.068581104278564,626.3260962963104,0.8294394016265869,271.0120390717191,11.307762622833252,59.15140972522057,2.1598048210144043,13.808928489685059,120.9250525964495,0.33485889434814453,73.11790574462593,-1.0725658378504974,1840000,0.90990704
46,-0.0026469207,-0.003262382,469,10.271585702896118,640.3276546001434,0.8393764495849609,293.2838423848557,11.525277614593506,55.17133303404677,2.1391804218292236,13.981473207473755,116.35149411996791,0.3102238178253174,72.72974247211737,-5.225011872282501,1880000,0.9089174
47,0.0075394223,-0.0031735152,454,9.928352117538452,653.8854835033417,0.8174543380737305,276.6276967062228,11.149637460708618,56.30799536992595,2.08137845993042,13.537413835525513,119.05939852196954,0.2997579574584961,73.51167221976608,-6.386446757822502,1920000,0.9072652
48,0.000589609,-0.0030742385,446,10.212950468063354,667.8088190555573,0.8300073146820068,258.12333785795323,11.45275592803955,60.013724814018424,2.1429483890533447,13.903507947921753,115.9224499430872,0.30120205879211426,71.00360257854693,-18.266347851758315,1960000,0.9051564
