Itr,LossBefore,LossAfter,train-NumTrajs,train-EnvExecTime,Time,train-PolicyExecTime,train-MaxReturn,Time-Sampling,train-StdReturn,Time-Optimization,ItrTime,train-AverageReturn,Time-SampleProc,train-AverageDiscountedReturn,train-MinReturn,n_timesteps,train-AveragePolicyStd
226,0.0043979376,-0.0045918203,276,10.542104482650757,3200.969602584839,0.8757624626159668,407.59633173225023,11.834800720214844,75.87549603275642,2.270519971847534,14.374392032623291,246.06755743693645,0.26311492919921875,116.12264659751602,-0.2186299497284805,9080000,0.5933762
227,0.0028463074,-0.004832192,285,10.387328863143921,3215.1694581508636,0.8683114051818848,523.6950374878083,11.66730809211731,71.8325336096803,2.2326886653900146,14.179702281951904,241.02707581507659,0.2737882137298584,116.39107640212174,7.7318810886973335,9120000,0.59163475
228,0.0025517866,-0.0048636296,287,10.800168752670288,3229.872151374817,0.8920943737030029,419.7809739079822,12.116107940673828,79.85651861207035,2.293541431427002,14.681987285614014,234.08851042183454,0.26633334159851074,112.23315135365773,2.0661336622455546,9160000,0.589891
229,0.0029448657,-0.0048103873,291,10.616371154785156,3244.3605427742004,0.8803262710571289,444.1303486313238,11.913100242614746,82.74471758621394,2.2728891372680664,14.46773362159729,234.04021434241506,0.27574682235717773,112.90169627065399,5.537718096794262,9200000,0.58828664
230,0.0021920458,-0.0042973734,292,10.690005779266357,3258.889595270157,0.8732178211212158,416.22287942983246,11.981193542480469,83.41949714953817,2.254481077194214,14.508041381835938,233.5594045542161,0.26643800735473633,112.86956950032157,2.480267420038191,9240000,0.58708346
231,0.0015961893,-0.004749252,279,10.622588396072388,3273.362687110901,0.882373571395874,471.89714306903596,11.923230409622192,85.1242308734979,2.2581284046173096,14.45282769203186,239.21040218656609,0.2655515670776367,113.20407344245723,5.404456516797874,9280000,0.5857805
232,0.004064268,-0.004940126,286,10.565836906433105,3287.7231347560883,0.8654699325561523,467.5443745606314,11.844696521759033,84.67220548633811,2.2246897220611572,14.33985424041748,235.04249897767494,0.2645266056060791,112.39751592543648,8.869077181915923,9320000,0.5846071
233,0.00041728243,-0.004891473,282,10.831817150115967,3302.486980199814,0.8952236175537109,417.6069423080378,12.1485755443573,86.26343061776824,2.299955129623413,14.744117259979248,233.03034674773548,0.2897624969482422,110.17404109288518,7.574309988634881,9360000,0.5832794
234,0.0018134475,-0.0043839477,281,10.585149049758911,3316.966790676117,0.8851561546325684,436.7770481125195,11.890818357467651,72.88318518012753,2.2954869270324707,14.459672927856445,248.6621717956005,0.26746678352355957,118.02578575538747,14.128189557941568,9400000,0.5816994
235,0.0024091825,-0.0045568706,277,10.777977705001831,3331.65763092041,0.8918547630310059,429.30048530828105,12.09104299545288,70.58857107501508,2.3014278411865234,14.670022249221802,253.30097647301054,0.2716231346130371,119.52464628245473,2.5657722213593908,9440000,0.58012784
236,0.00046015083,-0.0048886654,282,10.712584733963013,3346.2742507457733,0.8930859565734863,452.28330773160326,12.027387619018555,77.80965898699617,2.2866203784942627,14.596187829971313,246.98821422332972,0.2760348320007324,117.29700517601862,14.912412630650623,9480000,0.5786127
237,0.00046523026,-0.0045572883,278,10.773155450820923,3360.9216537475586,0.8811550140380859,401.4590415686457,12.07629680633545,72.63693798194711,2.276604413986206,14.62761926651001,245.83156628971864,0.26864075660705566,115.99763555609624,17.53038063458164,9520000,0.5770744
238,0.0027446405,-0.0049078004,278,10.504201173782349,3375.2133736610413,0.8696742057800293,461.63200942303365,11.788597583770752,72.68424951389275,2.213853120803833,14.271230459213257,249.6784761384554,0.2628645896911621,118.32467149489156,21.42361013404929,9560000,0.57575375
239,0.0063292533,-0.0044773775,286,10.5034761428833,3389.5346245765686,0.8686723709106445,448.04614522307156,11.789241790771484,76.1648826462095,2.229200601577759,14.300261735916138,243.3343152128734,0.27590250968933105,116.23600283576627,19.377669328907118,9600000,0.5743327
240,0.0030948608,-0.004672952,280,10.535402297973633,3403.9123384952545,0.8777680397033691,414.6877822306953,11.82632040977478,70.77419010878894,2.2597103118896484,14.357851505279541,251.86266047630073,0.26590442657470703,119.00034797453856,25.604031451883575,9640000,0.57318795
241,0.0015861109,-0.0051333527,280,10.459662914276123,3418.236728668213,0.8746445178985596,447.87863384383934,11.752412796020508,75.2108444946648,2.2807905673980713,14.303969144821167,256.0789782811038,0.2646465301513672,120.31871549775933,19.077824293478663,9680000,0.57207733
242,0.0035926208,-0.005326523,289,10.566068649291992,3432.646640062332,0.875645637512207,447.92456993800937,11.860407829284668,77.5528111037053,2.2525668144226074,14.388986825942993,244.4001714932808,0.2700526714324951,116.81655274325668,10.639773759731566,9720000,0.5708513
243,0.0026247255,-0.0042643687,265,10.514206886291504,3446.981773376465,0.8701703548431396,443.4195802257055,11.798633813858032,70.87486735819161,2.245978593826294,14.314011812210083,263.05141925186865,0.2634694576263428,120.46096804207579,1.1286837220233559,9760000,0.56953937
244,0.0007862486,-0.0046989233,288,10.676945686340332,3461.5177767276764,0.8871731758117676,486.56311185681625,11.982380628585815,76.11796420285067,2.259510040283203,14.516459941864014,244.74889983540322,0.268629789352417,117.81730575346637,21.979489063350794,9800000,0.567839
245,0.001996921,-0.0053034616,283,10.655109882354736,3476.05747795105,0.8845388889312744,480.5463743412105,11.964620590209961,79.41329490079525,2.2835471630096436,14.520008325576782,253.65443139791455,0.26590561866760254,119.32683646882029,17.64913074777511,9840000,0.5660821
246,0.0027927726,-0.0049412483,288,10.542216300964355,3490.419532775879,0.8670010566711426,434.79418469201835,11.826150178909302,82.30551227360891,2.242344617843628,14.341235160827637,245.72523944861325,0.26676273345947266,116.41083222171093,20.412406756565243,9880000,0.5651713
247,0.0032615245,-0.0051948256,288,10.457404375076294,3504.731140613556,0.8761434555053711,458.9101797377119,11.751067638397217,84.29589161831737,2.2747864723205566,14.29082179069519,252.89210685135154,0.25891804695129395,120.05258255788804,6.5083293323891755,9920000,0.5643002
248,0.001225876,-0.004468055,278,10.637825727462769,3519.2909440994263,0.8859953880310059,437.8141415266575,11.94124698638916,77.88706282121423,2.3116049766540527,14.538424015045166,251.89811842891368,0.27956151962280273,118.49138660928566,12.125259752833774,9960000,0.5633094
249,0.0006393794,-0.0050450857,283,10.499756574630737,3533.632567167282,0.8710544109344482,459.3935759407565,11.784103631973267,81.68893253601775,2.260871410369873,14.320467472076416,250.6932275936483,0.2693779468536377,118.57867524977239,9.17864808010077,10000000,0.5620421
250,0.0033880486,-0.0051261056,292,10.447237968444824,3547.900150537491,0.8737139701843262,450.5638781335644,11.741469383239746,79.73843179301235,2.230133295059204,14.246997117996216,250.91541483820487,0.2694129943847656,119.89336334182083,3.0627703703410556,10040000,0.56072426
251,0.001166343,-0.005227078,301,10.647508382797241,3562.419930934906,0.8801267147064209,473.2456115899385,11.952091932296753,79.48501761911147,2.262221574783325,14.493245363235474,242.60431585637843,0.2729325294494629,118.01814571148533,15.157001533792174,10080000,0.5590565
252,0.0041351803,-0.0049023293,287,10.336034297943115,3576.5269253253937,0.8597548007965088,434.53028022689244,11.608900308609009,83.62538703844311,2.2079038619995117,14.086110353469849,249.1984325126856,0.2634265422821045,118.38616684460308,10.385158002750577,10120000,0.5576092
253,0.0022084354,-0.005492984,279,10.627827882766724,3590.9800271987915,0.8743312358856201,423.67095373689284,11.916521310806274,77.50307507826112,2.2540364265441895,14.432502746582031,249.39419532812528,0.2561213970184326,118.03183061684669,21.15979585829595,10160000,0.556553
254,0.0035082668,-0.005044316,286,10.225911617279053,3604.9660551548004,0.8540961742401123,486.86504984899864,11.491014003753662,79.68576045777205,2.2024271488189697,13.965510606765747,254.70680698995227,0.26610279083251953,120.91090020297756,7.226607411008322,10200000,0.5555808
255,0.0007780336,-0.0052526346,275,10.553231000900269,3619.4342057704926,0.8796961307525635,506.5546076297648,11.85246729850769,83.89436168748203,2.2893154621124268,14.447540283203125,263.42852822343144,0.29979491233825684,122.5602718846546,23.382112854290188,10240000,0.5548027
256,0.003906511,-0.00497178,278,10.456994771957397,3633.7225177288055,0.8697805404663086,498.5511398256039,11.739838600158691,71.68017840632736,2.258589744567871,14.267009735107422,260.017121323263,0.2627096176147461,122.50503497480301,18.906521287641276,10280000,0.5539234
257,0.001606939,-0.0043637217,283,10.522567510604858,3648.120503425598,0.8808047771453857,430.1926364106131,11.82503628730774,72.72916278476082,2.2834300994873047,14.378045320510864,258.9221259414711,0.26366615295410156,122.02416966237556,20.440518438609622,10320000,0.55279636
258,0.0015795514,-0.0049958727,283,10.79761528968811,3662.8236010074615,0.892772912979126,481.17365528287706,12.116143465042114,67.52763383110187,2.2935118675231934,14.682894706726074,257.3668152530435,0.2672579288482666,122.71526701200577,35.59834958278718,10360000,0.5515146
259,0.0021048621,-0.004606396,275,10.58327865600586,3677.295667409897,0.8843750953674316,489.59848080330255,11.890610456466675,73.64973446473363,2.285846710205078,14.4508957862854,263.3253042354094,0.2683844566345215,122.78430990653398,13.515553329139344,10400000,0.5503579
260,0.001572083,-0.0053140284,275,10.435705661773682,3691.5201559066772,0.8650047779083252,529.3633041807401,11.711517095565796,77.31121836945303,2.2229318618774414,14.203681707382202,262.0692995504474,0.26329755783081055,121.6351042748859,25.849980638803068,10440000,0.54949987
261,0.002505529,-0.0055415947,295,10.422134160995483,3705.738139152527,0.8648061752319336,496.7841086489292,11.704516172409058,80.81162402945856,2.2173807621002197,14.19713544845581,255.49827314550265,0.2692556381225586,122.02718800274121,5.849863600809901,10480000,0.54886305
262,0.0025450028,-0.0049299453,285,10.38993239402771,3719.92289018631,0.866112470626831,459.8331263071788,11.673636198043823,79.60937961257844,2.2177422046661377,14.163988828659058,261.0876913568444,0.2666614055633545,122.81611848745736,23.64085338901745,10520000,0.5480454
263,0.0012962036,-0.004916546,284,10.504483222961426,3734.2954485416412,0.87884521484375,475.38830178085954,11.798438787460327,76.3113787846446,2.272688388824463,14.352534770965576,260.9078347577786,0.2754230499267578,122.74072765019633,16.48038069361179,10560000,0.54702616
264,0.0026124797,-0.0052495175,285,10.358027935028076,3748.466940164566,0.8641479015350342,452.92233365187286,11.63786268234253,72.8332106570267,2.24361252784729,14.151591062545776,262.44677215078815,0.26402735710144043,124.18365799711977,23.774976019788458,10600000,0.5457826
265,0.00060537754,-0.0049774884,273,10.55730652809143,3762.8717126846313,0.8723561763763428,533.3998292541751,11.844847440719604,73.03802878157201,2.2630372047424316,14.384442567825317,270.489104181432,0.27060747146606445,125.32249192693605,12.971674035057427,10640000,0.5444736
266,0.0065342397,-0.0058037676,282,10.30915355682373,3776.9553124904633,0.8527348041534424,439.09241785372745,11.574066877365112,73.34580214259444,2.188673496246338,14.062328577041626,263.96959630877,0.2936129570007324,123.87217083792314,14.997500074173743,10680000,0.5430792
267,0.004065572,-0.004464959,274,10.349061965942383,3791.117192029953,0.8709437847137451,473.74951158441723,11.637629508972168,78.54898224750696,2.228292942047119,14.140952348709106,269.6958293400646,0.26897335052490234,124.81283480771187,8.492558558781905,10720000,0.54189676
268,0.00074521976,-0.004999531,293,10.659639358520508,3805.6508922576904,0.887803316116333,503.4356669779589,11.968755006790161,78.4533630197444,2.2670042514801025,14.513530731201172,253.33472723025395,0.2716376781463623,121.248755360918,25.58652183190625,10760000,0.54116505
269,0.0011073344,-0.004939018,283,10.293740510940552,3819.8186178207397,0.8674635887145996,468.3565294473944,11.581827402114868,77.72543450725735,2.2609617710113525,14.147207975387573,264.42035063418285,0.2982611656188965,124.17825597038228,53.647748714854394,10800000,0.54036266
270,0.0008604195,-0.004942768,284,10.360297203063965,3833.9837622642517,0.8657224178314209,527.2450131956814,11.63923692703247,77.79399339619386,2.23517107963562,14.144842624664307,263.95279859167556,0.264514684677124,123.76009665468365,10.314708508581495,10840000,0.5394716
271,0.0046460093,-0.0041627167,298,10.233776569366455,3848.0176072120667,0.8599023818969727,523.794005595475,11.512640237808228,74.93424156553665,2.228079319000244,14.013800859451294,256.2571736021965,0.2671177387237549,123.12010394146871,51.974303675327974,10880000,0.53838027
272,0.0008657418,-0.0054262057,280,10.584348678588867,3862.45551776886,0.8807828426361084,533.9272278618123,11.88191556930542,82.47358788355048,2.2664451599121094,14.418304920196533,268.4474038654365,0.2641160488128662,124.08129457150213,43.967418429921835,10920000,0.537111
273,0.000700118,-0.005526625,277,10.59384298324585,3876.9110248088837,0.8799591064453125,497.4978699532894,11.889601945877075,73.5066666353702,2.2672317028045654,14.436217308044434,269.65056074466565,0.27340030670166016,125.0482929271054,76.91802115438115,10960000,0.5360356
274,0.00068754365,-0.005655658,277,10.423498392105103,3891.1658952236176,0.8772120475769043,518.4595591744696,11.718188524246216,77.82675325984795,2.2468576431274414,14.23508596420288,274.13161529792245,0.2640244960784912,126.30638403963607,29.07775366191784,11000000,0.5353154
275,0.0020873114,-0.005016767,278,10.54281759262085,3905.564485311508,0.8778910636901855,525.5078422220002,11.837908744812012,72.06303921292002,2.2710585594177246,14.37790846824646,271.14588463133754,0.26294589042663574,126.04527810270146,86.08194483368874,11040000,0.5342821
276,0.0025348677,-0.0053550606,281,10.62674856185913,3920.1168427467346,0.8899550437927246,454.0505918591014,11.94081425666809,71.34971928512499,2.2970759868621826,14.532045602798462,277.68332589766857,0.28807806968688965,128.70804650870923,68.93625948717269,11080000,0.5331049
277,0.0010323406,-0.0059071193,296,10.503003597259521,3934.5184564590454,0.8819718360900879,521.8605492707642,11.805073261260986,81.01132520973262,2.3017189502716064,14.381159543991089,259.5548107191998,0.26834988594055176,123.56925276415647,52.16273567426046,11120000,0.53232557
278,0.0019490421,-0.00472896,281,10.42619514465332,3948.876587152481,0.8825516700744629,505.94562590629334,11.74276852607727,75.83737418706106,2.3038082122802734,14.33758020401001,271.4370726135447,0.28504204750061035,126.51762160563061,84.34124809358352,11160000,0.53131616
279,0.0012042597,-0.0046850606,279,10.619626760482788,3963.4020738601685,0.887535572052002,464.6898707972897,11.926715612411499,71.33015795884006,2.307779312133789,14.505293130874634,264.95597594481626,0.2648007869720459,124.0140816130526,56.741131241683384,11200000,0.530021
280,0.00016526431,-0.004498636,272,10.799275398254395,3978.1629722118378,0.900994062423706,465.94865366240333,12.126809358596802,70.02544300874565,2.3412554264068604,14.740925312042236,281.23813429989787,0.2667531967163086,128.35951610637161,108.81778760982971,11240000,0.52883935
281,0.0020584017,-0.0055777403,279,10.381337881088257,3992.35924243927,0.8724770545959473,565.6945301818441,11.676263570785522,71.00262202585299,2.229240655899048,14.175460815429688,272.3343183138889,0.26400065422058105,126.28436571846368,66.30241155172729,11280000,0.5275478
282,0.0021288344,-0.004979489,291,10.426173210144043,4006.5743424892426,0.8668289184570312,468.4706827058837,11.714313745498657,72.83499134247083,2.217529058456421,14.194289922714233,266.8430161121686,0.2564351558685303,125.44621613634396,54.540790045701584,11320000,0.52624255
283,0.0027259788,-0.0055857142,280,10.35156536102295,4020.7633759975433,0.8717250823974609,461.7388704961272,11.640525102615356,69.72240851670307,2.246389865875244,14.169239521026611,267.2598596019073,0.2763252258300781,124.45828505957998,94.9664636364659,11360000,0.52517575
284,0.00043810028,-0.0054148873,275,10.41698956489563,4035.050966978073,0.8738102912902832,478.45491910563965,11.706565618515015,76.2134583453527,2.2887024879455566,14.266116619110107,270.38952370857976,0.26483750343322754,124.31130910577187,73.86923975014894,11400000,0.5245528
285,0.00082695636,-0.0054656733,284,10.435912370681763,4049.2994136810303,0.8647170066833496,517.8066067004271,11.717021226882935,82.8856321393502,2.2287557125091553,14.227820634841919,263.04840781193343,0.27602219581604004,122.03825823027364,21.043259928797166,11440000,0.5239201
286,0.0027947985,-0.005399897,276,10.360568046569824,4063.484179496765,0.8689382076263428,479.4923847429767,11.64682126045227,75.36565809787247,2.2544398307800293,14.164473295211792,270.6817472327672,0.2573204040527344,125.67812403731287,89.39784919219107,11480000,0.523206
287,0.004562178,-0.0052732085,278,10.413649559020996,4077.723633289337,0.870995044708252,474.5979927689449,11.699317455291748,76.44891681737982,2.2439444065093994,14.2198805809021,272.2735217864409,0.27058935165405273,125.34088170534929,17.310376622705352,11520000,0.52202773
288,0.0046117855,-0.0058574397,289,10.215049505233765,4091.7223341464996,0.8550894260406494,499.89121076944826,11.486968994140625,81.32430997833424,2.2096681594848633,13.97795295715332,265.1543042633808,0.27532196044921875,124.31046212631976,27.58364474199875,11560000,0.520934
289,6.207833e-05,-0.00537967,287,10.554049491882324,4106.164284944534,0.8841328620910645,451.9097372013812,11.861730575561523,76.7205052494579,2.2851943969726562,14.421416521072388,269.82922590221597,0.2685384750366211,125.96288888816399,25.42296540338794,11600000,0.5197808
290,0.0030519292,-0.0060621644,292,10.391752004623413,4120.3683223724365,0.8700950145721436,505.54584435117687,11.681013107299805,80.56690657295727,2.22981858253479,14.183228969573975,265.44340603443135,0.26642656326293945,125.1674500513136,58.821570389218685,11640000,0.5184579
291,0.0006659761,-0.005296929,285,10.621623754501343,4134.897451400757,0.8886613845825195,464.3805534333441,11.93447232246399,80.54761210583135,2.3092525005340576,14.508814334869385,265.0951627555202,0.25914907455444336,123.45819721600164,37.87757595463178,11680000,0.51714337
292,0.0022299483,-0.005737482,277,10.368425369262695,4149.055167913437,0.8619384765625,558.0128295668139,11.643017292022705,77.53982067491526,2.226724147796631,14.137240886688232,270.7885813459245,0.2614481449127197,125.59791167343437,81.93537765343041,11720000,0.51611894
293,0.0048707128,-0.0056621474,282,10.14786696434021,4162.995199680328,0.8552141189575195,509.6994344010983,11.417680501937866,86.14688252235591,2.232621431350708,13.92021656036377,269.83572493366563,0.26404500007629395,123.91464047797335,57.97635540709623,11760000,0.51543826
294,0.00051571394,-0.0056546633,276,10.48651647567749,4177.3297996521,0.881964921951294,498.0649462914063,11.789535522460938,76.34119874586874,2.255995750427246,14.313930034637451,281.9805743653828,0.2625088691711426,128.47145661129488,88.48090246229657,11800000,0.5149636
295,0.0038988874,-0.0055673406,283,10.538436889648438,4191.713050365448,0.8757076263427734,453.37582072524145,11.83544135093689,76.06507273235223,2.258049488067627,14.3637375831604,267.1489068319661,0.2643392086029053,124.38658233111609,21.100525502278455,11840000,0.5139859
296,0.0031967715,-0.0052731642,282,10.45061469078064,4206.023704051971,0.8791775703430176,541.1362399323667,11.749989748001099,75.78823530528312,2.261958599090576,14.29042649269104,275.62905492846494,0.2725358009338379,127.84420923972803,91.5551806707135,11880000,0.51264215
297,0.0011684678,-0.0059659346,268,10.501314401626587,4220.379127502441,0.8828299045562744,483.17859047030277,11.801788806915283,78.29211743334807,2.264816999435425,14.335134744644165,282.6992455900026,0.2625143527984619,127.33636428729882,42.89166387199903,11920000,0.51163787
298,0.003806688,-0.005659844,270,10.28928518295288,4234.490732908249,0.8652865886688232,475.28904525567714,11.57021951675415,75.64887668860591,2.2540242671966553,14.091107368469238,280.60858783266093,0.26094603538513184,127.04339351826881,75.07544687272875,11960000,0.51091635
299,0.0008495316,-0.006055665,282,10.602993965148926,4248.988206148148,0.8919925689697266,559.3736105973987,11.916484117507935,87.67879073263649,2.2944960594177246,14.477153539657593,271.5847800481605,0.2601182460784912,125.42159412203027,27.252805295015584,12000000,0.5101316
300,0.0022043071,-0.005753768,273,10.298718214035034,4263.071299314499,0.8630867004394531,542.1578532994123,11.576588869094849,85.08876229413454,2.21926212310791,14.062155961990356,278.83002736223034,0.2604482173919678,126.34047185090775,69.38571656040882,12040000,0.5088479
301,0.00034172292,-0.0058107153,287,10.537603855133057,4277.516703605652,0.8901441097259521,444.5408598991289,11.85391616821289,74.64143815029655,2.2860076427459717,14.418704748153687,265.28111217683994,0.272599458694458,124.22031735622146,69.9830102141693,12080000,0.50753915
302,0.003027229,-0.006101611,284,10.43739366531372,4291.76561665535,0.8696489334106445,468.75369476335413,11.72524619102478,78.89762685443584,2.2306551933288574,14.228583574295044,270.92125757249516,0.2668120861053467,126.225931848412,72.40616451301482,12120000,0.5067406
303,0.002296254,-0.0058726524,280,10.39544129371643,4306.007459640503,0.8748393058776855,492.0842346775349,11.683750867843628,77.05308879623527,2.2671144008636475,14.221181154251099,266.97015965442864,0.2643697261810303,123.54255891245094,60.26377322008961,12160000,0.5060768
304,0.0017388731,-0.0058645275,276,10.414113521575928,4320.2339425086975,0.8672518730163574,508.6029584482483,11.6963632106781,84.22133152605029,2.2394816875457764,14.206451892852783,279.5709474418286,0.26459693908691406,126.72368275741457,59.62784677072737,12200000,0.5053252
305,0.004280688,-0.0058046314,278,10.234271764755249,4334.328667640686,0.866325855255127,524.1242620001435,11.513673305511475,82.30150904573227,2.2620413303375244,14.074362754821777,276.7667236738448,0.2925724983215332,125.77355136972446,84.5446725567438,12240000,0.50429213
306,0.0037443712,-0.0061755124,283,10.396262407302856,4348.55681848526,0.8770170211791992,541.7357018036149,11.689974546432495,86.43589509299643,2.246537208557129,14.207353115081787,272.07976161592956,0.26487183570861816,124.4680282907258,32.23098828974225,12280000,0.50318146
307,0.0015710704,-0.0055318335,288,10.535131931304932,4362.953762292862,0.8827829360961914,545.4661562825522,11.840646266937256,80.87857014108967,2.2648701667785645,14.37604546546936,271.18762678755684,0.26459479331970215,126.26345216570387,39.65183641643419,12320000,0.50224173
308,0.00015358278,-0.0058018705,276,10.226470947265625,4376.951855659485,0.8576288223266602,586.7429352648451,11.497582197189331,82.23514249877786,2.2225899696350098,13.977934837341309,277.05863699334617,0.25184130668640137,126.2208284921173,62.09833656280168,12360000,0.50123036
309,0.0015295141,-0.005375083,284,10.448328256607056,4391.249436855316,0.8729324340820312,539.5243247216442,11.743589639663696,81.64823595276178,2.2608582973480225,14.277634143829346,275.0085544316065,0.267228364944458,127.6620995702456,36.97957824639057,12400000,0.49996883
310,0.0025791028,-0.0061065378,295,10.229214906692505,4405.285422325134,0.8612921237945557,515.4230533556596,11.50384521484375,80.72234585665254,2.2366738319396973,14.015806674957275,271.67988070397837,0.2692108154296875,127.80413316143486,66.59697196537824,12440000,0.4989447
311,0.00085290225,-0.005810439,289,10.650492429733276,4419.905545711517,0.8973739147186279,524.6852724270544,11.977937459945679,88.13437292450642,2.3325986862182617,14.599899530410767,274.37003673545246,0.2831573486328125,127.53847233560924,65.91066834929916,12480000,0.49795756
312,0.0021015704,-0.0060654916,281,10.562090396881104,4434.367046117783,0.8820042610168457,594.5945648800899,11.870583772659302,82.17069240172191,2.299020767211914,14.4402756690979,277.30600793455784,0.2646675109863281,127.21205300901724,39.7585336623871,12520000,0.49715903
313,0.0010117743,-0.0057135304,265,10.269551038742065,4448.435259103775,0.8664426803588867,586.0713461324871,11.550563335418701,86.68137066521045,2.2324776649475098,14.047558546066284,297.0740509546445,0.25867342948913574,131.26866822677565,58.95194150732189,12560000,0.4962845
314,0.0013603434,-0.0056704567,280,10.55862283706665,4462.883592128754,0.8830275535583496,512.8392790425994,11.86338186264038,84.40785892873893,2.288423538208008,14.428483963012695,279.9495161545989,0.2706928253173828,127.76141215959225,58.49548044597855,12600000,0.4954165
315,0.0008721069,-0.0063129547,280,10.551074028015137,4477.321596622467,0.8859097957611084,561.5812074046942,11.860121965408325,81.13184886531616,2.289947032928467,14.417710304260254,282.9671998208803,0.2617042064666748,130.40648667750705,92.74905342584142,12640000,0.49474713
316,0.0020685159,-0.0059295404,278,10.41240119934082,4491.594091653824,0.8709442615509033,467.64610944660166,11.703012466430664,80.5836785942185,2.2756741046905518,14.251816749572754,281.02167667048815,0.26709771156311035,128.45265996071862,35.88158577640869,12680000,0.4939267
317,0.005218363,-0.0060352474,286,10.301856517791748,4505.688253164291,0.8584315776824951,495.6307355622761,11.573543548583984,91.886806583931,2.2244811058044434,14.07422423362732,275.2157508868084,0.2703254222869873,127.35726390912153,35.79575000489416,12720000,0.49295262
318,0.0039255084,-0.006039307,280,10.25211477279663,4519.7297785282135,0.8640556335449219,569.1695485397952,11.527415037155151,86.7664217299732,2.2244555950164795,14.021532535552979,281.54629754218206,0.2637333869934082,128.48424336873387,30.414403542883075,12760000,0.49199036
319,0.0024978772,-0.0066739046,276,10.259145259857178,4533.825003147125,0.8635616302490234,562.7133151104439,11.537168502807617,85.44998426747495,2.2715837955474854,14.074596166610718,284.769368170274,0.2599527835845947,128.30575170595836,69.31406247054842,12800000,0.49103913
320,0.005149366,-0.006606819,285,10.178351640701294,4547.819723367691,0.8620944023132324,523.4882326096624,11.457646608352661,85.57616054966451,2.2480080127716064,13.974254131317139,283.5388740783648,0.2624344825744629,130.07163416679268,66.7347650439323,12840000,0.4900846
321,0.0026186064,-0.006375222,278,10.460991382598877,4562.107690572739,0.8751859664916992,599.6714284022773,11.754647016525269,86.19269706714545,2.24636173248291,14.267919063568115,287.0116444598196,0.2609596252441406,130.38253655268355,73.60589278649627,12880000,0.48947024
322,0.001238203,-0.0062227147,274,10.447026491165161,4576.391762495041,0.8780829906463623,529.0572164241449,11.742650747299194,87.95590543915871,2.2556512355804443,14.264663219451904,288.50188310826087,0.2604703903198242,129.8884107345421,52.4909142760893,12920000,0.4889157
323,0.0021618917,-0.0061041308,270,10.478675365447998,4590.751864671707,0.882716178894043,523.3249721765008,11.785277605056763,79.23695062289518,2.2796506881713867,14.340034484863281,296.0032671846513,0.26920437812805176,133.33647251471913,72.97769493378729,12960000,0.48796403
324,0.0008325279,-0.006407727,276,10.66813588142395,4605.299364566803,0.8867495059967041,481.3426194976456,11.975032806396484,81.85847135561889,2.2867252826690674,14.526947259902954,283.53499411072727,0.2593080997467041,129.31294454325035,82.78811831133274,13000000,0.48676184
325,0.0007211417,-0.0061742887,281,10.474965810775757,4619.641691207886,0.884871244430542,490.5728043999234,11.781076908111572,79.69398581484613,2.2730016708374023,14.322561979293823,289.05340283333226,0.2624993324279785,131.5411228082481,62.43986384285095,13040000,0.48542193
326,0.0028554946,-0.0058895666,280,10.39506721496582,4633.902344465256,0.8738045692443848,536.0598705497189,11.686163663864136,89.23904311630625,2.287304639816284,14.24045705795288,284.5873193808218,0.26103830337524414,130.38793513795983,51.14654248627755,13080000,0.48395136
327,0.002228023,-0.0067750826,282,10.40371036529541,4648.184880495071,0.8811945915222168,555.7427646899571,11.7051420211792,91.26821479098277,2.286914825439453,14.262320280075073,292.88430172728533,0.26424360275268555,133.62295854134146,29.97676047955413,13120000,0.48249403
328,0.002757789,-0.0057042697,280,10.19432020187378,4662.192713737488,0.8631436824798584,574.4931235486215,11.473782777786255,93.06209973408504,2.233133554458618,13.986862182617188,288.9094193644286,0.27393198013305664,131.60318615918413,34.73733409478117,13160000,0.48122758
329,0.0006916944,-0.0063974904,268,10.43580174446106,4676.558397531509,0.8787569999694824,525.0749771862797,11.802577495574951,93.8105771994734,2.2742156982421875,14.345645904541016,303.26641027343754,0.2629861831665039,134.40730403103683,30.11603817012666,13200000,0.48025602
330,0.0007672265,-0.0046230764,276,10.583653450012207,4691.039875507355,0.8873460292816162,510.5446875971782,11.894464015960693,86.30695153693397,2.302661895751953,14.461345911026001,294.7011871672989,0.2582268714904785,133.40656095305314,48.93471717283641,13240000,0.4795065
331,0.0039339485,-0.0062711993,276,10.381443500518799,4705.250319480896,0.8664412498474121,566.278796149234,11.665643692016602,85.85203133343045,2.251476287841797,14.190280437469482,305.4704464395777,0.2669811248779297,137.6959168097208,85.30075060158957,13280000,0.47911203
332,0.0012297459,-0.0063183876,273,10.4275963306427,4719.579822540283,0.8765804767608643,529.7652944630775,11.723283529281616,89.23374680721415,2.2797353267669678,14.308634519577026,304.0655670604808,0.29944825172424316,135.98300491786298,64.20739634849241,13320000,0.4786934
333,-0.0001760656,-0.006795688,268,10.51016879081726,4733.984953403473,0.883641242980957,519.7776704430597,11.814536571502686,86.75583579763027,2.305482864379883,14.38551378250122,313.7019096685948,0.25963544845581055,138.54003083066993,57.55323014855219,13360000,0.47837546
