R Predictions Max,Epoch,VF Loss,Policy mu Max,Total Train Time (s),Sample Time (s),Policy mu Min,Log Pis Min,Log Pis Max,Policy Loss,Policy log std Max,Number of env steps total,Policy mu Std,Policy log std Min,QF Loss,V Predictions Min,Log Pis Std,KL Loss,(Previous) Eval Time (s),Policy log std Mean,V Predictions Max,KL Divergence,Number of train steps total,AverageReturn_all_train_tasks,Train Time (s),Number of rollouts total,R Predictions Min,R Predictions Std,R Predictions Mean,Q Predictions Std,Q Predictions Max,Z variance eval,RF Loss,AverageReturn_all_test_tasks,Z mean eval,Z mean train,Z variance train,Q Predictions Mean,Q Predictions Min,Policy mu Mean,Epoch Time (s),Policy log std Std,V Predictions Mean,Log Pis Mean,V Predictions Std
0.00503644,273,239.674,2.86515,18059.374053622596,7.424482394009829,-2.62209,-9.4619,17.3183,601.501,-0.0253371,2940000,0.760651,-2.03915,1578.6,-6610.33,3.07409,268.2969665527344,35.00627836957574,-0.597048,-153.443,53.659393310546875,274000,-163.637505795,25.123196152970195,55800,-0.00364827,0.00152577,0.000951651,526.046,-156.69,0.171929,282.629,-225.103284054,0.210968,0.101368,0.699891,-611.971,-6613.37,-0.0236288,67.55395691655576,0.202642,-608.677,-1.09055,524.681
0.00595679,274,167.674,3.05399,18127.435573011637,7.5090921726077795,-3.15232,-10.2433,13.0649,715.625,-0.0510227,2950000,0.784778,-1.77867,2180.35,-4636.4,3.16345,273.140380859375,35.520688065327704,-0.604536,-152.139,54.628074645996094,275000,-173.581213484,25.22706233151257,56000,-0.00363132,0.00153704,0.0011042,619.348,-154.747,0.192887,342.686,-235.366562313,0.200759,0.218698,0.76215,-723.048,-4633.54,0.0351241,68.25684256944805,0.202304,-718.921,-0.757914,618.545
0.00542225,275,155.496,2.96328,18195.590771461837,7.515788813121617,-3.02566,-9.90315,12.7505,615.187,-0.00114834,2960000,0.775267,-1.96972,2165.59,-4542.38,3.1613,252.47921752929688,35.32639297936112,-0.588758,-151.42,50.49584197998047,276000,-174.548268244,25.125217145308852,56200,-0.00465978,0.00149841,0.000913976,547.329,-150.297,0.200647,301.577,-219.941388251,0.224203,0.21897,0.736442,-621.756,-4493.3,-0.00578457,67.96739893779159,0.199767,-617.604,-0.900139,546.769
0.00553754,276,188.177,2.8496,18264.217793878168,7.531232388690114,-3.4231,-10.2796,14.3785,625.773,-0.0164741,2970000,0.749695,-2.16098,1692.85,-4703.62,3.05552,257.67108154296875,35.51555137615651,-0.577737,-146.085,51.534217834472656,277000,-170.427000965,25.408529033884406,56400,-0.00364341,0.00148413,0.000915364,572.128,-143.722,0.203627,312.89,-234.005626639,0.221537,0.131892,0.743605,-633.185,-4733.72,0.0236496,68.45531279873103,0.194862,-629.083,-1.15422,572.483
0.00579669,277,245.752,3.39215,18332.252845203504,7.666491179727018,-2.88971,-9.44854,13.6607,711.017,-0.0273603,2980000,0.806358,-1.72248,1905.98,-7139.35,3.17471,255.32107543945312,35.687996563501656,-0.589327,-140.431,51.06421661376953,278000,-171.766243788,25.238923950120807,56600,-0.00286156,0.00144762,0.00118367,620.901,-138.172,0.199508,354.02,-218.252684396,0.230236,0.232718,0.81013,-716.604,-7124.44,-0.0219085,68.59341169334948,0.20883,-712.233,-0.714685,621.09
0.00638771,278,184.427,2.94113,18400.72913674917,7.464989233762026,-3.26273,-10.9842,13.014,577.443,-0.0436925,2990000,0.751338,-2.04545,1519.04,-5966.63,3.06847,255.2350616455078,35.13083008211106,-0.590034,-144.845,51.04701232910156,279000,-186.61989331,25.22866931464523,56800,-0.00373055,0.00153907,0.00071956,531.708,-143.588,0.20207,302.327,-234.258720473,0.236693,0.0435192,0.757522,-580.089,-5963.83,-0.00396441,67.82448863051832,0.201155,-573.302,-1.1895,529.548
0.00577455,279,170.416,3.16292,18469.955777677707,7.71893943939358,-3.69037,-11.5771,14.6227,700.799,-0.00669897,3000000,0.80181,-2.17025,1521.28,-5809.48,3.18251,257.97772216796875,35.78385269828141,-0.589252,-148.21,51.59554672241211,280000,-166.315006937,25.722238559275866,57000,-0.00439591,0.00146679,0.000979497,592.981,-147.377,0.177939,340.651,-209.00315546,0.16201,0.215275,0.794745,-707.189,-5682.98,0.0710571,69.22503069695085,0.20106,-701.988,-0.671326,593.37
0.00646696,280,233.912,2.82793,18538.866524437442,7.632087570615113,-3.06783,-9.79716,14.2214,615.381,-0.0133973,3010000,0.757369,-1.60037,1906.15,-4652.67,3.10538,235.6221160888672,35.7863182509318,-0.573326,-144.957,47.12442398071289,281000,-173.762952236,25.54090039152652,57200,-0.00491233,0.00165927,0.00101155,567.111,-144.136,0.19851,303.029,-205.866375867,0.210183,0.212263,0.741488,-622.987,-4623.72,-0.0285374,68.95930621307343,0.194045,-620.805,-1.12995,566.73
0.0058469,281,196.578,3.04019,18608.22839638125,7.599176059477031,-3.03244,-8.88361,14.2011,635.395,-0.0553112,3020000,0.788383,-1.82275,1673.2,-4554.24,3.21057,262.1509094238281,35.7388759450987,-0.590935,-143.234,52.43018341064453,282000,-174.262689361,25.75884749274701,57400,-0.00489303,0.00166121,0.000861821,554.005,-148.971,0.198205,305.699,-207.898926629,0.198205,0.168168,0.754143,-643.194,-4596.92,0.0244817,69.09689949732274,0.19777,-630.94,-0.834752,550.353
0.00637457,282,171.83,3.43846,18677.993247920647,7.969435532577336,-3.01467,-9.72659,13.3206,659.135,0.08721,3030000,0.772292,-1.91561,1758.25,-3860.71,3.10683,255.18539428710938,36.00517370738089,-0.580997,-149.236,51.037078857421875,283000,-162.584144808,25.67113661300391,57600,-0.00359102,0.00160504,0.00115609,563.33,-148.333,0.201113,339.828,-232.6586113,0.213815,0.201033,0.747588,-666.018,-3828.93,0.0365309,69.64574585296214,0.203242,-660.58,-1.045,559.033
0.00525007,283,203.359,3.1433,18747.04626939725,7.693676594644785,-2.74518,-10.3942,11.6319,583.26,0.114376,3040000,0.744227,-1.86662,1509.75,-4905.24,3.01826,257.11981201171875,36.12522318866104,-0.579761,-142.879,51.4239616394043,284000,-156.192860939,25.503327208571136,57800,-0.00366592,0.00162647,0.000711895,536.167,-142.871,0.199014,274.015,-201.164085721,0.160341,0.12125,0.749037,-593.34,-5100.22,0.0261036,69.32222699187696,0.202968,-582.598,-1.13852,527.995
0.00419264,284,164.344,3.28558,18815.802636971697,7.7010764349251986,-2.69311,-10.2833,12.4849,600.501,0.0419316,3050000,0.752777,-1.88253,1448.78,-4953.88,3.03359,258.1921691894531,35.85683790128678,-0.583009,-146.239,51.638431549072266,285000,-173.946154094,25.38334129191935,58000,-0.00296937,0.00143843,0.000779908,558.882,-146.73,0.201949,334.065,-232.144488749,0.205072,0.193598,0.766765,-609.295,-4925.1,0.0427765,68.94125562813133,0.201195,-604.061,-1.13472,554.49
0.00598098,285,162.181,3.01205,18885.594142869115,7.753565540537238,-3.2421,-10.7134,12.5631,511.485,0.089216,3060000,0.731727,-1.664,1273.76,-4937.17,3.0303,230.11578369140625,35.6730271326378,-0.580226,-139.169,46.023155212402344,286000,-174.60095325,25.697403332218528,58200,-0.00529678,0.0016008,0.000711172,482.586,-141.01,0.191636,263.021,-205.555439404,0.098263,0.266295,0.761651,-518.455,-5022.77,0.0748637,69.12399600539356,0.196105,-510.591,-1.29232,480.95
0.00570558,286,163.924,2.94625,18955.4174060449,7.759097531437874,-2.86472,-10.5651,13.1321,597.978,-0.0558562,3070000,0.783347,-1.91216,1830.63,-4359.31,3.23755,247.0958709716797,36.34154379926622,-0.598486,-136.565,49.41917419433594,287000,-171.867700618,25.70305708888918,58400,-0.00265848,0.00150817,0.00108639,486.279,-137.868,0.201382,305.619,-257.033518588,0.163063,0.131811,0.772076,-603.354,-4365.56,-0.0435178,69.80369841959327,0.208039,-600.389,-0.813288,486.258
0.0047645,287,180.623,2.99269,19024.52111101523,7.76908559165895,-3.18621,-11.0919,14.3881,593.015,0.005633,3080000,0.790391,-1.77616,1868.58,-3686.7,3.15673,261.35479736328125,36.362432992085814,-0.566605,-135.787,52.270957946777344,288000,-177.340978635,25.554085422307253,58600,-0.00343728,0.0014745,0.000867844,505.102,-131.624,0.186763,305.471,-206.42815446,0.246006,0.0990145,0.755897,-596.987,-3628.12,0.00777487,69.68560400605202,0.195248,-593.943,-0.875347,505.638
0.00514522,288,260.589,3.16496,19094.085619880818,7.6240120036527514,-3.49888,-10.8255,14.2205,660.585,-0.0578134,3090000,0.805835,-2.07426,1919.99,-4669.41,3.22635,253.7725830078125,35.78143889270723,-0.599026,-137.468,50.7545166015625,289000,-169.84081256,25.598752852529287,58800,-0.00424556,0.00166139,0.00110588,558.649,-141.888,0.208293,308.848,-219.663561722,0.244414,0.183799,0.772848,-664.4,-4797.55,-0.054412,69.00420374888927,0.208964,-653.174,-0.627461,552.229
0.00545118,289,194.551,3.02833,19166.610709737055,7.92070811893791,-2.6877,-10.8057,12.8645,555.239,-0.0604967,3100000,0.745523,-1.97157,1621.86,-6106.1,3.08538,252.712646484375,36.342755287885666,-0.579356,-137.873,50.54253005981445,290000,-169.967427432,27.57356488984078,59000,-0.00390145,0.0015326,0.000870319,518.241,-138.251,0.196362,268.074,-217.655921248,0.20571,0.317147,0.783924,-561.778,-6227.24,0.0191787,71.83702829666436,0.202347,-550.017,-1.26071,514.589
0.0052939,290,159.845,2.74633,19238.33134515956,7.884031183086336,-2.83886,-10.4909,11.2553,610.647,-0.0669702,3110000,0.748378,-2.12184,1367.04,-4060.93,3.01622,255.91098022460938,37.03250983543694,-0.601854,-135.298,51.18219757080078,291000,-179.911430891,27.017070925794542,59200,-0.00325526,0.00153253,0.000851538,540.578,-129.901,0.197098,304.728,-239.350161616,0.19052,0.278295,0.762064,-617.281,-4065.68,0.0423943,71.93361194431782,0.207095,-610.315,-1.06682,539.625
0.0048978,291,263.484,3.74021,19309.79830975365,7.880031203851104,-2.86518,-9.43304,19.5959,623.899,-0.0160882,3120000,0.786486,-1.87659,1589.17,-4211.92,3.31671,262.0349426269531,36.820399729534984,-0.579476,-131.37,52.40699005126953,292000,-166.665810503,27.410941584035754,59400,-0.00360733,0.00152841,0.00108287,558.955,-130.646,0.193209,342.72,-205.353070346,0.241708,0.234135,0.778323,-630.104,-4238.85,0.0214757,72.11137251742184,0.207973,-628.177,-0.882676,556.41
0.00502921,292,227.88,3.32805,19381.134024718776,7.65240875352174,-3.23695,-10.2224,20.8395,642.756,-0.0412862,3130000,0.77216,-1.8967,1800.96,-7201.38,3.23296,255.6652069091797,36.17790255881846,-0.570393,-131.463,51.13304138183594,293000,-146.055227366,27.38242471497506,59600,-0.00481331,0.00141494,0.000968355,633.688,-131.698,0.189973,354.759,-186.358081036,0.21187,0.22728,0.739698,-647.354,-7303.11,0.0260032,71.21273602731526,0.204232,-647.22,-1.08308,634.5
0.00561216,293,218.546,3.00227,19453.3991563702,8.0112917535007,-3.28198,-10.8919,11.7704,593.383,0.0935469,3140000,0.763731,-1.92479,1487.29,-4798.29,3.11553,249.4100341796875,36.30113486945629,-0.596464,-130.898,49.88200759887695,294000,-149.296373526,27.411905536428094,59800,-0.00475742,0.0014759,0.000836907,544.021,-131.24,0.205893,295.83,-181.97198076,0.230207,0.23957,0.784545,-602.223,-4838.76,-0.0123621,71.72433215938509,0.205195,-599.463,-1.01864,543.143
0.0062075,294,166.986,3.03792,19524.45842133742,7.731174181215465,-3.20627,-10.4356,12.3003,583.303,-0.000678301,3150000,0.774881,-1.9444,1670.2,-4563.31,3.20242,260.7960205078125,36.84320204053074,-0.56819,-133.842,52.159202575683594,295000,-159.373984946,27.18381065968424,60000,-0.0036155,0.0015546,0.00110494,571.415,-131.003,0.180166,265.85,-213.419715868,0.21081,0.0761948,0.773339,-590.046,-4530.6,0.0518023,71.75818688143045,0.199348,-584.819,-1.10298,571.412
0.0071588,295,172.89,3.69865,19596.260671575554,7.706724273040891,-2.87193,-10.6047,12.2177,569.436,-0.0215541,3160000,0.761078,-1.68078,1427.43,-4928.02,3.17624,262.83404541015625,36.145296080969274,-0.568594,-129.504,52.56680679321289,296000,-166.240636568,27.39541577361524,60200,-0.00426584,0.00159054,0.00079453,549.026,-132.738,0.180344,286.34,-222.090771818,0.290254,0.0565493,0.756587,-577.35,-5006.91,-0.0060196,71.2474361276254,0.206431,-567.268,-1.18203,546.138
0.00641566,296,200.66,3.17943,19668.79340342339,7.845526824705303,-3.50357,-10.3993,14.406,519.125,0.0265519,3170000,0.743668,-1.69623,1785.6,-4290.72,3.10096,239.14048767089844,36.70121934078634,-0.577449,-137.295,47.82809829711914,297000,-184.40543351,28.082318568602204,60400,-0.00341694,0.00149818,0.00106052,470.689,-132.626,0.201128,273.4,-216.169064392,0.223309,0.117623,0.744785,-523.966,-4413.31,-0.0300564,72.62906473409384,0.203051,-519.82,-1.22917,469.114
0.00434963,297,139.709,2.65387,19740.10713267047,7.850996715016663,-3.41306,-11.0364,14.812,551.151,0.00118613,3180000,0.753847,-1.89022,1811.6,-4971.42,3.04338,248.5899200439453,36.606023732572794,-0.568866,-133.044,49.71798324584961,298000,-171.406730653,27.385777540504932,60600,-0.00405383,0.00152149,0.000747938,531.702,-130.603,0.189761,284.667,-190.573541373,0.210094,0.0416997,0.770234,-559.118,-4966.66,-0.0855624,71.84279798809439,0.199778,-553.102,-1.17758,527.193
0.00527099,298,144.182,3.2888,19811.24831909407,7.603667939081788,-3.15429,-10.4444,16.1903,560.697,0.109679,3190000,0.760489,-1.7799,1665.88,-5045.42,3.16108,250.11944580078125,36.077901690267026,-0.566948,-128.375,50.023887634277344,299000,-170.903596948,27.5625022649765,60800,-0.00401176,0.00157072,0.000796108,494.595,-130.796,0.190297,287.824,-261.716231463,0.177644,0.0830281,0.78763,-565.483,-5078.67,0.0161812,71.24407189432532,0.201955,-559.203,-1.16009,493.915
0.00668784,299,175.785,2.98767,19881.644478223287,7.643724635243416,-3.07242,-11.1727,14.5719,629.027,-0.0326774,3200000,0.780835,-2.31732,1426.43,-4291.46,3.17761,266.8688659667969,35.97671628464013,-0.592531,-130.557,53.37377166748047,300000,-169.9726722,26.768654660321772,61000,-0.00759839,0.00170473,0.00106,551.307,-133.604,0.180325,316.478,-235.788111837,0.160849,0.210481,0.770848,-634.707,-4366.78,0.0123966,70.38909558020532,0.211485,-628.507,-0.917625,549.111
0.00518425,300,122.846,2.80136,19951.815923448652,7.614283329807222,-3.43285,-10.084,13.1468,480.108,0.114605,3210000,0.720368,-1.64026,1082.69,-4139.4,3.06311,228.30252075195312,35.984344547614455,-0.559478,-124.648,45.66050338745117,301000,-176.274710529,26.787726030685008,61200,-0.00522375,0.00156259,0.000847974,500.672,-128.536,0.19756,238.043,-193.698262234,0.233668,0.223672,0.777986,-486.111,-4128.77,0.0139492,70.38635390810668,0.196834,-476.592,-1.56088,499.238
0.00572879,301,199.064,2.89351,20022.608629077673,7.567756315693259,-2.73458,-9.53489,10.9646,532.343,0.0147793,3220000,0.760315,-1.8541,1515.71,-3967.54,3.10713,234.5899200439453,35.77122400328517,-0.582214,-121.613,46.91798400878906,302000,-149.323808532,26.756804818287492,61400,-0.0049533,0.00158551,0.000909715,522.12,-122.598,0.189187,283.979,-229.996241286,0.208028,0.0867586,0.755296,-536.629,-3900.17,-0.00119296,70.09578513726592,0.202772,-529.866,-1.06193,519.743
0.00643802,302,243.974,3.8435,20093.26388239488,7.804758055135608,-3.08682,-10.0209,17.2138,706.157,0.081403,3230000,0.815216,-2.29204,2283.39,-4977.66,3.33979,298.7415771484375,36.46880428493023,-0.591286,-125.63,59.748313903808594,303000,-169.138310187,26.891774367541075,61600,-0.00365625,0.00157848,0.00111173,605.215,-126.914,0.206726,401.856,-229.45500271,0.106511,0.294791,0.784161,-711.042,-4961.88,-0.0268501,71.16533670760691,0.215732,-702.662,-0.554331,602.475
0.0057656,303,128.544,2.78588,20164.2645116793,7.778376512229443,-2.85002,-10.0389,10.7753,495.095,-0.020766,3240000,0.715234,-1.65344,1070.7,-4011.15,2.99665,268.123046875,35.959870129823685,-0.566624,-123.18,53.62460708618164,304000,-172.164448731,27.46211970690638,61800,-0.00509294,0.00159186,0.000979512,516.229,-122.663,0.196637,249.235,-238.233352693,0.221059,0.0603791,0.748777,-501.465,-3992.26,0.0125111,71.2003663489595,0.197196,-493.507,-1.52112,516.944
0.00457898,304,154.98,2.84164,20234.54967190884,7.5258763786405325,-3.76594,-11.2961,16.8997,644.919,0.0481335,3250000,0.777602,-2.13576,1595.3,-6595.38,3.26868,275.45538330078125,35.76120887603611,-0.587812,-118.927,55.09107971191406,305000,-166.421448547,26.73985983710736,62000,-0.00392194,0.00142599,0.000851477,596.561,-123.801,0.192274,332.081,-222.536506117,0.17674,0.312039,0.71358,-648.437,-6595.17,-0.0587417,70.026945091784,0.212915,-643.925,-0.953904,595.946
0.00593827,305,155.382,3.13274,20305.372700345702,7.716491368599236,-3.00902,-9.69178,14.1672,579.287,-0.0190193,3260000,0.75451,-1.98426,1879.51,-4679.14,3.20417,258.40704345703125,36.020851811394095,-0.578064,-123.27,51.68141174316406,306000,-167.568264707,26.768220853060484,62200,-0.00301308,0.00143122,0.00120481,541.871,-128.97,0.194021,310.563,-184.274559605,0.195173,0.171497,0.757601,-586.572,-4705.88,-0.0401918,70.50556403305382,0.1996,-580.668,-1.18034,539.962
0.00491129,306,143.46,3.14237,20375.885977166705,7.659460363909602,-3.41089,-13.3771,14.3448,569.676,0.00145423,3270000,0.749544,-1.98683,1095.12,-5246.2,3.24298,265.19287109375,36.33918605744839,-0.578108,-121.926,53.03857421875,307000,-159.413484865,26.743155075237155,62400,-0.00796921,0.00159986,0.000907294,558.073,-121.004,0.199847,317.274,-230.198340406,0.236174,0.210284,0.769366,-573.74,-5189.69,-0.023421,70.74180149659514,0.203076,-569.971,-1.20534,557.887
0.00537009,307,190.347,3.28986,20446.18833916355,7.689278805628419,-3.20884,-9.4671,12.3507,568.913,0.0115712,3280000,0.793075,-1.87642,1524.9,-4677.93,3.28215,233.5533905029297,36.1118508214131,-0.586434,-125.015,46.71067810058594,308000,-155.310160124,26.817747173830867,62600,-0.00366277,0.00143177,0.00101438,528.751,-122.973,0.181555,356.552,-210.008680229,0.202946,0.270741,0.76539,-574.664,-4714.18,0.0266304,70.61887680087239,0.203114,-569.77,-0.818296,526.264
0.00602485,308,178.772,2.89495,20516.886552668177,7.614681300707161,-3.40201,-9.89481,11.4893,623.143,0.0198472,3290000,0.775977,-2.15967,1656.77,-5119.08,3.17339,264.216552734375,35.796474763192236,-0.585672,-119.305,52.84331130981445,309000,-161.253819112,26.77961343061179,62800,-0.00428059,0.00154048,0.00109493,556.799,-125.224,0.198693,314.778,-206.639837988,0.236633,0.300869,0.732777,-630.172,-5091.09,0.00328155,70.19076949451119,0.205194,-619.492,-0.991325,553.307
0.0058931,309,197.406,3.50632,20587.464358556084,7.71626066416502,-2.84878,-9.7649,12.549,690.002,0.104939,3300000,0.820076,-1.99176,1785.84,-4700.64,3.25195,264.0034484863281,36.305086475797,-0.571953,-122.494,52.800689697265625,310000,-162.414505479,26.820653303526342,63000,-0.00394849,0.00159682,0.000926867,599.379,-122.22,0.194869,370.573,-206.029145655,0.215362,0.227991,0.77445,-697.993,-4682.45,-0.00857556,70.84200044348836,0.213511,-689.408,-0.720417,598.664
0.00594807,310,168.055,2.98286,20658.087099650875,7.692676346749067,-2.95376,-9.57948,14.0239,558.679,-0.0263924,3310000,0.745332,-2.00575,1519.8,-5038.24,3.09879,258.79229736328125,36.042023565620184,-0.564977,-122.651,51.758460998535156,311000,-157.338035779,26.911727065220475,63200,-0.0043569,0.00152415,0.00105607,534.132,-127.591,0.204106,281.197,-245.414250099,0.218357,0.19005,0.782742,-566.143,-5013.78,0.0216568,70.64642697758973,0.200004,-555.83,-1.34333,529.588
0.00503597,311,206.174,2.78952,20724.90059495624,7.5862992173060775,-3.14174,-10.7634,16.2307,654.63,-0.00479054,3320000,0.808919,-1.83132,1549.43,-4397.36,3.27825,263.3429870605469,36.01971314102411,-0.580911,-118.743,52.66859817504883,312000,-158.393008399,24.669796717353165,63400,-0.00360454,0.00153861,0.000822665,587.329,-123.175,0.205701,369.12,-196.145047792,0.219552,0.336981,0.794174,-665.719,-4358.35,0.0260097,68.27580907568336,0.213427,-657.665,-0.73759,587.801
0.0051504,312,348.112,3.68825,20790.997367447242,7.388465970754623,-3.78624,-13.1843,15.289,561.196,0.0695722,3330000,0.754689,-1.87702,1569.37,-4645.04,3.24623,241.700927734375,34.558741942979395,-0.567532,-116.518,48.340187072753906,313000,-160.897775922,24.184555244632065,63600,-0.00379801,0.00149853,0.00108629,566.343,-117.659,0.201097,258.926,-261.468873736,0.284932,0.177069,0.76366,-565.836,-4625.09,-0.00369036,66.13176315836608,0.20816,-569.294,-1.16456,573.521
0.00629832,313,175.541,3.40043,20856.47011187207,7.36087054759264,-3.66245,-13.9294,15.5415,587.456,0.0133898,3340000,0.771633,-1.76694,1909.54,-4982.2,3.32199,228.20066833496094,34.524710594676435,-0.579084,-119.585,45.640132904052734,314000,-166.153217277,24.29447900503874,63800,-0.00439054,0.00147229,0.000792891,535.391,-120.649,0.191216,292.658,-194.813130951,0.193025,0.185462,0.766543,-599.963,-4999.59,-0.0297163,66.18006014730781,0.20534,-588.94,-1.01365,531.29
0.0056269,314,257.469,3.26964,20922.52904803306,7.141621923074126,-3.69176,-12.1263,15.1074,611.852,-0.0136343,3350000,0.782484,-1.81263,1790.01,-5007.75,3.26732,245.5858612060547,33.818480485118926,-0.571286,-117.176,49.11717224121094,315000,-155.478943045,23.791271286085248,64000,-0.00392014,0.00161314,0.00102029,582.141,-112.424,0.212906,310.13,-221.301437305,0.261528,0.107895,0.751404,-616.724,-4920.1,-0.00332163,64.7513736942783,0.211122,-617.132,-0.983153,587.849
0.00553914,315,171.366,3.5781,20988.858487675898,7.302759842947125,-3.38833,-10.327,17.0582,624.861,0.0295519,3360000,0.785119,-1.88508,1765.71,-4830.5,3.26846,266.31182861328125,35.12724284734577,-0.578151,-112.161,53.26236343383789,316000,-160.163486846,24.276655308902264,64200,-0.0035341,0.00148855,0.00108698,587.567,-115.044,0.221716,370.789,-214.98406407,0.260815,0.274801,0.733932,-629.412,-4824.64,-0.00091843,66.70665799919516,0.214039,-624.349,-0.952129,588.544
0.00652688,316,172.155,2.9631,21055.247846955433,7.410561338067055,-3.74086,-9.45366,14.1458,545.897,-0.0247918,3370000,0.751082,-1.99803,1381.38,-4237.63,3.12747,246.3577880859375,34.75113865826279,-0.57743,-116.03,49.27155685424805,317000,-166.23789609,24.17986707109958,64400,-0.00426396,0.00161757,0.000750611,536.107,-117.229,0.185979,278.031,-234.810435695,0.168229,0.135446,0.78653,-551.637,-4173.85,0.0474729,66.34156706742942,0.205422,-543.378,-1.20675,532.736
0.00627261,317,227.462,4.09488,21121.93488761224,7.460808803327382,-2.7184,-14.7507,14.0345,596.914,0.0238571,3380000,0.782102,-1.99443,1618.45,-6316.26,3.25548,237.91946411132812,34.8007298912853,-0.572469,-116.105,47.583892822265625,318000,-150.965231733,24.797437974251807,64600,-0.00450166,0.00153548,0.000990267,574.404,-119.419,0.181396,342.475,-247.574726824,0.17778,0.224777,0.780371,-607.484,-6272.29,-0.00626168,67.05897666886449,0.207058,-602.591,-1.01399,578.095
0.00541313,318,169.342,3.12182,21187.600935253315,7.35898729134351,-3.13902,-10.661,11.1796,497.285,-0.00235754,3390000,0.73042,-1.72339,1492.82,-3823.62,3.12299,239.8725128173828,34.429291007108986,-0.562116,-112.508,47.97450256347656,319000,-138.718139694,23.8643708396703,64800,-0.00320737,0.00147209,0.00108615,492.494,-115.823,0.177091,275.164,-235.433850606,0.165389,0.0585417,0.732217,-504.275,-3861.87,0.059441,65.6526491381228,0.205223,-494.605,-1.45324,489.837
0.0051785,319,144.589,3.20678,21253.813432536088,7.427049181424081,-3.75373,-11.2698,16.8929,534.266,0.0634004,3400000,0.749786,-2.40556,1338.35,-7092.16,3.27679,267.1739501953125,34.443788923323154,-0.575041,-113.022,53.43478775024414,320000,-150.077460349,24.284601875580847,65000,-0.00468185,0.00151281,0.000877591,543.717,-113.096,0.182746,294.579,-231.095540438,0.188385,0.179635,0.74446,-543.43,-7053.85,-0.0696269,66.15543998032808,0.209587,-535.233,-1.24104,542.599
0.00457859,320,210.063,3.33287,21320.29374765046,7.349861482158303,-3.85379,-14.2725,14.0409,668.376,0.233629,3410000,0.798297,-1.86766,2057.26,-5075.32,3.26526,267.22528076171875,34.502033532597125,-0.573505,-116.692,53.44505310058594,321000,-168.769870572,24.087192674167454,65200,-0.00509501,0.00149709,0.00104792,630.094,-123.028,0.182514,407.286,-232.115260724,0.234789,0.184244,0.740281,-679.368,-5132.42,0.0126037,65.93908768892288,0.210257,-668.738,-0.819774,626.81
0.00587808,321,234.451,2.88577,21386.883696581237,7.4756102580577135,-2.94436,-11.5697,11.8117,598.512,-0.0116281,3420000,0.783419,-1.79757,2062.28,-4769.2,3.16032,261.42523193359375,35.044526282697916,-0.578842,-108.064,52.28504943847656,322000,-158.180537658,24.18787945061922,65400,-0.00320101,0.00140071,0.000975096,536.118,-120.244,0.187196,361.398,-200.382516427,0.180179,0.174679,0.765476,-605.286,-4856.67,0.0248149,66.70801599137485,0.209771,-591.792,-0.931019,532.204
0.00474895,322,187.201,3.03109,21453.62929867208,7.53973260242492,-3.32991,-9.25059,10.5807,619.333,0.056479,3430000,0.784141,-1.83258,1415.68,-5228.82,3.28125,264.3980712890625,34.927237215451896,-0.585459,-114.161,52.879615783691406,323000,-146.921506846,24.17121529765427,65600,-0.00404103,0.00159543,0.00124184,599.35,-114.729,0.176805,353.328,-244.645096793,0.239807,0.101605,0.800726,-627.079,-5212.25,-0.0118886,66.63818511553109,0.221538,-622.924,-0.85216,598.104
0.00639143,323,155.906,2.99885,21519.97167152539,7.432834639213979,-2.98366,-10.7478,12.2689,566.005,-0.0072251,3440000,0.743721,-1.98436,1682.88,-5291.24,3.15033,259.8800048828125,35.03596484661102,-0.575964,-112.018,51.97599792480469,324000,-150.028362369,24.27798469271511,65800,-0.00365229,0.00151439,0.00103671,609.185,-110.61,0.200587,295.432,-216.267842064,0.227531,0.209436,0.774658,-572.732,-5279.67,0.00449527,66.74678417854011,0.211622,-568.588,-1.29435,607.236
0.00501173,324,154.314,3.41913,21586.573639966547,7.45654434338212,-3.71988,-12.0218,19.3757,512.912,0.136601,3450000,0.737248,-2.06907,1439.34,-4590.96,3.16479,253.6974334716797,34.63258701283485,-0.576154,-112.576,50.73948669433594,325000,-161.837349624,24.29279683623463,66000,-0.00348342,0.00149393,0.000898907,510.341,-115.131,0.208921,276.047,-209.876093727,0.245216,0.138545,0.754749,-521.68,-4621.65,-0.040649,66.3819281924516,0.209756,-514.172,-1.24107,508.24
0.00519399,325,191.849,3.1643,21651.39798574429,7.442951620556414,-2.77693,-9.43475,10.5917,624.464,0.0421425,3460000,0.810292,-1.80071,1305.7,-5175.42,3.2273,252.75637817382812,34.85385771095753,-0.576584,-115.439,50.55127716064453,326000,-159.016064949,23.87026723101735,66200,-0.00317845,0.00151076,0.000962242,564.804,-113.81,0.186165,355.053,-211.049307044,0.220511,0.26719,0.724752,-634.866,-5198.84,-0.046457,66.16707656253129,0.20961,-630.458,-0.65534,564.49
0.00501391,326,205.544,2.74075,21715.762511569075,7.165361933410168,-2.9597,-10.1874,15.1744,556.78,0.0240853,3470000,0.776806,-1.7412,1942.88,-6660.94,3.22927,236.18734741210938,33.512286480516195,-0.584116,-107.576,47.23746871948242,327000,-160.622104929,23.418878266587853,66400,-0.00484715,0.00155703,0.000787292,501.09,-110.173,0.184447,316.981,-239.466943925,0.172476,0.12475,0.743568,-563.844,-6715.42,0.0389105,64.09652668051422,0.206401,-554.399,-0.917025,498.932
