R Predictions Max,Epoch,VF Loss,Policy mu Max,Total Train Time (s),Sample Time (s),Policy mu Min,Log Pis Min,Log Pis Max,Policy Loss,Policy log std Max,Number of env steps total,Policy mu Std,Policy log std Min,QF Loss,V Predictions Min,Log Pis Std,KL Loss,(Previous) Eval Time (s),Policy log std Mean,V Predictions Max,KL Divergence,Number of train steps total,AverageReturn_all_train_tasks,Train Time (s),Number of rollouts total,R Predictions Min,R Predictions Std,R Predictions Mean,Q Predictions Std,Q Predictions Max,Z variance eval,RF Loss,AverageReturn_all_test_tasks,Z mean eval,Z mean train,Z variance train,Q Predictions Mean,Q Predictions Min,Policy mu Mean,Epoch Time (s),Policy log std Std,V Predictions Mean,Log Pis Mean,V Predictions Std
0.00536852,10,67.8384,1.77053,843.0167747149244,7.313404044136405,-1.88868,-11.3769,6.682,551.73,-0.0508647,310000,0.556357,-0.913649,762.654,-1884.15,1.92559,206.98463439941406,34.0391134833917,-0.371467,-165.882,41.39692687988281,11000,-499.352818025,22.80715607199818,3200,-0.00508177,0.00195387,0.000714094,245.746,-174.493,0.12135,472.951,-459.319927763,0.349433,0.466622,0.719248,-557.338,-1876.32,-0.00415534,64.15967359952629,0.129139,-555.711,-3.36341,247.562
0.00622872,11,68.6917,1.96684,906.916555349715,7.227769171819091,-2.13819,-12.2208,6.91785,589.392,-0.0146691,320000,0.617407,-0.965126,855.0,-1712.64,2.15211,241.20455932617188,33.629953435622156,-0.400489,-173.051,48.24091339111328,12000,-498.413263937,22.845609911717474,3400,-0.00531819,0.00180674,0.000799779,281.742,-169.415,0.138888,371.788,-464.426487114,0.305146,0.393515,0.535326,-592.702,-1725.47,0.00130777,63.70333251915872,0.148295,-585.825,-2.85928,281.185
0.00562224,12,159.996,2.15094,970.3734153881669,7.218539576977491,-2.01171,-10.8818,5.99938,658.581,-0.0141674,330000,0.650117,-1.01985,1117.4,-2384.44,2.2132,246.18426513671875,33.82644280605018,-0.425249,-140.168,49.236854553222656,13000,-475.723191513,22.48105050995946,3600,-0.00672073,0.00203677,0.000537775,376.162,-137.946,0.146518,514.445,-459.108384123,0.227905,0.414956,0.865532,-662.319,-2415.64,0.0339203,63.52603289298713,0.141275,-650.69,-2.58307,372.164
0.00607056,13,124.852,2.23469,1034.5495771961287,7.233719400130212,-2.62805,-10.4806,7.8385,564.314,-0.00113027,340000,0.647552,-1.11913,937.27,-2361.29,2.24383,223.24459838867188,33.757289852947,-0.487473,-152.984,44.64891815185547,14000,-499.708628582,22.684951797127724,3800,-0.00455557,0.00187019,0.00103141,317.106,-146.72,0.127942,311.211,-472.438170749,0.115685,0.415066,0.517997,-569.87,-2375.03,0.0123031,63.67596105020493,0.174081,-559.829,-2.31285,314.061
0.00551847,14,94.4145,2.18875,1098.6886312635615,7.3524929620325565,-2.13028,-11.2659,5.70622,650.414,-0.0714776,350000,0.680701,-1.08437,1174.28,-3001.58,2.31337,286.276123046875,34.25778064318001,-0.471976,-147.454,57.25522232055664,15000,-477.44323037,22.914054565131664,4000,-0.00652147,0.00180834,0.000890272,336.977,-163.69,0.137164,383.071,-450.769284032,0.236441,0.717082,0.574584,-658.191,-3022.99,-0.0111083,64.52432817034423,0.159408,-649.089,-2.24136,336.088
0.00652098,15,132.712,2.34433,1163.1618059743196,7.264228825457394,-2.29797,-11.0824,10.8478,725.947,-0.127549,360000,0.728569,-1.03661,1574.91,-3341.74,2.59612,269.7205810546875,33.87225632276386,-0.457899,-188.421,53.94411849975586,16000,-489.45417746,22.93417535815388,4200,-0.00419909,0.00180511,0.000919071,360.354,-174.92,0.136588,453.189,-462.211997659,0.240168,0.388071,0.617375,-732.928,-3332.24,-0.00192024,64.07066050637513,0.137047,-728.975,-1.97394,360.389
0.00681361,16,143.488,2.17226,1227.051939908415,7.3982995841652155,-2.26316,-11.1756,10.7738,612.192,-0.131237,370000,0.681825,-1.10841,1317.15,-2398.63,2.4036,271.6100158691406,34.27487663552165,-0.54095,-140.741,54.32200241088867,17000,-482.388914893,22.81414760183543,4400,-0.0039343,0.00197058,0.000972494,367.561,-132.895,0.15484,373.409,-449.824190712,0.330423,0.437955,0.528934,-622.382,-2429.2,-0.0101211,64.4873238215223,0.175911,-615.439,-1.90932,366.179
0.00563728,17,172.598,2.21101,1290.7529358826578,7.213683011941612,-2.25826,-10.8588,9.55584,705.86,-0.113477,380000,0.702163,-1.10609,1425.77,-3101.27,2.41706,279.7469787597656,33.67787612602115,-0.516038,-140.845,55.94939422607422,18000,-493.896688804,22.820075220428407,4600,-0.00444535,0.00195561,0.00102247,392.525,-137.048,0.160094,364.7,-467.249071865,0.308083,0.397568,0.571819,-711.539,-3065.22,-0.0186457,63.711634358391166,0.163538,-709.349,-1.83731,395.341
0.00532698,18,171.286,2.41574,1354.5379074951634,7.235855325125158,-2.50215,-10.2305,12.1648,738.219,-0.153503,390000,0.746832,-1.16243,1581.96,-2797.37,2.59095,277.90460205078125,33.66735079046339,-0.5282,-144.671,55.58091735839844,19000,-464.311322149,22.793656360358,4800,-0.00434814,0.00179106,0.00104583,423.878,-163.552,0.165411,442.881,-433.815687672,0.284809,0.393562,0.670071,-751.189,-2827.01,0.0150934,63.696862475946546,0.161636,-741.975,-1.51232,423.78
0.00674574,19,235.851,2.25351,1418.535576339811,7.2359878197312355,-2.5676,-10.6617,13.0801,779.914,-0.160381,400000,0.75801,-1.13633,1495.85,-3142.01,2.69737,324.0194396972656,33.75512458290905,-0.545739,-117.864,64.80388641357422,20000,-475.109960861,22.740828330628574,5000,-0.00618962,0.0020095,0.000991917,505.136,-117.684,0.146729,442.414,-440.17722221,0.274947,0.350864,0.651137,-788.812,-3182.71,-0.0711439,63.73194073326886,0.156508,-777.653,-1.30062,500.049
0.00551935,20,216.671,2.31962,1482.67674106732,7.25854173488915,-2.38979,-11.4694,11.0638,774.389,-0.125162,410000,0.746121,-1.15206,1696.11,-2616.77,2.77314,301.66143798828125,34.02097651921213,-0.563618,-117.954,60.3322868347168,21000,-474.628644484,22.808647924102843,5200,-0.00518949,0.00199187,0.000589897,454.771,-118.887,0.148187,464.741,-455.275643124,0.260091,0.517414,0.580214,-782.568,-2665.4,0.0128521,64.08816617820412,0.154473,-771.145,-1.36946,450.54
0.0066096,21,244.409,2.69171,1547.0513486107811,7.241232610307634,-2.67504,-10.0895,10.0763,744.214,-0.145417,420000,0.743075,-1.20864,1994.87,-2661.85,2.54178,294.427001953125,34.07408486586064,-0.564093,-110.3,58.885398864746094,22000,-467.559804944,22.7926196558401,5400,-0.00537536,0.00207159,0.00103107,450.394,-109.114,0.174249,428.039,-447.568395878,0.420864,0.683472,0.731796,-758.879,-2663.05,-0.00909082,64.10793713200837,0.158985,-750.61,-1.46429,447.603
0.00535398,22,216.835,2.38379,1611.1355611439794,7.313576567918062,-2.64844,-11.1368,9.29723,715.484,-0.10242,430000,0.752996,-1.20184,2254.33,-2815.54,2.58108,287.1642761230469,34.34083010442555,-0.575215,-105.538,57.432857513427734,23000,-438.042366511,22.824370830319822,5600,-0.00418791,0.00178099,0.000774965,448.261,-79.7553,0.147764,393.705,-430.790779871,0.150353,0.37489,0.56116,-726.122,-2832.47,-0.000584002,64.47877750266343,0.150907,-720.21,-1.28309,444.249
0.00630909,23,206.186,2.75855,1675.4677087720484,7.234308158047497,-2.44076,-12.5024,12.1779,836.938,-0.0468695,440000,0.807652,-1.17156,2056.08,-2571.82,2.82471,268.4627990722656,33.94623601902276,-0.529659,-138.969,53.69255828857422,24000,-446.00545831,22.857975511811674,5800,-0.00536758,0.00194942,0.00110307,424.93,-136.297,0.144477,438.6,-433.193729036,0.381005,0.137701,0.566939,-846.962,-2555.83,-0.017683,64.03851968888193,0.143543,-832.364,-1.01967,420.683
0.00558128,24,284.029,2.80108,1739.9431093949825,7.324577638879418,-2.4429,-10.7207,10.3156,655.777,-0.117697,450000,0.741908,-1.2514,1630.78,-2775.65,2.55314,296.9775695800781,34.239931276999414,-0.612651,-120.646,59.395511627197266,25000,-439.55041482,22.936233659274876,6000,-0.00413082,0.00167509,0.000868999,461.014,-107.989,0.155415,381.204,-419.575623259,0.151196,0.261974,0.642384,-666.167,-2773.37,0.0844512,64.50074257515371,0.165425,-662.99,-1.17007,457.067
0.00560643,25,193.68,2.76118,1803.8181861843914,7.311966172419488,-2.68191,-10.9711,9.3889,801.694,0.0442691,460000,0.761975,-1.17312,1945.42,-3061.85,2.73699,275.7965393066406,34.21479559130967,-0.5654,-136.683,55.15930938720703,26000,-456.358771811,22.888660467229784,6200,-0.00567604,0.00196017,0.000745963,457.498,-130.193,0.152656,410.097,-420.003333759,0.144278,0.198334,0.660269,-809.534,-3073.98,-0.0321402,64.41542223095894,0.155132,-802.621,-1.25447,453.32
0.0067112,26,214.202,2.41739,1868.1905209720135,7.203820337541401,-2.5921,-10.6269,9.70625,780.047,-0.0864907,470000,0.740757,-1.29158,1741.79,-2883.82,2.75609,276.86029052734375,33.67440387699753,-0.601832,-110.883,55.3720588684082,27000,-423.915448859,23.07936435099691,6400,-0.00464328,0.00194862,0.000816086,459.378,-109.941,0.171892,393.11,-411.798808449,0.271541,0.35818,0.710691,-788.18,-2901.93,0.0554193,63.95758856553584,0.162686,-779.991,-1.21394,454.875
0.00641191,27,227.506,2.6432,1932.2201583990827,7.235903879627585,-2.74142,-8.81854,9.49788,801.377,0.0280614,480000,0.760966,-1.19541,1849.22,-2814.39,2.65679,285.017822265625,34.08923320006579,-0.559284,-140.736,57.00356674194336,28000,-423.548570275,23.216911702416837,6600,-0.00478119,0.00192214,0.000883414,391.497,-127.834,0.149724,358.534,-403.936758594,0.133708,0.246327,0.611445,-809.441,-2807.07,0.00769578,64.54204878211021,0.147228,-804.35,-1.24247,389.129
0.00586856,28,202.629,2.5882,1995.595896685496,7.185699109919369,-2.53303,-9.99755,9.15097,927.036,-0.159701,490000,0.749394,-1.22618,2014.07,-3401.64,2.56954,293.4566955566406,33.57699753623456,-0.581796,-133.639,58.691341400146484,29000,-406.764780957,22.57984029687941,6800,-0.0032103,0.00182651,0.00107634,535.13,-132.898,0.154686,458.57,-398.764507072,0.137887,0.301696,0.54481,-935.852,-3443.62,-0.0229408,63.34253694303334,0.152338,-927.605,-1.31705,534.509
0.00742587,29,218.206,2.42752,2059.4955528117716,7.221731375902891,-2.87223,-11.2475,8.38393,966.741,0.0334977,500000,0.766788,-1.16972,2535.8,-4488.42,2.59399,288.64227294921875,33.610364843159914,-0.5672,-131.788,57.72845458984375,30000,-405.7691929,22.964593084529042,7000,-0.00462134,0.00183107,0.000767865,490.03,-131.084,0.167258,473.139,-412.385392741,0.175313,0.468304,0.690641,-973.035,-4509.59,-0.0407703,63.79668930359185,0.144168,-964.453,-1.17495,487.725
0.00497191,30,221.514,2.75666,2123.5569026190788,7.259946723468602,-2.65321,-10.7109,9.41707,887.117,0.150936,510000,0.733997,-1.20831,2287.61,-3229.36,2.5114,307.1062927246094,33.7131890244782,-0.568447,-132.741,61.421260833740234,31000,-398.83464981,23.01511985156685,7200,-0.00614618,0.00184865,0.000977767,488.072,-146.046,0.144516,413.918,-422.272689525,0.136125,0.182766,0.634293,-894.251,-3239.54,0.00830533,63.98825559951365,0.15455,-885.701,-1.45195,487.079
0.00590592,31,240.008,2.44956,2188.466358358972,7.352402860298753,-2.30659,-10.338,8.65041,871.94,-0.101315,520000,0.727134,-1.13922,2198.55,-4504.2,2.46784,250.7265625,33.78606388811022,-0.5706,-114.022,50.14531326293945,32000,-385.670371408,22.843041081912816,7400,-0.00501064,0.00187473,0.000926701,465.836,-113.605,0.151985,421.029,-410.75464766,0.213472,0.381259,0.669856,-875.914,-4478.46,-0.0488397,63.98150783032179,0.15172,-868.849,-1.4457,463.335
0.00558398,32,265.292,2.56344,2253.4569037407637,7.57710191514343,-2.61018,-10.1132,8.80399,981.94,-0.00951472,530000,0.775346,-1.2034,2571.82,-4718.94,2.66443,310.0784606933594,34.714075832627714,-0.550069,-202.285,62.01569366455078,33000,-399.356451298,23.003523104824126,7600,-0.00561127,0.0017613,0.00106366,493.53,-215.398,0.158015,445.047,-400.247940187,0.243725,0.603513,0.75436,-988.818,-4749.55,-0.0605812,65.29470085259527,0.139265,-979.742,-1.21339,490.665
0.00563654,33,260.108,2.83413,2317.5572542445734,7.295688137412071,-2.61451,-11.0216,10.0782,906.325,0.0607783,540000,0.749518,-1.15541,2451.76,-3711.21,2.57991,286.58697509765625,34.410067334771156,-0.566283,-128.481,57.3173942565918,34000,-412.183682602,22.904594182036817,7800,-0.00461202,0.00189497,0.00120091,467.437,-125.733,0.161816,367.741,-399.559712158,0.247258,0.300522,0.585258,-913.748,-3710.11,-0.042381,64.61034965422004,0.145629,-909.998,-1.3466,467.14
0.0057036,34,253.995,2.47827,2382.353468116373,7.3270506504923105,-2.36807,-9.95929,10.1949,1020.16,0.05168,550000,0.776637,-1.20289,2548.24,-4687.15,2.62032,311.8131103515625,33.90013985801488,-0.555687,-116.215,62.36262512207031,35000,-435.426015301,22.967967255041003,8000,-0.00627104,0.00188118,0.000935065,537.661,-114.951,0.172192,445.697,-405.953679431,0.198989,0.340666,0.603936,-1026.78,-4654.13,0.0155319,64.1951577635482,0.148092,-1017.09,-1.11571,532.209
0.00497527,35,496.166,3.37624,2446.2756285043433,7.323581133969128,-2.67104,-11.1312,14.1615,977.366,-0.0755292,560000,0.743274,-1.20889,3356.47,-4373.82,2.59015,291.330810546875,34.50116051547229,-0.565313,-147.99,58.26615905761719,36000,-356.022171283,22.754642359912395,8200,-0.00442499,0.00177293,0.000865439,560.524,-171.002,0.166722,400.624,-391.762714653,0.399248,0.255787,0.626669,-977.274,-4436.1,0.0441919,64.57938400935382,0.144662,-963.145,-1.32311,555.098
0.00683219,36,244.757,2.46999,2510.0510837649927,7.200727553106844,-2.48319,-10.511,14.9292,886.34,0.060243,570000,0.730949,-1.28056,2145.12,-4003.57,2.5717,330.8697509765625,33.844071636907756,-0.59762,-149.081,66.1739501953125,37000,-378.181303401,22.974996279925108,8400,-0.00582198,0.00171411,0.00101757,517.792,-122.802,0.156035,353.243,-375.159112872,0.221936,0.361429,0.604032,-892.561,-4103.27,0.0207183,64.01979546993971,0.15296,-885.341,-1.3121,513.281
0.00662497,37,226.727,2.70016,2574.00622677058,7.203790923580527,-2.69373,-10.9273,10.2142,812.386,-0.0612191,580000,0.717984,-1.19638,2243.89,-3227.23,2.49081,290.4135437011719,33.599736304953694,-0.58566,-107.297,58.08271026611328,38000,-391.234166517,22.890595671720803,8600,-0.00510305,0.00177322,0.000962428,418.481,-116.602,0.15837,299.628,-392.270957522,0.34701,0.319676,0.710404,-817.721,-3204.19,0.0133538,63.694122900255024,0.145296,-809.934,-1.51109,414.688
0.00576092,38,248.67,2.47759,2638.465645160526,7.258915425278246,-2.62,-12.6929,12.6911,1049.48,-0.0375162,590000,0.749788,-1.30897,2487.42,-5144.47,2.60533,318.06439208984375,33.861007353290915,-0.599012,-147.535,63.612876892089844,39000,-366.937741801,22.97410423308611,8800,-0.00538029,0.00176396,0.000835012,564.66,-161.02,0.16204,464.795,-400.211543832,0.169495,0.61622,0.619649,-1056.08,-5130.68,0.0135691,64.09402701165527,0.146315,-1044.35,-1.12337,562.584
0.006247,39,490.972,2.82717,2702.856255938299,7.406995991244912,-2.93455,-11.3979,16.4388,902.815,-0.095483,600000,0.738766,-1.24948,2677.18,-5069.61,2.63824,310.15802001953125,34.22624280489981,-0.608559,-138.843,62.03160095214844,40000,-417.380617525,23.013331993483007,9000,-0.00539597,0.00180202,0.000998225,526.656,-107.624,0.157856,375.451,-386.357972855,0.172652,0.359226,0.636216,-905.615,-5014.75,0.0392028,64.64657078962773,0.151606,-915.703,-1.25064,528.411
0.00562274,40,298.141,2.44655,2767.1271583419293,7.315599863417447,-2.49731,-10.8047,11.855,887.976,-0.0474004,610000,0.707583,-1.41265,2294.5,-4750.06,2.48995,263.7530822753906,33.97060054447502,-0.63202,-218.652,52.750614166259766,41000,-326.406359225,22.952218319289386,9200,-0.00483084,0.00169234,0.00106139,478.428,-228.137,0.164371,364.85,-361.553423246,0.302741,0.243751,0.623921,-898.651,-4819.26,0.0783469,64.23841872718185,0.149296,-895.467,-1.29813,478.659
0.00650737,41,242.399,2.52019,2830.9123362265527,7.239212092012167,-2.50674,-10.332,9.82852,853.547,-0.0606792,620000,0.705305,-1.34878,2197.13,-3865.34,2.50809,330.21337890625,34.01120593119413,-0.631005,-149.716,66.04267883300781,42000,-341.88584708,22.9023195495829,9400,-0.00462948,0.00172808,0.00109756,493.971,-153.457,0.164996,308.673,-372.431776292,0.347332,0.266883,0.683932,-855.297,-3819.66,0.0294996,64.15273757278919,0.160143,-848.937,-1.42769,490.658
0.00623166,42,279.339,2.42304,2894.667916694656,7.239510029554367,-2.90861,-12.1587,8.71201,920.772,-0.0317609,630000,0.739151,-1.38689,2612.65,-5255.49,2.53815,329.68487548828125,33.63563864771277,-0.626484,-173.948,65.93697357177734,43000,-359.979531953,22.896826896816492,9600,-0.00555685,0.00178805,0.000937801,538.803,-179.046,0.157388,364.944,-367.627257175,0.144124,0.269923,0.610786,-924.732,-5279.47,0.00646341,63.771975574083626,0.151869,-914.939,-1.10197,536.877
0.00699446,43,254.947,2.89868,2958.842137200758,7.207080934196711,-3.05551,-10.4395,15.9577,1011.14,-0.1448,640000,0.752322,-1.32664,2717.21,-5289.0,2.76327,289.4749450683594,33.619404775090516,-0.618672,-216.285,57.894989013671875,44000,-372.827979104,22.768700506538153,9800,-0.00453883,0.0019464,0.000957811,569.327,-207.473,0.17228,386.086,-368.048279988,0.167186,0.348308,0.639943,-1014.51,-5321.0,-0.0447459,63.59518621582538,0.155203,-1010.27,-1.08859,566.664
0.00520135,44,205.832,2.43676,3022.8745704907924,7.335696341469884,-2.9765,-11.6677,10.8363,805.072,-0.0933986,650000,0.680858,-1.4116,2108.15,-3372.85,2.39533,270.9780578613281,34.198458107188344,-0.665796,-123.64,54.19561004638672,45000,-379.493693418,22.902573604136705,10000,-0.00445636,0.00166206,0.000855223,418.502,-126.099,0.142635,261.314,-344.666660328,0.1457,0.306821,0.647595,-808.804,-3411.23,0.0179092,64.43672805279493,0.147718,-806.529,-1.40567,417.533
0.00463376,45,233.103,2.47799,3086.755051829852,7.2591124111786485,-2.77242,-10.6635,12.6384,975.778,-0.0977059,660000,0.734735,-1.36202,2412.65,-3920.9,2.51029,311.31243896484375,33.79454555362463,-0.632876,-176.219,62.262489318847656,46000,-369.327072348,22.849608841352165,10200,-0.0041452,0.00170772,0.000890349,498.508,-194.936,0.166301,333.366,-367.501325642,0.136514,0.276549,0.561747,-979.589,-3893.75,0.0161896,63.90326680615544,0.159325,-978.91,-1.10046,498.642
0.00612604,46,354.034,2.9707,3150.8837892925367,7.296862504445016,-2.77139,-17.0987,14.0686,1022.16,0.00137067,670000,0.755173,-1.28922,2779.82,-3721.72,2.69888,290.4395751953125,33.77163547556847,-0.60377,-174.414,58.087913513183594,47000,-390.827332744,22.989684468135238,10400,-0.00511302,0.00178124,0.00097996,513.406,-188.695,0.155846,420.521,-364.575039274,0.192477,0.303328,0.614112,-1024.31,-3746.13,0.0208979,64.05818244814873,0.148127,-1018.09,-1.15662,511.19
0.00566023,47,316.449,3.05109,3215.103902275674,7.27109010796994,-2.65452,-11.3593,9.43784,1044.57,-0.0603399,680000,0.755905,-1.20878,2320.24,-4221.31,2.64306,297.8774108886719,33.84248641226441,-0.627311,-174.685,59.57548141479492,48000,-372.367763102,22.836435148492455,10600,-0.0056729,0.00175014,0.000849096,572.581,-173.061,0.144823,380.323,-369.68909678,0.0853867,0.213741,0.602908,-1046.98,-4183.37,-0.0203101,63.9500116687268,0.151891,-1038.6,-1.08317,571.675
0.00536878,48,425.42,2.75822,3279.5864696241915,7.310803112573922,-2.84984,-9.99618,12.5245,1127.68,-0.131821,690000,0.755484,-1.28941,2943.19,-4520.69,2.71522,284.33349609375,34.112352611497045,-0.61834,-241.207,56.86669921875,49000,-365.396354718,23.02342097274959,10800,-0.00549079,0.00183521,0.000853739,583.289,-243.263,0.170448,426.936,-362.386588149,0.197924,0.136626,0.601667,-1130.65,-4533.38,0.0106968,64.44657669682056,0.150016,-1120.6,-1.06477,580.087
0.00600772,49,265.139,2.87249,3343.47751527559,7.331665655598044,-2.7857,-10.8283,12.6574,1064.74,-0.0461102,700000,0.74594,-1.27794,3066.9,-5963.79,2.67369,342.96197509765625,34.14849765971303,-0.614474,-196.565,68.59239196777344,50000,-367.961898796,22.954764069989324,11000,-0.00450901,0.00178452,0.00108856,640.867,-205.475,0.150022,434.281,-362.073015101,0.180038,0.49863,0.608642,-1069.79,-5936.96,0.035719,64.4349273853004,0.146972,-1065.86,-1.2192,640.415
0.00581041,50,412.49,3.00419,3407.259391308762,7.298225933685899,-2.86638,-11.7824,10.7711,998.056,-0.123856,710000,0.746066,-1.24789,3098.98,-4454.68,2.63179,306.0107421875,33.60478479228914,-0.6556,-151.023,61.2021484375,51000,-372.717733302,22.87037672009319,11200,-0.00505302,0.0019322,0.000787489,585.313,-171.215,0.162315,359.733,-389.455849369,0.138551,0.21828,0.629797,-999.457,-4455.53,0.110213,63.77338744606823,0.156792,-988.09,-0.850608,581.631
0.00577029,51,306.899,2.67953,3471.5922779133543,7.194026559591293,-2.74476,-14.6381,15.7649,861.205,-0.107009,720000,0.695948,-1.24051,2017.38,-4096.84,2.52263,314.100830078125,33.61327817291021,-0.671224,-215.413,62.82016372680664,52000,-380.464705264,22.99508431646973,11400,-0.00487522,0.0017724,0.000821212,508.278,-214.67,0.15644,292.519,-384.486513119,0.196406,0.394943,0.691896,-867.462,-4099.14,-0.011926,63.802389048971236,0.151265,-855.55,-1.28575,506.002
