Time-Sampling,train-AverageForwardReturn,train-MaxForwardReturn,Time,Time-SampleProc,train-MaxReturn,LossBefore,train-PolicyExecTime,n_timesteps,Itr,LossAfter,train-MinReturn,Time-Optimization,train-AverageDiscountedReturn,train-EnvExecTime,ItrTime,train-StdReturn,train-NumTrajs,train-MinForwardReturn,train-AverageCtrlCost,train-AverageReturn,train-StdForwardReturn,train-AveragePolicyStd
13.6172616481781,-0.0016658933971061447,1.6939704293733862,17.829524278640747,1.4292316436767578,18.879875843482214,-0.0130678415,0.8062336444854736,40000,0,-0.017067125,-318.9418518711908,2.758747100830078,-43.09367060333551,12.337052583694458,17.822575092315674,57.00302073157733,719,-1.2609419496060466,2.142175158056635,-63.28650129869617,0.4131103095134915,1.0
13.506497144699097,0.01752667526696561,1.3671372096037506,35.48606872558594,1.431107521057129,5.502643928078454,-0.011045471,0.7839193344116211,80000,1,-0.010252528,-268.09657575582554,2.677293300628662,-40.385304997056146,12.259610414505005,17.63526725769043,54.134596722145744,774,-1.8116756864146515,2.1424787217438994,-58.26031209366728,0.43286009289044663,0.99690896
13.901593923568726,-0.01671715293096259,1.4341583905154591,53.567317485809326,1.3990917205810547,16.124331051218252,-0.0095504075,0.8052833080291748,120000,2,-0.008658833,-318.506539211841,2.750600814819336,-41.91541018247784,12.622661590576172,18.075298309326172,58.333265238531936,758,-1.4341109703146868,2.14404919077214,-61.396572529233886,0.4362638059587844,0.99422824
13.461766481399536,-0.003689068069304291,1.3705832748001883,71.13178157806396,1.4041707515716553,11.003664025898331,-0.013078454,0.7833223342895508,160000,3,-0.007801671,-305.6588950084337,2.6640377044677734,-42.237145929880306,12.20661473274231,17.55814266204834,56.88081246161414,730,-1.4263943151540748,2.142908477301491,-62.234735884592055,0.4355041699830637,0.9919494
13.566433668136597,0.019915879733623593,2.0331483711489784,88.82026290893555,1.398923397064209,37.93785190718798,-0.009398675,0.7875223159790039,200000,4,-0.0072192787,-350.7597254330412,2.6883158683776855,-41.349183187753205,12.305660963058472,17.682056665420532,60.322421584622525,743,-1.3873980931218732,2.133973985972809,-61.191004028540895,0.42632988922338927,0.9892806
13.601009607315063,-0.0035470424118161734,1.3726518359718753,106.56229734420776,1.4198219776153564,9.85947407890296,-0.010628654,0.7881486415863037,240000,5,-0.007554064,-317.7135354161376,2.6853325366973877,-38.80092505404591,12.340766191482544,17.73579239845276,52.503177286131994,834,-1.5621186997874283,2.1370816279598808,-55.03639859657906,0.4449412536688692,0.98616564
13.587589740753174,0.030448093471107916,1.8643974032691268,124.30420112609863,1.4272336959838867,25.438968157974767,-0.009955791,0.791635274887085,280000,6,-0.007459569,-320.3598145610665,2.692160129547119,-37.65913011842408,12.324096202850342,17.735718488693237,52.21835450270844,806,-1.6021509847300257,2.122661020306492,-53.80114131325552,0.4367136743273233,0.9832271
13.346325874328613,0.01127474282728223,2.0021678597744406,141.7672688961029,1.43172025680542,17.634637512953486,-0.013914073,0.7785215377807617,320000,7,-0.008000026,-307.78898823663627,2.648261785507202,-36.83019010068348,12.09583854675293,17.45679259300232,50.412567877601134,851,-1.4829033107173104,2.1156316449514287,-52.154584286918926,0.45973677224078374,0.98054355
13.35013723373413,-0.027555391582888757,1.458904699643347,159.20584321022034,1.4305331707000732,15.058268476111966,-0.01730821,0.7732677459716797,360000,8,-0.007248621,-307.11855590371454,2.6223204135894775,-40.33482972414154,12.107179641723633,17.432539701461792,56.15145922636017,774,-1.4922130573677155,2.109954187974538,-58.58415789192847,0.4517362398672118,0.97794735
13.372876167297363,0.03766997896811825,2.505323655377332,176.68604803085327,1.4116003513336182,39.9897141181273,-0.014160206,0.7792015075683594,400000,9,-0.0073280134,-264.0098776198481,2.6583619117736816,-35.607979192077906,12.12542986869812,17.473933219909668,45.554013674860705,882,-1.575111302497785,2.1166685700893435,-48.976286896797916,0.4546754363580101,0.9748139
13.436792612075806,0.0175395654656882,1.614678755025114,194.28084993362427,1.425696611404419,10.263409154137474,-0.008636614,0.7847206592559814,440000,10,-0.008058228,-301.30663163186296,2.6958625316619873,-35.844554413423786,12.182693719863892,17.58878469467163,49.82776189534472,876,-1.5513185604806727,2.1088672988778505,-50.26322723175361,0.4514967357935246,0.97174466
13.243605613708496,0.006954807124834556,1.4401441523018077,211.65842151641846,1.4380860328674316,8.974342111733552,-0.01642767,0.7708275318145752,480000,11,-0.0071319216,-278.12097227954325,2.658003091812134,-35.92882390768931,12.012452840805054,17.371418714523315,49.631011082567184,862,-1.977017738324095,2.103364548826558,-50.486889921905295,0.4373314888803936,0.96886575
13.400484800338745,0.0234505947384163,1.7452563034982511,229.29715132713318,1.5335187911987305,28.857288907414578,-0.013897864,0.7743866443634033,520000,12,-0.007587266,-314.34575933737307,2.666729688644409,-35.22714461311337,12.168820858001709,17.63218927383423,51.567160113153584,899,-2.0337931957487867,2.1081298060053713,-49.18618199366173,0.4868268215788649,0.9658343
13.340143203735352,-0.014942992947529031,1.9906310826937106,246.82508611679077,1.5096256732940674,27.950231383585844,-0.014734702,0.7713608741760254,560000,13,-0.0077736164,-275.6370973496207,2.639692783355713,-34.260660892301395,12.114681243896484,17.52151918411255,47.7762095032258,935,-1.4762216898392293,2.104678880564913,-47.48651652905925,0.46266244808925666,0.9623531
13.082643747329712,0.013749511156448195,1.870490761002694,263.9828040599823,1.4592461585998535,33.599840428507605,-0.020413514,0.7548589706420898,600000,14,-0.007256584,-281.59364164353013,2.5763237476348877,-32.916147880435666,11.876211404800415,17.151577949523926,47.602887575103544,955,-1.5117920069656074,2.1015567698751916,-45.445212545653746,0.46054737438612975,0.9585129
13.396486520767212,-0.01079973321370518,1.631998394598817,281.52369236946106,1.4516534805297852,11.50809729824145,-0.014474446,0.7721762657165527,640000,15,-0.008265607,-284.8180601318211,2.6530728340148926,-32.05257241345599,12.171813011169434,17.5344557762146,44.466851023031246,1020,-2.350591248690434,2.0997071532912077,-43.00161609403921,0.5196261530707385,0.9548875
13.104700803756714,0.004373563685368877,2.1582325612838864,298.6965506076813,1.4405078887939453,36.70234435411681,-0.016529683,0.7547781467437744,680000,16,-0.0077757547,-329.6591252556242,2.588101387023926,-32.89136601123446,11.90149998664856,17.166662216186523,43.894387721391034,1012,-1.8434986230054342,2.100343162757727,-44.040957733010075,0.481188205088513,0.95119256
13.376246690750122,-0.022514847625353593,1.8886235975156982,316.2009859085083,1.4682707786560059,19.96057016404846,-0.012636542,0.766284704208374,720000,17,-0.008745298,-314.53575234379684,2.6267764568328857,-31.403376183249193,12.15770673751831,17.498318672180176,40.31274703574753,1067,-1.5482750598374773,2.099390547616566,-41.45483871839697,0.48709374598941774,0.9473778
13.263465881347656,0.0016807064734250328,1.9219087696259751,333.6103506088257,1.4701428413391113,29.475525507146372,-0.01140365,0.7649738788604736,760000,18,-0.008209097,-263.4671067277495,2.6341209411621094,-29.778679769495437,12.042222261428833,17.403099298477173,37.328698741299924,1114,-1.8578309072434254,2.089965593356845,-38.425908774530946,0.5172925575019347,0.94355
13.225054025650024,-0.03910616117810442,1.4317057992652693,350.94734716415405,1.4662034511566162,11.310738445663404,-0.015556367,0.7567040920257568,800000,19,-0.008705251,-277.66591104973736,2.6085987091064453,-30.652366557984656,12.016825914382935,17.33056116104126,38.76172007042776,1105,-1.7580710161465305,2.0864429148356547,-40.16780703815239,0.47683431550992006,0.94003075
13.00773811340332,-0.037478722541996315,1.5537266379735963,368.01426553726196,1.457547903060913,14.635465467134058,-0.0145461885,0.7499804496765137,840000,20,-0.008115988,-299.5146835372803,2.5588555335998535,-30.703308038354752,11.807607650756836,17.060524463653564,39.24737007277813,1111,-1.8688682361290805,2.085372549434598,-39.9110895266478,0.503738622494015,0.93623346
13.190621137619019,0.016635937579771668,1.834792918543478,385.2851915359497,1.4566500186920166,34.07571205682878,-0.017282618,0.7558982372283936,880000,21,-0.008414316,-276.5526984581243,2.5812084674835205,-29.248774668116862,11.985740423202515,17.26449418067932,40.34384375222058,1119,-1.6623560380740536,2.080398906731299,-38.31796866466183,0.4968355542414597,0.93235934
13.173650026321411,-0.010522416639958437,2.0489699784692013,402.53449416160583,1.4470233917236328,24.38579909932922,-0.01246199,0.7581472396850586,920000,22,-0.008528318,-317.7142092690311,2.5859296321868896,-29.639021271315674,11.96457552909851,17.242804050445557,39.83285083169111,1117,-1.9946486947601583,2.08019780654725,-38.71871170459319,0.5171314272430593,0.9283622
12.876455068588257,0.00702176174294625,1.701662781048112,419.4545238018036,1.4592812061309814,21.547370631304,-0.022965627,0.7405428886413574,960000,23,-0.008628228,-264.6803916935683,2.5424628257751465,-28.56888826596896,11.690484046936035,16.913928270339966,37.03240049142514,1169,-1.8753447822324278,2.0800422734755024,-36.656744834009395,0.5038226913752318,0.92474914
