Step_1-PolicyExecTime,Time-OuterStep,Step_0-PolicyExecTime,Step_0-AverageAbsPolicyMean,Itr,Step_0-StdReturn,Step_1-EnvExecTime,ItrTime,n_timesteps,LossBefore,Step_1-AveragePolicyStd,Time-MAMLSteps,Step_0-AverageDiscountedReturn,Step_1-AverageReturn,Step_1-MaxReturn,Step_1-StdReturn,Step_0-NumTrajs,Step_0-MaxReturn,MeanKLBefore,Step_0-AverageReturn,Step_1-AverageAbsPolicyMean,MeanKL,Step_1-AverageDiscountedReturn,dLoss,Time-Sampling,Step_0-MinReturn,LossAfter,Time-TotalInner,Time-InnerStep,Step_1-MinReturn,Step_0-AveragePolicyStd,Step_0-EnvExecTime,Time,Step_1-NumTrajs,Time-SampleProc
4.601876735687256,93.39985537528992,2.305406332015991,0.6703036,0,35.71038557688239,30.146198272705078,182.87732648849487,320000,8.9667207e-10,0.99987084,93.40002202987671,97.52431090704033,121.53761271514206,417.36965543723903,44.78321902960405,6862,354.3210934183292,0.0,110.0791772407477,0.6805109,0.008614307,105.9452457558637,0.003487483,70.72708678245544,69.91639317396037,-0.003487482,88.88867211341858,1.9834492206573486,71.16959543085625,1.0,29.764997243881226,182.87733244895935,6204,16.055848598480225
4.236782073974609,80.60634160041809,1.5774483680725098,0.67012054,1,35.54959201521866,30.353777170181274,168.5615358352661,640000,-8.050717e-10,0.99996567,80.60649681091309,96.8516140310308,119.31490151144696,412.4302512383484,43.135147186563344,6936,384.57159354521013,0.0,109.20631866340531,0.67919683,0.009042203,104.31211969562746,0.0038106241,70.14039874076843,65.2435133770086,-0.0038106248,87.87782192230225,0.7594809532165527,71.32279544097875,0.99999726,30.003567695617676,351.45412611961365,6341,16.84315538406372
3.8200736045837402,71.4555413722992,1.5808823108673096,0.6707773,2,35.58826156590303,30.38848328590393,159.32491517066956,960000,-2.5022704e-09,0.99981195,71.45569658279419,97.14872994270652,119.99316569298975,398.4952187439334,43.46027706246267,6869,338.2428679948544,0.0,109.61086957267047,0.67417204,0.009010817,104.79713308713505,0.004194195,69.61102867126465,70.98493135326959,-0.0041941972,87.79579257965088,0.7552917003631592,71.35088397662973,0.99998844,29.88015103340149,510.77953577041626,6274,17.295433282852173
3.843060255050659,69.49939703941345,1.5769264698028564,0.67001003,3,36.747011761327244,30.40114736557007,157.01813125610352,1280000,9.584435e-10,0.999859,69.4995629787445,98.11795488285784,122.04725680310652,398.84743618565216,45.70620345713983,6825,365.8862476159374,0.0,110.87755442043883,0.6823109,0.008322368,106.27498207770658,0.0038577283,69.72165608406067,70.07597772182388,-0.0038577274,87.44529914855957,0.7579081058502197,70.13844965732387,0.99997187,30.003831148147583,667.7981667518616,6210,16.83153223991394
3.8343091011047363,64.92683386802673,1.575533151626587,0.6703865,4,36.20704921190727,30.453702688217163,151.6726734638214,1600000,-4.955211e-10,0.999808,64.9270007610321,97.78249546119604,121.47033325482501,385.2840129724789,44.94943950990399,6851,375.5729067439639,0.0,110.43042542859872,0.678095,0.009407994,105.87877195668351,0.0039501865,69.57935118675232,69.21369121728745,-0.003950187,86.67304372787476,0.7617998123168945,69.46462564188985,0.9999696,29.81564998626709,819.4713592529297,6230,16.1975417137146
3.7960805892944336,75.5715184211731,1.5526683330535889,0.67141074,5,35.91213439455202,30.228509426116943,161.92354822158813,1920000,2.3821332e-09,0.99968714,75.5716803073883,97.61072048967057,122.03005916811352,392.0050826179955,45.21765165636289,6832,376.3647844511628,0.0,110.20618793690315,0.68004656,0.008714134,106.2693872557597,0.0045311274,69.34096503257751,67.41550907350215,-0.004531125,86.26751184463501,0.7576718330383301,69.79508063407242,0.9999606,29.88322639465332,981.3953883647919,6168,16.03412628173828
4.197384834289551,75.6313488483429,1.5606369972229004,0.6707523,6,36.29465428248125,30.224546194076538,162.41268491744995,2240000,-8.961103e-10,0.99994975,75.6315131187439,97.84165800559666,122.15192810480232,455.08234710173707,46.079918713503595,6840,349.90141836064373,1.4955619e-09,110.51313671815461,0.6821514,0.009181792,106.30842845803762,0.003529921,69.65681838989258,66.97288260159837,-0.0035299219,86.71157646179199,0.7552435398101807,71.14546371115307,0.9999506,29.820293426513672,1143.8085677623749,6155,16.16585874557495
3.8058218955993652,71.36483764648438,1.5539822578430176,0.6711521,7,36.29012265124554,30.345995903015137,158.0421965122223,2560000,-2.970805e-10,0.99986565,71.36499786376953,98.17925958674296,123.26823173087362,488.4852776312776,46.57400534049795,6832,369.88737921696827,0.0,110.9237833206811,0.67451906,0.009157332,107.17901567155033,0.002632598,69.52608633041382,69.7729961870466,-0.0026325982,86.59330916404724,0.7575457096099854,71.56691380992396,0.99994797,29.960869789123535,1301.8512880802155,6129,16.178372621536255
3.793628454208374,73.67799282073975,1.5648996829986572,0.670535,8,36.05206790742074,30.35613179206848,159.6825816631317,2880000,-1.9107849e-09,0.9998959,73.6781632900238,98.00862266200252,121.2678002588716,477.79992159817226,43.79829396259528,6801,393.1483397204137,0.0,110.72909357164698,0.68310016,0.008311367,105.77277019312912,0.003537188,69.25737357139587,70.19620548382046,-0.00353719,85.92635345458984,0.7571954727172852,70.82634905880805,0.9999414,29.678722143173218,1461.5343713760376,6193,15.775304317474365
3.8022336959838867,69.3830840587616,1.5693190097808838,0.67134196,9,35.25731952720862,30.499393463134766,156.09173488616943,3200000,2.7946983e-09,0.9998687,69.38324809074402,97.29822847926987,122.9055950307944,529.2798959163676,45.85458869872681,6863,321.1458670491867,0.0,109.8002193369045,0.6836306,0.007037754,106.8504296514247,0.0030771038,69.62577080726624,70.64527340177656,-0.003077101,86.62784123420715,0.7600967884063721,64.0463551826684,0.9999391,29.88288164138794,1617.6266059875488,6108,16.10888695716858
