Time-OuterStep,Step_1-NumTrajs,Step_0-AverageCtrlCost,Step_0-StdReturn,Step_0-MinReturn,Step_1-MinReturn,Step_0-MaxForwardReturn,Step_0-MaxReturn,n_timesteps,dLoss,MeanKL,Step_0-EnvExecTime,Step_1-EnvExecTime,Step_0-StdForwardReturn,LossAfter,Time,Step_1-PolicyExecTime,Step_1-StdReturn,Step_0-AverageForwardReturn,Step_1-AverageReturn,Step_0-AverageReturn,LossBefore,Step_1-AverageDiscountedReturn,Itr,Step_0-AveragePolicyStd,Time-Sampling,Step_0-PolicyExecTime,Step_1-AverageCtrlCost,Time-MAMLSteps,Step_1-StdForwardReturn,Step_1-AveragePolicyStd,Step_0-AverageDiscountedReturn,Time-SampleProc,Step_1-AverageForwardReturn,Step_1-MinForwardReturn,Step_0-NumTrajs,MeanKLBefore,Step_0-MinForwardReturn,Time-TotalInner,Time-InnerStep,ItrTime,Step_1-MaxReturn,Step_1-MaxForwardReturn
29.21297812461853,4024,2.3598452095247984,49.26269978020788,-350.0328653710124,-348.1383108281544,1.9087422484271046,17.958552642328748,320000,0.010067697,0.007628225,29.904308319091797,29.5458722114563,0.4675674680542391,-0.010067697,106.19918179512024,4.7581682205200195,49.222799151031325,-0.010687838540763312,-54.226297301520056,-54.311928720764136,8.845289e-11,-40.770863161092784,0,1.0,70.41512250900269,2.040374517440796,2.35606234994377,29.213173627853394,0.4662322379766998,0.9998816,-40.908220574530986,4.105388641357422,-0.0018573826238580595,-1.6205394212011555,4037,0.0,-1.6564085991702768,76.37806987762451,1.6455371379852295,106.19917249679565,15.671319154806335,1.7510244357155202
17.845293760299683,4081,2.3500833415299285,47.61502575926979,-374.9264263249644,-357.1265826469673,1.705780589984265,9.133987916284639,640000,0.010160889,0.0064306026,29.55832552909851,30.170933485031128,0.4634431857904005,-0.01016089,198.10886573791504,4.088686227798462,48.50201281073087,0.00868643405964082,-53.03726198308438,-52.546732513412074,-1.4736783e-09,-39.95457148188312,1,0.9915568,69.43017840385437,1.4000062942504883,2.3501157165099533,17.845513343811035,0.4770785301891245,0.9911509,-39.84868051756083,4.145224571228027,-0.0009101173016764072,-1.87782779948547,4102,0.0,-1.7297300128155537,74.00665283203125,0.2124030590057373,91.90404462814331,17.450736958355613,1.8141296334221435
18.56374502182007,4242,2.3515776175152676,45.91252190551768,-377.0715393991922,-336.25659473108954,1.6970793499460584,11.962480104614427,960000,0.008107934,0.0072597563,29.833152532577515,29.74380373954773,0.4755552849735655,-0.008107934,290.71415066719055,4.383630752563477,45.66232503197012,0.006194517629776664,-50.313990485279085,-51.17338177695415,1.7488647e-10,-38.403043438647934,2,0.9905347,69.4244077205658,1.3783848285675049,2.347954711982728,18.5639328956604,0.46286025310851875,0.99018705,-39.17373962077175,4.130419969558716,0.026571381798688218,-1.7523504497258329,4261,0.0,-1.7695154594277576,73.9891505241394,0.21387314796447754,92.60455513000488,10.037069166598018,1.8322606988360963
17.856973886489868,4225,2.332143945105161,47.15178055767749,-334.70671312358445,-350.31266673922426,1.782824351138171,19.227972490296978,1280000,0.010306473,0.0075274385,29.775315284729004,29.90939497947693,0.4821131748096995,-0.0103064645,382.175776720047,3.9968931674957275,46.464671229936755,0.017063261726002595,-49.87368677696688,-50.717502456966216,8.069888e-09,-37.90765523991435,3,0.97554004,69.07136034965515,1.3599772453308105,2.3349848964598214,17.85716676712036,0.4735241774987502,0.97512513,-38.556406858643626,4.048626184463501,0.02086140833243426,-1.8601953552983155,4186,0.0,-1.7882184072160843,73.55249547958374,0.2137606143951416,91.46094250679016,23.63729604571668,2.14259775292284
17.914953231811523,4403,2.326434370376094,46.98290915373528,-346.11167429183627,-364.9683626305966,2.1791109549998144,22.83434373158605,1600000,0.0103802895,0.008486452,29.856955528259277,29.67705464363098,0.47404215981718995,-0.010380289,473.64574003219604,3.9967844486236572,43.27823156132984,0.029044134128888396,-47.05941306878457,-49.564497002002156,1.061225e-09,-36.250304956072924,4,0.96806854,68.94528007507324,1.3683204650878906,2.32412917500304,17.91514825820923,0.4862431541278934,0.96786505,-37.72444553258473,4.123137474060059,0.03941118538525372,-1.8520095845014712,4275,0.0,-1.9513074529089243,73.50429701805115,0.2127668857574463,91.46923995018005,14.816892133010706,1.8316493559878755
17.873080492019653,4609,2.3105624181348468,44.98469288724171,-436.97992885147903,-325.2490782148617,2.2726295418078912,65.94246647853143,1920000,0.010614452,0.008744326,29.613116979599,29.501826286315918,0.4859806462587705,-0.01061445,564.5310471057892,3.9119882583618164,40.20561691330799,0.011245600163587144,-44.85594681345688,-48.00597050942546,1.8589196e-09,-35.201064341131776,5,0.9571481,68.30302286148071,1.3138346672058105,2.3125199140887656,17.873269081115723,0.490459589296256,0.95688707,-36.81092242977337,4.2087273597717285,0.03982099460216546,-2.0678847405781298,4356,0.0,-2.518822755348793,72.96009349822998,0.21897196769714355,90.88459753990173,19.414528729937707,1.8826787865658383
17.87707829475403,4662,2.3003695759197424,42.58451094559104,-338.22959514112216,-380.5804617627431,1.7766600733020863,14.837587934224953,2240000,0.010310721,0.008637811,29.525859832763672,29.385404348373413,0.4799652526699026,-0.010310719,655.4101877212524,3.937082529067993,42.786756182951315,-0.02671076708931017,-45.54588128564177,-46.43446028944294,1.6648368e-09,-35.546659420149965,6,0.9489,68.19404029846191,1.354386806488037,2.3040126115978476,17.877270936965942,0.49409015929013134,0.94843066,-36.171784630599234,4.314128637313843,-0.013664622559742176,-2.0330938804196346,4576,0.0,-1.9111321400548211,72.95271301269531,0.21303343772888184,90.87847089767456,30.04982668578919,1.8129878143862659
17.932055711746216,4696,2.295824719360015,42.06733498218282,-365.45119436168045,-421.1924248040687,2.2595483020157103,19.687335054873515,2560000,0.010344259,0.0077830455,29.437724828720093,29.256187677383423,0.4903928289807324,-0.010344258,746.0413792133331,3.893237590789795,40.7465184426271,-0.005010008053699127,-44.83037889413077,-45.49214131126997,1.5987934e-09,-35.1834618909825,7,0.94446826,67.86844611167908,1.3260855674743652,2.297501139519138,17.932247400283813,0.4876334021533165,0.9439923,-35.35155895560108,4.327774286270142,-0.008293684030320037,-2.0622592134656768,4583,0.0,-1.8093401088651295,72.64300203323364,0.21342158317565918,90.6305685043335,17.43879122879587,1.9087281328396544
17.813092470169067,4655,2.2814896450764133,39.55289086993531,-351.14507297753846,-346.26318222777087,2.126820446699132,25.893822021831028,2880000,0.010249082,0.0071053593,29.357157468795776,28.84786605834961,0.4981504152898484,-0.010249083,835.8987619876862,3.857593536376953,42.67884879479773,-0.0035380072367896774,-44.555252442969795,-43.55328776971943,-5.279336e-10,-34.616620248468735,8,0.93695945,67.30501651763916,1.3026056289672852,2.2879821518295227,17.81328582763672,0.4865231510239637,0.93637323,-34.34969704807574,4.239060640335083,-0.003142400483745196,-1.98122129418514,4759,0.0,-2.0598160071762677,71.9914186000824,0.2107553482055664,89.85672187805176,11.679848646298563,1.6804305908205954
17.885197162628174,4939,2.2790187513958364,40.21532459922706,-321.29756756511165,-348.4665332136438,2.170097870051184,34.78185308191373,3200000,0.01060654,0.008430699,29.21087884902954,29.722435474395752,0.5022867700684545,-0.010606537,926.8841891288757,3.915148973464966,37.529282037566766,0.004394840011557821,-41.169292130534316,-43.33808650930774,3.5852228e-09,-32.84943409358577,9,0.93025726,68.10956859588623,1.2968909740447998,2.2802345078713357,17.885403394699097,0.5017609866942447,0.92982167,-34.01486597126507,4.4839465618133545,0.013904591635509672,-2.073042758907855,4728,0.0,-1.9519159453874624,73.04232931137085,0.20966053009033203,90.98482084274292,37.41576848525347,2.401884660389353
