train-MaxReturn,Time-Optimization,train-AverageReturn,n_timesteps,train-StdForwardReturn,train-NumTrajs,train-StdReturn,train-AveragePolicyStd,train-MinForwardReturn,Time-Sampling,train-AverageForwardReturn,Time-SampleProc,LossAfter,train-MaxForwardReturn,LossBefore,train-PolicyExecTime,train-AverageCtrlCost,Itr,Time,train-AverageDiscountedReturn,ItrTime,train-EnvExecTime,train-MinReturn
-177.05362332684035,2.5521225929260254,-836.9558846989511,40000,1.734997058386877,200,347.3589041524041,1.0,-9.51346916738417,11.948810577392578,-3.75437981666492,1.4272198677062988,-0.019720716,-0.4548371862264949,-1.1641532e-08,0.7052702903747559,0.42931113410785743,0,15.945374488830566,-331.4022499678296,15.936227321624756,10.884034872055054,-1992.4314527669992
-233.63242901958523,2.442701578140259,-793.0380961927483,80000,1.6770226674603095,200,335.6533535272113,0.9990884,-10.778274384867117,11.920077562332153,-3.534702520579036,1.4236934185028076,-0.012693418,-0.7287825569138018,1.1379598e-08,0.6891226768493652,0.42938371760780447,1,31.76668667793274,-318.95921337087805,15.798444509506226,10.886432409286499,-2244.017073986171
-241.40093783497986,2.442044734954834,-849.189401355056,120000,1.7526558873860405,200,351.0330598786982,0.99684745,-12.478564672708885,12.035640001296997,-3.815227300444368,1.428325891494751,-0.010652587,-0.783797467048679,-4.4237822e-09,0.6900436878204346,0.4295981989819084,2,47.69307613372803,-336.735302291757,15.919757843017578,11.000385999679565,-2587.287453249552
-183.25245580397532,2.4475717544555664,-821.8063177192251,160000,1.819872321297639,200,364.45814283100503,0.99372977,-11.187349559137056,11.950443029403687,-3.679489056240779,1.5816164016723633,-0.009360125,-0.4894645609654145,1.0593794e-08,0.6913900375366211,0.42843095645619045,3,63.69270873069763,-327.325101173939,15.99223518371582,10.910512208938599,-2323.9322835460707
-260.74345985036837,2.468491554260254,-822.5896843175511,200000,1.7156645934785748,200,343.4509525484234,0.98992395,-12.45101757196377,11.879452466964722,-3.683877672423772,1.4019784927368164,-0.009027505,-0.8922226217745333,1.3620593e-08,0.6918666362762451,0.4279550706192039,4,79.46330332756042,-324.0892614325406,15.763537883758545,10.839532375335693,-2577.617532273484
-186.2015073391653,2.487628698348999,-815.3844555904611,240000,1.566165670149403,200,313.52487609676325,0.98786396,-8.204088392605389,11.947694063186646,-3.6480974030101607,1.3618180751800537,-0.009331929,-0.5074449048655871,-2.0954758e-09,0.6911475658416748,0.4277265698041818,5,95.28083181381226,-326.1681711037612,15.81065034866333,10.914002180099487,-1730.0357790042538
-170.0422664118073,2.4559171199798584,-791.6806234500822,280000,1.5213640678589542,200,304.7273710206775,0.9864615,-8.193639141539514,11.934909582138062,-3.529847112490227,1.396498680114746,-0.008251863,-0.4057228237539105,6.868504e-09,0.6886813640594482,0.4274346549942908,6,111.08856201171875,-311.7338492498914,15.800949573516846,10.906417846679688,-1725.8328717211973
-175.39170303726323,2.4263741970062256,-788.9759334682947,320000,1.416795334662286,200,283.61133980393413,0.9845162,-7.766397829674216,12.012598514556885,-3.5162615309626917,1.4057936668395996,-0.008086711,-0.455712478740362,-6.7520887e-09,0.6891515254974365,0.4274900414558475,7,126.95514178276062,-319.58579089540257,15.858296394348145,10.978800773620605,-1640.383507689931
-242.6432390608321,2.4431490898132324,-819.8100693385738,360000,1.6167206764431492,200,323.71460139237485,0.98237765,-9.130950392460045,11.956138849258423,-3.6713405263563907,1.372023105621338,-0.00915264,-0.7902990339222135,-8.6729415e-09,0.6911971569061279,0.4265783400890267,8,142.7469401359558,-326.7224988763737,15.784873723983765,10.930077314376831,-1917.9979342440724
-264.6579503426471,2.4403393268585205,-784.0420252420168,400000,1.5381291432534878,200,307.98908157538807,0.9798341,-8.813846060786105,12.020775556564331,-3.4931668344298488,1.3659923076629639,-0.009339306,-0.903157768210325,1.3387762e-08,0.6889417171478271,0.4259230777350062,9,158.59451150894165,-314.05353131169807,15.840533971786499,11.001189708709717,-1850.1240478660336
-272.7133905248253,2.4343934059143066,-873.2928848314016,440000,1.6200895849547543,200,324.46738984716626,0.9767708,-8.805386164650633,11.941869258880615,-3.938573139005084,1.3882687091827393,-0.0083638,-0.942005896269555,-3.958121e-09,0.68670654296875,0.42678641680398066,10,174.3794391155243,-344.7391301248403,15.778071403503418,10.922672748565674,-1848.7235780937351
-195.76871303786274,2.441343069076538,-820.5783076994554,480000,1.7422220326611384,200,348.9046669267549,0.97428477,-8.950046042456188,12.019781112670898,-3.676132446364859,1.3791017532348633,-0.008338262,-0.5571992908842993,-3.4924597e-09,0.6862730979919434,0.42563204884331135,11,190.24001717567444,-327.44355794314305,15.853864669799805,11.001871109008789,-1876.5721407756594
-209.49376487087298,2.449754238128662,-814.1559414015042,520000,1.4969110554658978,200,299.67337375475273,0.97285193,-8.04671121771635,11.878112554550171,-3.6461062547817473,1.353069543838501,-0.008511539,-0.6282866824939535,-7.21775e-09,0.6889774799346924,0.42354563617421204,12,205.94144678115845,-326.837688367961,15.694527626037598,10.849075078964233,-1700.361979893161
-190.52191813687233,2.434445381164551,-812.664048472472,560000,1.714060808846933,200,343.21644589471475,0.9716584,-10.167325466232189,12.038920640945435,-3.6379040399848113,1.3548662662506104,-0.008703981,-0.529121437818672,1.46683306e-08,0.6869320869445801,0.42425099418901085,13,221.78993558883667,-324.0535230090817,15.84176254272461,11.023104906082153,-2122.586359861659
-214.91761032085492,2.432358980178833,-801.464788401913,600000,1.560338885052584,200,312.341175298913,0.970081,-9.408792169815575,11.965543270111084,-3.5831560116369756,1.3863029479980469,-0.008735917,-0.6586823714577236,-1.3504177e-08,0.6894629001617432,0.42304431293617767,14,237.5930585861206,-321.02731304074166,15.796285629272461,10.938902378082275,-1967.9633628921708
-199.84859825899383,2.4341166019439697,-828.8017063512057,640000,1.7299977593916358,200,346.4022783808825,0.96908945,-11.32184149946258,12.013376712799072,-3.719745105953781,1.3650250434875488,-0.008713081,-0.5763836240185505,-1.2805685e-09,0.6885347366333008,0.4231380749057449,15,253.42611646652222,-330.3989802633764,15.825875520706177,10.994308710098267,-2353.685740818054
-270.134676797262,2.4265148639678955,-792.8314357372755,680000,1.6215376898669518,200,324.4787294592721,0.96895176,-8.681518845057946,11.970840692520142,-3.5396747839820795,1.3555347919464111,-0.008643593,-0.9426738605748656,-6.4173946e-09,0.6870908737182617,0.42338166750514694,16,269.19947123527527,-316.3358858815185,15.766453981399536,10.95083999633789,-1822.0717877860495
-182.3289098389014,2.4394733905792236,-819.5819918947201,720000,1.6260182962348388,200,325.52290379474186,0.96843976,-8.721060508040596,12.005237817764282,-3.673886577337403,1.3815689086914062,-0.008339815,-0.4823944202149292,-5.296897e-09,0.6895542144775391,0.42291967175709017,17,285.0443956851959,-324.39793250885236,15.838056087493896,10.978752136230469,-1831.0618095419773
-201.21937174166794,2.430880546569824,-786.45429074324,760000,1.503209096436492,200,300.95113301228713,0.96707696,-9.885726234915904,11.933322668075562,-3.507084132107443,1.3763961791992188,-0.009199688,-0.5770805635714973,-4.656613e-09,0.6884305477142334,0.4240266237062322,18,300.8056688308716,-319.503921320061,15.754195928573608,10.913472414016724,-2063.489894273322
-167.17421086287138,2.4444754123687744,-818.1127337926257,800000,1.584543286964904,200,317.3328995317484,0.9646362,-11.698698501588083,11.986063718795776,-3.6651049533268996,1.376603126525879,-0.0089069195,-0.4089796330140523,1.7578714e-08,0.6885161399841309,0.42435628952598053,19,316.6330771446228,-321.65337103763284,15.820774555206299,10.965112924575806,-2431.200461226487
-218.5660779317333,2.426190137863159,-818.498649783458,840000,1.8383835140683482,200,367.99089079327484,0.961639,-12.548976632814565,11.969600915908813,-3.6677216906704166,1.3752098083496094,-0.008843149,-0.6654136492094858,9.080395e-09,0.6881728172302246,0.4236404708642578,20,332.4242477416992,-325.91641683075517,15.784582138061523,10.945907354354858,-2599.004814304662
