train-MaxReturn,Time-Optimization,train-AverageReturn,n_timesteps,train-StdForwardReturn,train-NumTrajs,train-StdReturn,train-AveragePolicyStd,train-MinForwardReturn,Time-Sampling,train-AverageForwardReturn,Time-SampleProc,LossAfter,train-MaxForwardReturn,LossBefore,train-PolicyExecTime,train-AverageCtrlCost,Itr,Time,train-AverageDiscountedReturn,ItrTime,train-EnvExecTime,train-MinReturn
-225.70540547495116,2.4383814334869385,-796.4671607882136,880000,1.5303719660747612,200,306.59853930590907,0.9587539,-9.343728511478776,11.984389066696167,-3.5587895139054786,1.3933398723602295,-0.008931102,-0.7156973049675802,-2.0954758e-09,0.6873817443847656,0.4224425004335697,21,348.2606110572815,-319.8953585692658,15.829580783843994,10.964213132858276,-1956.9417541633786
-203.11165815485003,2.4283440113067627,-797.5772873361767,920000,1.501513708408549,200,300.4778478435419,0.9565214,-8.137999726322118,11.921834945678711,-3.5640666872931086,1.3844327926635742,-0.009120389,-0.5760664524528224,-9.313226e-09,0.6887056827545166,0.42270259686647704,22,364.0160942077637,-322.99854000645627,15.74862790107727,10.90122652053833,-1712.8086771177009
-209.92506218608423,2.4303431510925293,-813.089802369944,960000,1.586391848659402,200,317.77831394155686,0.95442206,-9.311841065128647,11.95058274269104,-3.641552724013942,1.4998996257781982,-0.009260141,-0.6365188196042623,6.519258e-09,0.6883361339569092,0.42276561708504856,23,379.9171452522278,-329.31086879219924,15.894286394119263,10.930554389953613,-1950.432414376553
-147.06205632058584,2.4594850540161133,-784.9520234167036,1000000,1.457552869694868,200,291.9896216402709,0.95232004,-8.26760788832238,11.992361545562744,-3.501705527133686,1.3406262397766113,-0.00941593,-0.3036595576235592,6.519258e-09,0.6870861053466797,0.4219432270697492,24,395.73000407218933,-312.4564500364627,15.805918455123901,10.976090669631958,-1738.6391765517483
-184.87736141599635,2.4480690956115723,-768.7655409132255,1040000,1.5952376014656586,200,319.4133106273638,0.95059836,-10.132807360299083,11.919872283935547,-3.4191770829785084,1.3445243835449219,-0.008941913,-0.49789942665019865,5.820766e-09,0.6828286647796631,0.42352658232392426,25,411.46270084381104,-308.3456976899766,15.725909233093262,10.909016370773315,-2113.8809882545543
-240.45764979711043,2.423757791519165,-827.6488265995285,1080000,1.6611516635744483,200,332.6263614637043,0.9490799,-8.839180572084397,11.818995475769043,-3.714529612449983,1.3517813682556152,-0.00917829,-0.7848490790103955,-3.4924597e-09,0.6849620342254639,0.42260814377214173,26,427.07819962501526,-332.2477573204519,15.607972383499146,10.800577878952026,-1852.5616225558251
-187.2405194921755,2.4251627922058105,-794.6310435262974,1120000,1.5476581256692992,200,310.01717303351467,0.9474579,-8.333474297732533,11.975640296936035,-3.5500598700322774,1.365877389907837,-0.009002169,-0.5185370731880254,-1.7462298e-09,0.6849555969238281,0.42195873106168713,27,442.8650007247925,-319.91108661896067,15.780102968215942,10.960980415344238,-1755.1869508229338
-164.29692090817844,2.419647693634033,-766.95859956511,1160000,1.526035001556877,200,305.64701324374045,0.94546497,-9.142169862759587,11.946922063827515,-3.4113415849320496,1.344940423965454,-0.008529747,-0.40644260222122214,-8.731149e-09,0.6871533393859863,0.4223130463749365,28,458.59704518318176,-307.87956340712213,15.72493028640747,10.92394208908081,-1916.6702016179004
-244.79812740098578,2.4117419719696045,-785.1680804028065,1200000,1.5300925140065607,200,306.538708427286,0.9428593,-8.485007559096754,12.025619268417358,-3.5020566953916363,1.361457347869873,-0.008365718,-0.7871068604347375,4.656613e-10,0.6857907772064209,0.4226688706183712,29,474.416255235672,-316.57982020820987,15.812131881713867,11.010639905929565,-1784.0444743630296
-181.92732835495244,2.408900260925293,-802.6234971080089,1240000,1.791677353860202,200,358.71427931629836,0.9401754,-10.96972515982816,11.915533304214478,-3.5923465687693126,1.3670060634613037,-0.009277402,-0.4893522719014321,-4.656613e-10,0.6838889122009277,0.4196424716154047,30,490.1277937889099,-320.1406034000599,15.704775333404541,10.902521133422852,-2280.0998545084294
-214.16692366040724,2.4185357093811035,-858.0877332154203,1280000,1.7166561370035165,200,343.99462594531616,0.93793625,-10.393120893095242,12.061646699905396,-3.869448608359554,1.3716318607330322,-0.008347606,-0.6468019621304922,-1.8626451e-09,0.684734582901001,0.41986988490655575,31,506.00013256073,-341.70063785430693,15.86527967453003,11.050359725952148,-2165.984504010216
-211.0451566144249,2.4240152835845947,-789.5110122251482,1320000,1.5323758116186084,200,307.3128846599305,0.9361497,-11.115137784259302,11.973510026931763,-3.527989356592611,1.3371553421020508,-0.009148677,-0.6384387082789215,1.3969839e-09,0.687340259552002,0.4184518837287233,32,521.7551131248474,-316.4380367108095,15.748073816299438,10.951350688934326,-2311.060825324589
-233.42785626536806,2.416900157928467,-801.0672198403714,1360000,1.544956404118159,200,309.53300848190776,0.9344882,-9.021730125981897,12.002933740615845,-3.5847236603920885,1.3467767238616943,-0.009227669,-0.7631088381313134,9.080395e-09,0.6891825199127197,0.4194868166624668,33,537.5416686534882,-322.0376817212215,15.779964447021484,10.980920314788818,-1888.5057997524298
-218.31593604463717,2.4135866165161133,-763.6160280269354,1400000,1.4436407484545788,200,289.2831994378507,0.93273884,-8.042426894111642,12.066315650939941,-3.397515425528837,1.3821282386779785,-0.008739705,-0.6788262987153735,-1.9790605e-09,0.6862752437591553,0.4194443291933958,34,553.4239695072174,-304.4926832392237,15.875612497329712,11.04632830619812,-1697.0773502158706
-244.6184832361776,2.4125304222106934,-801.6482157909777,1440000,1.6292556954782205,200,326.3760301370528,0.9317664,-9.930394615309883,11.936168909072876,-3.5891069022003625,1.3820881843566895,-0.0088860225,-0.812328781005845,4.831236e-09,0.6859662532806396,0.4179909238774854,35,569.1750771999359,-315.34216963122657,15.744298696517944,10.919271230697632,-2072.882629742175
-181.644986478661,2.4209463596343994,-847.1966046632942,1480000,1.6141016544729478,200,323.17571043455274,0.9308094,-9.446165858108383,11.983238458633423,-3.8166995493863167,1.3730945587158203,-0.009028357,-0.4949727777327378,1.14087015e-08,0.6841986179351807,0.418119842371278,36,584.9729442596436,-343.1620675489692,15.790849924087524,10.966360807418823,-1977.4508486428945
-227.78469330210243,2.4331367015838623,-792.5933509564455,1520000,1.5487610367224225,200,310.40250702998566,0.929016,-8.695732142220788,11.904969930648804,-3.5432557454131985,1.3479256629943848,-0.009201262,-0.7396230203853197,-7.683411e-09,0.6853232383728027,0.41858004030940243,37,600.6792190074921,-317.77031214212525,15.69949984550476,10.885393381118774,-1822.5448133599361
-219.24773651796937,2.4218790531158447,-851.0089912781611,1560000,1.5115835399863813,200,302.7384358997662,0.9274145,-8.88131347888837,11.923900604248047,-3.836812380026054,1.3579089641571045,-0.0086480975,-0.6694282940840938,-6.344635e-09,0.6852240562438965,0.4171342838223066,38,616.4028906822205,-337.67911726327685,15.717183351516724,10.905778884887695,-1862.1871865871644
-203.69626274337153,2.4172353744506836,-769.0393670433336,1600000,1.5314993139166815,200,306.6907407248666,0.92632073,-9.030100197050228,11.907044172286987,-3.428691408908469,1.3955161571502686,-0.008327918,-0.5949675221786046,-4.278263e-09,0.6851902008056641,0.41536134574432404,39,632.1425247192383,-313.95771853973764,15.733153820037842,10.88838267326355,-1890.9018115003262
-157.8247474669173,2.4285953044891357,-786.3034204600583,1640000,1.5060687141721647,200,301.68603205232733,0.92504275,-10.532625153675836,11.900485038757324,-3.512844727500655,1.3801496028900146,-0.009409198,-0.3724877432241423,-8.8475645e-09,0.6855626106262207,0.41754886136780894,40,647.8724281787872,-315.2904532647432,15.722678422927856,10.879373788833618,-2191.0702435200365
-198.94390187507562,2.412433385848999,-784.0898982087559,1680000,1.6076409580295894,200,321.9556668261755,0.9233738,-8.794560663448628,11.886971235275269,-3.5031498566971897,1.4626011848449707,-0.009260331,-0.5689781505265543,-2.3283064e-09,0.6840181350708008,0.4161559998695412,41,663.6549112796783,-312.3221228146962,15.77539610862732,10.86652660369873,-1843.177334505366
-228.40264795388683,2.4497528076171875,-791.8475490521055,1720000,1.5455361888858112,200,309.71411907369986,0.9219564,-8.814454610105196,11.957647800445557,-3.5419900332576755,1.359940767288208,-0.008533985,-0.7295757539243656,9.662472e-09,0.6855230331420898,0.4160946512219882,42,679.4426829814911,-315.4019144737289,15.780852556228638,10.93947958946228,-1851.807739518207
-236.69539179199447,2.441288948059082,-815.9333537430954,1760000,1.6680881692487892,200,334.04347084933744,0.92021954,-11.65840253153176,11.858863353729248,-3.6639361552848446,1.370666265487671,-0.008936462,-0.7724718512478853,7.3341653e-09,0.6840629577636719,0.4145862843596948,43,695.133992433548,-327.0318610676218,15.684406280517578,10.835093021392822,-2419.091378402812
-171.69803412228987,2.4481749534606934,-845.6181897582844,1800000,1.774236328576331,200,355.4435256993148,0.91741174,-11.705905297542365,11.952164649963379,-3.81157745548718,1.3648734092712402,-0.008985608,-0.4452617703746959,3.6670826e-09,0.6859579086303711,0.41538250607644883,44,710.920173406601,-336.92650684247894,15.778869152069092,10.930222034454346,-2431.9923251088376
-224.03807232829905,2.4221458435058594,-797.1534829059696,1840000,1.438073384868286,200,288.1828851627018,0.9150964,-7.359921466706115,11.86978030204773,-3.5696298899681875,1.3405532836914062,-0.00897109,-0.7006965460025621,-7.683411e-09,0.6844050884246826,0.4150065969137205,45,726.5730011463165,-315.4596241795264,15.645897388458252,10.850900888442993,-1558.094865480513
-206.0126645027444,2.426995038986206,-783.3765521320805,1880000,1.6662989991969384,200,333.87160817726203,0.91311044,-8.723361455281564,11.991858720779419,-3.5027345800031253,1.3506124019622803,-0.009659949,-0.6209149109173252,-1.3002136e-08,0.6851422786712646,0.41300349789293533,46,742.3630430698395,-314.3550657237367,15.783013343811035,10.970793008804321,-1830.7547148364558
-258.5402786756387,2.41485595703125,-784.0710034049463,1920000,1.4691293145073752,200,294.2236151979371,0.9104867,-8.524580183064547,11.925702095031738,-3.506593349124781,1.3618528842926025,-0.009036026,-0.8784637666492989,-5.9371814e-09,0.6868610382080078,0.4125932052050847,47,758.0862123966217,-315.4705298875713,15.716038227081299,10.904107093811035,-1788.0615057755658
-192.875190810459,2.4223663806915283,-768.870877776638,1960000,1.4136152783236455,200,283.0913298047614,0.90793097,-7.49576016984632,11.994093179702759,-3.4320288756938515,1.3657312393188477,-0.009432976,-0.5665881641501322,-1.1525117e-08,0.6871113777160645,0.4111714188845969,48,773.8885090351105,-311.1747491188797,15.795608758926392,10.970795631408691,-1582.856448544714
-233.45361535703242,2.4177052974700928,-796.3001526644485,2000000,1.7225817868131355,200,344.95192658874,0.9056172,-8.64540526888501,11.92023777961731,-3.5704396264687848,1.3593125343322754,-0.009647405,-0.7581901431071064,5.122274e-09,0.687293529510498,0.40991939544180683,49,789.6057794094086,-318.8624266524302,15.710826396942139,10.899332761764526,-1809.7934738763502
-210.8088542752122,2.412691831588745,-833.6133135652901,2040000,1.7217485244359156,200,344.9097516232334,0.9038924,-9.071260144658076,11.999308109283447,-3.756734565461719,1.3688316345214844,-0.008390701,-0.6398126788500597,3.7325663e-09,0.6850790977478027,0.41017395870789003,50,805.4070465564728,-333.08802191037523,15.794380187988281,10.98221206665039,-1900.5298211330235
-195.918032732905,2.421996593475342,-818.471932614339,2080000,1.6286355924803992,200,326.3064055078525,0.902289,-10.110209727300143,11.928203821182251,-3.6818450115041497,1.3756842613220215,-0.009207101,-0.5848966056481931,3.783498e-09,0.6876645088195801,0.4093587162514784,51,821.164977312088,-330.82278963928894,15.739468336105347,10.908413648605347,-2109.797164076182
-187.7224585974752,2.4271645545959473,-767.50193914008,2120000,1.6347241774248809,200,327.3362586277439,0.9006441,-8.81653246598143,12.009300708770752,-3.427097850539096,1.3909904956817627,-0.009707067,-0.5284848322683375,1.1045813e-09,0.6864321231842041,0.40924056645491336,52,837.0126433372498,-311.74614530924805,15.840970993041992,10.98982572555542,-1848.8944115843956
-239.12934918713486,2.418963670730591,-839.0263366314488,2160000,1.6869113933446735,200,337.9544915141519,0.8994485,-12.27651877437125,11.910595178604126,-3.785258828383453,1.360321044921875,-0.00874002,-0.794291976701739,-5.820766e-09,0.6873397827148438,0.40873723505624343,53,852.7231285572052,-336.2103713331015,15.70329475402832,10.890429496765137,-2541.106066085146
-232.64360946209692,2.414031505584717,-764.5807825484147,2200000,1.5041833286607773,200,301.2141422181942,0.89851797,-8.320302931011105,11.999074697494507,-3.4141260836049003,1.3567562103271484,-0.009910179,-0.7465494177038455,-6.170012e-09,0.685662031173706,0.407638843641644,54,868.5131018161774,-304.035463832264,15.78322434425354,10.979800701141357,-1747.8292610186745
-246.53424183936812,2.414106607437134,-817.7427699873862,2240000,1.5756737028412509,200,315.62384648684395,0.897648,-8.171760925057626,11.961464166641235,-3.6796523190766184,1.3683905601501465,-0.008469715,-0.8313726912851617,8.880306e-09,0.6878702640533447,0.40788181404256185,55,884.2768757343292,-329.3082881535271,15.757192134857178,10.940803050994873,-1719.108038161041
-215.8692782043385,2.417468786239624,-784.0778429475281,2280000,1.6781553527475328,200,335.9188595557284,0.8965898,-8.44228987592461,11.996813535690308,-3.513051396268038,1.375868558883667,-0.009429824,-0.6622772578706081,-8.731149e-10,0.6912639141082764,0.40619912922117574,56,900.0871679782867,-313.8576255681568,15.803267240524292,10.974142074584961,-1773.342090226503
-262.16077272913077,2.409914493560791,-805.9252350903585,2320000,1.52433276626698,200,305.28774257711035,0.89536124,-9.204277687675624,11.902212858200073,-3.621509441153421,1.3684680461883545,-0.009453503,-0.9000446067755306,7.450581e-09,0.6876535415649414,0.40698838220986355,57,915.7874760627747,-323.57481290940524,15.693709373474121,10.88394546508789,-1923.2200917346854
-247.89199166872896,2.4093894958496094,-774.3183907388806,2360000,1.5441967691365361,200,309.22050882503254,0.89412296,-8.270297786897943,11.975289821624756,-3.4630928589848877,1.3943421840667725,-0.009437333,-0.8291518277922251,1.1641532e-09,0.6870219707489014,0.4073622474395242,58,931.5864634513855,-309.76255366033473,15.792361497879028,10.955230712890625,-1736.4811304676423
-216.06429229441633,2.418444871902466,-777.6213083478209,2400000,1.412439346111787,200,282.8538629103461,0.89226496,-7.720066685406769,11.874541759490967,-3.481740501067242,1.4312243461608887,-0.009294171,-0.6781701894731689,-2.910383e-09,0.6887576580047607,0.4052070299303441,59,947.3305008411407,-310.6689363573355,15.737347841262817,10.85395622253418,-1630.2998441075806
-217.82887406377031,2.4138119220733643,-802.8369937520886,2440000,1.574985185938078,200,315.3887909980095,0.89035636,-8.130335343568298,11.926209926605225,-3.607491225283186,1.5362138748168945,-0.009309543,-0.6817380870152498,-2.6775524e-09,0.6892304420471191,0.4055242976875049,60,963.2269291877747,-322.17004786367175,15.889456510543823,10.899980545043945,-1708.1654213206573
-293.7518762494836,2.4142098426818848,-784.1897690888796,2480000,1.4846399743565757,200,297.0646022380275,0.88824475,-9.136646154739324,11.933570146560669,-3.516312766441294,1.4084253311157227,-0.009348946,-1.0786363626048692,9.313226e-10,0.6871504783630371,0.4035006085657285,61,979.0033123493195,-314.97427587201605,15.769405603408813,10.911678552627563,-1908.971867416512
-167.30043889205194,2.4377968311309814,-789.5455353313135,2520000,1.4869648137452736,200,297.76244881285055,0.8863435,-10.235921802767136,12.01419997215271,-3.542975846610563,1.3507657051086426,-0.009240839,-0.4347507599713913,-9.778887e-09,0.68857741355896,0.4035869710353753,62,994.8261122703552,-317.55279745359746,15.815972805023193,10.987829446792603,-2131.1633997125914
-160.57807568158944,2.4258506298065186,-808.2679861570967,2560000,1.6419029518609647,200,328.90908832129907,0.88423204,-9.379794423706961,11.862859725952148,-3.6370922230061025,1.3572115898132324,-0.00909414,-0.4097287425480301,6.2864274e-09,0.6884746551513672,0.4030944860168326,63,1010.4916768074036,-325.25395120185027,15.659018993377686,10.844589471817017,-1956.2670113550332
-166.13038263248546,2.3809502124786377,-763.6299844556212,2600000,1.4860089264641854,200,297.6442994551952,0.8824926,-8.455660887905308,11.955175876617432,-3.4139005352532643,1.393895149230957,-0.008595731,-0.4462273977507985,5.2532414e-09,0.6892812252044678,0.4030862714020429,64,1026.2415554523468,-306.12300584217445,15.743312358856201,10.930158853530884,-1773.9664855324388
-250.5980430188987,2.3787405490875244,-777.935219813636,2640000,1.448782939534739,200,290.03483333660364,0.8815841,-9.834748895770558,12.011340856552124,-3.485440559748572,1.3813738822937012,-0.009185583,-0.8513079059063542,2.561137e-09,0.6893777847290039,0.40304786545564725,65,1042.0343732833862,-312.8835933935293,15.784748077392578,10.981503963470459,-2051.235533017315
-161.7325618266071,2.3833463191986084,-809.5685631690365,2680000,1.536385378535254,200,307.81992277961774,0.88076925,-10.62416651270311,12.043885707855225,-3.6437192424180114,1.34670090675354,-0.009074613,-0.40743237434630614,-4.5401976e-09,0.6892733573913574,0.40294935508394397,66,1057.8282828330994,-329.2502382005553,15.787039995193481,10.96635389328003,-2210.4220155672497
-184.8434264132856,2.37776780128479,-754.836696463261,2720000,1.4086892492620993,200,282.3479075019831,0.8795085,-8.553300154707024,11.976038694381714,-3.3711125242003344,1.3592023849487305,-0.009225192,-0.5333563384228257,2.0605512e-08,0.6884770393371582,0.40189437209456985,67,1073.5613913536072,-300.31875416241974,15.726194381713867,10.948802471160889,-1794.947868924201
-278.7092566043862,2.3697080612182617,-795.9504566932442,2760000,1.5364821644617093,200,307.7057664640305,0.87847733,-9.369998528471356,11.88579773902893,-3.5761092643298933,1.3600530624389648,-0.00876259,-1.0204353782744464,-1.1641532e-09,0.6886599063873291,0.40251253698529793,68,1089.1968395709991,-320.2725573712689,15.628779411315918,10.860649824142456,-1960.3348619008773
-230.13054086688985,2.3621978759765625,-789.5883427907988,2800000,1.510751505686418,200,302.6781890274056,0.877489,-7.85740365724631,11.973308563232422,-3.544022907980337,1.348203182220459,-0.008882474,-0.7484177687370084,-5.820766e-09,0.6882812976837158,0.4027710618124876,69,1104.9001915454865,-320.1952938184556,15.69682002067566,10.952425479888916,-1655.8307455090376
-223.71377072495676,2.370333194732666,-772.1694715456283,2840000,1.5363451709912495,200,307.8625388010185,0.8766637,-10.157870842156328,11.944804191589355,-3.457589949106616,1.3369238376617432,-0.009035767,-0.734546739603005,6.9849193e-10,0.6900339126586914,0.4020787738586658,70,1120.572181224823,-311.4840942681756,15.665226697921753,10.92210078239441,-2112.684904507476
-221.31604810028776,2.375464677810669,-769.5042095528681,2880000,1.5339928176640862,200,307.31204249091473,0.8758547,-11.092626363722115,12.0066499710083,-3.4439721584955603,1.3520848751068115,-0.008806864,-0.7026400455321393,2.2118911e-09,0.6900894641876221,0.4023972473677367,71,1136.3275225162506,-313.4524426620616,15.747652530670166,10.976273775100708,-2304.8102895532156
-162.6942971437543,2.3723156452178955,-805.5827231329027,2920000,1.71125178766689,200,342.8102786627963,0.8747259,-9.897744052263926,11.93319034576416,-3.622705082179895,1.358323335647583,-0.0094802845,-0.40983847071951757,-5.820766e-11,0.6882081031799316,0.40405781197323576,72,1152.0121321678162,-320.94487272334527,15.677390336990356,10.907177925109863,-2063.765801846428
-220.1336434608478,2.3726110458374023,-786.9290541590806,2960000,1.4586314582649451,200,292.05770594277845,0.873528,-8.954380137458113,11.958449840545654,-3.53060172878669,1.3647098541259766,-0.0089275455,-0.689186058654276,1.6298145e-09,0.6901779174804688,0.40289567979618207,73,1167.7281613349915,-314.87625830699307,15.709325551986694,10.936165809631348,-1870.08898190232
-227.2107225647886,2.391876459121704,-749.6089098988202,3000000,1.4072989534413194,200,281.84501638157786,0.87188095,-7.86185223242078,11.949396848678589,-3.3447386602058224,1.3510029315948486,-0.009622986,-0.7352193051340098,1.8626451e-09,0.6881065368652344,0.40215377188572465,74,1183.4403810501099,-303.19588913692564,15.705822467803955,10.926859617233276,-1652.6556384529995
-221.89040971964323,2.397399663925171,-792.144880124599,3040000,1.568340730174689,200,314.3938087910137,0.8698459,-10.07756552825618,12.011379718780518,-3.5572840845355733,1.3483085632324219,-0.009180941,-0.7151270310506953,-3.5506673e-09,0.6880712509155273,0.40229574020798686,75,1199.2174203395844,-319.3797252100667,15.770501613616943,10.987266778945923,-2100.844015149481
