V Predictions Mean,QF Loss,R Predictions Max,Number of train steps total,KL Loss,Policy Loss,V Predictions Max,RF Loss,Q Predictions Std,Policy mu Mean,Z mean eval,Z mean train,Log Pis Max,Q Predictions Max,Policy mu Std,Sample Time (s),Total Train Time (s),Q Predictions Mean,Epoch,KL Divergence,Q Predictions Min,Policy log std Max,Log Pis Mean,Policy mu Min,Train Time (s),Epoch Time (s),Policy log std Min,Policy log std Mean,AverageReturn_all_test_tasks,R Predictions Min,Number of env steps total,Policy mu Max,Z variance eval,Policy log std Std,V Predictions Min,VF Loss,Log Pis Std,AverageReturn_all_train_tasks,V Predictions Std,Log Pis Min,R Predictions Std,(Previous) Eval Time (s),R Predictions Mean,Z variance train,Number of rollouts total
1167.93,744.18,0.000280449,1274000,17.024045944213867,-1164.91,1790.92,275.327,304.388,0.294385,0.586381,0.56545,23.7006,1794.23,0.911929,4.925294402011787,93737.42613903117,1163.16,636,170.24046325683594,-84.7983,0.117858,0.916189,-4.01371,123.69092461100081,146.51343019801425,-3.0006,-0.707872,684.199836049,-0.0132368,2628000,5.6731,0.00236245,0.246484,-36.9089,200.331,3.42847,704.414763003,296.542,-9.85195,0.00182212,17.89721118500165,-0.00855389,0.00205396,38958
1302.66,859.802,-0.00311535,1276000,15.919136047363281,-1302.71,1804.11,292.486,261.609,0.222109,0.640512,0.73895,38.3253,1817.96,0.941014,4.858329227005015,93884.39526985817,1297.53,637,159.1913604736328,-94.4797,0.357729,1.01597,-5.07795,123.76500378000492,146.2285450840136,-2.3057,-0.727486,670.692125593,-0.0132819,2632000,5.52963,0.00153606,0.26908,-72.6794,221.219,3.78617,694.507228252,250.53,-8.8899,0.00184231,17.60521207700367,-0.00855402,0.0017759,39010
1233.63,744.151,-0.00260071,1278000,16.424325942993164,-1233.31,1817.69,233.357,228.945,0.292345,0.705869,0.985473,46.7544,1833.38,0.895689,4.734129812000901,94030.6733282472,1227.51,638,164.24325561523438,-129.231,1.27906,0.921477,-6.05552,123.93275300000096,147.0167774529982,-2.66455,-0.735394,713.316784581,-0.0128059,2636000,5.17607,0.00291137,0.236757,50.2575,300.86,3.35494,690.328845507,210.814,-8.95371,0.00176416,18.349894640996354,-0.0083915,0.00261061,39052
1272.55,1310.0,-0.00187282,1280000,16.25127410888672,-1267.71,1856.16,277.178,265.172,0.24697,0.530937,0.971886,33.1596,1882.07,0.908295,4.890409020983498,94176.42350795517,1262.7,639,162.5127410888672,-157.43,0.17467,0.943014,-3.68211,123.10956566900131,145.61554680098197,-2.77058,-0.724264,697.42768373,-0.0133551,2640000,5.86622,0.0027893,0.247647,-17.385,188.366,3.27056,697.39567748,253.282,-8.54564,0.00186795,17.615572110997164,-0.00856305,0.00234549,39100
1191.57,952.046,-0.00178959,1282000,17.12941551208496,-1195.45,1818.22,276.124,286.697,0.337419,0.542982,1.12191,30.3808,1831.51,0.924346,4.8129122909740545,94322.67706207118,1186.73,640,171.29415893554688,-36.2152,0.194316,1.04811,-4.49156,123.65233041800093,146.21952366398182,-2.64676,-0.716193,640.033031162,-0.0128106,2644000,4.89034,0.00233986,0.251785,-71.3626,300.524,3.52237,694.154603034,274.166,-9.69257,0.00182607,17.754280955006834,-0.00849489,0.00263723,39148
1213.26,926.465,0.000355783,1284000,16.0687313079834,-1213.46,1786.88,244.137,268.798,0.239688,0.589017,0.36059,34.4617,1809.93,0.932467,4.789218407982844,94468.97650066917,1207.46,641,160.68731689453125,-46.2932,0.306673,0.949043,-4.67642,123.64265137500479,146.22441489399353,-2.78092,-0.722635,675.794634051,-0.013114,2648000,5.46182,0.00251593,0.252678,-72.5585,243.693,3.70103,704.564462056,255.665,-7.962,0.00191861,17.792545111005893,-0.00865337,0.00233656,39198
1281.33,705.034,-0.000987101,1286000,15.801210403442383,-1288.66,1841.4,293.28,259.081,0.282229,0.543475,0.952523,29.6241,1854.27,0.899268,4.944837826027651,94616.05545317421,1280.72,642,158.01210021972656,-12.7528,0.322486,0.885205,-5.76857,124.39749792599468,147.21425253503548,-2.7223,-0.734741,688.190255608,-0.013129,2652000,4.86344,0.00174543,0.24551,-120.988,217.441,3.30588,672.938359925,246.861,-8.73882,0.00181217,17.87191678301315,-0.00856745,0.00205765,39244
1213.23,903.409,-0.00237558,1288000,16.13893699645996,-1217.03,1819.25,259.693,229.461,0.268928,0.647316,1.10957,42.4269,1830.73,0.919797,4.842697614993085,94762.02910196019,1210.51,643,161.38937377929688,-75.2679,0.100537,0.932579,-6.35091,123.38613866000378,145.97004815399123,-2.47427,-0.717935,681.435032684,-0.0124113,2656000,6.21671,0.00262401,0.239641,-30.6066,186.798,3.62997,705.415497079,216.651,-8.62045,0.00176246,17.741211878994363,-0.00842314,0.00132084,39296
1286.8,903.959,-0.00164183,1290000,15.170355796813965,-1289.85,1850.74,316.029,234.684,0.297034,0.790253,0.557153,29.482,1855.44,0.924318,4.816106214988395,94908.42249676716,1281.88,644,151.70355224609375,-29.3662,0.246789,1.06049,-4.96048,123.73775217199,146.30258123898238,-2.75037,-0.727224,696.979139595,-0.0133637,2660000,5.4718,0.00214036,0.245478,-49.933,193.632,3.42763,692.658506862,220.094,-8.44384,0.00177848,17.748722852003993,-0.00851638,0.00259921,39346
1351.35,742.531,-0.00243703,1292000,15.562125205993652,-1349.23,1764.5,327.994,220.201,0.278576,0.397651,0.877063,38.1214,1769.71,0.905786,4.948501507969922,95054.22453670712,1344.45,645,155.62124633789062,-27.9367,0.218545,0.973898,-6.11108,123.06607212399831,145.85838771396084,-2.63334,-0.735528,690.073814294,-0.0131005,2664000,4.50741,0.00195987,0.256007,-28.3093,191.954,3.25276,698.013779258,202.514,-9.49091,0.00171414,17.843814081992605,-0.00864599,0.00125487,39391
1117.97,899.953,-0.0029255,1294000,18.154796600341797,-1118.58,1795.62,272.635,312.495,0.292164,0.632222,1.03733,39.6519,1811.18,0.960668,4.744880564001505,95201.17786701312,1111.59,646,181.54795837402344,-39.7759,0.0807893,1.19718,-6.16456,124.03981976200885,146.5762522030127,-2.44867,-0.722111,653.190772488,-0.0130968,2668000,6.08757,0.00188162,0.25672,-9.40475,240.762,4.05135,701.080226219,301.137,-10.092,0.00183525,17.791551877002348,-0.00859719,0.000988821,39441
1239.97,922.038,-0.00272168,1296000,16.34706687927246,-1244.88,1822.77,272.803,294.929,0.267635,0.680855,0.817475,37.7579,1836.38,0.910141,4.930421532975743,95347.92955777507,1235.84,647,163.4706573486328,-78.9362,0.181076,0.857086,-6.42411,124.05548430100316,147.15877613297198,-3.13459,-0.713216,674.521456622,-0.0131451,2672000,5.77186,0.00246938,0.259908,-30.6666,179.535,3.6931,672.99279568,286.245,-10.8804,0.00169307,18.172870298993075,-0.00852231,0.00189968,39487
1282.44,796.721,-0.00247762,1298000,16.335800170898438,-1283.65,1884.46,341.116,280.031,0.281182,0.578533,0.745189,40.8071,1896.03,0.920803,4.907966244019917,95495.5351583251,1277.96,648,163.35800170898438,-106.256,0.194028,0.86968,-5.01421,124.65639474200725,147.33459856502304,-2.84856,-0.706594,637.716335059,-0.0128956,2676000,5.56061,0.00173727,0.252077,-29.7705,198.018,3.69868,692.843937354,261.33,-9.46515,0.00165711,17.770237578995875,-0.00857089,0.00133113,39531
1313.82,942.739,-0.00161027,1300000,15.665056228637695,-1312.56,1802.37,313.131,265.681,0.243798,0.618856,0.437165,35.6406,1810.39,0.927935,4.895222711988026,95641.36697526906,1304.72,649,156.6505584716797,-44.3055,0.245414,1.17341,-5.20804,122.9484344329976,145.8889969799784,-3.00662,-0.76127,703.67882405,-0.0131954,2680000,5.57687,0.0023104,0.256077,12.6945,372.249,3.56242,692.935707135,241.925,-7.94611,0.00181431,18.045339834992774,-0.00835049,0.00132593,39578
1174.26,859.016,-0.00169093,1302000,16.743803024291992,-1174.54,1908.98,287.715,316.768,0.258203,0.513105,0.926842,36.9446,1901.08,0.941695,5.002788278987282,95787.82992032405,1168.77,650,167.43801879882812,-107.448,0.481791,1.09746,-6.62805,123.73867903299106,146.73388902297302,-2.39557,-0.733868,661.689355081,-0.0130654,2684000,5.26538,0.00199879,0.259196,-48.3119,216.681,3.72445,680.921135301,306.026,-10.3524,0.00191876,17.992421710994677,-0.00859267,0.00136117,39623
1335.31,908.744,-0.00260991,1304000,16.316190719604492,-1333.6,1863.55,295.798,246.154,0.241986,0.378044,0.680291,31.6827,1867.5,0.925061,4.8154079289670335,95934.49947256198,1332.12,651,163.1619110107422,-27.8521,0.104863,0.988993,-5.13242,124.21282765700016,146.75396956596524,-2.42862,-0.741182,675.218370835,-0.0133557,2688000,5.42865,0.00208437,0.251295,8.42165,161.193,3.51328,693.296428159,234.088,-8.69346,0.00178069,17.72573397999804,-0.00842246,0.00120825,39666
1287.08,799.157,-0.00282729,1306000,15.650108337402344,-1278.85,1823.32,271.809,263.328,0.303982,0.437079,0.871336,46.2189,1821.57,0.890906,4.849447791988496,96080.74647309796,1271.78,652,156.50108337402344,-123.13,0.316786,0.87313,-4.84863,123.5168850080081,146.012119135994,-3.20641,-0.742988,655.455885781,-0.0130325,2692000,7.23968,0.00161956,0.238779,-11.0062,364.277,3.52293,687.481371676,240.651,-10.1884,0.00174264,17.6457863359974,-0.00856016,0.00143132,39711
1220.85,744.315,0.000427135,1308000,16.312808990478516,-1219.8,1873.59,244.734,272.419,0.258909,0.455613,0.566965,26.4934,1876.82,0.904922,4.761257322999882,96227.81194769996,1212.29,653,163.12808227539062,-79.0958,0.194305,0.878758,-4.22476,124.30164648599748,146.94797502600704,-2.72834,-0.733311,688.953455156,-0.0128436,2696000,4.79659,0.00258132,0.24749,-80.7439,207.317,3.44387,685.05979502,256.716,-10.5632,0.00179527,17.88507121700968,-0.00851804,0.00211475,39757
1252.57,1112.66,0.000182453,1310000,17.26386260986328,-1260.98,1847.22,296.364,316.409,0.234727,0.473397,0.541074,31.8555,1861.44,0.941216,4.860567411000375,96374.43482363493,1252.74,654,172.6386260986328,-44.658,0.138793,1.06099,-5.50447,124.06376684199495,146.9328173410031,-2.33075,-0.723431,673.278750843,-0.0125274,2700000,5.29826,0.0023848,0.26076,-74.6628,284.689,3.59902,693.373972275,302.046,-7.06068,0.00178026,18.00848308800778,-0.0085151,0.00207515,39807
1235.67,839.024,-0.00168866,1312000,15.277694702148438,-1234.86,1860.74,277.574,244.596,0.282954,0.456401,0.754552,36.9477,1871.58,0.897978,4.746320472040679,96520.38764711795,1231.47,655,152.77694702148438,-45.1648,0.349983,0.693379,-5.22902,123.58930423999846,146.038070574039,-3.27584,-0.701536,680.43157714,-0.0133725,2704000,7.63677,0.00250876,0.243927,-26.5431,161.707,3.32486,671.278467414,234.448,-8.06613,0.00181552,17.702445861999877,-0.00855333,0.00217362,39857
1266.84,984.365,-0.00196837,1314000,15.790364265441895,-1271.04,1806.01,292.755,273.267,0.245005,0.398029,0.655463,38.3565,1808.58,0.96443,4.787319479975849,96666.91116934494,1260.15,656,157.9036407470703,-160.367,0.0741298,1.14975,-4.93067,123.8621183050127,146.27094910897722,-2.49729,-0.726681,680.687760317,-0.0128632,2708000,5.30837,0.00244434,0.269862,-24.7453,266.171,3.89701,694.349524042,249.531,-9.4106,0.00185369,17.62151132398867,-0.00848459,0.0016065,39900
1235.03,728.373,-0.000922083,1316000,16.102214813232422,-1236.71,1808.7,263.952,247.473,0.308196,0.392641,1.24429,35.8243,1826.97,0.935276,4.812965980978333,96813.74291209392,1231.36,657,161.0221405029297,-33.7319,0.250856,1.13643,-4.69485,124.40262511100445,147.09399826098524,-2.61373,-0.721817,690.531171578,-0.012967,2712000,8.31453,0.00256231,0.249252,-11.4486,185.734,3.77832,707.42258937,232.801,-7.9997,0.00175109,17.878407169002458,-0.00852258,0.00180287,39945
1258.73,1287.56,-0.00248422,1318000,16.935260772705078,-1252.77,1829.15,335.353,326.273,0.273801,0.591884,1.24365,23.3886,1814.34,0.915131,4.94645441902685,96961.67542583193,1248.6,658,169.35260009765625,-79.2103,0.178131,0.947149,-5.18593,125.37766190999537,147.9446320550196,-2.44845,-0.718783,687.214643877,-0.0131505,2716000,5.76005,0.0026206,0.252461,-32.0892,254.145,3.48052,711.003489209,318.201,-9.36196,0.0017294,17.620515725997393,-0.00862062,0.00174281,39996
1337.93,4401.29,-0.00137279,1320000,17.473997116088867,-1329.62,1940.83,328.504,378.498,0.271175,0.522832,1.9933,37.5237,1940.54,0.9431,4.799221448003664,97107.15900055591,1321.77,659,174.73995971679688,-99.8778,0.149324,1.25249,-5.22228,123.15052180299244,145.56252140300057,-2.61527,-0.766498,683.305593692,-0.0131455,2720000,6.82903,0.00282569,0.257427,-19.7535,344.594,3.66437,679.47749309,358.706,-10.1379,0.00173148,17.612778152004466,-0.00846663,0.000674898,40042
1306.1,690.701,-0.00143822,1322000,14.502713203430176,-1300.46,1784.78,313.597,235.352,0.293638,0.567059,0.758701,38.7813,1787.53,0.918003,4.70213215102558,97253.67529690791,1294.54,660,145.02713012695312,-61.3571,0.528189,1.06801,-5.77999,124.06954942099401,146.30977635901945,-2.19947,-0.747303,675.090561094,-0.0129534,2724000,5.85869,0.00235627,0.241766,-109.258,210.087,3.43203,698.574517443,215.408,-10.0832,0.00187561,17.538094786999864,-0.00850038,0.00258215,40087
1164.49,907.159,-0.00086791,1324000,17.595304489135742,-1160.98,1849.33,277.997,351.797,0.266554,0.44289,0.431185,33.7351,1846.94,0.926181,4.857783850005944,97399.76671283491,1157.77,661,175.95303344726562,-39.7149,0.301581,0.984286,-5.04609,123.64936465400388,146.25612568600627,-2.82225,-0.723552,694.084837512,-0.0130264,2728000,5.46461,0.00320032,0.252169,-66.9198,180.28,3.82684,697.036566826,343.722,-8.2017,0.0017786,17.74897718199645,-0.00864,0.00195684,40136
1203.24,1128.99,-0.00284529,1326000,16.106117248535156,-1194.27,1805.62,278.2,247.143,0.281573,0.510295,0.655171,26.2192,1781.25,0.927741,4.775229058999685,97545.25922300389,1188.21,662,161.06117248535156,-64.5896,0.0814763,1.07547,-4.41892,123.0432227459969,145.4072614040051,-2.85236,-0.728433,675.572374722,-0.0131,2732000,4.8882,0.00302792,0.251368,-140.666,263.083,3.49551,695.125092166,230.231,-8.05971,0.00182919,17.588809599008528,-0.0085768,0.00228421,40185
1314.7,832.312,-0.000728077,1328000,15.407325744628906,-1317.28,1905.01,313.372,262.993,0.268965,0.559869,0.986439,54.4727,1921.73,0.956546,4.867672122956719,97692.54114859583,1310.84,663,154.07325744628906,-18.479,0.161305,1.19797,-8.62269,124.19443327799672,146.74062846094603,-2.57103,-0.741329,665.260459438,-0.0130465,2736000,7.0993,0.00204411,0.262031,-18.8369,277.603,3.71784,690.889221494,249.4,-10.242,0.00185988,17.678523059992585,-0.00857859,0.00153524,40233
1238.19,680.318,-0.00414393,1330000,15.176559448242188,-1237.28,1871.38,312.934,254.318,0.324265,0.530572,0.602271,32.7361,1868.05,0.876667,4.773942626052303,97838.76882142187,1234.36,664,151.76559448242188,-32.715,0.248771,0.796583,-4.80106,123.5769226019911,146.575156490042,-3.11715,-0.710983,659.777235037,-0.0130871,2740000,4.62369,0.00281073,0.242081,-75.4573,256.918,3.32795,698.516284892,246.115,-8.86122,0.00165645,18.224291261998587,-0.00872643,0.00220971,40281
1315.73,896.593,-0.00113893,1332000,16.092435836791992,-1309.14,1840.94,343.487,272.579,0.276145,0.517448,1.41985,37.8527,1845.86,0.93985,4.909176191009465,97985.36053317285,1302.01,665,160.9243621826172,-40.2317,0.286719,1.24259,-6.806,123.76581030798843,146.55589948299166,-2.84575,-0.761627,693.49747698,-0.0129341,2744000,5.75183,0.00246489,0.251408,-34.2761,333.859,3.80751,697.68582042,250.227,-10.373,0.00185737,17.880912983993767,-0.00847605,0.00251757,40326
1098.68,2803.9,-0.00165566,1334000,19.031829833984375,-1098.01,1813.82,231.296,339.818,0.264624,0.516407,0.460042,29.9992,1808.7,0.943688,4.768287942992174,98131.96335617585,1095.12,666,190.31829833984375,-71.0581,0.490932,1.07697,-5.2954,123.99244775799161,146.68223574398144,-2.5895,-0.715883,676.54073533,-0.01303,2748000,4.31334,0.00216321,0.256951,-76.1166,202.516,3.47298,696.239976629,338.96,-8.86838,0.00178567,17.92150004299765,-0.00837119,0.00251871,40371
1228.4,950.109,-0.000889902,1336000,15.27672290802002,-1228.02,1834.5,260.205,245.74,0.350406,0.507993,0.637739,47.9627,1831.96,0.907904,4.845126864020131,98278.33583185486,1221.56,667,152.76722717285156,-28.3577,0.366354,0.972053,-9.6518,123.68609382498835,146.37752347900823,-2.36114,-0.718462,715.347425559,-0.0130999,2752000,5.75616,0.00279163,0.24944,-31.8212,219.608,3.73203,701.168857299,231.843,-9.62867,0.00187381,17.846302789999754,-0.00859157,0.00190427,40423
1154.7,816.755,-0.00174664,1338000,17.729368209838867,-1151.53,1825.53,255.801,351.788,0.248273,0.535325,0.674368,33.1816,1808.42,0.930072,4.923945579022984,98424.5929016889,1148.12,668,177.29368591308594,-71.2956,0.718174,0.893232,-6.07793,123.67086599599861,146.44044150802074,-2.89548,-0.720702,726.39266564,-0.0135349,2756000,6.65362,0.00213195,0.254566,-81.6404,319.637,3.6316,698.335689452,348.254,-9.45451,0.00177174,17.845629932999145,-0.00851435,0.00245715,40470
1285.27,853.733,-0.000753601,1340000,16.50844383239746,-1281.01,1860.28,285.502,250.048,0.27328,0.38895,0.817919,38.133,1862.11,0.931011,4.868203360005282,98570.35339761188,1275.49,669,165.08444213867188,-73.4641,0.130808,1.21812,-5.24405,123.1680017799954,145.70280237699626,-3.48064,-0.743647,702.402084922,-0.0132898,2760000,6.97361,0.00255422,0.250024,-12.4048,213.957,3.7753,698.742744458,233.158,-9.5352,0.00178627,17.666597236995585,-0.00862075,0.00119875,40511
1248.5,832.984,-0.00237131,1342000,17.663658142089844,-1249.26,1857.29,268.74,344.658,0.26293,0.451451,0.583737,31.0229,1861.11,0.924649,4.831253181997454,98716.0205432079,1240.34,670,176.63658142089844,-41.3146,0.177275,1.15297,-5.56907,123.32170097000198,145.88173211600224,-2.64725,-0.742494,670.217902939,-0.0139993,2764000,4.64032,0.00233748,0.25572,4.5192,225.327,3.44314,700.874981095,331.466,-10.9204,0.00166676,17.728777964002802,-0.00842156,0.000881422,40561
1268.96,1105.47,-0.00247743,1344000,15.492095947265625,-1275.27,1898.95,284.211,263.397,0.310356,0.689519,1.1902,26.256,1914.5,0.901761,4.879002085013781,98861.83335929194,1270.96,671,154.92095947265625,-150.41,0.208907,1.00933,-5.50404,123.39048159400409,145.78800895401218,-2.90947,-0.745669,718.766344835,-0.0133835,2768000,4.25296,0.00213393,0.247661,-38.814,209.275,3.34042,702.3769666,251.862,-11.8798,0.00177372,17.518525274994317,-0.00851724,0.00131242,40606
1221.29,734.01,-0.00193413,1346000,16.201379776000977,-1219.97,1861.52,282.265,251.148,0.313703,0.474532,0.574567,30.6524,1857.62,0.894824,4.805201447001309,99009.29716432292,1215.59,672,162.0137939453125,-39.3279,0.0994175,0.819107,-4.64973,124.92055588700168,147.27354934100003,-2.90176,-0.71756,727.768794171,-0.0134316,2772000,4.77305,0.00289913,0.24358,-26.4159,182.689,3.26425,712.843689812,243.465,-8.29446,0.00187982,17.547792006997042,-0.00860671,0.0020095,40656
1187.75,893.962,-0.00116336,1348000,17.140522003173828,-1191.39,1866.7,256.698,354.835,0.324762,0.373654,0.664867,31.8339,1879.47,0.922198,4.84758257001522,99156.6132116279,1183.32,673,171.40521240234375,-38.3101,0.156597,1.08866,-4.69073,124.73176815200713,147.32189093301713,-2.79126,-0.725355,685.646420878,-0.0125014,2776000,4.44152,0.00319892,0.244894,-3.9875,170.975,3.55499,688.618553167,345.767,-9.70811,0.00177637,17.742540210994775,-0.00853776,0.00270156,40708
1252.09,803.477,-0.00229956,1350000,15.960375785827637,-1250.05,1828.86,272.951,285.182,0.310876,0.489379,0.544194,24.9962,1831.64,0.896226,4.87511564399756,99303.24439916892,1249.15,674,159.603759765625,-40.2204,0.0944211,0.885144,-4.61851,123.984310431013,146.60040468700754,-2.75578,-0.719858,693.401508997,-0.013873,2780000,4.92325,0.00279333,0.252303,-53.6087,154.48,3.36502,704.244956283,277.079,-8.39738,0.00174048,17.74097861199698,-0.00869819,0.00204663,40755
1340.1,903.444,-0.00200599,1352000,15.387084007263184,-1338.6,1934.84,287.121,275.712,0.291999,0.673304,0.686296,31.119,1933.93,0.892165,4.830350518008345,99449.19973700593,1330.4,675,153.87083435058594,-88.1931,0.167031,0.955721,-6.4666,123.26512465400447,145.87178194802254,-3.03721,-0.757586,704.091859579,-0.0131227,2784000,5.41249,0.00272036,0.25911,-3.77848,205.16,3.36661,707.681387073,258.286,-9.43096,0.00180425,17.776306776009733,-0.00845807,0.00214354,40804
1347.91,795.109,-0.00160316,1354000,14.518561363220215,-1354.25,1827.18,285.668,234.261,0.277958,0.570931,0.483947,35.9886,1843.74,0.917584,4.938534006985719,99595.73530462291,1352.21,676,145.18560791015625,-43.8504,0.380914,0.946328,-5.68954,124.02637402300024,146.82923985098023,-2.59434,-0.718393,709.817557276,-0.0132268,2788000,6.57196,0.00284302,0.241935,-56.8268,273.607,3.50901,709.756028994,218.072,-9.21223,0.00182063,17.864331820994266,-0.00854489,0.00254967,40848
1217.39,941.404,-0.00181498,1356000,17.32378578186035,-1215.72,1871.21,279.109,341.038,0.29032,0.561651,0.89528,34.3463,1876.47,0.919324,4.709684108005604,99741.57240997192,1208.82,677,173.23785400390625,-77.9665,0.129818,0.967683,-5.10131,123.52097557899833,145.80562589601323,-2.52978,-0.723462,682.681502167,-0.0132336,2792000,5.05767,0.00261202,0.253284,-18.1699,179.248,3.55256,698.685975549,328.965,-11.0543,0.00180322,17.57496620900929,-0.00842321,0.00179038,40897
1162.73,945.83,-0.00202433,1358000,17.97736167907715,-1162.95,1801.84,276.078,286.665,0.336574,0.407707,0.918071,33.3703,1801.7,0.914378,4.890834389007068,99888.72792326195,1155.9,678,179.7736053466797,-59.7013,0.253149,1.11559,-3.7198,124.2568981420045,146.7587937910139,-2.7068,-0.721576,671.09339191,-0.0130823,2796000,4.94622,0.0023091,0.247692,-30.3422,347.856,3.53988,680.706330216,278.723,-11.365,0.00174737,17.611061260002316,-0.00855884,0.0016028,40941
1251.5,1028.05,-0.00274149,1360000,17.5937442779541,-1251.06,1909.52,293.523,324.842,0.30037,0.579451,0.849456,30.5934,1918.18,0.927812,4.856461401970591,100035.8613117029,1242.19,679,175.93743896484375,-150.103,0.18648,0.998672,-4.81683,124.63572393100185,147.50418333696143,-2.39588,-0.704233,692.459669679,-0.0141181,2800000,4.8464,0.00277877,0.253694,-33.7648,365.416,3.62231,701.182435513,310.773,-8.29817,0.00166109,18.011998003988992,-0.00853338,0.00277356,40983
1241.17,870.845,-0.00215868,1362000,14.892041206359863,-1237.17,1766.71,263.999,255.441,0.259167,0.519853,0.938587,44.4317,1778.39,0.943199,4.81604688699008,100181.71306613888,1229.69,680,148.92041015625,-33.5597,0.52123,1.02761,-6.16744,123.28810007499123,145.749924394986,-2.85398,-0.709839,708.66825111,-0.0132866,2804000,7.6084,0.00188023,0.248788,-26.2235,242.583,3.74223,687.259977167,227.467,-12.9521,0.00183996,17.645777433004696,-0.0084689,0.00324304,41025
1183.64,960.022,-0.00224432,1364000,16.43654441833496,-1186.91,1805.17,247.197,295.752,0.29135,0.378147,0.856308,43.0899,1816.53,0.908334,4.938668784947367,100328.70187330683,1179.14,681,164.36544799804688,-65.3213,1.13473,0.836945,-7.18745,123.99169066498871,146.68231507693417,-2.55544,-0.716163,666.605906194,-0.013136,2808000,5.42431,0.00198972,0.239301,-97.7149,456.018,3.54142,706.16943319,280.36,-8.97974,0.00177364,17.751955626998097,-0.00855985,0.00191539,41073
1311.79,1061.7,-0.000601463,1366000,16.79749870300293,-1311.16,1869.99,308.44,303.593,0.284028,0.614924,0.759711,46.5612,1873.99,0.915699,4.947759472983307,100475.42772893178,1309.69,682,167.97499084472656,-19.1782,0.0276109,1.11819,-6.20132,123.89030282199383,146.9009351159766,-2.34751,-0.758665,664.93340994,-0.0131451,2812000,5.03579,0.00254512,0.250512,-139.408,229.071,3.38438,711.867306112,301.288,-8.58428,0.00175242,18.062872820999473,-0.00845969,0.00157351,41129
1312.43,1045.57,-0.0022091,1368000,16.19471549987793,-1312.36,1843.1,308.608,267.922,0.278214,0.481851,0.586627,31.0854,1842.12,0.89478,4.747817979005049,100622.60670940476,1305.64,683,161.94715881347656,-31.9654,0.136067,0.973513,-4.61548,124.4134290459915,147.0536218539928,-2.84036,-0.749634,704.436860413,-0.012978,2816000,5.58463,0.00218656,0.247547,-65.599,180.438,3.2705,692.89875525,255.637,-8.51791,0.00175433,17.892374828996253,-0.00855956,0.00136607,41174
1292.92,879.541,-0.00205921,1370000,15.753990173339844,-1295.99,1898.05,279.988,265.774,0.324988,0.635504,0.45907,37.0406,1905.58,0.933746,4.950039087983896,100768.47070544073,1288.14,684,157.53990173339844,-70.6156,0.251219,1.13161,-5.03341,123.02102224499686,145.99342640896793,-2.17565,-0.715943,701.897978697,-0.0129733,2820000,6.38956,0.00283447,0.243948,-81.0867,187.393,3.65847,693.696375833,244.755,-9.32561,0.00177211,18.02236507598718,-0.00835885,0.00179372,41222
1266.94,929.597,-0.0022845,1372000,15.811896324157715,-1274.37,1850.12,276.487,263.883,0.265544,0.500783,0.88117,31.4573,1866.3,0.915032,4.783363033042406,100914.28020381481,1264.67,685,158.11895751953125,-17.6704,0.177077,0.951518,-4.5417,122.95942629800993,145.6402394210454,-2.44101,-0.73408,695.938864377,-0.0132891,2824000,6.19123,0.00236831,0.249615,-23.7411,240.664,3.43077,700.039567995,247.03,-9.96993,0.00172594,17.89745008999307,-0.00851926,0.00128618,41272
1331.14,872.169,-0.00323412,1374000,15.705606460571289,-1327.68,1869.96,296.282,290.693,0.304793,0.568228,0.755585,31.1899,1864.82,0.9325,4.797063421036,101060.03308617782,1319.68,686,157.05606079101562,-147.772,0.454332,1.2259,-4.52233,122.68362932300079,145.5521320200496,-2.43012,-0.750669,700.185603085,-0.0131651,2828000,6.02113,0.00259078,0.262613,-51.7547,214.442,3.60977,704.834793594,271.242,-7.94924,0.00179009,18.071439276012825,-0.00856777,0.00109744,41320
1264.32,1077.61,-0.00295993,1376000,17.2696475982666,-1260.64,1885.87,323.854,360.888,0.316616,0.511774,0.765681,31.0804,1883.73,0.944781,4.830179335986031,101206.26122352382,1257.2,687,172.69647216796875,-151.625,0.364855,1.20414,-4.91472,123.87843120600155,146.9853464949847,-2.39419,-0.72626,711.804324898,-0.0124877,2832000,5.26279,0.00237357,0.262713,-121.576,258.872,3.72583,719.852485193,353.256,-8.75307,0.00176073,18.276735952997115,-0.00849166,0.001817,41365
1239.91,606.19,-0.0024542,1378000,16.08234214782715,-1243.8,1762.58,279.505,296.915,0.297388,0.494906,0.459982,39.7745,1774.08,0.905275,4.800869199010776,101352.50038246883,1236.64,688,160.82342529296875,-23.5911,0.130977,0.878916,-5.46248,123.62537985399831,145.95026669501385,-2.36013,-0.715957,714.754649636,-0.0127274,2836000,5.62911,0.0027256,0.244406,-55.7448,163.738,3.34887,713.557950588,287.717,-7.76244,0.00171807,17.524017642004765,-0.0085433,0.00139064,41409
1246.33,1000.6,-0.00333748,1380000,15.821846008300781,-1247.12,1932.07,294.907,283.093,0.28423,0.694574,1.14239,34.7899,1940.15,0.924453,4.895631744991988,101499.23743212882,1241.31,689,158.2184600830078,-145.857,0.113484,1.07714,-4.77812,124.09588999699918,146.80883090000134,-3.01543,-0.739266,684.05564501,-0.013214,2840000,5.03958,0.0024982,0.246916,-74.631,247.96,3.54599,713.780188038,266.623,-10.2031,0.0018116,17.817309158010175,-0.00854077,0.00223509,41456
