V Predictions Mean,QF Loss,R Predictions Max,Number of train steps total,KL Loss,Policy Loss,V Predictions Max,RF Loss,Q Predictions Std,Policy mu Mean,Z mean eval,Z mean train,Log Pis Max,Q Predictions Max,Policy mu Std,Sample Time (s),Total Train Time (s),Q Predictions Mean,Epoch,KL Divergence,Q Predictions Min,Policy log std Max,Log Pis Mean,Policy mu Min,Train Time (s),Epoch Time (s),Policy log std Min,Policy log std Mean,AverageReturn_all_test_tasks,R Predictions Min,Number of env steps total,Policy mu Max,Z variance eval,Policy log std Std,V Predictions Min,VF Loss,Log Pis Std,AverageReturn_all_train_tasks,V Predictions Std,Log Pis Min,R Predictions Std,(Previous) Eval Time (s),R Predictions Mean,Z variance train,Number of rollouts total
734.708,455.587,-0.000959918,488000,13.934597969055176,-731.602,987.925,108.864,155.352,0.31022,0.457991,0.582248,34.7676,999.966,0.754788,4.975258318998385,36195.59466687799,723.182,243,139.34597778320312,-36.4226,0.412248,-0.62598,-6.38629,122.85833861099673,146.57918197398976,-2.59462,-0.573862,374.787400398,-0.0137325,1056000,5.24891,0.00434757,0.225865,-73.9434,139.337,3.49535,381.631931213,139.991,-10.7714,0.00203429,18.74558504399465,-0.00823395,0.0057793,21280
727.172,368.844,-0.00130471,490000,13.806012153625488,-721.995,974.849,108.958,172.882,0.364162,0.534541,0.494201,35.8498,968.572,0.744164,4.9438367529946845,36342.24672418698,715.187,244,138.06011962890625,-62.7015,0.906476,-0.503455,-3.69899,123.24756599999819,146.58050662498863,-2.4781,-0.571393,416.182082024,-0.0129534,1060000,7.57508,0.00329526,0.227314,-15.036,183.53,3.49816,381.444417568,158.977,-10.4938,0.00207646,18.389103871995758,-0.008167,0.00699972,21321
729.501,451.261,-0.00145482,492000,14.501527786254883,-726.827,964.032,116.655,147.293,0.289217,0.749556,0.522149,28.0644,956.781,0.755522,4.978007858982892,36488.701072479955,717.39,245,145.01527404785156,-178.685,0.212509,-0.680671,-3.24642,122.9983455440015,146.43887863298733,-2.38453,-0.540652,356.282747123,-0.0128572,1064000,4.4795,0.00308851,0.23013,-8.25325,114.953,3.24691,365.249715175,128.819,-9.46311,0.00205537,18.46252523000294,-0.0081901,0.00383281,21364
727.906,394.168,-0.00148211,494000,13.912062644958496,-726.952,1015.83,83.0988,159.698,0.34653,0.479786,0.731003,35.8812,1015.41,0.758737,4.929921242001001,36635.90060869196,720.199,246,139.12062072753906,-42.8434,0.161722,-0.464015,-5.66232,123.82545598800061,147.2352408000006,-2.64614,-0.575228,375.990502529,-0.0129942,1068000,5.54205,0.00374466,0.236323,-45.0136,149.952,3.53149,355.414802732,145.84,-10.3811,0.00199035,18.479863569998997,-0.00803689,0.00267137,21407
720.922,573.74,-0.00218162,496000,15.337201118469238,-719.754,1017.53,84.4248,173.096,0.295731,0.772088,1.09309,37.2285,1012.93,0.76071,4.8890331919974415,36782.42334321595,711.727,247,153.37200927734375,-49.423,0.416798,-0.736115,-4.00368,123.32647068599908,146.6615787119954,-2.97161,-0.527783,364.433826693,-0.0132757,1072000,8.26228,0.00419014,0.240306,-49.1404,175.38,3.38357,352.363916597,162.243,-8.61721,0.00195514,18.446074833998864,-0.00814063,0.00458766,21447
766.91,466.548,-0.00185294,498000,13.200533866882324,-767.008,992.987,96.7336,154.067,0.338748,0.556109,0.998651,35.9922,997.703,0.743913,4.8090049020102015,36928.56598517695,755.565,248,132.00534057617188,-38.5546,0.0715925,-0.638949,-5.65371,123.13256917700346,146.25094240000908,-2.28172,-0.567842,334.285035536,-0.0132326,1076000,6.35181,0.00425706,0.213232,-38.2195,119.556,3.4647,382.149802571,126.642,-8.12631,0.00202574,18.309368320995418,-0.00822408,0.00448824,21488
763.303,467.085,-0.00169508,500000,14.090222358703613,-760.731,1015.01,113.633,164.226,0.27323,0.510095,0.42124,40.2789,1020.17,0.782423,4.849594917992363,37074.512491167945,751.131,249,140.9022216796875,-46.2466,0.157394,-0.528693,-5.65453,123.04331057099625,146.09540584698698,-2.80005,-0.56172,428.934813319,-0.0130605,1080000,4.92285,0.00463446,0.245905,-39.0227,149.091,3.68084,391.256995452,139.749,-9.80996,0.00204045,18.20250035799836,-0.00826955,0.00587955,21530
737.981,378.529,-0.0018276,502000,13.969697952270508,-736.044,986.071,106.753,167.446,0.322395,0.577238,0.891326,39.6299,1024.43,0.766239,4.838948399970832,37221.11114199792,724.516,250,139.6969757080078,-66.1152,0.234412,-0.559277,-4.52826,123.36245174099895,146.25690822897013,-2.63436,-0.562568,397.231621469,-0.0128133,1084000,5.49388,0.00355621,0.22966,-28.5479,109.345,3.55401,416.459590111,148.288,-10.0663,0.0020283,18.05550808800035,-0.00811317,0.00414297,21572
738.506,485.432,-0.00144319,504000,14.822473526000977,-739.311,979.156,101.409,161.118,0.321037,0.590523,1.09844,35.2786,983.368,0.76565,4.805258721979044,37368.0973463829,730.473,251,148.2247314453125,-27.4428,0.161182,-0.530703,-3.90689,124.11290539900074,147.3172113869805,-2.68378,-0.572389,436.407797832,-0.0135387,1088000,5.14572,0.00483518,0.243028,-49.4739,108.65,3.57877,407.633023964,140.696,-10.2792,0.00214727,18.399047266000707,-0.00825586,0.00341899,21612
757.238,477.635,-0.00198402,506000,14.211455345153809,-758.367,982.648,107.941,156.804,0.370185,0.509464,0.605515,36.4484,986.841,0.76067,4.885648227005731,37514.97913683192,746.31,252,142.1145477294922,-23.1405,0.278796,-0.404141,-5.54637,123.73901402800402,146.69451665700763,-3.01237,-0.574918,433.186684233,-0.013448,1092000,4.45544,0.00449088,0.234315,-45.1314,126.077,3.50396,422.78281237,138.265,-15.4338,0.00209248,18.069854401997873,-0.00816581,0.00617904,21654
740.694,415.003,-0.00137664,508000,13.644699096679688,-742.834,999.631,119.488,171.504,0.291104,0.475498,0.553738,35.653,999.2,0.779447,4.838228000990057,37660.6510388969,732.599,253,136.44699096679688,-22.109,0.19325,-0.464361,-4.78172,122.78559125299944,145.88276053399022,-2.60641,-0.580543,437.130840154,-0.0134796,1096000,7.2289,0.0048151,0.236518,-28.3471,226.848,3.66217,431.066650298,151.744,-9.25868,0.00208992,18.258941280000727,-0.00818504,0.00527282,21695
769.605,402.647,-0.0012601,510000,14.154988288879395,-767.152,998.058,123.948,144.557,0.34554,0.467425,0.709993,30.2187,999.366,0.744014,4.886368563020369,37807.13820187991,759.604,254,141.5498809814453,-47.1217,0.129251,-0.54889,-4.06337,123.66616615300154,146.6023463890233,-2.91101,-0.576978,466.85705,-0.0136447,1100000,4.53703,0.00591817,0.237242,-30.8639,130.391,3.31878,444.682685837,123.277,-10.8663,0.00206522,18.049811673001386,-0.00833901,0.00495762,21736
763.659,425.37,-0.00138125,512000,13.79265022277832,-757.157,999.862,117.063,162.201,0.349594,0.293853,0.6954,37.1205,1001.47,0.780651,4.892948453998542,37952.952500046915,750.746,255,137.92649841308594,-70.2596,0.16957,-0.369656,-4.57149,122.62093547000404,145.4503534290052,-2.70889,-0.571901,441.08532258,-0.0136829,1104000,5.81516,0.0066536,0.23556,-22.155,146.279,3.82208,411.893164185,143.617,-8.20732,0.00205941,17.936469505002606,-0.0082448,0.00571586,21778
783.396,417.387,-0.00225728,514000,12.974461555480957,-781.711,1001.72,115.681,151.888,0.326185,0.552425,0.789597,39.4613,991.141,0.744765,4.987389816014911,38099.011034799936,772.549,256,129.74461364746094,-11.7706,0.0643069,-0.602099,-4.50391,122.80445414900169,146.094164981012,-2.64243,-0.569695,419.930165189,-0.0135195,1108000,5.20144,0.00446044,0.22626,-39.9637,136.743,3.64122,403.162331609,132.018,-10.4524,0.0019654,18.302321015995403,-0.00834514,0.00557224,21819
795.703,419.148,-0.00217567,516000,15.060572624206543,-795.731,1101.31,100.834,142.528,0.327001,0.63244,0.458841,36.7985,1093.39,0.760969,4.9673294740132405,38245.22530207895,788.263,257,150.60572814941406,-40.8973,0.0621897,-0.443854,-4.76039,123.25844132099883,146.49424471501698,-2.73721,-0.57488,474.61252389,-0.0134573,1112000,5.39812,0.00556975,0.223403,-1.35511,193.599,3.39002,434.51828382,122.364,-9.53856,0.00200554,18.268473920004908,-0.00821265,0.00464394,21862
777.369,412.09,-0.00137744,518000,14.29917049407959,-778.76,1040.05,103.638,157.279,0.307645,1.26316,1.01646,27.6988,1032.98,0.74327,4.934460742006195,38391.742330994944,767.398,258,142.99169921875,-44.8537,0.22603,-0.618446,-3.72352,123.19350565999775,146.1184531480103,-2.55486,-0.572116,386.806906417,-0.0135019,1116000,4.29033,0.00264249,0.231496,-19.2088,113.503,3.1969,390.332248387,140.337,-10.6592,0.00208581,17.990486746006354,-0.0084105,0.00277682,21904
734.403,956.285,-0.00159133,520000,15.09323787689209,-735.579,1057.76,119.072,180.28,0.269569,0.31399,1.06091,31.693,1070.03,0.793464,4.834291582970764,38538.17592431093,728.072,259,150.932373046875,-22.9242,0.17959,-0.476283,-3.81374,123.8661147610037,147.09141898796952,-2.52578,-0.563371,445.646677312,-0.0123431,1120000,4.61278,0.00545239,0.232574,-48.2355,120.281,3.48735,424.867415307,172.302,-8.84281,0.00197574,18.391012643995055,-0.00827212,0.00347485,21945
743.123,426.111,-0.00132686,522000,14.40460205078125,-739.95,1015.53,114.759,176.216,0.274412,0.453105,0.363403,28.8586,1005.62,0.785843,4.951097637000203,38684.629243754935,730.619,260,144.0460205078125,-102.201,0.146287,-0.4044,-3.96065,123.27229834500031,145.95835570200143,-2.55102,-0.576035,400.797641752,-0.0135117,1124000,4.47734,0.00391049,0.240858,-36.1041,143.588,3.66424,404.898097514,160.815,-12.3957,0.00194059,17.734959720000916,-0.00831326,0.003737,21987
735.487,359.06,-0.00160721,524000,14.777383804321289,-737.841,1040.64,117.641,176.011,0.330383,0.512298,0.419723,27.1923,1044.52,0.76226,4.907855427998584,38830.60830956493,726.415,261,147.77383422851562,-84.5408,0.184703,-0.396804,-5.97371,122.93628131700098,146.076028260999,-2.61525,-0.583576,428.560148949,-0.012886,1128000,4.28621,0.00397694,0.229305,-30.587,101.397,3.34039,413.330635216,156.611,-9.99045,0.00202709,18.23189151599945,-0.00825597,0.003918,22027
773.309,463.617,-0.00171553,526000,13.505615234375,-776.896,1037.97,119.503,154.72,0.336134,0.340913,0.669546,33.9481,1050.33,0.756756,4.861878700998204,38977.006931212934,768.642,262,135.05615234375,-116.546,0.133851,-0.431555,-5.30351,123.40238967999903,146.40119920299185,-2.28206,-0.567611,463.812050326,-0.0127667,1132000,4.41717,0.00471955,0.224871,-32.6888,110.966,3.31244,464.983875379,140.896,-10.9823,0.00202573,18.13693082199461,-0.00822336,0.0039857,22067
809.672,428.836,-0.00154919,528000,13.978120803833008,-813.859,1075.1,137.164,171.568,0.316247,0.765216,0.67113,35.4022,1073.46,0.79159,4.861877805000404,39123.23755276894,800.266,263,139.7812042236328,-25.5711,0.678737,-0.283132,-4.36126,123.21371231700323,146.21182173100533,-2.52772,-0.597171,405.00438455,-0.0133007,1136000,5.10438,0.00387966,0.238866,-12.0039,130.043,3.54584,422.984512302,148.042,-8.41185,0.0020044,18.136231609001698,-0.00828654,0.00364681,22108
764.395,520.045,-0.00137591,530000,13.395543098449707,-766.579,1092.45,116.326,180.653,0.257699,0.466489,0.777825,37.087,1098.9,0.824709,4.852557524995063,39270.58686144693,757.862,264,133.95542907714844,-37.5735,0.0908685,-0.228722,-5.14515,124.11001086499891,147.11945036499674,-3.02443,-0.584521,413.456618925,-0.0132549,1140000,5.24657,0.00452764,0.236155,-52.4199,166.835,3.88015,433.385429776,163.553,-12.3869,0.00202122,18.15688197500276,-0.00842097,0.00790456,22150
762.886,702.002,-0.00243505,532000,14.93765926361084,-761.487,1021.42,121.322,166.894,0.293981,0.708835,0.602123,33.7171,1024.69,0.798103,4.817180351004936,39417.710912291936,752.992,265,149.3765869140625,-37.672,0.556313,-0.37608,-5.3411,124.4950194310004,147.70089438099967,-2.39207,-0.560412,415.654699387,-0.0135766,1144000,4.67324,0.00471151,0.23097,-38.0896,112.249,3.5203,418.54595612,149.604,-10.5377,0.00195789,18.388694598994334,-0.0081421,0.00499626,22192
764.311,337.639,-0.00293967,534000,14.817418098449707,-768.247,1014.75,116.471,151.506,0.265976,0.522416,0.51759,32.5601,1026.76,0.756106,4.90043809699273,39564.487466961924,759.569,266,148.17417907714844,-56.7765,0.171956,-0.762757,-5.71875,123.6562477349944,146.37064615298732,-2.98774,-0.555711,492.633790833,-0.0129308,1148000,5.79649,0.0055719,0.222664,-48.4814,94.4314,3.27367,468.59746049,136.984,-9.4868,0.00192289,17.813960321000195,-0.00812245,0.00422022,22235
772.283,542.839,0.000185297,536000,15.53351879119873,-774.058,983.936,115.892,153.766,0.368743,0.470426,0.540551,28.3877,998.24,0.788993,4.924837093007227,39711.35233624693,763.37,267,155.33518981933594,-45.7636,0.172283,-0.101425,-4.44789,123.88370433099772,147.03026119400602,-2.60697,-0.602532,455.179143335,-0.0131442,1152000,5.03675,0.00554699,0.222913,-40.6324,119.224,3.48505,455.084490615,132.46,-10.0061,0.00206568,18.221719770001073,-0.00830022,0.00344573,22279
831.346,386.82,-0.00247648,538000,12.907092094421387,-830.81,1069.92,107.627,145.753,0.33039,0.579883,0.520438,35.6585,1072.67,0.772091,4.85706984900753,39858.77240718893,821.481,268,129.0709228515625,-34.3605,0.265526,-0.455711,-4.21409,123.75905281800078,146.67447911900672,-3.01561,-0.554984,447.753861427,-0.013367,1156000,5.16198,0.00447976,0.236078,-23.9863,181.118,3.45992,459.015321535,120.182,-10.5203,0.00201623,18.058356451998407,-0.00838162,0.00384915,22321
790.051,455.237,-0.00126711,540000,13.365427017211914,-790.826,1072.29,142.616,171.705,0.320295,0.348131,0.621736,29.4485,1075.46,0.753793,5.035355302985408,40004.98829840193,781.156,269,133.65426635742188,-59.5158,0.544325,-0.610015,-4.94604,122.94919610000215,146.7904335509811,-2.71079,-0.560249,482.173030215,-0.0129603,1160000,5.27771,0.00291407,0.234358,-44.0065,141.933,3.44584,476.333949416,157.123,-9.72394,0.00204455,18.805882147993543,-0.00818588,0.00309728,22362
836.592,561.745,-0.00133881,542000,14.563948631286621,-833.681,1085.42,143.205,165.441,0.30991,0.687055,0.819791,35.7012,1080.57,0.814923,4.890406860991789,40149.73713571991,820.699,270,145.6394805908203,-75.9906,0.526648,-0.216474,-7.67894,121.89554747699731,145.01974017698376,-3.00169,-0.574055,505.431313735,-0.0129868,1164000,5.15047,0.00360188,0.24884,-39.7774,299.357,3.70338,469.664489814,139.817,-9.23565,0.00204018,18.233785838994663,-0.00830827,0.004318,22405
766.966,405.374,-0.00135419,544000,15.758316040039062,-770.853,1035.55,124.168,182.599,0.250329,0.544728,1.01755,22.7306,1038.39,0.802378,4.844471725999028,40295.4421308519,764.221,271,157.58316040039062,-45.0191,0.125374,-0.385454,-3.96002,123.007121912,145.81642704299884,-2.71854,-0.575547,472.24734418,-0.0128171,1168000,5.19292,0.00401753,0.249242,-33.3452,122.741,3.4054,475.830862472,169.839,-8.90868,0.00194584,17.96483340499981,-0.0083036,0.00324256,22446
792.23,477.267,-0.00207082,546000,14.45421314239502,-790.717,1090.06,130.883,189.864,0.328832,0.554775,1.00998,28.5305,1095.65,0.774778,4.949888349983667,40441.63796352089,781.707,272,144.54212951660156,-68.0577,0.303241,-0.406944,-3.34639,123.25164416599728,146.0570396849871,-3.16134,-0.581886,511.575298638,-0.013307,1172000,5.66246,0.00338846,0.237349,-50.0828,148.179,3.5725,490.075346904,170.188,-10.2531,0.00197099,17.85550716900616,-0.0083788,0.00605222,22487
819.391,399.004,-0.0025224,548000,13.239027976989746,-822.292,1049.42,164.696,155.982,0.320419,0.508831,0.807511,30.3097,1048.3,0.746886,4.866868879995309,40588.28065029888,810.371,273,132.39027404785156,-50.0873,0.356608,-0.570416,-4.91252,123.85360986100568,146.71653255399724,-2.77839,-0.581187,495.715229134,-0.0134045,1176000,5.46123,0.00499605,0.235614,-55.6716,128.684,3.36382,469.100636931,134.974,-10.167,0.00194052,17.99605381299625,-0.00824283,0.00473215,22528
847.57,445.025,-0.00183989,550000,14.438899040222168,-844.512,1126.52,95.1852,154.795,0.352408,0.291509,0.835349,28.0436,1125.9,0.78449,4.88576117798948,40735.07940368387,833.1,274,144.3889923095703,-64.6805,0.200542,-0.3197,-4.17345,123.87283417199797,146.68279793098918,-2.60737,-0.581208,473.897254519,-0.01334,1180000,4.724,0.00415023,0.23488,-8.31658,133.048,3.36804,501.991365565,130.115,-10.2197,0.00197722,17.924202581001737,-0.00840134,0.00440939,22572
846.324,443.133,-0.00218243,552000,13.573402404785156,-843.463,1152.95,108.055,163.879,0.318658,0.53132,0.56977,35.6445,1151.7,0.812859,4.893966704017657,40881.68895048788,832.48,275,135.73402404785156,-28.9508,0.139698,-0.240218,-6.27434,123.40149687299709,146.33768254901224,-3.39002,-0.567299,486.399507946,-0.0133009,1184000,6.52953,0.00424531,0.249587,-44.8873,132.471,3.67304,500.429624579,144.706,-11.5311,0.00186481,18.0422189719975,-0.00835267,0.00485265,22615
825.812,448.251,-0.00262393,554000,12.979728698730469,-827.253,1089.88,110.429,174.101,0.380763,0.4255,0.456723,42.9428,1090.48,0.800021,4.958470962985302,41028.82964053887,811.796,276,129.7972869873047,-28.7184,0.0942024,-0.0968807,-5.58699,123.71983577000356,146.9949574909915,-2.73571,-0.590325,438.264474951,-0.0129546,1188000,5.42593,0.00497792,0.23143,-19.1042,141.339,3.54339,438.891380055,147.426,-11.4196,0.00200664,18.316650758002652,-0.0082452,0.00429719,22655
830.507,433.575,-0.00148577,556000,14.743605613708496,-825.657,1101.32,134.965,160.174,0.307577,0.39182,1.45957,30.1159,1100.07,0.806172,4.838571110012708,41174.980436925885,816.899,277,147.43605041503906,-33.6583,0.240032,-0.146662,-3.77314,122.6940163889958,145.99656706900714,-2.47419,-0.599201,494.398148577,-0.0131313,1192000,4.57137,0.00445619,0.23774,-60.939,133.444,3.37254,477.036886206,138.307,-9.47167,0.00204716,18.463979569998628,-0.00829651,0.00194902,22696
787.795,455.112,-0.00246926,558000,15.179913520812988,-788.75,1086.91,129.79,168.213,0.331187,0.727861,0.735218,30.9067,1086.73,0.787913,4.86846173300728,41320.816286688896,778.203,278,151.79913330078125,-104.495,0.190442,-0.350062,-3.93297,122.88736935400084,146.37597950801137,-2.72115,-0.573153,491.864150368,-0.0130306,1196000,4.70658,0.00290574,0.243818,-13.1311,169.721,3.4232,481.548394955,146.589,-10.5213,0.00201104,18.62014842100325,-0.0082899,0.00444319,22743
730.186,480.752,-0.00136394,560000,15.542082786560059,-727.939,1037.09,127.773,201.721,0.291512,0.738347,0.987943,32.4275,1038.62,0.82219,4.936841052003729,41467.5190331749,719.38,279,155.4208221435547,-65.8937,0.152755,-0.212381,-4.19833,123.16232545799721,146.18117863700172,-2.47548,-0.582973,492.649245181,-0.0131936,1200000,4.86145,0.00449503,0.246141,-71.7239,157.787,3.69413,537.76860135,183.533,-15.8135,0.00202971,18.08201212700078,-0.00819703,0.00230111,22785
825.413,455.435,-0.00132165,562000,13.018928527832031,-830.412,1174.68,152.422,194.854,0.298793,0.480977,0.426286,37.0042,1182.45,0.835385,4.812228581999079,41614.9973459479,818.951,280,130.1892852783203,-61.8337,0.0709556,-0.0344829,-4.351,124.0792811020001,147.4971311920017,-2.88744,-0.605305,517.271627711,-0.0130642,1204000,4.78943,0.00456346,0.23567,-40.8163,170.464,3.85043,497.104902944,172.903,-13.1089,0.0020008,18.605621508002514,-0.00834939,0.0046717,22829
813.577,544.039,-0.00145071,564000,14.57329273223877,-814.515,1084.46,129.756,175.061,0.324928,0.997601,0.953511,37.4494,1095.15,0.810943,4.9308464560162975,41761.32977377693,803.723,281,145.73292541503906,-30.7085,0.266209,-0.207627,-4.0647,123.00280329600355,146.5225933290203,-2.61823,-0.582166,469.807451126,-0.0135078,1208000,5.74633,0.00340492,0.23307,-7.46224,100.686,3.59637,475.860118452,154.034,-9.70472,0.00206155,18.588943577000464,-0.00832513,0.00312281,22871
828.59,352.545,-0.002312,566000,14.367624282836914,-827.445,1134.24,131.129,168.078,0.316491,0.532252,0.851407,33.9756,1141.97,0.787946,4.866869510995457,41908.02003189393,816.807,282,143.67623901367188,-64.6941,0.108498,-0.294648,-4.74647,123.93857006100006,147.2062449889927,-2.8676,-0.58018,497.257082842,-0.0128181,1212000,5.59992,0.00468309,0.226882,-46.3977,120.919,3.46933,507.701729758,150.939,-9.54494,0.00187775,18.400805416997173,-0.00828,0.00640946,22916
854.216,527.549,-0.00148268,568000,14.886282920837402,-858.006,1085.25,178.248,152.891,0.315989,0.357294,1.08878,30.9862,1098.12,0.781611,4.900389725014975,42054.87729079094,845.67,283,148.86282348632812,-53.8118,0.236183,-0.438669,-5.70351,123.90394610400108,146.69114963601896,-2.53116,-0.570514,458.089122696,-0.0133377,1216000,4.6074,0.0051832,0.238102,-68.5122,141.052,3.32862,479.12461889,131.354,-10.0374,0.00205234,17.88681380700291,-0.00834618,0.00317786,22958
742.021,482.07,-0.0014817,570000,16.12192726135254,-741.649,1050.78,158.243,205.288,0.297483,0.508686,0.406578,35.1679,1065.64,0.805687,4.825341904986999,42201.39711468493,730.442,284,161.21926879882812,-60.0847,0.430189,-0.238529,-4.53655,123.95401030100038,146.83471615898452,-2.37939,-0.582181,516.77847077,-0.0131731,1220000,5.52817,0.00380225,0.237193,-33.5443,139.857,3.6059,527.44776172,190.154,-10.3226,0.00188183,18.05536395299714,-0.00814725,0.00433292,23001
804.015,426.122,-0.00144874,572000,14.793375015258789,-807.403,1152.34,156.139,198.841,0.344575,0.749169,1.2558,31.4216,1155.89,0.810415,4.837139270995976,42347.56795587292,794.449,285,147.93374633789062,-42.1302,0.151601,-0.145943,-4.4489,123.18964894399687,145.76933093299158,-2.37745,-0.584874,514.637397303,-0.0134543,1224000,5.18556,0.00362037,0.232904,-66.2907,130.858,3.55706,531.682321415,184.087,-8.77426,0.00197046,17.74254271799873,-0.0082371,0.00236506,23044
875.833,396.191,-0.00138404,574000,13.809636116027832,-875.867,1213.03,170.807,154.896,0.323993,0.576852,0.699219,22.7001,1210.05,0.756402,4.88347457999771,42494.37014873489,866.691,286,138.0963592529297,-31.2871,0.191231,-0.464748,-3.49502,123.90915696499724,146.93854124999052,-2.22962,-0.582897,522.488418702,-0.0130381,1228000,4.11441,0.005957,0.222573,-59.8026,92.167,3.25142,496.609107958,136.205,-10.0809,0.00202375,18.145909704995574,-0.00834067,0.00649716,23085
829.484,464.348,-0.00217528,576000,14.278227806091309,-829.173,1176.76,172.789,181.744,0.26618,0.622879,1.29563,35.3563,1168.7,0.785618,4.853765180982009,42639.83595575187,820.851,287,142.7822723388672,-56.4928,0.16204,-0.537063,-4.71439,122.44816824100417,145.3136295349832,-2.49426,-0.561386,535.293020129,-0.0133404,1232000,5.46609,0.00384583,0.240281,-49.8806,170.648,3.46112,529.275804197,166.903,-8.52444,0.00204344,18.011696112997015,-0.00830385,0.00241714,23125
845.73,472.023,-0.00116451,578000,14.286033630371094,-845.758,1214.68,178.746,201.102,0.332355,0.45639,1.20139,28.7519,1222.93,0.810047,4.8879209860024275,42785.244746079865,834.759,288,142.86033630371094,-75.9834,0.111716,-0.120018,-3.78243,122.60655272899749,145.6605623639989,-2.94694,-0.60215,503.671966367,-0.0125393,1236000,4.92038,0.00558707,0.248701,-47.6975,123.421,3.67398,529.599643442,182.017,-9.10154,0.00191618,18.166088648998993,-0.00836958,0.00250816,23166
843.452,438.271,-0.00153375,580000,13.930119514465332,-846.749,1166.75,162.085,167.103,0.26735,0.560161,0.651131,28.2257,1179.79,0.802279,4.830941403990437,42930.77333280086,838.333,289,139.3011932373047,-98.8147,0.0918529,-0.38669,-4.18579,122.79897703900497,145.54623162499774,-2.23899,-0.574341,528.401783591,-0.0130843,1240000,4.46488,0.0046648,0.234743,-96.6667,106.696,3.35283,533.216658837,149.213,-9.75914,0.00190014,17.91631318200234,-0.0085265,0.00555951,23207
798.041,442.825,-0.00163756,582000,15.947624206542969,-798.268,1102.6,147.222,182.326,0.253891,0.346612,1.15722,36.791,1100.67,0.818249,4.945784279007057,43077.86166018586,788.268,290,159.4762420654297,-46.5474,0.0497309,-0.154727,-5.53422,123.74144119799894,146.5881677530051,-3.16795,-0.603091,525.263200022,-0.0133277,1244000,4.53126,0.00568337,0.236241,-59.6282,135.478,3.53565,534.837565612,166.957,-11.4945,0.00189674,17.900942275999114,-0.00832634,0.00283141,23251
830.968,480.84,-0.00138868,584000,15.023533821105957,-826.563,1189.13,164.179,192.47,0.292151,0.484595,1.01291,26.6737,1180.0,0.77526,4.935899623989826,43224.17850845986,819.563,291,150.23533630371094,-44.5942,0.213312,-0.353455,-5.29445,123.08170604200131,146.42060779699386,-2.47997,-0.590574,506.461208882,-0.0130319,1248000,4.41924,0.00448389,0.238976,-20.2332,106.46,3.34355,504.512485322,182.628,-9.33343,0.00203483,18.403002131002722,-0.00825655,0.00270952,23294
863.272,435.504,-0.00150614,586000,14.435197830200195,-863.17,1157.73,151.419,179.272,0.306902,0.594558,0.688643,30.3028,1167.02,0.792571,4.782834469006048,43369.81415749286,851.584,292,144.3519744873047,-45.1696,0.157668,-0.258548,-4.06995,122.60606878600083,145.6901944370038,-2.94647,-0.575638,503.466820065,-0.0138933,1252000,4.60576,0.00392064,0.227673,-48.9692,124.937,3.41166,506.893661112,151.217,-8.99231,0.00200046,18.30129118199693,-0.00852431,0.00464971,23336
855.494,413.232,-0.00211189,588000,14.277816772460938,-858.498,1202.65,151.256,196.897,0.326998,0.609296,1.28404,38.9068,1204.88,0.80842,4.798134734024643,43515.96981184889,848.62,293,142.77816772460938,-42.1815,0.22028,-0.196365,-6.06742,123.08795441099937,146.13481710602355,-2.83994,-0.589146,531.53348634,-0.0129452,1256000,5.45062,0.00504518,0.221282,-50.0393,150.339,3.4702,564.733967285,184.212,-10.0678,0.00189821,18.24872796099953,-0.00845469,0.00279376,23378
845.247,544.451,-0.00190122,590000,14.588037490844727,-848.699,1172.2,173.258,165.427,0.314476,0.842738,0.732241,41.4668,1177.13,0.816232,4.851663608998933,43661.72536513988,838.428,294,145.88037109375,-44.6407,0.364454,-0.0827592,-5.34304,122.63452840500395,145.75802345200646,-2.61261,-0.610238,496.177471114,-0.0132862,1260000,5.82816,0.00368492,0.235265,-3.24099,184.678,3.56598,531.958179643,140.367,-9.70047,0.00197547,18.271831438003574,-0.00838289,0.00378716,23421
891.68,539.274,-0.00213767,592000,14.504449844360352,-887.803,1238.11,189.796,167.742,0.285351,0.71608,0.980312,34.4323,1238.52,0.807483,4.9850670140076545,43808.323929516875,882.337,295,145.04449462890625,-35.5619,0.284959,-0.294971,-4.50336,123.59222557599423,146.84884093599976,-3.01485,-0.581491,533.362502419,-0.012994,1264000,4.8455,0.00562254,0.251161,-115.895,140.494,3.5084,528.983808404,147.398,-9.87372,0.00209695,18.27154834599787,-0.00844085,0.00380363,23465
842.337,504.387,-0.0018584,594000,14.976167678833008,-837.573,1205.03,169.509,189.1,0.298721,0.461586,0.600631,28.4612,1203.8,0.783651,4.965895571993315,43955.119123667864,832.876,296,149.7616729736328,-31.4977,0.25856,-0.426025,-4.66197,123.66669213999558,146.65564803598681,-2.70695,-0.579357,537.426218362,-0.0125768,1268000,5.46936,0.0040691,0.236528,-34.8371,113.432,3.48883,532.581085501,173.182,-11.2258,0.00197434,18.023060323997925,-0.00829354,0.00351182,23509
