train-MinReturn,LossAfter,ItrTime,train-PolicyExecTime,train-NumTrajs,LossBefore,Time-Optimization,Time-SampleProc,Time-Sampling,train-MaxReturn,train-AverageDiscountedReturn,Itr,train-StdReturn,train-AverageReturn,train-AveragePolicyStd,n_timesteps,Time,train-EnvExecTime
72.4120130847246,-0.032616705,31.847489595413208,0.9323713779449463,1868,0.0004889675,4.2432379722595215,13.481164932250977,14.114452362060547,192.53764101165982,90.8152624459194,0,19.1663292267563,100.78159478285052,1.0,40000,31.857876300811768,12.68461799621582
71.3541322941115,-0.02666522,30.99039626121521,0.8832733631134033,1857,-0.000317799,4.1878955364227295,12.783840656280518,14.006512641906738,226.64280678359515,91.48030467951699,1,20.286642205429743,101.64639718097169,0.99930567,80000,62.88239812850952,12.629613876342773
66.91279892781294,-0.024427935,30.773468732833862,0.8848738670349121,1868,-4.4332108e-05,4.186444997787476,12.613175630569458,13.961744785308838,228.13331424454395,90.76075639082215,2,18.90413102965418,100.71290409076221,0.9986228,120000,93.66240501403809,12.578054189682007
71.8167114937645,-0.023832176,31.105135917663574,0.8852221965789795,1865,-0.00028865685,4.163755893707275,12.866219520568848,14.062976360321045,202.84739828686403,90.9447466859443,3,19.740932819561873,100.96796931167962,0.9980774,160000,124.77429413795471,12.67237114906311
72.45998464405666,-0.023011338,31.038667678833008,0.888047456741333,1849,0.000355335,4.168411731719971,12.809319257736206,14.048961639404297,218.30396512544036,91.8406956486121,4,20.1359105382445,102.10021876331051,0.9971463,200000,155.8199098110199,12.661788940429688
67.67867434596944,-0.021768246,31.233368158340454,0.8924920558929443,1845,4.4895405e-05,4.165100336074829,12.976644039154053,14.07960319519043,206.78870745021922,91.99241304305167,5,19.73039077439497,102.2781738904386,0.99633205,240000,187.0598316192627,12.683157920837402
70.60641477761976,-0.022081042,30.89909076690674,0.8793988227844238,1842,-0.00025735592,4.147622585296631,12.743403196334839,13.99592137336731,212.95250997826747,91.98773444164756,6,19.30486348029005,102.24162283997649,0.99578404,280000,217.96534729003906,12.623588562011719
75.53339473820104,-0.022040254,31.016815423965454,0.879824161529541,1834,-0.00013718732,4.166223049163818,12.830945253372192,14.00787878036499,187.75713032415592,92.19073280208218,7,19.718227200721987,102.52895418544789,0.99523073,320000,248.98870587348938,12.63488483428955
71.52748048462955,-0.022437295,30.64254593849182,0.882490873336792,1806,-0.00040635117,4.199795722961426,12.280398845672607,14.150218725204468,203.9437115287046,93.75678553548379,8,20.481386037619263,104.51318746582874,0.9948873,360000,279.6387393474579,12.781088590621948
71.09944522960059,-0.020842535,30.86266541481018,0.8801569938659668,1793,-3.9607807e-05,4.1715781688690186,12.721253633499146,13.958046197891235,201.00967376451712,94.13656769973272,9,20.733524051918494,104.99409703759456,0.99439114,400000,310.50827836990356,12.593576908111572
71.14818196940824,-0.02187995,30.74799680709839,0.8756792545318604,1795,4.982862e-05,4.150766611099243,12.69490361213684,13.890549898147583,213.4513464622667,93.75047439101749,10,20.325222938864773,104.52110913245079,0.9942272,440000,341.2628631591797,12.531633138656616
72.45791660715656,-0.02142465,29.743428230285645,0.8770499229431152,1800,-0.00010731195,4.14682149887085,11.52983546257019,14.054935216903687,204.9409973757857,93.72260254606951,11,20.371966672452942,104.49125820199193,0.99399054,480000,371.01300382614136,12.696529388427734
71.9607195945569,-0.02342877,29.47557806968689,0.8756434917449951,1782,-0.00016643635,4.146402359008789,11.298425436019897,14.018985033035278,209.08420922591878,94.29651131494468,12,20.530269091695573,105.20913868148057,0.99356884,520000,400.4952709674835,12.659078359603882
72.53623586509553,-0.022064626,30.864556074142456,0.8785543441772461,1764,5.2015366e-05,4.143762111663818,12.64233112335205,14.066876888275146,203.28619038385636,95.07124822425959,13,22.299565923345092,106.2520345979079,0.99321073,560000,431.36669540405273,12.70510721206665
72.5095035385448,-0.022463337,29.495264053344727,0.8780324459075928,1776,-0.00020390571,4.1863157749176025,11.206828594207764,14.090286016464233,218.51724754745584,94.36868417128312,14,21.044108326404324,105.3399525639667,0.99228567,600000,460.86857438087463,12.726563930511475
72.16060675942506,-0.022315048,31.015655517578125,0.8787410259246826,1764,-0.00018306935,4.16048789024353,12.737207889556885,14.10627031326294,215.5972608056232,95.29355822507576,15,21.462540646520512,106.48499289322986,0.9912593,640000,491.8909969329834,12.744094848632812
72.44057456661537,-0.023026254,29.669899225234985,0.8752756118774414,1737,-0.00011232456,4.120941162109375,11.497205018997192,14.039924621582031,231.53269929080562,96.45138827357962,16,22.998532013534977,108.02118994463525,0.9905226,680000,521.5674514770508,12.684970617294312
70.59835013630722,-0.02311443,29.494311332702637,0.873945951461792,1750,0.00039201518,4.13158655166626,11.347262620925903,14.003880500793457,215.66391604824284,95.93288701890991,17,22.09282853066897,107.32474938541512,0.98904294,720000,551.0684151649475,12.647350549697876
71.72939401007211,-0.022469396,30.83355951309204,0.8742272853851318,1748,0.00032546505,4.149467945098877,12.536268949508667,14.136123180389404,250.04979863726578,95.7547824690196,18,21.48984996923219,107.07987067191111,0.9874559,760000,581.9086599349976,12.780786991119385
76.8644828811671,-0.022449646,29.637345790863037,0.8774197101593018,1735,0.00034423466,4.172471046447754,11.389927625656128,14.06336760520935,212.0009194011936,97.04023449819006,19,22.57180981642158,108.68750028313798,0.98620915,800000,611.5525674819946,12.704230546951294
75.658846043437,-0.022338858,29.530267000198364,0.8779375553131104,1749,-3.2680415e-05,4.16080379486084,11.376209497451782,13.981496810913086,214.43342153955382,95.81462537489692,20,21.189100722426453,107.1408083162754,0.9854021,840000,641.0894224643707,12.620438575744629
75.20231259228458,-0.021600781,30.84563398361206,0.8761007785797119,1730,4.8300484e-05,4.131274223327637,12.611998319625854,14.090608596801758,228.73852094963468,96.77811474392071,21,22.729594855014625,108.42061404478477,0.9844494,880000,671.9419078826904,12.733598470687866
76.80922735051465,-0.023134887,29.663318157196045,0.876880407333374,1739,4.779522e-05,4.140886068344116,11.503987550735474,14.006757497787476,228.60148123978604,96.35247528267686,22,22.067662999104336,107.84958534856331,0.98344666,920000,701.612218618393,12.647571563720703
69.13798263554908,-0.022046765,29.545449256896973,0.8778908252716064,1730,-0.00018726147,4.151951551437378,11.336344480514526,14.045214176177979,201.80015274435027,96.68030187653335,23,21.844112538107744,108.26870475165177,0.98266107,960000,731.16432929039,12.684276342391968
74.85649748923228,-0.022328792,30.93755555152893,0.8818330764770508,1723,-0.00061014574,4.207805156707764,12.523461818695068,14.194249629974365,221.71671690852932,97.15745507000474,24,22.52056816412434,108.89843089233241,0.9824495,1000000,762.1084930896759,12.827368259429932
