V Predictions Mean,Epoch,Q Predictions Mean,KL Divergence,R Predictions Max,Policy mu Std,AverageReturn_all_test_tasks,KL Loss,Policy log std Min,V Predictions Min,R Predictions Std,QF Loss,VF Loss,Policy Loss,R Predictions Min,V Predictions Max,Epoch Time (s),Policy mu Min,Z variance train,Log Pis Std,Z variance eval,Z mean train,Q Predictions Max,Z mean eval,Policy mu Max,Q Predictions Std,Policy log std Max,Log Pis Min,Q Predictions Min,Number of env steps total,(Previous) Eval Time (s),RF Loss,Total Train Time (s),Log Pis Mean,Policy log std Mean,Policy log std Std,Log Pis Max,Number of rollouts total,R Predictions Mean,Train Time (s),Policy mu Mean,V Predictions Std,AverageReturn_all_train_tasks,Number of train steps total,Sample Time (s)
660.701,250,654.393,134.30343627929688,0.0056922,0.680499,360.313819798,13.430343627929688,-3.55681,-90.0931,0.00162385,315.656,108.427,-660.011,-0.00585551,979.105,145.5677086849828,-4.74212,0.00551432,3.17527,0.00566792,0.84199,978.326,0.479094,4.36867,134.551,0.0933436,-8.95171,-94.8325,1084000,18.886753257997043,83.896,36937.98827640004,-0.886833,-0.547574,0.221243,31.8276,21169,0.000720379,121.75953576299798,0.384952,118.32,385.07181812,502000,4.921419663987763
679.131,251,669.982,138.7978515625,0.00458212,0.660874,351.238612425,13.879785537719727,-2.83299,-15.3715,0.00163754,430.954,86.9087,-679.17,-0.00587019,938.386,147.04245221401652,-5.15001,0.00276744,3.20559,0.00586999,1.41763,929.479,0.990557,4.69659,149.519,-0.0133183,-9.9325,-79.4312,1088000,19.293139304005308,76.9443,37084.61721978204,-1.01867,-0.532104,0.206941,32.687,21209,0.00046761,122.72924839700136,0.38046,134.837,372.601297123,504000,5.0200645130098565
646.868,252,638.764,139.54368591308594,0.00529557,0.686919,401.046245699,13.954368591308594,-3.26327,-27.7665,0.00161358,318.974,116.416,-645.893,-0.00651143,913.992,145.70327420499234,-5.02659,0.00358482,3.41824,0.00643301,1.30714,916.851,0.67119,4.60395,144.84,0.315455,-11.0025,-39.1946,1092000,18.881437848998758,88.2283,37229.78739901005,-0.778154,-0.561899,0.256825,29.3705,21251,0.000591912,121.99029172700102,0.380924,126.457,377.012715616,506000,4.83154462899256
661.807,253,649.387,140.29502868652344,0.00513258,0.654342,383.181605693,14.029502868652344,-2.82789,-40.4226,0.00164648,282.262,89.3928,-657.467,-0.00624545,911.077,146.7466013659796,-4.2389,0.00517097,3.20619,0.00779855,0.710492,909.647,0.699971,4.58144,127.868,0.519546,-9.58522,-130.813,1096000,18.350191436999012,89.4269,37376.43316288503,-0.946109,-0.53297,0.223129,26.5884,21291,0.000569833,123.41973288299778,0.417382,105.494,386.497603367,508000,4.976677045982797
659.483,254,647.086,134.52699279785156,0.00427939,0.679973,409.041474761,13.452699661254883,-2.36355,-60.3999,0.00160983,344.893,141.269,-654.781,-0.00661087,902.092,145.9331018610028,-4.91769,0.00461306,3.27855,0.00597139,0.435778,898.617,0.775617,4.67004,143.215,0.204371,-8.62921,-25.6995,1100000,18.251411213997926,88.3432,37522.458788254036,-0.900656,-0.526297,0.221467,24.4026,21333,0.000544591,122.75722088899784,0.398998,125.273,385.211026339,510000,4.924469758007035
676.047,255,664.08,139.18077087402344,0.00443183,0.643668,392.614066588,13.91807746887207,-2.59505,-59.6592,0.00156492,243.055,119.386,-672.193,-0.00558953,955.679,145.45515545600938,-5.28315,0.00404205,3.11762,0.00646452,0.757742,950.814,0.783975,4.68738,137.463,0.159279,-9.05011,-87.4573,1104000,18.346048569997947,70.3873,37668.01021112805,-1.20883,-0.526714,0.223083,33.8489,21374,0.000604782,122.27938719599479,0.364336,121.044,390.303361586,512000,4.8297196900166455
652.085,256,642.435,149.0946044921875,0.00438441,0.660277,362.54651113,14.90946102142334,-2.70156,-45.8916,0.0016315,286.42,106.534,-651.642,-0.00652061,944.892,146.32613292299357,-4.33762,0.00343906,3.29611,0.00638657,0.993455,960.784,0.662724,4.59479,148.664,0.210704,-9.55262,-65.5433,1108000,18.44392538900138,85.2207,37814.12846688505,-0.756419,-0.554418,0.237959,32.304,21416,0.000527323,122.95835701600299,0.436351,124.17,381.335801525,514000,4.9238505179891945
673.041,257,663.821,147.71128845214844,0.00528627,0.679873,387.50888894,14.77112865447998,-2.59297,-59.5979,0.00166533,285.629,99.8429,-671.003,-0.00688558,975.6,145.06799672700436,-4.52072,0.0065986,3.25552,0.006043,1.06446,968.084,0.757735,4.53768,146.125,0.0554174,-9.68641,-60.2927,1112000,18.238005074003013,70.6396,37960.08426003105,-0.946167,-0.535394,0.213938,30.7013,21458,0.000555042,122.04034135099937,0.377548,132.875,366.324311767,516000,4.789650302001974
640.683,258,634.918,138.01739501953125,0.00489719,0.672748,353.926412014,13.801739692687988,-2.62602,-48.0008,0.00160737,385.086,117.928,-640.209,-0.00576427,883.518,146.44920579101017,-5.26857,0.00257524,3.39708,0.00533107,0.943241,887.109,0.619509,6.44572,132.457,0.117356,-8.979,-97.4083,1116000,19.12762334499712,85.8599,38106.12155187006,-0.926944,-0.551465,0.247871,39.819,21498,0.000626547,122.61508527200203,0.368551,120.282,398.354347656,518000,4.7064971740110195
690.53,259,686.982,137.46006774902344,0.00471319,0.652287,387.866452688,13.746006965637207,-2.55733,-57.08,0.00151015,251.51,88.6466,-695.74,-0.00622181,962.721,145.70489635300328,-5.17623,0.00580889,3.18467,0.00588912,1.13609,971.733,0.926925,4.98173,129.144,-0.0335405,-8.40816,-20.2736,1120000,18.717837060998136,72.5204,38251.83750002206,-1.01307,-0.53653,0.195968,33.814,21540,0.000681229,122.05330314899766,0.392333,116.156,372.411176077,520000,4.933756143007486
686.471,260,679.454,132.68089294433594,0.00462219,0.651855,379.835332907,13.268089294433594,-2.57214,-48.6409,0.0015559,260.458,119.735,-685.401,-0.0065897,958.539,145.36100400400028,-4.29682,0.00268036,3.25853,0.00394389,0.603557,975.683,0.663664,5.02131,136.963,0.0669302,-10.0944,-30.8207,1124000,18.730717382000876,94.5434,38396.62613179806,-1.12438,-0.520794,0.230227,26.4859,21583,0.000661843,121.6844317829964,0.379406,124.297,400.047824532,522000,4.945854839003005
694.052,261,688.427,136.3912353515625,0.00446688,0.652853,356.25531979,13.639123916625977,-2.72607,-18.8609,0.00170313,270.016,93.6515,-694.428,-0.00737554,951.598,145.21562564101623,-3.88795,0.00447241,3.08375,0.00567262,0.428588,960.648,0.90319,4.99918,137.022,0.154809,-9.99729,-40.7158,1128000,18.160140234998835,88.6724,38541.75242513908,-1.07618,-0.520584,0.203775,27.8566,21625,0.000487273,122.2250402849968,0.388801,122.238,376.850288898,524000,4.8304451210206025
681.378,262,674.909,133.12014770507812,0.00525379,0.675164,375.574178041,13.31201457977295,-2.73827,-37.5575,0.0016205,302.348,180.14,-683.817,-0.00616039,943.148,146.2518289189975,-3.65034,0.00570192,3.23707,0.00630768,0.600917,940.346,0.619031,4.17734,149.266,0.0850005,-9.43211,-77.6109,1132000,18.072968820000824,94.7361,38688.989739070064,-0.96377,-0.528982,0.232311,28.2783,21666,0.000613697,123.29760070599878,0.375947,127.641,401.245176384,526000,4.88125939299789
686.091,263,675.718,130.02711486816406,0.00408354,0.683863,356.855832882,13.002711296081543,-2.8797,-81.7736,0.00155326,378.686,69.5904,-686.079,-0.00685721,935.349,146.6047458179819,-4.63665,0.00281282,3.41472,0.00541957,0.440535,932.22,0.727323,4.73068,137.625,0.131948,-8.54101,-99.9094,1136000,19.060364173994458,102.234,38835.12260325306,-0.890744,-0.541192,0.222322,26.1819,21708,0.000663662,122.6150179049946,0.383474,120.382,381.807417155,528000,4.9293637389928335
707.896,264,699.496,122.28436279296875,0.0044569,0.66205,375.102683689,12.228436470031738,-2.57593,-64.0261,0.00149447,305.537,97.8664,-706.415,-0.0052809,1008.05,145.9027181920028,-3.19887,0.00317575,3.0069,0.00547342,0.491244,1002.29,0.627795,5.25428,135.789,0.219037,-9.10964,-23.5011,1140000,18.590405490002013,99.062,38980.856255377046,-1.14881,-0.519297,0.208017,30.7143,21749,0.000688939,122.44258976400306,0.36642,123.898,392.87130186,530000,4.869722937997722
702.277,265,697.006,129.05870056152344,0.00506168,0.668741,402.159850527,12.90587043762207,-2.61178,-54.2165,0.00153742,286.89,102.428,-703.834,-0.00552049,978.76,145.15351661499153,-6.13673,0.00411012,3.23096,0.0062444,0.635358,986.482,0.816617,5.15255,135.569,0.0637814,-9.16979,-29.1741,1144000,18.42324829199788,91.6367,39126.19768992705,-0.94266,-0.526102,0.217603,34.4566,21791,0.000656084,121.77380855299998,0.413458,118.518,390.03857958,532000,4.956459769993671
687.415,266,680.738,134.16001892089844,0.00506489,0.669986,391.180075127,13.41600227355957,-2.64344,-50.9332,0.00153674,376.539,111.058,-690.34,-0.00617945,950.42,146.09200516700366,-4.10462,0.0029399,3.33544,0.00545642,0.964352,970.45,0.593034,5.26191,146.201,0.336066,-8.79239,-70.3679,1148000,18.613451354998688,93.9141,39272.24774478406,-0.836155,-0.546463,0.238086,26.8383,21832,0.000590679,122.6294365940048,0.422909,128.773,376.44236061,534000,4.849117218000174
686.496,267,679.982,144.8997802734375,0.00474031,0.664912,379.532548926,14.489977836608887,-2.86256,-40.3397,0.00161901,350.823,131.55,-690.441,-0.00686611,940.224,146.66245780901227,-4.53149,0.00691349,3.45314,0.00548463,0.856882,944.8,0.700935,4.23453,141.933,0.264697,-9.68886,-74.0802,1152000,18.573248263004643,102.864,39419.35133146507,-0.801482,-0.554977,0.242386,29.716,21874,0.000567598,123.20356588499999,0.410859,120.906,396.424477109,536000,4.885643661007634
706.655,268,696.509,145.53274536132812,0.00429326,0.704073,390.830427228,14.553275108337402,-2.62106,-9.38728,0.00171575,240.907,146.289,-706.163,-0.00662261,987.967,146.98332423601823,-5.19704,0.00865511,3.50909,0.00540116,0.843883,975.684,0.777353,5.74972,139.145,0.264347,-10.9551,-55.1524,1156000,19.016667368996423,89.4801,39565.709535958085,-0.879223,-0.529806,0.232183,34.173,21916,0.000387561,123.0651720110036,0.367809,120.363,404.990780193,538000,4.9014848560182145
710.325,269,700.601,132.96156311035156,0.00446841,0.686359,371.584228946,13.296156883239746,-2.42177,-10.8851,0.00150492,382.274,115.748,-710.305,-0.00567092,947.314,145.86768168400886,-3.79272,0.00491194,3.45092,0.00675858,0.743267,955.499,0.802213,5.1533,134.187,0.114928,-9.91339,-53.5612,1160000,18.393634464999195,115.252,39711.671161746104,-0.787511,-0.535205,0.233048,31.5804,21957,0.000610331,122.71973152399732,0.427137,114.89,375.17745145,540000,4.7543156950123375
662.868,270,657.098,139.47988891601562,0.00417475,0.688723,397.759377135,13.947989463806152,-3.18591,-99.8676,0.001622,411.377,135.867,-666.165,-0.00617106,937.573,145.52556401697802,-6.68805,0.00455009,3.50981,0.00486521,0.692388,947.88,0.67886,4.42733,144.938,0.383868,-9.44399,-120.484,1164000,18.489329058000294,105.905,39857.41621510609,-0.745413,-0.561697,0.242443,37.7821,21999,0.000434583,122.29453612000361,0.387426,126.904,386.128906762,542000,4.741698838974116
709.148,271,703.237,130.53575134277344,0.00434624,0.702589,367.978534871,13.05357551574707,-2.58604,-20.0594,0.00156232,259.083,64.8114,-711.301,-0.0059656,977.031,146.16120756699092,-5.92515,0.00646803,3.36503,0.00653415,0.693298,981.656,0.647578,4.59183,131.874,0.101754,-9.31194,-14.3731,1168000,18.71059382999374,113.564,40003.21136985907,-1.00853,-0.524951,0.216897,33.8428,22040,0.000434762,122.679357230998,0.329639,115.276,394.779799041,544000,4.77125650599919
707.216,272,698.452,136.68280029296875,0.0049379,0.672515,395.733843771,13.668280601501465,-2.57885,-40.3245,0.00147475,643.161,135.575,-708.245,-0.00678983,974.336,145.21360649997223,-4.05734,0.00606356,3.29344,0.00443813,0.969323,980.146,0.645997,4.2741,133.099,0.073487,-9.64657,-126.908,1172000,18.3468356509984,107.727,40148.49125899905,-0.906083,-0.537885,0.222893,29.9945,22083,0.000633174,121.82669012100087,0.400752,110.984,383.561279713,546000,5.040080727972963
675.041,273,665.563,146.6700439453125,0.00461279,0.709865,398.391898387,14.667004585266113,-2.79229,-93.4401,0.00154177,389.085,145.824,-669.371,-0.0067242,955.2,146.16538301500987,-4.35523,0.00392613,3.37813,0.00415948,0.641628,945.986,1.07415,4.76462,144.559,0.223498,-11.4112,-42.6964,1176000,18.415413903996523,132.016,40295.05168647206,-0.796582,-0.547912,0.239576,28.0649,22125,0.000604316,122.80462313400494,0.348987,132.105,415.635593801,548000,4.945345977008401
721.384,274,712.493,130.55642700195312,0.00489356,0.679458,397.915451183,13.055643081665039,-2.88768,-27.2841,0.00143826,298.315,99.7469,-717.719,-0.00666371,1007.13,147.04604705302336,-5.08291,0.00893152,3.49416,0.00568138,0.835732,1007.55,0.7585,4.59292,138.892,0.212862,-8.142,-52.8944,1180000,18.811796635003702,109.723,40441.83962626009,-0.693224,-0.551479,0.252591,38.2962,22167,0.000673138,123.38777267200203,0.421982,124.699,378.794051833,550000,4.8464777460176265
721.265,275,713.724,134.77442932128906,0.00433095,0.6862,398.234725365,13.477442741394043,-2.44893,-54.3313,0.00158269,519.928,104.925,-721.032,-0.00660888,988.294,145.6929944160147,-3.31799,0.0095879,3.21738,0.00585084,1.05835,988.147,0.889163,4.75498,128.676,0.13177,-11.2483,-64.2012,1184000,18.55594805200235,96.5063,40587.7585620391,-1.07252,-0.532113,0.235288,25.886,22207,0.000491998,122.38273256899993,0.323226,115.251,401.436000848,552000,4.754313795012422
707.359,276,699.669,142.14773559570312,0.00421963,0.71722,405.117963632,14.214774131774902,-2.73208,-43.5029,0.00156578,386.563,115.02,-708.892,-0.00624103,976.672,145.70929947600234,-5.042,0.0041548,3.56396,0.00625966,0.430846,979.332,0.577113,5.19515,155.07,0.18815,-9.97052,-82.5015,1188000,18.784134600995458,117.016,40732.817275654095,-0.350338,-0.569745,0.240455,26.9263,22250,0.000509015,122.00665893300175,0.450789,137.655,394.116789118,554000,4.91850594200514
701.697,277,691.565,145.70823669433594,0.00419399,0.711712,410.238495276,14.570823669433594,-2.84934,-39.7226,0.00158289,360.482,110.78,-701.364,-0.00663233,939.597,145.82916031599598,-4.5263,0.00790431,3.35385,0.00637385,0.796854,942.547,0.921016,5.34482,145.264,0.295816,-11.0721,-35.2843,1192000,18.13573478699982,105.641,40879.291267820096,-0.665359,-0.56336,0.232136,27.1152,22290,0.00050677,122.76996963300189,0.362996,129.345,412.88641616,556000,4.923455895994266
717.061,278,706.122,130.8161163330078,0.00434665,0.672279,389.372728354,13.081611633300781,-2.33306,-35.0737,0.00165557,342.71,166.2,-715.126,-0.00644175,981.013,145.86234003499703,-4.12262,0.00341492,3.31173,0.00718303,0.555268,984.286,0.768082,4.08654,144.174,0.180766,-9.85195,-34.6308,1196000,18.782458808003867,108.172,41024.59476820209,-0.941676,-0.530462,0.222467,26.8809,22332,0.000591629,122.15831184000126,0.39448,121.023,427.678636913,558000,4.921569386991905
690.904,279,683.632,139.08453369140625,0.00460517,0.689402,414.473044767,13.908453941345215,-2.9996,-31.2457,0.00162613,333.441,108.577,-692.552,-0.00567836,964.011,145.6626179889936,-5.39827,0.00333643,3.32854,0.00463471,0.890876,970.735,0.684605,4.65526,145.622,0.153161,-8.90826,-52.774,1200000,18.225442007998936,99.4208,41170.514025755074,-0.684762,-0.553157,0.229516,26.6123,22373,0.000632731,122.63488601499557,0.395827,128.65,405.346670816,560000,4.80228996599908
707.928,280,697.704,142.53683471679688,0.00425747,0.666292,378.81906596,14.253684043884277,-2.56845,-1.52065,0.00137506,339.573,145.463,-705.687,-0.00564293,967.305,146.32351492698945,-5.37666,0.00827357,3.26891,0.00542047,1.08874,964.535,0.607943,7.26763,133.26,0.331185,-8.73273,-16.6253,1204000,18.484364682000887,111.332,41316.80230905206,-0.771611,-0.548001,0.233524,36.7341,22414,0.000566142,123.02686533299857,0.43356,114.895,397.419496951,562000,4.812284911989991
724.135,281,713.729,138.86915588378906,0.00475661,0.712251,393.396987019,13.886916160583496,-2.47371,-66.7073,0.00160297,259.32,106.006,-720.482,-0.00664409,1006.19,146.01489752702764,-4.08958,0.00397265,3.34971,0.00417778,0.805246,1015.41,0.929599,4.20583,138.798,-0.0312683,-9.14495,-83.241,1208000,18.45116041199799,127.72,41462.906714939076,-0.773126,-0.557858,0.229553,29.6582,22455,0.000644528,122.67216768000071,0.358363,120.244,417.917496107,564000,4.891569435028941
730.403,282,720.98,143.28253173828125,0.00426898,0.705414,406.164321724,14.328253746032715,-3.65381,-32.1998,0.00172584,414.208,87.7317,-729.051,-0.0063121,1046.0,145.3007697869907,-6.29383,0.00534815,3.51924,0.00606832,0.619419,1044.68,0.857741,4.85559,151.9,0.0899386,-8.63196,-74.2089,1212000,18.54293431199767,110.55,41608.04391249005,-0.61279,-0.547114,0.232009,36.6791,22496,0.000335024,121.89717234200361,0.412904,132.836,415.957667293,566000,4.86066313298943
721.932,283,711.786,139.27635192871094,0.00393127,0.683604,405.299651586,13.927635192871094,-3.16314,-81.2964,0.00147877,599.384,77.5215,-721.961,-0.00637203,984.804,145.45707278199552,-4.3767,0.00466618,3.33296,0.00411036,0.733918,979.106,0.739291,4.3703,134.967,0.118783,-11.21,-54.0027,1216000,18.381412192000425,117.087,41753.51770407905,-0.679675,-0.555569,0.223812,23.8185,22538,0.000684632,122.18980916800501,0.425087,115.19,421.954808182,568000,4.885851421990083
719.441,284,711.559,136.9121551513672,0.00496426,0.693665,383.448454709,13.691215515136719,-2.7949,-29.9597,0.00153529,311.614,148.037,-717.545,-0.00633275,989.74,146.61022545299784,-4.73624,0.00769332,3.23357,0.00474924,0.495931,983.377,0.467712,4.79788,140.811,0.310349,-10.8183,-107.131,1220000,18.400378750004165,123.324,41900.22190256404,-0.728517,-0.545229,0.229761,32.7643,22579,0.000580025,123.21464905600442,0.39934,125.862,380.73389904,570000,4.995197646989254
746.882,285,738.206,138.3837432861328,0.00489428,0.701261,382.109556384,13.838374137878418,-2.77928,-51.7947,0.00152773,313.96,119.448,-749.003,-0.00557226,1026.51,144.33573137899657,-4.25068,0.00283418,3.32655,0.00665754,0.939427,1038.37,0.699945,4.60327,141.026,0.15471,-9.43091,-168.483,1224000,18.496465418000298,121.725,42044.58114197203,-0.938175,-0.529518,0.232135,27.0257,22619,0.000514686,121.03678451000451,0.344197,121.577,424.283136718,572000,4.802481450991763
738.661,286,729.331,127.43804931640625,0.00424966,0.676977,416.878194607,12.743804931640625,-2.45573,-19.3509,0.00136674,408.664,106.678,-735.805,-0.00629965,1017.16,145.9731135730035,-4.74352,0.00402363,3.24759,0.00583303,0.182494,1042.89,0.751185,4.59287,139.392,0.174744,-8.38742,-39.8007,1228000,18.522075011998822,115.037,42190.37189899804,-0.836626,-0.533582,0.215868,26.3825,22660,0.00060997,122.54073083100229,0.400939,123.351,441.961059151,574000,4.910307730002387
731.156,287,721.469,136.2748565673828,0.00453148,0.720616,406.945682726,13.627486228942871,-2.48128,-44.5486,0.00136554,390.72,140.767,-729.164,-0.00592122,1024.39,145.53184295201208,-5.77952,0.00218708,3.71735,0.00498738,0.945087,1030.29,0.639907,5.26968,136.354,0.253364,-9.21407,-49.9201,1232000,18.341562761001114,140.543,42336.10712507005,-0.399309,-0.560811,0.231436,35.27,22700,0.000692146,122.43268088000332,0.448956,118.608,432.762114857,576000,4.757599311007652
740.624,288,733.367,137.5205078125,0.00406634,0.685259,442.682498288,13.75205135345459,-2.59789,-170.6,0.00138641,318.69,89.8784,-743.785,-0.00694631,1007.1,146.09215532100643,-5.71994,0.00569949,3.3238,0.00324252,0.626647,1018.22,0.809057,5.43313,142.005,0.118876,-8.72255,-83.0467,1236000,18.547164500996587,129.199,42481.89591325707,-0.766714,-0.531533,0.209954,33.3316,22742,0.000617207,122.66858408899861,0.422505,121.759,429.50837256,578000,4.87640673101123
735.948,289,732.18,141.95188903808594,0.00437726,0.727817,440.277341941,14.195189476013184,-2.65381,-18.2164,0.00151676,316.864,92.2474,-738.19,-0.00637125,1016.78,145.639668256983,-5.48173,0.003503,3.32745,0.00442789,0.475123,1030.2,0.856978,4.92854,135.463,0.0927598,-8.60204,-29.7335,1240000,18.246210673998576,151.862,42627.60364354706,-0.638488,-0.55092,0.236024,34.3697,22783,0.000612013,122.4657787670003,0.345109,117.481,444.436347958,580000,4.927678815984109
751.019,290,738.744,127.32020568847656,0.00440355,0.681465,429.967249015,12.732020378112793,-2.76163,-24.756,0.00156115,292.006,275.796,-749.398,-0.0066464,1008.75,146.08681113600323,-6.32037,0.00908946,3.44236,0.00548494,1.05691,1014.5,0.60668,5.87363,134.133,0.391034,-10.1992,-69.8289,1244000,18.31613660400035,111.165,42773.821612229054,-0.975433,-0.535519,0.225686,31.2074,22824,0.000599555,122.75810627300234,0.378917,115.155,421.80869632,582000,5.012568259000545
707.279,291,700.921,146.98681640625,0.00486014,0.69871,419.506847415,14.698681831359863,-2.68104,-37.8934,0.00148403,340.969,164.998,-711.597,-0.00566529,956.054,145.35658335100743,-4.26698,0.00306405,3.52184,0.00547904,0.34329,954.697,0.794654,6.87199,137.066,0.0515608,-8.32418,-40.9363,1248000,18.449509277001198,115.807,42918.92766813505,-0.476372,-0.580162,0.248546,38.5461,22865,0.000575202,122.05891068599885,0.435338,118.243,424.969945266,584000,4.848163388007379
741.687,292,733.152,137.63006591796875,0.00398199,0.709784,410.363036802,13.763007164001465,-2.63038,-8.76966,0.00144616,345.974,106.526,-743.919,-0.00564215,994.372,145.48252651601797,-4.87229,0.00656663,3.33298,0.00518241,0.606487,991.193,0.925538,5.23977,146.551,0.128723,-8.09539,-59.8694,1252000,18.201125356004923,133.97,43064.41312445406,-0.864635,-0.533923,0.229793,30.3521,22905,0.000569119,122.42492119899543,0.355662,125.156,425.144688158,586000,4.856479961017612
764.447,293,754.467,129.63601684570312,0.00451631,0.696792,417.385281446,12.963602066040039,-2.63489,-57.048,0.00142652,310.338,113.834,-761.924,-0.00505067,1063.2,145.17445793798106,-4.64343,0.00551131,3.34376,0.00467621,0.979975,1076.31,0.734055,4.05952,142.979,0.021894,-9.08845,-42.4473,1256000,18.205829092003114,128.55,43209.62966903703,-0.962407,-0.531362,0.230732,29.2287,22946,0.000718417,122.32531214499613,0.353509,120.226,435.018851911,588000,4.6433167009818135
756.464,294,750.213,129.6012725830078,0.00546528,0.711711,437.556812436,12.960127830505371,-2.68079,-100.536,0.00151227,326.537,123.608,-758.54,-0.00667765,1059.3,145.28064213800826,-3.85344,0.00361043,3.25494,0.00545234,0.499691,1050.41,0.806666,4.59278,136.412,0.187163,-10.9647,-82.1977,1260000,18.249865329002205,120.318,43354.868536402035,-0.938958,-0.52967,0.220798,27.3575,22987,0.00066106,122.32154008699581,0.336456,118.01,437.666575827,590000,4.709236722010246
751.375,295,744.287,134.31561279296875,0.00464819,0.722146,430.587892782,13.431561470031738,-2.67417,-130.254,0.0015168,557.315,139.85,-753.548,-0.0068161,1050.42,146.13380293500086,-3.48981,0.00476798,3.31493,0.00542235,0.686195,1042.65,0.591974,4.63228,136.393,0.206129,-10.019,-53.2555,1264000,18.210393913999724,135.801,43501.25977213404,-0.759854,-0.551801,0.250761,24.9342,23030,0.000584888,122.99900430300477,0.351363,117.619,453.446063519,592000,4.924404717996367
737.733,296,727.517,147.85400390625,0.00469868,0.721539,463.040940901,14.785400390625,-2.8379,-54.9206,0.00155022,330.252,122.214,-737.173,-0.0066914,1024.02,146.61497755801975,-4.74747,0.00320101,3.38123,0.00475216,0.731846,1040.62,0.495065,5.36784,155.408,0.0918945,-9.49445,-29.0056,1268000,18.47019412899681,137.577,43648.13754863707,-0.558183,-0.571028,0.250951,32.8365,23071,0.00053384,123.24020560200006,0.397629,131.015,435.40972231,594000,4.904577827022877
771.034,297,765.86,120.84175872802734,0.00425996,0.673692,422.389325812,12.084176063537598,-2.88253,-40.5347,0.00137062,293.659,82.3501,-772.134,-0.00687314,1046.81,145.4273965750035,-3.78238,0.00584471,2.99247,0.0054876,0.880246,1045.42,0.585775,4.93757,131.39,0.397433,-10.258,-30.4487,1272000,18.735042767002597,133.311,43793.117457014065,-0.87328,-0.547326,0.232978,17.5361,23112,0.000520603,121.77161887100374,0.38353,121.276,448.284269304,596000,4.920734936997178
771.897,298,762.238,141.8077392578125,0.00431801,0.724673,435.932160485,14.180773735046387,-2.4303,-69.5966,0.00156065,334.91,107.046,-770.26,-0.00639315,1060.55,145.1979880930012,-4.30192,0.00734528,3.34544,0.00599887,1.04381,1051.95,0.637384,4.66875,151.403,0.117389,-11.2591,-46.1109,1276000,18.28977608900459,132.328,43938.333305471075,-0.495,-0.558199,0.227246,24.0267,23152,0.000531314,122.0137278550028,0.396565,133.25,462.498962363,598000,4.894484148993797
765.34,299,758.127,133.6611328125,0.00487568,0.681969,429.176384611,13.366113662719727,-2.61599,-14.0218,0.0014399,274.229,111.612,-767.217,-0.00641934,1029.84,146.03967388600722,-5.05233,0.00460343,3.18041,0.0052223,0.603235,1020.97,0.896508,6.3228,130.297,0.372224,-8.96678,-78.8928,1280000,18.30993440900056,120.871,44084.21502395208,-0.919771,-0.547447,0.215655,32.0265,23192,0.000584981,122.83283287299855,0.370889,110.323,446.48219251,600000,4.896906604008109
759.274,300,751.914,143.5164337158203,0.00363753,0.700261,434.680320009,14.351643562316895,-2.81155,-19.0987,0.00142514,332.066,113.851,-759.875,-0.00567143,1020.03,146.20112594901002,-4.71644,0.00268336,3.26029,0.00481747,1.05125,1027.79,1.02942,4.80352,137.344,0.153448,-10.9914,-49.95,1284000,18.154185611005232,129.527,44230.752999210075,-0.541211,-0.570103,0.235531,30.3267,23233,0.000638833,122.94902251900203,0.416635,116.991,430.027526075,602000,5.09791781900276
770.944,301,759.962,143.5069122314453,0.00430784,0.696841,436.958613129,14.350691795349121,-2.60989,-37.6993,0.00142484,408.491,173.709,-769.623,-0.00557974,1010.87,145.69460521098517,-4.36835,0.00453837,3.35213,0.0062814,0.564382,1008.16,0.794235,5.72371,137.536,0.178268,-7.69618,-55.1844,1288000,18.493150218004303,114.563,44375.83517869206,-0.529957,-0.558318,0.241018,34.3246,23274,0.000581254,122.362465901002,0.441948,110.65,455.425767828,604000,4.838989091978874
762.12,302,752.099,128.8199005126953,0.00414478,0.716544,434.478410313,12.881990432739258,-2.80911,-50.7759,0.0015371,323.365,105.771,-760.031,-0.00633549,1054.12,145.97724363099405,-5.72741,0.00401667,3.43607,0.00622971,0.803738,1071.01,0.971715,4.37896,146.359,0.236552,-8.29007,-22.7169,1292000,17.882961296003486,126.991,44522.14515649806,-0.798183,-0.542744,0.241192,32.5239,23315,0.000602252,123.14041216600162,0.355882,127.072,428.415289627,606000,4.953870168988942
763.444,303,754.331,143.67637634277344,0.00443226,0.742367,478.918443412,14.367637634277344,-2.48175,-28.1076,0.00148053,551.878,101.082,-760.903,-0.00630902,1056.21,144.9298682279914,-3.85904,0.00723117,3.30223,0.00575442,0.845302,1061.12,0.627538,5.05253,152.215,0.136783,-8.60504,-75.1087,1296000,18.217995530001645,149.309,44667.20943405305,-0.340759,-0.598348,0.240382,25.5956,23355,0.000536447,121.86289637599839,0.376381,133.836,463.924671667,608000,4.848976321991358
763.661,304,751.98,158.04696655273438,0.00384412,0.754028,468.210239517,15.804697036743164,-2.30487,-32.5057,0.00164759,382.794,328.187,-761.612,-0.0068155,1040.95,145.57626436699502,-4.29975,0.00311486,3.57086,0.00646414,0.683342,1047.45,0.908623,5.28137,164.962,0.282242,-8.49148,-82.9752,1300000,18.354499863002275,114.469,44812.893712726065,-0.199115,-0.575054,0.224777,28.411,23397,0.000418038,122.5578838109941,0.441318,142.288,465.029846933,610000,4.663880692998646
