Epoch,VF Loss,Sample Time (s),Q Predictions Std,R Predictions Min,V Predictions Max,Z variance train,Policy mu Mean,Log Pis Max,Policy log std Min,V Predictions Mean,Log Pis Mean,AverageReturn_all_test_tasks,Total Train Time (s),Policy log std Max,Number of rollouts total,R Predictions Mean,Log Pis Std,Number of env steps total,Policy mu Max,Q Predictions Mean,R Predictions Max,Z mean eval,Policy log std Mean,KL Divergence,Z mean train,Policy log std Std,Z variance eval,Policy mu Min,R Predictions Std,Log Pis Min,Q Predictions Max,Q Predictions Min,V Predictions Std,KL Loss,(Previous) Eval Time (s),V Predictions Min,QF Loss,Number of train steps total,AverageReturn_all_train_tasks,Policy mu Std,Epoch Time (s),RF Loss,Policy Loss,Train Time (s)
377,2.49266,4.146267815987812,67.9664,0.00519822,165.091,0.783419,-0.0175291,8.94882,-2.49914,98.8643,-2.60521,-29.0367971137,64032.76510163533,0.126705,31240,0.00975922,1.87901,1712000,2.3849,94.0945,0.0141081,0.0268133,-0.394179,29.83513832092285,0.300754,0.240743,0.770313,-2.43736,0.00156477,-7.99916,163.112,-826.419,66.1791,2.983513832092285,40.59275782699842,-811.362,4.22493,756000,-26.4315163302,0.503313,169.34675401998538,46.0412,-99.126,124.60772837699915
378,2.66476,4.069315308013756,73.6912,0.00524892,175.768,0.779366,-0.00331402,6.82907,-2.13466,100.645,-2.62954,-31.5899353241,64202.08470066034,0.206472,31320,0.00972795,1.85121,1716000,2.40782,95.3229,0.0146906,0.0224371,-0.399429,29.402910232543945,0.17963,0.240692,0.792985,-2.00498,0.00158859,-8.97431,173.586,-629.923,72.4215,2.940291166305542,40.32917819699651,-627.29,4.17804,758000,-27.8338574661,0.491521,168.9670269180133,50.9581,-100.511,124.56853341300302
379,2.10784,4.0988705509807914,62.0962,0.0052789,151.605,0.760337,-0.0010163,6.25318,-2.38321,100.606,-2.65784,-31.0222474982,64372.38523577031,0.142112,31400,0.00969957,1.82942,1720000,2.22224,95.7258,0.0151123,0.0170372,-0.388316,28.28825569152832,0.144432,0.241878,0.79518,-1.93719,0.00160066,-10.4394,148.589,-318.109,61.0859,2.8288257122039795,40.684777877999295,-313.297,3.6303,760000,-28.6877766918,0.486843,170.44413518897636,28.6483,-100.352,125.66048675999627
380,2.55781,4.25378200400155,73.0097,0.00520409,161.381,0.781079,-0.023044,13.7724,-2.46374,85.6735,-2.30921,-29.6123944761,64541.826560372305,0.0734106,31480,0.00957923,2.01864,1724000,3.04831,80.8248,0.0139248,0.0129056,-0.420682,31.533109664916992,0.402056,0.251245,0.795267,-3.15787,0.00161822,-9.45,159.386,-912.996,71.0822,3.153311014175415,40.54390341800172,-903.663,5.1002,762000,-27.2857796303,0.545999,169.3868112580094,35.0117,-86.3517,124.58912583600613
381,2.39279,4.243056372986757,70.2659,0.00553354,169.376,0.761344,-0.0175477,7.42258,-2.38101,82.9599,-2.30215,-30.233422775,64711.96562225228,0.0757797,31560,0.00986141,2.06501,1728000,2.63466,77.3799,0.015222,0.0248385,-0.418095,31.826526641845703,0.0925053,0.255246,0.782083,-2.20255,0.00158215,-10.1389,166.681,-781.104,68.6689,3.182652711868286,40.60151177899388,-781.149,5.00099,764000,-27.42232063,0.545557,170.13791583298007,51.179,-82.3577,125.29334768099943
382,2.36859,4.177576448957552,70.5416,0.00524839,172.95,0.767957,-0.0327092,8.42997,-2.17044,104.793,-2.63286,-31.433895515,64883.23332617625,0.17663,31640,0.00964487,1.84507,1732000,2.37651,98.7376,0.014842,0.0313296,-0.401168,31.13367462158203,0.144398,0.238094,0.785366,-2.57355,0.00161114,-11.4215,169.825,-771.128,69.0686,3.1133675575256348,40.60552285700396,-766.524,4.54003,766000,-28.5426483885,0.479618,171.61126637396228,39.4953,-104.314,126.82816706800077
383,2.3178,4.166784504996031,72.6305,0.00521941,170.564,0.773284,-0.00983533,8.12772,-2.3195,104.494,-2.6326,-31.0459494894,65052.48414946725,0.0682063,31720,0.00962412,1.86091,1736000,2.43523,99.4659,0.0136179,0.027995,-0.403095,28.50063133239746,0.354257,0.236654,0.798494,-2.33564,0.00157519,-7.97618,168.205,-824.6,71.0335,2.8500630855560303,40.264775820993236,-817.246,3.92692,768000,-27.9756046711,0.491847,169.4039336389833,23.4029,-104.988,124.97237331299402
384,2.23382,3.9815115589881316,79.6976,0.00490072,148.49,0.794857,-0.00402821,12.804,-2.04269,80.1105,-2.33396,-31.6336831109,65222.26390130827,0.0744413,31800,0.00974332,1.98674,1740000,3.10531,74.8618,0.0148166,0.0283088,-0.415856,31.36745834350586,0.0755134,0.2522,0.78873,-2.49177,0.00160658,-9.52901,145.673,-664.377,78.125,3.1367459297180176,40.11437566600216,-647.087,4.37417,770000,-28.7967544862,0.544772,169.2135369329917,39.6237,-79.978,125.11764970800141
385,2.90492,4.185936621986912,74.0246,0.00553528,174.057,0.802551,-0.00590184,11.941,-2.46209,80.8684,-2.31379,-32.1369694897,65390.735481261254,0.205613,31880,0.00984279,2.07991,1744000,3.20398,75.3233,0.0148634,0.0219008,-0.41535,32.65996170043945,0.23826,0.258038,0.773439,-2.23931,0.00146963,-10.5633,171.302,-740.418,71.7067,3.265996217727661,40.68391444000008,-639.953,5.44328,772000,-28.179617891,0.546912,168.73842113699357,50.334,-80.5941,123.86857007500657
386,2.6555,4.058889200023259,67.6042,0.00488061,167.956,0.82175,-0.0137274,7.7286,-2.10063,114.243,-2.82192,-30.3134740115,65559.6417472823,0.167717,31960,0.00942042,1.74598,1748000,2.93237,108.693,0.0153613,0.0326054,-0.38936,29.73792266845703,0.0924504,0.230696,0.789159,-2.49536,0.00161642,-8.79859,165.316,-842.902,65.4991,2.973792314529419,40.41952673999185,-742.626,3.61914,774000,-26.9875936997,0.454088,169.31605226302054,43.0756,-114.026,124.83763632300543
387,2.49288,4.214129973988747,62.3793,0.00502392,167.229,0.793667,0.00342905,8.46521,-2.2097,108.514,-2.71365,-31.6387834637,65729.26918857328,0.0866174,32040,0.00939358,1.78284,1752000,2.36055,104.014,0.0146272,0.0257317,-0.398662,27.86513900756836,0.0241102,0.240599,0.792072,-2.35491,0.00156039,-10.5262,164.835,-767.676,61.444,2.7865140438079834,40.012864784992416,-774.887,4.00374,776000,-27.5096702012,0.475368,168.93163323898625,25.9211,-109.084,124.70463848000509
388,1.9608,4.1377215570246335,68.499,0.00480931,167.615,0.767659,-0.0317311,5.6955,-2.11649,105.241,-2.67448,-33.0628004938,65899.13315606731,0.181389,32120,0.00961324,1.80488,1756000,2.1357,100.78,0.0154545,0.0276157,-0.395346,28.333925247192383,0.0493081,0.234225,0.790506,-2.21304,0.00168541,-9.78397,165.046,-602.834,67.811,2.83339262008667,40.711395052989246,-601.991,3.6258,778000,-28.8751015362,0.487652,170.1891151360178,16.6891,-105.549,125.33999852600391
389,3.38349,4.201737175986636,90.6842,0.00524897,149.759,0.778938,-0.0119058,17.8373,-2.04932,78.3195,-2.39012,-30.9230830988,66066.85393899129,0.0736313,32200,0.00999874,2.0369,1760000,3.31831,73.6101,0.0146043,0.0310755,-0.407767,31.002819061279297,0.0251522,0.250364,0.792312,-2.30984,0.00159768,-9.87146,147.769,-934.151,90.1789,3.1002819538116455,40.3890719129995,-944.397,5.83118,780000,-26.1962032826,0.543553,167.98774618198513,39.4159,-78.3434,123.396937092999
390,2.04237,4.138429465936497,73.756,0.00521057,163.133,0.783995,-0.0189063,7.6046,-2.18347,105.798,-2.62344,-34.5145981822,66235.22101836927,0.0920943,32280,0.00962196,1.84845,1764000,2.18381,101.07,0.0142431,0.0306401,-0.392918,28.763751983642578,0.0351634,0.232171,0.796481,-2.337,0.00162032,-7.95516,160.788,-889.676,72.7786,2.876375198364258,40.125675711999065,-888.506,3.84046,782000,-28.4815029897,0.487281,168.08901574794436,47.9098,-106.182,123.8249105700088
391,2.35922,4.1187774799909675,69.8237,0.00521791,170.25,0.799548,-0.0158161,6.05463,-2.15805,111.455,-2.77452,-28.7430945192,66403.63026877525,0.129397,32360,0.00967493,1.73741,1768000,2.27239,106.666,0.0146397,0.0269434,-0.392829,28.879566192626953,0.26416,0.234675,0.780533,-2.21508,0.00158767,-11.2896,167.728,-674.192,69.0005,2.8879566192626953,40.40620961300738,-673.354,3.96853,784000,-26.2022867746,0.462276,168.4981992009998,37.4492,-111.643,123.97321210800146
392,3.62226,4.208379437011899,102.072,0.00541063,173.018,0.770597,-0.03501,16.7039,-2.30155,77.6693,-2.33328,-27.6361121043,66574.00916270925,0.171846,32440,0.00975195,2.15206,1772000,3.08605,72.2643,0.0141914,0.0149966,-0.413106,33.2442741394043,0.400341,0.250973,0.769181,-2.7082,0.0015679,-9.34022,170.394,-922.212,99.5134,3.324427366256714,40.320943197002634,-910.193,5.62738,786000,-26.2988173087,0.548182,170.21343172602064,47.9187,-77.9242,125.68410909200611
393,3.23848,4.091118003954762,73.631,0.00484273,161.231,0.766408,-0.0393207,7.26228,-2.28759,98.8068,-2.72254,-29.2228663367,66744.01615754723,0.132719,32520,0.00969713,1.78048,1776000,2.31073,94.5363,0.015215,0.0225813,-0.399359,28.257722854614258,0.0390547,0.236795,0.806635,-2.26793,0.00167024,-11.5381,158.901,-815.995,72.4303,2.825772285461426,40.488584521008306,-815.816,4.70733,788000,-27.0266489361,0.481146,169.78279114796896,37.4937,-99.5634,125.2030886230059
394,4.03506,4.218183361997944,64.0516,0.0049212,171.844,0.79871,-0.00956624,6.76468,-2.27013,105.956,-2.58798,-30.7266060545,66913.00962346324,0.107747,32600,0.00951633,1.8473,1780000,2.25146,99.5113,0.014854,0.0284917,-0.404999,31.76167869567871,0.0348054,0.245143,0.788257,-2.59036,0.00153495,-9.62235,168.184,-642.257,62.5167,3.1761679649353027,40.71580807901046,-630.647,7.81819,790000,-26.4495139492,0.491972,169.46394289100135,56.264,-104.811,124.52995144999295
395,2.39515,4.257701195019763,66.029,0.0053227,160.62,0.780769,-0.0222839,8.58053,-2.21823,102.421,-2.64856,-28.7722271172,67082.23681659823,0.228477,32680,0.00967919,1.82009,1784000,2.25203,97.5317,0.013913,0.0148488,-0.391886,28.371585845947266,0.254267,0.234264,0.780501,-2.83464,0.00153443,-10.5041,158.113,-710.38,65.2048,2.837158679962158,40.24848847099929,-694.027,3.94014,792000,-25.9520504681,0.488438,169.18138583401742,36.5078,-102.466,124.67519616799837
396,2.08617,4.108599853032501,55.9753,0.00497299,161.299,0.778226,-0.0101453,13.2344,-2.28808,106.99,-2.61184,-28.2278469104,67250.81553818827,0.103208,32760,0.00969636,1.84575,1788000,2.46453,101.937,0.0141427,0.0173918,-0.395408,27.55600929260254,0.159363,0.242338,0.76836,-2.50553,0.00156677,-9.83875,158.563,-600.841,54.6878,2.755600929260254,40.29752105900843,-597.535,4.03455,794000,-26.66218154,0.498105,168.58924608003872,38.7275,-106.504,124.18312516799779
397,2.22353,4.261584423002205,84.1862,0.00519544,170.345,0.789398,-0.0155992,6.22137,-2.08286,91.3367,-2.5795,-29.5778481175,67419.82518486727,0.137482,32840,0.00955047,1.85264,1792000,2.29622,86.3727,0.0140243,0.0163946,-0.397829,29.069347381591797,0.0628759,0.237159,0.794926,-2.14468,0.00155433,-9.54223,167.901,-598.966,83.3104,2.9069347381591797,40.28983737199451,-598.73,3.99307,796000,-26.4546744498,0.509354,168.74997676198836,39.4267,-91.2643,124.19855496699165
398,2.08967,4.071552327004611,62.9664,0.00493636,150.806,0.792438,-0.0198358,7.89765,-2.35551,73.1396,-2.2469,-29.7735833114,67589.25150244728,0.101182,32920,0.00988518,2.07781,1796000,2.20672,68.2949,0.0145922,0.0212288,-0.420713,31.958585739135742,0.29966,0.260487,0.799338,-2.29706,0.00155321,-8.7365,148.654,-771.9,61.2455,3.1958587169647217,40.552971380006056,-764.073,4.75654,798000,-28.0508055382,0.557215,169.53870833200926,59.1816,-73.1213,124.9141846249986
399,2.18454,4.1934371659881435,72.9949,0.0053344,170.58,0.764807,-0.00904417,10.0896,-2.33331,103.246,-2.69377,-30.2889966144,67759.25962864024,0.183758,33000,0.00952455,1.85065,1800000,2.4675,98.1469,0.013684,0.0139582,-0.392975,30.018640518188477,0.108716,0.236379,0.80113,-2.53512,0.00157452,-11.0379,168.585,-934.008,71.2679,3.001864194869995,40.44299374599359,-920.717,4.63805,800000,-28.5509103688,0.48326,170.1407556069753,33.2489,-103.508,125.50432469499356
400,1.89976,4.17415732902009,56.072,0.00468507,171.597,0.791648,-0.00538698,5.34817,-1.96612,120.792,-2.89574,-30.932961566,67927.44536674126,0.1759,33080,0.00967684,1.55583,1804000,1.97387,116.083,0.015389,0.0161545,-0.381232,27.36044692993164,0.0460276,0.221728,0.781211,-1.93139,0.00155525,-8.1712,169.478,-649.846,55.2337,2.7360446453094482,40.313421130005736,-646.201,3.2452,802000,-28.4070901224,0.425343,168.31313451202004,24.3566,-121.016,123.82555605299422
401,2.03667,4.1823481359751895,83.4039,0.00547085,172.926,0.774121,-0.0309033,10.8936,-2.20484,103.802,-2.59829,-30.9793111375,68095.99881015126,0.0859119,33160,0.00957211,1.85836,1808000,2.31045,98.1127,0.0152878,0.018524,-0.398127,31.346620559692383,0.158393,0.242062,0.774421,-2.49514,0.00155139,-7.68509,170.432,-908.85,81.8264,3.13466215133667,40.18865054899652,-901.213,4.51379,804000,-27.2911542673,0.494164,169.04505066196725,43.3862,-103.552,124.67405197699554
402,2.33598,4.196574668007088,81.5673,0.00525666,171.534,0.796802,-0.0198937,5.76238,-2.56918,101.005,-2.68366,-32.3398048028,68264.85560946226,0.151327,33240,0.00979439,1.77569,1812000,2.62225,96.089,0.0159964,0.0172217,-0.394516,29.810792922973633,0.179622,0.237025,0.790343,-2.15411,0.00168934,-7.61791,168.804,-945.829,80.7052,2.981079339981079,39.70037373699597,-950.86,4.0181,806000,-25.4950953845,0.479369,168.0957749470108,26.3094,-100.912,124.19882654200774
403,2.93434,4.124478627010831,98.4341,0.00483987,170.565,0.771664,-0.0203085,6.84612,-2.26831,81.483,-2.3473,-30.3079464026,68434.78868056228,0.105765,33320,0.00964315,2.08196,1816000,2.29161,76.6084,0.0144018,0.01771,-0.412077,29.938997268676758,0.151971,0.252421,0.790327,-2.59497,0.0015995,-9.14203,167.84,-896.58,96.9212,2.9938998222351074,40.46453491000284,-888.491,4.48824,808000,-27.5965729039,0.5389,169.9073323590128,44.901,-81.6733,125.31831882199913
404,2.97231,4.213344266012427,92.8267,0.00549608,170.769,0.810749,-0.0200038,7.93837,-2.3168,76.9485,-2.26802,-30.8887447011,68604.4281501593,0.0848242,33400,0.00996778,2.06514,1820000,2.38172,71.3909,0.0145319,0.0203887,-0.420112,32.872650146484375,0.359232,0.251695,0.785954,-2.2722,0.00158134,-9.22068,168.451,-917.541,90.9137,3.2872650623321533,40.49334980100684,-913.032,5.00614,810000,-26.5286258064,0.558878,169.73165879302542,47.9943,-76.515,125.02496472600615
405,2.5387,4.146451830980368,76.3406,0.0050667,173.006,0.818394,-0.0119796,19.6073,-2.44644,102.694,-2.6073,-30.5512334844,68773.92260470027,0.155846,33480,0.00948134,1.88871,1824000,3.07072,97.2368,0.014994,0.0177008,-0.396358,30.673460006713867,0.16875,0.242605,0.802145,-3.25467,0.00151978,-9.24788,169.938,-783.596,74.764,3.0673460960388184,40.40457784499449,-774.024,4.78051,812000,-27.1129022877,0.493065,169.37766642097267,39.3774,-102.794,124.82663674499781
406,3.02201,4.189642522003851,80.3304,0.00575411,158.446,0.787149,-0.00936488,14.1337,-2.24421,70.1959,-2.14663,-31.2584932128,68943.08469003625,0.0722173,33560,0.00982355,2.22828,1828000,2.93274,64.5625,0.0168136,0.0257179,-0.42712,34.219966888427734,0.226077,0.260994,0.786092,-3.13466,0.0015197,-8.7335,155.526,-865.004,77.7905,3.421996831893921,40.524053788001765,-863.453,6.03244,814000,-27.7632619144,0.578888,169.72378316600225,64.9785,-69.6819,125.01008685599663
407,2.30979,4.078371023017098,78.6528,0.00532226,161.888,0.775913,-0.0340577,16.215,-2.2704,83.0293,-2.44367,-28.8111752108,69112.66722119127,0.123861,33640,0.00971861,2.06308,1832000,2.31781,77.6629,0.0139122,0.0282396,-0.409916,31.8287410736084,0.0966324,0.248384,0.739325,-2.86646,0.00159103,-9.39885,159.453,-970.444,76.6261,3.1828742027282715,39.96548164500564,-960.986,4.85624,816000,-26.3722031072,0.534203,168.9112945570232,37.046,-83.0249,124.86744188900047
408,2.63101,4.020580033014994,102.143,0.00542205,156.937,0.765021,-0.0149422,11.1465,-2.07941,94.2454,-2.65327,-30.4804618815,69281.64122681328,0.156785,33720,0.00947686,1.84824,1836000,2.25114,89.291,0.0136113,0.022548,-0.395195,29.48153305053711,0.0711594,0.239108,0.800545,-2.38874,0.00151469,-9.03097,153.754,-898.444,101.655,2.948153257369995,40.63980193200405,-896.185,4.91928,818000,-29.3032821648,0.493769,169.86423350802215,32.1486,-94.2203,125.20385154300311
409,3.02857,4.205054179998115,97.4799,0.00575884,170.729,0.784286,-0.0201867,15.3637,-2.31476,83.8752,-2.383,-33.9851437433,69449.50088133627,0.2828,33800,0.00969497,2.16953,1840000,3.50383,78.3511,0.0152333,0.0305671,-0.423547,32.03654861450195,0.140528,0.253327,0.802785,-2.85291,0.00156386,-8.8052,167.573,-923.329,95.5496,3.2036550045013428,39.752563401998486,-915.925,4.51868,820000,-27.8216062492,0.538386,167.28651031499612,47.1861,-83.6215,123.32889273299952
410,2.05412,4.235358137026196,64.2681,0.0046749,152.489,0.77878,-0.0281307,9.28604,-2.18848,101.183,-2.62299,-29.7569655895,69617.77488450629,0.0849062,33880,0.00973443,1.80432,1844000,2.31931,96.6852,0.0142989,0.0203736,-0.397876,28.94288444519043,0.0425499,0.236762,0.779184,-2.53974,0.0016243,-8.34125,149.852,-906.116,62.7954,2.8942885398864746,40.32903540501138,-903.03,3.22227,822000,-27.3251970307,0.494659,168.5266211010312,29.086,-101.193,123.96222755899362
411,2.57297,4.1193612959759776,74.8406,0.00597363,176.086,0.762008,-0.0159766,6.14656,-2.26856,93.6659,-2.48277,-28.975612097,69785.91375490426,0.156279,33960,0.00968517,1.90146,1848000,2.39289,88.9786,0.014772,0.0230652,-0.410291,27.937397003173828,0.0785921,0.247756,0.765107,-2.1251,0.00157686,-7.91062,173.336,-747.376,73.9269,2.7937397956848145,40.0795584180014,-739.071,4.47688,824000,-27.5106102512,0.513367,167.8751419139735,34.851,-93.976,123.67622219999612
412,2.02535,4.146010962023865,56.0364,0.00524048,175.494,0.783327,-0.0240018,15.3854,-2.09514,126.003,-2.99225,-30.3459832361,69955.16010236728,0.0857222,34040,0.00956688,1.55752,1852000,3.01552,120.771,0.0148454,0.0241676,-0.379655,28.453550338745117,0.0512017,0.221206,0.761927,-2.91395,0.0016638,-9.56197,171.799,-638.572,55.1106,2.8453550338745117,40.34630060699419,-635.627,3.46964,826000,-27.7543297721,0.419028,169.30884096001682,24.585,-125.542,124.81652939099877
413,1.85897,4.138843202992575,52.2269,0.00510693,170.786,0.785512,-0.0196972,6.28109,-2.02351,118.332,-2.84035,-31.3540589835,70122.95575473133,0.13862,34120,0.00961221,1.64126,1856000,2.27668,113.419,0.0147723,0.0093805,-0.387112,27.390012741088867,0.103579,0.229914,0.766595,-1.92356,0.00163431,-9.29604,168.023,-585.469,51.2201,2.7390012741088867,40.287381836998975,-577.68,3.43848,828000,-27.6135913347,0.440646,167.84295297900098,44.8813,-118.73,123.41672793900943
414,2.09507,4.068132377011352,74.4914,0.00561509,174.39,0.790583,-0.0275072,15.6027,-2.05605,109.857,-2.7839,-31.2492651313,70292.35171879032,0.0921126,34200,0.00964696,1.68593,1860000,2.66579,104.803,0.014071,0.0193646,-0.393824,29.012344360351562,0.0340627,0.231033,0.775436,-2.5693,0.00149606,-7.91898,171.781,-706.539,73.9067,2.9012343883514404,40.24290364800254,-696.881,4.29628,830000,-29.4690963106,0.460521,169.517905885019,35.1706,-109.838,125.2068698600051
415,2.17907,4.121161556948209,57.0543,0.00531547,168.143,0.776772,-0.00239999,6.9391,-2.47284,104.725,-2.65701,-31.668387416,70460.88218648625,0.0952098,34280,0.00975609,1.809,1864000,2.21768,100.143,0.0142585,0.0263737,-0.395715,27.81314468383789,0.0611189,0.240832,0.781876,-2.05482,0.00153909,-11.7985,165.974,-640.124,55.7549,2.7813146114349365,40.12421295599779,-611.514,3.6606,832000,-30.404560193,0.48988,168.4237144629442,47.759,-104.687,124.17833994999819
416,2.46728,3.9884903109632432,87.4982,0.00511596,162.85,0.76602,-0.0149962,14.7328,-2.44653,88.4912,-2.53838,-32.1684578015,70630.29299892724,0.201537,34360,0.00964466,1.92498,1868000,2.95679,83.0601,0.0142595,0.0141727,-0.410587,30.671783447265625,0.400868,0.243818,0.799996,-2.92215,0.00159263,-7.99412,160.222,-911.407,85.5434,3.06717848777771,40.23394627800735,-911.48,4.2975,834000,-28.8457049101,0.513596,169.0991167519678,51.9163,-88.169,124.87668016299722
417,2.08577,4.201250887956121,50.9831,0.00548903,171.032,0.77828,-0.010255,5.92067,-2.26871,97.535,-2.51767,-32.8983890708,70799.79231783719,0.201998,34440,0.00987087,1.8962,1872000,2.33399,92.8671,0.0144266,0.0199907,-0.404945,30.03144645690918,0.147403,0.246919,0.784911,-1.91713,0.00151212,-8.50417,168.315,-704.687,49.8358,3.0031447410583496,40.549286872002995,-694.7,4.53756,836000,-28.7252659011,0.514694,170.15640905295731,35.9625,-97.5355,125.4058712929982
418,1.78093,4.1484339919989,66.8046,0.00436897,170.558,0.788758,-0.019114,20.3975,-2.05362,109.665,-2.70071,-32.1427438867,70968.99770064217,0.0960681,34520,0.00953701,1.79838,1876000,4.20029,104.831,0.0146992,0.0192965,-0.39384,29.831052780151367,0.182877,0.23731,0.798946,-3.03714,0.00155451,-8.94497,167.638,-682.771,65.6937,2.983105421066284,39.895091757003684,-680.73,4.05288,838000,-27.5271171234,0.47679,168.67781324899988,43.8111,-109.666,124.6342874999973
419,2.85981,4.125336632001563,73.2705,0.00536546,169.287,0.781639,-0.0267759,10.4555,-2.13504,81.8331,-2.35077,-30.1610566049,71137.42408980917,0.125761,34600,0.00976852,2.07048,1880000,2.78781,76.0734,0.0161783,0.0171621,-0.42435,31.047487258911133,0.128358,0.254774,0.7561,-2.47835,0.00155784,-8.22699,166.278,-786.521,71.0302,3.1047487258911133,40.42550210900663,-774.969,4.31764,840000,-27.057113888,0.550703,168.7011152250052,55.1838,-81.1289,124.150276483997
420,1.81173,4.180787296994822,53.1567,0.00611002,159.338,0.743508,-0.003246,5.14862,-2.13389,110.415,-2.73957,-29.7009150031,71305.11424601314,0.124239,34680,0.00977802,1.64626,1884000,2.83642,105.747,0.0137466,0.0122241,-0.388894,27.05816078186035,0.0687552,0.232848,0.819161,-2.04762,0.00158042,-8.3537,156.262,-479.721,52.0614,2.7058160305023193,40.15405605599517,-473.071,3.53638,842000,-27.5226170137,0.457665,168.11007383899414,29.9103,-110.484,123.77523048600415
421,2.72329,4.131099967009504,86.2737,0.00595794,165.345,0.77328,-0.0135548,5.99413,-2.27091,84.9612,-2.35412,-32.3103168396,71474.14763563113,0.250598,34760,0.00985248,2.0396,1888000,2.43067,79.8602,0.0149638,0.0103864,-0.414553,31.362632751464844,0.0132396,0.254951,0.779029,-2.5448,0.00159858,-9.66562,162.782,-935.162,84.8728,3.136263370513916,39.736936913002864,-930.106,4.77718,844000,-28.6220869029,0.541395,168.19349401601357,39.9907,-85.3071,124.3254571360012
422,3.09384,4.131576658008271,82.3229,0.00530948,162.466,0.779714,-0.0149705,7.30804,-2.53126,82.3698,-2.38689,-31.8163524703,71641.37031335913,0.0856452,34840,0.00976995,2.00638,1892000,2.23931,78.4234,0.0146484,0.0169173,-0.4144,33.0744514465332,0.00643997,0.254006,0.793448,-1.9858,0.00155088,-10.6403,160.483,-967.806,81.0643,3.3074452877044678,40.57995063799899,-949.184,4.33804,846000,-26.9130938813,0.534778,168.07626070200058,54.7052,-83.2648,123.36473340599332
423,2.01571,4.2093217019719305,63.6199,0.00494884,168.04,0.80618,-0.0159894,7.71346,-2.13333,120.889,-2.77425,-30.5041576404,71811.1900014451,0.119378,34920,0.00963216,1.68956,1896000,2.23207,115.946,0.0143936,0.028349,-0.39443,29.546749114990234,0.307059,0.234196,0.758876,-2.04569,0.00161326,-9.0271,165.553,-717.348,62.6204,2.9546749591827393,39.729458911999245,-708.61,3.51944,848000,-26.7936922407,0.445732,168.7534476859728,61.4452,-121.139,124.81466707200161
424,2.61079,4.1954845309956,59.5807,0.00391713,171.779,0.798644,-0.00218596,15.1206,-2.28881,116.839,-2.83899,-30.9938438591,71981.42167795709,0.237704,35000,0.00956015,1.71041,1900000,2.73208,112.021,0.0146646,0.0306467,-0.382742,28.105234146118164,0.172731,0.226721,0.794022,-2.71432,0.00165881,-10.9995,169.013,-586.276,58.8793,2.810523509979248,40.79894867198891,-607.764,4.04588,850000,-28.0146017919,0.446877,170.2099822609889,49.34,-116.48,125.2155490580044
425,1.75805,4.1842789499642095,35.4506,0.00493734,174.447,0.779716,-0.0382158,4.85759,-1.8896,134.126,-3.02699,-29.9327309722,72148.86705234903,0.243765,35080,0.00947237,1.42867,1904000,1.87872,129.03,0.0140122,0.0167762,-0.376829,28.245746612548828,0.402868,0.213326,0.797156,-2.25631,0.00154433,-9.33388,172.318,-493.945,34.3558,2.8245747089385986,40.82401950100029,-492.686,3.1967,852000,-27.6237214363,0.394257,168.3646754539659,37.2678,-134.322,123.3563770030014
426,2.13005,4.202009877961245,63.0055,0.00516574,162.639,0.812111,-0.0212409,9.23109,-2.26898,98.6088,-2.60731,-31.2259567763,72316.83139546201,0.157299,35160,0.00977556,1.84687,1908000,2.2414,94.3433,0.0139058,0.0127345,-0.395065,30.48212242126465,0.102232,0.240093,0.791803,-2.42995,0.00155874,-8.47642,159.572,-726.742,61.9214,3.0482122898101807,39.90750367300643,-721.797,4.14247,854000,-27.1248683733,0.49486,167.9267589289666,38.8252,-98.9506,123.81724537799892
427,2.28098,4.079567043998395,45.0185,0.00469153,160.678,0.763473,-0.0213962,11.96,-1.99323,124.892,-2.93135,-33.0036819273,72485.491707496,0.0547789,35240,0.00959586,1.5149,1912000,2.60286,120.729,0.0138069,0.0208724,-0.382042,26.918010711669922,0.164916,0.221152,0.783023,-2.39498,0.00161097,-8.03251,158.288,-674.323,44.0949,2.691801071166992,39.9482476409903,-648.885,3.10658,856000,-29.1299329973,0.419877,168.7702415019885,31.6758,-125.649,124.7424268169998
428,3.61851,3.993782360019395,101.126,0.00494046,161.059,0.770107,-0.0201734,8.84151,-2.21789,70.444,-2.22588,-29.9804678538,72654.10364397102,0.118835,35320,0.00972593,2.12042,1916000,2.26255,64.5103,0.0147392,0.0183254,-0.420123,32.08232498168945,0.164385,0.255114,0.787125,-2.46829,0.00156042,-8.64978,157.76,-934.937,100.311,3.2082326412200928,39.841608218004694,-930.61,6.01806,858000,-27.6536125102,0.56379,168.33689336301177,51.3249,-70.3321,124.50150278498768
429,2.16587,3.994482592024724,76.9426,0.00542329,166.873,0.74464,-0.0317037,7.83297,-2.27992,79.4579,-2.33366,-30.0367769705,72823.60082258604,0.0730727,35400,0.00973713,2.01732,1920000,2.29216,74.472,0.0148371,0.0180581,-0.417741,32.881343841552734,0.123514,0.249645,0.808255,-2.4384,0.00162974,-7.98374,164.653,-924.43,75.5412,3.2881343364715576,40.12045389000559,-928.49,4.52704,860000,-25.8405103396,0.551208,169.3752917850361,53.27,-79.5977,125.26035530300578
