Epoch,VF Loss,Sample Time (s),Q Predictions Std,R Predictions Min,V Predictions Max,Z variance train,Policy mu Mean,Log Pis Max,Policy log std Min,V Predictions Mean,Log Pis Mean,AverageReturn_all_test_tasks,Total Train Time (s),Policy log std Max,Number of rollouts total,R Predictions Mean,Log Pis Std,Number of env steps total,Policy mu Max,Q Predictions Mean,R Predictions Max,Z mean eval,Policy log std Mean,KL Divergence,Z mean train,Policy log std Std,Z variance eval,Policy mu Min,R Predictions Std,Log Pis Min,Q Predictions Max,Q Predictions Min,V Predictions Std,KL Loss,(Previous) Eval Time (s),V Predictions Min,QF Loss,Number of train steps total,AverageReturn_all_train_tasks,Policy mu Std,Epoch Time (s),RF Loss,Policy Loss,Train Time (s)
97,3.68436,4.193538357001671,58.5906,0.00460258,153.557,0.775596,0.00191477,8.80151,-1.96841,99.0679,-2.8911,-36.2008207011,16728.383028780077,0.125259,8840,0.00945564,1.60347,592000,2.54814,93.8728,0.0148809,0.0252478,-0.369449,36.207942962646484,0.0837801,0.215267,0.700829,-2.28089,0.00156704,-9.84712,149.929,-428.775,57.4537,3.6207942962646484,40.13785706799899,-421.249,8.63474,196000,-29.269170226,0.445403,168.1881295819985,30.198,-99.5441,123.85673415699785
98,4.78415,4.151200153995887,72.8724,0.00484441,151.855,0.716772,0.00261881,16.0979,-2.09657,70.7276,-2.48115,-38.4594822631,16896.53306382507,0.199053,8920,0.00956826,1.98431,596000,2.48973,63.9912,0.0148765,0.0129578,-0.399506,33.579044342041016,0.0327865,0.236674,0.684704,-2.91729,0.00164524,-8.70553,148.754,-676.107,70.626,3.3579044342041016,40.414356763001706,-670.824,10.2519,198000,-35.5036447699,0.529911,168.45752494599947,28.0768,-70.0534,123.89196802900187
99,3.62655,4.119947905986919,88.7471,0.00476696,152.199,0.733339,-0.000574905,9.31402,-2.22669,73.3208,-2.46495,-38.0005753626,17064.903558614056,0.192589,9000,0.0096057,1.95571,600000,2.64518,67.846,0.0161513,0.0106088,-0.399996,38.834197998046875,0.0142221,0.235527,0.721784,-2.44157,0.00167901,-9.63112,149.809,-730.163,86.714,3.8834197521209717,40.107481055998505,-715.35,11.2381,200000,-32.2816595971,0.531527,168.4919289779864,50.9489,-73.8236,124.26450001600097
100,8.0074,4.128546793999703,165.542,0.00480498,141.783,0.679803,-0.0254636,14.3607,-2.15857,-11.3193,-1.83857,-38.393116948,17233.56268402206,0.117051,9080,0.00988673,2.44158,604000,2.85895,-18.0877,0.0148538,0.0257255,-0.428785,37.38823318481445,0.169168,0.256927,0.733943,-2.82319,0.00162782,-10.65,138.77,-922.515,163.027,3.738823413848877,39.98719586700099,-916.416,15.2084,202000,-32.3308529847,0.643893,168.41561497600196,41.9799,10.32,124.29987231500127
101,6.38513,4.248667365998699,108.18,0.00532609,136.896,0.831142,-0.00697296,16.7331,-2.3772,27.8169,-1.881,-34.8523555252,17402.164295867053,0.17833,9160,0.00959137,2.31457,608000,3.43218,20.5236,0.0141397,0.0108236,-0.436864,36.879150390625,0.26575,0.252786,0.69898,-2.58604,0.00156786,-9.34189,133.711,-912.344,105.743,3.687915086746216,40.231571532996895,-910.285,16.1407,204000,-32.5620954579,0.633569,168.53213454799334,34.578,-27.5277,124.05189564899774
102,3.66297,4.1747201869984565,87.949,0.00537232,150.065,0.748442,-0.0216321,11.8668,-2.08146,61.3301,-2.41765,-32.2175457938,17571.012792143054,0.135526,9240,0.00954349,1.95374,612000,2.31774,55.4937,0.0142449,0.0306119,-0.411063,32.78474044799805,0.397082,0.242604,0.703032,-2.072,0.0017168,-7.70155,146.858,-757.643,85.9556,3.2784740924835205,40.30204806800248,-749.676,9.57077,206000,-30.1186568212,0.532327,168.86092030700092,34.8672,-61.6718,124.38415205199999
103,7.13766,4.136267246998614,148.006,0.00491965,161.157,0.719241,-0.0154454,15.9568,-2.26014,38.4211,-2.22354,-34.9860370694,17741.57206629006,0.159666,9320,0.009711,2.23878,616000,2.97822,29.5246,0.0144145,0.0203524,-0.415557,38.78922653198242,0.143005,0.248629,0.723842,-2.77104,0.00158545,-8.05151,156.601,-934.837,144.968,3.878922700881958,40.29077370899904,-915.706,13.8544,208000,-29.7300288094,0.564845,169.8906026650002,49.1056,-37.1097,125.46356170900253
104,3.48824,4.221175825998216,90.7587,0.00532978,148.519,0.775493,-0.0197566,15.0559,-2.15196,60.0003,-2.44239,-33.9594135742,17909.139447934056,0.160073,9400,0.00962288,2.01003,620000,2.68136,54.6141,0.0146545,0.00572886,-0.401101,33.17708969116211,0.0698281,0.237299,0.714571,-2.4067,0.00160452,-8.55987,145.449,-604.345,88.9407,3.317708969116211,40.96046980000028,-599.737,9.24179,210000,-31.871999085,0.542642,168.59268691000034,28.0068,-60.0785,123.41104128400184
105,3.20485,4.039855290997366,81.1822,0.00520426,153.848,0.793363,-0.0146523,18.1341,-2.00127,83.1649,-2.64658,-33.5475485461,18078.387431925057,0.0831805,9480,0.00962432,1.87412,624000,2.86825,78.2162,0.0139841,0.0162637,-0.396449,31.95615005493164,0.148383,0.228635,0.723241,-2.82691,0.00165769,-10.0598,151.943,-610.587,79.6563,3.19561505317688,39.936259089001396,-604.693,7.79315,212000,-31.7900490265,0.486649,169.36313180499928,34.9326,-83.8399,125.38701742500052
106,3.60194,4.113639765993867,124.999,0.00508428,151.343,0.756324,-0.0269083,7.81418,-2.50696,43.492,-2.30078,-33.3265554274,18245.411547966054,0.198887,9560,0.00957907,2.13881,628000,2.34439,38.1398,0.0141191,0.0144146,-0.412475,37.589988708496094,0.379038,0.239043,0.714915,-2.80628,0.00157093,-8.74356,149.643,-914.548,123.546,3.7589988708496094,39.82164420999834,-910.756,10.8698,214000,-32.2248836026,0.565358,166.65951838699402,41.3041,-43.8867,122.72423441100182
107,5.21754,4.066038929002389,163.794,0.0050343,147.009,0.704141,0.0210157,7.44798,-2.43686,36.1643,-2.38446,-31.0239042814,18415.30914105406,0.0709919,9640,0.00961938,2.01862,632000,2.67383,30.4553,0.0141692,0.0122958,-0.41202,39.8148078918457,0.195979,0.245774,0.699703,-2.68974,0.00156707,-7.94433,143.837,-917.92,163.028,3.981480836868286,40.187585995998234,-921.388,10.5866,216000,-29.4848407757,0.541594,169.32302050900034,42.8111,-36.7145,125.06939558399972
108,3.79112,4.2122354690036445,129.255,0.00509552,149.285,0.745651,-0.0249038,13.7934,-2.13391,32.4778,-2.09206,-32.8796502481,18581.84306500106,0.169339,9720,0.00971486,2.21952,636000,2.6484,26.0361,0.0147351,0.0226832,-0.417399,33.586727142333984,0.0208409,0.246286,0.7148,-2.67028,0.00159086,-9.15881,146.537,-871.498,127.622,3.358672857284546,40.763496252999175,-863.044,11.2173,218000,-28.8574364592,0.60173,167.49225933400157,33.9112,-32.1261,122.51652761199875
109,3.95746,4.201437223000539,89.4154,0.00531481,141.21,0.707562,-0.0142658,9.22909,-2.38455,42.842,-2.17662,-33.0495085321,18750.706609230063,0.106565,9800,0.00998708,2.10397,640000,2.94827,35.2884,0.0145572,0.016158,-0.41831,33.73896026611328,0.0658186,0.250865,0.693272,-2.2705,0.00158442,-9.48622,138.306,-583.001,86.3624,3.3738961219787598,39.80554683599985,-574.019,13.7966,220000,-31.4170177569,0.579978,168.45554446700044,25.7467,-42.5361,124.44856040800005
110,4.92143,3.9774787579954136,123.755,0.00513088,154.408,0.80918,-0.0110513,15.466,-2.16305,67.5622,-2.58342,-32.7253645901,18918.96412739405,0.218214,9880,0.00954645,1.95093,644000,2.68384,62.0845,0.0148265,0.0273238,-0.387783,36.102455139160156,0.358545,0.23043,0.724634,-2.59889,0.00165839,-10.7796,150.4,-715.784,122.415,3.6102454662323,40.21487235099994,-705.616,10.2331,222000,-29.9897630997,0.508849,168.39149930099666,38.6901,-67.8581,124.1991481920013
111,5.04651,3.92112895000173,109.133,0.00561296,160.144,0.75563,-0.0274576,12.9144,-2.11469,49.3247,-2.28692,-32.8182968415,19086.799723396052,0.159315,9960,0.00976403,2.1144,648000,2.84347,42.9339,0.0147995,0.0134589,-0.413691,35.2785530090332,0.221774,0.245819,0.689055,-2.83384,0.00164985,-9.38716,154.249,-777.504,107.048,3.527855396270752,40.08170222399713,-776.425,11.0824,224000,-30.81107539,0.57053,168.12137402999724,43.9284,-49.1097,124.11854285599838
112,7.34719,4.17131618901476,128.55,0.00476188,148.594,0.688635,-0.0223653,13.3508,-2.13886,26.8018,-2.04395,-33.3372008756,19255.766520251073,0.121517,10040,0.0096274,2.242,652000,3.10752,20.6383,0.0149582,0.0100571,-0.415934,33.31196975708008,0.30073,0.248558,0.697353,-3.183,0.00163229,-12.2161,146.193,-890.437,125.736,3.3311970233917236,39.797105404999456,-877.987,17.0531,226000,-29.4933700985,0.614949,168.89535241701378,30.1091,-26.8377,124.92693082299957
113,7.36064,4.0474388870061375,104.598,0.00497783,157.72,0.81788,-0.00837308,10.4946,-2.25892,59.5008,-2.42347,-32.2608844945,19424.709807638075,0.136615,10120,0.00965647,2.01246,656000,2.39447,53.6987,0.0142223,0.0158741,-0.412107,35.881675720214844,0.496276,0.243377,0.694986,-2.56802,0.00163083,-9.03464,155.315,-904.387,101.836,3.588167667388916,39.86923885400029,-899.563,9.85111,228000,-30.7568960173,0.535698,168.21516977400825,46.5651,-61.2927,124.29849203300182
114,4.28573,4.160472916992148,136.43,0.00434964,159.264,0.738494,-0.0071976,9.13443,-2.38921,37.3982,-2.21549,-35.956428825,19594.409069058067,0.134038,10200,0.00952934,2.18032,660000,2.65175,31.9767,0.0144434,0.0211891,-0.415811,39.01999282836914,0.209379,0.249705,0.712096,-2.79279,0.00168163,-9.724,157.476,-914.334,134.459,3.9019992351531982,40.598680970000714,-898.424,12.1453,230000,-31.7189987804,0.580096,169.5528043859922,40.8448,-37.5784,124.79365049899934
115,9.43637,4.041319944004499,146.044,0.00498432,158.982,0.670166,-0.0153412,15.3018,-2.39685,24.7918,-2.16091,-31.3508468428,19764.00874777607,0.088788,10280,0.00958568,2.24329,664000,2.35601,18.9789,0.0153097,0.0147742,-0.417043,41.411163330078125,0.150336,0.246218,0.745649,-2.50973,0.00169678,-7.84345,155.895,-912.495,144.243,4.141116619110107,40.74619480399997,-908.823,16.1396,232000,-28.8312337148,0.591959,170.08382859900303,56.3224,-25.8389,125.29631385099856
116,3.56029,4.256244635995245,81.8849,0.00517585,156.617,0.792364,-0.0164919,14.4934,-2.1226,67.4282,-2.37075,-38.2847845717,19933.493535521073,0.133847,10360,0.0095365,2.04349,668000,3.32268,61.8093,0.0149114,0.0142473,-0.413511,33.06136703491211,0.22591,0.241703,0.712157,-2.44165,0.0015789,-10.7888,154.309,-705.182,80.4444,3.3061368465423584,40.262969495001016,-706.761,8.74624,234000,-30.7702429718,0.548349,169.96565845599616,42.0705,-67.2501,125.4464443249999
117,4.7242,4.0064025040010165,93.9135,0.00502604,154.118,0.73427,-0.00383342,16.097,-2.09349,57.0661,-2.35624,-30.3388038291,20101.697989110075,0.0555786,10440,0.00959048,2.07394,672000,2.75786,50.8505,0.0154448,0.00883624,-0.413789,34.112918853759766,0.0940758,0.240899,0.755085,-3.03831,0.00165337,-10.4367,150.32,-736.893,92.3882,3.4112918376922607,39.78315453000323,-740.514,10.5447,236000,-27.9536623176,0.553915,167.66718283800583,41.2621,-56.8458,123.87762580400158
118,5.10392,4.2143575599984615,92.8074,0.004403,141.577,0.775956,-0.00381184,6.28352,-2.12485,54.352,-2.273,-34.2294056753,20270.47600146607,0.103731,10520,0.00966433,2.0309,676000,2.44849,48.4097,0.0144353,0.0240026,-0.408467,32.19639205932617,0.30281,0.244176,0.748577,-2.35958,0.00157282,-8.75257,139.726,-789.193,90.5407,3.219639301300049,40.321780014997785,-772.374,11.2498,238000,-30.7961106067,0.563815,168.43413723699632,24.7378,-54.0,123.89799966200007
119,5.27582,4.023061742012942,127.155,0.00548799,155.47,0.756114,-0.0068393,13.2649,-2.17425,41.8055,-2.20651,-31.3775179773,20439.066160211078,0.111369,10600,0.00957956,2.2239,680000,2.85802,35.939,0.0140877,0.0246659,-0.414599,38.33747482299805,0.321679,0.249727,0.75094,-2.53253,0.00159391,-10.6187,154.211,-883.393,125.052,3.833747625350952,40.66665552599807,-882.208,12.5302,240000,-29.7289248783,0.571619,169.1037127010095,42.5031,-42.7853,124.41399543299849
120,4.13284,4.217413674006821,109.927,0.005047,156.93,0.811081,-0.00474908,12.8216,-2.36058,51.6717,-2.35922,-32.812073777,20608.16815920609,0.148103,10680,0.00973056,2.05252,684000,2.37853,45.4843,0.0155079,0.0187961,-0.409071,36.62042999267578,0.33494,0.243769,0.694023,-2.35736,0.00149636,-7.43553,154.432,-865.086,108.425,3.6620430946350098,40.15418262899766,-861.52,10.8312,242000,-28.612338371,0.546484,168.9602776530046,46.7012,-50.9453,124.58868135000012
121,4.03561,4.218048790993635,128.344,0.00508757,134.621,0.785751,-0.0184505,8.73074,-2.1196,8.79745,-1.8792,-30.4912193789,20777.371773453076,0.141584,10760,0.0099391,2.19879,688000,2.49871,2.3981,0.0150144,0.0350604,-0.436412,33.717628479003906,0.166275,0.255613,0.740458,-2.94571,0.00156981,-8.78872,133.098,-869.76,126.948,3.371762990951538,40.297675609999715,-857.618,12.602,244000,-28.8809734529,0.636349,169.39679189699382,19.6823,-8.90814,124.88106749600047
122,4.43368,4.153071366999939,64.2697,0.00570176,154.104,0.802881,-0.0288097,9.73368,-1.92618,92.3912,-2.7196,-35.8144084588,20946.895363025076,0.15475,10840,0.00955467,1.79612,692000,2.58182,86.9004,0.0139793,0.00742583,-0.386802,32.64435577392578,0.343948,0.224347,0.739272,-2.85492,0.00154517,-8.26917,151.132,-483.087,62.4137,3.2644355297088623,40.105182898998464,-472.256,7.86233,246000,-30.0809283657,0.48267,169.29435561599894,41.8622,-92.2578,125.03610135000054
123,4.72969,4.201941925999563,115.289,0.0053173,162.992,0.725567,-0.000629273,14.2109,-2.28128,46.5126,-2.30539,-30.4128502926,21116.090410069075,0.134614,10920,0.00981509,2.09407,696000,2.74352,41.3839,0.0147148,0.0140926,-0.418849,37.1292839050293,0.0381448,0.246533,0.73722,-2.7702,0.00162484,-7.7508,161.354,-919.837,112.917,3.712928533554077,40.33520083700205,-920.881,10.5875,248000,-28.9343765446,0.566214,169.5625722870027,32.9842,-47.5047,125.02542952400108
124,4.55168,4.112407085005543,89.353,0.00553752,155.343,0.712937,-0.0281954,8.01863,-2.08263,67.6676,-2.4869,-32.0652907648,21285.139858198076,0.134785,11000,0.00975801,1.97397,700000,2.32821,60.9525,0.015443,0.015869,-0.402529,35.3760871887207,0.0159232,0.238553,0.692571,-2.36265,0.00160934,-8.89435,153.285,-848.789,87.9269,3.5376088619232178,39.96876868199979,-835.973,10.8386,250000,-28.3388886214,0.529536,168.12772628800303,37.9935,-66.9198,124.0465505209977
125,2.94327,4.075302224999177,80.904,0.00484505,160.158,0.823895,-0.0205762,5.97116,-2.16742,71.2318,-2.45259,-32.3402432037,21453.917608992077,0.155085,11080,0.0094662,2.00794,704000,2.19631,65.7312,0.0136532,0.00487425,-0.409654,35.64485549926758,0.427289,0.240835,0.714809,-2.16862,0.00157883,-12.4987,157.577,-685.96,79.2886,3.564485549926758,40.89162368699908,-678.32,8.88054,252000,-29.7635950731,0.527046,169.31192915299835,35.0772,-71.4032,124.34500324100009
126,3.42648,4.000192601008166,87.0982,0.00594351,159.068,0.753018,-0.0150968,7.85599,-2.20538,64.6619,-2.4117,-30.4208544641,21623.458423608077,0.129381,11160,0.00964337,1.94187,708000,2.76794,59.4739,0.0143543,0.0205644,-0.405853,35.78193283081055,0.318069,0.243029,0.69903,-2.4861,0.00152939,-11.1385,155.899,-714.501,85.7099,3.578193426132202,40.358771885999886,-705.539,8.5242,254000,-29.1418699933,0.53801,169.64248862600653,33.7611,-64.7703,125.28352413899847
127,3.4727,4.092945798998699,99.5653,0.00576532,158.806,0.812206,-0.00629736,7.87685,-2.2987,73.613,-2.56624,-34.1790866922,21792.798720421073,0.145522,11240,0.00969465,1.93019,712000,2.32415,68.3057,0.0152991,0.00527278,-0.391651,30.524871826171875,0.259625,0.232624,0.734408,-2.23551,0.00162142,-9.31296,155.374,-732.003,98.5689,3.0524871349334717,40.2581310860005,-727.597,9.43309,256000,-30.4629112942,0.513213,169.047768987999,26.1549,-73.1479,124.6966921029998
128,6.05182,4.032320131016604,127.122,0.00506748,148.525,0.688646,0.0299277,12.4582,-2.27379,43.2606,-2.22685,-31.5797309785,21962.115988417085,0.163073,11320,0.00959816,2.16037,716000,2.62794,37.5022,0.0151632,0.0134084,-0.413143,35.27220153808594,0.203037,0.253464,0.820557,-2.30352,0.00167892,-9.49482,146.105,-877.505,125.529,3.5272202491760254,40.552020456998434,-862.62,12.3341,258000,-28.0986219131,0.588012,169.2821418010135,21.8988,-43.0036,124.69780121299846
129,3.9437,4.247273484001198,85.1975,0.0051572,160.163,0.776875,-0.00703308,9.44341,-2.21248,77.8185,-2.44715,-31.1451166077,22130.026642712088,0.106731,11400,0.00951261,1.95323,720000,2.24604,71.7854,0.0145704,0.0112809,-0.412986,32.529788970947266,0.0592609,0.239997,0.721742,-2.48196,0.00151522,-9.23061,156.376,-770.966,83.4972,3.252979040145874,40.58825488900038,-756.906,8.52474,260000,-28.7094901851,0.527656,168.13813296300214,35.8595,-77.3837,123.30260459000056
130,3.22669,3.9756744249934854,96.4648,0.00478696,154.828,0.858139,-0.0106872,8.73543,-2.00262,80.2623,-2.62243,-34.8023448521,22298.987392090083,0.0467235,11480,0.00944366,1.86561,724000,2.49707,74.9052,0.0141934,0.0100756,-0.394482,31.368270874023438,0.387535,0.230623,0.712415,-2.33361,0.00165136,-8.76767,152.242,-739.052,95.1753,3.136827230453491,40.3619178830013,-735.672,9.04939,262000,-30.4544917864,0.499933,168.8381563049952,35.1571,-80.4145,124.50056399700043
131,4.16565,4.206105272998684,105.13,0.00515709,157.557,0.755786,-0.00861129,12.7319,-2.16447,62.109,-2.29912,-32.9317990588,22467.907846809077,0.0836209,11560,0.00982448,2.08962,728000,2.38261,56.2371,0.0136672,0.0204901,-0.406412,34.07154846191406,0.149012,0.241649,0.713758,-3.31666,0.00150921,-8.25514,154.668,-620.558,103.406,3.4071547985076904,40.48604045200045,-597.844,9.0668,264000,-28.9270225964,0.555323,169.38765891300136,32.5587,-62.1718,124.69551318800222
132,3.22901,4.158190394005942,95.6354,0.00503229,158.897,0.792195,-0.00642564,11.5854,-2.23438,75.7954,-2.5585,-30.8362621738,22636.134863027088,0.118806,11640,0.00943922,1.96948,732000,2.31911,70.5091,0.0139667,0.00908067,-0.405374,34.74631118774414,0.383357,0.240144,0.687561,-2.47178,0.00159013,-7.42125,154.161,-872.851,94.6442,3.4746310710906982,40.01945019100094,-874.881,8.14905,266000,-28.8131946127,0.516175,167.63339765200726,36.0166,-76.0984,123.45575706700038
133,3.72163,4.064649027000996,105.938,0.00486687,160.313,0.730813,-0.00599654,7.9255,-2.52037,46.7404,-2.12767,-35.3512451378,22805.610283900085,0.195432,11720,0.00972325,2.19024,736000,2.29861,40.6498,0.0147096,0.0256422,-0.42131,35.7344856262207,0.025055,0.251533,0.700841,-2.79808,0.00164746,-9.18952,157.698,-729.135,103.649,3.573448657989502,40.61408129800111,-724.977,8.96896,268000,-32.2030652391,0.592497,169.71109467000133,29.6981,-46.7734,125.03236434499922
134,2.86242,4.15428705699378,58.327,0.00571122,162.626,0.724378,-0.00808385,7.80528,-2.03054,95.1416,-2.70785,-31.0664513304,22974.12650136808,0.136681,11800,0.00953823,1.74567,740000,2.21721,89.5172,0.0143743,0.00583212,-0.390065,33.07571792602539,0.0959398,0.230474,0.737768,-2.63507,0.00170956,-8.14491,159.647,-537.137,57.023,3.3075718879699707,40.37988223899811,-538.03,8.99662,270000,-28.6420036519,0.489701,168.2755814319935,32.0121,-94.8269,123.7414121360016
135,3.09499,4.24343217299247,74.9847,0.00434961,130.694,0.724424,-0.0206909,16.1677,-2.12195,58.505,-2.27091,-29.9160777135,23142.96719299808,0.0905935,11880,0.00934973,2.10859,744000,2.43065,52.41,0.0142228,0.0204855,-0.411957,33.30477523803711,0.0751105,0.244486,0.736903,-2.17107,0.00159845,-7.98575,128.048,-438.347,73.6915,3.330477476119995,40.62397014000089,-435.26,9.94481,272000,-27.7906429467,0.577733,168.91653182899245,31.0351,-58.2739,124.04912951599908
136,3.1903,4.156771073990967,96.6362,0.00449292,160.065,0.717643,-0.034441,15.625,-2.25138,82.121,-2.63258,-33.5739331038,23310.538763537075,0.108338,11960,0.00955663,1.85737,748000,2.95653,76.9895,0.0144795,0.0389003,-0.391036,31.036664962768555,0.236121,0.227493,0.725455,-2.82451,0.00170441,-8.60853,156.962,-645.521,96.338,3.1036665439605713,40.5471043610014,-644.391,7.98801,274000,-29.1680757011,0.499205,167.73831227299524,29.3044,-81.913,123.03443683800288
137,3.92462,4.171697338002559,71.0844,0.00538597,155.013,0.762628,-0.0007512,13.3662,-2.25065,76.6592,-2.36399,-31.4680598743,23478.527546284073,0.121219,12040,0.00964873,2.05251,752000,2.30922,71.3449,0.0143424,0.0241865,-0.40724,32.58222579956055,0.333328,0.243132,0.694664,-2.5851,0.00161411,-9.05141,152.855,-717.091,68.9836,3.2582225799560547,40.38175966899871,-715.237,7.72082,276000,-28.8445509649,0.544446,167.95792748500025,33.1959,-77.3958,123.40447047799898
138,3.07357,4.249252634002914,75.3034,0.00543889,159.985,0.750431,-0.0104033,13.0067,-2.28863,87.6544,-2.63667,-30.8613936306,23646.573465082078,0.20813,12120,0.00971899,1.83039,756000,2.71966,82.2006,0.0150359,0.0101866,-0.397577,34.689720153808594,0.394932,0.236681,0.778712,-2.78003,0.00164247,-11.888,157.174,-508.275,73.6913,3.4689719676971436,40.413982861002296,-494.545,7.21243,278000,-29.0104316372,0.490379,168.24436086300557,36.9453,-87.5558,123.58112536800036
139,4.39182,4.074002443001518,102.631,0.00525942,161.333,0.753622,-0.0239062,19.5773,-2.22652,60.0378,-2.24101,-29.9654068937,23815.367756652082,0.165242,12200,0.00966672,2.24306,760000,3.22117,53.7916,0.0145869,0.0348775,-0.416485,31.77271270751953,0.287864,0.254699,0.755682,-2.77851,0.00167272,-8.4757,158.891,-741.398,100.125,3.1772713661193848,40.21663404699939,-723.995,8.43391,280000,-27.5549286659,0.568243,168.37209462900137,39.4748,-59.8213,124.08145813900046
140,3.89048,4.267192108007293,104.375,0.00541231,159.074,0.762057,-0.0169885,27.7787,-2.0715,73.7807,-2.53499,-31.0163545996,23983.313080976088,0.209412,12280,0.00956621,2.13633,764000,3.99808,67.5322,0.0146894,0.0139505,-0.393015,30.98556137084961,0.399333,0.2362,0.74875,-4.09346,0.00159416,-14.5803,156.982,-594.5,103.253,3.0985562801361084,40.64001805600128,-592.34,9.57674,282000,-28.1135299108,0.521524,169.32221382701027,39.6604,-73.4959,124.4150036630017
141,4.52439,3.9666660640068585,116.638,0.00565791,122.643,0.739381,-0.0339238,17.7936,-2.18904,18.2257,-1.86877,-33.1533708109,24151.8679516641,0.0523762,12360,0.00978233,2.3192,768000,3.0429,11.8643,0.0149172,0.00998818,-0.434194,37.159889221191406,0.0128961,0.261807,0.734713,-3.10899,0.00157823,-8.4898,119.862,-864.388,113.96,3.715988874435425,39.26452958400114,-850.112,10.9005,284000,-29.3117592374,0.63079,167.8628338360104,48.0001,-18.4373,124.6316381880024
142,4.06396,4.23950028800391,94.2771,0.00522595,160.022,0.719109,-0.0134838,13.8588,-2.28726,36.2774,-1.97537,-32.4435401572,24320.1793564961,0.0848897,12440,0.00978162,2.26549,772000,2.40564,29.8042,0.0146486,0.00925106,-0.424515,35.314876556396484,0.0375109,0.25536,0.764422,-3.4847,0.00159915,-9.26267,157.262,-675.262,92.0162,3.5314877033233643,39.95764588699967,-675.041,9.78229,286000,-28.1378664249,0.621265,167.85393598600422,45.8988,-36.2864,123.65678981100064
143,3.98651,4.1911437709932216,98.3075,0.00576742,148.518,0.784486,-0.0248109,15.2699,-1.91727,71.2186,-2.44384,-31.5774904873,24487.65991044409,0.136642,12520,0.0097424,1.97275,776000,2.71488,66.1987,0.0149522,0.0276165,-0.397734,31.629568099975586,0.0822401,0.232696,0.733051,-2.93426,0.00156345,-9.1347,146.341,-481.983,97.5753,3.162956953048706,40.416489388997434,-476.822,8.35613,288000,-26.3306620071,0.53376,167.94129710098787,19.2816,-71.8306,123.33366394099721
144,3.80958,4.083629275995918,107.969,0.00484328,143.169,0.766591,-0.0062374,12.6892,-2.12378,61.2925,-2.39846,-31.1273275212,24656.182398537094,0.12612,12600,0.00971363,2.02265,780000,2.48734,55.3267,0.0142214,0.0207237,-0.39883,30.284364700317383,0.182687,0.23951,0.736271,-2.78802,0.00154865,-11.6369,140.081,-601.909,106.733,3.0284364223480225,39.9571082729999,-593.593,8.41034,290000,-27.2825514371,0.550945,167.9779001689967,27.227,-61.2225,123.93716262000089
145,2.98621,4.200995711002179,85.9549,0.00546462,155.842,0.744131,-0.010805,12.4792,-2.13827,67.7424,-2.45233,-31.8946488242,24825.562180743094,0.15412,12680,0.00947995,1.99921,784000,2.84858,62.6993,0.0136224,0.0343174,-0.41078,32.64377212524414,0.0279303,0.240743,0.725435,-2.44726,0.00152064,-9.69764,153.573,-723.192,84.517,3.2643773555755615,40.502909045000706,-715.514,8.45634,292000,-27.9369293401,0.536805,169.57126138900276,32.9725,-67.7596,124.86735663299987
146,3.52295,4.086631694994139,84.6573,0.00448854,163.237,0.661849,-0.00779091,13.1355,-2.43655,75.696,-2.40635,-32.311191632,24994.78972417909,0.0793883,12760,0.0096806,2.00981,788000,2.35765,70.1547,0.0142677,0.0113398,-0.412712,32.67291259765625,0.125114,0.246821,0.702701,-6.00796,0.00159659,-9.40339,159.718,-773.494,83.5719,3.267291307449341,40.312679253998795,-756.596,10.3948,294000,-28.6835669742,0.533939,169.41141677099222,47.715,-75.5806,125.01210582199928
147,4.00947,4.201729467000405,71.1567,0.00494704,163.137,0.76136,-0.00750722,9.3126,-1.99069,105.987,-2.88169,-28.1644821818,25163.431001657093,0.316876,12840,0.00946493,1.56274,792000,2.41941,101.515,0.0143661,0.0151653,-0.381693,32.3635368347168,0.183819,0.216528,0.742792,-2.18527,0.00162444,-11.0634,161.092,-588.972,70.0742,3.236353635787964,40.13015326099776,-581.782,6.48674,296000,-26.14537156,0.442261,168.62628906600003,27.4171,-106.994,124.29440633800186
148,3.20629,4.158929902005184,116.131,0.00546375,163.253,0.717047,-0.0119226,17.4583,-2.11725,53.5171,-2.33183,-30.5124168453,25333.029266375095,0.0907379,12920,0.0096699,2.05393,796000,2.80347,47.5719,0.0148024,0.0177471,-0.41405,33.40166091918945,0.0700354,0.248042,0.784535,-2.57376,0.00158416,-8.87425,160.406,-451.798,115.036,3.3401660919189453,40.146101501002704,-449.387,9.27499,298000,-28.2014911656,0.558385,169.3860735330054,43.572,-53.4537,125.08104212999751
149,3.64144,4.071082223999838,98.2753,0.00558011,163.114,0.781925,-0.00111242,14.5395,-2.2983,78.3219,-2.56994,-31.5863040323,25500.681702632097,0.109994,13000,0.00960518,1.90135,800000,3.56249,72.662,0.0151475,0.0221137,-0.402949,33.333011627197266,0.411963,0.243611,0.764408,-2.68924,0.00161075,-8.75053,160.477,-824.896,96.7328,3.333301305770874,40.359933912001,-805.864,8.66725,300000,-28.9533160133,0.503877,167.79186426700107,46.6279,-78.181,123.36084813100024
