Q Predictions Std,Log Pis Min,Log Pis Mean,Z mean eval,Number of rollouts total,AverageReturn_all_test_tasks,Epoch,Policy log std Std,Policy mu Max,V Predictions Std,Log Pis Max,Q Predictions Mean,Q Predictions Min,KL Loss,Sample Time (s),QF Loss,AverageReturn_all_train_tasks,Log Pis Std,Q Predictions Max,Number of env steps total,Policy Loss,Epoch Time (s),Train Time (s),Policy log std Min,Policy mu Min,Policy log std Mean,Z variance eval,V Predictions Mean,Number of train steps total,Z mean train,Total Train Time (s),(Previous) Eval Time (s),Policy mu Mean,Z variance train,V Predictions Max,Policy mu Std,VF Loss,Policy log std Max,AverageTrainReturn_all_train_tasks,KL Divergence,V Predictions Min
26714.5,-14.9059,44.1218,18.58,0,525.180621626,59,0.602931,18.9182,27030.5,195.18,27041.5,-566.243,479.0877990722656,6.403231768403202,2.85112e+06,554.748430275,29.2999,123410.0,526980,-28405.7,363.23852235032246,282.12301097996533,-4.73108,-25.9929,-0.942304,0.000342569,28327.9,240000,7.24087,21787.242679574527,74.71227960195392,0.371054,0.360913,123680.0,2.65702,712704.0,2.0,521.037840411,4790.8779296875,-717.473
25136.1,-16.769,38.1489,13.7627,0,497.277372026,60,0.508295,17.5764,25601.0,172.132,23809.3,-254.978,1068.2933349609375,6.5555804101750255,5.15787e+06,464.300555723,25.8728,118965.0,532619,-24928.6,370.4875191259198,291.9231399707496,-4.38144,-23.7518,-0.861055,0.000940913,24795.1,244000,3.29599,22157.83306280244,72.00879874499515,0.306336,0.0966429,120036.0,2.48142,2.31391e+06,2.0,435.281961638,10682.93359375,-444.659
10843.3,-19.7949,25.925,14.1204,0,552.596328146,61,0.481803,20.1838,11081.0,156.463,8653.77,-701.915,1220.8817138671875,6.08465656125918,838283.0,592.8043542,23.9636,46176.5,538332,-9141.55,362.0669801393524,283.87037852499634,-3.75608,-17.608,-0.745932,0.0412105,9139.97,248000,2.16594,22522.43727433728,72.11194505309686,0.226253,0.232386,46328.6,2.01496,227692.0,2.0,480.087645407,12208.8173828125,-559.296
7937.23,-16.5258,18.5621,42.5434,0,460.553759009,62,0.397573,15.8466,8162.7,120.383,5321.73,-195.392,2483.604736328125,6.153940339107066,404602.0,521.729829755,19.5049,34864.5,543754,-5659.42,362.9255308979191,282.1022309628315,-3.37925,-16.5147,-0.637586,0.0239799,5597.96,252000,5.25127,22885.37886299845,74.6693595959805,0.177765,0.0723507,35051.1,1.74608,99685.7,1.46089,453.627252574,24836.046875,-287.183
810.757,-17.3147,5.10072,59.3092,0,324.966132643,63,0.20219,4.80871,827.82,43.6895,1219.64,-154.607,9725.171875,6.387967329472303,22415.4,301.571606094,8.65701,2808.87,549223,-1261.63,361.93760025221854,280.88308568578213,-1.88127,-4.6519,-0.44225,0.0607593,1274.54,256000,56.1514,23244.675443951506,74.6665472369641,0.159549,0.0994385,2819.19,1.19672,5617.31,0.405273,247.996013573,97251.71875,-247.464
448.841,-16.7332,4.28801,37.4754,0,268.693419865,64,0.134866,3.64911,450.361,29.4272,1065.02,-262.09,40386.46875,6.41363227693364,25091.3,266.079412019,5.53084,1825.26,554444,-1089.72,357.91070061409846,279.4712534849532,-0.929359,-3.45614,-0.405135,0.284531,1088.19,260000,106.07,23593.684100702405,72.02581485221162,0.349277,0.290482,1838.56,1.11405,5173.78,0.10502,267.961240172,403864.6875,-252.127
426.208,-16.7999,0.255576,120.147,0,448.867530999,65,0.146284,3.52123,411.123,20.263,770.535,-185.018,18596.025390625,5.877935512922704,13486.6,449.402409061,5.57027,1617.11,559724,-780.255,346.5601138090715,277.5580090470612,-1.44286,-3.70068,-0.356712,2.79719e-09,781.792,264000,39.1079,23948.08501429297,63.12416924908757,0.091875,0.402852,1768.34,1.00158,3576.13,0.221162,301.343761238,185960.25,-266.65
156546.0,-13.5461,32.2712,99.601,0,360.173772296,66,0.530388,32.0058,159784.0,217.931,103848.0,-373.766,103727.90625,5.504925791639835,3.14423e+08,338.401571016,50.058,452011.0,564979,-105931.0,353.83949655340984,277.36915709171444,-6.77772,-39.8895,-0.562032,5.3521e-09,107427.0,268000,110.038,24299.467268641572,70.96541367005557,0.161639,1.10196e-08,456707.0,3.26215,2.86796e+07,2.0,350.617943782,1037279.0625,-501.5
383.137,-16.9194,-1.67516,69.8929,0,291.109857598,67,0.139484,4.55444,373.614,42.4592,562.744,-473.423,71299.5859375,6.198746603447944,15515.2,290.788963441,6.47989,2520.74,570332,-562.668,350.9551951638423,276.24769115727395,-1.31613,-7.44307,-0.319513,0.0596588,559.911,272000,85.1637,24650.967642844655,68.5087574031204,0.186427,0.611948,2440.94,0.91721,3531.88,0.478593,288.432031082,712995.8125,-545.721
10881.7,-19.3866,5.66475,122.034,0,401.956207696,68,0.350711,11.8906,11312.6,116.961,4928.44,-528.136,38131.01953125,6.236207258421928,757076.0,397.090330773,21.4841,42007.8,575656,-5123.48,353.0723335649818,277.78168204287067,-3.30428,-14.9538,-0.435941,3.71189e-09,5202.94,276000,79.8688,25005.97730534058,69.05444426368922,0.209487,0.201472,42947.1,1.32917,176403.0,2.0,357.22181281,381310.1875,-388.472
15318.2,-18.3588,0.730007,63.5055,0,502.366872531,69,0.267415,11.3974,15680.8,186.65,3855.59,-1206.47,45527.61328125,6.497079053893685,1.283e+06,477.984205548,19.6125,88049.3,581222,-3990.93,354.60631787078455,277.1168039520271,-4.07022,-21.0086,-0.348364,8.72766e-09,4003.08,280000,92.9957,25361.784401229583,70.99243486486375,0.00155538,0.187522,88725.1,1.22792,254033.0,2.0,454.92642381,455276.125,-768.354
326.235,-15.62,-2.23256,50.5336,0,307.152583959,70,0.129191,3.29517,311.06,22.3308,711.428,-57.8191,38784.9765625,6.496160916052759,6370.73,288.942383881,4.81652,1325.55,586707,-725.042,356.8489570352249,278.1592605030164,-0.876018,-3.39158,-0.331806,1.65369e-09,719.413,284000,108.594,25714.113377026748,72.19353561615571,0.0271533,1.73596e-08,1312.44,0.88789,1714.68,0.0338456,324.265571998,387849.75,-104.409
347.569,-17.5299,-2.44028,64.2151,0,298.662195684,71,0.129251,3.14896,342.759,22.1896,752.383,-63.8522,24825.185546875,5.67880292609334,4704.14,299.149418619,4.90686,1335.92,592085,-773.135,351.6747704735026,278.3219251423143,-0.949795,-3.61391,-0.325543,5.38844e-10,771.84,288000,89.1672,26066.817594009917,67.67404240509495,0.100721,1.24508e-09,1347.83,0.8742,1063.7,0.182484,273.110458097,248251.84375,-84.811
360.864,-17.2362,-1.51593,51.2985,0,272.259175547,72,0.127823,3.71286,352.041,24.2938,798.659,-141.506,42444.88671875,5.948765709530562,7357.63,264.626774514,4.9956,1318.84,597314,-819.489,352.8805069224909,278.2276672050357,-0.877486,-3.8115,-0.335866,4.01085e-10,819.941,292000,76.9619,26418.660183690023,68.70407400792465,0.0809223,1.07254e-09,1343.43,0.922621,1409.29,0.0181066,268.584551229,424448.875,-177.695
399.133,-16.4755,-0.305406,86.0077,0,303.488168328,73,0.130616,3.18861,402.434,30.3986,873.101,-44.7596,22200.294921875,6.281500370241702,6610.92,311.263435076,5.28918,1452.24,602652,-895.663,354.12653968529776,280.1784846652299,-0.870152,-3.04211,-0.356454,3.36324e-10,888.191,296000,45.0687,26774.834114546888,67.66655464982614,0.207831,7.35328e-10,1483.81,0.948595,1468.37,0.0406282,281.266489508,222002.9375,-128.909
24297.6,-14.9963,19.2936,81.8552,0,312.118265542,74,0.429808,11.6808,24933.0,154.455,14910.9,-949.018,22410.220703125,6.301675272639841,3.16767e+06,317.5758623,28.5571,97653.7,608035,-15661.5,355.76089960243553,279.74474192084745,-3.30115,-16.3977,-0.574694,3.79717e-10,15667.7,300000,46.3848,27129.79967274191,69.71448240894824,0.339039,6.95638e-10,98681.1,1.86567,584410.0,1.88948,335.281570515,224102.203125,-855.777
457.164,-17.2265,0.00477234,110.849,0,259.36948897,75,0.145961,5.05832,448.645,32.1242,905.63,-110.161,24637.779296875,5.70096901897341,8101.37,263.199857407,5.77165,1543.78,613330,-925.565,352.79179185722023,278.1710942960344,-1.20504,-4.14866,-0.357958,3.4046e-10,915.808,304000,87.8529,27481.59590450488,68.9197285422124,0.261862,7.23938e-10,1548.99,0.953604,1696.18,0.171084,311.134257625,246377.78125,-104.821
397.228,-15.9795,1.18125,54.4356,0,152.235619049,76,0.134627,2.95381,395.376,25.4124,912.358,-120.38,123989.25,6.162197709549218,15539.8,151.320457594,5.60824,1567.85,618651,-933.993,355.6020478368737,281.51514180516824,-0.817501,-3.96608,-0.374725,0.160934,934.701,308000,160.734,27831.32115695579,67.92470832215622,0.112654,7.86085e-10,1596.84,1.03808,3887.47,0.25629,142.239964988,1239892.5,-188.735
101438.0,-0.802845,61.8676,55.1978,0,358.804685463,77,0.482521,16.0828,101062.0,181.738,152880.0,-2732.92,84877.6796875,6.260582181159407,2.60297e+08,323.161182465,28.1093,325110.0,623898,-155882.0,349.12152828928083,280.81248601991683,-4.98009,-21.3001,-0.861419,0.0588188,155651.0,312000,178.227,28185.44498617202,62.04846008820459,0.00250741,0.467814,326029.0,3.23991,1.36458e+07,2.0,330.2240159,848776.75,-6079.66
24832.8,-13.5707,20.2238,66.5529,0,495.587911804,78,0.371511,14.5896,25186.3,130.394,14517.9,-1572.67,49195.7890625,6.508843644056469,3.46203e+06,492.800198386,24.8267,89007.7,629411,-15016.6,351.83253608830273,278.2723097340204,-3.32075,-16.9868,-0.582362,7.57407e-09,14914.6,316000,74.92,28540.75069499109,67.05138271022588,0.37137,0.137503,89035.0,1.86603,548782.0,1.72666,357.573269729,491957.875,-1173.71
10325.9,-17.2462,9.68048,21.5652,0,387.459192006,79,0.310886,11.2828,10621.8,123.416,5212.75,-662.806,14277.228515625,5.9597504758276045,813471.0,402.640914012,21.2923,44439.2,634931,-5413.18,355.4399555493146,278.9551470442675,-2.73099,-12.195,-0.484326,0.0496274,5460.29,320000,26.8765,28898.14274803782,70.52505802921951,0.332136,0.160407,45025.6,1.44962,162228.0,0.713142,380.9037806,142772.28125,-332.109
343.789,-17.2731,-3.46965,31.6168,0,354.596164366,80,0.140394,3.20157,344.164,18.4802,602.114,-100.056,15971.5849609375,6.311711282003671,6224.68,349.498871297,4.96213,1223.82,640472,-614.766,355.4226004537195,276.63320566900074,-0.880281,-3.29192,-0.320578,4.60113e-09,623.747,324000,18.6595,29251.493285262026,72.47768350271508,0.357802,0.108948,1259.91,0.737543,1546.55,0.0727465,302.917118422,159715.84375,-152.666
319.894,-15.9093,-3.1304,31.0605,0,366.481026584,81,0.139781,2.90958,315.331,15.789,686.038,-45.3832,8333.5810546875,6.433261936996132,4057.29,353.378984068,4.58529,1194.78,645736,-707.833,355.71292431885377,278.87337042111903,-0.887164,-3.75481,-0.320493,2.2834e-09,710.387,328000,23.7893,29607.7202360956,70.4062919607386,0.326533,1.06653e-09,1213.89,0.775739,727.564,0.196892,324.791429248,83335.8046875,-60.113
353.731,-16.8,-3.19909,103.128,0,274.085832376,82,0.142287,3.15523,350.523,20.9463,730.507,-89.1216,5065.01025390625,6.258625482674688,4543.86,280.828093115,5.12354,1594.35,651082,-749.536,355.46995638264343,278.2905287258327,-0.977888,-3.2373,-0.311064,2.87459e-10,750.274,332000,17.3115,29960.458309184294,70.92080217413604,0.290699,1.04019e-09,1583.33,0.782562,884.82,0.377567,274.93422692,50650.1015625,-74.4667
385.839,-14.5563,0.337863,75.0277,0,308.205062244,83,0.120613,3.37535,384.137,21.6407,836.887,-219.601,63202.375,6.456285000313073,11866.8,291.5229228,4.99805,1516.25,656411,-848.533,353.73750891024247,279.09174685832113,-0.872489,-3.40418,-0.354288,2.64607e-10,843.172,336000,50.5259,30314.127819593064,68.18947705160826,0.341729,6.96996e-10,1505.53,0.948093,2726.66,0.0762386,308.339194402,632023.75,-342.51
793.992,-15.3563,1.01945,21.0206,0,385.375005545,84,0.155062,4.34404,797.644,39.4225,1077.43,-61.871,28970.056640625,6.032232311088592,20143.9,379.824834739,7.57725,5157.52,661772,-1104.51,352.0269983462058,277.8228809093125,-1.38832,-4.52705,-0.369435,3.63519e-10,1099.43,340000,38.2079,30668.617545226123,68.17188512580469,0.307593,7.85511e-10,5001.75,0.992244,3519.51,0.590916,378.762125894,289700.5625,-168.088
460.448,-17.2626,-2.2974,22.8825,0,386.187927024,85,0.145299,3.105,455.03,23.088,894.047,-10.4628,2704.860107421875,5.829160267021507,6346.02,380.717036853,5.74378,1763.47,667114,-917.805,318.50812097499147,242.09370168298483,-0.895346,-3.22582,-0.335018,5.10706e-10,919.907,344000,11.8876,30962.462292813696,70.58525902498513,0.14554,6.10064e-10,1817.82,0.874582,1063.61,0.311997,425.843170705,27048.6015625,-21.5458
3541.21,-15.7867,4.30676,24.5182,0,477.026593639,86,0.244413,5.52513,3630.94,80.4485,2136.48,-252.213,11828.6005859375,5.395508989691734,409845.0,477.813989603,12.3983,18826.5,672636,-2148.97,260.90530894324183,209.58711360394955,-2.12603,-6.05947,-0.427008,3.23466e-09,2144.22,348000,26.7696,31221.361185412854,45.92268634960055,0.362987,5.9817e-10,19289.3,1.13376,58778.1,0.399999,416.33416484,118286.0078125,-216.085
812.331,-16.0493,-1.48866,15.2788,0,417.453750917,87,0.156144,4.33578,825.874,52.0032,958.952,-104.761,9171.3857421875,4.9430326842702925,11313.3,437.987763467,7.10024,5742.8,678227,-984.623,259.4456167812459,210.58562079677358,-1.60567,-4.68546,-0.342712,4.66794e-09,997.104,352000,36.3542,31481.27125535533,43.91696330020204,0.168491,3.5879e-08,5755.93,0.911083,2950.67,0.0745871,433.764265528,91713.859375,-184.408
4184.33,-16.7926,0.251693,17.0569,0,411.52721562,88,0.210577,7.3321,4212.92,101.291,1995.38,-82.2954,4631.93701171875,4.726781371049583,77243.8,397.617201804,11.594,22335.4,683612,-2047.71,258.80945835402235,209.70070631802082,-2.58495,-7.46625,-0.356792,0.0337788,1986.21,356000,14.6858,31739.618093462195,44.38197066495195,0.106827,0.0856385,22042.7,1.02899,32543.4,0.10705,371.80001078,46319.3671875,-338.139
476.407,-17.3965,-2.03879,45.2801,0,387.580804523,89,0.149135,3.05207,466.343,23.0966,927.46,-91.8431,1395.167236328125,4.701576386578381,5508.31,377.328059332,5.53357,2078.93,688938,-949.133,259.29509129049256,210.67365685198456,-1.07295,-4.09685,-0.351203,0.0267318,950.357,360000,5.95986,31998.758600721136,43.91985805192962,0.198527,0.0932152,2022.12,0.869789,1125.93,0.180435,351.520297416,13951.671875,-94.1407
2324.3,-19.1947,1.67506,20.6877,0,552.844499143,90,0.221518,4.85548,2355.35,58.6373,1668.72,-173.186,11190.4375,4.781713373493403,57760.3,513.46089369,10.3738,12098.5,694274,-1717.2,259.042676392477,210.4950472349301,-1.9739,-6.82626,-0.406639,0.0309916,1721.09,364000,41.9591,32260.056409026496,43.765915784053504,0.158518,0.0997956,12111.4,1.0627,10475.8,0.0771935,514.127508744,111904.375,-217.911
1150.49,-17.6946,-0.694653,10.4095,0,379.489170918,91,0.177247,4.42371,1165.0,52.4925,1154.29,-80.2913,1278.0340576171875,4.773346533533186,14293.2,363.509730726,7.63763,7541.86,699703,-1185.73,260.66978594940156,209.87492422619835,-2.05315,-5.09493,-0.37277,2.18081e-05,1196.25,368000,17.7087,32515.785504156724,46.021515189670026,0.197778,0.0938228,7572.34,0.939919,2746.99,0.277959,360.363314176,12780.33984375,-59.0083
486.128,-17.8332,-2.36475,4.75553,0,628.767074543,92,0.154161,3.25879,474.777,25.9601,970.287,-71.2344,1177.3499755859375,4.8219371060840786,4683.33,590.585633492,5.75754,1803.28,705266,-994.806,255.60825907019898,209.70471989596263,-1.0942,-2.81533,-0.342392,0.0104214,985.436,372000,13.2404,32777.527151050046,41.08160206815228,0.181833,0.09967,1853.04,0.857249,974.043,0.161147,571.781953014,11773.4990234375,-23.6151
645.518,-17.3071,-1.93816,5.86351,0,632.692553842,93,0.170964,3.68871,651.462,45.4043,1060.73,-94.0951,459.81573486328125,5.018354820087552,4892.15,656.313322453,6.44799,3576.37,711037,-1089.59,262.0781038189307,209.8444068301469,-1.90245,-4.5781,-0.345648,0.0111046,1088.33,376000,3.06653,33042.19007927412,47.215342168696225,0.147985,0.0436169,3569.12,0.886252,973.182,0.217241,639.958823813,4598.1572265625,-57.0043
530.382,-19.8738,-2.25567,11.4028,0,232.044312339,94,0.170734,3.36363,526.833,29.7034,1078.09,-70.6603,295.8724670410156,5.256541698705405,3862.42,215.838988161,5.99995,1949.0,716959,-1103.32,265.7464553648606,210.68892379803583,-1.33213,-3.45887,-0.351983,2.01473e-08,1102.81,380000,11.6923,33298.28926132852,49.80098986811936,0.170787,0.0757037,1955.06,0.863429,570.252,0.223378,208.13769029,2958.724609375,-75.2304
986.924,-18.0321,2.19482,4.17974,0,563.919649687,95,0.196486,3.82405,1010.6,50.586,1167.54,-279.838,2537.768798828125,4.936899204738438,15237.5,543.557955994,8.69645,4975.95,722340,-1213.14,255.176058689598,210.08510356675833,-2.13022,-3.95036,-0.408307,6.38247e-09,1211.61,384000,26.2904,33559.51694348687,40.15405591810122,0.0696017,2.05247e-08,5005.02,1.07775,2224.65,0.107265,567.392203611,25377.6875,-259.1
583.446,-16.5975,-1.54015,3.12408,0,502.142889423,96,0.184445,3.27368,585.144,35.2901,1061.41,-46.1541,251.21142578125,5.109753035474569,4375.74,511.194081658,6.55269,2077.92,728166,-1091.27,261.1556877666153,209.8396042510867,-1.51478,-3.78379,-0.368092,0.00700321,1093.57,388000,7.87017,33818.326858680695,46.20633048005402,0.142986,0.0615687,2093.1,0.900367,609.059,0.140159,508.407649861,2512.1142578125,-22.8435
594.563,-17.1048,-1.49256,3.17899,0,444.358665172,97,0.200494,3.53502,595.579,34.1657,1127.46,9.62523,80.17755889892578,5.1029676999896765,3682.75,442.781276655,6.95163,1965.74,733981,-1159.92,259.29613314708695,210.3317662938498,-1.58092,-3.72697,-0.373897,0.00847423,1159.85,392000,1.41452,34074.81148814922,43.861399153247476,0.0979737,0.023144,1966.82,0.905978,648.67,0.0340946,418.595303864,801.7755737304688,6.82049
625.329,-15.5661,-1.78343,0.822339,0,519.242208926,98,0.202887,3.67361,625.606,40.5754,1215.77,-9.48752,75.85054016113281,4.720309412106872,4204.32,498.554661112,6.86398,2059.48,739512,-1242.92,255.0280659100972,209.25725279795006,-1.54886,-3.81639,-0.381917,0.0107858,1249.68,396000,1.83641,34332.04203221155,41.05050370004028,0.0861755,0.0370047,2072.97,0.893177,820.523,0.125293,463.510569876,758.50537109375,-25.1223
680.345,-16.106,-1.41998,0.689615,0,592.38397177,99,0.207953,4.00965,677.436,53.2533,1271.68,-77.66,76.53741455078125,4.899363656528294,3910.75,601.668709095,7.56449,2170.86,745177,-1320.33,258.9907270842232,210.83765566768125,-1.4922,-4.08339,-0.382713,0.0135671,1313.94,400000,3.04855,34592.38914239686,43.25370776001364,0.0630434,0.038241,2187.02,0.91195,789.696,0.181644,535.349254328,765.3741455078125,-50.7487
724.359,-16.7166,-1.46263,0.763491,0,592.399010173,100,0.210568,3.89151,719.388,46.4327,1318.87,-39.5078,76.21878814697266,4.953952548559755,4074.27,600.732801722,7.91419,2262.84,751059,-1352.44,259.44490542123094,209.88026651879773,-1.53929,-4.10238,-0.379928,0.0115514,1358.46,404000,2.51004,34852.17675490258,44.61068635387346,0.0746687,0.0458438,2279.23,0.910753,965.949,0.16946,566.871788292,762.1878662109375,-169.355
735.093,-16.223,-0.886212,0.691159,0,773.281106903,101,0.213191,3.94177,729.916,39.7589,1378.35,1.20605,75.4238510131836,4.9024860905483365,4980.15,823.804716628,8.06323,2390.25,756865,-1412.15,259.00193333951756,209.14541289629415,-1.53064,-4.12055,-0.381703,0.0104144,1411.6,408000,1.34885,35113.66149156494,44.95403435267508,0.0737228,0.0243668,2397.39,0.940997,1146.54,0.0613701,693.543308955,754.238525390625,-5.99842
759.028,-15.6443,-1.03675,0.500088,0,788.348221309,102,0.214793,3.99981,753.812,40.4425,1431.78,-10.7464,70.60881805419922,5.080943010281771,4432.37,758.74688715,8.15504,2380.65,762854,-1470.42,261.9546583541669,209.43619458191097,-1.50437,-5.84248,-0.390819,0.0107564,1458.75,412000,0.554386,35377.85338731157,47.437520761974156,0.03821,0.0389604,2385.81,0.931641,1255.75,0.126311,741.309763998,706.088134765625,-13.13
775.054,-18.5417,-0.180349,0.573684,0,811.220694562,103,0.21004,4.29367,767.176,46.6194,1444.5,-36.2027,85.96414947509766,4.955262396484613,4527.77,808.835196036,8.65456,2560.46,768556,-1481.08,265.21270547341555,210.5821398110129,-1.55802,-5.28816,-0.406381,0.00832415,1494.35,416000,1.10468,35643.92514481209,49.675303265918046,0.0334117,0.0358895,2580.86,0.972213,1261.02,0.0272958,824.882124268,859.6414794921875,-12.6875
807.798,-16.6801,0.0414191,0.285199,0,691.141844552,104,0.211906,4.24551,802.351,67.3652,1437.18,-47.6654,88.83909606933594,4.83645298006013,4514.46,740.659637518,9.44223,2555.75,774210,-1473.61,265.92405243916437,210.55245043803006,-2.51496,-5.25069,-0.398166,0.00691782,1490.11,420000,2.68913,35907.17447842704,50.535149021074176,0.0470438,0.0496033,2577.0,0.993034,1659.73,0.12091,686.835426863,888.3909301757812,-95.0096
787.434,-17.4004,-0.285716,0.677386,0,716.836805991,105,0.215568,5.13685,781.852,61.7522,1452.33,-80.9265,77.85273742675781,4.599963714834303,5030.1,702.089353915,8.88585,2549.12,779638,-1495.21,262.00460544554517,209.54348656674847,-1.66641,-5.47484,-0.40127,0.0062735,1490.53,424000,0.818531,36169.95645089261,47.861155163962394,0.0563347,0.0348712,2560.07,0.971486,1314.52,0.142536,731.589789367,778.52734375,-44.5408
802.786,-16.8584,-0.045639,0.504205,0,627.823978538,106,0.219628,4.69992,787.421,58.7579,1516.75,-15.0656,93.3635482788086,5.054850990418345,5148.58,623.727406025,9.61452,3294.65,785562,-1559.55,263.7229250203818,210.0290760518983,-1.6087,-6.72527,-0.405855,0.00827101,1563.34,428000,1.21766,36432.70314059267,48.63899797806516,0.0486839,0.0276915,3290.23,0.984387,1378.93,-0.0239548,621.48032998,933.6354370117188,17.8069
802.4,-17.8833,0.287908,1.59064,0,403.04888009,107,0.217799,4.64675,796.805,56.5078,1467.85,-5.00213,77.90904998779297,4.899157295003533,5278.51,392.545958403,9.8387,2914.12,791111,-1508.07,263.7068919199519,211.1443473501131,-1.6948,-5.45573,-0.409968,0.0152224,1509.9,432000,1.07164,36689.7417616141,47.66338727483526,0.00576202,0.0299388,3080.72,0.997916,1764.13,0.226043,356.137221671,779.0904541015625,2.94564
843.613,-16.1515,0.453635,0.879691,0,752.969799494,108,0.21617,6.17777,841.687,59.5951,1516.7,-0.254865,81.35623168945312,4.7892513461411,6051.94,822.789374021,9.22566,3272.12,796669,-1548.43,256.40445665223524,210.61942204693332,-1.91442,-11.2616,-0.411975,0.00585914,1551.34,436000,0.861052,36954.44586332282,40.99578325916082,-0.0364412,0.0230305,3297.71,1.00476,2095.15,0.0226026,690.974314024,813.5623168945312,-35.6951
838.202,-19.4858,-0.0756412,0.635703,0,840.113692774,109,0.223532,5.24283,833.387,52.6238,1559.39,-41.3753,78.7122573852539,5.215255687944591,5293.21,819.837726493,8.86396,2796.33,802577,-1608.9,265.26032610423863,210.74896992603317,-1.80002,-10.0718,-0.422656,0.00584909,1604.28,440000,1.30009,37221.37496891292,49.29610049026087,0.00856544,0.0252628,2814.55,0.975868,1533.41,0.0387038,793.439993841,787.12255859375,-8.19818
844.226,-17.4938,0.552343,0.753689,0,843.010451605,110,0.222016,7.85016,838.265,77.1157,1483.74,-18.196,87.95191192626953,5.1718350551091135,5349.2,850.164717132,9.89291,2804.36,808573,-1528.2,266.7108563198708,210.5736084911041,-2.58452,-22.7929,-0.419022,0.00779942,1533.67,444000,1.5985,37490.93249054905,50.96541277365759,0.0365674,0.021765,2826.33,1.03315,2114.29,0.690234,846.371106427,879.5191040039062,-0.222723
1082.56,-15.6588,5.31251,0.523744,0,896.711247611,111,0.264885,5.65726,1087.15,100.694,1742.23,-18.1947,78.64232635498047,5.198163901921362,11914.5,879.451852402,9.33118,3785.03,814335,-1812.1,268.7670916398056,209.75610979879275,-2.37566,-7.89578,-0.51751,0.00674913,1793.68,448000,2.09326,37760.57211450208,53.812817939091474,0.142749,0.0201445,3737.75,1.17697,2997.7,0.249669,852.865334054,786.4232177734375,-18.404
1034.89,-15.8351,2.72303,0.573875,0,858.011422603,112,0.263468,4.57681,1030.62,54.7061,1727.76,-59.3996,80.08477020263672,4.818970572203398,7052.67,853.253068056,9.56686,3529.72,819716,-1779.43,269.2354830969125,209.7302229204215,-2.04271,-4.74955,-0.492808,0.00416896,1792.34,452000,0.681298,38029.000914334785,54.686289604287595,0.127236,0.0205177,3560.61,1.06906,2060.84,0.106896,839.742730297,800.8477172851562,-55.8801
970.13,-16.3568,1.42057,0.354041,0,857.800002796,113,0.238397,4.81032,965.585,49.1343,1706.31,6.83279,77.53240203857422,4.941249385941774,7392.61,890.03519903,9.16623,3207.43,825310,-1752.31,268.70456308079883,209.88303665909916,-1.64976,-7.50457,-0.454687,0.00456896,1743.74,456000,1.80975,38295.94873653492,53.8802770357579,0.101135,0.0159607,3208.19,1.02778,2018.34,0.409281,834.191900712,775.3240356445312,0.346578
918.729,-15.9786,1.05519,0.257446,0,924.113790111,114,0.243471,7.00239,912.257,67.3886,1643.07,-10.9521,75.62113189697266,4.861210993025452,6976.48,906.642794161,9.59399,2999.76,830813,-1688.3,267.98014295240864,210.9947212464176,-2.28951,-8.70836,-0.43791,0.00454941,1681.8,460000,1.53879,38568.05136130331,52.12421071296558,0.124806,0.0194124,3022.56,1.02314,2040.14,0.375012,940.926458378,756.2113037109375,-14.824
1027.85,-15.1813,3.24246,1.20807,0,190.980553693,115,0.261642,4.95496,1024.35,57.9724,1726.87,-17.5956,88.70616912841797,4.781411423813552,7282.64,192.374923406,9.71127,3335.27,836231,-1779.06,270.49095151992515,209.46226567495614,-1.99308,-6.33716,-0.476861,0.00628415,1783.91,464000,1.04945,38819.34937177552,56.24727442115545,0.129176,0.0200369,3380.22,1.10643,2432.6,0.236364,215.316649428,887.0616455078125,-32.0568
1456.84,-18.8124,11.7262,0.651376,0,750.454116897,116,0.286679,7.85882,1558.77,67.6371,2092.69,-16.657,73.9907455444336,4.44472519448027,27950.0,816.186029596,12.7195,5320.82,841429,-2258.7,251.78484950819984,210.2850471609272,-2.60662,-6.86447,-0.560964,0.00695025,2245.48,468000,1.18727,39084.24597078748,37.055077152792364,0.107303,0.0129509,5502.37,1.45289,8845.02,0.333684,742.091096232,739.907470703125,-7.16221
1570.36,-16.0014,7.0099,0.864358,0,888.924777919,117,0.322145,6.88883,1576.44,66.8095,2315.74,-19.1475,80.59697723388672,4.925971767865121,18028.5,901.35366943,11.0409,4903.16,846962,-2396.35,266.0909331976436,210.9974177009426,-2.6703,-7.05416,-0.579444,0.0061716,2396.54,472000,0.265375,39353.40873871464,50.16754372883588,0.234107,0.0150679,4899.04,1.22035,5562.89,0.269107,855.779285466,805.9697265625,-38.2209
1469.06,-16.11,5.5391,1.3303,0,943.538633909,118,0.290932,5.181,1477.02,71.1527,2236.81,-19.7926,77.82833862304688,5.107499870471656,14126.1,968.91497042,10.7961,4554.2,852617,-2318.49,268.22977186832577,209.88227399392053,-2.12396,-6.02095,-0.53979,0.00363693,2323.31,476000,1.25808,39621.69808336487,53.23999800393358,0.185092,0.0172568,4620.05,1.17677,3793.22,0.194733,909.413673471,778.2833862304688,-17.057
