Q Predictions Std,Log Pis Min,Log Pis Mean,Z mean eval,Number of rollouts total,AverageReturn_all_test_tasks,Epoch,Policy log std Std,Policy mu Max,V Predictions Std,Log Pis Max,Q Predictions Mean,Q Predictions Min,KL Loss,Sample Time (s),QF Loss,AverageReturn_all_train_tasks,Log Pis Std,Q Predictions Max,Number of env steps total,Policy Loss,Epoch Time (s),Train Time (s),Policy log std Min,Policy mu Min,Policy log std Mean,Z variance eval,V Predictions Mean,Number of train steps total,Z mean train,Total Train Time (s),(Previous) Eval Time (s),Policy mu Mean,Z variance train,V Predictions Max,Policy mu Std,VF Loss,Policy log std Max,AverageTrainReturn_all_train_tasks,KL Divergence,V Predictions Min
800.763,-16.7962,2.29409,0.515703,0,370.854215482,11,0.217251,5.01506,774.133,59.3819,1452.26,1.99459,29.51934814453125,6.170557064004242,3210.2,374.403176832,10.2619,2617.33,265549,-1543.91,354.2088379850611,278.66948663210496,-2.16911,-4.65227,-0.431864,0.0740493,1538.42,48000,1.10863,4487.103110396769,69.3687942889519,0.249095,0.130077,2645.8,1.06564,1397.77,0.381169,386.188244021,295.1934814453125,8.86539
803.155,-16.2897,2.86556,2.02202,0,578.340738249,12,0.226007,5.74165,779.168,59.4813,1480.12,4.65284,21.206737518310547,5.681265683379024,3307.05,534.984650508,10.6892,2647.88,270892,-1564.89,354.18579314649105,279.6416624910198,-2.05932,-4.65042,-0.436797,0.0537304,1563.74,52000,2.50976,4846.730637333356,68.86286497209221,0.252023,0.107945,2677.77,1.08708,1800.64,0.0928554,566.694934339,212.06736755371094,-4.04264
807.032,-16.9896,2.71541,1.91441,0,534.944513166,13,0.223389,6.38076,782.541,68.5731,1525.58,-19.3693,24.456897735595703,5.645272923633456,3218.12,552.631176558,10.4157,2758.84,276366,-1597.35,356.96733709191903,277.0172190060839,-2.13168,-5.54041,-0.438365,0.059836,1615.97,56000,1.42665,5202.766196784563,74.30484516220167,0.115591,0.146414,2785.09,1.10867,2237.97,0.0424039,495.470028145,244.5689697265625,-1.31169
780.234,-15.4146,2.48573,1.53387,0,582.556013557,14,0.22984,4.74932,753.467,55.6523,1455.52,4.91807,20.74336814880371,6.243968334514648,3332.04,615.56722319,10.7027,2763.75,281883,-1523.67,356.9017214491032,277.28430600091815,-2.52527,-5.09963,-0.446335,0.0547467,1532.91,60000,1.25299,5562.446875969414,73.37344711367041,0.0918304,0.121804,2788.06,1.09315,1749.39,0.0564877,540.722288275,207.43368530273438,-7.15114
754.067,-17.6693,2.67717,1.44161,0,496.80015815,15,0.22248,5.8008,732.655,64.7576,1416.88,2.97029,20.078529357910156,6.368473899550736,3064.66,499.181112343,10.5766,2604.27,287423,-1486.44,358.82332199439406,276.30228985100985,-1.96483,-7.55758,-0.445428,0.0363745,1475.34,64000,1.22623,5917.893463480286,76.15255824383348,0.186319,0.187014,2612.63,1.09286,1792.42,0.217621,477.458175074,200.78529357910156,12.6764
700.781,-17.6277,1.48707,1.18463,0,490.461769291,16,0.226628,5.55837,677.461,70.1823,1310.81,-9.64717,16.111648559570312,6.203160984441638,3474.05,507.442986447,10.6216,2562.82,292827,-1378.65,357.0841369344853,278.1050584842451,-2.2655,-7.86671,-0.424571,0.0238909,1362.52,68000,1.1539,6273.007982934825,72.77591746579856,0.21551,0.0678245,2573.87,1.04013,1959.58,0.124293,434.26842961,161.11648559570312,8.02601
713.581,-15.7384,1.47342,0.950359,0,370.465496266,17,0.234666,6.54875,697.882,63.1373,1325.72,5.46546,14.162554740905762,6.183568505104631,3430.41,346.238572619,11.0338,2593.58,298277,-1394.91,358.6773678981699,281.6872649290599,-2.496,-6.12023,-0.429141,0.0388154,1408.5,72000,0.26831,6627.472124505788,70.80653446400538,0.127355,0.0790768,2649.42,1.05778,2134.08,0.410952,333.124518025,141.62554931640625,11.5754
742.336,-18.4099,2.24107,0.182378,0,327.045960931,18,0.231986,5.98355,712.5,81.2887,1421.05,4.11303,16.49017333984375,5.454185626003891,3901.59,382.640017109,11.9509,2888.11,303566,-1496.12,351.7928383657709,279.7450566338375,-2.3418,-6.27513,-0.432999,0.0541815,1489.47,76000,1.77957,6979.72391240485,66.59359610592946,0.0886856,0.145894,2808.51,1.09899,2255.54,0.328775,293.073646337,164.9017333984375,-3.66883
917.994,-17.5887,4.54876,1.06341,0,468.513409332,19,0.227787,6.19597,897.013,72.9182,1544.77,-4.6505,26.83255386352539,6.057104982901365,7305.25,426.831465313,11.7684,3211.69,308913,-1644.12,350.3424361087382,277.2326632118784,-2.56077,-6.39534,-0.452191,0.0388066,1619.19,80000,2.45805,7334.627897070721,67.05266791395843,0.102188,0.111444,3224.68,1.19528,3941.59,0.359853,451.260780573,268.3255310058594,0.578573
919.998,-15.6018,1.69658,1.29438,0,509.382930459,20,0.226826,6.34104,903.917,93.5466,1422.99,-8.06918,39.757568359375,6.213970813900232,3757.58,519.225080616,11.3536,3402.96,314354,-1492.72,358.7774561070837,280.94885820616037,-2.52797,-8.28142,-0.421534,0.0222502,1485.66,84000,2.43855,7692.976933087222,71.61462708702311,0.190972,0.183486,3404.27,1.05827,1953.3,0.109189,446.480309005,397.57568359375,-10.4842
948.109,-15.0151,1.97517,2.14958,0,639.710449196,21,0.234258,6.73799,931.756,80.138,1512.4,-5.4635,41.73564529418945,6.3956547845155,4193.58,615.20377516,11.9066,3452.98,320037,-1601.33,355.5412083910778,277.959127925802,-2.20693,-6.10188,-0.424547,0.0189908,1614.12,88000,0.995457,8051.371208281722,71.1864256807603,0.159389,0.170917,3494.35,1.07794,2410.61,0.084725,533.730049012,417.3564453125,-14.709
717.756,-16.4971,-0.352156,2.13169,0,557.223272,22,0.190568,6.05978,713.224,64.2704,1204.87,5.23807,30.232030868530273,6.5860216286964715,3329.13,527.133647333,8.73283,3087.08,325797,-1249.65,359.30513417860493,278.6794195268303,-1.8552,-6.8146,-0.393235,0.0223708,1241.39,92000,2.71755,8407.62201031344,74.03969302307814,0.178609,0.163086,3063.8,0.963371,1260.24,0.0497656,439.563932232,302.3203125,6.85739
1290.64,-20.5313,2.83598,3.46739,0,441.602860698,23,0.221847,5.95811,1286.16,88.2327,1753.97,8.45583,66.62041473388672,5.669485341291875,4006.89,420.257117214,12.375,4570.63,331205,-1826.41,356.7847702689469,280.12955981865525,-2.18424,-9.54012,-0.420467,0.0213108,1827.09,96000,2.50898,8765.401370251086,70.98572510899976,0.13009,0.0926153,4574.76,1.1266,1725.14,0.0572413,402.710032714,666.2041015625,7.97282
1373.15,-15.7888,3.85423,3.37604,0,508.921728112,24,0.236995,6.5038,1388.86,74.57,1822.41,6.98979,70.00276947021484,6.170781482942402,4533.7,521.26177547,13.5631,4693.53,336906,-1910.71,354.9288104046136,276.77751427982,-2.88062,-8.40139,-0.430997,0.0226131,1907.79,100000,2.85964,9121.555146666244,71.98051464185119,0.10574,0.139321,4873.06,1.17846,4134.64,0.0510026,436.45825575,700.0277099609375,-13.3911
1782.04,-17.1598,6.87102,4.74949,0,425.810630886,25,0.243399,8.27129,1812.16,93.2224,2205.83,-16.415,92.6667709350586,6.199728410225362,6052.32,418.593778786,15.2888,5946.88,342352,-2353.31,356.00011528423056,276.5944675519131,-2.74412,-7.71755,-0.463256,0.0170492,2357.5,104000,6.85444,9476.086391290184,73.20591932209209,0.160526,0.137542,5876.35,1.29501,3294.57,0.309451,379.411312847,926.667724609375,-3.89923
1687.96,-17.1435,1.63849,3.46933,0,577.519436893,26,0.220894,7.61948,1718.23,89.3495,1665.32,-27.2671,78.91409301757812,6.274742153473198,3793.23,553.064284242,12.4433,6514.78,347811,-1742.02,356.2790472074412,278.267127817031,-3.05818,-7.43713,-0.402117,0.0164378,1747.5,108000,2.64122,9832.034675090574,71.73717723693699,0.219645,0.050867,6569.0,1.0655,1813.04,0.392582,444.740175434,789.1409301757812,0.534137
2069.35,-15.7676,3.89722,3.34387,0,501.631848908,27,0.237235,8.85515,2115.54,87.739,2078.03,-5.87364,100.0971908569336,6.226615126710385,4716.81,468.256065612,14.9252,6257.46,353366,-2193.46,368.63448145100847,291.00115844700485,-3.29299,-9.75089,-0.417524,0.00807076,2198.5,112000,3.53215,10198.678815952037,71.40670787729323,0.164622,0.137414,6526.34,1.18679,3872.36,0.477986,409.700017956,1000.971923828125,-9.68773
1953.5,-16.1044,4.10735,2.66687,0,452.233909818,28,0.244721,8.7721,2004.81,96.309,1913.3,-14.8344,98.11597442626953,6.2531817075796425,10839.5,467.361003267,14.3889,7438.27,358861,-2031.05,364.8462861725129,289.1328829280101,-2.23094,-8.97674,-0.419878,0.0141023,2029.97,116000,2.46306,10567.53483713651,69.4602215369232,0.146498,0.0399959,7799.93,1.19427,6148.03,0.179646,413.590130878,981.1597290039062,20.3499
1332.37,-17.4724,-0.470785,2.78059,0,671.802046825,29,0.191876,5.29286,1358.83,83.9442,1299.72,-17.7677,54.6422233581543,6.272706035058945,3016.92,596.962599598,9.43063,7382.72,364470,-1361.22,368.0910490131937,288.39170499006286,-2.18696,-7.28259,-0.379549,1.00934e-08,1354.26,120000,1.99136,10941.745885584969,73.42663798807189,0.236091,0.112291,7479.83,0.950221,1181.78,0.083032,577.354780838,546.4222412109375,4.86374
489.737,-16.4781,-2.36094,4.03612,0,647.171287785,30,0.158495,4.33653,482.102,35.9296,981.442,1.00361,123.77008056640625,5.8992845471948385,2759.84,634.549631617,6.36272,1772.71,369904,-1020.92,366.1172150191851,280.6701706079766,-1.05736,-3.91688,-0.346637,8.12431e-08,1013.33,124000,3.00883,11308.363660554402,79.54775986401364,0.252581,1.47733e-08,1780.67,0.853865,674.496,0.0836659,573.722122845,1237.7008056640625,0.487905
857.461,-16.1716,-0.729896,2.69715,0,565.596890052,31,0.182855,4.53179,862.623,54.6411,1170.06,-6.24228,91.95232391357422,6.194318356458098,3792.0,564.327847878,7.61739,4859.17,375619,-1218.07,367.73415861465037,281.4922662829049,-1.53417,-5.20842,-0.371861,0.00131795,1219.73,128000,2.68727,11673.133888806682,80.04757397528738,0.313772,5.00205e-05,4908.51,0.914697,1367.48,0.0314845,510.495511804,919.523193359375,16.0286
954.242,-16.3222,1.48854,2.52062,0,691.979829166,32,0.200113,5.20794,957.279,68.2805,1295.77,-25.6791,125.87230682373047,6.392822691705078,5094.64,663.632719647,9.18506,4741.57,381185,-1353.35,365.8227362050675,282.3459843592718,-1.65613,-5.05503,-0.406324,0.0261292,1359.48,132000,3.91864,12040.958539687097,77.08392915409058,0.257535,0.000145658,4774.5,1.02488,1564.58,0.0804215,558.865309506,1258.7230224609375,24.6779
1153.91,-17.1816,2.98674,3.16124,0,494.219285875,33,0.211787,5.40715,1158.87,69.1042,1601.8,-19.0394,73.89021301269531,6.501346627250314,4670.19,462.238671658,10.324,5074.3,386648,-1681.39,369.38234339561313,283.7703873962164,-1.8507,-6.84158,-0.441784,0.031429,1679.14,136000,2.55571,12403.329935204238,79.11060937214643,0.324818,0.0873578,5110.42,1.07247,1836.4,0.0634537,391.62641538,738.902099609375,10.0287
912.332,-19.3196,0.0858242,4.32231,0,581.603012992,34,0.193038,5.91354,904.696,64.6361,1325.1,-27.4395,68.6998291015625,6.283539262600243,4221.56,588.111623062,8.89615,4303.88,392202,-1384.02,363.4356465837918,285.0765618290752,-1.76792,-6.30094,-0.391719,0.05628,1364.41,140000,3.2414,12768.086576818023,72.07554549211636,0.172598,0.0924943,4367.88,0.989366,2353.08,0.192685,552.487574399,686.998291015625,-52.6042
1664.57,-17.8383,1.33901,4.70835,0,587.910128268,35,0.22302,6.79167,1728.91,79.2338,1531.71,-49.1281,151.61216735839844,6.252863516565412,11109.9,588.992521006,12.0755,9704.95,397682,-1617.57,367.2991900695488,287.6494436641224,-1.95478,-6.58528,-0.400324,0.066317,1598.26,144000,5.1244,13133.998588948045,73.396882888861,0.180553,0.155881,9768.81,1.06168,4069.96,0.0402553,558.830999358,1516.1217041015625,-12.9219
1913.6,-16.6439,0.0520726,4.28785,0,552.902149112,36,0.209621,5.70676,1978.99,96.5027,1497.04,-8.51909,125.70195770263672,5.8371433122083545,4751.3,523.674717548,10.4984,10352.9,403049,-1567.16,361.4735574494116,283.62636063899845,-2.50317,-6.70417,-0.388881,0.0496098,1573.41,148000,2.61647,13497.041644551326,72.0100534982048,0.21557,0.253737,10565.2,0.99057,2265.84,0.472155,526.01477011,1257.01953125,3.58804
3902.48,-16.1671,8.094,6.41432,0,604.703748462,37,0.278582,9.76847,3957.77,109.517,3428.25,-12.8347,231.4827117919922,5.5676804394461215,19692.4,582.44537886,17.6056,12698.8,408488,-3603.21,363.5884713320993,284.4409936768934,-3.20956,-9.72126,-0.472301,0.00179125,3576.8,152000,4.9277,13859.528295095544,73.57979721575975,0.278438,0.220682,12740.8,1.34573,11513.5,0.407002,484.530353025,2314.8271484375,-64.2334
799.867,-18.4307,0.0128541,7.16301,0,633.080653706,38,0.205152,4.77969,806.48,59.3439,1201.65,-43.0489,263.36968994140625,6.141248727682978,5060.0,642.94204048,8.56055,5026.83,413926,-1253.31,359.3684018026106,280.7487099971622,-2.04843,-4.46229,-0.38091,0.0229013,1250.06,156000,5.63748,14224.134156009182,72.4784430777654,0.23716,0.00711016,5080.71,0.969798,1661.32,0.0176689,549.765543075,2633.69677734375,12.6151
913.744,-16.6377,0.664371,5.01423,0,484.15153726,39,0.221902,4.15284,923.425,51.945,1241.96,-30.638,170.16900634765625,6.160291215870529,8835.08,510.11894471,8.94263,4882.95,419352,-1295.16,366.57325931917876,282.69688900513574,-2.35602,-4.97913,-0.38948,0.0124853,1285.88,160000,6.77216,14585.139685038943,77.71607909817249,0.209535,0.0516185,4919.32,1.00689,2794.49,0.0283388,509.956334067,1701.6900634765625,-1.15377
2283.67,-15.9127,2.08236,4.34604,0,408.499274506,40,0.23179,6.96661,2387.8,85.8484,1644.09,-23.7004,211.2602081298828,6.427651844918728,14150.1,387.799169564,12.7229,13136.2,424906,-1728.74,358.525853572879,279.94945715693757,-2.44356,-8.15643,-0.406938,0.0119141,1731.42,164000,4.0937,14940.002751464956,72.14874457102269,0.207032,0.018768,13357.4,1.08543,5308.44,0.139896,398.758792094,2112.60205078125,11.8665
3927.48,-18.502,0.283829,14.0961,0,441.608185627,41,0.207912,7.62548,4143.5,96.2741,1882.91,4.66271,464.7026062011719,5.783613099716604,17053.9,476.079330416,13.3264,22235.0,430253,-1915.37,351.226973420009,276.95687951520085,-3.14592,-7.25732,-0.357436,0.0427337,1981.1,168000,9.12709,15295.471244174987,68.48648080509156,0.179418,0.609469,22870.8,1.0346,24607.5,0.252607,416.385294431,4647.02587890625,-13.8545
3870.51,-16.0087,0.818309,7.34765,0,488.563180014,42,0.198916,10.148,4084.74,112.062,1898.45,-8.17602,862.8441772460938,5.638886659871787,8744.18,568.675477879,13.1505,21242.2,435663,-2015.38,358.2133271964267,279.84614247689024,-2.66963,-9.73335,-0.366515,0.0304592,2029.34,172000,14.0091,15653.30610865727,72.72829805966467,0.164349,0.862402,21474.6,1.05755,4803.07,0.243321,421.792528331,8628.44140625,-22.6765
519.469,-16.2179,-1.41366,8.30086,0,463.736073552,43,0.181794,3.7519,515.942,40.9219,990.203,-47.1525,552.2965087890625,6.2601781957782805,4140.19,435.138625945,6.74541,2566.27,440960,-1024.99,361.6440979107283,283.03355916775763,-1.86454,-3.81977,-0.345667,0.0143896,1027.77,176000,9.71046,16014.504774488974,72.3503605471924,0.190686,0.216085,2707.98,0.916061,993.224,0.0685095,436.914796277,5522.96484375,-17.477
5581.68,-17.8703,2.67758,5.16514,0,406.147626547,44,0.232321,12.0693,5831.68,102.745,2777.69,-32.8356,534.507568359375,6.381733795627952,28095.7,355.904078807,15.4192,24721.7,446369,-2924.59,363.56969526503235,285.2828279356472,-2.48627,-10.2837,-0.400253,0.0166383,2949.28,180000,11.1243,16376.884707727004,71.90513353375718,0.218913,0.0910911,25179.5,1.14036,21814.9,1.37728,434.087747918,5345.07568359375,-27.7187
6059.26,-16.1988,1.05806,9.87167,0,382.256427861,45,0.209092,6.88401,6302.36,119.399,2371.12,-77.9741,834.6908569335938,6.271652366966009,22113.2,404.006982342,13.0299,31540.7,451905,-2470.13,369.3270880882628,292.33970160316676,-2.2736,-16.5683,-0.371146,0.176455,2485.22,184000,13.6223,16746.671705975663,70.71573411813006,0.159034,0.0456579,32250.2,1.07166,15191.6,1.30899,406.047334571,8346.908203125,-78.2818
9899.1,-16.8322,5.19122,9.77023,0,312.724738065,46,0.254083,10.3775,10371.5,134.242,4140.54,-226.196,829.9083862304688,5.899698666296899,38028.7,261.0421123,19.4448,44810.9,457374,-4426.32,362.0066170049831,284.9308198057115,-3.73493,-13.2062,-0.409051,0.158431,4469.51,188000,13.6174,17111.10052841436,71.17609853297472,0.116845,0.0705575,47151.3,1.30159,29086.3,1.17962,361.636166544,8299.083984375,-323.539
11130.2,-15.3018,6.64228,7.39475,0,471.116854306,47,0.26384,15.4786,11422.5,139.615,4676.92,-76.7675,895.8978881835938,6.2757915407419205,79277.1,442.52601143,20.1143,49893.3,462577,-4977.03,371.04219563212246,291.1677185310982,-3.59648,-14.6656,-0.41919,0.0260299,4876.34,192000,15.1096,17483.240103065036,73.59868556028232,0.176191,0.100636,50193.7,1.36066,143537.0,2.0,458.440560348,8958.978515625,-32.922
10910.3,-15.7753,4.86755,9.63567,0,325.164901543,48,0.259777,9.78548,11330.5,142.655,3677.91,-32.1931,671.5247192382812,6.391719265840948,36983.7,337.16390848,16.7152,58310.9,467955,-3915.87,364.3231091503985,283.16710625682026,-3.31747,-16.5493,-0.436294,0.0375581,3914.74,196000,24.854,17842.563496464863,74.76428362773731,0.154526,1.13609,58717.3,1.25408,20087.6,1.37832,425.540131453,6715.2470703125,-176.344
12921.5,-17.6633,5.57217,11.7017,0,367.686872685,49,0.235478,10.8165,13333.8,134.206,4079.76,-271.173,799.0370483398438,6.001553144771606,108471.0,337.2898435,18.0397,75777.2,473187,-4287.68,357.30776849063113,281.6089875102043,-3.92698,-17.4177,-0.41422,0.0300542,4267.29,200000,14.406,18198.218701781705,69.69722783565521,0.126345,0.182688,76267.5,1.31901,49290.8,1.59531,396.077000227,7990.3701171875,-488.165
1949.06,-17.4145,1.78034,27.3749,0,344.944869636,50,0.223291,6.75059,1998.26,92.4731,1400.77,-43.6197,2867.259033203125,5.7427137973718345,89365.4,338.8230175,10.5484,14490.1,478436,-1452.09,354.5412542298436,280.75353358034045,-2.81758,-9.26383,-0.400008,0.469537,1433.68,204000,33.9042,18552.345491937827,68.04500685213134,0.324927,0.356148,14556.0,1.04243,18013.5,0.261381,324.953189732,28672.58984375,-60.4307
7295.6,-16.2585,6.06252,29.1376,0,493.171803181,51,0.2422,11.6842,7586.13,129.605,2942.1,-5.58996,7139.3447265625,5.93057014234364,81082.8,514.405943837,15.1871,39198.1,483830,-3094.9,354.1459775622934,280.5845427219756,-3.40245,-13.0054,-0.441687,0.349288,3109.13,208000,45.0463,18910.538612821605,67.63086469797418,0.396201,1.03247,39608.3,1.2336,68623.5,1.25513,400.312033024,71393.4453125,-42.2254
11704.6,-17.3526,7.52024,22.9092,0,349.970320957,52,0.284364,10.2518,12086.4,147.428,4324.78,-88.1494,8345.34375,6.236862032208592,96186.5,399.996712589,18.1831,59884.6,489188,-4547.75,362.5409318013117,284.62554646795616,-4.56244,-13.4871,-0.451215,0.199649,4557.19,212000,29.4693,19273.46141415788,71.67852330114692,0.32695,0.122551,61053.2,1.33045,49830.0,1.55324,423.85272932,83453.4375,-68.5212
6179.37,-13.5242,6.48592,20.4106,0,505.349657926,53,0.23395,11.7362,6511.22,119.673,2912.94,-100.075,8914.798828125,6.229985932819545,82744.8,481.202805287,16.7875,33232.3,494510,-3103.56,359.6024664216675,281.3116886438802,-2.95417,-15.2538,-0.423147,0.404821,3108.71,216000,38.8759,19633.385515965987,72.06079184496775,0.339689,0.883269,33304.9,1.28353,30292.5,1.88254,519.166965663,89147.984375,-295.87
11982.1,-15.4705,5.27927,24.2154,0,292.185032923,54,0.220586,9.76586,12604.3,140.794,3756.8,-201.215,8576.296875,6.056269057560712,157464.0,298.737420062,17.1798,63508.7,499856,-3958.06,358.91400844743475,280.4573128381744,-3.00569,-16.8969,-0.409553,0.0651346,4015.67,220000,38.4981,19986.4880640693,72.40042655169964,0.294823,1.4214,65885.0,1.26868,82640.6,1.02903,334.674785588,85762.96875,19.848
17937.3,-18.3385,26.1241,20.0389,0,213.375618975,55,0.396329,14.5657,18247.0,166.811,11826.0,-291.193,3464.042724609375,6.169931801967323,1.25099e+06,212.536185332,27.7443,79173.9,505167,-12467.5,350.647305523511,277.9054344748147,-3.84821,-23.9961,-0.633477,0.602455,12247.6,224000,10.0733,20334.782013794873,66.57193924672902,0.262593,0.905525,81938.6,2.09651,508068.0,2.0,300.588769806,34640.42578125,-514.872
28132.3,-16.0735,29.1668,30.5227,0,346.978168016,56,0.430101,18.0203,29652.4,163.561,14984.2,-705.571,5503.31005859375,5.960093270987272,3.20551e+06,317.847504288,29.0396,124798.0,510494,-16017.8,351.8276374163106,281.6487485640682,-3.82459,-27.9028,-0.661632,0.664117,16177.2,228000,12.9099,20693.773010788485,64.21879558125511,0.197005,0.875939,128441.0,2.23788,986797.0,2.0,305.101218458,55033.1015625,-620.665
46719.8,-12.3952,61.9278,17.9185,0,549.446506204,57,0.653952,18.2184,47173.9,193.389,58928.1,-2085.84,1586.3001708984375,6.482610765378922,2.20202e+07,588.947667791,29.1542,222279.0,515904,-61692.7,365.6910378905013,287.75390852894634,-4.90672,-35.8283,-0.992386,0.125012,62047.1,232000,16.4166,21064.39660753403,71.45451859617606,0.104641,0.662979,221078.0,3.25093,4.87123e+06,2.0,565.079794243,15863.001953125,-2664.91
44941.4,-13.2065,51.9908,25.3322,0,515.544785519,58,0.646007,39.164,45917.6,199.389,43625.1,-806.439,1245.9681396484375,6.752222144976258,6.56424e+06,525.377895922,30.732,216307.0,521551,-45968.5,363.9155164202675,280.84755995310843,-4.80198,-22.7344,-1.02137,0.0844571,46251.1,236000,11.4897,21426.708290498704,76.31573432218283,0.499023,0.574592,217551.0,2.88059,1.70358e+06,2.0,549.454587707,12459.681640625,-1380.4
