R Predictions Mean,(Previous) Eval Time (s),Q Predictions Mean,Log Pis Mean,KL Divergence,Total Train Time (s),V Predictions Max,Z mean train,Policy log std Max,Number of env steps total,Number of train steps total,Policy mu Std,R Predictions Std,AverageReturn_all_train_tasks,Policy mu Mean,Log Pis Max,Z mean eval,Policy mu Min,R Predictions Min,Q Predictions Min,Number of rollouts total,Sample Time (s),Policy log std Min,AverageReturn_all_test_tasks,Z variance eval,V Predictions Mean,QF Loss,KL Loss,Policy Loss,R Predictions Max,RF Loss,V Predictions Std,Epoch,Z variance train,Train Time (s),Q Predictions Max,Epoch Time (s),Policy log std Std,VF Loss,Q Predictions Std,Log Pis Min,Policy mu Max,V Predictions Min,Log Pis Std,Policy log std Mean
0.00011355,4.078191568999955,380.617,-0.417348,53.46202087402344,979.5973070940012,673.289,1.71476,0.0325858,114000,22000,0.890472,0.00201902,594.553091352,-0.10682,9.8411,1.72295,-2.19191,-0.00654479,56.8377,680,10.551222692000465,-1.40976,644.033355722,0.00847115,385.687,147.737,5.346202373504639,-386.955,0.00569684,46.7168,111.746,10,0.0119947,73.65873149100003,667.529,88.28814575200045,0.210303,43.803,114.168,-7.28531,2.31196,75.2808,2.79649,-0.410377
0.000341023,4.043519165999896,528.021,0.929102,65.97494506835938,1068.784382623001,985.206,2.60766,0.039028,124000,24000,1.05064,0.00268224,614.448439917,-0.162334,11.5582,2.30653,-2.49496,-0.00898797,77.73,740,10.583866253999986,-1.39762,630.797732664,0.0102304,536.22,392.41,6.597494602203369,-539.969,0.00906454,73.3373,207.832,11,0.118922,74.57982744599985,986.872,89.20721286599974,0.20013,62.816,209.181,-7.97621,2.98206,92.2353,3.11575,-0.468214
0.000143856,4.023651616000052,529.525,0.265799,62.67821502685547,1157.479110103001,968.699,1.21915,0.135582,134000,26000,0.95122,0.00236057,693.458798454,-0.150518,8.23449,2.04374,-2.34803,-0.00966228,-35.9102,800,10.600911295999822,-1.52329,675.909214708,0.00574023,537.224,254.224,6.267821788787842,-538.516,0.00892888,82.3879,161.476,12,0.0993975,73.93922412799998,967.553,88.56378703999985,0.196433,59.2675,163.685,-10.24,2.31657,3.0234,2.8821,-0.469858
-0.00049921,4.155115643000045,520.194,0.392159,86.27068328857422,1246.2019556300004,1037.55,2.12987,0.120644,144000,28000,0.978589,0.00245279,665.541992146,-0.117807,11.0006,1.71571,-2.53367,-0.0085623,-41.1759,860,10.42441886199913,-1.54477,658.411790265,0.00760698,527.404,177.964,8.627068519592285,-525.129,0.00633841,125.365,191.061,13,0.00488651,74.11028331800003,1042.91,88.6898178229992,0.240286,51.6529,193.455,-8.43149,3.15231,-18.7262,3.0598,-0.446018
-0.00042269,4.188882369000112,519.154,-0.0590969,75.28085327148438,1335.2027235390003,1115.53,1.62129,0.128832,154000,30000,0.921672,0.00234115,687.226257256,-0.107175,9.25624,1.26754,-2.5387,-0.00740071,29.7631,920,10.515795222999714,-1.56007,636.803436612,0.00997931,528.957,138.499,7.528085231781006,-526.601,0.0062407,112.964,215.14,14,0.00587091,74.4454437070001,1115.16,89.15012129899992,0.224076,51.6211,216.783,-8.50438,2.62182,43.767,2.90474,-0.434637
0.000375753,4.039561636999906,532.018,-0.035942,56.248291015625,1423.6339615829995,1121.53,1.96539,0.0695668,164000,32000,0.913209,0.0020788,716.23412311,-0.197142,9.03867,1.94094,-2.86406,-0.00664626,-15.7416,980,10.709191212999713,-1.57476,711.436464377,0.00970253,537.047,176.824,5.624829292297363,-537.27,0.0071096,57.9956,207.812,15,0.093598,73.6271204310001,1123.36,88.37587328099971,0.21147,58.1525,209.157,-9.26598,2.61863,-19.2427,2.71213,-0.4506
-0.000396164,4.095093668000118,731.305,0.871242,84.04637908935547,1511.925011101999,1331.94,2.70091,0.116777,174000,34000,1.04842,0.00263974,709.856246324,-0.0964343,11.6242,2.38288,-2.88788,-0.00927808,13.4341,1040,10.441640321999103,-1.53162,744.397380043,0.00695395,740.712,191.759,8.404638290405273,-739.315,0.00786935,101.726,289.394,16,0.11886,73.82000037500006,1332.1,88.35673436499928,0.212131,49.7912,290.323,-8.09024,2.59194,61.3976,3.23813,-0.456991
-0.000704961,4.030342142000109,855.043,1.28876,81.96363067626953,1599.8593345349984,1311.2,2.2814,0.222325,184000,36000,1.08255,0.00291456,734.709196967,-0.129736,11.6876,2.05481,-2.5304,-0.00965134,108.559,1100,10.412216545999627,-1.54888,736.521806549,0.00532422,864.38,231.323,8.19636344909668,-864.429,0.00765175,133.784,240.278,17,0.109293,73.50163395999994,1314.72,87.94419264799967,0.209049,71.3314,245.074,-9.58257,2.8775,109.844,3.14559,-0.510877
-0.000882901,4.0205665419998695,845.695,1.30123,93.45146179199219,1687.3634518019983,1472.53,2.62682,0.0617386,194000,38000,1.07946,0.00309792,759.534002103,-0.197272,13.8269,1.55461,-2.63054,-0.0104139,89.9084,1160,10.539146825999978,-1.74494,732.095622542,0.00878196,853.152,328.465,9.345146179199219,-853.091,0.00637366,202.677,291.36,18,0.121691,72.8417802670001,1480.47,87.40149363499995,0.223793,67.7676,292.934,-7.16636,4.61458,79.827,3.17356,-0.503632
-0.00026433,4.123551133000092,827.835,0.708843,55.32722854614258,1776.8119376289992,1292.92,1.72312,0.232903,204000,40000,1.02836,0.00253014,793.53165874,-0.0724518,11.0724,2.13554,-2.65164,-0.00975925,53.029,1220,10.39704055600032,-1.57984,806.388896119,0.00959818,835.171,342.84,5.5327229499816895,-834.933,0.00654655,84.8982,257.602,19,0.0813494,74.64679091000016,1293.39,89.16738259900058,0.191445,108.831,258.768,-8.84902,2.68437,39.8961,3.05118,-0.494038
-0.000913727,4.4053746390000015,1091.88,1.86418,110.27872467041016,1865.3456782089993,1656.1,3.02195,0.160186,214000,42000,1.1395,0.00300606,817.099526164,-0.228159,12.4724,1.29784,-2.72535,-0.0104934,22.5682,1280,10.675198431999888,-1.70318,750.056881591,0.0275573,1104.65,286.338,11.027873039245605,-1103.66,0.00755963,182.83,349.573,20,0.121518,73.77565004700023,1647.66,88.85622311800012,0.213771,84.1805,352.961,-9.58366,2.64458,55.8093,3.45622,-0.515007
0.000766446,4.083118755000214,799.433,0.98129,50.84078598022461,1955.4760950729988,1510.18,2.25974,0.260019,224000,44000,1.03774,0.00213161,769.731716176,-0.01662,10.7638,4.20752,-3.0441,-0.00598444,12.3827,1340,10.569017296998936,-1.47638,622.354692231,0.0045607,815.696,1535.23,5.084078788757324,-828.021,0.0067907,71.0758,320.914,21,0.102897,75.43320859899995,1532.52,90.0853446509991,0.18999,480.816,328.168,-7.96374,2.34986,76.1518,2.8777,-0.528945
0.000566802,4.128592029000174,917.504,1.1601,105.19928741455078,2044.3712612619984,1326.86,1.23962,0.209957,234000,46000,1.06652,0.00191616,766.184204252,-0.133244,12.4887,3.21386,-2.96995,-0.00596406,113.546,1400,10.706365054999424,-1.75451,796.395073703,0.00318646,927.7,527.392,10.519928932189941,-926.115,0.00590092,75.1126,229.153,22,0.0874266,74.1017484920003,1331.04,88.9367055759999,0.23569,160.847,231.43,-8.85178,3.14036,99.0788,3.32115,-0.505545
3.91649e-05,4.087753558999793,912.621,1.04426,104.60596466064453,2133.6056601469973,1629.2,2.49544,0.0628342,244000,48000,1.04765,0.00226504,806.055053789,-0.144849,11.1693,1.0368,-2.74188,-0.00953013,82.3176,1460,10.452265672999602,-1.71626,688.485150184,0.031022,923.255,234.122,10.460597038269043,-921.723,0.0048508,87.633,291.886,23,0.00607508,74.65534006100006,1635.65,89.19535929299946,0.244378,66.6384,293.875,-7.6698,2.68917,75.0042,3.21868,-0.486708
-0.000316183,4.127183854999657,1069.7,1.3722,99.35093688964844,2222.351432013994,1702.62,2.55384,0.0885471,254000,50000,1.09429,0.00287372,844.840047811,-0.11192,10.6765,2.26291,-2.55396,-0.0104458,88.3848,1520,10.619520066997211,-1.62924,823.715453798,0.00335536,1080.95,257.661,9.935093879699707,-1077.85,0.00693825,153.559,317.706,24,0.00775253,73.93708810999988,1715.9,88.68379203199675,0.229463,81.8726,321.463,-6.00783,2.53367,95.5677,3.11095,-0.511891
-1.13117e-05,4.189586911999868,1180.44,1.52364,60.74415588378906,2312.3671396689933,1658.05,2.15433,-0.00790797,264000,52000,1.07843,0.00244219,854.597937961,-0.142511,12.0925,2.38254,-2.56729,-0.0106645,114.348,1580,10.661633115998939,-1.37485,863.402249067,0.00520166,1187.91,260.013,6.074415683746338,-1190.31,0.00642538,91.6129,263.663,25,0.122466,75.3127962540002,1661.52,90.16401628199901,0.187997,98.4822,266.801,-11.429,2.67013,121.702,3.22504,-0.564827
-7.86993e-05,4.041936921999877,1068.78,1.13074,127.6636962890625,2401.2572026819926,1853.32,3.06134,0.099595,274000,54000,1.06496,0.00261433,881.623543577,-0.0486462,11.3926,1.86596,-3.04572,-0.0102155,28.1157,1640,10.520692971999324,-1.72711,852.416372539,0.00564399,1076.92,263.862,12.766369819641113,-1078.22,0.0087188,128.54,342.737,26,0.00610991,74.29951088899998,1851.15,88.86214078299918,0.247707,108.686,345.13,-8.17376,2.8233,38.1096,3.17562,-0.501917
-0.000424346,4.070495330000085,1059.95,0.939775,84.7708511352539,2489.445299824993,1784.55,2.25226,0.176117,284000,56000,1.04326,0.00253796,904.920333826,-0.113925,11.6075,2.67352,-2.46857,-0.00855125,-18.6581,1700,10.574222241999905,-1.78986,908.670897405,0.00550319,1071.0,252.628,8.47708511352539,-1069.36,0.00714814,103.205,384.058,27,0.122848,73.6036316030004,1780.66,88.24834917500039,0.222604,92.4063,384.646,-6.90568,2.98188,-0.523411,3.07001,-0.516027
0.000612606,4.010468080999999,985.264,0.426956,49.89886474609375,2577.8613006369956,1748.35,2.31565,-0.0314662,294000,58000,0.953594,0.00195012,870.275851638,-0.155534,13.8162,2.70357,-2.65483,-0.00580581,90.4315,1760,10.379922025001633,-1.34298,896.991913268,0.00331366,1005.49,1043.27,4.98988676071167,-998.521,0.00703269,49.8197,418.335,28,0.12437,73.97443861200009,1741.55,88.36482871800172,0.197746,482.168,415.467,-8.65561,3.11913,115.691,3.249,-0.542917
0.000200407,4.062505153000075,1117.83,1.17497,94.62822723388672,2666.008146363995,1554.13,2.94893,0.183068,304000,60000,1.06492,0.00217997,865.947220667,-0.152917,11.1634,2.82776,-2.66133,-0.00981832,117.28,1820,10.621195962000456,-1.84635,929.862107768,0.00506364,1127.87,276.388,9.462822914123535,-1127.25,0.00652463,98.2731,262.991,29,0.00578518,73.52481889499995,1564.25,88.20852001000048,0.237661,81.3785,267.547,-10.5744,2.94999,122.632,3.20522,-0.515891
-0.000830073,4.000875811000242,1222.67,1.63876,112.03108215332031,2754.150745385994,1853.77,2.23973,0.0957553,314000,62000,1.09559,0.00290063,881.849165162,-0.168274,12.0792,1.95271,-3.05683,-0.0105656,121.128,1880,10.427417067999158,-1.79844,893.597663206,0.00748043,1234.85,271.408,11.203108787536621,-1233.03,0.00581585,184.823,323.411,30,0.127162,73.75101738600006,1855.08,88.17931026499946,0.250049,98.4467,329.131,-9.33591,2.69381,141.668,3.31773,-0.537823
-0.000361996,3.9647261269997216,1172.96,1.30787,65.82723999023438,2839.997135765993,1677.86,1.78421,0.0771979,324000,64000,1.05948,0.00260087,870.653561901,-0.149521,11.9993,2.43288,-2.67768,-0.0119955,15.5794,1940,10.211415088999274,-1.8095,897.753224419,0.00813025,1188.77,373.143,6.582724094390869,-1185.1,0.00515596,106.894,285.394,31,0.098745,71.63888159399994,1682.19,85.81502280999894,0.220863,164.317,288.05,-9.04977,3.57642,21.7043,3.16682,-0.564747
-9.57685e-05,3.9968880910000735,1697.59,2.48679,113.20407104492188,2926.139423086994,2210.18,2.86587,0.0430971,334000,66000,1.20703,0.00267259,943.145014781,-0.129699,15.5287,2.14043,-3.07157,-0.00988797,72.7692,2000,10.330541998000626,-1.72687,914.562616964,0.00756741,1709.95,315.711,11.320406913757324,-1709.54,0.00817425,92.2082,346.061,32,0.144703,71.918011191,2201.52,86.2454412800007,0.230239,78.6405,350.954,-7.06296,2.79783,82.3337,3.64838,-0.585526
0.000533545,3.893942229000004,1588.72,2.31826,109.59821319580078,3013.852134237994,2517.09,3.88939,0.0460936,344000,68000,1.15208,0.00212714,916.669886551,-0.177764,16.1949,2.453,-2.98419,-0.00634467,105.785,2060,10.196572213999389,-1.75862,959.491305057,0.0102908,1602.17,726.239,10.959821701049805,-1601.72,0.00798718,63.524,339.824,33,0.229565,73.55363469700023,2525.07,87.64414913999963,0.236481,106.723,344.069,-12.2848,2.98504,123.56,3.41758,-0.602489
-0.000391594,3.962938892999773,1177.14,1.34723,105.85305786132812,3100.4107600989937,1818.93,2.55624,0.0647356,354000,70000,1.09168,0.00235398,980.16993753,-0.0907112,11.5903,2.11489,-2.77981,-0.00951556,86.2447,2120,10.098141996999402,-1.9909,951.301468099,0.0164698,1190.8,220.403,10.585306167602539,-1186.72,0.00597642,125.478,302.803,34,0.00759874,72.49809727299998,1827.27,86.55917816299916,0.257124,124.833,308.197,-8.86092,3.07625,87.2051,3.334,-0.525518
0.000312739,3.9629300239998884,1388.57,1.78218,78.47283172607422,3186.4755626339934,2033.92,2.08826,0.0869873,364000,72000,1.11268,0.00209915,1006.53598293,-0.144542,14.0378,2.58005,-3.20497,-0.00963296,40.6545,2180,10.15171241400003,-1.84571,952.414938033,0.00659391,1398.58,208.445,7.847283363342285,-1402.61,0.00605266,76.7145,363.129,35,0.135193,72.01114476699968,2030.5,86.1257872049996,0.241033,92.1912,366.99,-8.01946,4.07459,58.0988,3.31156,-0.581639
-0.000467305,3.9025333660001706,1353.65,1.3569,89.64517974853516,3272.706954019992,2131.16,2.20527,0.0764085,374000,74000,1.0745,0.00253294,959.725645563,-0.139513,11.6458,2.58126,-2.9972,-0.0106796,7.50062,2240,10.074677156998405,-1.91167,979.697729819,0.00928891,1357.13,313.648,8.964518547058105,-1358.83,0.00630948,148.044,418.331,36,0.0134822,72.20932186099981,2133.38,86.18653238399838,0.254112,131.955,421.995,-8.78934,2.86016,18.0108,3.36185,-0.54797
1.80733e-05,3.9479081139998016,1342.76,1.67438,87.89546966552734,3358.310492495992,2003.93,2.24813,0.0697546,384000,76000,1.11009,0.00229503,968.808716104,-0.0866312,11.1258,2.25108,-3.28247,-0.00971256,23.3263,2300,10.396802163999837,-2.03008,983.602745034,0.00803605,1350.81,182.304,8.789546966552734,-1352.12,0.00868685,104.827,367.578,37,0.00999826,71.19504859400013,2018.15,85.53975887199977,0.256325,115.096,378.407,-7.02914,2.7303,29.4324,3.33047,-0.563677
-0.00111954,4.012170757000149,1249.94,1.5739,94.14186096191406,3445.2279721099917,1935.82,2.14759,0.0854486,394000,78000,1.10095,0.00280203,1024.03128432,-0.109331,12.1106,1.60246,-2.75888,-0.0101798,30.7311,2360,10.373628790000112,-2.00268,976.028523166,0.0187332,1257.21,205.239,9.414186477661133,-1257.15,0.00663368,184.2,319.041,38,0.103493,72.53707383399978,1942.3,86.92287338100004,0.256035,69.9807,322.979,-8.6806,2.87153,26.8212,3.28064,-0.537578
0.000319925,4.007945241000016,985.048,-0.305364,31.374746322631836,3532.0368594039905,1838.07,1.64373,0.0255813,404000,80000,0.826005,0.00180434,984.946361761,-0.153558,10.8912,3.70871,-2.68668,-0.00688321,-24.6858,2420,10.278754398998444,-1.52269,958.959477282,0.00402784,994.869,881.724,3.137474775314331,-992.438,0.00571905,50.4918,323.618,39,0.0865569,72.59486709800012,1842.06,86.88156673799858,0.21889,378.178,326.271,-9.03897,2.49727,19.259,2.9179,-0.569639
-0.000700756,3.935214900000119,1586.2,2.37523,134.2347412109375,3618.3437167919888,2121.64,3.46627,0.252136,414000,82000,1.20169,0.0028102,1048.63633928,-0.117249,13.6339,2.31101,-3.80931,-0.0103554,95.001,2480,10.149656126999162,-2.11198,968.949381055,0.00705075,1637.46,1491.22,13.423474311828613,-1604.3,0.00593327,191.372,307.743,40,0.00343741,72.12845140899981,2097.78,86.21332243599909,0.291153,1589.36,307.886,-11.125,3.51845,139.989,3.62156,-0.546836
-0.000658974,4.029715554000177,1298.76,1.4345,92.8921890258789,3705.964457515988,1923.92,2.36064,0.0637066,424000,84000,1.06936,0.00280093,1028.93341447,-0.0964498,11.9443,2.31239,-2.26806,-0.00980639,116.099,2540,10.785610303998965,-1.89916,1017.06670675,0.00455143,1297.51,376.738,9.28921890258789,-1307.93,0.00642569,215.074,307.108,41,0.00767718,72.82720088699989,1932.59,87.64252674499903,0.258087,323.49,315.241,-7.16428,2.75031,102.81,3.22147,-0.543374
-0.000907921,4.007977622999988,1470.65,1.5342,65.6605453491211,3791.13848055099,1990.3,1.8523,0.0737203,434000,86000,1.08397,0.00290075,999.871302555,-0.149182,10.678,2.22709,-3.00054,-0.0104436,138.412,2600,10.229640238001593,-1.87439,1021.28850164,0.00797539,1475.32,213.527,6.566054821014404,-1478.76,0.00497703,154.689,326.274,42,0.0982913,70.94719385799999,2002.79,85.18481171900157,0.240982,103.267,333.123,-7.71644,2.57921,130.293,3.2229,-0.582542
-0.00135095,3.9980415720001474,1263.24,1.44213,108.39813232421875,3879.988004069991,1740.4,2.30188,0.0788635,444000,88000,1.08065,0.00266161,1070.04266798,-0.146355,12.3335,2.42511,-2.56865,-0.0122502,43.9878,2660,10.309243696999602,-1.98041,1034.58867849,0.00709439,1270.21,267.126,10.839813232421875,-1270.73,0.00397806,202.227,291.937,43,0.00471476,74.58717193400025,1751.91,88.894457203,0.270965,75.4976,299.295,-8.38507,2.94118,51.0281,3.38443,-0.526344
-0.000747877,3.953559239000242,1704.29,1.4984,93.39864349365234,3967.487831836994,2556.9,2.74405,0.129899,454000,90000,1.07905,0.00331704,1009.61941561,-0.136482,13.3975,5.67175,-2.85514,-0.013021,-19.81,2720,10.498624070001824,-2.04108,487.520582357,0.062866,1709.78,606.449,9.339864730834961,-1713.99,0.00751753,275.654,563.528,44,0.144766,72.95374211200033,2577.04,87.4059254210024,0.237102,289.487,565.772,-10.2431,2.5514,25.6915,3.64825,-0.593069
-0.000623742,4.048457438000696,1492.28,1.82199,122.95990753173828,4055.4097722949937,2038.67,2.96819,0.1859,464000,92000,1.1298,0.00288033,1034.60131288,-0.225087,13.0488,2.61056,-3.11273,-0.0097238,143.53,2780,10.304725298001358,-2.35486,1015.31424996,0.0110448,1498.22,565.817,12.295990943908691,-1501.71,0.00839264,231.786,316.705,45,0.00667022,73.66155186000015,2036.42,88.0147345960022,0.300108,190.441,318.725,-7.65607,2.80712,94.1019,3.54082,-0.549073
4.44054e-05,3.9558114439996643,1441.09,1.66516,70.42545318603516,4142.172996787993,2034.08,1.84085,0.0575923,474000,94000,1.08202,0.00218473,1069.0989078,-0.147706,11.185,2.28239,-2.94871,-0.0094253,110.472,2840,10.206257025000014,-2.06462,1057.38529287,0.0134589,1455.67,208.377,7.042545318603516,-1453.12,0.00654408,95.9808,360.746,46,0.0157986,72.64983014300014,2031.77,86.81189861199982,0.268348,103.041,365.205,-8.67808,3.27291,123.392,3.26843,-0.586863
-0.00126398,3.90791377000005,1264.5,0.897475,65.02642822265625,4229.750002434997,1958.84,1.77924,0.172798,484000,96000,1.02304,0.00289884,1028.76335086,-0.118107,12.1874,2.21321,-2.96287,-0.0117345,54.8472,2900,10.12398974500502,-1.94009,1032.58407065,0.0129978,1275.61,275.943,6.50264310836792,-1274.86,0.00573861,207.081,325.958,47,0.0108706,72.96123250100027,1946.58,86.99313601600534,0.276397,94.4414,332.748,-9.57644,3.51815,60.7367,3.25421,-0.563181
9.92452e-05,4.492191117999937,1385.43,1.67923,74.25143432617188,4318.130688206998,2291.03,1.82732,0.0870858,494000,98000,1.09479,0.00214985,1056.23481431,-0.142304,12.3373,2.56264,-2.7198,-0.0110598,103.929,2960,10.535825959999784,-2.02296,1047.04172951,0.009163,1398.74,240.049,7.425143718719482,-1395.94,0.00638817,90.9439,403.685,48,0.0288691,73.78329956000016,2282.59,88.81131663799988,0.273509,70.624,407.846,-6.86874,3.07382,102.061,3.34992,-0.57098
-0.000438824,4.062168597999516,1574.19,1.8543,100.97453308105469,4407.238884653999,2089.9,2.60501,0.246672,504000,100000,1.13098,0.00276249,1044.7024126,-0.207777,14.5852,2.05092,-3.26342,-0.0124544,158.204,3020,10.44994481699905,-2.24504,1057.92284011,0.00865627,1586.11,284.944,10.097453117370605,-1587.7,0.00571752,198.258,317.47,49,0.0128719,74.6571385720008,2109.48,89.16925198699937,0.278001,157.238,323.952,-6.65712,3.43181,89.4088,3.42366,-0.54758
-0.00171026,4.002000281000619,1512.23,1.67238,71.1347885131836,4495.7442392509965,2113.1,2.06977,0.0600702,514000,102000,1.0968,0.0032791,1075.52404903,-0.101129,10.9938,2.33342,-3.04733,-0.0122476,38.0524,3080,10.407672888996785,-2.03792,1041.41634269,0.0109085,1518.81,242.077,7.113479137420654,-1521.34,0.00493656,265.031,332.786,50,0.00872923,73.99030594600026,2134.48,88.39997911599767,0.260689,98.9215,342.792,-11.2641,2.7614,49.8205,3.32839,-0.589579
-0.000685909,4.107964511999853,1535.66,1.63068,64.3545150756836,4584.801031206997,2251.6,1.73671,0.0702804,524000,104000,1.09971,0.00306971,1043.37644119,-0.107531,11.6509,2.2907,-2.89868,-0.0121638,97.0766,3140,10.401908438001556,-2.07777,1054.58189904,0.00876699,1544.94,234.414,6.435451507568359,-1544.95,0.00758333,188.151,398.37,51,0.0406227,74.30195579999963,2261.24,88.81182875000104,0.262682,83.2913,405.0,-9.23331,3.25439,107.922,3.29486,-0.590085
0.000153708,4.353420940999968,1601.21,1.95597,66.4180679321289,4673.811143126999,2022.94,1.6015,0.101573,534000,106000,1.11141,0.00223406,1094.18492525,-0.185517,12.1586,2.18353,-2.81506,-0.00961749,132.599,3200,10.348124631003884,-2.1231,1040.61907941,0.00585895,1611.14,347.791,6.6418070793151855,-1610.5,0.00659337,110.5,315.843,52,0.0710986,74.61772617600036,2016.49,89.31927174800421,0.256726,103.324,324.768,-8.89299,2.92192,109.835,3.3233,-0.604822
