Step_0-NumTrajs,Step_1-NumTrajs,ItrTime,Step_1-MinReturn,LossAfter,Itr,MeanKLBefore,Step_0-AverageDiscountedReturn,MeanKL,Step_1-MaxReturn,Step_1-AverageDiscountedReturn,Time-MAMLSteps,Step_0-MinReturn,Step_0-PolicyExecTime,Step_1-AverageReturn,Time-SampleProc,Step_1-EnvExecTime,Step_0-EnvExecTime,n_timesteps,Time-InnerStep,dLoss,Time-OuterStep,Step_1-PolicyExecTime,Step_0-AverageReturn,LossBefore,Time-Sampling,Time-TotalInner,Step_0-AveragePolicyStd,Time,Step_0-StdReturn,Step_1-AveragePolicyStd,Step_0-MaxReturn,Step_1-StdReturn
10314,7867,59.47442579269409,-22.677106602765004,-0.014443112,10,-2.0493705e-09,5.54638291463693,0.0065264017,124.47686949565475,8.855337569113033,13.56496000289917,-20.601823709608546,1.0196292400360107,10.078694440151835,3.790738105773926,17.185246229171753,17.41706919670105,3520000,0.15433931350708008,0.014443112,13.564806461334229,3.079414129257202,6.119428539492762,-3.9883954e-10,41.8045654296875,45.810715198516846,0.8964488,711.9182994365692,10.111852592002522,0.8950974,98.73853636439597,13.980905373143068
9440,7418,59.44910430908203,-22.989975122799883,-0.014049512,11,1.4901325e-09,5.905792470156421,0.008986273,123.20860415142648,9.113649290464036,13.585606098175049,-31.05038934706049,1.0061206817626953,10.48838330600871,3.5170185565948486,17.21096897125244,17.32595944404602,3840000,0.15465545654296875,0.014049516,13.585455894470215,3.4880666732788086,6.567027559072797,3.8377186e-09,42.046308517456055,45.777122259140015,0.8900761,771.367871761322,11.242738080510414,0.88884115,108.16733197407656,15.350989544935224
8417,6617,58.500208616256714,-28.59330436937289,-0.013213232,12,8.939486e-09,8.02417172026113,0.008382094,156.48284129226826,11.984509422789179,13.513733863830566,-30.390917639174138,1.0016379356384277,14.176752590881947,3.2360591888427734,17.14717984199524,17.241669178009033,4160000,0.15352821350097656,0.013213233,13.513579607009888,3.0868940353393555,9.132892864825669,1.2646698e-09,41.45218539237976,44.895488262176514,0.87451094,829.8685538768768,14.253230048027328,0.8733777,114.91672213762371,19.6715204917045
7348,5854,58.20308566093445,-26.726489616671376,-0.0127700595,13,5.959348e-09,10.487304088438023,0.00844157,147.45284706003977,14.742580994116404,13.587217569351196,-36.81442063070011,1.0148062705993652,17.754978177525835,2.8460590839385986,17.112484455108643,17.349660396575928,4480000,0.15004754066467285,0.012770064,13.5870680809021,3.0988082885742188,12.285130647890671,5.057428e-09,41.47750949859619,44.53377556800842,0.86065906,888.0721733570099,17.81134921032394,0.8592994,137.65615639859973,22.224900177644617
6303,5167,57.64289736747742,-81.20905379893615,-0.011431383,14,-2.33058e-13,13.079869820893036,0.009087064,189.47704368692715,17.253036924214477,13.468950510025024,-40.80722467801309,1.0207479000091553,20.952343890405775,2.562875509262085,17.197101593017578,17.17420530319214,4800000,0.15059971809387207,0.011431384,13.468799591064453,3.1211841106414795,15.48882367385084,7.7997536e-10,41.325743436813354,44.09664297103882,0.84742165,945.7155289649963,19.75620214789134,0.8465089,160.31529434691697,23.958388963926765
5600,4786,57.31786799430847,-38.536648344978666,-0.01067109,15,-5.9593135e-09,15.316149071409605,0.009367781,154.4878185004087,18.67647243011251,13.583515167236328,-22.939157761101036,1.0155200958251953,23.122787300652032,2.3398172855377197,17.042577505111694,17.095974922180176,5120000,0.15126681327819824,0.010671088,13.583362579345703,3.15897798538208,18.622512005672082,-2.9156224e-09,41.10787320137024,43.661099672317505,0.83432454,1003.033938407898,24.013744511085765,0.83338916,162.12764918267368,27.01507897869333
4906,4254,57.93978571891785,-43.10430235316026,-0.008552777,16,1.4891348e-09,19.239448133677335,0.0064048083,198.1805303462576,23.796425090387434,13.925557613372803,-40.49865097858867,1.0235774517059326,30.257983745803468,2.147866725921631,17.384061574935913,17.20599675178528,5440000,0.15204453468322754,0.008552776,13.925394535064697,3.1833841800689697,23.943165380241176,-1.3018728e-09,41.591548204422,43.95275092124939,0.82325476,1060.9742176532745,27.633706017112996,0.82229596,196.7265862642754,31.072793100212262
4778,4196,57.89702486991882,-41.64936578102206,-0.009935443,17,1.4884687e-09,19.520431850459453,0.008610673,204.39219063809946,23.85216370539453,13.538360357284546,-47.180403505006986,1.0333569049835205,30.41569121975793,2.0815625190734863,17.2404522895813,17.722378730773926,5760000,0.15034890174865723,0.009935452,13.538189888000488,3.1918678283691406,24.251072119423757,8.566483e-09,41.9969379901886,44.29006552696228,0.8103022,1118.8717091083527,28.154045649525663,0.80947196,214.53911739533828,32.463706752169415
4377,3873,56.98987650871277,-43.75238679493142,-0.009511951,18,2.9791187e-09,22.714466140867078,0.006418444,242.2409308463248,26.943406927997835,13.506341934204102,-47.52151333699511,1.0206034183502197,34.866539138019114,1.967879056930542,17.187010049819946,17.046834468841553,6080000,0.15016436576843262,0.009511951,13.506172180175781,3.2013142108917236,28.758658059021194,5.978967e-11,41.24504899978638,43.422977685928345,0.79643995,1175.8620479106903,31.18455981392909,0.79564005,186.45191926559,34.5021972387641
3903,3620,57.33834362030029,-63.04582248276917,-0.009736454,19,1.8616287e-09,26.361028448097624,0.008588948,214.17369334641958,30.148114256262858,13.535065174102783,-41.77884334850463,1.0350723266601562,39.31982217242426,1.847928762435913,17.423776865005493,17.183197736740112,6400000,0.15450716018676758,0.009736454,13.534895181655884,3.2362654209136963,33.91582036386087,2.3158464e-10,41.68603539466858,43.746185302734375,0.79201543,1233.2008714675903,33.61827348272014,0.79129267,219.31833173829773,35.69554443561964
3607,3224,57.43365979194641,-32.20468901540376,-0.0093842205,20,6.7045827e-09,31.154779011788655,0.007447979,203.01284806535637,35.83852124253923,13.526482582092285,-44.576112050166856,1.0385351181030273,48.02599377853689,1.6935601234436035,17.509299755096436,17.348445892333984,6720000,0.15267086029052734,0.009384221,13.526314496994019,3.2619903087615967,40.88270781258582,1.1170698e-09,41.94610023498535,43.84754014015198,0.7795809,1290.6350893974304,35.92318064589337,0.7788435,187.52717697920275,38.21621261422094
3314,3086,57.87968993186951,-69.49714901793645,-0.008771976,21,-2.980577e-09,33.04163306645676,0.008857472,223.36488256766577,36.76092814682862,13.537928104400635,-41.13321353456216,1.0498552322387695,49.27891713216452,1.617056131362915,17.900365114212036,17.42718482017517,7040000,0.15325498580932617,0.00877198,13.537757396697998,3.2827305793762207,43.81462358856742,3.8371213e-09,42.46479415893555,44.289605379104614,0.7693089,1348.51531291008,37.22354744672755,0.7688668,217.18166574711964,38.417801030295855
3065,2929,57.78222680091858,-54.72879610605621,-0.008460417,22,-1.34103555e-08,37.11597867280523,0.008155324,228.88324371951953,40.404010715438396,13.5023033618927,-48.59679209681758,1.0489768981933594,55.09163035326984,1.522533655166626,17.745773792266846,17.5889790058136,7360000,0.1533188819885254,0.008460415,13.502038717269897,3.287576913833618,49.924054728665546,-2.6964513e-09,42.49273610115051,44.2216100692749,0.75738615,1406.2980298995972,38.327312432225376,0.7568345,203.54643659855486,39.629165186745766
3071,2955,58.39552021026611,-69.38945609452207,-0.008843119,23,-5.9596643e-09,37.90255684164694,0.007587263,205.69484834138632,39.89957108337527,13.536154508590698,-71.3134001171657,1.0636045932769775,54.25090170915427,1.6133220195770264,17.93930459022522,17.831865310668945,7680000,0.16392302513122559,0.008843124,13.53598427772522,3.3004825115203857,51.081551483043086,4.87042e-09,42.98193979263306,44.806458473205566,0.7483052,1464.694058895111,38.95767277107166,0.7478822,211.81154101010645,39.87894858978171
3025,2905,57.87882590293884,-61.362297434759256,-0.0082052015,24,-5.960648e-09,39.39787689811614,0.007507344,213.44778544814284,41.8981443903662,13.52475118637085,-36.9135334104842,1.0719807147979736,57.48214414658711,1.527404546737671,17.72301697731018,17.65952777862549,8000000,0.15508222579956055,0.0082052015,13.52457880973816,3.283215284347534,53.54767481865719,3.7304138e-10,42.55981707572937,44.29505276679993,0.7414441,1522.5733959674835,40.52487361408521,0.7409549,209.81523790558956,41.70251344395331
2856,2737,58.80056285858154,-45.83492769978766,-0.008883398,25,-1.9369107e-08,43.74979606479091,0.007863542,225.8402630030746,47.014901789212196,13.57436752319336,-99.17523420445075,1.0672857761383057,65.29958914485685,1.5088727474212646,18.319530487060547,17.90075182914734,8320000,0.15599465370178223,0.008883396,13.574195384979248,3.3299944400787354,59.80976603855443,-1.6661819e-09,43.452399492263794,45.16905903816223,0.73728776,1581.374437570572,40.28888666598859,0.73669714,216.86380281516583,40.97096633875628
2760,2639,58.228867053985596,-118.14189651551187,-0.008364355,26,3.28626e-14,44.90730589901168,0.007410863,216.8445925881692,47.86304442925002,13.520889520645142,-42.1927173277709,1.0695929527282715,66.75550409076973,1.4230289459228516,17.940183639526367,17.828001499176025,8640000,0.15611863136291504,0.008364357,13.520720720291138,3.3134548664093018,61.396877988527734,1.8287603e-09,43.01999354362488,44.65011501312256,0.7272596,1639.6038427352905,39.482133994383155,0.72699493,196.75195051206103,41.19741945127793
2627,2523,58.874165534973145,-47.35343577104496,-0.0076729767,27,7.4498443e-09,49.46418478109988,0.0071975915,232.41754219864748,51.83713320887058,13.536364316940308,-50.0761637310942,1.0784339904785156,73.44729634590482,1.3972737789154053,18.261296033859253,18.10697317123413,8960000,0.15570640563964844,0.0076729804,13.536195278167725,3.354464530944824,68.68325361126712,3.677323e-09,43.677576780319214,45.280837297439575,0.7186966,1698.4785311222076,41.67110918871878,0.7182149,212.51493937722375,43.27540505032271
2629,2573,59.09643340110779,-50.52547953701193,-0.008200617,28,1.1254997e-12,49.773655066895934,0.0071342164,247.4988716217908,51.41979030209418,13.496154308319092,-46.284267558497,1.0938911437988281,71.91939887038671,1.3909494876861572,18.295780181884766,18.268460035324097,9280000,0.1580061912536621,0.0082006175,13.49598217010498,3.383549451828003,69.39186370305914,5.332407e-10,43.9467556476593,45.54606103897095,0.7141866,1757.5755004882812,41.844145159827015,0.713743,239.41173396855822,42.14832314830785
2642,2579,59.302955865859985,-40.69455680833271,-0.0081129195,29,3.7260657e-09,50.325921321092245,0.007873689,236.85165994457452,52.555446877736486,13.543460845947266,-50.13672634016872,1.0795531272888184,73.55817759061344,1.4078357219696045,18.437885999679565,18.301170587539673,9600000,0.15763330459594727,0.008112919,13.543275117874146,3.3822062015533447,69.7198937040576,-5.679127e-10,44.09115409851074,45.70727348327637,0.7088768,1816.8790113925934,39.77784888453742,0.7084561,227.52696784724392,41.447515125441065
2597,2474,59.695966958999634,-57.32795411848005,-0.007992731,30,-1.490663e-09,53.47858164339689,0.0073638437,259.0151797138026,55.84369423368419,13.575609683990479,-46.026520172245846,1.0948219299316406,79.43888739388593,1.3641870021820068,18.70061421394348,18.36151361465454,9920000,0.15802288055419922,0.0079927305,13.575437545776367,3.4074981212615967,75.19346965389644,-6.4196726e-10,44.48843550682068,46.06073999404907,0.7003268,1876.5754704475403,41.67755133806471,0.7000237,232.85752202576518,42.08293161577638
2415,2385,59.932002782821655,-41.444677119722286,-0.007922001,31,-1.1918431e-08,57.085392106091305,0.0064900927,236.15903061017625,58.37627899029877,13.56293249130249,-72.11847828640492,1.0921909809112549,84.02699722600282,1.3269658088684082,18.79495906829834,18.553236961364746,10240000,0.1569688320159912,0.007921998,13.562765836715698,3.4160540103912354,81.69815876874031,-2.6853915e-09,44.78056979179382,46.31367254257202,0.6946587,1936.508017539978,40.74548164071604,0.6944112,248.63444428461057,41.66416740976997
2386,2332,60.90943670272827,-44.7522840175945,-0.008105626,32,-7.46212e-10,58.275964418152,0.0071345074,233.0919268352394,60.49360943626271,13.563992500305176,-56.20323523254502,1.1063611507415771,87.2972865788002,1.32387113571167,19.23233151435852,19.06178307533264,10560000,0.15915179252624512,0.008105631,13.563825607299805,3.435175895690918,83.44853786587973,4.543499e-09,45.76194715499878,47.294214963912964,0.6924197,1997.41792178154,41.85331339850272,0.6920156,238.04658512153674,42.36906795854345
2412,2321,60.333152055740356,-48.03463521165838,-0.008285912,33,3.7249301e-09,60.97312555538378,0.007840104,242.2574954633325,62.97605882426132,13.565240621566772,-51.608950003752604,1.1038634777069092,91.49318253570138,1.310478925704956,18.97234082221985,18.794458150863647,10880000,0.15877389907836914,0.008285911,13.565070152282715,3.406341075897217,87.82508346608337,-1.369778e-09,45.19517636299133,46.713746070861816,0.6857807,2057.751538038254,40.50743808619876,0.68550575,230.63679591819863,41.28317500842165
2233,2206,61.24410939216614,-47.68177798541651,-0.008006264,34,-5.2135314e-09,61.5873148839063,0.007361668,234.3987696080678,64.93553753344145,13.510040521621704,-47.5916519762296,1.1189541816711426,95.61799875531322,1.270209550857544,19.46848750114441,19.174436330795288,11200000,0.15703392028808594,0.008006265,13.50986909866333,3.4815924167633057,89.36418631050535,5.544579e-10,46.202314138412476,47.6778130531311,0.6762702,2118.996131658554,41.43603479392362,0.6760048,260.41072293517277,40.80711526282805
2210,2183,62.44665026664734,-48.79201996638192,-0.007847508,35,6.7051835e-09,64.32069426650992,0.006644789,244.46932220214205,67.10288066121583,13.538707256317139,-49.67789723098878,1.1227447986602783,99.54741143872607,1.260315179824829,19.823898792266846,19.562171936035156,11520000,0.1571340560913086,0.0078475075,13.538540840148926,3.893284320831299,94.09368794900287,-5.913451e-10,47.39366626739502,48.85945391654968,0.6718754,2181.4432525634766,41.064526914609644,0.67155844,249.39568845791845,41.37458828743579
2235,2171,61.75510120391846,-24.28253501607838,-0.008148598,36,-2.9791427e-09,63.426473472176106,0.0077260425,257.90324775495947,64.7769891723708,13.545551061630249,-44.675334322440875,1.130950689315796,96.11931800349217,1.2595179080963135,19.670823097229004,19.363598585128784,11840000,0.15711212158203125,0.008148597,13.545378923416138,3.5216288566589355,93.26275605773533,-8.6101365e-10,46.68781399726868,48.15292191505432,0.6652333,2243.1989030838013,41.62844847491698,0.66498923,230.89120734546253,41.845465060074105
2224,2207,62.08792519569397,-16.316715575002043,-0.0081069125,37,2.2353057e-09,67.99201594366325,0.008042772,245.3626543915113,70.1241476722045,13.56500506401062,-27.59076979639935,1.1186559200286865,104.55031254583099,1.2665224075317383,19.831727981567383,19.579110145568848,12160000,0.15685367584228516,0.0081069125,13.564833879470825,3.488649368286133,100.65262720219647,-1.0348655e-11,46.99796223640442,48.46984148025513,0.6603411,2305.287293434143,40.003051417852426,0.66016597,270.33127168528443,39.751570058936686
2214,2201,61.54946279525757,-47.60755070405234,-0.008610186,38,-4.4703428e-09,69.07663375238043,0.0074651376,258.77827319387643,70.15070099311502,13.516399621963501,-16.734509987234638,1.1240603923797607,104.32802534624194,1.2634615898132324,19.66143488883972,19.21357560157776,12480000,0.15693163871765137,0.008610181,13.516229391098022,3.5042431354522705,102.4575846929081,-5.6217795e-09,46.51353096961975,47.982237100601196,0.6542293,2366.837293624878,39.31554063948172,0.6538698,253.59717945589884,38.85563546892746
2158,2112,62.979088306427,-48.661087340943055,-0.0076683364,39,1.4894095e-09,69.00212069919334,0.0072681373,263.6789689389583,70.2656473630875,13.581728458404541,-32.71972150467255,1.1341304779052734,105.24097428269289,1.2316820621490479,20.214784622192383,20.035701751708984,12800000,0.16061735153198242,0.007668337,13.581562280654907,3.501331090927124,102.68551994032839,5.50866e-10,47.899224281311035,49.33956742286682,0.64945173,2429.8168683052063,41.174165511928486,0.64926064,244.45188755639816,40.84188678407705
2232,2134,62.20644211769104,-7.182080100298988,-0.007861057,40,4.4695647e-09,71.21852174210584,0.0075340928,265.97978152906796,72.46830827065352,13.566683769226074,-38.70960259077073,1.1316568851470947,109.0997272788973,1.2475049495697021,19.834651231765747,19.655274391174316,13120000,0.15889906883239746,0.007861056,13.566516637802124,3.483736276626587,105.4939268812058,-1.2571431e-09,47.12733745574951,48.58200812339783,0.64425087,2492.0238213539124,38.38853326396828,0.644007,267.35196978239713,39.55155599575457
2154,2117,63.00751352310181,-10.497564428770616,-0.007619093,41,5.9589853e-09,72.3183956943411,0.0065881684,248.78291558947114,74.26162077314986,13.509555101394653,-7.02749769810954,1.1322784423828125,112.18747499023357,1.2390854358673096,20.291587352752686,20.062323808670044,13440000,0.158477783203125,0.007619092,13.509383916854858,3.4917125701904297,108.28113556381456,-1.2129798e-09,47.997748374938965,49.44354605674744,0.6372539,2555.0318610668182,38.47307901209855,0.63689697,266.7288860353282,39.065177514140814
2194,2136,64.01246190071106,-16.061515739056254,-0.007970696,42,2.9805833e-09,74.3301328352994,0.008395076,265.2433379265638,75.65499892827793,13.540166139602661,-6.523339093898814,1.1322402954101562,113.7750930352186,1.2567172050476074,20.61015224456787,20.71382999420166,13760000,0.15790653228759766,0.007970696,13.539989471435547,3.485802173614502,110.91044603915975,-2.728438e-10,48.95490288734436,50.417628049850464,0.63664854,2619.044805765152,38.45760727363548,0.6362961,268.1843304107386,38.873748067596615
2164,2135,64.17036771774292,-21.36576756587528,-0.007300862,43,5.9608043e-09,77.73737464389669,0.0068160417,259.7960522721564,78.15648227413662,13.535257816314697,-5.404442701526561,1.127929925918579,118.37753137511427,1.2850596904754639,20.735919952392578,20.780497074127197,14080000,0.15752625465393066,0.007300864,13.535073280334473,3.4531593322753906,117.23241299993094,1.9517237e-09,49.09402275085449,50.58475399017334,0.63128084,2683.2156772613525,36.94218362382597,0.63115215,261.25625407989395,37.39115104776717
2143,2087,64.2093894481659,-5.6367351566539865,-0.0073610023,44,1.6388991e-08,77.62037902900686,0.0075291707,262.40547036322573,78.69162121311142,13.528076648712158,-13.242065070863017,1.1261415481567383,120.31145984527497,1.2134532928466797,20.949164628982544,20.582725763320923,14400000,0.15816164016723633,0.007361001,13.527907133102417,3.5242323875427246,117.49579183016935,-1.4307435e-09,49.20813035964966,50.62775278091431,0.6286486,2747.4256160259247,37.633097314631215,0.62846994,255.30703076429563,37.44011454306162
2105,2081,64.24644541740417,-2.063260245897161,-0.007404706,45,1.4897876e-09,75.34181092158772,0.007407519,259.53487537708247,76.5569661441636,13.525482177734375,-3.6662852251704585,1.139733076095581,116.53195133134028,1.2067651748657227,20.741884469985962,20.798059940338135,14720000,0.1580197811126709,0.0074046985,13.525313138961792,3.5201416015625,113.90236007737379,-7.66775e-09,49.254730224609375,50.667314767837524,0.6227261,2811.6725289821625,39.66269593568898,0.62259895,261.6386474946351,39.51171084722478
2132,2094,64.11990523338318,-5.512325102709637,-0.0071171643,46,-5.9592926e-09,77.66966847520636,0.008109915,258.49390277855616,77.83481018903349,13.567383527755737,-2.2574509684991195,1.1347808837890625,118.6271919235014,1.2369539737701416,20.564561128616333,20.502443552017212,15040000,0.15503573417663574,0.0071171634,13.56721305847168,3.8400590419769287,117.91545934384001,-8.6030816e-10,49.0569212436676,50.49697256088257,0.62085974,2875.792915582657,36.869373761180775,0.62054884,256.77328445442015,38.07572148026565
2150,2163,64.1504979133606,-1.2803454295461203,-0.00755051,47,7.911893e-13,79.04368056545012,0.0066807466,263.5381301644262,80.11949914938582,13.559440612792969,-10.989293619504682,1.1230404376983643,120.96082927787347,1.2356541156768799,20.872648239135742,20.637136220932007,15360000,0.1589674949645996,0.0075505115,13.559269428253174,3.4631693363189697,119.34076480504662,1.5113765e-09,49.09349870681763,50.53634309768677,0.6134342,2939.94389128685,36.406335799880395,0.61318266,264.5704437205356,34.119197316975125
2075,2064,64.62222933769226,-16.844980990394944,-0.0070479074,48,2.9795224e-09,77.74949488401985,0.00689868,260.00839018974756,78.7994917116609,13.517996311187744,5.244720892475286,1.1283016204833984,120.94501980114191,1.2095420360565186,21.11786699295044,20.869908809661865,15680000,0.1591789722442627,0.007047909,13.517836093902588,3.5124940872192383,118.46638276237809,1.3177432e-09,49.63614463806152,51.05247378349304,0.61417735,3004.5666449069977,37.83602947954589,0.6139324,270.2333448134295,38.353427364653065
2067,2100,64.84657883644104,0.24050847590331736,-0.0070180995,49,-8.940768e-09,80.0312418841874,0.0066509023,252.06047977280173,80.77364399518159,13.525727987289429,-26.0858994805902,1.1315350532531738,123.39953385676506,1.1959896087646484,21.133460760116577,21.106962203979492,16000000,0.1576228141784668,0.0070180944,13.525559663772583,3.4847071170806885,122.56920490578874,-5.251632e-09,49.863346338272095,51.26474213600159,0.6123175,3069.4137394428253,37.337038877960296,0.6121682,269.4030198020191,36.44625738279913
1945,1946,66.16336631774902,-3.2955583431610025,-0.0070741787,50,7.4784623e-13,79.10318337486599,0.00722956,261.31250157665437,79.98341955930097,13.58082890510559,0.4940679024302348,1.152132272720337,124.64250119337429,1.1538894176483154,21.688105821609497,21.72143864631653,16320000,0.157470703125,0.0070741796,13.580658197402954,3.556236743927002,123.11404690275427,7.7790324e-10,51.171980142593384,52.53010058403015,0.610353,3135.5775911808014,39.725679741967134,0.61028457,254.4869467961522,38.41126789711539
2027,2048,65.52553129196167,-1.9371453521391464,-0.006877005,51,1.4898058e-08,79.44006789372261,0.0070256023,284.37524024729987,79.25603023295335,13.516660928726196,-13.450866092172577,1.1358404159545898,121.44828118543526,1.1896722316741943,21.596012115478516,21.269774675369263,16640000,0.15766119956970215,0.0068770023,13.516490697860718,3.536212205886841,122.05154326000107,-2.5803029e-09,50.56084203720093,51.955737352371216,0.60558283,3201.1067600250244,37.762372151194135,0.6055367,264.7384795332047,38.15022555643656
2073,2067,64.91959524154663,-4.09462054670501,-0.0070305467,52,2.9793716e-09,78.00985787172358,0.0072487434,300.6938253503117,78.38104026775868,13.517552614212036,-4.328594724864777,1.1377460956573486,119.78595454937691,1.1938798427581787,21.277758359909058,20.9359712600708,16960000,0.1566462516784668,0.0070305457,13.51738429069519,3.5564091205596924,118.73097109500976,-6.9858425e-10,49.95039677619934,51.348384618759155,0.604919,3266.026836872101,41.0813641160554,0.60470265,270.70543448285315,41.85786609693719
2048,2018,65.25115299224854,-0.3856688033817981,-0.007005684,53,2.9802323e-09,80.3274743576018,0.007293974,274.6008282118077,80.79081367128902,13.5177321434021,-13.547555557888407,1.1425130367279053,124.58717209751966,1.1906402111053467,21.21939992904663,21.42548894882202,17280000,0.15745067596435547,0.0070056804,13.517562866210938,3.483760356903076,123.13020604847924,-3.550961e-09,50.29053521156311,51.686049699783325,0.60035545,3331.2785201072693,37.040559917132484,0.600123,267.77487825140895,37.661347913675996
