Time-OuterStep,n_timesteps,Step_1-EnvExecTime,Step_1-AverageReturn,Time-MAMLSteps,Step_1-AvgFinalForwardVel,Step_1-AvgCtrlCost,Time-SampleProc,Step_1-AveragePolicyStd,Step_1-StdReturn,Step_1-PolicyExecTime,Step_1-MinReturn,KLInner,LossBefore,Step_0-AvgFinalForwardVel,Step_0-AvgForwardVel,Step_0-AverageReturn,Step_1-AvgForwardVel,Time-Sampling,Step_0-MaxReturn,Time,Step_1-NumTrajs,LossAfter,Step_0-AverageDiscountedReturn,Step_0-PolicyExecTime,Step_0-StdReturn,Step_1-MaxReturn,KLCoeffInner,Step_0-NumTrajs,Itr,Step_0-AveragePolicyStd,Step_1-AverageDiscountedReturn,Time-TotalInner,Time-InnerStep,Step_0-EnvExecTime,Step_0-AvgCtrlCost,ItrTime,Step_0-MinReturn
11.996005773544312,320000,8.272271633148193,-339.46626560146547,11.996199131011963,0.16360751897169074,0.05010525602275541,0.7540087699890137,0.99979675,162.42522542275037,3.379312038421631,-762.1139227920916,0.008080376,3.0443068e-09,0.11634966750029939,0.07928620965120489,-341.8325222432465,0.08866513573942789,23.777504444122314,-133.0148296990091,38.382877588272095,800,-0.0060818484,-148.76058040913355,1.4021587371826172,158.90962105457422,-125.68978654699971,0.0005,800,0,1.0,-148.58504200029435,25.902320861816406,1.3276166915893555,7.96903395652771,0.05013051133690156,38.38287091255188,-794.1822588870662
3.2654879093170166,640000,8.109474420547485,-347.61191374389557,3.265618085861206,0.13204103789389376,0.05014766591924667,0.7487740516662598,0.9972404,146.1276908203071,2.783450126647949,-709.6548506014204,0.007509467,-3.765524e-09,0.1070259436187225,0.09213328668775252,-346.20409648341507,0.08265538567013252,22.658775806427002,-137.2364272598425,65.29392886161804,800,-0.0038833227,-150.824485206531,0.8713719844818115,145.5195547998677,-134.97060291801293,0.0005,800,1,0.9973036,-151.79463335617802,23.621047973632812,0.16460490226745605,8.102001190185547,0.05020182272229367,26.90692925453186,-821.8871108878071
3.219430446624756,960000,8.229314804077148,-323.4355957490446,3.2195608615875244,0.1538770231579471,0.05011695787399675,0.7621228694915771,0.99318254,136.7231493783674,2.7918965816497803,-739.3110402746651,0.008212114,3.2782524e-10,0.11466063598514226,0.10368322380015031,-322.3836685062919,0.09938722280799175,22.881171464920044,-132.85025987092027,92.39415860176086,800,-0.0031529905,-140.9780792364829,0.8684711456298828,135.5115000940916,-127.82835052260884,0.0005,800,2,0.99355763,-141.33759783859315,23.858229875564575,0.16605687141418457,8.185230016708374,0.05016026784566351,27.099603414535522,-808.2953493997259
3.206383466720581,1280000,8.262258052825928,-359.997556418076,3.206514358520508,0.16340873198106456,0.050325153646970426,0.7527604103088379,0.98970187,144.7284921476243,2.792616844177246,-795.7141061601375,0.008046137,-2.7347355e-09,0.09971167876080948,0.0987324839291091,-362.1727307674886,0.11206490664208967,22.89624333381653,-129.0875131957689,119.49148964881897,800,-0.0029250665,-158.2598763859787,0.8660118579864502,144.00551580108896,-134.21673846120686,0.0005,800,3,0.9895706,-156.33836705204183,23.86846661567688,0.17041945457458496,8.191714525222778,0.050201503247687455,27.096761465072632,-834.4163681860027
3.204740047454834,1600000,8.215054988861084,-359.51472127271813,3.2048757076263428,0.15846664044814682,0.05025837727595133,0.794532299041748,0.9866705,144.29031179611408,2.7942254543304443,-897.9911048277884,0.0071373573,2.2776425e-09,0.13565516270884273,0.1192950037796338,-361.7653123530846,0.12751974197296895,22.78754210472107,-129.83439721796213,146.51917839050293,800,-0.0025507878,-157.38041953867386,0.8675632476806641,143.55135718415636,-132.59621459760018,0.0005,800,4,0.98677135,-156.16069807971374,23.79846215248108,0.1669313907623291,8.136017560958862,0.05047491922696968,27.02708601951599,-790.8355633098107
3.2195851802825928,1920000,8.21692419052124,-324.7379645891846,3.219717264175415,0.11528185769204036,0.05007150882599563,0.7564852237701416,0.9839572,141.93117625873788,2.789592981338501,-779.5515439076283,0.009103887,4.544108e-09,0.15122244191589718,0.11307887959656418,-325.43820820032124,0.1216824703732931,22.860545873641968,-128.78579677393856,173.59395217895508,800,-0.0030118977,-142.13136872007513,0.8684859275817871,142.73775493097784,-131.4960715904495,0.0005,800,5,0.9842479,-141.83523498162134,23.83292245864868,0.16675209999084473,8.210151433944702,0.05011950844787018,27.07422375679016,-747.8727124536379
3.2360777854919434,2240000,8.227471351623535,-320.6797076900696,3.236208915710449,0.09682263141769586,0.050175409077011526,0.7465567588806152,0.98092437,138.57071360276944,2.7732534408569336,-731.9866475415591,0.0069300816,-9.879475e-10,0.16738380973330214,0.1334998950835825,-318.5552847441829,0.1234532330037148,22.83862805366516,-134.0817862169582,200.65178537368774,800,-0.0026969428,-138.85779666144063,0.8720231056213379,138.67520771545514,-128.8235894501967,0.0005,800,6,0.98118854,-139.94022677891155,23.799571752548218,0.16567754745483398,8.203904628753662,0.05002515893572291,27.057225704193115,-766.9455269632572
3.2270383834838867,2560000,8.276238679885864,-343.77852189018404,3.2271807193756104,0.14113342701779122,0.050145789111158606,0.7531147003173828,0.9778351,154.1311839474816,2.785409688949585,-832.0105167418936,0.008045504,-4.3429433e-09,0.14025333568712262,0.1277095278752034,-344.9039328723855,0.1290588995609904,22.8018159866333,-122.44352198710776,227.67264223098755,800,-0.0025520194,-150.77634772722536,0.8669464588165283,152.42881157103974,-134.13303855346737,0.0005,800,7,0.9781252,-149.89389858734364,23.76977825164795,0.16589713096618652,8.102872371673584,0.0502820979970527,27.02022123336792,-734.3897067807246
3.2149674892425537,2880000,8.293334722518921,-349.97252167903827,3.2150990962982178,0.15307678870352479,0.05039002113222816,0.7572503089904785,0.97531426,146.06948975311587,2.795076370239258,-741.58319410068,0.0097717615,-2.6635832e-10,0.14847551948835364,0.13796396544507075,-351.4049218402546,0.14137991518034654,22.92242193222046,-133.16130421161543,254.80685257911682,800,-0.002760973,-152.63530743146413,0.8785655498504639,145.73341335021766,-125.50788005004935,0.0005,800,8,0.9752966,-152.41213722807686,23.896989345550537,0.16840314865112305,8.213634490966797,0.05035884578501224,27.13356351852417,-775.9064842998388
3.2519586086273193,3200000,8.22446608543396,-333.8708629665689,3.252091646194458,0.1649997986329726,0.050207043327236626,0.748784065246582,0.97198176,133.02013951376503,2.792877197265625,-680.8706179476883,0.0073618526,4.1155146e-09,0.180519939680402,0.14685307926084487,-336.8152498589736,0.16496931900090311,22.739281177520752,-129.83670950287322,281.782986164093,800,-0.0027114898,-146.600885064614,0.8664963245391846,133.44227753442834,-125.93262365889325,0.0005,800,9,0.9721003,-145.07693416355423,23.70252227783203,0.16573572158813477,8.136959075927734,0.05013223369657584,26.975571632385254,-710.5781878408252
3.210115671157837,3520000,8.206110954284668,-307.2524474170974,3.210247755050659,0.15764776988982174,0.050509710121800666,0.7466628551483154,0.96812016,144.53969086348175,2.792034149169922,-704.0637051929774,0.0078384355,2.0373612e-09,0.2157999183461699,0.15512399276500688,-308.96255536840675,0.15450080865479332,22.676168203353882,-134.44511339604756,308.6528482437134,800,-0.0028396295,-135.16751862604792,0.8631117343902588,145.68974926557556,-131.95817943291695,0.0005,800,10,0.9684969,-134.21059065341083,23.638025999069214,0.16657257080078125,8.082035541534424,0.050345079378666086,26.869292974472046,-763.2682862353377
3.2253401279449463,3840000,8.17167353630066,-309.91291663465563,3.2254741191864014,0.17780323895452682,0.05049033003899801,0.7524745464324951,0.9646389,156.68641786753582,3.156148910522461,-683.001677925214,0.009013286,-6.6600734e-09,0.18659464114837526,0.15628579278675123,-311.4576783906931,0.1633135314658675,23.109633445739746,-131.42251261259648,335.97745728492737,800,-0.002714277,-136.0232291061995,0.8661463260650635,154.5252577975421,-126.19784507015704,0.0005,800,11,0.9647314,-135.28866980409543,24.077752828598022,0.16682887077331543,8.186597347259521,0.05036530237894463,27.32404613494873,-773.6713331030289
3.2556233406066895,4160000,8.159504890441895,-324.4769033417667,3.2557554244995117,0.18600832124342928,0.05040834665671787,0.7427420616149902,0.9606228,151.10349850455233,2.803983211517334,-741.2547870123728,0.010440951,5.6419522e-09,0.16667993948104975,0.1702557072812745,-323.35198508846486,0.15834552658160142,22.69059109687805,-120.50926029238128,362.9037013053894,800,-0.002632415,-140.82956980511582,0.8646221160888672,152.72924641532072,-126.36130951356178,0.0005,800,12,0.9606712,-141.59006062428358,23.648784160614014,0.1668248176574707,8.146379947662354,0.0503571339661768,26.925671339035034,-761.8323302204013
3.2158682346343994,4480000,8.201564311981201,-336.3664443232576,3.216003894805908,0.1719367989517547,0.050419407447703894,0.7475476264953613,0.95648175,155.93628623739494,2.795386552810669,-694.1331462616679,0.008710439,3.5248697e-09,0.19644038634298341,0.16500969573005583,-340.35814043953286,0.1818233626613526,22.67394518852234,-129.02788357988513,389.7795407772064,800,-0.0026414376,-148.40536598881496,0.8676419258117676,158.35257574478408,-123.09226058436269,0.0005,800,13,0.9567515,-146.71602336108694,23.637603998184204,0.16692686080932617,8.100436925888062,0.050345901812858744,26.875173807144165,-714.845474346875
3.2298831939697266,4800000,8.217566728591919,-317.9786637216937,3.230018138885498,0.16877721247088492,0.05021373439050794,0.745227575302124,0.95266294,137.00416124770888,2.796135902404785,-738.407724534701,0.010718694,6.6343695e-09,0.19630214125942416,0.18130723877419047,-319.03380390847883,0.19168125765692454,22.76312565803528,-123.56607250309654,416.7543661594391,800,-0.002687385,-138.63433528195398,0.8643960952758789,134.88041190335636,-117.27834201606402,0.0005,800,14,0.95295453,-138.44968644595681,23.72308588027954,0.1664879322052002,8.232927322387695,0.05032339570258511,26.974221229553223,-853.312173103398
3.200714349746704,5120000,8.303693056106567,-302.2322207189973,3.200850009918213,0.18268635845363548,0.0500799391672622,0.7498311996459961,0.94880974,134.94023403641265,2.7865142822265625,-697.2607267972486,0.008955822,6.67125e-09,0.18189870852371331,0.18966880128188002,-304.9300960883192,0.1939053928160147,22.766140460968018,-123.38051105332315,443.7058935165405,800,-0.002815366,-133.10948667488574,0.8624799251556396,134.82630542092005,-130.68252418535016,0.0005,800,15,0.9491657,-131.4932754374708,23.72910785675049,0.16489481925964355,8.150596857070923,0.05018076461571062,26.950977087020874,-813.5357216288104
3.217878818511963,5440000,8.186293363571167,-351.3760395549332,3.2180123329162598,0.2308762702085096,0.05021669234148186,0.7409114837646484,0.9445279,166.75737318511466,2.7813289165496826,-746.8359123287568,0.008360942,2.1643938e-09,0.21356304811064158,0.1894374370387653,-352.1149315889767,0.19137606009923833,22.60956358909607,-121.63432352599418,470.510541677475,800,-0.0028125017,-153.5021109905549,0.8658995628356934,164.9780065826572,-123.41857705794183,0.0005,800,16,0.9449686,-153.64089113076042,23.565526485443115,0.1671133041381836,8.16429090499878,0.05033683233505465,26.804102897644043,-782.7945526599559
3.268094778060913,5760000,8.194180488586426,-391.83012727593,3.268228054046631,0.18506942632141665,0.050207279649418915,0.7506117820739746,0.9400851,156.43315364588474,2.7794995307922363,-777.1307332646642,0.008866166,-4.578382e-09,0.20153978112586507,0.18964909716256276,-394.376411571274,0.20677003976942093,22.592706203460693,-127.26079540432971,497.3597025871277,800,-0.002783204,-172.4160169408962,0.8607099056243896,158.72574682251607,-129.72812447053846,0.0005,800,17,0.9405054,-170.64641428720554,23.55736804008484,0.16631507873535156,8.158303022384644,0.050100990752428715,26.848586797714233,-883.061098273671
3.2176544666290283,6080000,8.269191026687622,-361.8834826003646,3.2178914546966553,0.2656018638583151,0.050107068098112745,0.7704181671142578,0.93661726,138.42743650808384,2.786090612411499,-678.3532446773478,0.007374683,4.1220334e-09,0.20558428591924702,0.20469220301500432,-361.975519122001,0.20073604325122804,22.64790964126587,-126.74962192826979,524.2324209213257,800,-0.0032624616,-157.31133927322074,0.8586935997009277,136.89258154425565,-126.85358198549345,0.0005,800,18,0.9367509,-157.82439316377304,23.63393998146057,0.16798853874206543,8.157957077026367,0.04993822736557517,26.87209987640381,-795.758521782398
