Total Train Time (s),Q Predictions Max,Log Pis Min,Policy log std Mean,VF Loss,Policy log std Max,Number of train steps total,Q Predictions Std,Number of env steps total,R Predictions Mean,Log Pis Mean,Policy Loss,Sample Time (s),Z variance eval,(Previous) Eval Time (s),Q Predictions Min,Log Pis Std,Epoch Time (s),R Predictions Min,R Predictions Std,RF Loss,Number of rollouts total,V Predictions Max,R Predictions Max,KL Loss,Epoch,Policy mu Min,AverageReturn_all_train_tasks,Policy mu Std,Log Pis Max,Policy log std Std,Z mean train,Z mean eval,Policy mu Mean,Policy log std Min,V Predictions Min,KL Divergence,Q Predictions Mean,Policy mu Max,Train Time (s),V Predictions Std,AverageReturn_all_test_tasks,V Predictions Mean,Z variance train,QF Loss
15691.754314869002,801.872,-8.90001,-0.896816,63.6888,-0.248867,396000,133.311,400000,-0.00286161,-1.53495,-579.165,6.12433436900028,0.114975,4.314140743997996,14.2838,2.41973,158.46310475499558,-0.0068305,0.00111472,50.2479,2786,807.294,0.000919221,2.6592395305633545,98,-1.90783,362.103801787,0.448569,12.3994,0.234686,0.510934,0.558416,-0.00609378,-2.07283,223.937,26.592395782470703,575.205,1.99753,148.0246296419973,131.421,418.331364527,579.972,0.160361,235.334
15851.752112416998,757.983,-10.0575,-0.875768,60.7548,-0.278964,400000,124.348,404000,-0.0028086,-1.58889,-582.968,6.151980614995409,0.126329,4.360894458000985,-45.5668,2.59691,160.01342401499642,-0.00657076,0.00114355,48.1956,2813,763.451,0.000669412,2.7949633598327637,99,-2.82301,485.70806949,0.454379,19.5867,0.236699,0.556643,0.482559,-0.00354914,-2.28719,25.0578,27.94963264465332,580.065,2.30255,149.50054894200002,121.459,471.003169613,584.807,0.144697,245.402
16010.472784490994,772.973,-11.6505,-0.88581,57.4298,-0.180427,404000,125.519,408000,-0.00275172,-1.50789,-599.889,6.092006292994483,0.123683,4.346265927997592,41.9945,2.48356,158.63506216399037,-0.00568768,0.00107922,63.373,2843,778.429,0.00268123,3.051919937133789,100,-2.75638,306.578784995,0.461404,14.4739,0.237221,0.640394,0.211222,-0.00538017,-2.29707,27.6162,30.51919937133789,595.379,2.47684,148.1967899429983,125.351,434.102176442,601.358,0.0983027,225.948
16168.668447236989,777.876,-10.5442,-0.88266,56.3559,-0.250904,408000,117.256,412000,-0.00273137,-1.60229,-597.258,6.102240270003676,0.121968,4.433062703999894,1.01498,2.54655,158.27987441500227,-0.00681259,0.00106871,48.8925,2868,784.39,0.000374861,2.9529359340667725,101,-2.85749,540.964920339,0.457069,17.8152,0.22138,0.581263,0.700863,-0.0184862,-2.0365,238.552,29.52935791015625,592.293,2.73076,147.7445714409987,114.799,324.780518832,599.89,0.115462,222.94
16327.719220303989,752.144,-9.53535,-0.901293,63.0279,-0.238146,412000,124.072,416000,-0.00268321,-1.56047,-582.674,6.102183030994638,0.118126,4.350058111001999,209.718,2.49902,158.97873790399535,-0.00649875,0.000973025,41.2791,2896,752.136,0.000292533,2.859739065170288,102,-2.04141,494.155985675,0.435725,11.1268,0.230514,0.571673,0.586434,0.00368914,-2.05902,215.356,28.597389221191406,577.823,2.36169,148.52649676199871,121.905,458.567749498,585.364,0.110366,222.527
16488.082355551996,775.223,-9.8113,-0.889595,68.824,-0.235211,416000,125.981,420000,-0.0027212,-1.74741,-558.585,6.031376615002955,0.111783,4.423398150996945,-30.5408,2.48462,160.22756985900196,-0.00616088,0.00109537,24.1649,2921,769.286,0.000994734,2.352419853210449,103,-2.04066,310.914409748,0.415266,15.5751,0.233393,0.313928,0.657022,-0.0157185,-2.76002,108.055,23.524198532104492,554.808,2.49214,149.77279509300206,122.582,442.307831763,556.689,0.134018,241.576
16646.58425538,769.072,-9.18014,-0.908705,60.4716,-0.185158,420000,124.969,424000,-0.00284789,-1.35872,-599.505,6.146197809004661,0.126621,4.559873723999772,-5.07539,2.59737,158.56357218200355,-0.00575257,0.00104948,35.9524,2946,759.418,0.000766977,2.8082315921783447,104,-2.82599,533.533079918,0.467466,15.5751,0.236671,0.611021,0.717627,-0.0025846,-2.22223,21.8039,28.08231544494629,594.516,2.91478,147.85750064899912,122.403,388.775626225,596.799,0.122742,266.073
16806.346088158007,701.439,-10.2393,-0.911381,82.775,-0.276214,424000,115.598,428000,-0.00249656,-1.85384,-545.234,6.101234197012673,0.110937,4.499513754999498,22.8402,2.36587,159.6109611610118,-0.00609893,0.000968205,10.9035,2971,700.145,0.000365325,2.1712400913238525,105,-2.44669,473.699357998,0.381078,9.55556,0.217712,0.378423,0.884415,-0.0506818,-2.0923,193.046,21.712400436401367,541.609,2.31296,149.01021320899963,111.499,436.605300267,542.237,0.136078,291.956
16964.83154624701,775.587,-8.71831,-0.894934,54.5544,-0.28201,428000,127.943,432000,-0.00262857,-1.464,-617.215,6.134353706005641,0.128034,4.651251967999997,4.23905,2.57807,158.6076086830035,-0.00660929,0.00104649,18.805,2998,771.21,0.000331041,2.815357208251953,106,-2.69118,481.991839347,0.466719,17.2665,0.228087,0.572493,0.793764,-0.0147803,-2.40372,205.753,28.15357208251953,611.418,2.97971,147.82200300899785,124.558,400.252636657,614.471,0.157091,264.333
17123.166835047006,830.862,-11.2431,-0.890589,58.533,-0.149007,432000,141.677,436000,-0.00309573,-1.48222,-614.674,6.061792175994924,0.130785,4.5301461210001435,24.4476,2.70496,158.69622735599478,-0.00598098,0.0010882,61.3721,3025,817.763,0.00155541,2.75761342048645,107,-2.24863,520.750547562,0.476965,16.6308,0.24931,0.605934,0.181492,0.0114578,-2.48577,157.859,27.576133728027344,611.322,2.51328,148.1042890589997,138.574,421.372602429,615.571,0.140997,353.755
17281.927320663,823.43,-8.91931,-0.899272,84.439,-0.24234,436000,142.485,440000,-0.00271655,-1.44909,-633.64,6.026277326996933,0.120873,4.170356848997471,-4.83949,2.5013,158.7089011389944,-0.00789653,0.00113262,68.5549,3050,827.16,0.00092277,3.245044469833374,108,-1.98943,536.391859673,0.466768,14.5928,0.241021,0.605224,0.530705,-0.0134636,-2.10315,234.065,32.450443267822266,627.86,3.14164,148.512266963,139.555,422.881718758,629.378,0.117331,237.046
17442.420249338,791.039,-11.0823,-0.898489,66.2607,-0.183382,440000,128.532,444000,-0.00274571,-1.48989,-609.9,6.15587887300353,0.125835,4.223356097998476,18.5989,2.4706,160.41007597400312,-0.00648471,0.00103791,24.2656,3075,797.901,0.00104095,2.784414768218994,109,-2.45077,493.946584192,0.448665,12.2225,0.229919,0.574559,0.870511,-0.00208694,-2.13791,202.51,27.844146728515625,606.498,1.60654,150.03084100300111,128.085,444.152280016,613.928,0.11048,224.557
17601.268389284996,799.477,-10.6439,-0.915195,59.9364,-0.28617,444000,133.376,448000,-0.00266822,-1.52335,-617.173,6.1542476279973926,0.104637,4.307479226998112,134.885,2.48875,158.66878180199637,-0.00654177,0.00106824,28.4549,3101,798.206,0.000625329,2.7714993953704834,110,-2.10689,470.291839834,0.44672,9.16247,0.237416,0.552593,0.587091,-0.0126346,-2.1477,205.7,27.71499252319336,613.713,1.85406,148.20705494700087,130.581,472.438349653,618.208,0.11113,275.059
17761.405331622987,856.205,-10.4982,-0.885797,57.1156,-0.274868,448000,139.44,452000,-0.00288213,-1.45328,-649.694,6.214454092991218,0.125593,4.4878582670025935,-3.54356,2.51258,159.5364836389963,-0.00651625,0.00107861,39.0314,3126,839.1,8.95541e-05,3.2140347957611084,111,-3.0948,383.995723953,0.49141,12.0004,0.233748,0.634196,0.681953,0.0067223,-2.00119,166.295,32.14034652709961,643.95,2.83236,148.83417127900248,136.764,387.749948739,647.917,0.107994,234.617
17920.92270667999,857.257,-9.97278,-0.912449,85.8294,-0.285357,452000,147.7,456000,-0.00288996,-1.48606,-585.967,6.203277807002451,0.135495,5.08947431499837,-25.9379,2.59485,159.80186896099985,-0.00642344,0.00105953,34.8271,3150,862.488,0.000601168,2.6192638874053955,112,-2.26188,394.315916399,0.432808,15.2513,0.243807,0.614342,0.683502,0.00807991,-2.1945,186.524,26.192638397216797,582.656,3.12898,148.50911683899903,146.918,406.86718197,587.546,0.101987,385.484
18080.781332980983,870.871,-8.1457,-0.914833,70.4849,-0.132272,456000,136.823,460000,-0.00280535,-1.05936,-671.075,6.010548729002039,0.131653,4.806534912997449,-32.4222,2.59365,160.37265663799917,-0.00606739,0.00121898,56.4034,3181,869.486,0.00108837,3.0049233436584473,113,-2.25952,381.38076178,0.507056,14.02,0.241279,0.917227,0.335981,-0.00305403,-2.24518,117.114,30.049232482910156,665.807,3.01438,149.55557299599968,133.528,524.227038752,671.657,0.150101,271.212
18238.91464413298,852.019,-9.08703,-0.901897,100.207,-0.209094,460000,138.642,464000,-0.00281218,-1.55922,-604.784,6.085858681995887,0.130671,4.293504498997208,91.4067,2.39909,157.91196378599489,-0.0066302,0.000984252,14.1264,3208,836.314,0.000313398,2.4347317218780518,114,-2.26029,528.831514906,0.435776,16.7105,0.223139,0.58343,0.76792,0.0139731,-2.209,197.26,24.34731674194336,601.797,2.69027,147.5326006050018,137.079,431.42920102,604.436,0.12558,407.155
18398.06788291197,876.267,-9.06587,-0.895054,68.3079,-0.229016,464000,144.592,468000,-0.00265843,-1.36698,-652.543,6.006159305998153,0.13492,4.516041958999267,-81.4514,2.51857,159.38104479299727,-0.00672668,0.00099823,16.7517,3234,872.896,0.000460508,2.724212408065796,115,-3.29582,514.49526334,0.47671,17.6342,0.226338,0.550701,0.829391,-0.020445,-2.2385,11.7265,27.242124557495117,648.127,2.20466,148.85884352799985,142.607,489.947817704,649.095,0.158829,237.85
18558.83578516698,895.942,-11.2201,-0.907166,69.4283,-0.236272,468000,150.04,472000,-0.0024317,-1.12758,-708.671,6.0412152870085265,0.109623,4.2894649430018035,66.808,2.68961,160.31248453700755,-0.00534682,0.00107611,58.8029,3261,887.963,0.000897636,4.008944988250732,116,-2.24555,401.577820293,0.512465,16.2532,0.234315,0.871606,0.460417,-0.020035,-2.28746,234.897,40.089447021484375,704.77,2.21986,149.98180430699722,146.794,412.957429744,708.9,0.122741,271.292
18718.088847920993,948.495,-8.98115,-0.906406,72.1845,-0.105181,472000,144.768,476000,-0.00271565,-1.27758,-647.816,6.0885073140052555,0.104208,4.7461799520024215,-112.726,2.61643,159.35651319001045,-0.00613475,0.00100105,31.4945,3285,946.095,3.45258e-05,2.8581411838531494,117,-2.45037,558.889602207,0.476448,15.6825,0.231219,0.435623,0.705579,-0.00666258,-2.1221,221.625,28.581411361694336,643.427,2.52272,148.52182592400277,140.685,367.444166518,648.857,0.112969,280.293
18877.77829798499,878.736,-12.2174,-0.91684,48.7281,-0.187945,476000,149.976,480000,-0.00264207,-1.07828,-672.601,6.244343450995075,0.117521,4.644168471000739,7.5066,2.83244,160.20756232799613,-0.00602729,0.00108842,69.1238,3311,880.692,0.000955567,3.124018669128418,118,-3.30267,569.192372108,0.495961,23.5085,0.243346,0.664789,0.573496,-0.0116686,-2.25891,118.967,31.24018669128418,667.054,4.53663,149.31905040600031,147.998,556.696301819,673.24,0.126173,217.699
19037.061254362994,873.295,-8.6196,-0.886563,76.6849,-0.186366,480000,151.585,484000,-0.00252498,-1.35012,-676.817,6.023751261003781,0.0950019,4.127284992002387,174.832,2.53888,158.89304439000625,-0.00571878,0.00104907,70.3317,3336,875.67,0.000960381,3.418419361114502,119,-2.16487,567.444933801,0.487524,13.814,0.23433,0.678501,0.630631,-0.00126103,-2.05699,178.901,34.1841926574707,672.739,2.726,148.74200813700008,149.967,471.304316099,680.963,0.0969754,234.484
19196.692142015996,907.973,-9.51276,-0.895157,73.8903,-0.203074,484000,162.039,488000,-0.00270951,-1.45956,-647.511,6.026545791002718,0.126366,4.518154995999794,198.801,2.59695,159.7494429110011,-0.00708843,0.00109452,50.4865,3361,909.388,0.000828302,2.7750306129455566,120,-2.45761,552.539647853,0.461238,15.1851,0.249832,0.362186,0.456438,0.0255552,-2.22214,210.551,27.75030517578125,644.956,2.53488,149.20474212399859,161.098,526.238239986,647.701,0.119342,254.646
19355.733681640988,891.187,-9.75966,-0.919671,54.5678,-0.256652,488000,152.868,492000,-0.00269193,-1.43831,-640.878,6.1933752479926625,0.0975448,4.400913296001818,-13.0639,2.62516,159.332224218997,-0.00691445,0.00111667,44.3275,3387,886.231,0.000687138,2.5987632274627686,121,-2.21972,507.361370619,0.45983,14.7298,0.238256,0.47613,0.655634,0.0149504,-2.25164,201.656,25.987632751464844,639.382,2.33151,148.73793567500252,148.786,543.480859678,639.078,0.137947,338.749
19514.997078360997,903.214,-10.782,-0.888567,56.5374,-0.265459,492000,155.379,496000,-0.00251308,-1.21542,-691.405,6.141107958002976,0.129993,4.111445370999718,-30.6042,2.81929,158.95414863100086,-0.00576159,0.000986832,64.961,3411,897.987,0.000247151,3.527048110961914,122,-3.29584,475.892580126,0.513272,23.6871,0.237552,0.592488,0.455428,0.00162109,-2.4151,12.222,35.27048110961914,684.508,2.74564,148.70159530199817,152.089,457.876155985,690.252,0.10752,225.08
19673.091436290997,931.951,-8.50645,-0.927032,64.4779,-0.0742269,496000,149.322,500000,-0.00270894,-1.07343,-694.206,6.203290689001733,0.146845,4.4224157339995145,-19.8764,2.68444,158.13282499699926,-0.00673219,0.0011336,69.6286,3436,931.162,0.000138527,3.1420509815216064,123,-2.8318,328.330074905,0.492686,16.6228,0.240091,0.61029,0.453772,-0.000469876,-2.3285,172.624,31.420509338378906,689.123,2.84721,147.507118573998,145.7,479.822436865,695.869,0.0951988,253.136
19833.628239389996,846.038,-8.04264,-0.919483,51.3011,-0.306687,500000,149.566,504000,-0.00262888,-1.19998,-654.469,6.250066535001679,0.165585,4.385119171998667,-15.1895,2.83339,160.05180051999923,-0.00560678,0.000974207,46.8899,3461,847.935,0.000367766,2.8657381534576416,124,-3.40183,573.769693809,0.483934,25.5357,0.248529,0.537009,0.52148,-0.0300092,-2.82461,19.5604,28.657381057739258,650.938,4.03519,149.4166148129989,146.405,525.141774713,654.601,0.12317,218.328
19992.268433364985,944.661,-9.54767,-0.915202,73.2809,-0.184664,504000,163.906,508000,-0.00283189,-0.995902,-712.714,6.124758388999908,0.195291,4.871267054000782,53.3565,2.75044,159.2213019999981,-0.00759658,0.00117244,96.1961,3488,946.875,0.000865775,2.8084189891815186,125,-2.73651,486.25660756,0.513079,14.9452,0.249185,0.619292,0.405051,-0.00278223,-2.12002,229.032,28.084190368652344,706.775,2.35927,148.22527655699741,161.441,543.186879489,714.14,0.177435,275.484
20151.432919215975,932.353,-10.6539,-0.903094,68.1703,-0.191347,508000,166.868,512000,-0.00303858,-1.13556,-712.885,6.164438298994355,0.114441,4.291933118001907,23.5173,2.72905,159.16604126399398,-0.00749283,0.00123465,112.575,3515,924.588,0.000704414,3.0694069862365723,126,-2.68312,383.235760817,0.520945,15.8484,0.254325,0.608893,0.586289,-0.000634521,-2.26025,216.597,30.694068908691406,705.881,3.34593,148.7096698469977,162.878,550.416215882,715.044,0.153763,289.588
20310.331412466974,977.596,-9.84269,-0.904488,113.482,-0.167437,512000,173.348,516000,-0.00299287,-0.911622,-755.91,6.078850668993255,0.123213,4.291192723001586,106.87,2.69372,158.95845204399666,-0.00628451,0.00125116,183.597,3541,980.374,0.00101492,3.230255603790283,127,-2.72749,564.240408083,0.542204,12.8622,0.258581,0.682621,0.610463,0.0274283,-2.50288,217.521,32.302555084228516,749.5,3.34923,148.58840865200182,169.82,488.843569716,758.684,0.145878,422.322
20469.191574385975,921.872,-9.2852,-0.94999,55.8577,-0.262815,516000,157.241,520000,-0.00267055,-0.896523,-703.295,6.1760244780016365,0.145358,4.233009719999245,-1.34642,2.7923,158.87935366200327,-0.0063515,0.000997379,61.0655,3565,923.535,0.000634962,2.8421342372894287,128,-2.86869,598.670928373,0.502022,18.219,0.258712,0.540056,0.54012,0.00191207,-2.3738,166.531,28.421340942382812,699.152,3.53672,148.4703194640024,155.516,497.095734736,702.215,0.162719,260.167
20627.018475852972,953.141,-8.12961,-0.927423,84.8659,-0.201614,520000,156.687,524000,-0.00262799,-1.08456,-707.71,6.0666956799977925,0.104105,4.21473387000151,208.972,2.7048,157.5497611469982,-0.0066012,0.00108062,114.401,3590,953.015,0.00100613,3.1020731925964355,129,-3.1882,612.245640637,0.507046,14.7376,0.249872,0.574652,0.594521,-0.00863827,-2.36852,206.624,31.02073097229004,702.139,2.45624,147.2683315969989,154.188,553.485740695,703.077,0.124524,237.47
20786.567245638962,968.523,-8.43034,-0.929344,77.885,-0.225178,524000,169.889,528000,-0.00266936,-0.935506,-713.008,6.09722225999576,0.124855,4.492826764999336,-33.3916,2.68538,159.8096664409968,-0.00625934,0.00110241,79.0904,3616,957.903,0.000503113,2.8337669372558594,130,-2.37362,490.819545274,0.496068,11.4991,0.253054,0.585613,0.597649,0.0128536,-2.10632,201.297,28.337669372558594,707.51,2.44142,149.2196174160017,167.111,533.46049235,711.751,0.134617,241.971
20944.730709663952,960.375,-8.94109,-0.934086,73.5899,-0.220037,528000,159.199,532000,-0.00277378,-0.984783,-718.47,6.060728375989129,0.141462,4.233365944997786,27.5177,2.6644,158.1479346049855,-0.00589786,0.000949594,36.7149,3641,967.016,0.000952692,2.9353113174438477,131,-2.24559,585.764657538,0.502474,14.6831,0.245695,0.602601,0.57908,0.0134045,-2.29763,181.948,29.353113174438477,712.575,2.98541,147.85384028399858,157.165,512.567657474,721.236,0.1276,256.864
21104.622989974952,987.768,-11.4332,-0.931521,82.2541,-0.201925,532000,166.659,536000,-0.00262761,-1.02719,-693.288,5.852473924995138,0.109868,4.250348048997694,-97.389,2.697,159.9638230539931,-0.00601544,0.000916169,30.3039,3668,989.068,0.000280799,2.2666966915130615,132,-2.35977,586.124186818,0.482996,14.2014,0.241986,0.419613,0.660064,-0.00723086,-2.31725,198.299,22.66696548461914,685.461,2.48952,149.86100108000028,161.897,511.397508884,689.388,0.178017,297.545
21262.88237160695,985.342,-8.74016,-0.930361,66.7845,-0.0644364,536000,175.937,540000,-0.00282638,-0.903181,-743.609,6.183832292997977,0.181405,4.180216868000571,173.338,2.67459,157.97439807899718,-0.00782759,0.00113724,67.3615,3693,991.503,0.00152072,2.6615161895751953,133,-2.99405,569.463010692,0.511801,13.0011,0.25664,0.618543,0.528767,-0.0193965,-2.463,202.118,26.615161895751953,737.62,2.22923,147.61034891799864,174.731,551.367047238,746.834,0.126458,241.898
21421.88633198595,1011.8,-10.1529,-0.913843,101.083,-0.236325,540000,184.795,544000,-0.00276993,-1.04662,-738.679,6.048252218999551,0.119553,4.466790244998265,-13.8199,2.84548,159.21259702899988,-0.00842519,0.00121035,53.1512,3721,1005.34,0.0013443,3.234222173690796,134,-2.93324,598.990303178,0.515627,19.9048,0.264949,0.612724,0.578936,0.0230847,-2.301,120.534,32.342220306396484,732.563,2.56914,148.69755456500206,180.78,577.884101329,735.44,0.10143,309.656
21581.14192411495,1009.02,-8.51415,-0.923782,76.574,-0.232005,544000,184.381,548000,-0.00262131,-1.00028,-741.459,6.2524999839952216,0.100402,4.2595151719979185,-10.3586,2.74733,158.98691223999413,-0.00653274,0.00109515,82.6374,3746,1011.03,0.000391282,3.336188554763794,135,-3.20727,501.582931654,0.518254,16.6461,0.25148,0.598731,0.580256,-0.0142134,-2.36597,199.691,33.36188507080078,734.846,2.98628,148.474897084001,179.694,536.011009674,741.231,0.104971,292.443
21741.286335828954,979.858,-7.7326,-0.942773,75.2408,-0.127121,548000,171.68,552000,-0.00271324,-0.845546,-725.849,6.161870842002827,0.113739,4.5294572790007805,-19.6114,2.66063,160.43604838000465,-0.00576315,0.0010233,64.1554,3771,974.159,0.000799632,2.669300079345703,136,-2.38088,481.910329263,0.506359,17.6449,0.242907,0.561819,0.623796,-0.00105538,-2.3,58.6368,26.69300079345703,720.481,2.89029,149.74472025900104,168.402,547.333736826,726.099,0.0934297,297.558
21900.179686970947,1023.61,-9.64652,-0.917922,70.5461,-0.198701,552000,174.772,556000,-0.00273962,-0.894002,-747.547,6.09460745499382,0.137517,4.239306619998388,-42.8731,2.85166,159.0224487779924,-0.00655423,0.00108564,52.8384,3795,1026.17,0.000942176,3.2681641578674316,137,-2.89739,538.11006951,0.530013,14.137,0.253035,0.629802,0.579467,-0.0320961,-2.49678,200.166,32.681640625,740.411,2.4987,148.6885347030002,171.098,550.863333992,744.816,0.0785626,306.289
22058.531748746944,999.311,-10.0267,-0.920344,84.7762,-0.271904,556000,159.303,560000,-0.00249571,-0.903766,-730.909,6.072997592997126,0.118468,4.111287346997415,-36.0963,2.71397,158.11621617699348,-0.00727037,0.000948809,27.6347,3822,989.527,0.00231442,2.7699697017669678,138,-2.53764,618.121746339,0.520216,18.157,0.243556,0.557801,0.555057,-0.00609203,-2.39353,212.965,27.699695587158203,722.549,2.3537,147.93193123699893,153.254,522.213794548,730.564,0.161599,305.951
22217.69762055494,1015.29,-11.1219,-0.940694,76.5906,-0.134075,560000,177.395,564000,-0.0026866,-0.886864,-756.378,6.154560674993263,0.111082,4.348408971000026,23.4141,2.76717,159.31192677199215,-0.00609122,0.000975438,18.4473,3846,1020.02,0.000237619,2.5496883392333984,139,-2.22238,664.542396907,0.517098,12.9146,0.253905,0.529921,0.604191,-0.0152091,-2.27753,222.371,25.496883392333984,750.206,3.4089,148.80895712599886,173.483,553.28991609,757.467,0.196969,312.411
22376.277734277937,1015.27,-9.56619,-0.916493,81.0641,-0.216088,564000,193.62,568000,-0.00281377,-0.822632,-771.42,6.1450057979964186,0.140101,4.20420689599996,148.823,2.8539,158.34282285499648,-0.00608615,0.0010223,59.9865,3872,1019.16,0.000513323,3.078120708465576,140,-2.56967,588.237250611,0.544961,13.2077,0.264103,0.561697,0.536779,0.0278114,-2.57202,191.156,30.781206130981445,767.215,2.41562,147.9936101610001,192.553,506.168718557,774.004,0.128164,292.851
22535.733031186945,1043.78,-9.91828,-0.904828,72.7827,-0.300229,568000,181.364,572000,-0.0026638,-1.13233,-733.443,6.079757690997212,0.183989,4.442770962003124,-13.2532,2.76189,159.3786019729996,-0.00648577,0.00103317,80.9249,3900,1041.67,0.0007893,3.50764536857605,141,-3.00993,589.847070056,0.514254,12.7647,0.251015,0.585435,0.493809,0.0206996,-2.45398,75.2805,35.076454162597656,728.756,2.70731,148.85607331999927,180.398,605.527174212,733.167,0.0917458,297.331
22695.131780779946,1035.19,-8.72319,-0.930863,76.7463,0.191798,572000,189.606,576000,-0.00278428,-1.00463,-746.209,6.059554116007348,0.134333,4.520826500000112,-80.1702,2.61075,159.58741624000686,-0.00572374,0.000973013,45.0277,3924,1029.85,0.000929412,2.830360174179077,142,-2.96127,573.060905416,0.50928,13.7175,0.258476,0.520327,0.565682,0.017908,-2.37234,197.265,28.303600311279297,742.505,2.75461,149.0070356239994,187.0,546.767742957,749.283,0.156713,304.357
22855.33495811194,1019.98,-9.39309,-0.922428,85.5913,-0.247347,576000,173.794,580000,-0.00255434,-0.936937,-747.95,6.129681755992351,0.110155,4.333531853997556,172.479,2.61361,159.63085740599126,-0.00637067,0.00102277,54.5887,3949,1019.24,0.00113617,3.115072011947632,143,-2.49202,443.919553946,0.511953,9.82315,0.255162,0.57295,0.566068,-0.029311,-2.23878,154.245,31.150718688964844,742.469,2.22094,149.16764379600136,172.364,382.456570753,744.345,0.116301,280.272
23014.16955694496,1057.09,-9.10856,-0.928427,77.665,-0.11138,580000,189.916,584000,-0.00273523,-0.758623,-768.454,6.058105121010158,0.131135,4.9074152580033115,6.69954,2.72071,159.53575133701452,-0.00622631,0.00108352,66.0992,3976,1047.69,0.0012348,3.254546880722046,144,-2.52184,506.609663643,0.536986,15.9947,0.255983,0.549458,0.457642,0.0245044,-2.34766,137.382,32.545467376708984,763.436,2.09746,148.57023095800105,187.592,593.774007418,767.493,0.0884933,303.165
23173.186619902954,1053.18,-8.55273,-0.940648,84.8149,-0.277664,584000,189.666,588000,-0.0028178,-0.589717,-790.265,6.08181023299403,0.117008,4.207420799000829,-57.784,2.76898,159.00688810899737,-0.0063117,0.00110872,34.343,4001,1044.19,0.00147549,3.2016098499298096,145,-2.45774,605.964038676,0.542354,12.4685,0.261916,0.458734,0.586184,-0.00508229,-2.27929,57.5309,32.01609802246094,784.138,2.23313,148.7176570770025,185.928,578.411975759,790.0,0.222693,284.333
23333.04738208795,1017.47,-10.0388,-0.924903,94.7144,-0.256995,588000,176.518,592000,-0.00252567,-1.00241,-745.328,5.9907208690019615,0.111821,4.218854079997982,-105.014,2.82393,159.75411245600117,-0.00623488,0.000939996,33.6159,4029,1016.37,9.47516e-05,2.927438259124756,146,-2.75568,619.921892973,0.507153,21.8408,0.253245,0.535062,0.576208,-0.0159797,-2.75896,167.023,29.274381637573242,740.612,3.52002,149.54453750700122,174.015,597.230717781,749.978,0.109413,263.29
23492.070417480947,1080.3,-9.53784,-0.935028,93.8653,-0.236332,592000,178.597,596000,-0.00272323,-0.810409,-784.016,6.120854712004075,0.128612,4.327341457999864,21.1499,2.71618,159.17780405500525,-0.0061993,0.00096136,38.8966,4053,1094.85,0.000362535,3.0705535411834717,147,-3.70327,622.9233531,0.535387,19.0315,0.246768,0.576346,0.482034,-0.0123679,-2.37609,-31.9503,30.705533981323242,778.699,2.5491,148.72960788500131,177.091,590.177078221,788.753,0.0827339,276.975
23652.59161142495,1066.56,-8.01506,-0.926203,73.5166,-0.230147,596000,182.067,600000,-0.00277091,-0.694277,-789.105,6.157018237001466,0.0924121,4.173510766999243,209.491,2.77472,160.10683443900052,-0.00732608,0.001106,44.5138,4080,1065.44,0.000513001,3.531242847442627,148,-3.40934,477.739809033,0.544211,18.7772,0.253869,0.485878,0.589825,0.000259347,-2.16641,213.9,35.31242752075195,784.118,3.07657,149.7763054349998,179.801,461.570463715,790.425,0.102573,319.595
23811.328895349943,1062.95,-7.95685,-0.961016,63.4258,-0.2314,600000,189.512,604000,-0.00285302,-0.637977,-827.703,5.962937855991186,0.122033,4.589341571998375,-11.62,2.5913,158.96744590799062,-0.00612193,0.00104186,90.2508,4107,1055.56,0.00119973,3.365598678588867,149,-1.99948,657.166966865,0.535434,12.221,0.254768,0.528126,0.56689,0.0136659,-2.50684,206.632,33.65598678588867,823.553,2.14873,148.41516648000106,187.159,600.664355408,826.928,0.0784916,270.726
23969.528864848944,1067.39,-11.0923,-0.944104,69.9728,-0.165794,604000,200.084,608000,-0.00263797,-0.695927,-786.256,6.119033082002716,0.19129,4.360702092999418,-43.0257,2.90784,158.44182234300024,-0.00599035,0.00100871,36.0219,4132,1067.67,0.000971504,3.2906792163848877,150,-2.77354,634.762402638,0.53665,26.2442,0.268924,0.557121,0.498296,0.00992643,-2.64153,81.5739,32.90679168701172,778.242,3.36842,147.9620871679981,195.902,620.906194894,786.921,0.0753273,297.344
24129.415722450933,1093.3,-8.79634,-0.950164,81.0727,-0.19004,608000,187.492,612000,-0.00275785,-0.693256,-800.285,5.94261096399714,0.0760071,4.1207120699982625,189.114,2.79939,159.89496454199252,-0.00623532,0.00108806,78.4329,4156,1078.5,0.000496427,3.0749194622039795,151,-2.4009,659.128540778,0.54234,14.5299,0.254361,0.540513,0.563017,0.0105281,-2.42464,186.785,30.74919319152832,793.257,2.71871,149.83164150799712,183.03,631.829826434,799.866,0.0925364,268.342
24288.931315358936,1081.48,-9.52308,-0.953834,88.2858,-0.22033,612000,208.72,616000,-0.00287072,-0.560912,-793.228,6.185838263998448,0.068208,4.113477882001462,10.1604,3.04048,159.24539426499905,-0.00719142,0.00101435,24.9368,4183,1083.15,-0.000272515,2.727010488510132,152,-2.47418,708.230177059,0.54673,18.595,0.274936,0.529661,0.601282,0.0186917,-2.84593,59.5545,27.270105361938477,787.82,2.85446,148.94607811899914,203.994,543.822739434,796.87,0.101058,292.19
