Step_1-AverageReturn,LossAfter,Step_0-StdReturn,Time-InnerStep,Time-MAMLSteps,Step_0-MinReturn,Step_1-AverageDiscountedReturn,Time,Step_1-PolicyExecTime,Step_0-AverageDiscountedReturn,Time-OuterStep,KLInner,Step_1-AverageAbsPolicyMean,Step_0-NumTrajs,Step_1-MaxReturn,Step_1-MinReturn,Time-Sampling,Step_0-AverageAbsPolicyMean,Step_1-NumTrajs,Step_0-EnvExecTime,Step_0-AverageReturn,Step_1-EnvExecTime,Step_0-MaxReturn,Step_1-StdReturn,Step_0-PolicyExecTime,Step_0-AveragePolicyStd,Time-TotalInner,Time-SampleProc,LossBefore,ItrTime,KLCoeffInner,Step_1-AveragePolicyStd,Itr,n_timesteps
203.91344694611544,0.013557663,61.205781831682344,0.7900433540344238,17.11513924598694,70.54598603694305,162.54303388035655,1199.8959329128265,3.992767333984375,153.3134068138978,17.115000247955322,0.011393128,0.6782447,3984,592.2847831113742,70.46389682339804,77.66061663627625,0.6692977,3677,33.89449191093445,188.94562835908198,34.153247356414795,555.0492504617314,69.02062458137031,1.62554931640625,0.99392605,93.4582507610321,14.883744716644287,-9.853721e-10,110.62632822990417,0.0,0.9934626,10,3520000
210.30081639983098,0.01554201,61.401236337149676,0.7593710422515869,17.03975534439087,77.30713858022374,166.61675814368553,1310.6963942050934,4.038340330123901,156.30528277200972,17.03961420059204,0.012029512,0.68610644,3849,619.952428321446,71.98652829222698,78.1973352432251,0.67090076,3566,33.966060161590576,193.595573062424,34.62144184112549,633.2392838085602,69.45888676124557,1.6080904006958008,0.99313915,93.71173071861267,14.632189273834229,1.084594e-09,110.79988265037537,0.0,0.9927982,11,3840000
216.4393013552032,0.01683661,63.40626406316092,0.7588324546813965,16.87235713005066,72.3149554858441,170.3296087919358,1421.5271351337433,3.993685007095337,159.649773154889,16.872220754623413,0.011881094,0.6805575,3729,679.9975721473083,77.3728979645925,78.23204112052917,0.6711772,3436,34.20472264289856,199.12680999443893,34.44405794143677,564.3761184561702,70.10071099658214,1.6123862266540527,0.99213374,93.91002941131592,14.796748876571655,-5.9455363e-10,110.83025288581848,0.0,0.99198866,12,4160000
222.6099398090637,0.018828798,64.56114244864139,0.7567999362945557,16.79742932319641,74.60786192125838,174.2090967633007,1533.097795009613,3.9922730922698975,163.8991407542837,16.797293663024902,0.011958072,0.68528134,3614,689.2486677516823,77.53096448502717,78.56005883216858,0.67149496,3352,34.43446373939514,205.64364389931953,34.5159957408905,595.5332299119467,71.96648211047655,1.6335258483886719,0.99148166,94.72590136528015,15.286796808242798,3.7828167e-09,111.57007479667664,0.0,0.99141675,13,4480000
225.47482875708556,0.017105773,65.22402057038838,0.7766220569610596,16.790241718292236,78.17945071227857,175.75734439701628,1644.6484055519104,4.036597967147827,163.7018693563966,16.79009771347046,0.011521826,0.679659,3591,728.1424628273035,82.09792516629716,79.02064514160156,0.6708901,3297,34.39278841018677,205.56498570923063,34.954456090927124,620.6312997162977,73.01177508453422,1.6280357837677002,0.99048364,94.711421251297,14.792925119400024,-4.471273e-09,111.55011987686157,0.0,0.9902787,14,4800000
234.28716132115966,0.011189322,66.81966195060211,0.7576744556427002,16.831199169158936,75.36858992585238,181.04764903242463,1756.6802134513855,4.039834499359131,168.94460870470658,16.831052780151367,0.010370938,0.6819807,3462,802.8291793638832,80.34080891906545,79.86059474945068,0.67324066,3182,34.92881679534912,213.94948329919018,35.26445531845093,517.5506140235221,74.89875341037371,1.6358363628387451,0.9897244,95.15155982971191,14.4113450050354,-1.5418562e-09,112.03129076957703,0.0,0.9894008,15,5120000
240.67511845601166,0.013975903,68.08572635624367,0.7639617919921875,16.869211673736572,75.50501268114046,184.8843251498173,1869.2093765735626,4.038609027862549,170.77533738594693,16.86907148361206,0.01057456,0.68428624,3409,636.5107642047014,81.41284879393923,80.34263563156128,0.6736127,3087,34.96465754508972,217.1148091318941,35.72226405143738,646.6694927596574,74.36904837846076,1.6312806606292725,0.9892355,95.61228632926941,14.385128498077393,-4.1345003e-09,112.52866196632385,0.0,0.98905706,16,5440000
245.27086057447522,0.012021259,69.9654436526713,0.7552473545074463,16.775692462921143,81.40796259832932,187.28643344736076,1982.1812689304352,4.046006441116333,174.81218070794432,16.77554965019226,0.00965779,0.6865035,3285,585.9779267856823,75.72794277843812,80.21663618087769,0.6747428,3009,35.032599449157715,223.83181833472574,35.55591917037964,644.8238921110493,76.87955357792512,1.6306953430175781,0.9884913,96.15146827697754,15.058686971664429,2.576732e-09,112.97131371498108,0.0,0.98822707,17,5760000
251.67628230135662,0.013805658,71.00387138025783,0.7565395832061768,16.77249574661255,75.4749102946103,190.95334299779424,2094.434732437134,4.014932632446289,178.2202333796145,16.772356748580933,0.010716828,0.6804555,3236,777.208014776918,83.4138655615861,80.09645414352417,0.6751772,2942,35.0708954334259,229.30721347094422,35.51512932777405,698.5855988334743,79.93964966090105,1.6276919841766357,0.9878496,95.43818283081055,14.465550899505615,2.1736757e-09,112.25289154052734,0.0,0.98756707,18,6080000
254.00559754061572,0.016005086,71.30579822169639,0.772737979888916,16.73681616783142,81.40024079264158,192.39642781325796,2206.640866994858,4.002653121948242,179.99730490096508,16.736663818359375,0.010593794,0.6829499,3187,665.2510804262917,81.25530566946841,80.37501621246338,0.6745947,2928,35.217714071273804,232.2505420779023,35.77828907966614,729.1609448615725,80.09757339288923,1.6211309432983398,0.9872379,95.42432856559753,14.15693712234497,-2.7575875e-09,112.20564293861389,0.0,0.9870353,19,6400000
256.86891238319487,0.01209099,72.83496252701842,0.7570936679840088,16.72618842124939,77.16697882384139,194.07398369389315,2319.7137203216553,4.0508551597595215,181.8257303325429,16.72605061531067,0.009832635,0.6894551,3131,788.3896832181863,78.3863391544949,81.14649987220764,0.6772332,2869,35.70318675041199,235.57532034454036,36.012065410614014,644.940272142301,76.9606311462111,1.6254100799560547,0.9864439,96.30491638183594,14.282413005828857,-2.907738e-10,113.07232236862183,0.0,0.98619807,20,6720000
268.2245259778408,0.011948096,75.66472094793826,0.7572863101959229,16.736090421676636,77.70934337524402,200.96810055641734,2432.8711240291595,4.018898010253906,189.3998188764492,16.735951900482178,0.010454745,0.6843878,3036,649.2628511034837,80.82874201077928,81.36843538284302,0.67680615,2796,35.83494257926941,247.76171609641509,36.160300731658936,584.0315940296125,79.47909167489122,1.629479169845581,0.98528653,96.38072752952576,14.136858463287354,2.5658469e-09,113.15691471099854,0.0,0.9849671,21,7040000
272.4158255794987,0.008919621,75.25214285736217,0.7544839382171631,16.73814034461975,86.79018458007481,202.87418846784368,2546.114060640335,4.036418914794922,189.9695185203983,16.738001823425293,0.009599834,0.69284,2988,740.8922394805447,80.16172380132781,81.61209964752197,0.67939156,2745,35.94959235191345,249.1552774806656,36.39065766334534,613.8798078829096,82.73382902650482,1.6200323104858398,0.98435485,96.46559596061707,13.981979608535767,-8.182921e-10,113.24237322807312,0.0,0.9842065,22,7360000
276.4407889835312,0.01655702,79.64707293872189,0.7552947998046875,16.744908094406128,80.85714984704833,205.1577986682337,2659.795555114746,4.0168375968933105,195.58422044742517,16.744773626327515,0.009340447,0.6936335,2885,662.7787533723427,79.53367553749843,82.00251770019531,0.6803292,2699,36.49436902999878,259.0526881362616,36.350459575653076,757.0736057485697,82.87063646218,1.6281514167785645,0.9832238,96.89775562286377,14.023077011108398,2.957793e-09,113.68099594116211,0.0,0.98302764,23,7680000
275.85810812697196,0.0100772455,78.8005720852436,0.7600991725921631,16.72119927406311,82.69486655264879,205.2363478236082,2773.308403491974,4.02355694770813,196.88120430275188,16.72106099128723,0.009432537,0.68956226,2878,605.7241120159479,85.5195943448997,81.58309173583984,0.6827414,2719,36.10755801200867,261.05869007708446,36.318517208099365,626.6217511817011,79.35510579448543,1.6100494861602783,0.98235196,96.75221276283264,14.291809797286987,-2.127521e-09,113.51234531402588,0.0,0.9822458,24,8000000
281.6422044597981,0.013735002,79.69819474139527,0.7605340480804443,16.714742422103882,75.92675396464904,207.8338641637745,2887.649739742279,4.021373510360718,197.8686286908335,16.714601755142212,0.009588967,0.6939208,2816,696.7258364355289,82.30237994770724,82.45566749572754,0.68295753,2644,36.35975790023804,263.5314523366687,36.571099042892456,612.5852584205189,83.79723873301903,1.9988789558410645,0.98167276,97.58917188644409,14.25667667388916,6.873033e-09,114.34085011482239,0.0,0.98136276,25,8320000
284.5888431899402,0.010157419,79.56977297677354,0.7565500736236572,16.717116355895996,85.89080969204183,209.44153657145,3002.17129778862,4.092666149139404,198.3836682741627,16.716976642608643,0.010549767,0.6958106,2803,757.8173124835439,76.65608979417263,82.544837474823,0.68439,2617,36.20554733276367,264.53452222835585,37.095782995224,768.9414156114445,83.49480755393225,1.6203994750976562,0.98106134,97.76736259460449,14.349013328552246,2.851692e-09,114.52104926109314,0.0,0.98089975,26,8640000
288.3167429784652,0.007548307,80.06766343189088,0.7584347724914551,16.773391008377075,87.64147473481745,211.4981566753645,3117.246298313141,4.085492134094238,202.07606758083776,16.77325749397278,0.008724829,0.6960396,2760,861.7816078982167,74.34072966108639,83.20102763175964,0.6845716,2602,36.82105731964111,270.7576182380829,37.11283230781555,659.702631814443,85.9710301121215,1.6346890926361084,0.9802946,98.26434373855591,14.18854546546936,4.1879566e-10,115.0745108127594,0.0,0.9801254,27,8960000
292.8087240076262,0.0097376,82.39307817870976,0.7604813575744629,16.761427879333496,92.89891678145587,213.978005234734,3232.212037563324,4.053473711013794,205.94992722257288,16.761290788650513,0.008867357,0.699525,2693,741.1310797583523,80.9198382929059,83.04829692840576,0.68744695,2563,36.83247232437134,277.7655693517191,36.99738025665283,718.7909990923099,86.30693200230856,1.6329243183135986,0.98001355,98.16378331184387,14.238689422607422,9.933758e-10,114.96516489982605,0.0,0.97976327,28,9280000
294.5664051537018,0.008539216,82.49281087515527,0.762549638748169,16.65991449356079,85.10049526351466,214.56309829318639,3347.145567178726,4.056329250335693,206.1066693528657,16.65977668762207,0.008841796,0.70242393,2653,775.6407612318067,85.09281904018242,83.16875910758972,0.6890824,2516,36.969107151031494,278.6123771709637,36.99218440055847,709.124373429133,86.12303443279912,1.6334638595581055,0.9796944,98.23652863502502,14.188701152801514,1.67124e-09,114.93298864364624,0.0,0.97941387,29,9600000
293.55850987253075,0.016029658,81.04327249493487,0.7623522281646729,16.726407527923584,82.31532675268463,214.32540578173496,3462.6383979320526,4.061708688735962,207.00351706013757,16.7262704372406,0.010403171,0.69771135,2662,771.6077713461863,77.82973589780619,83.56783604621887,0.6893836,2541,37.22642970085144,279.79023784878166,37.097076177597046,681.8502045482928,84.56047716764903,1.6513454914093018,0.97928715,98.72693490982056,14.280547380447388,-2.4486209e-09,115.49234223365784,0.0,0.9791774,30,9920000
303.6959497139078,0.012456046,86.49126361328109,0.7587478160858154,16.714153289794922,86.08737408922363,219.7602438676361,3578.0825123786926,4.068648815155029,210.65671093919687,16.714019775390625,0.009905611,0.70293,2594,917.259171435071,90.83445482232511,83.65344572067261,0.69115436,2471,37.10910415649414,286.96840955693284,37.29440188407898,831.4963890136382,86.88018382798131,1.6467993259429932,0.97921586,98.69340968132019,14.16466236114502,-4.166619e-10,115.44363236427307,0.0,0.97908044,31,10240000
299.4269996894556,0.008775279,85.77192663487827,0.7532892227172852,16.763972759246826,83.84649845635595,217.32953400300931,3693.8066580295563,4.067318916320801,214.08021498436656,16.763838529586792,0.008397193,0.70059246,2538,935.3161283450959,95.1440549148313,83.89135527610779,0.6927033,2493,37.44297790527344,293.26215388980205,37.18221855163574,704.8579748440419,87.057732563465,1.6519603729248047,0.978826,98.9232861995697,14.169353485107422,2.8182563e-09,115.72364544868469,0.0,0.97854465,32,10560000
306.37133453304415,0.007041469,86.14030708630851,0.7901959419250488,16.67518162727356,86.0685881378999,221.38914123295552,3809.393878698349,4.0668723583221436,216.59996572903427,16.675044536590576,0.008701324,0.70558304,2507,705.0166005860674,93.09428938734891,84.12066793441772,0.69254017,2432,37.388530015945435,297.63905345539274,37.45120573043823,761.8802601322072,83.91891034657242,1.6626355648040771,0.97811735,98.87560725212097,13.84819221496582,7.0936873e-10,115.58671808242798,0.0,0.97784364,33,10880000
308.9368964702594,0.0087593915,84.60804678540742,0.7629950046539307,16.77806568145752,93.80196419548103,222.79163929395023,3926.164316177368,4.0889811515808105,217.7506359324285,16.777926445007324,0.008927895,0.703476,2511,730.3917380174844,84.70519025641576,84.92749571800232,0.69556624,2437,37.581459045410156,299.4496736029751,37.64346265792847,857.0630832008718,85.7187572403018,1.6542315483093262,0.97746485,99.95707106590271,14.15022087097168,-1.0644676e-10,116.76992726325989,0.0,0.97722983,34,11200000
309.50400248267,0.0058352756,85.19909388950283,0.7561676502227783,16.683905363082886,95.9877712025557,222.55132848103676,4042.3054020404816,4.0789337158203125,217.9174839810095,16.68376922607422,0.007799658,0.7058671,2469,784.2720338197065,103.16216400294367,84.1778769493103,0.69725716,2417,37.54808282852173,300.4924524020456,37.3291494846344,824.5043141859853,89.44698075474702,1.6592140197753906,0.9764894,99.416832447052,14.365899324417114,3.4976235e-09,116.1405861377716,0.0,0.9763165,35,11520000
310.21055537264203,0.0054446594,87.5718893633381,0.7562370300292969,16.706682682037354,95.73549557910228,223.08186603868947,4158.479786396027,4.079930067062378,218.90270984584038,16.70654559135437,0.008222221,0.7063304,2459,795.828385332097,93.96631832819001,84.37631177902222,0.69774705,2408,37.544642210006714,302.5348777715541,37.563087463378906,815.1510403311031,86.96109313846412,1.6446533203125,0.97596073,99.43089079856873,14.182347774505615,8.360797e-11,116.17388987541199,0.0,0.9757025,36,11840000
313.1025306952029,0.0099351965,87.82845215605487,0.7603576183319092,16.717119216918945,89.28072853267408,224.59075930752536,4274.874805927277,4.107067108154297,221.60568809036022,16.71698260307312,0.007591377,0.70566887,2407,748.3232636452985,96.75301803968713,84.73553442955017,0.69766456,2375,37.68766188621521,308.1436705425074,37.723637342453,715.1682943825571,84.75682745988256,1.6519815921783447,0.97593075,99.64248895645142,14.03106951713562,1.6765437e-09,116.39444899559021,0.0,0.97580695,37,12160000
317.09066408650864,0.00684554,87.30566097433721,0.7527976036071777,16.7521915435791,108.97763650823833,226.76016303366706,4391.910298347473,4.0922980308532715,224.29736708550652,16.752049207687378,0.008439504,0.7083543,2403,904.537343472139,100.06801824788661,85.04577469825745,0.6979635,2367,37.89495325088501,312.1144798341263,37.83981442451477,937.0954979258856,88.8753796526365,1.651653528213501,0.975774,100.24839091300964,14.333651542663574,-2.3671571e-09,117.03495645523071,0.0,0.9756062,38,12480000
314.3682715420759,0.008077221,88.81754602493899,0.7555553913116455,16.765164375305176,104.42895039183551,225.25407346238126,4508.803273439407,4.102769374847412,223.6715104401616,16.765024662017822,0.008474565,0.70605326,2376,919.1889076809196,96.49977439206958,85.06882333755493,0.69582915,2380,37.89241695404053,312.13930184136296,37.86629843711853,893.4934501738587,86.11430490345653,1.6516129970550537,0.9751938,100.0926616191864,14.152243852615356,1.6762296e-09,116.89245343208313,0.0,0.97501075,39,12800000
318.7166696766898,0.0046705045,85.47356142653918,0.7556688785552979,16.71426558494568,97.10416297051412,227.7814480314081,4626.130651712418,4.137611389160156,226.81038056583827,16.71413016319275,0.008215597,0.7024744,2367,723.9261620659132,104.68578993394769,85.67741346359253,0.69592273,2354,38.16862154006958,316.9300941282303,38.112611055374146,790.6455789441113,85.40225152433757,1.6762750148773193,0.97452426,100.57615637779236,14.027974605560303,-4.0625067e-10,117.32620000839233,0.0,0.97449833,40,13120000
319.05601250227744,0.0052847923,88.9469358630474,0.7552590370178223,16.800071954727173,108.50379619032796,227.97541042100937,4743.318698883057,4.103584051132202,227.14164990845626,16.79993176460266,0.0073625618,0.70292777,2344,793.0293290610101,111.50467693022033,85.41652965545654,0.6966087,2342,38.05467104911804,318.4389823034179,38.00216555595398,786.0467128362523,84.16173873464292,1.6667282581329346,0.9741502,100.3528368473053,14.065019130706787,1.2717241e-10,117.18755030632019,0.0,0.97406584,41,13440000
321.6788781442521,0.007031894,84.63341501755362,0.7551417350769043,16.73592734336853,96.39477622279742,229.06381975504664,4860.207856416702,4.14295768737793,226.4225187208682,16.735790014266968,0.007856634,0.70656747,2349,754.8239841238568,86.5982672408882,85.31738615036011,0.69622374,2312,37.77305769920349,316.46933358423365,38.184240102767944,919.0581263270371,84.56769254238714,1.6554679870605469,0.97371596,100.11466550827026,13.926776647567749,4.213071e-09,116.88859820365906,0.0,0.97352225,42,13760000
323.56192580658296,0.008604963,87.61345546780976,0.755246639251709,16.715110301971436,107.00300095482476,229.94080466878924,4977.286558389664,4.130132436752319,228.23502177536355,16.71497106552124,0.0078913625,0.7037582,2315,899.7464987675453,109.9100754083002,85.70164322853088,0.69563764,2307,38.15046787261963,320.60773104919264,38.18889927864075,733.0494714979068,87.85740928179696,1.6610448360443115,0.9729905,100.32919573783875,13.75735068321228,4.9738524e-10,117.07818341255188,0.0,0.97282857,43,14080000
326.298130895701,0.0059103174,84.17757505053564,0.7586889266967773,16.781906604766846,120.09818718636537,231.68933420268218,5095.347475767136,4.138929605484009,228.5561256503607,16.781768798828125,0.008366754,0.70099163,2321,971.9345720220543,120.72183780770617,86.5900456905365,0.6960415,2314,38.43091320991516,320.6394302864275,38.3697464466095,698.5558192780808,86.2434755057315,1.6713275909423828,0.9722969,101.24437022209167,13.780083894729614,4.3707606e-09,118.06035280227661,0.0,0.9721343,44,14400000
323.6563388381311,0.0021499968,86.3760782323224,0.757807731628418,16.72570490837097,111.05803428580097,230.40305868246168,5212.367661476135,4.125674724578857,230.74031914622853,16.72556781768799,0.0072408607,0.7013863,2299,767.5722502753551,94.19697804055612,85.5908682346344,0.6949881,2314,38.144678831100464,324.9670402886333,38.08076190948486,763.4363703582346,84.37756157272372,1.668457269668579,0.97172976,100.26001262664795,13.795245170593262,2.2764328e-09,117.01969385147095,0.0,0.97151285,45,14720000
331.6952275051262,0.0021230257,84.84445143230381,0.7625164985656738,16.767071962356567,106.17782530777764,234.4540409006145,5329.43430352211,4.099340200424194,232.34188194561315,16.76694107055664,0.0072211786,0.7042672,2286,897.5090116002611,109.57029425524705,85.58725571632385,0.6963462,2273,38.28527903556824,327.6160046569559,37.948795557022095,826.3616800694738,86.06946344752025,1.6540272235870361,0.9715367,100.26240229606628,13.773330688476562,4.1099453e-09,117.06611156463623,0.0,0.97128606,46,15040000
331.40183746463083,-0.00094219984,87.43354421433712,0.7599353790283203,16.761709928512573,106.21353506604119,234.03732771540533,5446.97932267189,4.111755609512329,231.67856720954921,16.76157283782959,0.0073501067,0.7016202,2299,813.2066738625048,120.82293913014321,85.95617818832397,0.69507694,2272,38.317275047302246,326.3299455322052,38.2608277797699,860.8599959158471,89.69010497962407,1.6773276329040527,0.97141147,100.7485454082489,13.916680335998535,-4.1782608e-10,117.54452872276306,0.0,0.9712893,47,15360000
330.3253530446802,0.0060403924,90.1610049420335,0.7581651210784912,16.73123335838318,115.61408827479649,233.71159308719632,5564.764019012451,4.137298822402954,234.29408291931352,16.731083393096924,0.008628607,0.706146,2254,779.942704595654,107.48654626865542,86.13483166694641,0.69575363,2267,38.36050248146057,332.38859613654665,38.38061571121216,834.9573864678291,84.9026315123354,1.6655378341674805,0.97079706,101.01473784446716,14.005782842636108,1.2125847e-09,117.78418898582458,0.0,0.9706616,48,15680000
329.74361851392365,0.006044845,90.0454509055686,0.7555117607116699,16.72094488143921,131.49445046931217,232.84570233399398,5682.698207855225,4.145317792892456,235.30256504219116,16.720805406570435,0.007840284,0.7005639,2221,836.1765397166373,136.45485293473655,86.14079809188843,0.69440484,2255,38.418253660202026,334.95760054915513,38.31052613258362,825.8833037297613,88.22392660063198,1.672680377960205,0.96985316,101.17320442199707,14.16232967376709,1.2843445e-09,117.93363857269287,0.0,0.96979576,49,16000000
335.1056181639575,0.0069568222,84.81213599113694,0.7565994262695312,16.73269486427307,130.72791556649221,236.0509423135056,5800.6812624931335,4.157995939254761,236.25754873957754,16.732555627822876,0.0077615166,0.69902587,2228,849.7651511223693,89.36053451833406,86.31007385253906,0.69616306,2243,38.38274884223938,335.5583350627214,38.513503074645996,847.6549040583074,87.9169284332699,1.6663861274719238,0.96938235,101.21619915962219,14.034055709838867,-3.326625e-10,117.98248219490051,0.0,0.96926475,50,16320000
335.4264435318062,0.0022480693,87.6305913313685,0.7548465728759766,16.79963254928589,105.78703575184929,236.16239646092188,5918.543108701706,4.11967921257019,236.82803679487552,16.799493074417114,0.007931151,0.7002288,2216,863.5222189875007,117.66062128894461,86.37740588188171,0.6976636,2232,38.579784870147705,337.1368545243643,38.4285364151001,887.4837754843935,86.50525860074126,1.6722774505615234,0.9690508,101.01388025283813,13.766941785812378,2.5403915e-09,117.84698104858398,0.0,0.9690848,51,16640000
334.4716034590368,0.0029005446,89.32332818166793,0.7579398155212402,16.769498586654663,98.14713197979054,235.507859028809,6037.069666862488,4.143714427947998,236.26538514098573,16.769360303878784,0.0070365234,0.70094454,2217,809.4515697122666,101.73171109499219,87.07190203666687,0.69532037,2228,39.14090132713318,336.8266265737298,38.4994957447052,893.6285859644996,86.64170839335776,1.6852190494537354,0.96866596,101.72210121154785,13.775435209274292,1.1965966e-10,118.52596950531006,0.0,0.9686038,52,16960000
340.56285179151615,0.0039831894,89.0171547243273,0.7590427398681641,16.76586937904358,139.29658459276547,238.60403436140544,6155.51725769043,4.159578561782837,236.82725979971266,16.765735387802124,0.0072320374,0.7016362,2212,774.403598289401,103.41629980685559,86.91389060020447,0.69733775,2204,38.6794490814209,337.4646325730893,38.805028676986694,807.50170336447,88.12702253841881,1.6651592254638672,0.9680351,101.64529252052307,13.857006072998047,-9.8556406e-11,118.44711065292358,0.0,0.9678048,53,17280000
331.7743495116081,-0.0023918157,86.37765563104658,0.7538943290710449,16.7514328956604,105.61238948512724,233.64993192075556,6274.292031764984,4.154233455657959,235.13522582653994,16.75129795074463,0.007105206,0.70675004,2206,897.0132676660687,98.71728762950036,87.15518140792847,0.70048374,2244,39.1335563659668,334.90716013086654,38.59585928916931,854.5242199993313,87.57708841890737,1.6702682971954346,0.96758795,101.98604989051819,13.961727142333984,3.4367325e-09,118.77427911758423,0.0,0.967513,54,17600000
