train-AvgFinalForwardVel,Time-Sampling,train-NumTrajs,n_timesteps,Time-Optimization,train-StdReturn,train-MinReturn,ItrTime,train-PolicyExecTime,LossBefore,Itr,LossAfter,train-AveragePolicyStd,train-AvgCtrlCost,train-AverageDiscountedReturn,train-EnvExecTime,Time,train-AverageReturn,Time-SampleProc,train-MaxReturn,train-AvgForwardVel
-0.0894472159545889,7.001891374588013,200,40000,1.872002363204956,168.53184139745454,-781.6557046118221,9.14924955368042,0.628575325012207,7.21775e-09,0,-0.014958678,1.0,0.04997308346002923,-174.0197584106987,6.048854112625122,9.160441875457764,-404.25623113244046,0.270540714263916,-140.8030127484539,-0.06511998384406448
-0.12380225908522309,6.931281566619873,200,80000,1.7739713191986084,159.70570007522971,-813.5489804608926,8.964077949523926,0.6095931529998779,1.0244548e-08,1,-0.0092124315,1.0003446,0.04967808956070009,-154.45468670733027,6.01564884185791,18.141091108322144,-359.8027106290828,0.25229716300964355,-136.33890053436946,-0.044917765565635044
0.050401752376912266,6.928666591644287,200,120000,1.7981131076812744,159.52904974421844,-693.2580727782216,8.986052989959717,0.609874963760376,6.9849193e-09,2,-0.0076109846,0.99933237,0.04960435060829497,-157.2835576227581,6.0032453536987305,27.133391618728638,-364.49268171790186,0.24977922439575195,-130.487757597335,-0.011757339473676643
-0.07683480305295025,6.968411684036255,200,160000,1.763200283050537,160.8605350585639,-691.8619309534715,8.989912271499634,0.6088449954986572,5.5879354e-09,3,-0.006838616,0.9966053,0.04969786954366819,-153.46987677081853,6.0404417514801025,36.12946319580078,-356.2423194196736,0.2515835762023926,-131.68172221524088,-0.006979602227435845
0.11771793345678905,6.892674684524536,200,200000,1.778294324874878,146.29462384493888,-646.9424603989212,8.924903869628906,0.6090903282165527,1.8626451e-09,4,-0.0063388534,0.99315286,0.05000031794724021,-135.90307648778528,5.970229148864746,45.06046438217163,-313.76848362703447,0.2473611831665039,-127.03061828590748,0.04316385513988851
0.10431660594187454,7.000685214996338,200,240000,1.7700960636138916,156.0256364770146,-678.9798132329892,9.027403354644775,0.6153240203857422,-1.8626451e-09,5,-0.0068751327,0.98991853,0.04978045836167726,-154.6197667120244,6.068198204040527,54.093894243240356,-358.9407058181308,0.24996042251586914,-126.28085523685695,0.06917785576215964
0.06888384690443132,6.8839991092681885,200,280000,1.766331434249878,155.4855823685991,-659.8873974012296,8.903771877288818,0.6055483818054199,-0.00068303384,6,-0.0054718223,0.98751765,0.04979758757494,-151.9330391297868,5.967543363571167,63.004026889801025,-352.08144054137006,0.24670839309692383,-133.30317863053503,0.07284992154693919
0.04321060264767675,6.911113977432251,200,320000,1.7753539085388184,158.03895158926196,-670.9116929945235,8.941379308700562,0.6075887680053711,1.0419171e-08,7,-0.0058714515,0.9855378,0.04968681519566103,-148.42240687257367,5.9908766746521,71.9515335559845,-345.19472760518363,0.24809694290161133,-111.10008398617121,0.09593056955391713
0.05213356609100018,6.932232618331909,200,360000,1.7746949195861816,144.73464598574347,-652.8287195022632,8.959169626235962,0.611961841583252,-4.1909516e-09,8,-0.005401118,0.98346835,0.049855854938418986,-135.7399254231528,6.007837772369385,80.91662168502808,-315.2787869434119,0.24564719200134277,-121.68642766978164,0.11190624552109742
0.06870090954153976,6.955479860305786,200,400000,1.7687344551086426,148.963111399489,-616.9500519184916,8.982745885848999,0.6140844821929932,1.3737008e-08,9,-0.0064050644,0.9812075,0.04975029657992053,-141.27912262307217,6.0311243534088135,89.90546941757202,-328.6457213370738,0.2519047260284424,-123.53639894025493,0.12667976196275774
0.16611103605048924,6.9281580448150635,200,440000,1.7690708637237549,153.96141919876743,-647.1717765391197,8.94878363609314,0.6063122749328613,6.519258e-09,10,-0.0056873853,0.9782599,0.05003257568666566,-146.06687192563146,6.019489288330078,98.86028838157654,-341.0607532882989,0.24499201774597168,-127.52190665059844,0.13146650832983736
0.03609449292818199,6.958165407180786,200,480000,1.7656710147857666,139.12724613938408,-642.108956341187,8.978710651397705,0.6061217784881592,-1.7695129e-08,11,-0.0057728556,0.9751014,0.04958331861064445,-135.45575710710582,6.05136775970459,107.84545564651489,-316.5262859958352,0.24827265739440918,-116.99733672378999,0.16210027567614405
