Policy log std Std,Z mean eval,Policy mu Max,QF Loss,AverageReturn_all_train_tasks,Policy mu Std,R Predictions Min,Policy mu Min,AverageReturn_all_test_tasks,RF Loss,Q Predictions Min,Train Time (s),Log Pis Max,V Predictions Max,Log Pis Mean,V Predictions Mean,Policy log std Min,V Predictions Min,Policy log std Mean,Number of env steps total,Policy Loss,Policy mu Mean,(Previous) Eval Time (s),KL Loss,Total Train Time (s),Number of rollouts total,Epoch Time (s),Epoch,Log Pis Std,Q Predictions Std,Q Predictions Max,Sample Time (s),Policy log std Max,Z variance train,Z mean train,Log Pis Min,Z variance eval,R Predictions Std,R Predictions Max,Q Predictions Mean,R Predictions Mean,V Predictions Std,KL Divergence,Number of train steps total,VF Loss
0.207093,3.90932,4.77718,5584.71,407.128752463,1.03341,-0.123386,-3.5174,427.23510728,562.933,2.01453,372.40364783400037,47.0913,2666.37,1.84676,1499.81,-1.69824,25.3447,-0.40733,256000,-1492.61,0.309911,66.09751688400047,36.85195541381836,6586.8340379959955,11648,445.6791583479999,13,8.89484,773.744,2644.56,7.177993629999037,0.185758,0.0489316,0.550598,-13.7264,0.229864,0.0419176,0.447069,1424.38,0.0255252,754.171,368.51953125,56000,1736.29
0.216728,0.971985,4.30082,3995.85,338.17047077,1.08643,-0.14453,-4.14959,354.828136212,576.989,9.67522,372.9879791909998,56.4128,2644.69,2.56996,1615.28,-1.7435,14.0373,-0.423568,260000,-1586.28,0.214404,67.44734878200052,15.6052827835083,7032.299956178996,11851,447.77989972699925,14,10.2506,814.228,2623.44,7.344571753998935,0.148555,0.0367969,1.08374,-14.4543,0.10154,0.044125,0.402574,1531.11,0.0258637,791.22,156.05282592773438,60000,2759.42
0.227988,1.72953,4.59059,3656.57,527.174270612,1.04762,-0.164833,-4.26995,519.821006313,591.348,12.1739,373.48624957599986,53.9752,2633.76,1.98268,1554.53,-1.73905,1.70784,-0.436559,264000,-1560.5,0.230382,65.13388981900061,27.058935165405273,7482.941513377996,12029,445.6872766790011,15,9.40641,806.696,2620.54,7.067137284000637,0.221979,0.065374,0.696899,-15.9831,0.128353,0.0507776,0.425135,1480.1,0.0283784,782.983,270.58935546875,64000,1554.15
0.220922,0.904915,4.26546,3176.53,434.136088615,1.07533,-0.136876,-4.3034,440.080254821,596.281,11.3954,371.0784881290001,57.2036,2680.27,2.42878,1596.91,-1.6547,25.9068,-0.42899,268000,-1591.33,0.194462,70.08844380399933,13.504264831542969,7929.469335329996,12221,448.65974441100116,16,9.59478,808.265,2663.44,7.492812478001724,0.0256994,0.10686,2.84967,-15.9739,0.0738239,0.0440398,0.575923,1513.87,0.0238849,778.815,135.0426483154297,68000,1693.84
0.224728,0.606605,4.67553,3471.16,612.645856304,1.08206,-0.297993,-4.75988,607.721425379,557.448,5.35506,371.6695325849996,55.9729,2603.38,2.66951,1664.38,-1.73027,20.6896,-0.430504,272000,-1670.78,0.263401,67.95683285800078,12.260587692260742,8379.297256562,12387,446.9878440140037,17,10.7644,799.326,2580.26,7.3614785710033175,0.0551354,0.0518171,1.06889,-17.3648,0.0708214,0.0455335,0.389444,1572.85,0.024526,758.923,122.60587310791016,72000,1694.41
0.207933,1.85936,5.25783,3665.71,532.087078446,1.00868,-0.0656694,-4.06657,527.519712601,552.138,5.89001,371.68023736599935,53.5712,2531.24,0.95639,1438.09,-1.6411,6.25322,-0.40637,276000,-1431.64,0.257206,70.79749272800109,11.56891918182373,8825.762659593996,12544,449.7651420289985,18,9.35842,749.332,2516.35,7.28741193499809,0.0556704,0.043554,0.629815,-14.3945,0.109365,0.0403572,0.287272,1377.41,0.0274235,721.805,115.6891860961914,76000,1683.86
0.215424,1.53376,5.49669,2704.6,529.140195069,0.974097,-0.178761,-4.30895,516.247192835,597.548,-2.85782,371.8330861890008,54.1719,2385.07,0.304741,1494.23,-1.58194,16.653,-0.400667,280000,-1494.64,0.259541,67.49821737899947,9.465686798095703,9272.154897574996,12694,446.5393420909986,19,9.70698,734.719,2387.33,7.208038522998322,0.0166743,0.0840366,1.15045,-17.6003,0.0787558,0.0450566,0.396531,1426.61,0.0283964,699.379,94.65686798095703,80000,1831.92
0.209381,1.6088,4.29682,2314.0,745.21692658,1.00711,-0.0705369,-6.60763,729.192908625,557.524,2.32714,373.20171946900155,51.8786,2354.34,0.931838,1460.12,-1.72736,15.4936,-0.409476,284000,-1444.71,0.259826,67.35151882600076,13.326804161071777,9727.209454876995,12833,447.6690376440001,20,10.3829,728.379,2329.42,7.115799348997825,0.0383452,0.0934195,1.9703,-16.3753,0.0768414,0.041703,0.451864,1377.35,0.024752,699.744,133.26803588867188,84000,1395.77
0.208499,0.755433,6.11687,3255.11,705.729899611,0.955927,-0.218615,-4.58679,698.420493679,580.646,6.58937,371.8221840419992,61.3678,2378.93,-0.154826,1368.74,-1.9107,13.4494,-0.397167,288000,-1376.2,0.227028,74.73762494900075,15.519868850708008,10179.923204157998,12961,453.7324521210012,21,9.26334,700.592,2387.25,7.172643130001234,0.0623978,0.0596537,1.28535,-16.2094,0.0626475,0.0441352,0.323905,1321.92,0.028784,682.717,155.1986846923828,88000,1259.11
0.207929,1.12461,5.02365,3058.29,654.646890979,0.956437,-0.0418343,-4.27914,622.703388496,543.023,3.55047,372.7531171729988,49.5356,2253.51,-0.136503,1258.91,-1.5008,20.5721,-0.394476,292000,-1258.19,0.21892,73.71925852200002,10.48639965057373,10632.445331282,13081,453.7940387769995,22,8.6484,644.434,2248.52,7.3216630820006685,0.452946,0.064732,1.16893,-16.3771,0.0553154,0.0452352,0.406877,1214.81,0.0311905,624.397,104.8639907836914,92000,1018.1
0.215007,1.60987,5.33209,2729.57,652.505934728,1.00766,-0.159308,-4.50956,674.189850075,574.972,4.61213,372.31654183499995,57.21,2351.86,0.91135,1453.92,-1.69112,10.8592,-0.409816,296000,-1474.72,0.239775,72.4478331070004,13.145621299743652,11087.576897768999,13199,452.06839814999876,23,10.4052,719.29,2357.86,7.304023207998398,0.425752,0.0600302,1.26948,-16.0981,0.0722856,0.0463447,0.420836,1399.44,0.0292607,684.871,131.45620727539062,96000,1533.97
0.217896,1.38898,5.42144,2337.64,564.217750763,1.02762,-0.137205,-5.58088,614.262427943,560.158,6.54896,372.6392962609989,54.9826,2426.03,1.41943,1474.38,-1.84169,-1.32642,-0.418221,300000,-1464.77,0.250011,75.51111689199934,14.323936462402344,11536.033113696998,13326,455.6414383950014,24,10.4145,731.829,2393.18,7.491025242003161,0.204299,0.034189,1.93745,-15.4372,0.084548,0.0435166,0.478717,1393.53,0.0221608,709.479,143.23936462402344,100000,1331.56
0.217409,0.889387,4.78383,2944.06,505.993600985,1.00132,-0.0674888,-4.43942,573.14938502,581.224,-10.795,370.994075704999,61.0188,2381.19,0.484179,1460.9,-1.76047,13.0525,-0.401351,304000,-1453.88,0.198877,68.32679341600124,14.350041389465332,11985.453704409003,13464,446.7244087720028,25,9.97482,708.299,2360.37,7.403539651002575,0.112509,0.0638698,2.60921,-17.9911,0.0652101,0.0455177,0.445546,1387.9,0.0282203,683.835,143.5004119873047,104000,1496.76
0.20888,0.74467,4.48806,2525.76,623.560770543,0.967945,-0.0669132,-4.6901,630.820171264,571.586,6.62556,372.1742091870001,55.4649,2340.25,-0.239569,1305.69,-1.71432,23.1957,-0.40441,308000,-1301.5,0.173645,71.02323422200061,10.731338500976562,12436.128781508003,13593,450.4758112230029,26,9.20944,648.411,2324.73,7.278367814002195,0.104475,0.0807982,1.74695,-18.4633,0.0421633,0.0433943,0.384674,1253.44,0.0290692,635.582,107.31338500976562,108000,1074.05
0.222303,1.02482,4.91726,2154.71,663.658019704,1.03868,-0.187914,-5.26102,660.986700675,580.408,-2.05472,371.5863467069994,63.5631,2304.92,1.33206,1419.71,-2.12291,14.9185,-0.415281,312000,-1429.32,0.189073,71.22308530800001,12.66995906829834,12887.973485745004,13714,450.0621794710023,27,10.9394,723.535,2299.9,7.252747456002908,0.224218,0.0480357,2.00137,-16.5634,0.0840413,0.0449436,0.406257,1353.12,0.0261542,690.984,126.6995849609375,112000,1378.45
0.217386,0.224587,4.93805,2683.87,602.192183462,0.981651,-0.121989,-4.83797,581.587997931,566.5,-27.9249,371.43461635600033,61.8042,2414.1,0.425853,1369.7,-1.7965,-4.74688,-0.411705,316000,-1356.34,0.241093,73.00688124499902,14.723294258117676,13339.026783420999,13840,451.67000281899345,28,9.80762,661.771,2400.64,7.228505217994098,0.0465168,0.0388111,1.2461,-17.1662,0.0273484,0.0454129,0.412961,1306.68,0.0301133,635.453,147.23294067382812,116000,1766.08
0.216096,0.677619,4.39316,2476.19,667.978037649,0.956932,-0.0619662,-5.75948,683.726539757,575.199,3.41283,372.7509056179988,71.337,2293.12,-0.164094,1329.14,-1.83139,16.5785,-0.404736,320000,-1324.49,0.212186,72.38979372699941,10.116860389709473,13792.277246090998,13975,452.40075453200006,29,10.4196,672.206,2282.05,7.2600551870018535,0.0646591,0.0564432,1.20248,-14.7722,0.0420318,0.0448692,0.410311,1272.78,0.0308217,652.67,101.1686019897461,120000,1332.82
