Policy log std Std,Z mean eval,Policy mu Max,QF Loss,AverageReturn_all_train_tasks,Policy mu Std,R Predictions Min,Policy mu Min,AverageReturn_all_test_tasks,RF Loss,Q Predictions Min,Train Time (s),Log Pis Max,V Predictions Max,Log Pis Mean,V Predictions Mean,Policy log std Min,V Predictions Min,Policy log std Mean,Number of env steps total,Policy Loss,Policy mu Mean,(Previous) Eval Time (s),KL Loss,Total Train Time (s),Number of rollouts total,Epoch Time (s),Epoch,Log Pis Std,Q Predictions Std,Q Predictions Max,Sample Time (s),Policy log std Max,Z variance train,Z mean train,Log Pis Min,Z variance eval,R Predictions Std,R Predictions Max,Q Predictions Mean,R Predictions Mean,V Predictions Std,KL Divergence,Number of train steps total,VF Loss
0.213745,0.865377,4.40115,2550.91,583.132742186,0.936393,-0.0681107,-5.42223,570.071417188,571.553,4.735,371.57593123199877,49.4474,2325.18,-0.613616,1224.35,-2.01273,-3.22977,-0.405168,324000,-1217.86,0.212306,73.2402631900004,12.362820625305176,14240.905184286996,14117,452.10711483700106,30,9.11288,603.545,2260.29,7.290920415001892,0.234034,0.0693332,1.24288,-15.1621,0.0361349,0.04576,0.405552,1171.86,0.0317532,586.668,123.62820434570312,124000,1106.04
0.212569,1.32509,5.34876,2521.58,627.841067059,0.988862,-0.171456,-4.96882,656.420615288,549.183,-8.91141,372.33853426599853,55.6871,2296.93,0.572628,1438.03,-2.0217,-1.60649,-0.412477,328000,-1439.42,0.247586,69.76153969100051,12.646336555480957,14691.864378582992,14254,449.20524120099617,31,10.0634,680.375,2289.67,7.10516724399713,0.0953894,0.0311231,0.594069,-16.813,0.0523037,0.0470537,0.47738,1376.43,0.028196,652.315,126.46336364746094,128000,1176.58
0.216693,0.754247,5.02447,2165.01,764.257425066,0.984074,-0.16455,-4.60518,763.538857853,577.618,-3.35701,371.97138955599985,57.0916,2376.85,0.282012,1317.14,-2.0145,7.92863,-0.419462,332000,-1317.77,0.221921,71.51655963699886,13.662930488586426,15147.148990690986,14373,450.7907331279948,32,10.4565,668.175,2359.01,7.302783934996114,0.0495102,0.0260234,2.57394,-15.9658,0.0363285,0.0452357,0.378272,1262.66,0.0286096,653.156,136.62930297851562,132000,1001.27
0.208439,0.849826,5.30243,2915.46,734.74953413,0.935021,-0.141366,-5.56878,736.956709144,575.098,-13.5086,372.214374838999,54.8817,2331.68,-0.664407,1233.49,-1.69071,16.6644,-0.403064,336000,-1232.0,0.209466,76.01052819699908,12.00896167755127,15604.20841656599,14491,455.36096383400036,33,8.91731,634.282,2315.12,7.1360607980022905,0.072038,0.0605991,1.89879,-16.6404,0.0325589,0.0452478,0.371718,1183.88,0.0338495,618.652,120.08961486816406,136000,943.934
0.212199,0.540685,7.13671,3432.95,744.490191155,0.982951,-0.111087,-7.05443,726.613509091,558.54,8.42835,372.2206904420018,75.5692,2763.97,0.267983,1323.8,-2.05486,-1.88521,-0.41359,340000,-1322.08,0.227886,77.70935723799994,16.188146591186523,16057.244709057992,14606,457.26389462500447,34,10.3405,673.549,2933.77,7.333846945002733,0.0635436,0.0305086,2.24158,-15.3112,0.0321046,0.0422836,0.567842,1272.85,0.0297292,663.508,161.88145446777344,140000,1444.93
0.205279,0.896446,5.43745,2285.22,655.283289341,0.933211,-0.0791817,-7.88387,665.418672151,568.104,-3.96564,371.3102555519981,53.3492,2338.59,-0.66291,1268.89,-2.0065,16.6564,-0.404835,344000,-1278.23,0.232404,73.48273207400052,11.107884407043457,16507.64439925898,14736,452.212809209992,35,8.92774,637.017,2332.69,7.4198215839933255,-0.0280788,0.0354755,0.775569,-14.7532,0.0429591,0.0439032,0.405536,1230.01,0.0314047,622.672,111.07884216308594,144000,1034.57
0.220803,0.54524,6.99957,2086.67,813.592220225,1.00817,-0.126508,-5.73706,816.34711047,550.663,3.08135,370.27501318899886,68.3125,2519.52,0.876949,1330.24,-2.08407,13.2291,-0.421234,348000,-1337.18,0.219116,71.67001903299752,13.480841636657715,16962.72052724997,14846,449.23879662598847,36,10.6936,708.577,2514.92,7.2937644039921,0.00438696,0.0384277,0.788653,-15.8131,0.0509467,0.0428874,0.463437,1268.42,0.03026,684.855,134.80841064453125,148000,1181.98
0.216798,1.52015,6.62091,2333.55,685.005087657,1.00055,-0.117558,-5.29843,651.320875721,563.17,-7.79792,371.40082261899806,66.317,2531.43,0.659093,1442.57,-1.91394,14.8986,-0.412846,352000,-1436.15,0.210544,77.50769255799969,16.699913024902344,17412.47180869898,14959,456.03787759500847,37,10.8205,739.371,2514.44,7.1293624180107145,0.00693372,0.0380022,0.925132,-16.7194,0.0430755,0.0445102,0.434674,1383.61,0.0299607,721.141,166.99913024902344,152000,1107.62
0.219021,1.24981,7.16539,3515.55,683.160017902,1.00768,-0.171027,-6.55419,713.536330523,568.972,11.3228,371.84917267700075,70.8326,2536.24,0.674867,1452.57,-2.04114,4.58113,-0.415316,356000,-1447.35,0.217665,71.22150725300162,16.712276458740234,17865.137321234986,15072,450.1256955680001,38,10.7901,737.696,2519.1,7.0550156379977125,0.0394304,0.0327505,0.473142,-16.6139,0.052901,0.0411447,0.341787,1387.73,0.025871,724.637,167.1227569580078,156000,916.34
0.214085,0.806374,5.29692,3053.15,692.396427372,0.948152,-0.211638,-6.99724,744.349520858,589.421,-1.6777,371.0803580699976,70.197,2674.73,-0.356519,1304.74,-2.13806,1.15842,-0.409709,360000,-1309.56,0.208094,73.76223117700283,13.089723587036133,18319.05625162298,15192,452.1213172039934,39,9.60709,684.113,2662.33,7.278727956992952,0.0307884,0.0323242,0.850376,-15.1945,0.0413637,0.039292,0.323967,1260.85,0.0285439,678.003,130.89723205566406,160000,1197.52
0.214397,0.399616,5.48884,2413.69,706.011529316,0.970474,-0.0671469,-4.92122,698.692289271,590.343,2.30264,372.3230986039998,59.627,2781.46,-0.0682542,1423.28,-1.98372,11.8503,-0.407873,364000,-1424.5,0.241432,75.56035773799886,16.021818161010742,18768.313050450975,15306,454.97374925299664,40,10.4305,735.478,2760.36,7.0902929109979596,0.00620498,0.0291909,0.424998,-16.1063,0.0424825,0.0425973,0.521528,1368.08,0.0311348,721.669,160.21817016601562,164000,987.955
0.22565,0.969038,6.39038,3474.87,671.402582638,0.991956,-0.0916043,-5.95577,642.118024871,576.823,-30.4383,371.15797321300124,69.4988,3859.82,0.115165,1473.07,-2.24205,26.4004,-0.416214,368000,-1468.35,0.175791,69.84399279399804,34.28218460083008,19215.902098372986,15425,448.2454922750039,41,10.938,859.201,3768.11,7.2435262680046435,0.164781,0.0557098,1.03822,-16.4174,0.0256949,0.0402799,0.311289,1418.48,0.0305018,849.538,342.82183837890625,168000,1651.61
0.212322,0.564691,4.93468,2325.27,650.051956795,0.965069,-0.0921476,-6.66303,678.714286764,542.933,-1.89002,372.9483682739992,61.0074,2610.3,-0.16409,1317.9,-1.71354,4.66764,-0.405349,372000,-1318.99,0.184639,69.18797514199832,22.07500457763672,19667.32870539198,15553,449.27205161199527,42,9.32934,710.362,2600.61,7.135708195997722,0.139832,0.0431369,1.33493,-17.4526,0.0453262,0.0409965,0.391222,1265.31,0.0303662,702.269,220.7500457763672,172000,1075.75
0.207394,0.758744,5.44186,2483.45,543.544056847,0.945782,-0.178653,-4.69738,565.041219739,576.916,7.68011,370.4895125669973,51.6805,2512.93,-0.689546,1297.66,-1.85917,-39.3201,-0.411186,376000,-1298.43,0.150208,71.34328769499916,10.95887279510498,20111.64058722298,15682,449.2371388429965,43,8.9279,659.315,2505.01,7.404338581000047,0.221485,0.0401511,0.625718,-14.3507,0.036337,0.0430128,0.346944,1245.16,0.0336413,641.277,109.5887222290039,176000,1178.35
0.206174,0.915485,5.19469,2722.41,673.351110227,0.916731,-0.211699,-4.91102,723.988854097,582.93,-34.7479,372.2504025189992,50.4421,2262.01,-1.18968,1301.05,-1.92343,-0.35833,-0.39618,380000,-1305.22,0.15826,66.4184835240012,9.276651382446289,20563.36099102899,15803,445.9216954010117,44,8.41595,635.041,2243.48,7.252809358011291,0.110384,0.0416632,0.754603,-16.798,0.0367575,0.040949,0.326088,1263.96,0.0347657,627.846,92.76651000976562,180000,1248.01
0.200647,0.758418,4.61406,2022.84,807.654224759,0.870331,-0.0672687,-5.33205,796.102307437,563.237,8.55452,370.94721521300016,59.5869,2008.5,-1.80502,1161.95,-1.87871,16.0593,-0.393999,384000,-1165.54,0.201944,72.21814761999849,9.093256950378418,21017.697231486985,15918,450.4942164569984,45,7.45035,606.918,2002.47,7.328853623999748,-0.00682478,0.0400878,0.817179,-16.0646,0.018021,0.0389004,0.343245,1131.41,0.0324919,600.295,90.93257141113281,184000,638.107
0.213944,0.446395,4.72035,2164.94,742.302652279,0.949655,-0.0701662,-4.88472,789.734533664,578.894,3.56429,371.9387703050015,48.1658,2883.86,-0.370368,1248.11,-1.73974,20.4624,-0.416799,388000,-1242.85,0.188555,76.061279061003,10.22738265991211,21472.776731320988,16029,455.2364214640038,46,8.90337,657.216,2755.52,7.236372097999265,0.0232766,0.0273369,1.02008,-15.5208,0.0254904,0.0404528,0.288571,1201.54,0.0322638,645.738,102.2738265991211,188000,859.428
0.22149,0.391807,5.75239,2603.9,674.333648957,0.985677,-0.213264,-4.70785,697.521109189,583.748,-32.9466,370.80692066300253,70.2628,2883.04,0.251822,1421.26,-1.98488,0.419125,-0.411017,392000,-1426.36,0.199603,75.90428913100186,19.372602462768555,21922.194345539992,16146,453.84940726800414,47,10.5372,777.92,2919.47,7.138197473999753,0.0967811,0.026215,0.802222,-16.0722,0.0394058,0.0399959,0.405122,1368.09,0.0282046,776.311,193.72601318359375,192000,1553.74
0.213797,0.789115,5.8494,2596.34,671.804757289,0.90892,-0.0508086,-5.74477,720.960529174,572.303,7.53506,371.6661483129974,57.8421,2045.62,-1.37577,1167.02,-2.17169,7.23323,-0.396537,396000,-1165.62,0.144226,71.47328180600016,8.885147094726562,22373.53705884499,16261,450.39704028899723,48,8.48784,605.679,2033.73,7.25761016999968,0.169959,0.0603837,1.74831,-17.6445,0.0439352,0.0422387,0.378022,1129.67,0.0322601,601.007,88.85147094726562,196000,852.774
0.240213,0.830826,6.49564,4077.26,711.334783666,1.05273,-0.264236,-6.02433,771.552199273,569.475,0.221552,371.54344968900114,62.7617,3687.39,1.19319,1627.11,-2.20836,6.13362,-0.417746,400000,-1601.17,0.130613,72.41966262500137,53.7548713684082,22828.014573837987,16367,451.0376618400005,49,11.2466,978.715,3633.94,7.074549525998009,0.0976247,0.0313927,4.68092,-15.8618,0.050503,0.0412529,0.346701,1526.94,0.0291527,972.26,537.5487060546875,200000,2854.93
0.227757,0.330357,6.65564,2862.95,686.458088744,0.985959,-0.0587821,-5.50955,724.8485284,554.168,-8.50349,372.98377500999777,62.2293,4211.99,0.0897179,1351.67,-1.91737,-2.78811,-0.418654,404000,-1356.44,0.127836,75.85997438699997,27.583770751953125,23281.046122489977,16476,456.1319946879994,50,9.91064,798.845,4327.63,7.288245291001658,0.232098,0.0391112,5.99189,-17.1586,0.0272195,0.0433341,0.334746,1307.47,0.0339072,790.557,275.83770751953125,204000,1582.15
0.21997,0.45177,5.9324,2487.27,804.490474079,0.957153,-0.132297,-5.55016,830.625542267,578.966,-3.23992,370.99350361300094,63.8865,3535.45,-0.549678,1369.01,-1.91972,-15.7862,-0.404531,408000,-1366.03,0.154605,72.76051432700115,20.064340591430664,23732.963006968992,16579,450.82250851300705,51,9.5397,797.321,3494.93,7.068490573004965,0.111185,0.0419592,1.1318,-19.3194,0.0199865,0.0425037,0.334634,1315.07,0.0333238,793.635,200.64340209960938,208000,1034.11
0.214822,0.500193,4.66705,2022.95,804.796625076,0.955585,-0.0674782,-5.57009,852.773147203,576.378,-0.367508,370.6109719670021,50.2968,2277.97,-0.313777,1264.29,-1.92568,-2.20809,-0.415869,412000,-1260.79,0.160174,73.85540992900133,8.895817756652832,24185.130581926995,16681,451.9118691780059,52,8.55335,655.054,2253.36,7.445487282002432,0.25134,0.0208787,0.332241,-16.3441,0.0248397,0.0433887,0.431467,1220.46,0.0326287,649.259,88.95817565917969,212000,706.739
0.231221,0.654923,5.66793,2143.43,826.562862393,1.04584,-0.209734,-6.40714,819.39835173,584.851,-4.79463,373.415475365,65.1633,2894.12,1.48549,1487.91,-2.7492,0.705093,-0.438549,416000,-1483.24,0.163056,74.11174131400185,22.344350814819336,24642.196164450994,16778,454.91692890899867,53,11.4699,791.206,2884.98,7.389712229996803,0.114933,0.0209795,2.48726,-16.2485,0.0157581,0.044181,0.341414,1414.9,0.0303296,773.83,223.44349670410156,216000,1132.95
0.225619,0.257473,4.64318,2024.56,680.151495566,0.946402,-0.048398,-5.96343,676.724639962,576.818,5.86349,372.39865177499814,49.564,2492.29,-0.485048,1333.49,-2.02545,20.7982,-0.426207,420000,-1337.35,0.167783,76.26101694299723,12.697723388671875,25093.720185834994,16889,456.05101493999246,54,8.86345,684.529,2477.25,7.3913462219970825,0.0756823,0.0215476,1.3279,-15.4959,0.0319691,0.0415571,0.369232,1285.87,0.0326066,668.944,126.97723388671875,220000,727.792
0.225072,0.267795,6.14203,2173.38,764.935972771,0.970881,-0.141109,-7.61975,842.137170436,555.648,12.4367,371.7547424470031,69.2733,2565.76,-0.137173,1403.24,-1.94003,-1.21459,-0.422142,424000,-1400.97,0.170764,71.73480302099779,11.013762474060059,25549.57186850399,17001,450.4839807139979,55,9.88465,696.848,2583.36,6.9944352459970105,0.0960425,0.0323144,1.925,-15.6834,0.0372576,0.0416947,0.370567,1353.99,0.0295427,676.676,110.13761901855469,224000,936.896
0.221325,0.654812,5.03617,3652.67,561.292401824,0.950276,-0.0462192,-5.29538,416.406497912,570.523,10.4732,373.0151936270013,57.7191,2264.91,-0.422462,1325.94,-2.17774,-10.5994,-0.430853,428000,-1315.09,0.140582,77.10365083900251,7.738683223724365,26000.218798394995,17157,457.3637896580076,56,9.452,644.645,2256.74,7.244945192003797,0.510481,0.0359801,0.376588,-17.583,0.0832634,0.0432101,0.441042,1280.38,0.0337724,630.357,77.38683319091797,228000,1884.57
0.194613,2.471,4.31907,4707.18,664.708709547,0.958408,-0.042031,-5.95809,604.190881826,558.783,19.8597,371.16594907499893,57.1034,3192.34,-0.614792,1340.98,-1.96343,-14.2301,-0.386125,432000,-1366.28,0.162724,70.38739894899845,14.818163871765137,26451.648910971002,17283,448.9525662570013,57,8.55374,728.867,3177.04,7.399218233003921,0.0575208,0.0644271,1.62782,-15.305,0.0577071,0.0425905,0.371993,1328.6,0.0342673,716.274,148.181640625,232000,3285.88
0.194372,1.3457,5.31261,4209.4,696.947150214,0.9744,-0.0673693,-6.2263,671.396359586,582.53,-3.94307,372.8467399919973,53.0638,3581.28,-0.109785,1370.03,-1.64358,-12.2133,-0.407001,436000,-1345.99,0.151471,72.86550738300139,42.681373596191406,26907.55345333199,17388,453.0080863749936,58,8.04073,773.722,3561.85,7.295838999994885,0.157326,0.0799204,2.06788,-15.8515,0.123268,0.0400867,0.354253,1297.11,0.0358898,773.366,426.813720703125,236000,2525.36
0.204248,0.619692,5.27431,2475.86,771.218911543,0.933657,-0.0386719,-4.79698,767.85562552,572.413,3.92626,372.34033922699746,46.9068,2074.19,-0.528612,1287.38,-1.70949,12.8002,-0.414545,440000,-1287.45,0.189573,75.76287203500033,7.34990930557251,27365.70201207799,17488,455.32088343399664,59,7.5176,627.688,2083.07,7.217672171998856,0.0902044,0.0678854,0.577133,-15.2932,0.0628024,0.0404725,0.426224,1247.12,0.0337359,615.469,73.49909210205078,240000,860.345
0.225242,1.08353,5.8091,2730.34,749.4370274,0.956959,-0.208178,-5.64426,776.525943333,563.261,16.5387,370.88218046600014,59.0921,4419.35,-0.392711,1513.51,-1.97659,-2.37345,-0.427932,444000,-1517.24,0.145193,78.59155653700145,25.131563186645508,27822.10808790499,17595,456.5117304850064,60,9.1526,915.867,4397.5,7.037993482004822,0.0807835,0.0936147,7.74995,-18.0956,0.0279275,0.0426665,0.332431,1462.69,0.034038,917.737,251.3156280517578,244000,962.234
0.212608,0.39411,5.44139,3033.81,919.441056165,0.992435,-0.226096,-5.62665,895.99951364,584.918,-0.228371,372.8217553450013,61.7473,4059.12,0.879021,1526.63,-1.86187,-3.12763,-0.439876,448000,-1525.86,0.244544,78.48594661899915,41.142311096191406,28274.059133644994,17688,458.707916845,61,8.90985,916.289,4039.6,7.400214880999556,0.0634823,0.0278954,0.491342,-17.9713,0.0132374,0.0463515,0.416937,1465.77,0.0338162,913.807,411.423095703125,248000,866.583
0.22842,0.311567,5.74699,2405.64,881.865030963,0.941993,-0.0368624,-4.959,931.639698551,582.439,-0.831057,370.50133283000105,52.8124,2544.55,-0.282344,1395.6,-2.17979,15.9158,-0.4403,452000,-1389.89,0.154065,71.73023088800255,11.837286949157715,28722.309158652002,17777,449.44474018100664,62,8.34063,689.241,2524.1,7.2131764630030375,0.0616435,0.0155584,0.57141,-16.0316,0.0272141,0.0383566,0.353606,1352.07,0.0336485,675.72,118.37286376953125,252000,999.83
0.219621,0.294458,4.4499,2217.39,815.601762611,0.913483,-0.0460678,-4.90163,831.326102739,584.826,-9.67896,372.3715876290007,40.7589,2129.85,-1.01048,1310.69,-1.71477,13.5297,-0.419489,456000,-1316.96,0.143195,70.53619867599991,6.869473934173584,29184.17454350599,17875,450.2763377419906,63,7.86524,657.973,2120.3,7.3685514369899465,0.143727,0.0315188,0.248163,-16.4328,0.0510092,0.0419305,0.421182,1270.24,0.0378048,648.216,68.69474029541016,256000,856.043
0.225642,1.12427,5.16837,2119.61,559.424971283,0.947087,-0.0534116,-5.49918,431.603779251,575.825,-0.220924,371.0741964120025,70.9173,2567.35,-0.308626,1399.79,-2.03951,-8.57012,-0.439307,460000,-1399.42,0.175661,82.12582495400056,6.186797618865967,29631.76412323699,18020,460.5406098259955,64,8.84963,685.93,2534.19,7.340588459992432,-0.0326086,0.0460894,0.382525,-22.0082,0.069859,0.0418781,0.430152,1348.01,0.0332615,674.462,61.86797332763672,260000,840.653
0.209329,0.379369,4.6745,3022.18,869.963237632,0.91785,-0.0484772,-6.86951,919.985345098,559.782,6.96456,370.8164530619979,43.8579,2972.91,-0.927949,1345.28,-2.22825,-11.0437,-0.417551,464000,-1351.52,0.159663,69.17582801000026,6.970033168792725,30079.62226092898,18126,447.39448303199606,65,7.73855,676.326,2736.94,7.40220195999791,0.00131509,0.0676002,0.850948,-17.4427,0.0489544,0.0408263,0.416897,1330.22,0.0346804,663.959,69.70033264160156,264000,1321.08
0.223254,0.915363,4.4321,2461.2,796.464223516,0.951765,-0.0379276,-8.73947,811.057303146,557.672,5.04492,372.8088024380013,47.4114,2354.45,-0.369266,1352.81,-2.46411,28.5369,-0.423133,468000,-1349.97,0.122844,69.63987486599945,6.9231486320495605,30533.558093008975,18216,449.84655332299735,66,8.36935,696.911,2336.0,7.397876018996612,0.124081,0.0444978,1.38894,-16.7413,0.0433006,0.0416378,0.33369,1300.74,0.0326085,687.942,69.23148345947266,268000,939.113
0.230712,0.565844,5.79463,5230.27,703.257139926,1.01821,-0.0561269,-6.26502,683.441049634,588.183,10.0552,372.4752281100009,58.3893,3659.51,1.11627,1437.79,-1.91004,-7.43979,-0.448922,472000,-1457.47,0.167827,73.73021048699957,20.443166732788086,30984.16591065098,18314,453.32180951599366,67,10.5106,853.281,3664.43,7.116370918993198,0.123639,0.0454469,0.472193,-16.7158,0.0672008,0.0450166,0.407165,1425.81,0.0334286,837.611,204.43167114257812,272000,2255.12
0.227926,0.657969,5.38884,4789.54,718.246085361,1.04043,-0.0462559,-6.77979,797.766931136,575.325,0.125792,372.95588861099895,69.839,6012.8,1.0264,1631.59,-2.1632,13.999,-0.441234,476000,-1644.03,0.124206,71.01752868300173,53.49210739135742,31439.83928934799,18424,451.2183885790073,68,11.3282,1143.0,5805.02,7.2449712850066135,0.102417,0.0702504,0.913584,-16.4439,0.0631397,0.0388223,0.431179,1585.83,0.0315632,1169.8,534.9210815429688,276000,2721.51
0.214973,1.01715,4.3503,3375.76,866.61860809,0.940558,-0.0674072,-5.16245,822.700899576,561.663,-2.10168,372.18482758400205,48.8974,3626.4,-0.321227,1486.79,-2.07807,22.7363,-0.43376,480000,-1512.33,0.184642,75.47273254600077,14.873961448669434,31891.090765094003,18520,454.65392622401123,69,8.36973,784.776,3620.76,6.996366094008408,0.0207414,0.061671,0.828119,-15.252,0.111793,0.0396864,0.325149,1466.2,0.0326348,775.338,148.73960876464844,280000,1955.95
0.223222,0.250485,5.23173,3701.0,879.710025007,1.03968,-0.0699038,-6.54193,885.474120132,577.936,-36.4201,371.662450677999,75.5702,7404.59,1.45997,1752.4,-2.15017,30.0381,-0.434984,484000,-1755.5,0.188244,72.07155859799968,88.0972671508789,32346.73938443301,18609,451.00322958101606,70,11.153,1540.53,7350.93,7.26922030501737,0.00292075,0.122873,0.97473,-15.2597,0.0347921,0.0389445,0.314238,1684.87,0.0301206,1580.63,880.97265625,284000,1971.92
0.222874,0.509526,4.87762,2262.18,904.18426032,0.930634,-0.0384476,-5.26594,893.074488096,591.51,12.9451,371.97787231600523,47.5714,2983.42,-0.727231,1396.22,-1.83956,14.3417,-0.424444,488000,-1393.66,0.155999,76.71724628800439,6.733595371246338,32800.314619602024,18693,456.2152231630025,71,8.17549,671.191,3032.47,7.520104558992898,0.0964403,0.0416897,0.203091,-16.1093,0.0350772,0.0387563,0.353649,1352.26,0.0330206,662.123,67.33595275878906,288000,693.622
0.236001,1.67139,6.27319,2613.02,558.004333345,0.973008,-0.0374236,-6.02698,568.129530214,563.504,-17.6422,371.97162403299444,59.2388,3992.15,0.30974,1487.23,-2.20662,19.76,-0.445141,492000,-1485.18,0.154777,74.07853148899449,27.356332778930664,33248.08516238902,18811,453.57753506901645,72,9.3751,880.068,3971.76,7.527379547027522,0.170243,0.0499612,0.532611,-15.2426,0.0513442,0.0397847,0.380469,1437.93,0.0320296,879.069,273.5633239746094,292000,983.22
0.203267,0.336167,5.29906,5795.05,886.285584898,0.980039,-0.111542,-5.20485,933.792535403,579.769,-15.1482,370.97950377300003,57.7518,5165.5,0.453738,1683.51,-2.02316,8.38064,-0.423501,496000,-1685.07,0.218973,68.27247582899872,101.27313995361328,33696.377356387005,18911,446.63270136198116,73,8.72018,1111.5,5162.62,7.380721759982407,0.104155,0.0229359,6.75947,-17.916,0.027474,0.0427244,0.339067,1633.19,0.0321725,1114.95,1012.7313842773438,296000,1763.92
0.217587,0.299424,4.94156,3008.07,845.350253368,0.922763,-0.0516556,-4.05575,885.602648941,578.65,-1.23214,372.42690268400474,50.8188,2361.43,-0.807141,1429.83,-1.75366,12.6648,-0.428569,500000,-1441.88,0.104816,69.93252923900582,10.672385215759277,34151.84361566401,18999,449.4442671709912,74,7.79774,700.419,2352.44,7.0848352479806636,-0.00608709,0.0228533,0.220317,-18.0831,0.0318348,0.0381564,0.336161,1403.98,0.0311201,685.517,106.7238540649414,300000,1056.24
0.223874,0.93071,4.71835,5409.83,843.789833039,0.971132,-0.0381067,-6.65593,817.872951135,573.471,3.02606,371.6435035510003,58.4972,2481.88,0.0473693,1447.45,-1.72874,16.279,-0.430726,504000,-1460.24,0.14255,75.955511527005,8.548225402832031,34600.64132754302,19093,454.9634386250109,75,8.75593,730.756,2570.53,7.364423547005572,0.0850703,0.0575842,0.8426,-16.724,0.0655073,0.0392206,0.335929,1411.42,0.0325975,714.231,85.48225402832031,304000,1390.35
0.223675,4.80509,6.20266,5065.42,714.768384488,0.94217,-0.038943,-6.3433,736.736207596,565.174,-15.0845,372.10900298199704,63.6581,2649.59,-0.466168,1432.95,-2.27952,-10.9673,-0.415655,508000,-1427.88,0.172734,69.79045188299642,9.019930839538574,35055.88193088801,19196,449.0520465439986,76,8.64504,737.961,2640.84,7.152591679005127,0.0384502,0.0728872,0.772738,-15.6708,0.0673589,0.0387157,0.396804,1394.14,0.0314154,727.959,90.19930267333984,308000,1368.85
0.222888,0.408022,8.21604,9618.35,757.652860494,1.12476,-0.0944116,-5.52915,781.666779304,568.512,20.4019,372.4476217249976,76.5807,6713.69,3.43302,2065.25,-1.77676,9.07184,-0.456855,512000,-2074.16,0.215608,75.98029070100165,149.3721160888672,35507.16905699402,19295,455.5763869689981,77,10.2692,1509.57,6572.35,7.148474542998883,0.274333,0.0710848,3.13341,-14.7734,0.0494853,0.0426833,0.382007,1998.7,0.0322747,1523.54,1493.7210693359375,312000,3124.74
0.241401,0.225869,4.12352,3611.17,857.929961905,0.98669,-0.0372079,-5.76239,817.009726126,573.998,15.7452,371.8584818189993,67.2024,3273.21,0.742196,1597.71,-1.80914,9.69742,-0.455786,516000,-1606.02,0.157014,71.69164305899903,29.559295654296875,35957.99712376902,19387,450.7559409510068,78,8.58692,863.695,3221.23,7.205816073008464,0.0700208,0.0468598,0.260078,-17.4104,0.0553533,0.0417863,0.367854,1559.87,0.0323939,862.857,295.59295654296875,316000,1437.45
0.255838,3.21765,6.30059,4544.8,828.950337344,1.09424,-0.188251,-8.88802,823.19857699,579.084,-28.0838,372.5449932370029,73.44,5034.85,3.01556,1883.04,-2.60717,-4.71015,-0.493961,520000,-1893.66,0.176008,71.76441100100055,47.3199577331543,36414.24679872101,19472,451.7421492690046,79,11.558,1089.09,4881.51,7.4327450310011045,0.136272,0.0714072,10.1678,-15.7642,0.200097,0.0423016,0.420804,1823.85,0.0311391,1079.71,473.1995849609375,320000,2101.86
0.218137,1.11935,5.57524,4423.55,799.964290189,0.971015,-0.0486036,-4.68733,838.196337644,565.68,5.37466,371.43293917799747,51.3062,3028.53,0.365377,1711.41,-1.75599,21.2361,-0.443664,524000,-1707.41,0.183501,76.27317708700139,41.059871673583984,36867.34157926001,19558,455.09654605899414,80,7.99395,878.056,3008.39,7.390429793995281,0.118118,0.169943,4.54472,-16.7727,0.131036,0.0407802,0.401449,1658.23,0.0332423,865.947,410.59869384765625,324000,1215.8
0.223477,0.336418,3.8674,7192.71,913.669075985,0.959555,-0.0384769,-4.63358,925.642214272,558.445,3.91982,372.5387249869964,41.7134,2851.19,0.0579368,1529.49,-2.06398,16.2335,-0.446721,528000,-1529.4,0.137699,74.27219120099471,9.607447624206543,37318.18725181302,19641,453.87042351300624,81,8.03702,813.286,2628.58,7.059507325015147,0.08884,0.178372,1.68033,-16.7714,0.0844038,0.0418222,0.42089,1487.52,0.0342363,808.075,96.07447052001953,328000,1078.04
0.236645,7.32886,4.39684,3588.1,406.341043751,0.957513,-0.0448322,-6.69037,505.971716775,534.489,8.42875,372.230535212002,48.3965,3891.92,0.0838867,1563.13,-2.47427,25.11,-0.451832,532000,-1558.62,0.176519,71.24819045299955,8.504570007324219,37767.96536613002,19829,450.48082540000905,82,8.52626,768.35,3868.01,7.002099735007505,0.0516953,0.126246,1.03866,-17.6343,0.143902,0.0387574,0.336793,1528.95,0.034702,753.244,85.04570007324219,332000,1344.68
0.259737,0.916947,6.38084,20370.9,610.911743584,1.39429,-0.243156,-5.76281,588.274742988,568.687,-14.6801,372.032389451997,58.3804,6395.54,11.1065,2589.69,-2.23649,13.2617,-0.585092,536000,-2556.45,0.238556,70.54691181599628,107.73270416259766,38215.715851197005,19982,450.20919177497854,83,10.516,1575.57,6341.5,7.629890506985248,0.353398,0.0749339,7.41281,-15.4911,0.0929227,0.0393972,0.322238,2427.12,0.0327958,1603.88,1077.3270263671875,336000,7432.87
0.268076,1.07052,5.16335,17004.2,887.228249592,1.10506,-0.044553,-7.21005,879.89114123,560.01,8.06354,370.8940076229992,55.6806,3953.03,3.35855,2315.4,-2.05184,-6.72137,-0.52393,540000,-2301.52,0.117746,68.08903398900293,8.855374336242676,38660.105170146024,20091,446.38906179102196,84,9.97714,1198.08,3907.59,7.4060201790198334,0.225839,0.0849954,0.916786,-16.9544,0.165762,0.0408236,0.384805,2235.55,0.0336715,1187.52,88.55374145507812,340000,2668.55
