Q Predictions Min,V Predictions Max,Log Pis Max,Policy log std Std,Log Pis Mean,Log Pis Min,V Predictions Min,Z mean train,V Predictions Std,Q Predictions Max,Log Pis Std,Number of rollouts total,R Predictions Std,VF Loss,KL Divergence,Q Predictions Std,QF Loss,Number of train steps total,Policy Loss,Policy mu Mean,(Previous) Eval Time (s),Z variance eval,Sample Time (s),Total Train Time (s),Train Time (s),R Predictions Max,Epoch,R Predictions Mean,R Predictions Min,Policy mu Std,Q Predictions Mean,Z variance train,AverageReturn_all_test_tasks,RF Loss,V Predictions Mean,Policy mu Min,Policy log std Mean,Policy mu Max,Policy log std Max,KL Loss,AverageReturn_all_train_tasks,Epoch Time (s),Policy log std Min,Z mean eval,Number of env steps total
-5361.53,-230.246,9.8707,0.15708,-1.48181,-11.4604,-5432.96,0.218993,517.441,-232.306,2.80386,38000,0.00143262,312.079,62.715782165527344,520.116,1640.99,185000,807.426,-0.0342717,34.84495813772082,0.157199,7.409724262543023,12122.731019318104,24.90278110653162,0.0039528,184,-0.00172498,-0.00600793,0.74514,-810.509,0.644676,-331.840555659,312.055,-798.75,-3.35807,-0.556053,3.26068,-0.0960235,313.57891845703125,-244.267208979,67.15746350679547,-1.30323,0.327116,2050000
-5904.61,-213.598,16.3576,0.168876,-0.788567,-12.2881,-5515.78,0.296175,587.343,-218.368,3.12283,38200,0.00146216,441.506,69.20719909667969,593.288,1803.55,186000,976.513,0.0199657,35.04537090100348,0.151372,7.366212239488959,12190.210903464817,24.69952611066401,0.0038303,185,-0.0014363,-0.00560628,0.810948,-982.511,0.682324,-344.259734059,420.956,-964.832,-3.35899,-0.564718,3.61949,0.118133,346.0360107421875,-229.26123057,67.11110925115645,-1.31989,0.331867,2060000
-5149.75,-188.549,14.2634,0.163169,-1.25887,-9.73102,-5085.5,0.208848,554.004,-181.412,3.07862,38400,0.00142337,234.263,61.63175964355469,554.959,1650.91,187000,833.744,0.0257977,35.414759314619005,0.176863,7.4832751071080565,12257.403340674937,24.422156466171145,0.00398038,186,-0.00176812,-0.00702542,0.76746,-836.9,0.642578,-352.887676997,334.149,-832.368,-3.5202,-0.552385,3.56074,-0.048778,308.1588134765625,-257.315194478,67.3201908878982,-1.29025,0.371312,2070000
-4655.34,-206.969,14.7321,0.164385,-1.05572,-11.4328,-4547.2,0.286486,552.754,-208.343,3.05838,38600,0.00152896,232.993,67.37664794921875,558.227,1720.86,188000,830.222,0.0343301,35.28789320960641,0.16234,7.690210714004934,12324.948011106811,24.92211754526943,0.00301802,187,-0.00155597,-0.00540896,0.78413,-836.527,0.650368,-300.331554485,333.755,-824.865,-3.2547,-0.554076,2.92911,-0.0348654,336.88323974609375,-217.450841766,67.90022146888077,-1.46232,0.376177,2080000
-6102.25,-184.086,16.3812,0.161346,-1.29837,-11.4861,-6098.73,0.344667,611.315,-190.182,2.91309,38800,0.00152172,228.681,58.6357421875,611.872,1914.56,189000,875.598,-0.00805868,34.93273590411991,0.170124,7.370209113694727,12391.396580667235,24.823405113071203,0.0040854,188,-0.00168809,-0.00644703,0.751627,-881.169,0.675736,-321.836713015,353.124,-873.174,-3.20818,-0.557693,2.96953,-0.0464576,293.1787109375,-232.361090841,67.12635013088584,-1.31191,0.376933,2090000
-6158.9,-201.242,18.8473,0.164916,-1.23529,-11.4076,-6144.4,0.226113,649.173,-203.516,2.95901,39000,0.00159329,268.687,66.0730972290039,650.143,1543.48,190000,888.137,-0.041274,34.25567852053791,0.164087,7.254709436558187,12458.606166602112,24.702038599178195,0.00568656,189,-0.0014326,-0.00675406,0.765575,-897.312,0.6598,-331.295206517,348.907,-890.999,-3.34621,-0.555969,3.3115,-0.107361,330.365478515625,-249.631008308,66.2124265562743,-1.4208,0.394825,2100000
-5659.99,-198.527,12.8644,0.163085,-1.30379,-10.5035,-5596.2,0.399784,556.172,-205.669,3.09922,39200,0.0013837,187.239,63.1170654296875,558.315,1536.46,191000,762.581,0.107546,35.25368523504585,0.160335,7.792412963695824,12525.190871893428,24.319253518246114,0.00203958,190,-0.00170525,-0.00620089,0.74713,-769.325,0.616688,-305.871470117,307.893,-759.369,-2.95426,-0.561979,3.7207,0.0181774,315.5853271484375,-219.448743825,67.36535171698779,-1.51747,0.374118,2110000
-3302.69,-210.119,17.4593,0.157171,-1.41345,-9.53979,-3299.39,0.18355,489.567,-219.255,2.90055,39400,0.00160079,207.599,59.637550354003906,488.667,1221.1,192000,749.316,-0.0273834,34.47364798281342,0.164703,7.379993857815862,12591.643586460501,24.865701870061457,0.00370297,191,-0.00138671,-0.00642102,0.74216,-757.0,0.66321,-274.989713617,289.108,-750.665,-3.9754,-0.550377,2.70377,0.107027,298.187744140625,-228.320157333,66.71934371069074,-1.27534,0.384554,2120000
-3986.56,-206.953,10.4714,0.166651,-1.25953,-9.42478,-4052.53,0.244094,554.03,-210.508,2.9325,39600,0.00136166,224.473,66.0629653930664,553.15,1522.27,193000,770.266,0.0807307,34.20774104446173,0.16104,7.28914288058877,12658.309916901402,24.43249953817576,0.00482173,192,-0.00144269,-0.00466063,0.750006,-777.129,0.692809,-312.175028141,336.721,-772.363,-3.10179,-0.556888,3.1039,-0.0167167,330.3148193359375,-235.360688835,65.92938346322626,-1.32793,0.348789,2130000
-4642.85,-197.748,12.1422,0.163714,-1.16914,-12.0769,-4610.04,0.203231,552.093,-203.711,2.98237,39800,0.00146408,180.109,65.44866943359375,555.992,1464.83,194000,814.164,-0.0737942,34.945513972081244,0.173185,7.3907294645905495,12724.722005223855,24.514405333437026,0.00435013,193,-0.00151273,-0.00446967,0.769411,-822.319,0.643737,-302.081343677,354.059,-817.899,-3.38752,-0.546032,3.91185,-0.0355508,327.24334716796875,-220.765890209,66.85064877010882,-1.50231,0.316886,2140000
-4654.16,-200.952,12.3221,0.163827,-1.04462,-9.8742,-4645.33,0.243404,495.501,-204.64,3.03288,40000,0.00146643,191.483,62.974205017089844,497.661,1568.87,195000,798.662,0.0802926,34.50751540157944,0.168654,7.3637519255280495,12791.857881754637,24.241699611768126,0.00271395,194,-0.00146131,-0.00589056,0.778153,-807.618,0.68144,-310.002707317,335.263,-797.404,-3.42437,-0.554075,3.43582,-0.00630093,314.87103271484375,-223.694750165,66.11296693887562,-1.37919,0.479485,2150000
-4409.29,-275.603,11.9268,0.171236,-0.853551,-12.1612,-4395.31,0.337975,562.904,-280.847,3.24056,40200,0.00145724,234.263,70.05961608886719,562.485,1502.15,196000,954.325,0.05104,35.531227415427566,0.161323,7.697822877205908,12859.248654586263,24.357449125498533,0.00397755,195,-0.00156095,-0.00529152,0.812144,-958.029,0.688326,-300.732551562,387.729,-955.299,-3.53754,-0.55587,3.47913,0.0727256,350.298095703125,-244.440840769,67.58649941813201,-1.36865,0.326217,2160000
-6228.27,-144.697,11.5984,0.161029,-1.42207,-10.0768,-6244.2,0.30787,577.857,-146.317,2.86818,40400,0.00130854,158.517,61.91270065307617,579.563,1312.37,197000,723.193,0.00350218,35.33621540851891,0.155235,7.450048169121146,12925.638209248893,24.384587000124156,0.00431402,196,-0.00163051,-0.00522418,0.74244,-727.589,0.68109,-313.794575439,285.788,-719.987,-3.59527,-0.555162,2.87561,0.00232899,309.5635070800781,-229.905198903,67.17085057776421,-1.32325,0.395291,2170000
-7725.03,-213.903,16.0382,0.168726,-0.847653,-11.825,-7906.62,0.348594,660.79,-216.343,3.15775,40600,0.00151744,201.916,63.27076721191406,661.473,1827.98,198000,885.277,0.0141456,34.55574841238558,0.171822,7.439794035628438,12991.35638927482,24.097918612882495,0.00399656,197,-0.0013782,-0.00519814,0.804207,-891.979,0.648912,-271.3652603,344.388,-883.728,-2.96652,-0.569279,3.22522,-0.00735834,316.35382080078125,-229.831733548,66.09346106089652,-1.45094,0.430528,2180000
-5816.73,-178.085,26.7171,0.174242,-0.927056,-10.0508,-5771.7,0.251695,583.307,-180.93,3.13536,40800,0.00128724,495.679,62.13288879394531,589.174,1804.21,199000,946.905,0.0691244,34.181070901453495,0.148456,7.43220323137939,13058.040831048042,24.264745023101568,0.00286593,198,-0.00172902,-0.00622547,0.799702,-950.178,0.63399,-302.335494627,354.459,-931.814,-3.25625,-0.556525,3.9702,-0.0622461,310.6644287109375,-219.430529827,65.87801915593445,-1.34125,0.394006,2190000
-7537.28,-208.917,21.1419,0.166087,-1.08145,-9.15927,-7482.03,0.261448,571.148,-206.323,3.04519,41000,0.00156363,195.909,64.86381530761719,574.613,1770.66,200000,858.973,0.0335111,34.98824470862746,0.169369,7.3977543925866485,13124.498814859428,24.61801278218627,0.00368978,199,-0.00174939,-0.00708881,0.777286,-869.765,0.631289,-307.125442143,371.432,-860.268,-3.35503,-0.567431,3.42671,-0.105713,324.319091796875,-224.813719824,67.00401188340038,-1.39373,0.395081,2200000
-5458.29,-224.221,25.3528,0.162749,-1.37266,-12.2782,-5447.45,0.217386,543.126,-231.925,2.98798,41200,0.00148004,178.436,62.8012809753418,542.953,1804.13,201000,750.801,0.0335512,34.44294307101518,0.170662,7.379840487614274,13191.02327525802,24.67311891540885,0.00394294,200,-0.00156269,-0.00584824,0.750819,-754.906,0.671114,-281.170500064,321.631,-749.316,-3.90219,-0.559716,3.63257,-0.0533932,314.00640869140625,-229.032485214,66.4959024740383,-1.52771,0.407546,2210000
-5600.22,-200.276,18.4333,0.165847,-1.06999,-10.0025,-5551.04,0.363428,585.238,-208.068,3.05903,41400,0.00145777,228.305,62.11871337890625,590.154,1735.44,202000,762.716,0.0163435,34.47224858030677,0.156685,7.505371843464673,13258.410655992106,24.637041496112943,0.00380118,201,-0.00172507,-0.00527009,0.77085,-768.796,0.653824,-272.279432894,302.417,-761.617,-3.15292,-0.562142,3.26012,-0.0383359,310.59356689453125,-228.799469491,66.61466191988438,-1.31566,0.386022,2220000
-5204.09,-237.576,11.9182,0.165911,-1.02602,-11.9867,-5173.11,0.273959,578.868,-239.922,3.04093,41600,0.00155298,194.159,62.915283203125,580.069,1648.5,203000,848.153,-0.0529628,35.24567708838731,0.154038,7.619443958625197,13324.330086571164,24.098510173149407,0.00446426,202,-0.00128647,-0.00614214,0.793794,-852.083,0.676954,-318.493202379,327.951,-846.842,-3.56758,-0.550317,3.7986,-0.0815122,314.576416015625,-244.477031828,66.96363122016191,-1.30745,0.421558,2230000
-7755.65,-192.099,16.7644,0.156872,-1.76414,-10.8685,-7670.55,0.208272,561.425,-189.618,2.91047,41800,0.00148365,167.924,62.12664794921875,565.189,1203.86,204000,674.399,0.00320795,34.20207441970706,0.180688,7.309841521084309,13390.410779210739,24.06317279767245,0.00292344,203,-0.00141667,-0.00481291,0.709344,-679.287,0.649995,-322.728312875,270.142,-672.043,-3.54956,-0.549677,3.06524,-0.0568171,310.63323974609375,-227.776551806,65.57508873846382,-1.418,0.335123,2240000
-4686.01,-209.814,15.4535,0.170209,-1.24147,-16.2561,-4647.92,0.233329,518.454,-212.402,3.01762,42000,0.00130818,202.112,64.93348693847656,521.568,2214.95,205000,780.831,0.0180827,34.70846286509186,0.175257,7.323405303992331,13456.570817961358,24.37690100353211,0.00256438,204,-0.00146324,-0.00479311,0.758658,-786.842,0.665422,-301.213640818,328.273,-780.379,-4.1415,-0.566915,3.25413,-0.092025,324.66741943359375,-229.290878416,66.4087691726163,-1.43958,0.46234,2250000
-4264.64,-196.647,14.9063,0.168737,-1.21864,-11.3931,-4253.22,0.190711,548.93,-193.452,3.02329,42200,0.00150455,303.308,61.06451416015625,554.669,2182.71,206000,780.024,0.0318819,34.46042332332581,0.165969,7.465753656812012,13524.013279205188,24.61471757479012,0.00386728,205,-0.00150424,-0.00563453,0.768631,-784.883,0.639887,-305.374169164,293.304,-771.262,-3.09122,-0.55166,3.30438,0.036474,305.32257080078125,-205.662760852,66.54089455492795,-1.4352,0.34431,2260000
-4696.19,-211.732,19.3084,0.164084,-1.03331,-9.2375,-4760.54,0.369963,580.911,-213.761,3.09001,42400,0.00151799,325.77,63.547847747802734,577.021,1498.95,207000,886.671,-0.0232995,35.36306182015687,0.16659,7.672964212484658,13591.90111564193,25.44033136870712,0.00389373,206,-0.00122251,-0.00525681,0.795615,-898.318,0.696926,-292.740273524,372.03,-895.852,-3.62684,-0.54135,3.70411,-0.0912687,317.7392272949219,-218.292507125,68.47635740134865,-1.52446,0.395224,2270000
-5016.19,-185.771,13.9661,0.165435,-1.22857,-9.58275,-5051.25,0.279173,554.258,-189.435,3.11421,42600,0.00155972,233.967,59.75587844848633,555.839,1413.62,208000,766.31,-0.0473503,34.77486393600702,0.16429,7.319126645103097,13658.77945956681,24.42593432497233,0.00394402,207,-0.00156828,-0.00575292,0.785368,-772.228,0.681022,-298.901171969,320.87,-763.72,-3.54983,-0.534349,2.94253,-0.00787222,298.7793884277344,-250.165947112,66.51992490608245,-1.4168,0.343591,2280000
-4294.89,-183.83,11.0038,0.167338,-1.2167,-12.5212,-4310.67,0.242458,529.579,-179.438,3.04843,42800,0.00149486,235.11,61.70812225341797,529.879,1476.37,209000,662.543,0.086817,35.13411787059158,0.177489,7.573617900721729,13725.047635480762,24.5701846126467,0.00293286,208,-0.00146166,-0.0054034,0.757824,-672.57,0.696889,-320.150332999,278.041,-670.205,-2.96387,-0.562531,3.60967,-0.0900058,308.5406188964844,-216.156719389,67.27792038396001,-1.35988,0.330101,2290000
-4553.76,-162.089,15.5836,0.162678,-1.54853,-9.46639,-4566.09,0.301679,451.396,-164.48,2.88015,43000,0.00142303,169.879,61.119571685791016,456.03,1209.67,210000,612.831,0.049722,34.1249970709905,0.17017,7.3463855013251305,13792.211956605315,24.75403020810336,0.00266866,209,-0.00165773,-0.00601834,0.720733,-618.106,0.701138,-312.502234036,228.472,-612.186,-3.31612,-0.549889,3.35867,0.000693709,305.5978698730469,-205.474840404,66.22541278041899,-1.34451,0.352207,2300000
-5356.58,-142.437,17.8764,0.1695,-1.13929,-9.71685,-5432.02,0.4202,599.369,-138.086,3.11347,43200,0.00133867,350.561,65.33577728271484,593.26,1545.25,211000,788.13,0.0668585,35.06475066486746,0.163804,7.6420135870575905,13859.83953547012,25.011220811866224,0.00164295,210,-0.00157109,-0.00616184,0.773262,-791.976,0.677446,-279.460938947,359.21,-798.602,-3.34818,-0.55833,3.04918,-0.106301,326.67889404296875,-246.30145103,67.71798506379128,-1.54433,0.405603,2310000
-4432.77,-161.995,18.2615,0.164974,-1.27242,-10.9432,-4426.4,0.264338,565.432,-165.189,3.09294,43400,0.00141075,202.191,67.9376220703125,569.121,1254.11,212000,744.55,0.0277276,34.975471295416355,0.169408,7.661494645290077,13926.960739044473,24.885059741325676,0.00384804,211,-0.0015466,-0.00574085,0.760218,-752.435,0.726271,-312.854951032,325.59,-741.658,-3.51124,-0.552513,3.2169,0.0285339,339.6881103515625,-212.083014395,67.52202568203211,-1.28974,0.414891,2320000
-4659.9,-158.824,17.588,0.166277,-1.4288,-16.548,-4610.03,0.223332,568.071,-153.929,3.12115,43600,0.00140594,225.755,61.87703323364258,570.41,1423.63,213000,739.317,0.0415857,34.57546983473003,0.154867,7.308009173721075,13993.552235133015,24.692212755791843,0.0023795,212,-0.00152681,-0.00538207,0.741177,-747.191,0.66229,-278.797248648,308.694,-747.328,-3.20312,-0.551432,3.64954,-0.0559752,309.3851623535156,-225.076019159,66.57569176424295,-1.64403,0.407471,2330000
-4608.8,-210.153,14.8407,0.169912,-1.04857,-12.2349,-4648.52,0.351969,562.156,-203.288,3.06415,43800,0.00156849,198.444,64.2646713256836,562.601,1524.71,214000,814.496,-0.0666692,34.591992784291506,0.174489,7.411554207094014,14060.29612289276,24.417723685503006,0.0039816,213,-0.00146075,-0.00627427,0.777463,-816.037,0.681312,-293.855237607,336.2,-811.21,-3.5793,-0.56512,3.06692,-0.00829923,321.3233642578125,-218.877508734,66.42127067688853,-1.46395,0.336165,2340000
-4029.35,-165.861,12.2381,0.168357,-1.39015,-10.2377,-4032.44,0.299776,525.177,-160.459,3.00084,44000,0.0014463,244.411,61.7651481628418,525.362,1782.26,215000,678.243,0.095658,34.91556987538934,0.179099,7.481478940695524,14126.862563269213,24.49948211107403,0.00382519,214,-0.00150516,-0.00596217,0.740263,-688.599,0.653789,-284.013758106,255.801,-685.707,-3.50228,-0.553459,3.58346,-0.0195012,308.82574462890625,-195.633918855,66.89653092715889,-1.49492,0.402887,2350000
-5530.69,-188.597,23.34,0.166016,-1.44423,-9.77125,-5549.14,0.197871,596.311,-195.22,3.00173,44200,0.00161315,325.938,64.88489532470703,598.949,1963.05,216000,733.965,-0.0175814,34.58613021299243,0.163393,7.370268560014665,14193.910554295406,24.669226047582924,0.00435617,215,-0.00145804,-0.00514501,0.736765,-741.649,0.656697,-274.046928451,331.858,-735.169,-3.40157,-0.557114,3.69448,-0.0232336,324.4244689941406,-223.324992867,66.62562482059002,-1.40347,0.32816,2360000
-6297.45,-170.651,9.23858,0.165593,-1.44494,-11.5073,-6213.51,0.316565,496.704,-169.795,2.97872,44400,0.00150292,202.249,63.29976272583008,503.205,1389.57,217000,666.061,0.0179911,35.009499702602625,0.174329,7.408528164029121,14261.939062809572,25.292397489771247,0.00490966,216,-0.00163392,-0.00608927,0.73912,-672.782,0.682283,-264.158768909,303.665,-668.017,-3.39385,-0.556177,3.14699,-0.0413501,316.4988098144531,-229.309359413,67.710425356403,-1.38795,0.414057,2370000
-6122.48,-154.029,16.254,0.172731,-0.884748,-10.1715,-6082.65,0.387583,597.662,-158.964,3.30802,44600,0.00144988,208.004,69.95962524414062,600.151,1567.49,218000,860.369,-0.0262022,35.328301867470145,0.167172,7.528888505883515,14329.7538159322,25.242331210523844,0.00408979,217,-0.0014873,-0.00629576,0.813202,-867.988,0.662483,-296.747606517,387.112,-861.299,-3.6502,-0.556112,3.448,-0.0245736,349.7981262207031,-242.46834403,68.0995215838775,-1.46017,0.230817,2380000
-4581.24,-167.874,21.6165,0.170844,-1.04918,-10.9928,-4586.72,0.325839,604.262,-168.133,3.19089,44800,0.00148577,184.552,62.30250930786133,601.518,1754.73,219000,786.204,0.0293256,35.044422884471714,0.169898,7.363131009973586,14397.226257996634,24.838917299173772,0.00301928,218,-0.00145318,-0.00597105,0.794249,-789.283,0.66541,-289.799240685,321.756,-785.955,-4.03178,-0.554366,3.92554,-0.0749777,311.5125427246094,-218.429996916,67.24647119361907,-1.45482,0.280821,2390000
-6009.5,-181.991,15.245,0.164614,-1.6383,-11.9403,-6075.67,0.424374,543.909,-180.55,2.96453,45000,0.00142825,209.794,66.36174011230469,541.446,1453.42,220000,665.184,0.0033703,35.271152537316084,0.172162,7.444362884387374,14464.630812384188,24.659470120444894,0.00422167,219,-0.00167627,-0.00517694,0.711082,-670.143,0.714181,-274.873038368,257.541,-671.452,-3.37267,-0.557057,2.98973,-0.00884718,331.8087158203125,-227.588415594,67.37498554214835,-1.30845,0.413532,2400000
-6220.44,-206.506,13.0278,0.166602,-1.27879,-10.108,-6184.37,0.199581,595.203,-210.347,2.98807,45200,0.00152581,208.202,61.76454544067383,598.801,1494.3,221000,769.629,0.00728752,35.301533026620746,0.179318,7.689612954854965,14533.256275394,25.679161364212632,0.0035543,220,-0.00135393,-0.00591991,0.767087,-782.554,0.67505,-298.706747462,398.292,-771.685,-3.49894,-0.548452,4.18561,-0.0576532,308.8227233886719,-200.910684646,68.67030734568834,-1.33063,0.369233,2410000
-5944.64,-170.252,14.0983,0.169355,-1.46792,-9.73594,-5945.81,0.24171,468.882,-175.45,2.93746,45400,0.00144973,195.567,59.07597351074219,469.659,1376.17,222000,646.254,0.0242376,35.26306396257132,0.165423,7.321786384098232,14599.75569432415,24.509111173450947,0.00226153,221,-0.0016348,-0.00655863,0.737361,-649.975,0.682066,-241.7441398,267.382,-641.259,-3.23078,-0.556129,3.04947,-0.0215674,295.3798828125,-228.747889659,67.0939615201205,-1.35957,0.369743,2420000
-6252.52,-159.137,17.0586,0.174848,-1.29042,-11.8298,-6296.33,0.244555,618.029,-156.301,3.08063,45600,0.00141431,216.398,64.81732177734375,618.203,1627.31,223000,733.79,-0.00428898,34.66618796437979,0.165423,7.449446882121265,14667.16222210601,24.88705308921635,0.00263522,222,-0.00154068,-0.00536794,0.753515,-739.195,0.673114,-290.896733777,318.549,-732.762,-3.54106,-0.571616,3.28295,-0.0306929,324.08660888671875,-216.378624685,67.0026879357174,-1.53381,0.334464,2430000
-4175.03,-163.433,14.2799,0.169539,-1.40215,-11.7973,-4183.63,0.233184,529.728,-161.718,3.00427,45800,0.00141756,209.461,60.496246337890625,525.924,1495.34,224000,700.378,-0.00553498,35.07086984440684,0.174606,7.337212095968425,14734.066527898423,24.775196216069162,0.00307833,223,-0.00130114,-0.00516902,0.748217,-704.028,0.67597,-257.776978698,300.581,-703.343,-3.56471,-0.556339,3.60513,-0.0444235,302.4812316894531,-211.071643556,67.18327815644443,-1.4691,0.342863,2440000
-4324.92,-151.944,12.746,0.172984,-1.33674,-11.7293,-4126.54,0.415169,523.279,-153.313,3.04729,46000,0.00147938,177.788,60.242340087890625,523.974,1644.19,225000,678.11,-0.0151399,34.792533374391496,0.178845,7.545240585692227,14801.610218644142,24.9412088310346,0.00553758,224,-0.0014985,-0.00563311,0.756535,-684.18,0.648446,-256.004068891,308.069,-679.86,-3.76307,-0.550059,3.24574,-0.025883,301.2117004394531,-195.040900826,67.27898279111832,-1.58696,0.436313,2450000
-7259.66,-140.938,18.5001,0.167124,-1.26238,-11.9656,-7270.69,0.239342,526.668,-133.427,3.08697,46200,0.00141253,223.073,63.09348678588867,530.432,1503.92,226000,676.892,0.0126926,35.05828718282282,0.170796,7.280169905163348,14868.617675366811,24.48494586162269,0.00440243,225,-0.0015359,-0.00618623,0.754589,-679.235,0.616952,-313.35505196,277.672,-675.139,-3.55331,-0.558039,3.19665,0.0494977,315.4674377441406,-190.312806883,66.82340294960886,-1.41487,0.366083,2460000
-4519.9,-154.156,15.3784,0.169299,-1.29115,-12.3356,-4556.88,0.298979,536.278,-156.857,3.02454,46400,0.00140745,164.67,64.07655334472656,538.095,1151.58,227000,676.258,0.0115433,35.24304397497326,0.165848,7.36688335146755,14936.51358864922,25.70708927232772,0.00357225,226,-0.00131562,-0.00596827,0.759626,-684.471,0.699166,-298.579372755,331.474,-674.978,-3.91718,-0.551667,3.17377,-0.0876001,320.38275146484375,-209.113501593,68.31701659876853,-1.37568,0.347108,2470000
-5578.52,-191.059,14.0662,0.171801,-1.16584,-11.2207,-5502.06,0.281556,618.433,-202.866,3.09432,46600,0.00150663,399.556,65.90470123291016,622.275,1877.6,228000,828.279,-0.0224862,34.82287905551493,0.17252,7.590070280246437,15003.296636533923,24.86761295236647,0.00360132,227,-0.00171331,-0.00642727,0.771039,-829.665,0.677381,-272.658467061,377.884,-815.679,-3.39344,-0.562672,3.22919,-0.0490578,329.52349853515625,-190.165376992,67.28056228812784,-1.42554,0.30013,2480000
-4682.03,-147.798,19.46,0.172892,-1.20478,-12.5425,-4658.63,0.356958,539.943,-149.24,3.11447,46800,0.00150221,170.506,64.44610595703125,543.56,1493.45,229000,738.159,0.0168209,34.326175707392395,0.163208,7.297415711916983,15069.320426450111,24.310121240094304,0.00346803,228,-0.00154437,-0.00560504,0.77114,-749.665,0.681218,-242.761765431,338.359,-739.342,-3.00997,-0.559469,4.02449,-0.0594131,322.23052978515625,-208.956300523,65.93371265940368,-1.46729,0.246225,2490000
-3829.18,-158.537,18.8056,0.185656,-1.12195,-8.9633,-3513.7,0.367116,559.329,-162.736,3.17245,47000,0.00141665,198.245,60.54802322387695,562.099,1608.21,230000,753.254,0.0612899,34.41706401668489,0.175605,7.330520689487457,15135.205871379934,24.19027951732278,0.00378425,229,-0.00143276,-0.00624159,0.764023,-759.265,0.648707,-301.885174598,342.094,-752.364,-3.13488,-0.567965,4.38266,-0.0224298,302.7401123046875,-212.31453593,65.93786422349513,-1.57836,0.344346,2500000
-4790.75,-173.263,15.7325,0.172276,-1.23393,-12.0165,-4767.73,0.36783,574.257,-174.82,3.26468,47200,0.00159695,221.388,60.70051193237305,579.348,1504.37,231000,746.245,-0.000253043,34.36561359744519,0.161868,7.381174742244184,15202.555241506547,25.049507148563862,0.0049897,230,-0.00155043,-0.00556584,0.778802,-753.533,0.709842,-269.787922509,311.47,-744.203,-3.35226,-0.547055,4.56404,0.0308619,303.5025634765625,-216.322760127,66.79629548825324,-1.69434,0.34453,2510000
-5041.35,-203.58,15.0192,0.171528,-1.23794,-13.9668,-4812.87,0.260732,529.66,-212.27,3.10135,47400,0.0015466,298.539,58.56367492675781,536.022,1572.03,232000,695.302,0.038846,34.91960764955729,0.176704,7.325379991903901,15268.736316662282,24.140938943251967,0.00370348,231,-0.00142235,-0.00573022,0.750664,-703.265,0.682579,-241.870998909,274.985,-687.495,-3.36133,-0.5672,3.8668,-0.0869261,292.818359375,-206.681227881,66.38592658471316,-1.53755,0.557906,2520000
-4128.63,-154.42,15.2653,0.179994,-1.13928,-10.362,-4001.42,0.377286,541.067,-153.595,3.18738,47600,0.00135433,148.37,67.2055892944336,543.584,1097.7,233000,693.662,0.0508836,34.715883248485625,0.171283,7.479853730648756,15334.551317075267,24.327381843701005,0.00276481,232,-0.00137984,-0.00519476,0.772936,-702.898,0.682212,-275.517816188,298.853,-697.085,-3.27215,-0.558905,3.23166,-0.0758958,336.0279541015625,-228.49935205,66.52311882283539,-1.54534,0.379773,2530000
-4798.9,-138.984,16.1002,0.173095,-1.58888,-10.2359,-4655.25,0.271564,509.151,-135.525,3.04166,47800,0.00144485,180.5,60.022666931152344,511.643,1447.43,234000,607.168,0.0313962,34.008465396240354,0.162623,7.315091334283352,15400.945571295917,24.381523531861603,0.00249807,233,-0.00158167,-0.00612197,0.725167,-613.502,0.695182,-260.98921307,264.114,-609.367,-3.04155,-0.555753,3.53146,-0.0745721,300.11334228515625,-205.312510123,65.70508026238531,-1.54681,0.416905,2540000
-5515.65,-160.451,19.212,0.169929,-1.32182,-9.05103,-5488.33,0.27144,564.667,-160.816,3.02158,48000,0.00148516,222.384,66.47798156738281,566.813,1513.3,235000,715.429,-0.00867273,34.698574578389525,0.174502,7.286159903742373,15467.432304532267,24.507392002269626,0.00304579,234,-0.00168781,-0.00555668,0.756115,-723.658,0.684239,-281.004208665,349.509,-715.833,-3.11755,-0.547445,3.46537,-0.0154418,332.389892578125,-203.849377632,66.49212648440152,-1.36368,0.359532,2550000
-8074.96,-141.89,16.3808,0.172742,-1.11399,-10.0319,-7897.49,0.286794,579.636,-137.201,3.13961,48200,0.00153052,167.732,62.35333251953125,580.441,1267.05,236000,699.169,0.0855988,34.69409067090601,0.171466,7.418650425039232,15534.101868670434,24.784799086861312,0.00427432,235,-0.00154787,-0.00605436,0.773156,-704.565,0.637752,-273.197894564,304.021,-700.584,-2.82391,-0.549002,3.26143,-0.073267,311.76666259765625,-201.241542851,66.89754018280655,-1.39396,0.290482,2560000
-5985.82,-169.292,18.6411,0.178534,-1.08103,-10.3552,-5937.77,0.211912,589.714,-165.202,3.15007,48400,0.00157588,257.129,63.83759307861328,597.301,1439.64,237000,745.736,0.00811125,34.46700391639024,0.175473,7.3229063004255295,15601.644890684634,25.26585638988763,0.00398081,236,-0.00140368,-0.00645339,0.769958,-754.139,0.64816,-284.102130447,317.531,-740.066,-3.64707,-0.579409,3.47491,-0.0950228,319.1879577636719,-227.568679824,67.0557666067034,-1.40206,0.308212,2570000
