Q Predictions Min,V Predictions Max,Log Pis Max,Policy log std Std,Log Pis Mean,Log Pis Min,V Predictions Min,Z mean train,V Predictions Std,Q Predictions Max,Log Pis Std,Number of rollouts total,R Predictions Std,VF Loss,KL Divergence,Q Predictions Std,QF Loss,Number of train steps total,Policy Loss,Policy mu Mean,(Previous) Eval Time (s),Z variance eval,Sample Time (s),Total Train Time (s),Train Time (s),R Predictions Max,Epoch,R Predictions Mean,R Predictions Min,Policy mu Std,Q Predictions Mean,Z variance train,AverageReturn_all_test_tasks,RF Loss,V Predictions Mean,Policy mu Min,Policy log std Mean,Policy mu Max,Policy log std Max,KL Loss,AverageReturn_all_train_tasks,Epoch Time (s),Policy log std Min,Z mean eval,Number of env steps total
-3965.73,-12.3042,15.8604,0.212586,-1.79879,-10.1073,-3947.93,0.113845,427.388,-17.0148,3.3503,136800,0.00149951,102.077,47.9974479675293,434.507,834.69,679000,329.826,-0.0133099,33.287922378629446,0.192962,7.139766217209399,44572.372280315496,23.45147921703756,0.00327302,678,-0.00155528,-0.00510199,0.710495,-340.494,0.783578,-190.988044624,358.703,-327.934,-4.20978,-0.523877,3.70836,0.089358,239.98724365234375,-134.332350901,63.8791678128764,-1.77121,0.270008,6990000
-3472.52,-11.3673,20.5119,0.212424,-1.72514,-10.7791,-3403.54,0.179116,407.541,-15.3404,3.41653,137000,0.00139228,99.0254,45.953548431396484,411.961,727.736,680000,302.323,0.039246,33.42776033654809,0.213107,7.072968651540577,44636.28658435028,23.44809332396835,0.00374766,679,-0.00138301,-0.0066726,0.696944,-309.454,0.763987,-232.156579676,291.133,-300.643,-4.34885,-0.531771,4.14538,0.0792857,229.7677459716797,-145.166668731,63.94882231205702,-1.92281,0.21768,7000000
-7978.57,-8.15371,13.919,0.223314,-1.20331,-10.3709,-8104.45,0.181921,496.501,-9.02238,3.5674,137200,0.0014518,134.354,53.13369369506836,498.717,832.252,681000,410.762,0.027149,33.39570407848805,0.200338,7.209050013683736,44700.986352710985,23.642795762978494,0.00454123,680,-0.00131346,-0.00557781,0.755616,-420.363,0.802435,-192.556406204,384.943,-410.224,-3.31624,-0.562124,3.24082,0.0213252,265.66845703125,-143.343611679,64.24754985515028,-1.65666,0.26128,7010000
-4149.69,-11.3949,20.3396,0.217861,-1.57893,-10.1514,-4132.38,0.183692,445.352,-12.8711,3.48392,137400,0.00142986,98.6706,46.4914665222168,449.147,778.183,682000,335.979,0.0517347,33.85039971768856,0.18373,7.245619550347328,44765.08785641566,23.44357728213072,0.0035606,681,-0.00148743,-0.00599539,0.71295,-345.747,0.765466,-192.764715632,355.358,-336.599,-3.11852,-0.54307,4.29642,0.00540602,232.45733642578125,-121.330865693,64.5395965501666,-1.78337,0.218233,7020000
-3770.76,-10.5144,14.0914,0.222357,-1.49925,-10.312,-3760.51,0.102822,412.896,-14.2967,3.37889,137600,0.00132692,102.129,48.806541442871094,419.186,695.473,683000,352.955,0.0205531,33.414988736622036,0.177876,7.098873532377183,44829.502382392995,23.825917657464743,0.00179846,682,-0.00170991,-0.00570572,0.728917,-361.094,0.776904,-210.934182011,335.499,-350.08,-2.80908,-0.537171,3.78533,-0.00853181,244.03271484375,-134.197309856,64.33977992646396,-2.02605,0.279985,7030000
-5434.88,-6.27939,20.4454,0.226563,-1.36178,-12.069,-5346.79,0.260922,506.54,-7.87376,3.43391,137800,0.00154177,134.573,57.05348205566406,509.62,899.332,684000,421.922,0.0184619,33.492199674248695,0.193075,7.1060259928926826,44893.4567061523,23.369853992015123,0.00292409,683,-0.00156738,-0.00602437,0.759976,-431.532,0.77694,-175.014482935,454.684,-420.21,-3.41584,-0.526764,3.84943,-0.0305845,285.26739501953125,-137.858156769,63.9680796591565,-1.92099,0.231041,7040000
-3242.48,-8.33436,18.3431,0.213478,-1.49587,-11.0038,-3257.04,0.256777,433.732,-11.2903,3.41455,138000,0.00144975,124.636,47.971492767333984,434.56,810.934,685000,360.336,0.0404582,33.480984561145306,0.209968,7.1307750744745135,44957.34170351643,23.636314867064357,0.003397,684,-0.00141296,-0.00507031,0.733172,-368.547,0.772916,-232.660992378,375.564,-360.898,-4.08061,-0.532514,4.03569,-0.0595045,239.8574676513672,-129.989460125,64.24807450268418,-1.70719,0.247893,7050000
-3558.12,-9.2037,12.727,0.216332,-1.70338,-9.66956,-3605.27,0.222813,435.171,-14.2673,3.26633,138200,0.00148552,97.3524,48.728633880615234,435.097,663.069,686000,345.851,0.0212136,33.12060417700559,0.191524,7.142009124159813,45021.49672598578,23.559506974183023,0.00304807,685,-0.00141084,-0.00738474,0.709862,-355.098,0.748275,-189.840080689,345.914,-347.464,-3.51561,-0.536618,4.29493,0.0483001,243.64317321777344,-132.624770723,63.822120275348425,-1.6473,0.247502,7060000
-5669.46,-9.66839,15.3988,0.20934,-1.95116,-11.6397,-5647.27,0.0332119,362.61,-8.71516,3.20088,138400,0.0015472,105.115,44.98337936401367,361.743,688.725,687000,254.295,0.0674921,33.45609653741121,0.197089,7.275179653428495,45085.86910091806,23.510506032034755,0.00343873,686,-0.00154927,-0.00594886,0.667269,-261.062,0.794903,-196.624199709,252.609,-257.925,-2.75562,-0.530779,3.17712,-0.0350303,224.91690063476562,-125.424307416,64.24178222287446,-1.75881,0.253729,7070000
-4851.25,-8.58823,19.7979,0.223978,-1.51631,-10.3734,-4828.01,0.259666,492.812,-9.68724,3.59827,138600,0.00138702,112.316,53.25818634033203,494.764,967.168,688000,359.506,0.0493384,33.58937640860677,0.195469,7.186658640392125,45150.10910738632,23.54446617513895,0.00368983,687,-0.0013721,-0.00508686,0.732414,-368.464,0.763569,-207.877114117,406.1,-360.13,-3.52659,-0.523958,3.76513,-0.0333314,266.2909240722656,-132.869037851,64.32050122413784,-1.88069,0.247086,7080000
-4066.33,-7.74263,15.5217,0.220601,-1.50874,-9.73848,-4060.65,0.294291,500.882,-12.0516,3.37637,138800,0.00166361,95.9125,46.55839157104492,502.921,642.361,689000,388.807,0.0292073,33.511564429849386,0.19586,7.17228377610445,45214.49305414129,23.86064284108579,0.0043592,688,-0.00160136,-0.00670227,0.733622,-398.439,0.782519,-225.742836643,370.525,-388.299,-3.74452,-0.526655,2.8649,0.152056,232.79196166992188,-131.568017386,64.54449104703963,-1.80039,0.332025,7090000
-3513.25,-7.92445,11.3922,0.223283,-1.58082,-10.0935,-3505.7,0.259662,438.544,-9.78151,3.44402,139000,0.00132593,104.725,52.84003448486328,440.568,732.735,690000,351.838,-0.00734082,33.35364490095526,0.192826,7.132791781798005,45278.72076387238,23.60617847647518,0.00380169,689,-0.00152319,-0.0051176,0.734962,-360.516,0.793871,-202.728886058,393.129,-354.374,-3.21583,-0.512622,2.90327,0.0494742,264.2001647949219,-125.076936233,64.09261515922844,-1.67116,0.306717,7100000
-4079.75,-8.51886,22.7573,0.209942,-1.61753,-11.7248,-4038.99,0.269919,405.163,-9.86804,3.36975,139200,0.00155268,125.746,51.12014389038086,413.267,786.9,691000,321.587,0.0780223,33.49155449960381,0.18786,7.075849199667573,45342.64031743817,23.4204680332914,0.00505936,690,-0.00159104,-0.0073463,0.71501,-330.851,0.790348,-197.368946928,370.999,-317.34,-3.79232,-0.525328,3.11116,0.188857,255.60072326660156,-139.463209937,63.98787173256278,-1.67904,0.188541,7110000
-4038.17,-9.70627,16.5928,0.228,-1.37868,-12.3494,-3969.63,0.227362,488.884,-12.1309,3.50458,139400,0.00143765,151.969,50.7528190612793,492.968,755.928,692000,394.127,-0.00147527,33.42562183737755,0.193363,7.147669753991067,45409.041359744966,23.551811553537846,0.00332715,691,-0.00167506,-0.00621583,0.749852,-402.967,0.777766,-199.476479181,385.911,-393.6,-4.29939,-0.530135,3.33567,-0.0158666,253.76409912109375,-128.964516426,64.12510314490646,-1.72687,0.19223,7120000
-4562.35,-8.38979,18.5613,0.214634,-1.43448,-12.5542,-4345.15,0.229214,448.412,-11.4107,3.42524,139600,0.00144366,149.984,49.949195861816406,454.029,827.165,693000,359.887,0.0766579,35.704403075389564,0.197582,7.238469352014363,45473.52116421703,23.670592768117785,0.00432038,692,-0.00172747,-0.00581679,0.737061,-367.956,0.76045,-209.365803511,385.753,-357.159,-3.23824,-0.530807,2.96592,-0.00414616,249.7459716796875,-126.051656153,66.61346519552171,-1.64937,0.264809,7130000
-4233.68,-7.77615,20.3492,0.207796,-1.92147,-10.5085,-4039.9,0.0775501,408.091,-11.9047,3.245,139800,0.00142775,87.0228,44.01458740234375,411.154,710.333,694000,278.815,-0.0104551,33.57350199017674,0.201229,7.1335040749982,45537.53159477282,23.5628171749413,0.00336216,693,-0.00154516,-0.00622324,0.685445,-287.687,0.78527,-204.718093822,249.564,-277.645,-3.71933,-0.519233,3.97665,-0.00843447,220.07293701171875,-129.809134085,64.26982324011624,-1.66453,0.23966,7140000
-3321.21,-12.0643,15.8503,0.215718,-1.64483,-11.0529,-3343.43,0.265223,418.641,-12.2772,3.47039,140000,0.00144759,117.154,48.129730224609375,421.172,740.639,695000,321.365,0.0167787,33.31659476459026,0.193034,7.158633440732956,45601.53748906497,23.67768479976803,0.00272699,694,-0.00119381,-0.00526336,0.719531,-329.256,0.767876,-195.355228254,302.594,-322.432,-3.40936,-0.530608,3.20611,0.0194883,240.64865112304688,-122.493098504,64.15291300509125,-1.86407,0.265093,7150000
-5366.88,-9.31931,15.0098,0.21932,-1.62789,-9.80374,-5397.89,0.28849,447.27,-10.668,3.35741,140200,0.00140722,68.6021,47.417999267578125,450.287,799.832,696000,326.308,0.0326295,33.17196873296052,0.197275,7.019134359434247,45667.062882510014,23.662839285098016,0.00275767,695,-0.00169474,-0.00676454,0.71553,-335.833,0.74616,-187.939146275,334.103,-325.954,-3.82514,-0.520544,3.52557,0.261111,237.08999633789062,-138.35184461,63.853942377492785,-2.03479,0.23448,7160000
-4136.45,-7.36908,14.0531,0.215416,-1.80364,-9.85277,-4070.76,0.140885,442.334,-15.5246,3.34545,140400,0.00150654,115.091,47.36090850830078,448.17,726.479,697000,326.028,0.0170962,34.846081786789,0.20823,7.045370178297162,45731.31917615794,23.457153847441077,0.00355946,696,-0.00149918,-0.0062381,0.702432,-333.512,0.761519,-211.914973763,319.216,-320.68,-3.33495,-0.518938,3.73839,-0.0498894,236.80453491210938,-130.867213162,65.34860581252724,-1.83229,0.184218,7170000
-3794.1,-5.76754,16.3283,0.220905,-1.50946,-14.1056,-3759.73,0.131638,444.068,-11.1739,3.51685,140600,0.00154763,91.6794,49.12995910644531,449.047,768.295,698000,359.442,0.0792951,33.75644017569721,0.191414,7.140147735364735,45795.512033963576,23.60949611850083,0.00336129,697,-0.00156749,-0.00585142,0.73419,-368.68,0.775404,-182.852632926,364.464,-358.182,-2.91744,-0.521226,3.82252,-0.0547541,245.64979553222656,-143.934691993,64.50608402956277,-1.90661,0.256698,7180000
-8172.64,-8.83236,14.6627,0.216409,-1.76447,-10.3123,-8009.35,0.205446,415.232,-12.2336,3.28924,140800,0.00137421,109.117,48.24127960205078,420.737,625.937,699000,305.532,0.00762334,33.4457601942122,0.185614,7.127981435507536,45860.13640182093,24.008074570447206,0.00241084,698,-0.00150374,-0.00600449,0.704332,-313.472,0.735842,-223.120727789,334.688,-304.313,-3.04989,-0.527661,2.86721,-0.0419701,241.20639038085938,-127.654762543,64.58181620016694,-2.02262,0.196318,7190000
-4042.21,-6.73145,21.0443,0.21479,-1.67805,-10.0472,-4038.81,0.242919,436.394,-9.05105,3.42086,141000,0.00161707,99.7242,48.1268310546875,441.369,880.766,700000,349.234,0.0198114,33.491036801598966,0.200475,7.074543018825352,45924.027581799775,23.619589070789516,0.00359926,699,-0.00151237,-0.00665807,0.720819,-357.415,0.766876,-194.395566046,358.471,-350.029,-3.30866,-0.527819,4.29319,-0.0170224,240.6341552734375,-136.149822214,64.18516889121383,-1.70609,0.22638,7200000
-5038.62,-7.52831,15.5677,0.219681,-1.4871,-10.2962,-4959.52,0.170811,442.306,-7.99713,3.43315,141200,0.00140631,157.083,47.09671401977539,445.711,767.055,701000,342.559,0.0415629,33.19963882956654,0.19428,7.077108289115131,45987.414301555604,23.155423793010414,0.00344909,700,-0.00151791,-0.00459033,0.736793,-353.169,0.782012,-228.66670623,324.953,-346.255,-3.61761,-0.535688,2.84715,-0.0121905,235.4835662841797,-116.236376101,63.43217091169208,-1.873,0.165187,7210000
-5779.71,-5.28461,16.5654,0.223247,-1.65867,-10.4047,-5823.28,0.212667,443.044,-9.61306,3.32143,141400,0.00146935,105.02,48.04542541503906,445.617,669.158,702000,327.629,0.0303652,33.15678201802075,0.200915,7.069915197789669,46050.651638044976,23.184380976483226,0.00359609,701,-0.00174409,-0.00660239,0.714588,-337.129,0.786067,-188.439252189,322.367,-327.076,-3.32601,-0.529537,3.23823,-0.0287704,240.2271270751953,-117.614655594,63.411078192293644,-1.85282,0.241338,7220000
-3958.03,-13.5692,24.9274,0.217321,-1.60063,-15.7327,-3972.05,0.244543,431.354,-12.0206,3.45868,141600,0.00139918,124.398,47.14958572387695,432.429,805.077,703000,342.931,0.0286753,32.98600928392261,0.208354,7.076251549646258,46114.71663577575,23.565355364233255,0.00367056,702,-0.00160938,-0.00701905,0.722367,-352.968,0.767878,-206.436932186,330.43,-345.857,-3.9708,-0.530135,3.37001,0.00124466,235.7479248046875,-133.914191734,63.627616197802126,-1.64834,0.262454,7230000
-7152.06,-7.30897,27.3078,0.216997,-1.5227,-9.61808,-7312.53,0.045603,445.779,-12.3239,3.43933,141800,0.00152808,122.106,47.20891189575195,445.802,719.798,704000,326.228,0.0573144,33.4259601989761,0.200897,7.130889936350286,46179.19438317511,23.64839222561568,0.00225803,703,-0.00173737,-0.00655205,0.73126,-333.803,0.794569,-231.029735142,310.156,-323.89,-3.94109,-0.538421,3.87736,0.0227464,236.0445556640625,-128.478196173,64.20524236094207,-1.76871,0.208599,7240000
-4583.96,-6.94827,20.1882,0.212379,-1.75565,-11.0919,-4597.54,0.123171,459.911,-10.8371,3.35263,142000,0.00149069,125.938,43.66961669921875,465.571,885.024,705000,309.527,0.05789,33.70122824981809,0.21301,7.196850422769785,46243.55889981147,23.774758568033576,0.00384617,704,-0.00178446,-0.00595449,0.704017,-319.622,0.789956,-185.567350654,260.978,-308.272,-3.67974,-0.529651,3.79179,-0.0659513,218.34808349609375,-133.311722222,64.67283724062145,-1.81651,0.276856,7250000
-4230.9,-6.35892,18.9764,0.221663,-1.39394,-10.1176,-4177.47,0.198128,463.7,-7.7767,3.49352,142200,0.00151068,101.803,49.82038497924805,468.167,893.493,706000,363.915,0.0197657,33.39591544307768,0.193787,7.121936456300318,46307.551950014196,23.60521595273167,0.00240469,705,-0.00145378,-0.0054407,0.754622,-373.704,0.754624,-213.629551331,365.749,-363.465,-5.08867,-0.528002,4.0109,0.0295771,249.1019287109375,-135.702708539,64.12306785210967,-1.8776,0.22148,7260000
-3806.77,-7.18447,27.3164,0.21877,-1.82505,-11.0569,-3649.8,0.149715,403.427,-8.82621,3.40083,142400,0.00148595,85.1486,46.7965202331543,409.602,858.03,707000,300.932,-0.0161692,33.268072293139994,0.212234,7.076146064326167,46371.91518033296,23.72259903419763,0.00297389,706,-0.00142141,-0.00524694,0.695158,-307.969,0.792145,-204.455326294,301.319,-298.894,-3.95332,-0.526324,3.73888,-0.0195045,233.98260498046875,-129.451997438,64.06681739166379,-1.97762,0.160827,7270000
-5199.19,-3.08661,20.2258,0.22318,-1.41822,-10.0972,-5170.16,0.174882,506.101,-7.77987,3.58119,142600,0.00150106,109.553,51.90026092529297,512.43,785.474,708000,366.799,0.0102421,33.567489977926016,0.207485,7.150652379728854,46435.70868563,23.463259913027287,0.00523169,707,-0.0014341,-0.00564585,0.740763,-376.802,0.785245,-179.771575814,398.398,-365.331,-3.30235,-0.519898,3.81482,0.103206,259.5013122558594,-143.706110074,64.18140227068216,-2.14698,0.235157,7280000
-3975.49,-5.54913,16.9782,0.225479,-1.5559,-11.0518,-3960.96,0.262718,478.459,-4.70274,3.41256,142800,0.00148898,109.479,53.531410217285156,479.803,646.859,709000,369.788,0.0465859,33.18219055514783,0.183078,7.2332647405564785,46499.974564000964,23.593468703329563,0.00358435,708,-0.00154433,-0.00599705,0.726735,-377.604,0.779387,-223.739231971,394.248,-371.094,-3.99762,-0.530371,3.51934,0.0103512,267.65704345703125,-109.987656422,64.00892399903387,-1.90586,0.191072,7290000
-3938.95,-6.25682,14.6862,0.219458,-1.54057,-10.9711,-3914.42,0.175523,436.358,-7.16535,3.39885,143000,0.00162331,163.612,47.719696044921875,443.206,818.993,710000,350.559,0.040784,33.441886682994664,0.191294,7.135232979431748,46564.41534460895,23.648417561315,0.00342774,709,-0.00176234,-0.00755257,0.726647,-356.804,0.778155,-203.83976769,362.355,-346.729,-3.26866,-0.528296,3.27669,0.222507,238.59848022460938,-140.522275043,64.22553722374141,-1.7155,0.130231,7300000
-5119.93,-4.55501,18.2488,0.222806,-1.75679,-10.0103,-5005.99,0.294058,458.017,-5.93968,3.29818,143200,0.00134818,100.417,47.64338684082031,462.589,673.17,711000,341.162,0.0355639,33.659849983640015,0.195726,7.146518025547266,46629.29804629367,23.750168396160007,0.00275213,710,-0.00149675,-0.00516047,0.711876,-349.607,0.760405,-257.551032777,335.577,-342.517,-3.85127,-0.519058,3.10799,0.101052,238.21693420410156,-122.970566085,64.55653640534729,-1.99659,0.235804,7310000
-3861.01,-6.60148,14.7601,0.219977,-1.62469,-11.9636,-3884.4,0.171027,427.449,-4.79113,3.30717,143400,0.00146247,125.604,46.77195358276367,426.469,708.776,712000,320.648,0.0179584,33.98899712879211,0.205257,7.089213067665696,46693.34144521784,23.65121808089316,0.00428844,711,-0.00154639,-0.00503134,0.713376,-329.89,0.800603,-181.55651578,349.047,-325.184,-3.04202,-0.536506,3.18273,-0.0681817,233.85977172851562,-125.836049284,64.72942827735096,-1.71456,0.290958,7320000
-7838.42,-3.81891,20.5094,0.228086,-1.52358,-10.6904,-7802.45,0.249845,485.838,-7.09297,3.4848,143600,0.00156568,111.115,48.43014144897461,486.861,774.539,713000,354.932,0.0525625,33.305602587759495,0.202698,7.0837705777958035,46757.35352051258,23.63403326459229,0.00463576,712,-0.00125239,-0.00636417,0.72773,-362.579,0.800593,-180.197170792,327.582,-353.667,-4.59877,-0.534863,3.49046,0.125099,242.1507110595703,-122.588985069,64.02340643014759,-1.94447,0.261071,7330000
-4300.09,-7.37804,17.4606,0.215017,-1.66514,-11.6893,-4218.25,0.142704,402.35,-10.1504,3.41664,143800,0.00145169,116.961,49.01676940917969,407.151,731.651,714000,304.935,0.0268782,33.296941072680056,0.197643,7.0550944320857525,46821.703582857735,23.547425500117242,0.00378758,713,-0.00160693,-0.00487109,0.709292,-312.341,0.770106,-211.764517917,303.654,-304.07,-4.27152,-0.529944,3.60748,0.0558943,245.08384704589844,-113.901576409,63.89946100488305,-1.72968,0.222546,7340000
-3751.14,-3.94033,17.3934,0.216814,-1.67724,-13.2153,-3604.96,0.259139,427.711,-6.55022,3.36543,144000,0.00153761,190.457,47.784786224365234,432.551,593.934,715000,315.603,0.01034,33.7503469446674,0.210734,7.031553700566292,46885.322442509234,23.472073469311,0.00494094,714,-0.00167133,-0.00638998,0.707945,-320.042,0.779222,-227.488009573,345.171,-310.593,-3.54145,-0.531452,2.94931,-0.0458576,238.92393493652344,-127.987860593,64.25397411454469,-1.76673,0.222808,7350000
-7712.37,-6.42484,12.2544,0.211919,-1.89278,-15.7627,-7742.53,0.275162,447.992,-8.12556,3.1669,144200,0.00148937,73.9353,45.51357650756836,447.616,605.238,716000,303.613,0.00281674,33.118061617948115,0.207146,7.0281509924679995,46949.25883138273,23.4453267082572,0.00329368,715,-0.00171494,-0.00607419,0.687241,-309.207,0.807927,-254.089692822,315.139,-303.23,-3.14392,-0.515356,3.89617,-0.0477133,227.56788635253906,-113.335459028,63.59153931867331,-1.86671,0.175457,7360000
-4790.57,-7.63373,17.2509,0.211166,-1.82916,-10.5731,-4740.92,0.114556,382.852,-5.27242,3.22869,144400,0.00148304,81.9673,44.07392120361328,386.418,891.868,717000,277.824,0.0291372,33.46535357926041,0.20676,7.077852202579379,47013.16362941172,23.40860994439572,0.0035376,716,-0.00154582,-0.00561409,0.696236,-285.717,0.782817,-199.228144488,284.264,-278.62,-3.31291,-0.513611,2.76386,-0.0636237,220.36959838867188,-128.467129405,63.95181572623551,-2.03015,0.261615,7370000
-5307.13,-6.50267,15.818,0.219048,-1.669,-10.8186,-5323.84,0.277075,447.694,-10.5484,3.36848,144600,0.00156814,99.5831,48.16644287109375,452.293,647.365,718000,335.11,0.0673497,33.420985334552824,0.195925,7.099032052792609,47077.536189079285,23.61804058495909,0.0026748,717,-0.00164004,-0.00619071,0.71114,-344.084,0.794742,-203.365799381,304.327,-335.074,-3.91433,-0.528224,3.00942,-0.08343,240.83221435546875,-130.728214472,64.13805797230452,-2.20944,0.178596,7380000
-3664.25,-6.85608,13.4206,0.21525,-1.7504,-11.5194,-3657.39,0.167309,444.729,-10.3148,3.2952,144800,0.00153341,111.849,49.437965393066406,446.353,768.791,719000,321.21,0.0328026,33.65834119077772,0.215656,7.169615808874369,47141.70148797892,23.57863273192197,0.00203342,718,-0.00185453,-0.00661465,0.704886,-330.544,0.787129,-193.150500319,314.563,-320.936,-3.79142,-0.519645,2.99483,-0.0487725,247.1898193359375,-139.630790943,64.40658973157406,-1.63946,0.219365,7390000
-4378.58,-7.24179,23.1138,0.21813,-1.84801,-10.3765,-4338.27,0.143654,388.047,-9.22643,3.27555,145000,0.00148574,110.758,39.6114616394043,388.481,552.424,720000,281.944,0.0336958,33.41969209630042,0.193465,7.158084273338318,47206.69601729512,23.59375736862421,0.00423228,719,-0.00149485,-0.00551483,0.692588,-287.736,0.736164,-187.341396762,275.216,-282.206,-4.43669,-0.526033,2.76386,0.0179846,198.05731201171875,-139.960901339,64.17153373826295,-1.90063,0.229133,7400000
-3701.15,-4.19203,13.9443,0.226388,-1.59294,-10.6863,-3670.36,0.175963,430.663,-7.7135,3.48904,145200,0.00156694,96.9057,52.76820755004883,436.313,711.996,721000,357.996,0.00744231,34.24533716030419,0.200357,7.089514397084713,47270.21925251372,23.256934587843716,0.00361109,720,-0.00145048,-0.00548618,0.733772,-367.659,0.761626,-219.513282359,390.392,-356.312,-3.36596,-0.517354,3.01982,0.074878,263.8410339355469,-124.510459546,64.59178614523262,-1.79774,0.287137,7410000
-4289.93,-6.21241,17.7251,0.218604,-1.73743,-10.922,-4315.7,0.274798,457.59,-9.40832,3.30781,145400,0.00149906,131.728,46.0855712890625,456.549,827.709,722000,324.794,0.0409612,33.179658028297126,0.200876,7.086253324523568,47333.96845423244,23.22780078276992,0.00306973,721,-0.00145306,-0.00575442,0.700196,-332.449,0.74594,-213.692541834,301.025,-325.132,-3.08232,-0.52672,4.11302,0.0546513,230.4278564453125,-120.115923858,63.49371213559061,-1.7698,0.2705,7420000
-3807.23,-6.04491,32.6982,0.218816,-1.79216,-10.3198,-3798.3,0.239577,447.99,-10.1156,3.44022,145600,0.00156963,92.4121,49.59949493408203,450.192,685.566,723000,326.926,0.0355821,33.43807641975582,0.195933,7.139859057031572,47398.41042839736,23.735816759988666,0.00345491,722,-0.001362,-0.00639712,0.713167,-335.407,0.751809,-228.767039017,388.819,-326.736,-3.84924,-0.511416,4.49756,-0.0347176,247.99746704101562,-131.586376758,64.31375223677605,-1.72558,0.279822,7430000
-3476.57,-2.86714,22.277,0.225182,-1.39146,-10.4866,-3489.99,0.248811,419.522,-5.1926,3.42069,145800,0.00162202,89.4323,47.78970718383789,421.015,692.212,724000,347.635,0.0100305,33.56877536140382,0.213278,7.129308325238526,47462.99472151231,23.66602119896561,0.004125,723,-0.00143135,-0.00560521,0.742615,-354.92,0.794187,-172.821516538,349.367,-347.217,-3.95617,-0.54801,4.18957,-0.0557612,238.9485321044922,-108.271611694,64.36410488560796,-2.03075,0.256022,7440000
-4692.78,-5.02201,19.0093,0.227123,-1.67922,-10.1953,-4587.86,0.189015,505.407,-8.20899,3.42784,146000,0.00156485,131.575,50.0424690246582,512.741,885.569,725000,362.788,0.0237298,33.791762680746615,0.184825,7.184232019819319,47527.808798808604,23.751414234749973,0.00342778,724,-0.00154375,-0.00657936,0.724612,-374.41,0.772163,-196.508304972,352.367,-364.569,-4.30783,-0.524361,3.70251,0.051083,250.21234130859375,-126.844749246,64.7274089353159,-2.10083,0.181133,7450000
-8142.46,-3.96337,19.2488,0.211089,-1.67336,-11.2346,-8067.34,0.125823,460.571,-4.98711,3.36285,146200,0.00139885,166.369,48.143672943115234,465.203,608.03,726000,335.799,0.0192622,33.881147555075586,0.178291,7.218538490124047,47592.70877598133,23.954117564484477,0.00275336,725,-0.00167289,-0.00536408,0.721177,-343.668,0.768853,-199.065339841,342.369,-336.331,-4.12543,-0.519855,3.52101,0.0855057,240.71836853027344,-127.980308911,65.05380360968411,-1.8166,0.0993561,7460000
-4839.99,-2.24212,22.0361,0.219608,-1.56678,-9.18303,-4857.05,0.295291,440.554,-6.55381,3.45111,146400,0.00144036,100.387,49.15806579589844,442.443,862.378,727000,345.814,-0.0127417,33.7304007941857,0.189244,7.137516307644546,47656.992543667555,23.887796984054148,0.0022437,726,-0.0015784,-0.00534874,0.734795,-356.44,0.760228,-206.979028371,361.241,-345.729,-2.77993,-0.516726,3.36438,0.102539,245.7903289794922,-127.494527325,64.75571408588439,-1.7296,0.243907,7470000
-4144.65,-4.96419,17.2342,0.222375,-1.66368,-10.6586,-4182.86,0.261746,456.078,-5.48454,3.36578,146600,0.00155669,98.8128,46.08208465576172,456.53,1079.05,728000,349.675,0.00884733,33.26140039600432,0.209967,7.084161284379661,47720.967638950795,23.5273062242195,0.00374831,727,-0.00145974,-0.00593744,0.714905,-358.114,0.80697,-206.480078254,366.987,-352.808,-4.02608,-0.522116,4.18602,-0.0115028,230.41043090820312,-130.388990942,63.87286790460348,-1.99165,0.238561,7480000
-4468.16,-1.76109,21.9448,0.220405,-1.70099,-13.498,-4506.07,0.189748,415.505,-1.7286,3.34255,146800,0.00138791,92.1249,49.19135665893555,418.732,764.745,729000,325.281,-0.0121914,33.36635271832347,0.197549,7.1637277426198125,47784.93661754858,23.665001107379794,0.00316239,728,-0.00154992,-0.00526917,0.721432,-332.715,0.750964,-224.258520361,368.883,-323.45,-3.65542,-0.524659,4.0243,0.0644405,245.956787109375,-127.963477997,64.19508156832308,-1.68428,0.121688,7490000
-4646.55,-4.6309,19.8317,0.228332,-1.33948,-10.1241,-4462.14,0.195921,483.084,-7.73681,3.55607,147000,0.00149182,129.146,50.58416748046875,483.891,874.914,730000,382.526,-0.0235432,33.1428978452459,0.199217,7.0857829274609685,47849.33353202976,23.719938402064145,0.00475778,729,-0.00162952,-0.00577312,0.749805,-391.11,0.779398,-239.85514313,396.003,-385.862,-3.03136,-0.539184,3.20456,0.0512264,252.92083740234375,-128.971884258,63.94861917477101,-2.19474,0.235488,7500000
-7747.23,-4.5096,11.5772,0.220678,-1.80892,-10.3221,-7724.42,0.24622,476.688,-10.0789,3.36363,147200,0.00163759,84.0011,49.556854248046875,479.255,582.936,731000,328.326,0.00643574,33.59400518517941,0.190269,7.166039002127945,47913.87385971192,23.754454574547708,0.00432811,730,-0.0012426,-0.00595422,0.712723,-336.514,0.767195,-168.3573908,340.247,-329.64,-2.86752,-0.515481,2.64785,-0.0512785,247.78427124023438,-134.678816139,64.51449876185507,-1.70842,0.279456,7510000
