ItrTime,Time-MAMLSteps,Step_0-MinReturn,Step_0-StdReturn,Step_1-MinReturn,Step_1-EnvExecTime,Step_1-StdReturn,Step_1-MaxReturn,Time-SampleProc,Time-InnerStep,Step_1-NumTrajs,Step_0-PolicyExecTime,Step_1-AverageReturn,Time-TotalInner,Time-Sampling,Time,Itr,KLInner,LossBefore,KLCoeffInner,Step_0-MaxReturn,Step_0-NumTrajs,Step_0-AverageReturn,Step_0-AveragePolicyStd,Step_1-AverageDiscountedReturn,Time-OuterStep,n_timesteps,Step_0-EnvExecTime,Step_0-AverageDiscountedReturn,LossAfter,Step_1-AveragePolicyStd,Step_1-PolicyExecTime
65.81013369560242,11.754290103912354,-17.67845901672343,4.937192383536559,-17.45423605045007,18.419974327087402,4.888960000545188,68.02726786501567,6.70191764831543,1.4331090450286865,15363,1.5729930400848389,-0.8630139614911965,53.51698565483093,45.290050983428955,65.81014060974121,0,0.043714635,-3.5872424e-10,0.0005,89.33125563500727,16235,-2.5180747221365523,1.0,-0.7536837730814473,11.754109621047974,320000,18.10684561729431,-2.300579423492464,-0.025327172,0.99955505,3.7535500526428223
54.38881158828735,3.2167866230010986,-18.82137351733393,4.810882215804975,-17.21972460372668,18.432064056396484,5.341624353925499,65.4703509669952,6.168756723403931,0.16338467597961426,13261,1.0712296962738037,0.9486690370070722,51.01870608329773,44.59359288215637,120.20319867134094,1,0.04531964,1.1657971e-09,0.0005,59.364511340982155,15041,-0.8835351566993822,0.9951075,0.9611588193920261,3.2166593074798584,640000,18.277182817459106,-0.7443614895133563,-0.02282374,0.9940432,3.2438435554504395
52.71786308288574,3.24473237991333,-22.758936491921013,6.347009744985271,-27.04926119245916,17.944422245025635,7.799566981164998,94.19771671930691,5.195255756378174,0.16478514671325684,10813,1.076082706451416,2.158832733331042,49.34330081939697,43.904353618621826,172.92153334617615,2,0.059446644,2.2062374e-09,0.0005,85.85098937027361,12596,-0.06628072848244948,0.9902266,2.023118516830473,3.2446045875549316,960000,18.14996600151062,0.009911552657250666,-0.012901924,0.988877,3.27260422706604
50.825932264328,3.2168943881988525,-20.941498355831904,9.84107442729486,-25.058888258993193,17.813848733901978,12.369707122181518,139.26127162887957,3.901102304458618,0.16048836708068848,7769,1.0800480842590332,7.791252408103362,47.490673780441284,43.36543035507202,223.74799180030823,3,0.03896489,-8.432336e-10,0.0005,120.36710940532609,9173,5.011321453780133,0.9853969,6.898261478140864,3.216762065887451,1280000,17.839601039886475,4.548382270368324,-0.009826786,0.9838679,3.3058886528015137
49.78767395019531,3.197418212890625,-30.026363663252347,12.997370214963691,-35.46559010719431,17.606257915496826,15.31087734789917,145.90553058728221,3.385483503341675,0.16028285026550293,6682,1.103935956954956,11.19281115088787,46.496740102767944,42.892667055130005,273.53687834739685,4,0.027606744,1.3970327e-09,0.0005,130.26406071549465,7492,9.036482424299072,0.98075837,9.728543264976572,3.1972858905792236,1600000,17.558757781982422,7.996920216408832,-0.008489698,0.9794291,3.325165271759033
49.87337279319763,3.2216951847076416,-55.000164302766635,19.73069874523549,-34.25798102706542,17.720741510391235,21.699075724914252,157.955457937134,2.8052446842193604,0.15951991081237793,5669,1.0924699306488037,15.357132636086401,46.56739687919617,43.543302059173584,323.41074562072754,5,0.026357051,-8.4495594e-10,0.0005,158.50348320403322,6039,13.20881372863576,0.97629744,12.736076077193381,3.2215664386749268,1920000,18.074585914611816,11.0799966291144,-0.0063009416,0.9749309,3.3823792934417725
49.71213674545288,3.2319958209991455,-34.70617724806326,26.63032547248404,-44.80828229066483,18.001863718032837,29.552331740782783,182.37579080550995,2.2310688495635986,0.15980100631713867,4283,1.140934705734253,25.035245492870544,46.39709138870239,43.94431519508362,373.1233477592468,6,0.018593008,2.0949456e-09,0.0005,232.18462762935283,4672,21.57539614943859,0.97198534,19.673106138072725,3.2318434715270996,2240000,18.04477095603943,17.28146459747333,-0.0059307525,0.9707312,3.47310471534729
50.23832392692566,3.289933443069458,-51.30718193372829,34.58970467329641,-32.473022694791744,18.371519088745117,36.10949022612533,230.45139265355175,1.9871485233306885,0.16274690628051758,3722,1.1534183025360107,31.358762302845278,46.8863480091095,44.68241333961487,423.3622169494629,7,0.019582713,1.3009317e-09,0.0005,297.2194411319094,3876,28.004818608728844,0.96781486,23.662143870510096,3.2897934913635254,2560000,18.359614849090576,21.399730772473816,-0.0044697104,0.96675736,3.501757860183716
50.25126600265503,3.294835090637207,-41.69679559287225,42.6508448274651,-41.167899000238585,18.550944805145264,44.52140101193668,263.9645453197015,1.7433350086212158,0.16360068321228027,3063,1.1602342128753662,44.80105577970389,46.894341468811035,44.928701639175415,473.613977432251,8,0.015053147,-4.9149533e-09,0.0005,249.58250141257676,3146,41.75262083402764,0.96381354,32.24574190782835,3.294687271118164,2880000,18.35919499397278,30.449731741999337,-0.004303497,0.9627018,3.558889150619507
51.126633405685425,3.2702512741088867,-46.750692515953105,47.62360342810718,-26.86716052801731,18.91141176223755,49.493299607718185,271.76534176239164,1.4880473613739014,0.16207218170166016,2535,1.1819748878479004,57.875246774632664,47.79165053367615,46.08700394630432,524.7410726547241,9,0.015054154,-1.0335769e-09,0.0005,238.64202512966483,2616,53.60378498579653,0.9601715,40.167755639020235,3.2701077461242676,3200000,19.03892183303833,37.70030562379685,-0.0034611875,0.9594322,3.6451416015625
