Total Train Time (s),Q Predictions Min,Q Predictions Mean,Number of rollouts total,VF Loss,Z mean eval,KL Divergence,R Predictions Std,QF Loss,V Predictions Max,Policy mu Max,Policy mu Mean,Train Time (s),Log Pis Mean,Number of env steps total,KL Loss,Epoch Time (s),Policy log std Mean,Log Pis Min,Policy Loss,Z mean train,V Predictions Std,Policy log std Std,V Predictions Min,RF Loss,Sample Time (s),Z variance train,Policy mu Min,Q Predictions Std,Log Pis Std,R Predictions Min,R Predictions Mean,(Previous) Eval Time (s),R Predictions Max,V Predictions Mean,Z variance eval,Epoch,Policy log std Min,Policy log std Max,Policy mu Std,Q Predictions Max,Number of train steps total,AverageReturn_all_test_tasks,AverageReturn_all_train_tasks,Log Pis Max
14408.101700277068,-5020.63,-794.889,44200,209.366,0.254821,56.10997772216797,0.0012421,1789.74,-231.142,2.88095,-0.109541,24.77251967228949,-1.20321,2360000,280.5498962402344,67.18242707755417,-0.586965,-10.8755,781.5,0.252269,541.984,0.170357,-5041.26,344.502,7.539682578295469,0.66374,-3.36914,543.171,2.94964,-0.00760319,-0.0035261,34.870224826969206,0.000628568,-784.548,0.170025,215,-1.60221,-0.0524555,0.744479,-236.483,216000,-284.530113158,-222.508114052,16.1149
14475.489389590919,-4072.08,-817.997,44400,196.602,0.31214,58.23600769042969,0.00150879,1901.0,-162.978,2.75548,-0.0471841,24.859386444091797,-1.21087,2370000,291.1800537109375,67.42717826645821,-0.570895,-11.1322,810.261,0.334274,525.456,0.169883,-4114.45,364.938,7.420899127610028,0.661121,-2.94099,527.801,2.95914,-0.00882117,-0.00326426,35.14689269475639,0.000767436,-808.237,0.158432,216,-1.41621,0.0209841,0.761975,-159.622,217000,-276.408269412,-219.917174882,10.4641
14542.753191300668,-4703.73,-863.522,44600,255.081,0.328821,63.52107238769531,0.00135973,1745.03,-229.697,2.72702,-0.033642,24.78170440159738,-1.14095,2380000,317.6053466796875,67.42851804289967,-0.569433,-12.5822,852.296,0.26168,539.446,0.163973,-4696.33,362.145,7.538623775355518,0.682412,-2.92303,538.788,2.88087,-0.00843759,-0.00356917,35.10818986594677,0.00051052,-857.978,0.162089,217,-1.37353,-0.0189202,0.769235,-230.471,218000,-238.13909251,-215.061479975,11.9393
14608.582026868127,-3601.56,-800.26,44800,216.044,0.31636,62.20926284790039,0.00144964,1555.94,-179.197,3.00694,-0.0611219,23.845824741758406,-1.08318,2390000,311.04632568359375,66.21485303901136,-0.596649,-10.2058,792.056,0.272883,524.576,0.168583,-3617.28,294.568,7.424764426425099,0.668029,-3.20084,522.196,2.93704,-0.0089776,-0.00335884,34.944263870827854,0.000106119,-796.332,0.150023,218,-1.72209,-0.0394883,0.756634,-179.33,219000,-252.850184906,-242.664099427,11.8825
14676.725955259986,-5912.4,-860.739,45000,239.205,0.135863,61.42875671386719,0.00150108,1838.05,-150.269,3.35907,-0.0776389,25.528036060743034,-0.793318,2400000,307.143798828125,67.58084052987397,-0.581693,-11.3118,849.599,0.340331,542.782,0.169039,-5863.64,300.457,7.493281830102205,0.624713,-3.38385,544.931,3.04634,-0.00927498,-0.00352203,34.55952263902873,6.64077e-05,-853.072,0.17421,219,-1.4224,-0.042084,0.795579,-141.552,220000,-272.701515417,-224.331410817,14.2878
14744.103908313438,-5388.59,-743.44,45200,203.816,0.310783,60.72473907470703,0.00144046,1425.97,-162.555,2.87061,-0.116429,24.56206331588328,-1.08428,2410000,303.6236877441406,67.1356948344037,-0.597321,-10.0362,738.029,0.345872,587.005,0.171059,-5342.51,294.098,7.450858963653445,0.69181,-3.06478,589.679,2.93243,-0.00868724,-0.00331776,35.12277255486697,0.000905202,-738.513,0.171593,220,-1.88759,-0.0883111,0.74155,-165.009,221000,-258.162235027,-219.40125366,13.9365
14811.560844027437,-5185.68,-739.391,45400,185.855,0.181421,62.996978759765625,0.00138222,1478.08,-157.114,3.60508,0.00340246,24.771514801308513,-1.34892,2420000,314.9848937988281,67.64668749924749,-0.598912,-9.55656,733.249,0.248855,546.435,0.163598,-5134.64,306.484,7.50908337906003,0.646925,-2.75383,549.681,2.9197,-0.0080079,-0.00344696,35.36608931887895,0.000617262,-730.863,0.168612,221,-1.49738,0.00366139,0.721881,-158.568,222000,-271.45485307,-242.806423183,11.6585
14879.117109909654,-5457.75,-739.982,45600,234.563,0.348059,65.54046630859375,0.00139234,1651.72,-181.764,2.81315,0.035931,24.899383833631873,-1.18918,2430000,327.70233154296875,67.55399017129093,-0.568515,-9.05565,730.451,0.300921,547.335,0.164083,-5391.58,320.054,7.47752951271832,0.708413,-3.05127,550.75,3.00865,-0.00848927,-0.00327156,35.17707682494074,0.000585085,-736.324,0.185403,222,-1.6477,0.0079996,0.758177,-185.896,223000,-279.97872742,-217.020331283,15.9444
14946.236985242926,-3826.56,-782.299,45800,218.004,0.258241,58.604103088378906,0.00137447,1857.54,-218.643,3.19861,-0.0260259,24.831123542040586,-1.16361,2440000,293.0205078125,67.4784072143957,-0.590999,-12.6104,777.387,0.181729,523.265,0.164174,-3837.74,346.405,7.467013952322304,0.626688,-3.25911,526.753,2.92727,-0.00795164,-0.0030137,35.18026972003281,0.000380925,-771.742,0.164698,223,-1.71114,-0.0314201,0.752707,-212.599,224000,-293.365869951,-242.060659902,13.208
15013.664401849732,-4774.55,-829.17,46000,198.548,0.258426,65.31140899658203,0.00141298,1671.72,-189.086,3.38225,-0.0965521,24.99211209733039,-0.977305,2450000,326.5570373535156,67.19280173163861,-0.592961,-10.7284,821.436,0.223602,587.283,0.169987,-4787.85,335.62,7.378162683919072,0.670048,-2.96614,586.0,2.97815,-0.00703791,-0.00331099,34.82252695038915,0.000960234,-825.642,0.168853,224,-1.44727,-0.0202251,0.762259,-192.465,225000,-287.208829385,-229.209528856,12.1689
15081.640626269393,-4338.73,-782.227,46200,222.375,0.170311,72.42648315429688,0.00144595,2069.95,-170.882,3.37189,-0.138509,24.679131405428052,-0.928044,2460000,362.1324157714844,67.29338753037155,-0.600826,-9.64548,776.694,0.427449,565.664,0.17123,-4330.27,375.567,7.5562674682587385,0.707035,-3.65362,568.322,3.05998,-0.011082,-0.00272866,35.057988656684756,0.000833778,-775.631,0.15368,225,-1.70348,-0.0280333,0.767347,-171.274,226000,-275.206031489,-223.112646943,14.7591
15149.147006232291,-5841.91,-798.216,46400,190.222,0.365963,61.10929870605469,0.00142037,1729.86,-198.667,3.60764,-0.144197,24.953027920797467,-0.967419,2470000,305.5465087890625,68.33450064714998,-0.596528,-10.0306,794.174,0.218009,563.733,0.171173,-5811.0,346.317,7.640089639462531,0.660625,-3.19784,563.198,3.07669,-0.00754875,-0.00357224,35.74138308688998,0.00171091,-790.059,0.177767,226,-1.59817,-0.00315899,0.755468,-207.282,227000,-239.630983031,-212.005130739,13.3628
15216.437566906214,-5205.18,-725.837,46600,227.192,0.234767,61.772987365722656,0.00144775,1506.34,-204.268,3.17184,-0.0339358,24.950275268405676,-1.20207,2480000,308.86492919921875,67.23572338372469,-0.592024,-12.3382,717.032,0.303027,518.307,0.168722,-5167.64,313.581,7.370662453584373,0.645408,-3.09881,517.937,2.94448,-0.00835812,-0.00332816,34.91478566173464,0.000795193,-723.71,0.171183,227,-1.71589,-0.00287282,0.746301,-202.208,228000,-257.831609925,-199.928593584,11.7611
15284.704487497918,-4936.2,-803.329,46800,208.79,0.348099,63.57179260253906,0.00128388,1919.45,-180.826,3.36902,-0.0350475,24.50839264690876,-1.00003,2490000,317.85894775390625,66.9188912762329,-0.575975,-12.2848,794.53,0.28075,566.376,0.171595,-4931.5,351.125,7.440364977344871,0.745638,-3.41197,566.734,3.12625,-0.00748781,-0.00338722,34.97013365197927,7.93027e-05,-799.276,0.175146,228,-1.50366,-0.0568424,0.787332,-184.191,229000,-272.25079804,-196.619556704,17.9281
15350.608390476555,-5189.92,-772.582,47000,203.694,0.308601,64.58460235595703,0.00145383,1836.63,-141.765,3.33327,-0.0393772,24.4446591604501,-1.03249,2500000,322.9230041503906,68.23635975457728,-0.577802,-11.072,766.169,0.28619,533.898,0.178882,-5161.75,328.627,7.472634499892592,0.650802,-3.27195,536.599,2.9877,-0.00914741,-0.00338571,36.319066094234586,0.001181,-763.543,0.165749,229,-1.52489,-0.0519769,0.778496,-144.279,230000,-249.54393784,-224.654913767,12.2078
15416.393785718828,-5313.9,-821.46,47200,227.818,0.292221,62.267337799072266,0.0013674,1828.75,-141.374,3.28423,-0.0730409,24.37271838542074,-0.75198,2510000,311.3367004394531,65.63483648374677,-0.589966,-9.46549,809.029,0.234119,563.406,0.183561,-5267.6,388.913,7.27464647218585,0.649831,-3.60817,565.812,3.12709,-0.00980157,-0.00377737,33.98747162614018,0.000296002,-809.981,0.173002,230,-1.65077,0.0124798,0.796788,-147.059,231000,-255.250845316,-242.085507029,13.2707
15481.814833085053,-6879.05,-779.838,47400,202.939,0.312307,57.71444320678711,0.00149481,1370.53,-240.893,2.78205,-0.0961802,24.079867515712976,-1.28199,2520000,288.57220458984375,65.4832902662456,-0.573268,-11.6057,772.891,0.330675,545.748,0.164271,-6714.31,339.494,7.264281094074249,0.664495,-3.1847,549.779,2.91251,-0.00877225,-0.00346661,34.13914165645838,0.000306272,-767.77,0.178933,231,-1.64046,-0.0394272,0.743841,-247.745,232000,-246.864896162,-236.599930382,11.7736
15548.228504711762,-5305.62,-757.825,47600,253.741,0.22237,62.220577239990234,0.00137284,1825.43,-188.63,2.74667,-0.0266178,24.13622358161956,-1.31432,2530000,311.1028747558594,65.60935545992106,-0.563326,-10.1117,744.394,0.336828,546.77,0.166628,-5290.32,330.286,7.39549046754837,0.619437,-2.93567,550.577,2.89109,-0.00737609,-0.00326313,34.07764141075313,0.000452051,-746.262,0.153184,232,-1.61402,-0.0349533,0.746884,-192.304,233000,-261.075680737,-215.405418211,14.2277
15615.49095839914,-4919.98,-701.212,47800,167.242,0.201468,58.50285339355469,0.00145819,1516.81,-176.505,2.86344,-0.0344405,25.37958705238998,-1.29669,2540000,292.5142822265625,67.75689072627574,-0.57785,-11.3761,694.913,0.298019,524.728,0.168445,-4893.01,262.275,7.494329638779163,0.641195,-2.64428,527.3,2.8265,-0.00881196,-0.0035455,34.8829740351066,0.000564635,-690.567,0.154665,233,-1.50157,-0.0194704,0.73278,-174.44,234000,-266.742284354,-226.323523866,10.9841
15684.350410806946,-4578.02,-743.382,48000,169.138,0.333519,63.89320373535156,0.0013178,1273.66,-117.573,3.26567,-0.0166879,25.411886462941766,-1.32027,2550000,319.46600341796875,67.51405257359147,-0.564874,-10.0321,736.994,0.205967,520.261,0.172707,-4670.21,351.016,7.712885890156031,0.647377,-2.81649,521.144,2.98938,-0.00797033,-0.00318146,34.389280220493674,8.7684e-07,-736.773,0.171803,234,-1.97091,-0.0549789,0.746974,-123.048,235000,-267.50387014,-212.781710049,14.9899
15751.074177857488,-4370.88,-712.564,48200,193.564,0.17174,63.9213981628418,0.00139137,1336.81,-180.048,3.70844,-0.0320213,24.545265556313097,-1.27303,2560000,319.60699462890625,67.70563344750553,-0.581187,-12.7373,704.47,0.35899,505.549,0.166138,-4357.93,318.952,7.425001195631921,0.667008,-2.65712,505.185,2.95658,-0.00863641,-0.00342411,35.735366695560515,0.000426336,-704.971,0.177889,235,-1.52308,-0.0361502,0.741954,-194.279,236000,-300.26467855,-242.728972084,11.0472
15818.148852662183,-4803.69,-873.9,48400,249.146,0.303178,61.94437789916992,0.00152956,1853.38,-190.251,2.94092,-0.0470267,24.652697526849806,-0.785714,2570000,309.7218933105469,66.79821353498846,-0.595338,-10.4188,864.307,0.24197,585.606,0.18518,-4768.52,365.035,7.390886653214693,0.687492,-2.98026,590.197,3.11409,-0.00895322,-0.00315627,34.75462935492396,0.000755959,-859.548,0.183529,236,-1.88975,-0.0507327,0.785844,-194.646,237000,-289.203902422,-239.129425801,13.4823
15885.19772443641,-4909.79,-708.094,48600,182.392,0.233798,57.36624526977539,0.00149256,1148.16,-181.885,2.73261,-0.0494607,24.593610712327063,-1.246,2580000,286.83123779296875,67.09213274810463,-0.586327,-13.1224,701.767,0.180512,464.886,0.170726,-4894.97,331.124,7.466684908606112,0.626939,-2.69015,465.613,2.90337,-0.00923141,-0.00331569,35.03183712717146,0.000981948,-703.089,0.167644,237,-1.4818,-0.104746,0.741748,-190.043,238000,-260.558186288,-227.119428174,10.1312
15952.156946593896,-4226.22,-714.568,48800,176.522,0.239977,60.958396911621094,0.00146512,1372.67,-147.555,2.8758,-0.0234202,24.666566853411496,-1.21534,2590000,304.7919921875,67.19271108135581,-0.581529,-11.4339,704.103,0.278681,533.071,0.172635,-4266.31,323.998,7.536561228334904,0.634367,-3.40996,538.455,3.11898,-0.00897779,-0.00358578,34.98958299960941,-0.000382016,-700.256,0.190007,238,-1.49073,-0.0344783,0.750281,-157.445,239000,-265.602612478,-235.622249488,16.3307
16019.53811097145,-5127.26,-899.655,49000,260.535,0.192623,64.88688659667969,0.0013417,1820.65,-199.626,3.1215,-0.0672498,24.657997713424265,-0.769572,2600000,324.4344482421875,66.80103771947324,-0.581268,-11.5348,894.245,0.385719,632.998,0.178847,-5074.46,389.894,7.385850706137717,0.67482,-3.1421,636.093,3.12763,-0.0086384,-0.00311462,34.75718929991126,0.000452831,-890.597,0.175298,239,-1.60694,-0.00484091,0.804508,-205.37,240000,-214.935763956,-206.178428078,13.8349
16086.829291430302,-3563.76,-601.386,49200,186.758,0.256144,59.37416458129883,0.00130088,981.713,-138.606,2.79401,-0.0422656,24.376447371207178,-1.70406,2610000,296.8708190917969,67.17083659209311,-0.576026,-10.7985,595.191,0.270966,437.834,0.168008,-3633.99,232.836,7.456470153294504,0.686544,-3.13202,436.583,2.7677,-0.00732172,-0.00343138,35.33791906759143,0.000636807,-600.449,0.180771,240,-1.50217,0.0962715,0.686283,-135.593,241000,-238.062033487,-202.877834145,10.8027
16153.392384334467,-4779.46,-726.767,49400,214.703,0.300695,60.96518325805664,0.00139849,1669.26,-175.162,3.15881,-0.0280101,24.022458265535533,-1.09764,2620000,304.825927734375,67.0204610126093,-0.591077,-10.3808,718.707,0.37986,569.695,0.174329,-4722.38,349.589,7.539034902118146,0.706604,-2.91335,574.339,3.02407,-0.0089948,-0.00334909,35.45896784495562,0.000518824,-715.806,0.170216,241,-1.46785,-0.00823826,0.75389,-174.157,242000,-285.182153732,-219.11078009,14.7911
16220.790816654451,-4759.9,-746.377,49600,245.25,0.434286,60.446537017822266,0.00137301,1603.22,-137.395,3.065,-0.0285695,24.62960086669773,-1.32195,2630000,302.2326965332031,67.22858274355531,-0.564484,-12.4035,736.346,0.291156,572.538,0.176493,-4829.83,365.481,7.596517039462924,0.655744,-3.41536,571.967,3.02866,-0.00838813,-0.00340825,35.002464837394655,0.000875774,-742.784,0.194723,242,-1.5811,0.00736099,0.751006,-140.093,243000,-291.095905677,-200.183472566,15.017
16287.299204538576,-4390.96,-707.973,49800,194.641,0.283675,55.99321365356445,0.00124884,1219.75,-165.762,2.92784,-0.0234518,24.19766839314252,-1.32529,2640000,279.966064453125,66.72607594635338,-0.581016,-8.55802,702.762,0.219681,509.641,0.173504,-4370.52,301.829,7.355231072753668,0.635992,-3.30233,514.906,2.8341,-0.00748267,-0.00342229,35.17317648045719,-0.000313335,-698.595,0.16984,243,-1.53578,-0.0650128,0.732567,-170.024,244000,-276.683980578,-209.493938659,11.9404
16353.722938955761,-4841.18,-785.663,50000,215.485,0.27854,67.70931243896484,0.00146874,2026.97,-162.256,4.37855,-0.0895912,24.182816058397293,-1.04501,2650000,338.54656982421875,66.36946960259229,-0.574061,-11.8781,773.501,0.29836,607.348,0.180026,-4922.95,379.101,7.229979587718844,0.67164,-3.27752,608.484,3.07807,-0.00862084,-0.00350455,34.95667395647615,0.00178517,-778.585,0.175919,244,-1.91103,-0.0313019,0.767535,-166.38,245000,-247.228968671,-217.777506973,14.039
16421.273029891774,-5056.08,-678.684,50200,160.553,0.26867,63.41446304321289,0.00132119,1313.73,-164.725,3.09205,-0.0781906,24.358174735680223,-1.19772,2660000,317.07232666015625,66.68557539302856,-0.575495,-9.69225,675.369,0.286118,499.009,0.174913,-5027.42,314.545,7.3156981356441975,0.680818,-2.90212,501.84,2.91821,-0.00699827,-0.00343863,35.01170252170414,0.000298816,-675.205,0.166272,245,-1.41463,-0.0528862,0.747676,-161.854,246000,-270.535032502,-231.260929749,11.021
16488.620135825127,-4897.03,-758.172,50400,149.042,0.185384,59.30073547363281,0.00132449,1300.7,-197.151,3.39633,-0.0109742,24.33548884652555,-1.13278,2670000,296.503662109375,67.79061757493764,-0.572826,-10.0773,751.179,0.179549,535.268,0.173375,-4908.21,337.995,7.577915059402585,0.700631,-2.80761,535.938,2.98125,-0.00857083,-0.00355679,35.87721366900951,-3.43994e-05,-750.036,0.15818,246,-1.46091,-0.0557176,0.760197,-201.48,247000,-265.896670302,-204.330425952,15.7218
16556.119496581145,-4519.43,-838.442,50600,218.066,0.245215,62.74597930908203,0.00135243,1896.82,-183.786,3.52818,0.0248231,24.844762903638184,-0.96266,2680000,313.7298889160156,67.72828435711563,-0.570734,-11.1669,821.332,0.441886,533.872,0.183053,-4459.94,383.123,7.449000119231641,0.712801,-2.53284,537.359,3.10263,-0.00754852,-0.00343036,35.4345213342458,0.000892562,-826.647,0.160372,247,-1.69868,0.0462835,0.784717,-185.63,248000,-242.798805719,-219.973540177,12.1799
16622.760250580497,-7008.03,-720.544,50800,194.685,0.155665,63.4743766784668,0.00146134,1370.31,-180.216,4.12995,-0.0532605,24.63559685461223,-1.26537,2690000,317.37188720703125,67.24561475403607,-0.565721,-11.5742,714.386,0.312265,559.906,0.171799,-6993.35,321.108,7.403472661972046,0.646951,-2.68255,564.237,3.03143,-0.00753105,-0.00327407,35.20654523745179,0.000547591,-717.149,0.16804,248,-1.52108,-0.0470557,0.759056,-168.494,249000,-256.133289972,-225.414296217,17.6648
16689.745487535372,-3820.2,-676.131,51000,168.288,0.152839,61.66162872314453,0.00133747,1288.92,-124.73,3.02316,-0.0394246,24.730142088606954,-1.35323,2700000,308.3081359863281,66.73673011921346,-0.573787,-10.882,671.871,0.248503,517.174,0.176625,-3872.26,305.784,7.403998343273997,0.672865,-3.15867,518.376,3.02087,-0.0077881,-0.00349789,34.60258968733251,-0.000242943,-668.236,0.16694,249,-1.54599,-0.0589537,0.729271,-123.209,250000,-247.421671183,-207.93777793,17.3883
16757.254439109005,-5293.89,-843.72,51200,189.246,0.159828,60.94388198852539,0.00126884,1580.65,-146.57,2.84719,-0.0772635,24.77134383842349,-0.968157,2710000,304.71942138671875,67.0741654438898,-0.564469,-10.8626,834.256,0.240818,526.959,0.186919,-5302.44,410.547,7.450744466856122,0.669695,-3.24916,531.941,3.12215,-0.00783297,-0.00323727,34.852077138610184,0.000587427,-830.739,0.16038,250,-1.60225,0.0105368,0.786424,-144.685,251000,-287.84325878,-248.17284134,12.249
16823.443630528636,-5951.65,-605.961,51400,140.43,0.268349,63.854034423828125,0.00130001,1150.34,-89.9619,3.44013,-0.0427635,24.011124638840556,-1.59509,2720000,319.2701721191406,66.73979228641838,-0.57735,-11.2506,598.056,0.305738,524.128,0.175819,-5904.09,266.429,7.440860818140209,0.699054,-2.89817,525.526,2.85172,-0.00722013,-0.00347122,35.28780682943761,-3.85515e-05,-597.121,0.171025,251,-1.4559,0.020613,0.696547,-89.6716,252000,-288.902713384,-203.344454086,10.7757
16889.36072200723,-5679.96,-789.594,51600,238.781,0.289554,64.62876892089844,0.00149151,2094.93,-178.227,2.95101,-0.00602479,23.951974572613835,-0.89609,2730000,323.14385986328125,66.1257952703163,-0.599515,-10.4031,781.706,0.334782,546.218,0.186412,-5812.27,391.104,7.435588960535824,0.734981,-3.78214,547.734,3.1012,-0.0086154,-0.00344577,34.73823173716664,-4.04706e-06,-781.564,0.16043,252,-1.6401,-0.0577841,0.771884,-184.995,253000,-269.556486054,-210.498639174,11.8501
16954.828130101785,-4126.3,-766.071,51800,241.835,0.194672,59.38160705566406,0.0014208,1473.28,-100.031,3.82675,-0.0179995,24.11394861061126,-1.33489,2740000,296.90802001953125,65.95340347848833,-0.542009,-10.4356,760.358,0.261766,529.551,0.179517,-4158.76,328.289,7.308969609439373,0.613528,-3.4601,529.714,3.06396,-0.00831567,-0.00357506,34.53048525843769,0.000962397,-761.129,0.166717,253,-1.60484,-0.00808105,0.758323,-96.0181,254000,-302.120463697,-226.058348509,16.3427
17020.180575212464,-4569.82,-640.264,52000,165.945,0.299854,64.40931701660156,0.00150038,1268.08,-155.484,3.43438,0.0120245,24.128555382601917,-1.34878,2750000,322.04656982421875,65.39739881828427,-0.583641,-10.5941,638.221,0.383913,509.528,0.180753,-4579.84,303.891,7.223440204747021,0.648315,-3.17123,510.716,3.08232,-0.00899801,-0.00360938,34.045403230935335,0.000589827,-635.238,0.160725,254,-1.5115,-0.027027,0.732907,-149.604,255000,-244.241215077,-204.551691291,14.1643
17086.147506534122,-5620.19,-763.469,52200,386.56,0.239213,60.1267204284668,0.0014906,1461.95,-158.363,3.37964,-0.0794736,24.22940487228334,-0.941513,2760000,300.63360595703125,65.52675547264516,-0.586239,-9.84644,758.817,0.383454,540.671,0.182395,-5606.62,349.501,7.295925377868116,0.666117,-4.05735,548.055,3.07764,-0.00745706,-0.00343112,34.00142522249371,0.0011669,-749.019,0.175511,255,-1.66062,-0.0175584,0.770883,-158.998,256000,-274.27711265,-211.184035442,13.0485
17151.660540949553,-5631.21,-798.377,52400,193.112,0.292096,59.51315689086914,0.00132966,1586.83,-152.158,3.14047,-0.0259505,23.24180636368692,-0.879208,2770000,297.5657958984375,64.91647958848625,-0.581774,-12.265,789.333,0.360904,564.126,0.184017,-5533.34,382.123,7.23213460855186,0.616815,-3.27727,565.157,3.12152,-0.00780203,-0.00336358,34.442538616247475,0.000438029,-794.779,0.172628,256,-1.66599,-0.0236816,0.791705,-153.658,257000,-271.753032652,-213.861445604,14.5687
17219.079586719163,-5124.42,-668.167,52600,236.509,0.218289,66.29749298095703,0.0015195,1554.74,-128.249,3.63769,-0.0379074,24.70813360158354,-1.32002,2780000,331.4874572753906,67.29036693647504,-0.577643,-10.1622,662.448,0.362067,581.278,0.177808,-5122.78,334.802,7.542156484909356,0.656616,-4.47124,578.468,3.06764,-0.00800359,-0.0033444,35.04007684998214,-3.49036e-05,-667.564,0.149948,257,-1.74924,-0.0507075,0.730772,-127.128,258000,-243.535641242,-200.954797421,16.5161
17286.109675895423,-5458.83,-756.805,52800,227.978,0.294099,67.10621643066406,0.00141854,1645.59,-169.551,3.26513,-0.0227154,24.668621983379126,-1.0269,2790000,335.53106689453125,67.30341518390924,-0.562384,-11.5007,744.68,0.254568,571.34,0.176906,-5358.49,350.765,7.464923040941358,0.692618,-3.07446,576.454,3.11813,-0.00835654,-0.00325696,35.169870159588754,0.00128641,-747.032,0.177985,258,-1.64742,-0.0510722,0.790775,-163.865,259000,-278.920718175,-214.062830706,17.1157
17353.42664651014,-5602.0,-680.903,53000,250.737,0.295983,63.35629653930664,0.0013782,1171.96,-138.469,4.32316,-0.0193777,24.852956293150783,-1.355,2800000,316.781494140625,67.51682367641479,-0.563148,-10.8346,679.218,0.293312,570.484,0.176692,-5553.32,347.918,7.766225608065724,0.64497,-3.44387,574.394,3.04971,-0.00761907,-0.00350339,34.89764177519828,0.000229065,-670.606,0.164713,259,-1.58039,-0.0218537,0.749222,-132.427,260000,-276.664577504,-259.04630434,25.0795
17420.235777082853,-6801.82,-689.887,53200,160.115,0.33945,62.0274658203125,0.00147044,1593.49,-157.095,2.80562,-0.0312111,24.36536659207195,-1.05528,2810000,310.1373291015625,66.37912343721837,-0.580843,-9.0312,682.958,0.400136,555.594,0.178996,-6724.01,322.671,7.31537589430809,0.654993,-3.02595,557.237,3.10228,-0.00899058,-0.00324681,34.69838095083833,0.00195878,-681.534,0.167356,260,-1.83604,-0.0247321,0.767871,-164.073,261000,-247.323069005,-220.604430036,17.0702
17486.82827887032,-4991.7,-748.815,53400,199.252,0.339554,60.760040283203125,0.0013957,1486.35,-145.409,3.65534,-0.0169751,24.620566818863153,-1.13988,2820000,303.8002014160156,67.11144731845707,-0.570701,-11.2148,741.014,0.327887,518.598,0.180836,-4998.08,346.227,7.361585561186075,0.637847,-3.16061,522.651,3.00686,-0.00926535,-0.00350474,35.12929493840784,0.000112551,-739.934,0.175603,261,-1.45421,-0.0887482,0.760471,-146.975,262000,-246.184034442,-202.317274295,17.7111
17553.237704075873,-3905.87,-742.885,53600,279.497,0.265684,62.64023971557617,0.0012799,1641.49,-157.546,3.6652,0.0813348,24.51408846117556,-0.971764,2830000,313.2012023925781,66.43177270330489,-0.585356,-12.2166,734.384,0.252414,524.873,0.179734,-3927.8,348.301,7.306126603856683,0.637373,-2.96232,525.704,3.19291,-0.00805473,-0.00321359,34.61155763827264,5.58002e-05,-743.149,0.169149,262,-1.56292,-0.0729977,0.77845,-156.471,263000,-280.23148192,-197.446461881,13.1048
17619.39114221465,-4556.31,-628.963,53800,157.726,0.316019,59.515098571777344,0.00144055,1138.84,-138.762,3.05173,-0.0333924,24.179442228749394,-1.36205,2840000,297.57550048828125,66.03827091865242,-0.571461,-11.2574,621.415,0.325189,493.531,0.173295,-4551.53,292.992,7.268646975979209,0.660374,-3.13271,493.446,2.95775,-0.00897902,-0.0032701,34.59018171392381,0.0017878,-625.344,0.168507,263,-1.74758,0.0742978,0.736429,-135.784,264000,-252.909541869,-192.261865984,11.1039
17686.543350696564,-4609.37,-830.207,54000,225.159,0.275546,58.10347366333008,0.00146532,1765.49,-196.002,3.47065,0.0349682,24.606978870928288,-0.591969,2850000,290.5173645019531,66.69463075511158,-0.567546,-10.5267,816.321,0.321446,543.481,0.187531,-4668.36,401.16,7.380913962610066,0.681602,-3.23227,545.371,3.32903,-0.00761375,-0.00339985,34.70673792157322,0.000457228,-819.972,0.171842,264,-1.59207,-0.0426241,0.828927,-192.365,265000,-237.589322819,-194.193221021,14.8296
17752.55772646703,-4397.58,-770.466,54200,279.495,0.190131,58.7730598449707,0.00131529,1678.54,-127.602,4.11816,-0.0573396,24.036587190814316,-1.0174,2860000,293.86529541015625,66.55848621763289,-0.580928,-10.2362,765.546,0.237293,542.478,0.196217,-4352.64,336.937,7.356706520542502,0.695766,-3.50211,548.728,3.16712,-0.00804032,-0.0036715,35.16519250627607,3.02553e-05,-760.097,0.167158,265,-1.54282,-0.0433864,0.773293,-128.381,266000,-230.701720607,-189.463348525,18.1934
17819.039735037833,-4861.05,-574.638,54400,212.013,0.242783,66.09608459472656,0.00145026,1001.5,-146.806,3.10736,-0.0214836,24.43405036535114,-1.62349,2870000,330.48040771484375,66.39898365456611,-0.57201,-9.89702,568.952,0.354798,477.263,0.175625,-4806.9,263.08,7.342762246727943,0.639879,-3.09019,482.468,2.93132,-0.00941694,-0.00335357,34.622171042487025,0.00110197,-568.563,0.173993,266,-1.5386,-0.0605227,0.698643,-142.037,267000,-276.044462811,-207.680563362,16.3546
17885.273691463284,-5083.85,-671.095,54600,295.224,0.164653,56.44786071777344,0.0013213,1317.82,-157.746,3.54734,-0.0452283,24.52955853100866,-1.258,2880000,282.23931884765625,66.62224453128874,-0.604997,-11.9229,661.714,0.201912,479.551,0.188397,-5040.4,284.054,7.386445797979832,0.634151,-2.84446,477.844,2.97746,-0.00741428,-0.00333751,34.70624020230025,0.00138375,-671.1,0.170367,267,-1.73492,-0.0660003,0.725619,-154.744,268000,-270.166776243,-196.14801445,14.2185
