Step_0-MaxForwardReturn,Step_1-AverageForwardReturn,KLInner,Step_0-MinForwardReturn,Step_0-StdForwardReturn,Itr,Step_1-AverageCtrlCost,n_timesteps,Step_1-MaxReturn,KLCoeffInner,Time-TotalInner,Step_1-EnvExecTime,Time,LossBefore,Step_1-AveragePolicyStd,Step_1-AverageDiscountedReturn,Step_1-StdReturn,Step_0-AverageReturn,LossAfter,Step_0-AverageCtrlCost,Time-SampleProc,Step_0-NumTrajs,Time-MAMLSteps,Time-OuterStep,Step_0-StdReturn,Step_0-AverageForwardReturn,Step_0-PolicyExecTime,Step_0-AveragePolicyStd,Step_1-StdForwardReturn,ItrTime,Step_0-MaxReturn,Step_1-NumTrajs,Time-Sampling,Step_1-PolicyExecTime,Step_1-AverageReturn,Step_0-EnvExecTime,Step_1-AverageAbsPolicyMean,Step_0-MinReturn,Step_1-MinReturn,Step_1-MinForwardReturn,Time-InnerStep,Step_0-AverageAbsPolicyMean,Step_0-AverageDiscountedReturn,Step_1-MaxForwardReturn
-0.7930037531746029,-4.407652517451435,0.008610619,-14.211983925277863,2.0195512104806945,0,0.48964622871898117,320000,-213.23975783215903,0.0,60.75412940979004,24.466623544692993,74.65646195411682,-2.2271645e-09,0.9998894,-377.1401170903454,429.0569185028335,-977.100680821309,-0.008025798,0.4896725227293745,2.353241205215454,800,13.414318323135376,13.414125204086304,403.9725591479614,-4.394846545400908,1.5055665969848633,1.0,2.145008092399019,74.65645456314087,-257.9037154469964,800,56.83194303512573,3.4816091060638428,-979.657457216687,24.32195782661438,0.65948635,-2943.2822591504055,-2763.426580935773,-13.328781485240023,1.473083734512329,0.65732044,-376.035570880303,-0.5640287739143662
-0.6880456096205114,-4.322251330249086,0.010741706,-12.908353926648113,2.154023951538155,1,0.4888418872876652,640000,-217.12365675915552,0.0,58.47344183921814,24.542710781097412,137.49548840522766,4.93601e-09,0.99753547,-373.20212401257885,418.28832202619543,-990.7560944864558,-0.0049919034,0.4887511252529546,2.2773489952087402,800,4.3383519649505615,4.33817195892334,430.93255387415724,-4.464037639932214,0.9383862018585205,0.9976975,2.090495149027016,62.83363580703735,-236.7579016761855,800,55.8828227519989,2.866131544113159,-962.4203973002476,24.51378560066223,0.6541175,-2682.1457627914497,-2533.333036224138,-12.174887209140847,0.21119260787963867,0.65471715,-379.8350221307504,-0.5911660895120567
-0.6485044539755367,-4.311375038403952,0.009765701,-14.282334888658553,1.9901036981927411,2,0.48794246852609335,960000,-218.3180350910963,0.0,58.42241597175598,24.449270486831665,200.28292655944824,3.0595806e-09,0.99484324,-371.7351135631023,402.9574143716225,-935.946037324198,-0.0045815767,0.4881350013258123,2.337839126586914,800,4.34052586555481,4.340345859527588,398.11069662768057,-4.190581436325761,0.9445161819458008,0.9948793,2.013867311520971,62.786783933639526,-226.9843222392432,800,55.770275831222534,2.8449394702911377,-960.0665144232385,24.518840312957764,0.6486148,-2955.8989731465726,-2958.3618685394285,-14.291027485015157,0.2118818759918213,0.6494811,-364.0401512734133,-0.5997804092780347
-0.5869230944270005,-4.385244858177284,0.009413501,-11.575108383515285,1.9714086789169378,3,0.4875172719104961,1280000,-221.6561885722474,0.0,58.40815734863281,24.457480669021606,263.08064246177673,1.3578686e-09,0.99175173,-375.3060416686221,432.5468577244079,-935.0436995717266,-0.0039954623,0.4880016393914819,2.37233567237854,800,4.365112543106079,4.364932537078857,394.41469908114027,-4.186196838418449,0.9353950023651123,0.99165857,2.1614737871974152,62.79704809188843,-214.18338596142956,800,55.72059202194214,2.867380380630493,-974.7545603833664,24.439693689346313,0.651397,-2413.485494303665,-2986.039921194769,-14.429092538270707,0.21295881271362305,0.6536197,-363.9441394828085,-0.6140451008597211
-0.5263838981069222,-4.194840928000165,0.010428807,-12.271012773707785,1.9973575242449277,4,0.48597985473856326,1600000,-160.46770039832086,0.0,58.302974462509155,24.525840759277344,325.7471706867218,5.029044e-12,0.9884475,-362.0783390078557,400.21333139166927,-913.5481516394782,-0.0037898726,0.48584028247697275,2.335988759994507,800,4.33932638168335,4.339159727096558,399.5802913652403,-4.080865786780696,0.9405345916748047,0.9882511,2.0006285702330033,62.66575860977173,-200.37056565908446,800,55.64972400665283,2.842564582824707,-936.3664122142992,24.403209686279297,0.6453404,-2553.3541845621808,-2460.61988452788,-11.806187933386504,0.21489882469177246,0.64395285,-353.6710587693994,-0.3166761833599434
-0.5677735494469619,-4.273851146073714,0.010491905,-12.512364614035302,1.9570059738330217,5,0.4846340418442525,1920000,-216.05693032613104,0.0,58.25197148323059,24.443828105926514,388.36247539520264,-2.819672e-09,0.98525536,-370.94497373606185,390.0055681597723,-941.6884102735927,-0.003990318,0.48505923319078986,2.3187239170074463,800,4.337183475494385,4.3370139598846436,391.57368552935543,-4.2223386346267695,0.9362037181854248,0.9853468,1.9489391426924547,62.614516258239746,-210.864658146971,800,55.61932110786438,2.8297438621520996,-951.9031385173402,24.5296528339386,0.6417222,-2602.256558208781,-2646.6253612472883,-12.754008656423762,0.2118699550628662,0.640758,-369.8085175711645,-0.6118129570008416
-0.3820699461190402,-3.986128402484034,0.009806884,-11.097280320135447,1.9055077054286018,6,0.4840344728646427,2240000,-191.68560581534285,0.0,58.12530994415283,24.47311758995056,450.8228316307068,3.896652e-10,0.9832376,-345.4090014950192,383.119965309135,-881.7177229515285,-0.0040729903,0.4836521686651744,2.2539327144622803,800,4.3115997314453125,4.311415433883667,381.3173709083506,-3.923888602570253,0.9397270679473877,0.9831696,1.914694728118026,62.45961332321167,-172.9679441133006,800,55.558918714523315,2.835792064666748,-894.2398831155998,24.404319286346436,0.64045316,-2315.5111939057233,-3116.952924227123,-15.100014028891314,0.2107558250427246,0.6394333,-340.8374225217246,-0.4719853525574688
-0.67705730585788,-3.769223916934544,0.008168815,-11.931442023113068,1.8843418804207468,7,0.48283868636973204,2560000,-184.88732995356412,0.0,58.10022830963135,24.39790630340576,513.290691614151,-7.4133234e-11,0.98088086,-330.18631563296464,356.6663491559744,-893.0623583895981,-0.0035744042,0.4828736588530616,2.2966604232788086,800,4.342143297195435,4.341970920562744,377.160118558209,-3.981394453561752,0.9309272766113281,0.9808715,1.782659229453257,62.46719694137573,-230.3583598954652,800,55.49065923690796,2.833488941192627,-850.6235487370349,24.44244694709778,0.63426447,-2483.664982237421,-2344.057842131238,-11.225138689937635,0.21117401123046875,0.6362179,-344.7928264198812,-0.43525701207717404
-0.6952026083030449,-4.272542781551535,0.008871391,-14.386701087441551,1.9179190894760008,8,0.4822592742435262,2880000,-189.9497318708687,0.0,58.07649350166321,24.35759401321411,575.7597181797028,1.2688339e-09,0.9791866,-375.1122848660774,376.2218916955238,-932.6439482993478,-0.0037152767,0.48172638825012376,2.412325620651245,800,4.368687152862549,4.368515491485596,383.7666409076306,-4.180445160282047,0.9314773082733154,0.97910565,1.8801410449336537,62.46822738647461,-235.87458255921302,800,55.34787845611572,2.8074982166290283,-951.1700443272744,24.38752031326294,0.6317763,-2974.2083846672253,-2589.4648918502885,-12.458054279673634,0.21436524391174316,0.63024485,-368.18342516147584,-0.4575454178908496
-0.46283049007853244,-4.084092887587939,0.010835908,-11.137779193131541,1.8496286217613531,9,0.4808991325830483,3200000,-258.51668625786095,0.0,58.162824630737305,24.506229877471924,638.2744624614716,-4.225224e-09,0.9776168,-355.17037367692274,377.96706192113345,-908.4007980938666,-0.0035093739,0.4814040916999616,2.25026273727417,800,4.326216220855713,4.326049327850342,370.06505180817373,-4.0595456055194346,0.9275960922241211,0.9775103,1.8885036334315117,62.51412487030029,-190.8626256327061,800,55.59959626197815,2.814511775970459,-913.2110646551774,24.502330780029297,0.6260499,-2324.8469082173524,-2744.273019335803,-13.22411051535654,0.21147418022155762,0.6275438,-354.5652253833055,-0.8132630914559341
-0.4897602337658016,-4.045691323651553,0.010083305,-12.884603633475397,1.8300391032810195,10,0.4813316236076318,3520000,-214.41796676374992,0.0,58.16098427772522,24.41738986968994,700.7906391620636,-3.5446142e-09,0.9763584,-360.70639796852527,371.0247134481812,-888.1833347303467,-0.0032127083,0.48099209401680154,2.2740283012390137,800,4.332565546035767,4.332383871078491,366.2839543819761,-3.958864634093215,0.927973747253418,0.9763793,1.8542085944264948,62.515531063079834,-196.85517713325754,800,55.57373785972595,2.8372013568878174,-905.6166203512095,24.52789568901062,0.6277557,-2676.3432073790295,-2238.554825308768,-10.706091121240956,0.21102452278137207,0.62750953,-352.806637788944,-0.6060763813422648
-0.5351096018741943,-3.847430403188002,0.011107288,-13.858006295562049,1.9166302902851582,11,0.4802556521155872,3840000,-194.6461998089808,0.0,58.55535435676575,24.447314977645874,763.7006661891937,1.2330706e-10,0.97497404,-340.6089512754445,371.12562490619314,-877.4431203538577,-0.003785024,0.4805455378408358,2.27968430519104,800,4.331849098205566,4.3315839767456055,383.48385847085365,-3.90560707750234,0.9308688640594482,0.97530633,1.8545286656837954,62.9092538356781,-200.7050429599905,800,55.962587118148804,3.1895666122436523,-865.7503129098867,24.547959089279175,0.62332016,-2870.561313346137,-2644.0663909275,-12.738092611303209,0.21152949333190918,0.6247407,-344.2853982819417,-0.4962011521115064
-0.44567276660160415,-3.9040624892484974,0.011064939,-12.492689492170323,1.8712079935068089,12,0.47907772879658267,4160000,-199.22000987505774,0.0,58.17606520652771,24.471652507781982,826.2221002578735,3.5390232e-10,0.97337395,-346.9561130458666,359.9578588446405,-905.556441066085,-0.0033889175,0.4795449174946734,2.295414686203003,800,4.3220579624176025,4.321897745132446,374.52715776184755,-4.047158785141847,0.9324119091033936,0.9733902,1.7986639092345713,62.52078294754028,-184.4350318379876,800,55.56531810760498,2.8202459812164307,-876.8416131977363,24.51395535469055,0.6195332,-2595.1538564978828,-2194.9585886656564,-10.4927529836527,0.211897611618042,0.620464,-354.46080197877905,-0.5049605652349406
-0.6396984602301627,-3.96441184990935,0.010035407,-13.755832337121026,1.8641203080588462,13,0.4788144246893749,4480000,-181.06886057079944,0.0,58.046725273132324,24.543502807617188,888.6184623241425,8.106233e-10,0.971541,-349.12426598555595,378.7732302823896,-893.4357334785344,-0.0036780424,0.47890125310834497,2.2246601581573486,800,4.323927879333496,4.3237409591674805,373.06136137111184,-3.987204665524032,0.931494951248169,0.97141,1.8932700479120963,62.39569711685181,-221.8995058378516,800,55.50527620315552,2.7969095706939697,-888.8592666106721,24.44176411628723,0.6187841,-2849.99207126398,-2368.063344632198,-11.352712123116026,0.2156693935394287,0.6188898,-352.10131630459875,-0.4174400280835034
-0.3976144828821593,-3.864146777397717,0.009283083,-12.357286048421269,1.8631954705158522,14,0.478345359151885,4800000,-225.75713159576873,0.0,57.95659828186035,24.511457681655884,950.9165835380554,-5.333871e-09,0.96945536,-341.02194259709836,363.66693643406876,-881.688395623195,-0.0036819193,0.47945014847593387,2.2403523921966553,800,4.318662881851196,4.318500280380249,372.76362779116215,-3.927915659075284,0.9273381233215332,0.9694676,1.8166205347190834,62.297468185424805,-177.01840050173283,800,55.40386176109314,2.807746171951294,-868.7149232172976,24.38527488708496,0.6204657,-2568.1350124470578,-2403.051760666151,-11.520687131816963,0.21137213706970215,0.62144303,-344.90866459271143,-0.64940087222035
-0.36737245738756613,-3.813565535420732,0.009034567,-11.828252380055892,1.8780103852544852,15,0.4771965783070587,5120000,-187.4066006393058,0.0,57.958749532699585,24.393574714660645,1013.2154560089111,4.8503273e-09,0.9673339,-336.8155581242146,362.3441579203082,-862.4731106041555,-0.003588705,0.4771535817966052,2.2512147426605225,800,4.317385673522949,4.31722092628479,375.8229108805439,-3.8341243612565403,0.9292387962341309,0.96710217,1.8108913356220955,62.29820275306702,-171.84774940140863,800,55.395368337631226,2.8076107501983643,-858.3686223734984,24.473390817642212,0.6142175,-2463.5960154601257,-2402.907504931181,-11.530250902874732,0.21094679832458496,0.6140139,-338.90888739311663,-0.4715184159901892
-0.5821175182778451,-3.97321979991742,0.00872872,-12.173440670152841,1.840074616983434,16,0.4757199037426897,5440000,-184.19865790095992,0.0,58.02885460853577,24.557090759277344,1075.577337026596,3.500655e-09,0.96501404,-351.56657103869236,365.4765598173175,-893.8924541522526,-0.0036951571,0.47557236550604925,2.2760062217712402,800,4.310586929321289,4.310420036315918,368.1694456374847,-3.992828769564229,0.9306690692901611,0.96481365,1.8261332577338052,62.36118721961975,-214.9295305311291,800,55.439250469207764,2.8015100955963135,-890.0049235535253,24.3615460395813,0.6065067,-2529.8306261698885,-2910.6892684931686,-14.071991930278584,0.21182942390441895,0.60651803,-352.4829972315246,-0.4381844418977113
-0.4199418158548302,-3.949544063739517,0.009048091,-12.444495502095872,1.8811574492071934,17,0.4748603020055499,5760000,-201.6679192177276,0.0,58.089680671691895,24.50772261619568,1138.0361788272858,1.2665957e-11,0.962337,-345.90327628850594,370.9893270084244,-881.1353152970779,-0.0040339357,0.47484722821958364,2.293071746826172,800,4.34665322303772,4.346487760543823,376.4911848201744,-3.929747423785587,0.9274427890777588,0.9624432,1.8535663797890551,62.458126068115234,-179.21430702960163,800,55.48536419868469,2.794649124145508,-885.0949562100778,24.463375091552734,0.60705966,-2586.819797493297,-2681.258961609595,-12.909338513623002,0.2104020118713379,0.6061425,-345.07064020005566,-0.5357088219989568
