LossBefore,Time-Optimization,train-NumTrajs,train-MinReturn,train-PolicyExecTime,Itr,train-AveragePolicyStd,Time-Sampling,train-StdReturn,Time-SampleProc,train-AverageReturn,train-MaxReturn,train-AverageDiscountedReturn,n_timesteps,Time,ItrTime,train-EnvExecTime,LossAfter
0.02001591,1.9341461658477783,4312,-5.865970595473945,0.6778321266174316,0,1.0,9.828488826751709,5.225396404726631,1.0486950874328613,6.0470528905745216,73.70294400721589,5.772988658280748,40000,12.851728439331055,12.828453540802002,8.755930662155151,-0.027487895
0.029693851,1.8428478240966797,3224,-3.8629712435113497,0.6691460609436035,1,0.99527836,10.001026630401611,10.087791018201566,0.7632577419281006,10.47453271067402,109.68702716143184,9.639234542533366,80000,25.503412008285522,12.62093472480774,8.950264930725098,-0.019992843
0.039082684,1.8457732200622559,2295,-4.020732551438206,0.6773347854614258,2,0.99055666,10.021535396575928,17.347542131237105,0.5918536186218262,18.389212370358976,105.54542571967136,16.105270933405667,120000,37.99174880981445,12.46971607208252,8.977506875991821,-0.008419745
0.029264694,1.896547555923462,1752,-2.006332772772651,0.6851272583007812,3,0.98558235,9.91904902458191,21.711690641984596,0.4899742603302002,29.655530232893135,150.5628955241362,25.12363018338632,160000,50.3245415687561,12.314180850982666,8.876643180847168,-0.0083826315
0.021607796,1.8734440803527832,1559,-2.9250179829160396,0.6825318336486816,4,0.98082095,9.80420708656311,19.74761113733343,0.4664478302001953,35.75307377826321,113.53689750947912,30.102023114258735,200000,62.49557542800903,12.152088403701782,8.767868041992188,-0.00626125
0.020289436,1.8773808479309082,1471,-2.184296729949325,0.6885082721710205,5,0.97637486,9.912896394729614,17.338895624533016,0.43642616271972656,39.84405752801365,114.31838536503473,33.51095094896047,240000,74.74987435340881,12.234282970428467,8.870871782302856,-0.005243997
0.023910113,1.8719136714935303,1245,-1.2240972151048535,0.6901035308837891,6,0.97237074,9.856505632400513,17.62399104557201,0.3923211097717285,45.28510592682383,112.89263957185214,37.116253683175614,280000,86.89554738998413,12.127594709396362,8.819318771362305,-0.0047764904
0.019117182,1.8928823471069336,1115,0.2722682366068738,0.6935596466064453,7,0.96919686,9.906924962997437,18.719476325778363,0.3652174472808838,49.03043627057479,112.93821611133507,39.392484279939346,320000,99.08592391014099,12.171319723129272,8.87382173538208,-0.003987103
0.015132414,1.9167084693908691,955,-2.519646271257235,0.7002279758453369,8,0.9661726,9.994953393936157,25.09377096911145,0.3783743381500244,53.66571919654373,164.87349805477243,41.309730370128534,360000,111.40096378326416,12.295918703079224,8.956963062286377,-0.0030904338
0.012006232,1.9198975563049316,808,-0.7215184789366921,0.706963300704956,9,0.9633879,9.961868047714233,32.62054524374143,0.3340580463409424,57.3131691374377,215.20685770408,42.00901579180016,400000,123.6405119895935,12.221119165420532,8.921367645263672,-0.0029876702
0.008423654,1.9457523822784424,783,-0.22684095421374018,0.7156662940979004,10,0.96043205,10.1918466091156,29.581425977691655,0.3067598342895508,62.41634794252544,175.1688539524277,45.622009996681456,440000,136.10908389091492,12.449563980102539,9.137754440307617,-0.0042370786
0.015517727,1.9675664901733398,637,0.3678092705445993,0.7348668575286865,11,0.95721996,10.457099676132202,38.348176297835344,0.2847609519958496,70.79703325975991,220.33470951470093,48.54396126248388,480000,148.8429732322693,12.714158296585083,9.376388788223267,-0.0036440005
0.012424807,2.009023904800415,537,0.9625796784904265,0.7504498958587646,12,0.9540036,10.582201480865479,46.53045940682402,0.25815367698669434,83.2588141756885,217.09771825021423,53.375443475932016,520000,161.71518111228943,12.85383152961731,9.487433433532715,-0.004027298
0.012400433,2.0454506874084473,458,1.443370233413519,0.764514684677124,13,0.95093757,10.709832429885864,55.02193503394459,0.23968124389648438,94.52493701508325,215.92983611819383,56.477880744238334,560000,174.73301005363464,12.999184608459473,9.595621109008789,-0.0021381439
0.006334029,2.048652410507202,355,-0.9630208847299132,0.7625021934509277,14,0.94757557,10.753530025482178,63.228697221777104,0.22159123420715332,112.58649182357964,218.1062145057142,61.04383683176214,600000,187.78004932403564,13.027744770050049,9.643692970275879,-0.004058545
0.0035175756,2.1105594635009766,328,3.209847256877376,0.7958159446716309,15,0.94439954,11.145627975463867,61.67290284307821,0.21136832237243652,126.75639464726666,218.25393110503566,66.9264844165238,640000,201.27018356323242,13.471438646316528,9.997767210006714,-0.0016822339
0.0016761139,2.1371519565582275,325,3.161053065930255,0.7980015277862549,16,0.9414611,11.19031023979187,61.93125097088916,0.21018624305725098,128.67794067607647,212.72955002511904,67.57541980989369,680000,214.8307523727417,13.54134726524353,10.043808937072754,-0.0021170357
0.0029627457,2.065417766571045,304,1.2658391443965291,0.772106409072876,17,0.93843204,10.950606107711792,61.32234707716501,0.20769906044006348,135.53975301956953,212.7929262987922,69.68490605759996,720000,228.07719087600708,13.227402925491333,9.85587477684021,-0.0023709373
0.0014613181,2.1542279720306396,290,2.0566741864151137,0.7974462509155273,18,0.93531656,11.182281255722046,60.355127533330055,0.18969392776489258,146.3887873040449,223.66246602240446,73.72168202692892,760000,241.62537050247192,13.529808044433594,10.050899028778076,-0.0017550533
0.003844373,2.0829575061798096,321,2.799326161296828,0.7792549133300781,19,0.93267894,11.05525279045105,62.613327844306006,0.20851874351501465,135.27032337143532,218.85624326754052,70.58627129499249,800000,254.99400448799133,13.35045576095581,9.9465491771698,-0.0017426293
0.00049569906,2.1839632987976074,270,3.7880521348290417,0.8081142902374268,20,0.9306348,11.380345582962036,55.877476416603706,0.19867229461669922,158.33297387637123,226.79194546233416,77.70014002524778,840000,268.77982211112976,13.766609907150269,10.240339756011963,-0.00013737689
0.003924641,2.121037483215332,287,4.42757591606435,0.7875974178314209,21,0.92877555,11.114491939544678,58.657421462826946,0.20151066780090332,150.8827537207468,219.26375932172348,76.05765142411477,880000,282.2395498752594,13.440627813339233,9.99459958076477,-0.0012920381
0.002389057,2.099900722503662,297,3.9293596119482044,0.7796728610992432,22,0.9269099,11.001198530197144,59.28285883928107,0.2051715850830078,145.3663619638342,219.77056988077578,74.41401674444036,920000,295.5690207481384,13.310008764266968,9.889594554901123,-0.0010301284
-0.00016479865,2.170269012451172,276,1.1803523853972102,0.7993154525756836,23,0.9250398,11.262195110321045,60.27064162034521,0.1909332275390625,155.53714063024714,222.23891290604118,76.80636048169791,960000,309.21471786499023,13.626930952072144,10.130271911621094,0.0008590757
0.0019108672,2.073132038116455,270,3.4583551804301624,0.7639830112457275,24,0.92331,10.795165061950684,61.92279153622517,0.23269057273864746,158.0328533294723,219.85283919300187,77.08864926717762,1000000,322.33796525001526,13.104517459869385,9.711979866027832,-0.0017003242
0.00051143393,2.176776647567749,287,3.057879002612684,0.8049008846282959,25,0.92192936,11.396592617034912,62.964891225364916,0.20172595977783203,150.31003230298015,216.32725884952347,74.94231218518267,1040000,336.1352150440216,13.77872920036316,10.256505966186523,6.9042544e-05
0.0001043044,2.2237300872802734,315,1.6104981196930026,0.8182482719421387,26,0.92039204,11.500257730484009,58.174882222272394,0.20184922218322754,140.14441305657198,221.48488411210187,73.7067352406877,1080000,350.0832214355469,13.929550409317017,10.329514503479004,-0.0011922268
7.69157e-05,2.1666781902313232,303,3.527839043906303,0.804168701171875,27,0.91851807,11.43860149383545,53.41697801297691,0.22545838356018066,145.57713308668193,221.428870327826,75.9688629038504,1120000,363.93639159202576,13.83436632156372,10.289824724197388,-0.0014256542
