ItrTime,n_timesteps,Itr,Step_0-AverageAbsPolicyMean,dLoss,Step_0-MinReturn,Step_1-MaxReturn,LossAfter,Step_0-PolicyExecTime,Step_1-PolicyExecTime,Step_1-MinReturn,Step_0-StdReturn,Step_1-AverageDiscountedReturn,Step_1-StdReturn,Time-OuterStep,Step_0-EnvExecTime,LossBefore,Step_1-NumTrajs,Time-InnerStep,Time-SampleProc,Step_0-NumTrajs,Step_1-AverageReturn,Time-Sampling,Time-MAMLSteps,Step_0-AverageDiscountedReturn,MeanKL,Step_1-AverageAbsPolicyMean,Step_0-MaxReturn,Step_0-AverageReturn,Time-TotalInner,Step_1-AveragePolicyStd,Step_0-AveragePolicyStd,Step_1-EnvExecTime,MeanKLBefore,Time
194.2970995903015,320000,0,0.647294,0.00219765,70.3192915287362,351.4005529250777,-0.0021976526,2.4259161949157715,4.8453733921051025,71.08994890632461,33.70564397998142,106.33437756681282,38.71851278700714,101.4708251953125,30.515865325927734,-2.504027e-09,6154,2.165292501449585,17.160803079605103,6646,121.70245766302807,72.78745675086975,101.47099685668945,99.71041435439439,0.008905971,0.6619557,314.75887932259354,112.8377226911951,92.2398202419281,0.99976414,1.0,30.966418266296387,0.0,194.29710602760315
163.25478649139404,640000,1,0.64816874,0.0026596298,70.717589995075,324.80386552576385,-0.0026596286,1.6836342811584473,4.043415307998657,69.88753490205052,33.798277985615194,106.31096187680959,38.79523502616945,73.35639977455139,30.76588010787964,1.115821e-09,6147,0.7849059104919434,17.553499221801758,6607,121.66104695682164,71.34544563293457,73.35657215118408,100.10952803099522,0.009244913,0.6619446,283.2677992852613,113.34063486686969,89.81978726387024,0.9997023,0.9999976,30.813129901885986,0.0,357.5675027370453
163.53623175621033,960000,2,0.64778745,0.0035207642,70.14102573201778,333.50555798685446,-0.003520765,1.6898746490478516,4.0444560050964355,70.06382683597376,33.7325084095432,105.77644491019322,38.059848148043585,73.21572947502136,31.088768005371094,-9.576614e-10,6146,0.7793943881988525,17.55584740638733,6564,120.96299414140586,71.76685905456543,73.21589398384094,100.21810249850994,0.009971635,0.6609882,299.82310171862866,113.5266278460918,90.23977541923523,0.9997341,0.9999888,30.88673758506775,0.0,521.104344367981
162.94121718406677,1280000,3,0.64815694,0.003595056,69.17474122357665,374.3902569167976,-0.003595053,1.7085232734680176,4.022842884063721,64.89289349959147,34.03477958693049,105.98654201071774,38.27832225885369,73.1554491519928,30.75545907020569,2.9283034e-09,6095,0.7839140892028809,17.502341270446777,6517,121.31976704377038,71.28090381622314,73.15561509132385,100.44005337510995,0.009485686,0.657855,306.0011754404263,113.868863493693,89.70449018478394,0.99991786,0.999979,30.767146825790405,0.0,684.046117067337
167.2289698123932,1600000,4,0.6481935,0.0033487652,69.72193836609874,431.8954860311883,-0.0033487647,1.6892526149749756,4.047457933425903,71.17744544680541,34.312884686749605,106.66258600989075,39.09838963910573,77.86176800727844,30.47053623199463,4.5391868e-10,6111,0.7912802696228027,17.263625860214233,6572,122.15758705411234,71.09352493286133,77.86193251609802,100.24349050028664,0.009553636,0.66259784,289.82098646094585,113.56166975971306,89.28649282455444,0.99975556,0.99997187,30.869313955307007,0.0,851.2756199836731
164.4390914440155,1920000,5,0.6479396,0.003764274,69.12368004822825,456.6867500331091,-0.0037642748,1.7085468769073486,4.006759881973267,69.72431409395803,33.697659846841326,106.12529290979272,38.66130565427557,75.59884262084961,30.65666961669922,-7.7543544e-10,6078,0.9334983825683594,16.60429358482361,6579,121.52308040110499,71.08244776725769,75.59901332855225,99.58836357880392,0.009368631,0.6631478,327.22057342007554,112.76448075493293,88.75750946998596,0.99978197,0.9999694,30.696815252304077,0.0,1015.7152256965637
161.84797835350037,2240000,6,0.6482213,0.0034174002,67.3276598848465,340.5538289895707,-0.0034173992,1.678661584854126,4.013761758804321,69.75908804336444,34.685044884219685,106.4627470231013,38.647503566838935,73.45513963699341,30.531986951828003,8.863408e-10,6120,0.7932426929473877,16.473454236984253,6549,121.89240531321286,70.91246247291565,73.45530819892883,100.44897130006088,0.008744269,0.66207755,317.3861113533128,113.85793655317458,88.31651496887207,0.9997994,0.99995846,30.674045085906982,0.0,1177.5637183189392
164.49459028244019,2560000,7,0.6477848,0.003224797,68.61459929052452,407.7051727705941,-0.0032247961,1.6829869747161865,3.9996349811553955,69.6622117259894,34.641510119826,106.37193730985672,39.06076200119447,75.47490692138672,31.1073956489563,9.147037e-10,6136,0.7881641387939453,16.552862644195557,6551,121.75412536037072,71.46170711517334,75.47507762908936,100.57180397799507,0.008340465,0.6616105,293.8646247974608,114.00656486294606,88.93894743919373,0.9998246,0.9999485,30.702948808670044,-1.4955568e-09,1342.0588159561157
170.81230926513672,2880000,8,0.64811903,0.0030174172,64.638496793026,304.5839227215926,-0.0030174193,1.6582887172698975,4.0210254192352295,72.33986858049958,33.64333423796562,105.5601216401183,38.139124684678954,82.18562150001526,30.463307857513428,-2.094207e-09,6165,0.7863061428070068,16.624549865722656,6552,120.72730148473052,70.99900984764099,82.1857841014862,99.93690661206789,0.007706781,0.66174346,304.79840714721246,113.18451249897191,88.54851770401001,0.9996048,0.99993974,30.872107982635498,-7.4997766e-13,1512.8717045783997
159.98027443885803,3200000,9,0.64816463,0.0026859702,69.58186081140815,361.7846060542781,-0.0026859709,1.6553795337677002,4.027597904205322,65.32141859840347,33.84416872494099,105.6030945656219,38.07920694664596,71.11625051498413,30.606316328048706,-6.7070693e-10,6146,0.782442569732666,16.733822107315063,6562,120.81355157630156,71.12528991699219,71.11642098426819,99.98433916176643,0.008247623,0.6608245,303.0926544905004,113.26918965158464,88.77855801582336,0.999615,0.99993825,30.829355716705322,0.0,1672.8524861335754
