AverageTrainReturn_all_train_tasks,(Previous) Eval Time (s),Policy mu Mean,Policy log std Max,V Predictions Max,Policy mu Std,Z variance train,Log Pis Std,Total Train Time (s),AverageReturn_all_train_tasks,Policy log std Mean,Sample Time (s),Policy mu Min,Log Pis Min,Z variance eval,Q Predictions Max,Epoch Time (s),Number of env steps total,QF Loss,Q Predictions Std,Number of train steps total,Log Pis Max,Policy log std Std,Epoch,AverageReturn_all_test_tasks,Z mean eval,KL Divergence,Z mean train,V Predictions Mean,Train Time (s),Number of rollouts total,Policy log std Min,V Predictions Min,Policy mu Max,Policy Loss,VF Loss,Q Predictions Min,V Predictions Std,Q Predictions Mean,Log Pis Mean,KL Loss
702.7992577128964,196.51256472803652,-0.08274222,0.005837053,1530.4105,1.1235057,0.10658457,3.6435952,9814.280538207851,345.2088480391709,-0.50173146,59.36240161769092,-2.9028134,-6.731384,0.026364261,1513.6068,773.2563955085352,194000,476.8457,344.0984,38000,11.659203,0.18067716,18,268.38335011725746,0.2652377,83.16584,2.8604782,967.3876,517.3814291628078,0,-1.2380935,114.10324,3.290082,-955.85986,250.032,91.72449,344.06177,950.0623,1.4937253,8.316585
801.2298824899237,205.5333900139667,-0.11697606,0.03744784,1061.065,0.94661576,0.06376911,2.7097821,10603.296667267568,598.2681395937409,-0.50513893,59.853119590785354,-2.3800697,-12.859129,0.03089108,1040.8441,789.9481273908168,204000,437.0885,162.86035,40000,8.472476,0.1711498,19,382.8204124458565,0.53525585,34.124695,1.0564201,765.3156,524.5616177860647,0,-1.1895461,118.430214,2.6314104,-759.586,201.73033,143.8824,159.5552,754.98236,0.2202977,3.4124696
912.9717566071043,204.60171755682677,-0.17710395,0.06397015,1714.5096,1.1918766,0.17824148,3.4656422,11378.518994366284,833.7390338455043,-0.49072537,61.149728157091886,-3.18267,-8.305388,0.015317251,1719.624,778.0336978859268,214000,798.9733,303.38068,42000,12.244503,0.2489525,20,419.26856497369056,0.39337295,135.9592,3.6214252,1036.7109,512.2822521720082,0,-1.8182728,113.08501,3.1254568,-1033.276,219.52318,50.05256,296.9763,1018.9739,2.1426885,13.59592
593.2349891881682,201.7907219827175,-0.06400869,0.04510346,1803.842,1.1954314,0.08444363,3.5498405,12168.801720876712,360.23162381417364,-0.50596386,60.26415873551741,-3.034794,-8.250649,0.034600876,1800.8433,789.5406778743491,224000,345.3296,437.9144,44000,11.914446,0.19552016,21,371.98446027252555,0.77836305,121.485565,3.3966928,1163.2974,527.4857971561141,0,-1.8249171,139.43373,2.8375273,-1160.02,122.1422,129.2957,435.83865,1151.2175,2.095708,12.148557
660.9046614508186,202.53465119283646,-0.18591775,0.0425303,1256.9379,1.0561986,0.15617111,3.121582,12969.39562631445,127.55359947689874,-0.49731672,60.97523511061445,-3.3755894,-7.345375,0.020548329,1259.9929,796.5156196635216,234000,489.27756,196.27576,46000,11.656656,0.22661847,22,569.3635871606722,0.06795752,71.285736,2.7522304,848.9298,533.0057333600707,0,-1.9850583,117.89804,2.6538205,-850.8056,173.13611,109.5371,192.8743,841.6085,1.1577961,7.128574
966.9521359883909,206.6120107169263,-0.08952192,0.06211406,1662.6276,1.0833251,0.09046084,3.1084495,13752.288771824911,768.7172010155273,-0.50751823,60.469449133612216,-2.5500612,-6.4562893,0.03003867,1673.8569,784.5896935435012,244000,202.1355,362.32648,48000,11.977863,0.22940695,23,473.9026733547991,1.1811622,63.607635,1.4480755,946.9802,517.5082336929627,0,-1.82969,70.185524,2.4485092,-946.04224,64.89747,75.528244,359.01038,939.1716,1.3415494,6.3607635
799.0047138371667,204.91578576434404,-0.096011735,0.08072582,1225.2858,1.0118701,0.104158066,2.9141567,14551.989198107272,435.8395846571166,-0.49783826,62.39085543900728,-2.4457626,-7.44842,0.022866791,1223.0219,796.5319158509374,254000,262.93674,183.86887,50000,11.618792,0.245599,24,395.43872847649726,0.5141516,46.110558,1.7455813,778.4761,529.225274647586,0,-1.8812745,219.83745,2.5754955,-775.9363,117.626114,177.9356,180.6195,764.7527,0.6622799,4.611056
679.2379948481193,208.08474158123136,-0.04803613,0.09559077,2160.9011,1.2129081,0.11427505,3.540161,15351.22107037576,215.37341908527065,-0.5155764,61.702409462071955,-2.7120705,-6.3497496,0.01803782,2187.1533,802.7214042870328,264000,472.92523,512.3312,52000,13.719964,0.23205797,25,371.82272321027745,0.097681224,121.1551,1.6458056,1229.2916,532.9342532437295,0,-1.8295918,-20.734798,3.0451589,-1232.4955,178.7371,17.984001,509.50806,1223.3499,2.1837325,12.11551
727.3839455743114,204.59425537707284,-0.13693196,0.099888206,1759.4006,1.1543417,0.06401918,3.3770716,16136.356275192928,322.07345050990534,-0.5320935,59.94207965116948,-3.31818,-7.4511065,0.010961102,1777.5834,783.9448134303093,274000,191.06604,330.94604,54000,15.378182,0.20593137,26,415.814925120721,0.14181088,79.133125,2.2425716,1190.9952,519.408478402067,0,-1.9098762,107.56347,3.012315,-1195.7441,112.83744,118.71439,325.3413,1185.9562,1.9208354,7.9133124
869.6676362343865,205.78503872500733,-0.112799205,0.032108516,1365.7322,0.99099207,0.07814954,2.8220875,16932.862065903842,258.36116480936255,-0.52917325,60.552864148747176,-2.8190868,-8.860174,0.024593344,1375.4478,797.5809552865103,284000,369.02792,240.69894,56000,10.799526,0.22791585,27,592.184867375673,0.6479124,44.323948,1.6250082,911.49146,531.2430524127558,0,-1.7888402,162.71466,2.5230021,-905.5327,181.54077,132.31664,233.7712,896.67236,0.66765094,4.432395
885.9535025971666,204.71033339807764,-0.00649303,0.039616495,2004.6893,0.98326886,0.11760169,3.1682448,17734.58342818031,690.0590422999259,-0.5012056,61.64060693141073,-2.5306797,-7.991376,0.091217324,2000.4385,800.7522633443587,294000,456.5511,423.53864,58000,17.562244,0.23347631,28,760.2610040070886,4.9264307,45.32776,0.74854803,943.0818,534.4013230148703,0,-1.6595246,-51.706318,3.075328,-937.3829,167.25655,-98.39676,424.05035,926.64557,0.46521747,4.532776
1004.5611902112956,205.6798078971915,-0.1504486,0.10701507,1969.4391,1.1619799,0.07646231,3.39901,18520.33044595737,763.8602208319048,-0.5198366,60.69567440310493,-2.9640055,-8.511391,0.017392682,1960.9703,786.3560874061659,304000,354.8296,350.7945,60000,15.480171,0.24237025,29,628.1613602096846,0.15038475,113.24368,2.6568682,1303.5365,519.9806051058695,0,-1.9003258,112.83998,3.7746592,-1297.8617,140.2777,88.20376,345.71567,1287.4287,1.9307506,11.3243685
793.2511245961555,205.07277496205643,-0.13035508,0.09613174,1504.6057,1.0621327,0.03591531,3.2028966,19319.739656816237,537.4480286140714,-0.5280734,62.26614584447816,-2.7865572,-8.9716625,0.026083183,1508.5613,796.0166035844013,314000,314.77817,241.21997,62000,10.924958,0.24110621,30,852.0353510755763,0.9274557,69.63595,1.25786,1078.7529,528.6776827778667,0,-1.7943518,177.33977,3.3922467,-1075.4657,181.95357,169.77689,235.97089,1064.6028,1.1400559,6.963595
1014.2730931148046,208.46459747012705,-0.07488372,0.085128635,1357.5547,0.95888466,0.061567277,2.8794887,20117.199124381877,931.5811703651398,-0.51196426,62.07706920756027,-2.3834624,-8.647667,0.07605357,1353.7795,800.4003870044835,324000,364.71637,203.93393,64000,9.702068,0.23243538,31,613.0060420538761,3.4821115,37.804768,1.3229637,878.7763,529.8587203267962,0,-1.7929873,-24.69911,2.9352605,-874.7386,144.49313,-22.044004,199.86319,865.45026,0.25108463,3.7804768
894.234463604903,205.52413729112595,-0.12583399,0.081815004,2370.549,1.2345953,0.12043047,3.624364,20893.861628435552,621.9279046352513,-0.5292537,60.37553870677948,-3.4128864,-8.410014,0.044871848,2373.3535,780.0459513869137,334000,553.4512,443.4889,66000,14.018227,0.25549763,32,615.988489026262,1.7558209,142.23296,3.1151943,1507.6897,514.1462753890082,0,-1.9025978,147.01306,3.1470382,-1519.4375,458.75208,151.00014,445.69116,1506.4551,2.5720057,14.223296
1032.2335615209695,202.14109335606918,-0.17932768,-0.01617381,1705.9744,1.0780892,0.035805948,3.0960774,21692.16994666541,913.7815081683732,-0.54609036,61.58368112705648,-3.217921,-8.563738,0.017962288,1723.6826,794.7135483943857,344000,397.46716,311.80185,68000,11.938936,0.21234807,33,677.6304477503663,0.34209922,49.826294,1.4275382,1187.1941,530.9887739112601,0,-1.7866201,151.76065,2.9101853,-1186.0558,158.97206,136.56865,301.60883,1173.7831,1.4879398,4.9826293
911.8124610823738,205.73635660205036,-0.03267679,0.04675272,2690.9402,1.2792262,0.05891464,3.91043,22488.272075429093,915.4109452663367,-0.5318099,60.490215895697474,-3.2631476,-7.5048733,0.045456223,2706.8718,797.9484557136893,354000,1052.7153,670.32544,70000,13.594346,0.2147263,34,799.2577645624249,3.952924,161.46313,0.6254243,1801.6355,531.7218832159415,0,-1.782869,93.222015,2.9775407,-1808.1965,352.2672,-38.359695,664.4297,1799.7852,2.8608177,16.146315
906.9733620891624,203.8905209233053,-0.15145339,0.013652891,1638.1216,0.9725008,0.052233435,3.036978,23268.857287006453,878.8742276489445,-0.5307007,60.97364786826074,-2.447015,-8.410775,0.06872434,1672.0515,782.3285009223036,364000,407.04187,294.7284,72000,10.255249,0.22401865,35,785.1175305835347,5.2207603,39.3561,1.2538991,1069.2578,517.4643321307376,0,-1.7989268,189.35365,2.9300404,-1075.9552,194.95366,162.37614,287.8623,1066.5769,0.5217444,3.9356098
848.6917178613162,202.14857831783593,-0.17802222,0.09231573,2383.959,1.1559259,0.082968116,3.3474565,24060.373063024133,804.4330430942491,-0.51902467,61.74565472593531,-3.1676912,-8.027357,0.01899608,2385.4712,788.044642326422,374000,503.3766,373.10318,74000,14.719105,0.27465007,36,824.1664136647516,0.46829095,140.93979,3.470221,1443.5452,524.1504092826508,0,-2.0710812,108.78912,3.280264,-1436.6742,235.63605,24.806826,373.51758,1431.7717,1.9242094,14.093979
884.807580419457,205.61911522503942,-0.18029495,0.031680614,1787.1876,1.0650868,0.038235202,3.1796522,24853.1839842638,813.3779237962622,-0.54709524,61.96660519996658,-2.8679314,-9.713733,0.017857468,1796.7642,793.3324558348395,384000,231.39214,272.34778,76000,9.965023,0.24844073,37,918.9467694562576,0.84215987,76.817764,1.5445936,1296.0955,525.7467354098335,0,-1.9903159,158.10394,2.6304379,-1295.1737,122.16008,146.65591,263.47256,1283.4327,1.3000089,7.6817765
1026.8249448691245,205.09979543974623,-0.12181989,0.049538076,1834.329,1.0862975,0.043376427,3.2274134,25635.784735227004,984.7770816303727,-0.5387705,60.498269237112254,-2.3819053,-8.875296,0.018366903,1838.9703,782.5684324549511,394000,218.7251,304.98825,78000,11.914818,0.2432187,38,499.98492780184813,0.882151,60.334244,1.5628762,1244.0116,516.9703677780926,0,-1.8915282,145.01208,3.289137,-1249.5458,141.65398,154.57127,297.26794,1239.6372,1.3537127,6.0334244
903.6293888584635,205.13130102073774,-0.13843353,0.18249363,2352.6567,1.1625631,0.04834259,3.5043702,26427.461315329187,941.029449030822,-0.54343766,60.11416242597625,-2.671907,-8.29509,0.024460565,2353.121,788.5557002206333,404000,487.71185,434.11206,80000,13.124801,0.2493375,39,770.8303256828249,2.1609604,108.419975,2.755582,1539.9417,523.3102367739193,0,-1.949204,28.760796,2.6177688,-1545.8608,245.99133,70.21584,432.6114,1540.425,1.8641305,10.841998
808.2423773273397,208.25462592486292,-0.112433255,-0.0059827566,2086.8198,1.1115055,0.036925618,3.2352498,27220.440516461153,838.7319625907776,-0.5553995,61.85732999909669,-2.6906245,-8.000378,0.0692298,2088.052,791.675711450167,414000,204.28471,391.29236,82000,12.331137,0.2282377,40,809.1734869136592,2.5708299,65.85054,2.0305333,1471.3167,521.5637555262074,0,-1.798642,101.20056,2.5376012,-1470.3184,88.05763,79.69691,386.44534,1458.9569,1.6123698,6.585054
984.72859890173,209.55717418389395,-0.15196368,0.14806435,1844.5903,1.0873128,0.038816888,3.1893945,27996.695204535034,979.89262485207,-0.5415266,61.15961163584143,-2.9181926,-7.1928053,0.027697567,1860.5385,783.1178538599052,424000,304.21533,272.14566,84000,11.729799,0.24862343,41,726.2273257039565,2.6984406,83.36804,1.5231419,1384.5178,512.4010680401698,0,-2.0050352,70.76618,2.8331409,-1382.6666,124.66346,102.20904,263.91592,1372.5703,1.5332919,8.336804
980.0341308164279,202.69447899330407,-0.19551392,0.11364156,2047.2888,1.1369958,0.036606062,3.43941,28780.31751198927,675.3057279494858,-0.56777793,57.75752322515473,-2.822369,-8.808159,0.013243163,2106.6409,782.4347382634878,434000,216.4574,369.83536,86000,14.141701,0.24455485,42,840.1530569853976,0.0993693,69.62421,1.9252851,1497.3701,521.982736045029,0,-2.0199437,43.198643,2.9358928,-1521.6909,910.8449,50.50991,350.28436,1505.2686,1.9815794,6.962421
1032.0872055458738,203.88259446294978,-0.11318333,0.1195088,1811.5756,1.0391251,0.054500937,3.0424576,29578.34045169037,745.9873197234509,-0.5646951,62.204123470466584,-3.0282826,-9.554062,0.025965199,1821.7252,796.8201147322543,444000,263.3896,295.0996,88000,10.083566,0.24449275,43,1018.6950007719952,2.4327464,52.502293,1.7038208,1285.7975,530.7333967988379,0,-2.117021,149.20346,2.9322069,-1289.0133,118.57384,142.7917,287.50006,1276.9601,1.1723087,5.2502294
1091.5724818624058,205.0858561717905,-0.11988059,0.03953615,2444.6765,1.0855919,0.057385147,3.2199178,30363.264106175397,1083.4300378442322,-0.56809,61.17275317199528,-2.5741696,-8.3058815,0.016438147,2443.9973,786.2146234847605,454000,267.6479,440.7001,90000,12.873632,0.2699573,44,956.7903683886016,0.7716573,84.52519,2.0173345,1397.5535,519.9560141409747,0,-2.2338614,0.9559708,3.6398244,-1403.9579,143.46927,-33.612545,434.4543,1391.1975,1.5999844,8.452519
944.8878466686392,203.79541317466646,-0.13973086,0.098851085,2017.1478,1.0664911,0.034457013,3.2833946,31163.07153680548,569.9633278257312,-0.56048864,60.42341425968334,-2.7715058,-8.418562,0.012938085,1999.7491,792.3695234972984,464000,260.3815,328.92123,92000,12.060767,0.24460414,45,604.963905657209,0.47755653,60.269665,1.3766204,1367.5752,528.1506960629486,0,-1.8675846,109.18934,3.145239,-1364.0289,239.195,84.48466,323.1196,1350.0895,1.218035,6.0269666
1074.758462353508,211.23380620591342,-0.123277955,0.0507389,2273.126,1.1103042,0.05262085,3.343676,31950.254627749324,1063.6748884200902,-0.554478,60.62466554855928,-2.768007,-7.2593284,0.040754844,2277.3196,795.1310265413485,474000,211.40271,416.6455,94000,12.186941,0.24101938,46,775.710456888302,2.5241091,71.73981,1.8681618,1491.446,523.2725547868758,0,-1.9394903,-27.517004,3.2007332,-1489.6033,102.45956,-11.262907,411.47556,1480.7128,1.6780735,7.1739807
1066.265825122421,203.28642196115106,-0.14411636,0.11245024,2045.0371,1.1050102,0.030752968,3.215927,32729.855479011312,885.4838769817474,-0.56107515,61.08886503987014,-2.6852367,-7.131912,0.017126935,2046.9185,782.8834143970162,484000,528.32764,388.76346,96000,10.765739,0.23194382,47,728.196358970462,0.060275905,51.601646,1.5445393,1454.1127,518.508127395995,0,-1.8924941,3.4992754,2.528247,-1455.3317,241.481,-12.197194,380.85397,1437.7881,1.5603505,5.160165
860.9178882281186,200.0044409451075,-0.13510741,-0.030492723,2427.3987,1.0923209,0.04870002,3.4350767,33523.818492989056,730.2312237956555,-0.5723447,60.28688088012859,-2.8040788,-8.0928545,0.044433933,2414.151,788.5040953163989,494000,272.0465,482.08032,98000,15.779998,0.25117418,48,872.1400806269478,3.389726,63.593735,2.31092,1520.9789,528.2127734911628,0,-2.0523455,457.0516,2.9062326,-1516.7903,138.17737,421.86832,475.52173,1504.8748,1.6139513,6.3593736
1016.1565824515955,205.46385057084262,-0.20719953,0.058323443,2084.8225,1.1264932,0.024108388,3.3396604,34324.92633921839,850.6815959092044,-0.55433494,61.3347291611135,-2.702359,-9.209483,0.099012144,2102.4578,796.6619430109859,504000,333.8899,321.37955,100000,12.98174,0.2235525,49,998.7083238496828,3.4997764,57.07833,1.4706436,1614.7573,529.8633632790297,0,-1.8179381,-9.493414,3.2132099,-1617.3102,140.03293,7.065358,312.34787,1606.373,1.8325763,5.7078333
1125.768839647665,209.9120212616399,-0.22454298,0.17336023,2223.737,1.1440096,0.027665611,3.5839148,35101.844942515716,1108.9830458553752,-0.57078934,61.68577964324504,-2.902735,-8.8714075,0.040579416,2254.217,788.4119702428579,514000,288.89563,366.41312,102000,13.94071,0.26482597,50,1007.8439638904421,3.0234373,71.13165,1.7751194,1558.5479,516.814169337973,0,-2.286304,-10.201068,2.658857,-1557.7295,107.64152,2.3135934,357.39133,1549.9067,2.1252193,7.1131654
1095.3895222677609,198.41781934304163,-0.12696044,0.1620273,2244.8044,1.1396266,0.035046957,3.3379726,35894.57449371368,940.900089794236,-0.5665647,59.56136486120522,-2.753014,-6.9982185,0.020226145,2263.453,783.4462864012457,524000,239.95834,361.3175,104000,11.174328,0.25072452,51,1046.3579172067402,1.571971,73.54103,1.8355805,1697.3649,525.4671021969989,0,-2.0918844,-42.276905,2.7771943,-1694.7433,127.62369,-37.66659,349.7713,1682.8953,1.8973562,7.354103
1089.4916019952557,207.7036169092171,-0.1128887,0.07242727,1804.0656,0.9295255,0.035415553,2.889677,36661.154686519876,1070.06241748492,-0.583733,60.494266618043184,-2.4265044,-9.230013,0.023692634,1791.8746,776.3232585978694,534000,1053.1213,260.81442,106000,9.783366,0.23812583,52,834.5912012044282,1.8782711,32.42295,0.6394595,1335.1045,508.12537507060915,0,-1.839432,93.56696,3.15837,-1334.6265,555.1327,70.44695,256.36844,1325.0859,0.37200236,3.242295
1042.2771140705104,197.95967728784308,-0.17593968,0.23481143,2694.9946,1.1573919,0.05756692,3.3174748,37403.47143518925,1014.5538950690982,-0.565728,58.58303308999166,-2.8842397,-7.8861837,0.034638733,2707.0618,745.8108775806613,544000,511.5655,418.42474,108000,14.039943,0.28597596,53,880.0298455177135,0.6846794,112.10121,2.631822,1742.1365,489.2681672028266,0,-2.2555788,-89.40375,2.7823553,-1734.542,208.89255,-160.6234,412.37524,1731.2726,2.1930625,11.210121
