V Predictions Std,R Predictions Std,Policy mu Std,R Predictions Mean,Policy Loss,VF Loss,V Predictions Mean,Q Predictions Std,Number of train steps total,Policy log std Mean,AverageReturn_all_test_tasks,Policy log std Min,AverageReturn_all_train_tasks,Z variance train,Epoch,Epoch Time (s),Policy log std Max,Q Predictions Mean,Q Predictions Min,Q Predictions Max,Policy log std Std,Log Pis Std,Z mean train,Log Pis Mean,Train Time (s),Log Pis Max,Total Train Time (s),KL Divergence,Z mean eval,RF Loss,Policy mu Max,V Predictions Max,Log Pis Min,V Predictions Min,Number of env steps total,Number of rollouts total,Policy mu Min,R Predictions Max,Z variance eval,Sample Time (s),KL Loss,R Predictions Min,QF Loss,(Previous) Eval Time (s),Policy mu Mean
266.812,0.00116992,0.593412,-0.00400124,-1128.38,183.932,1125.7,270.056,848000,-1.07355,663.961283595,-3.26043,747.641109654,0.105329,211,170.6481912280069,-0.224965,1118.35,-10.1793,1447.21,0.283663,3.03113,0.473664,0.421349,159.903009181995,18.9014,34494.03940527605,24.697608947753906,0.506557,27.3518,3.41191,1445.47,-8.61019,167.274,852000,5709,-3.32314,-0.000852451,0.10017,6.211733030017058,2.4697608947753906,-0.00740384,380.937,4.533449015994847,0.00136298
243.676,0.00174506,0.618662,-0.00438841,-1066.02,97.6556,1063.78,247.516,852000,-1.04693,685.80552062,-2.49926,751.364829787,0.0852013,212,163.27593720399454,-0.0996687,1059.0,149.86,1484.67,0.284899,3.04272,0.472608,0.49594,152.4730810559995,18.1064,34656.90684016605,32.78408432006836,0.471388,155.358,3.51251,1480.01,-8.79292,188.811,856000,5736,-2.75416,0.00143948,0.112723,6.16768610500003,3.2784085273742676,-0.00942646,366.952,4.635170042995014,-0.0574441
246.093,0.00114238,0.613624,-0.00418286,-1020.73,126.334,1020.44,248.604,856000,-1.01697,690.065400761,-2.48735,814.533168035,0.0809963,213,163.35220362900145,-0.165223,1012.94,174.126,1444.45,0.300676,2.95423,0.478788,0.258323,152.90081193999504,12.8588,34820.35027614806,28.987232208251953,0.476552,324.1,3.21317,1451.12,-9.69102,155.85,860000,5760,-2.61542,-0.00080412,0.0748858,6.2229886910063215,2.8987233638763428,-0.00790493,416.104,4.228402998000092,-0.0518527
214.476,0.0017638,0.603104,-0.00447073,-941.791,136.159,940.578,218.915,860000,-0.963802,739.299255473,-2.88148,749.087760298,0.0740663,214,162.65410087698547,-0.189499,933.806,25.7129,1193.56,0.260552,2.91025,0.474805,-0.177988,152.15479411200067,24.6579,34982.87785075304,33.25933837890625,0.487582,125.666,3.66027,1199.67,-9.75829,157.963,864000,5784,-2.66127,0.000489727,0.0925931,6.177597745983803,3.3259339332580566,-0.00852097,328.636,4.321709019000991,-0.0846211
244.461,0.00124217,0.581487,-0.00424572,-987.957,105.343,989.721,248.847,864000,-1.01675,722.551756759,-2.66282,765.331186357,0.0655114,215,162.40460133698798,-0.141149,982.465,-21.2167,1450.04,0.278663,3.01911,0.474483,-0.0512782,152.06864522900287,17.4796,35145.34179595203,29.033939361572266,0.466876,79.3297,2.98463,1458.49,-10.1229,176.607,868000,5808,-2.29279,-0.000466608,0.109482,6.138707624988456,2.9033939838409424,-0.00771647,2272.4,4.197248482996656,-0.0413292
240.19,0.00126185,0.590339,-0.00425536,-1001.35,130.295,998.946,244.113,868000,-1.03769,770.690938886,-2.95208,782.836651611,0.141211,216,161.5518754659861,-0.0403723,996.442,33.3119,1504.85,0.285035,3.03352,0.433575,0.317334,151.00978981400112,20.5154,35306.79866106901,24.61681365966797,0.485906,182.643,4.3082,1499.05,-7.82414,165.088,872000,5832,-3.11359,-0.00114926,0.0872459,6.283637337990513,2.461681365966797,-0.00804712,371.358,4.25844831399445,-0.0612477
251.073,0.00129289,0.607473,-0.0042975,-1008.68,120.142,1004.56,257.272,872000,-0.994443,777.077244534,-2.89969,740.446645682,0.120742,217,163.4480912859799,-0.219397,1000.84,-40.2629,1458.96,0.27888,3.05636,0.530203,0.247301,153.1654824540019,16.8182,35470.335420601,28.59662628173828,0.438381,219.08,2.38595,1448.68,-9.30914,119.294,876000,5856,-3.23649,0.000253506,0.0902797,6.117180444976839,2.8596627712249756,-0.00830351,427.093,4.165428387001157,-0.0582378
265.549,0.0012664,0.591265,-0.00416745,-1048.56,211.691,1040.7,272.519,876000,-1.03877,638.608431381,-2.72046,669.780329065,0.101065,218,162.98610856200685,-0.251547,1042.2,-51.4437,1486.79,0.2879,2.98988,0.442508,0.266466,152.6007433449995,19.3017,35633.706466649004,28.71364974975586,0.508949,46.2241,2.98233,1457.67,-7.17423,180.871,880000,5881,-2.80094,5.0213e-05,0.0703457,6.129215887005557,2.8713650703430176,-0.00872462,442.726,4.25614933000179,-0.0489803
249.119,0.00147561,0.594434,-0.00440561,-1013.93,133.318,1011.38,252.652,880000,-1.01621,756.847497917,-2.90743,598.789594159,0.0824171,219,163.04471583799022,-0.144516,1008.14,34.9974,1507.13,0.28853,3.0705,0.482671,0.12767,152.26603448399692,20.9945,35796.48941359298,33.31319808959961,0.507056,130.239,3.52421,1495.05,-7.97054,62.6976,884000,5906,-4.00596,0.000979777,0.0697171,6.135641676992236,3.331319808959961,-0.00910561,374.759,4.64303967700107,-0.0812354
272.321,0.00176671,0.607994,-0.0042666,-1106.19,119.16,1106.58,277.092,884000,-1.06057,759.367307939,-2.73124,803.811452738,0.0941749,220,162.687589898007,-0.0676041,1100.4,-21.3012,1498.58,0.278423,2.88433,0.46286,0.475203,152.00554395099607,20.9416,35959.070176742985,29.144628524780273,0.430546,91.3216,2.88475,1488.65,-8.18114,156.054,888000,5930,-2.44613,0.000266006,0.082422,6.299267218011664,2.9144628047943115,-0.00973799,401.839,4.382778728999256,-0.022389
268.283,0.00172687,0.626206,-0.0042401,-1171.7,214.5,1163.71,272.965,888000,-1.07864,721.882133466,-2.24176,824.755367432,0.0769496,221,163.00757157701446,-0.0934438,1163.46,143.862,1522.16,0.293829,2.93362,0.449296,0.711852,152.48171562900097,13.011,36122.139973036,30.005481719970703,0.48542,55.5714,2.67937,1500.2,-9.55611,152.577,892000,5954,-2.65292,0.000644855,0.0762298,6.247585330020229,3.0005481243133545,-0.00877473,388.93,4.2782706179932575,-0.0027067
283.154,0.00139675,0.605846,-0.0042919,-1068.41,103.134,1067.77,286.573,892000,-1.04794,776.321473956,-2.67067,617.325575425,0.0718009,222,163.0318562889879,-0.188457,1061.27,-8.87684,1530.42,0.30459,3.06515,0.458986,0.381634,152.43492319399957,17.0205,36285.028762773,32.5609130859375,0.413931,92.4407,2.70917,1509.64,-8.6636,153.746,896000,5980,-2.15813,0.00100367,0.0776331,6.254687296990596,3.256091356277466,-0.00821983,438.579,4.342245797997748,-0.0348219
280.593,0.00164444,0.629755,-0.00434908,-1132.41,107.353,1135.26,285.694,896000,-1.04807,727.18716086,-2.9177,704.569982995,0.0682793,223,163.0269036180107,-0.196592,1121.56,65.5089,1555.21,0.287721,3.17085,0.484002,0.540145,152.66032502700546,29.5112,36448.25932246902,32.53020477294922,0.506925,215.35,3.91271,1559.2,-7.91269,165.283,900000,6006,-4.26562,0.000666052,0.0929196,6.165769576007733,3.2530205249786377,-0.00959166,417.47,4.200809014997503,-0.0427778
266.471,0.00157627,0.614922,-0.00446798,-1029.24,111.272,1029.65,273.159,900000,-1.00662,730.831865586,-2.63004,782.130399085,0.0880943,224,163.3566351010013,-0.152629,1020.99,-47.6996,1543.85,0.29416,3.211,0.500056,0.290008,152.77279568499944,21.0786,36611.478899055015,32.94847106933594,0.436086,154.626,2.66017,1528.03,-8.7493,134.08,904000,6031,-2.95175,-0.000247505,0.112455,6.177489954003249,3.294847249984741,-0.00881965,390.256,4.406349461998616,-0.0704625
292.508,0.0014997,0.573198,-0.00441865,-1036.22,122.498,1040.61,295.002,904000,-1.032,724.226256017,-2.85339,794.032682531,0.098708,225,162.31796940901404,-0.21724,1030.46,141.412,1542.63,0.281614,3.04055,0.473296,0.110368,151.80507357400347,26.2836,36773.81828151502,23.936420440673828,0.553993,45.5063,2.58815,1532.97,-10.8443,170.924,908000,6057,-3.32869,0.000202738,0.0722997,6.24125395801093,2.3936421871185303,-0.00961603,427.151,4.271641876999638,-0.0683811
278.486,0.00163389,0.606209,-0.00432901,-1071.13,96.4874,1069.19,282.796,908000,-1.02778,688.254772404,-2.68934,742.08065344,0.0685839,226,162.9205635719918,-0.0140234,1066.14,89.5326,1538.13,0.285823,3.06941,0.55375,0.261558,152.38952354099456,19.3932,36937.019042579006,31.231529235839844,0.360255,93.9682,2.90419,1528.23,-9.80433,148.547,912000,6082,-2.99232,0.000764882,0.0869813,6.235873385994637,3.1231529712677,-0.00928192,386.981,4.29516664500261,-0.0574364
282.11,0.00139693,0.603831,-0.00430844,-1086.1,140.431,1088.43,288.334,912000,-1.03678,695.218213109,-2.81747,805.269526051,0.085279,227,163.92534324999724,-0.078663,1078.86,-68.6031,1568.62,0.303869,3.21471,0.506275,0.318115,153.1296915790008,21.8717,37100.57453849503,31.868560791015625,0.189043,122.112,2.46531,1566.83,-8.87672,165.57,916000,6107,-2.73333,3.87458e-05,0.0990286,6.2182622229956905,3.1868560314178467,-0.00963427,368.029,4.577389448000758,-0.0757339
273.767,0.00127651,0.581761,-0.00438677,-1015.74,119.86,1012.76,277.982,916000,-0.996572,809.759075217,-2.62427,618.691407242,0.0582633,228,163.86322266999196,0.0307575,1009.0,-55.1521,1577.8,0.284179,3.00298,0.498405,-0.0587298,153.50187348699546,18.08,37264.43182343202,29.72711181640625,0.538221,179.84,2.97146,1568.46,-8.33111,167.031,920000,6132,-3.49243,0.000675559,0.0848549,6.151825116998225,2.9727113246917725,-0.00923222,371.927,4.2095240659982665,-0.0884965
266.215,0.00143877,0.601953,-0.00435901,-1033.75,96.208,1031.42,269.269,920000,-1.03679,750.374679712,-3.41532,824.799956922,0.0632018,229,162.70490899201832,-0.20004,1026.54,-46.8551,1527.91,0.299312,3.13304,0.476737,0.271796,152.30855639500078,19.1845,37427.13574966304,34.085105895996094,0.497157,103.016,3.51915,1529.55,-8.07619,65.5294,924000,6158,-3.12986,0.000453937,0.100693,6.190948724019108,3.408510684967041,-0.00881007,363.817,4.205403872998431,-0.0489857
267.129,0.00145315,0.625823,-0.00431579,-1108.29,116.195,1104.52,271.867,924000,-1.04267,847.828060009,-2.70623,774.242281597,0.0763096,230,161.77401283300424,-0.17785,1100.55,-9.75957,1566.4,0.298446,3.13716,0.536751,0.601125,151.28693201400165,18.1569,37588.91799955204,33.24515914916992,0.490206,158.737,2.6823,1574.68,-10.756,164.594,928000,6182,-2.91106,0.000361811,0.103209,6.280641679004475,3.3245160579681396,-0.00862779,445.458,4.2064391399981105,-0.0513044
302.712,0.00188333,0.622614,-0.00451054,-1149.84,100.456,1150.85,307.689,928000,-1.07218,676.46214819,-3.12152,789.42406125,0.127785,231,162.55548306200944,-0.196479,1137.77,34.2669,1600.2,0.308038,3.22921,0.538441,0.732886,152.07620975699683,20.4265,37751.820859298066,26.992843627929688,0.50123,151.699,2.67774,1598.73,-11.2977,118.52,932000,6210,-2.54937,0.000716101,0.100489,6.26277534601104,2.699284315109253,-0.00971969,439.645,4.216497959001572,-0.0373537
292.369,0.00118042,0.600067,-0.00431143,-1094.59,106.497,1091.76,295.928,932000,-1.03783,809.680080647,-2.57685,767.337548155,0.0817789,232,162.7165164800026,-0.183812,1086.38,154.053,1556.08,0.290409,3.04777,0.467395,0.336361,151.9271671039969,20.5455,37914.248057450066,29.023935317993164,0.572699,54.0481,3.90275,1547.69,-8.77979,178.283,936000,6236,-2.73762,-0.000481844,0.0679985,6.223271027003648,2.9023935794830322,-0.00729838,323.715,4.566078349002055,-0.0337336
306.554,0.0015893,0.635317,-0.0041508,-1152.52,123.105,1152.41,316.333,936000,-1.05457,633.238542633,-2.95427,709.769792744,0.0694307,233,162.70544240299205,-0.17237,1141.49,-89.3419,1580.56,0.296413,3.2667,0.482391,0.603403,152.14015916000062,23.1651,38076.945622819054,31.920101165771484,0.580441,106.503,3.01788,1569.56,-8.58841,160.581,940000,6260,-4.18893,0.000306862,0.0742282,6.286357142991619,3.1920101642608643,-0.0089673,367.926,4.278926099999808,-0.0455026
234.376,0.00169996,0.602314,-0.00462671,-998.271,93.9952,998.287,239.134,940000,-0.977186,762.031295045,-2.79847,758.36908651,0.0660177,234,161.67071684399707,-0.199744,991.82,52.8287,1254.78,0.287405,3.21412,0.605975,-0.0802865,151.18188915099745,22.9951,38238.55268472705,38.72534942626953,0.351552,166.989,2.8222,1251.08,-11.1165,170.561,944000,6285,-2.82939,0.000834769,0.0916808,6.215776044999075,3.872534990310669,-0.00814056,580.657,4.273051648000546,-0.0892522
284.929,0.00133278,0.602328,-0.00400684,-1157.04,117.011,1160.02,284.513,944000,-1.07165,800.54478317,-2.3846,722.031616104,0.0600693,235,162.78815998200298,-0.154978,1150.23,157.943,1559.18,0.285755,2.93809,0.434805,0.516678,152.47335848000512,12.5181,38401.44387367106,32.888648986816406,0.527517,181.003,2.92338,1573.4,-7.48239,157.794,948000,6311,-2.36262,0.00110088,0.0664382,6.103241797994997,3.288864850997925,-0.0087638,423.6,4.211559704002866,0.00212185
282.305,0.001269,0.633587,-0.00400025,-1165.69,109.75,1166.09,288.671,948000,-1.07463,756.357616766,-3.17235,790.470095128,0.0801362,236,162.96999984900322,-0.166655,1158.34,36.1486,1576.53,0.300915,3.0283,0.459309,0.779507,152.57172477700078,16.6565,38564.80899084006,29.967544555664062,0.384076,37.0485,3.32075,1556.63,-11.4122,58.7255,952000,6335,-2.8347,0.000631046,0.0734947,6.081712090999645,2.9967544078826904,-0.008875,458.176,4.3165629810027895,-0.0262552
301.968,0.00165119,0.61274,-0.00431991,-1096.14,130.986,1096.2,307.285,952000,-1.0343,783.865035544,-2.54823,760.702115529,0.0676214,237,162.0970545260061,-0.1596,1089.02,54.5635,1627.84,0.29056,3.12052,0.441882,0.33147,151.360594810998,20.6368,38726.53561821206,34.08038330078125,0.518344,197.099,2.94863,1617.33,-9.24897,163.096,956000,6361,-3.55908,0.000890322,0.0712739,6.02294925100432,3.408038377761841,-0.0092926,437.081,4.713510464003775,-0.0264247
272.607,0.00166998,0.632535,-0.00438544,-1114.73,103.5,1116.36,274.817,956000,-1.04352,802.380977053,-2.43945,809.926852511,0.0687503,238,162.8685202869965,-0.184932,1106.39,107.439,1557.69,0.276431,3.03457,0.483299,0.564133,152.54807635200268,19.795,38889.33925456005,33.43110656738281,0.441087,85.8948,3.27888,1555.8,-8.64261,126.657,960000,6387,-3.01813,0.000342184,0.0953974,5.974841827999626,3.3431107997894287,-0.00893898,427.959,4.345602106994193,-0.0434427
264.801,0.00153203,0.597436,-0.00443375,-1065.74,109.626,1066.67,269.655,960000,-1.03831,817.515321746,-2.89192,710.717435897,0.0785697,239,161.07399640101357,-0.0891901,1059.9,-2.70541,1594.14,0.295331,3.18588,0.481693,0.215943,150.84727042200393,26.5168,39050.32082013706,33.845123291015625,0.490368,132.358,3.71307,1585.4,-6.9972,132.255,964000,6412,-2.76895,2.44742e-05,0.0706063,5.944142500004091,3.384512424468994,-0.00979124,399.041,4.282583479005552,-0.0606537
327.142,0.00161453,0.550379,-0.00413254,-1071.94,407.283,1073.38,327.206,964000,-1.11383,782.85314861,-2.66899,875.79151816,0.195849,240,162.2345341520122,-0.148932,1064.96,144.801,1607.98,0.291929,3.13991,0.212685,0.468145,152.03973516800033,20.603,39212.54311836307,21.447511672973633,0.510454,216.742,3.83489,1609.14,-8.38759,-14.3652,968000,6437,-2.77348,0.00127125,0.0843066,6.002547711010266,2.1447513103485107,-0.00932062,1584.74,4.192251273001602,0.00480692
302.573,0.00124187,0.591666,-0.00417517,-1115.16,103.972,1117.15,307.387,968000,-1.04005,798.470555505,-3.22197,780.506246612,0.0772884,241,161.79872785699263,-0.163516,1109.95,-63.549,1585.24,0.300279,3.00132,0.476862,0.456658,151.44799473600142,20.8539,39374.311481676064,29.040050506591797,0.488601,101.747,2.2606,1581.45,-8.96828,166.726,972000,6461,-2.68162,0.000248044,0.0926541,6.168435599989607,2.9040050506591797,-0.00880575,383.397,4.182297521001601,-0.065832
259.037,0.00169847,0.626788,-0.00444592,-1065.96,169.734,1073.31,263.749,972000,-1.01302,751.149236021,-2.73243,803.935274527,0.0878406,242,162.78819378400658,-0.157594,1057.68,124.082,1610.11,0.29192,3.06367,0.45471,0.284745,152.5578553910018,18.0618,39537.206843791064,34.80128479003906,0.502925,106.279,2.77533,1602.41,-7.48383,129.403,976000,6486,-3.0167,0.000711439,0.0717197,6.076241655006015,3.480128526687622,-0.00925992,341.598,4.1540967379987705,-0.0745658
326.119,0.00162286,0.617069,-0.00430432,-1191.87,112.516,1192.15,329.089,976000,-1.07029,701.117860834,-2.6578,809.274229463,0.0723952,243,162.39057989997673,-0.126182,1185.78,-46.0878,1646.87,0.30706,3.0839,0.48039,0.62597,151.91508677099773,21.2,39699.60602405404,31.828357696533203,0.46828,69.2616,2.45767,1643.98,-10.695,159.272,980000,6511,-3.01083,0.000829827,0.0667234,6.212102937977761,3.182835817337036,-0.0100624,393.763,4.2633901910012355,-0.0287577
289.627,0.00172032,0.593914,-0.00451969,-1062.42,186.298,1065.64,293.916,980000,-1.02145,811.899818095,-2.58165,842.534997382,0.0675233,244,162.3990136319917,-0.130336,1055.66,52.5657,1602.33,0.296646,3.08896,0.487741,0.138671,152.0132358530027,25.2738,39862.116854501044,35.595558166503906,0.4107,152.354,2.44162,1601.35,-10.2907,144.897,984000,6535,-3.01395,0.000413785,0.106747,6.1112469729851,3.559555768966675,-0.00930809,412.652,4.274530806003895,-0.0488038
301.189,0.00178329,0.60856,-0.00444332,-1143.83,129.408,1139.8,303.605,984000,-1.06452,815.653972377,-2.66513,849.379599638,0.0800893,245,162.66638808599964,-0.216444,1138.25,14.1646,1642.7,0.299176,3.03971,0.504339,0.472304,152.22693100500328,21.9576,40024.47641633202,34.34458923339844,0.481864,120.007,2.77828,1614.18,-8.64832,160.193,988000,6559,-3.01654,0.000881826,0.0923014,6.051460768991092,3.4344589710235596,-0.00943856,385.267,4.387996312005271,-0.046844
309.388,0.00163908,0.627608,-0.00417203,-1141.68,132.21,1145.77,313.934,988000,-1.02907,796.924850635,-2.80828,844.769563694,0.0745871,246,161.2530396800139,-0.0886866,1133.78,-36.0243,1666.63,0.286059,3.11794,0.479387,0.533627,151.1913021920045,35.1402,40185.687345522034,32.32461166381836,0.484737,251.987,4.20406,1662.79,-9.32551,-59.9565,992000,6583,-2.34346,0.000111744,0.083768,5.978476520009281,3.2324612140655518,-0.00965154,444.152,4.083260968000104,-0.0455839
290.194,0.00188805,0.626362,-0.00464437,-1156.85,125.182,1157.51,297.085,992000,-1.0687,830.750395126,-2.71935,635.393394155,0.0711498,247,162.362344502013,-0.204514,1149.17,-39.0343,1621.94,0.293112,3.26492,0.477462,0.682104,152.10281275599846,18.9682,40348.518076708046,34.68722915649414,0.510061,137.197,2.69392,1608.39,-8.88725,171.0,996000,6609,-2.79951,0.00102472,0.0826967,6.216011337011878,3.4687230587005615,-0.0098812,468.075,4.043520409002667,-0.0485192
322.356,0.00175651,0.634225,-0.00446269,-1230.77,120.583,1227.68,326.597,996000,-1.08932,768.083513166,-2.71295,798.231055244,0.071319,248,162.81867152299674,0.0176728,1224.83,66.4082,1693.17,0.312858,3.3733,0.496425,0.904553,152.14629595699807,22.4832,40511.02087145203,32.5280647277832,0.4157,92.6571,3.01336,1675.82,-10.9589,155.328,1000000,6633,-3.25439,-2.32081e-05,0.116051,6.158506937004859,3.2528064250946045,-0.00979852,486.279,4.513868628993805,-0.0133029
308.798,0.00169134,0.640104,-0.00425143,-1168.82,108.049,1167.38,313.143,1000000,-1.05275,808.091849542,-2.56887,852.898593276,0.064499,249,162.7172990619947,-0.178334,1158.83,156.224,1714.29,0.288988,3.1779,0.496245,0.667251,152.4658861850039,19.5568,40673.59974883805,29.664554595947266,0.45757,232.571,3.32633,1725.96,-10.4527,141.442,1004000,6657,-2.76951,0.00132397,0.0794331,6.050992276992474,2.9664554595947266,-0.00937876,367.323,4.200420599998324,-0.0580226
275.539,0.0016013,0.608141,-0.00446639,-1083.16,128.017,1080.74,281.628,1004000,-1.0332,696.707625988,-2.61629,531.545020389,0.0720701,250,162.44281977097853,-0.0584701,1077.1,0.421488,1655.59,0.290073,3.18199,0.452444,0.291152,152.28536141399672,28.8957,40836.474433071024,33.33294677734375,0.481212,129.652,3.39585,1657.47,-8.78551,165.669,1008000,6681,-4.78303,0.000986149,0.0844054,6.093595151978661,3.333294630050659,-0.00909991,477.757,4.063863205003145,-0.054193
289.398,0.00153832,0.621458,-0.00436738,-1085.77,139.026,1082.91,295.972,1008000,-1.03772,839.48930957,-2.86708,859.089759894,0.0812443,251,163.53544328898715,-0.126594,1077.06,-101.648,1686.37,0.29836,3.26758,0.50125,0.320153,152.92678454999987,24.2938,40999.694429378025,32.67302703857422,0.484177,89.764,2.97724,1687.1,-8.91315,153.167,1012000,6705,-2.9757,0.000147471,0.0760441,6.110782014991855,3.2673027515411377,-0.00921637,452.109,4.497876723995432,-0.0535895
312.212,0.00196459,0.645813,-0.00431467,-1239.5,117.778,1243.19,314.64,1012000,-1.08981,786.794135474,-2.56207,750.64302694,0.0803863,252,162.07220798602066,-0.154778,1227.65,-14.3645,1685.77,0.301579,3.15839,0.49912,1.04396,151.82345537700166,22.7374,41161.77715766804,29.188003540039062,0.48343,127.941,2.66562,1684.62,-9.15642,148.073,1016000,6729,-3.87443,0.000989716,0.134056,6.063948725022783,2.9188003540039062,-0.00959628,444.097,4.18480388399621,-0.0613398
291.891,0.00173572,0.606781,-0.00431352,-1078.79,99.3227,1079.19,294.573,1016000,-1.00205,753.166237433,-2.48612,794.984408191,0.075237,253,162.61044608598604,-0.112878,1072.41,140.709,1651.92,0.281811,2.99283,0.511214,0.218674,152.27029202500125,20.2473,41324.23784102801,33.264801025390625,0.496239,106.617,3.2847,1653.27,-11.2365,143.196,1020000,6754,-2.79033,0.00127817,0.107176,6.142321857987554,3.3264801502227783,-0.00841045,398.602,4.197832202997233,-0.0787977
334.663,0.00145159,0.626911,-0.00421157,-1252.27,106.997,1251.6,337.977,1020000,-1.09069,757.77613425,-2.64546,874.763751799,0.0855642,254,162.09783470797993,-0.158253,1247.19,77.5507,1715.17,0.308631,3.15688,0.473391,0.881903,151.92689254900324,17.3527,41486.43479618699,31.49810028076172,0.499099,54.7552,2.97198,1692.26,-7.44749,141.942,1024000,6778,-3.04257,0.000263373,0.093694,6.120837004978966,3.1498100757598877,-0.00881974,470.262,4.05010515399772,-0.0535086
275.771,0.00147795,0.603648,-0.00448787,-1106.68,87.4571,1107.34,278.076,1024000,-1.03085,720.520500633,-2.50216,808.212419471,0.124507,255,161.71387256301387,-0.148926,1098.19,147.099,1708.34,0.273552,2.89188,0.501537,0.236717,151.50434238999878,16.6492,41648.28162505801,27.463024139404297,0.495153,92.4563,3.12853,1687.78,-11.0479,148.32,1028000,6804,-2.52517,0.000440355,0.12561,6.058165450012893,2.746302366256714,-0.00959985,373.385,4.151364723002189,-0.060638
310.652,0.00120803,0.620437,-0.00402173,-1184.32,115.308,1186.99,315.221,1028000,-1.07154,836.238020283,-2.80039,807.584418231,0.0666826,256,163.18612569499965,-0.2458,1177.21,-27.2395,1709.72,0.299686,3.00721,0.491277,0.654732,152.70192418299848,21.4581,41811.325023618,30.89301872253418,0.503204,265.878,2.6237,1715.94,-7.56624,129.772,1032000,6829,-2.52827,-0.000724034,0.0954777,6.1976993850039435,3.089301824569702,-0.00823185,489.887,4.28650212699722,-0.0646518
314.598,0.00164219,0.611183,-0.00455184,-1086.69,138.473,1089.68,319.732,1032000,-1.03396,813.407134582,-2.5277,833.949647771,0.087304,257,162.8966886069975,-0.151974,1078.5,-21.8966,1705.67,0.305816,3.18164,0.508698,0.314838,152.66372749299626,21.4201,41974.433715376,34.255977630615234,0.54713,199.291,2.79728,1720.28,-9.45154,139.478,1036000,6854,-3.2806,0.00107571,0.179954,6.086944693997793,3.425597906112671,-0.00926237,433.202,4.146016420003434,-0.0663182
282.796,0.0014896,0.598322,-0.00448908,-1104.39,106.834,1103.34,286.203,1036000,-1.02528,710.814739399,-2.61331,830.761578158,0.111628,258,163.50482937700144,-0.146562,1097.57,102.543,1698.43,0.285407,2.95763,0.499809,0.23899,152.86011062799662,13.518,42137.97016761401,29.14977264404297,0.494625,126.812,2.63754,1690.41,-7.09971,151.863,1040000,6878,-2.31616,0.000303596,0.0795569,6.284334268006205,2.9149773120880127,-0.00926464,366.206,4.3603844809986185,-0.0700199
289.77,0.00158475,0.608346,-0.00436547,-1076.54,105.006,1079.23,292.842,1040000,-1.01745,837.334019615,-2.36023,849.956656311,0.0672452,259,163.46051718998933,-0.125953,1069.48,147.003,1641.91,0.290727,2.88501,0.49428,0.26568,152.9203979820013,11.5045,42301.43722582099,33.556087493896484,0.507475,88.5751,2.15224,1641.96,-7.42223,156.403,1044000,6903,-2.83638,0.000455964,0.0925241,6.146139506985492,3.3556087017059326,-0.00885033,482.938,4.393979701002536,-0.0799216
330.838,0.00167498,0.636265,-0.00430107,-1271.54,149.289,1271.35,339.187,1044000,-1.08694,851.996974197,-3.45135,838.506402174,0.0815295,260,163.00719052199565,0.0775828,1261.66,-7.31099,1765.42,0.312606,3.23895,0.495355,0.834854,152.45003068899678,19.1412,42464.212501516,34.35059356689453,0.466907,100.662,3.0806,1769.35,-7.71966,158.033,1048000,6927,-2.92574,-5.7416e-05,0.142256,6.153924816004292,3.4350593090057373,-0.00917936,436.435,4.403235016994586,-0.0361316
339.124,0.00166825,0.643074,-0.00440619,-1255.96,172.895,1260.35,349.013,1048000,-1.09807,815.657272507,-3.00444,826.083977219,0.0625561,261,164.0150695419943,-0.129167,1245.45,-97.8675,1733.42,0.315631,3.23254,0.487883,1.00416,153.8938705939945,24.5989,42628.66746033197,34.052677154541016,0.384631,75.725,4.23284,1741.26,-8.77159,126.451,1052000,6951,-4.55422,0.000298419,0.149691,5.947956331001478,3.4052677154541016,-0.00851659,526.01,4.173242616998323,-0.00750989
281.686,0.00156943,0.622232,-0.00439932,-1122.66,102.378,1123.04,286.35,1052000,-1.06147,727.143063148,-3.30268,808.504485618,0.0744852,262,162.01927655799955,-0.0940117,1114.53,-0.622839,1721.55,0.298725,3.27046,0.487473,0.472996,151.3213791809976,27.5759,42790.30079636999,33.22454071044922,0.509039,117.852,3.11535,1719.28,-8.84727,59.9439,1056000,6975,-3.17997,0.000766133,0.0744475,6.082425539003452,3.3224542140960693,-0.00920988,399.534,4.615471837998484,-0.0452665
307.65,0.00159846,0.633983,-0.00432161,-1209.51,136.072,1205.13,312.689,1056000,-1.07038,798.555928877,-2.53476,886.986343869,0.121905,263,162.25608196100075,-0.152314,1201.4,-19.4155,1721.61,0.292209,3.14802,0.526824,0.643854,152.09541646100115,32.603,42952.587329462986,29.659122467041016,0.620321,171.26,4.94875,1710.61,-7.79775,170.324,1060000,7000,-5.05761,0.000274116,0.227234,5.929354845997295,2.965912342071533,-0.00915482,530.146,4.2313106540023,-0.0583331
305.069,0.00175421,0.628486,-0.00437529,-1213.35,172.753,1209.24,307.096,1060000,-1.06875,859.49201402,-2.80905,889.115830094,0.0670243,264,162.67154940398905,-0.112842,1206.9,147.876,1735.95,0.29735,3.0299,0.488068,0.626779,152.23361624599784,15.2885,43115.04357385097,36.36265563964844,0.489638,197.376,2.60301,1730.18,-8.31772,159.268,1064000,7025,-3.33131,0.000658401,0.0828887,6.173402476990304,3.636265516281128,-0.00941416,524.396,4.264530681000906,-0.044158
