Log Pis Mean,Policy log std Min,VF Loss,Z variance eval,KL Loss,RF Loss,Q Predictions Mean,R Predictions Mean,Number of train steps total,Policy mu Min,Z mean eval,V Predictions Min,AverageReturn_all_train_tasks,Policy mu Std,Number of rollouts total,Train Time (s),Q Predictions Max,Total Train Time (s),Policy log std Std,Q Predictions Std,R Predictions Std,V Predictions Max,Sample Time (s),Q Predictions Min,Z variance train,Policy log std Mean,Policy mu Max,Policy Loss,Log Pis Std,R Predictions Min,Epoch,Z mean train,Log Pis Max,Log Pis Min,Policy log std Max,V Predictions Std,Number of env steps total,AverageReturn_all_test_tasks,KL Divergence,Policy mu Mean,QF Loss,(Previous) Eval Time (s),Epoch Time (s),R Predictions Max,V Predictions Mean
0.0958049,-2.57853,84.7643,0.130401,3.506969928741455,110.034,1004.05,0.00142927,792000,-3.19934,0.498403,190.469,736.360001228,0.607916,5336,148.34146647000307,1297.33,31333.586667246927,0.269112,220.869,0.00171351,1306.13,5.96276912598114,-45.996,0.044754,-0.990696,2.73341,-1012.64,2.87354,-0.0048721,197,0.496194,18.6974,-10.6157,-0.166443,216.25,796000,729.097201022,35.069698333740234,0.0419445,354.961,4.157579983999312,158.46181557998352,0.00586354,1015.58
0.103297,-2.93459,126.678,0.0789965,3.0765299797058105,134.132,1014.93,0.00188244,796000,-3.06027,0.494996,206.379,716.339429293,0.59998,5360,147.58793124400108,1308.89,31491.59392070992,0.284268,223.705,0.00156558,1310.87,6.110858551997808,-16.715,0.0891808,-1.01148,3.40935,-1021.51,2.99897,-0.00228947,198,0.481952,16.0554,-8.83831,-0.0975359,219.667,800000,717.219197326,30.76529884338379,0.0681793,354.487,3.9788839189932332,157.67767371499212,0.00539496,1025.07
0.135022,-2.47696,120.501,0.0837287,3.3624751567840576,78.7302,987.987,0.00167675,800000,-3.72441,0.491395,191.391,564.959335987,0.599818,5385,148.8322486850011,1311.9,31650.822769098915,0.283128,239.526,0.0014453,1312.82,6.1438507179918815,-56.0513,0.147415,-1.01594,4.37055,-995.46,3.22274,-0.00404424,199,0.481486,27.9568,-10.8353,-0.0916361,231.232,804000,619.440780845,33.624752044677734,0.0434163,530.132,4.3102387440012535,159.28633814699424,0.00593091,999.382
-0.310867,-2.48112,104.73,0.0961195,3.025421380996704,69.1025,930.535,0.000818472,804000,-3.30681,0.486024,166.494,677.744280562,0.587434,5409,148.00579777899839,1242.86,31809.567045766897,0.273125,220.881,0.00147116,1238.51,6.2281046110001625,64.5909,0.12038,-0.963717,3.62108,-937.547,2.95676,-0.00526638,200,0.424606,15.8629,-8.776,-0.170946,216.934,808000,647.904459742,30.254213333129883,-0.0355297,447.219,4.254713303998869,158.48861569399742,0.00438851,939.042
0.197017,-2.79781,139.359,0.0776253,2.0690646171569824,12.9201,1005.89,0.00180666,808000,-3.67884,0.526754,184.983,748.356730662,0.590091,5435,147.5651921519966,1303.79,31967.363761063898,0.276509,220.176,0.00133319,1298.42,6.045564259002276,22.7058,0.143417,-1.04225,2.47897,-1012.09,3.02524,-0.0028473,201,0.446126,23.6367,-9.16158,-0.197218,215.076,812000,715.148553413,20.690645217895508,0.0470249,462.029,4.511859115998959,158.12261552699783,0.00688726,1012.14
-0.651329,-2.97601,396.29,0.0619761,2.5268285274505615,74.4144,856.152,0.00123653,812000,-2.12387,0.612913,145.222,795.047941342,0.505694,5461,149.40468430400506,1328.11,32127.071412028912,0.26772,242.125,0.00155487,1312.53,6.153718612011289,94.3873,0.0414621,-0.986628,3.10868,-859.691,2.81461,-0.00384565,202,0.511906,26.1603,-10.8373,-0.108903,237.559,816000,600.940071575,25.26828384399414,0.0235912,1452.74,4.18791974800115,159.7463226640175,0.00676374,864.557
-0.475352,-3.30961,185.341,0.107434,2.491966962814331,117.076,863.497,0.00093285,816000,-2.23203,0.509241,132.795,646.501907169,0.516406,5486,147.70509541399952,1149.89,32285.07994481892,0.264138,213.327,0.00161339,1149.66,6.086401538996142,125.77,0.142478,-0.996717,2.5561,-865.761,2.84414,-0.00351858,203,0.652787,20.7759,-9.20455,-0.143851,212.055,820000,646.577848565,24.91967010498047,0.00064554,584.253,4.150837105000392,157.94233405799605,0.00594887,868.034
-0.0334699,-2.98931,160.562,0.0914855,3.715094804763794,121.006,1000.5,0.00139262,820000,-4.02828,0.581169,184.31,721.731642409,0.609127,5512,147.9531933210019,1366.1,32443.315984795896,0.287137,244.854,0.00166116,1360.94,6.088157073994807,123.55,0.0620463,-0.974101,3.17936,-1008.71,3.07831,-0.00527153,204,0.571508,21.6055,-11.6053,0.135771,241.156,824000,716.410643099,37.15094757080078,-0.0125203,499.929,4.218932577998203,158.2602829729949,0.00552902,1013.14
0.131904,-2.45043,96.3794,0.0963932,3.883812427520752,132.774,1030.4,0.00170255,824000,-2.21926,0.573709,192.011,703.977998824,0.610661,5536,148.65297829799965,1364.61,32602.166586616906,0.285595,242.355,0.00160602,1370.78,5.999848326995561,178.763,0.0299638,-1.0039,3.14187,-1035.55,2.89546,-0.00448936,205,0.565783,14.2454,-9.29424,-0.116087,240.389,828000,664.597528521,38.8381233215332,0.0317924,337.916,4.196437216000049,158.84926384099526,0.00650359,1037.43
-0.304341,-2.40604,189.225,0.107127,2.804497480392456,63.0259,954.782,0.00146441,828000,-2.78406,0.609871,85.476,701.504804597,0.55939,5561,148.52087602000393,1291.83,32761.18534724592,0.272226,223.528,0.0014146,1289.42,6.04077903500729,-158.101,0.068758,-0.992867,2.78927,-961.575,2.79507,-0.00303153,206,0.42554,16.6375,-8.48886,-0.156238,215.233,832000,718.409065879,28.044973373413086,0.0405104,528.115,4.199442031997023,158.76109708700824,0.00600726,965.461
0.220343,-2.89635,108.512,0.0761331,4.205721855163574,138.51,1036.91,0.00163063,832000,-2.55242,0.593058,68.4304,739.581637028,0.594444,5587,147.2636718290014,1362.8,32918.6521647819,0.286826,239.385,0.00158217,1359.63,6.160358568988158,1.96275,0.0984712,-1.03135,2.53864,-1042.15,2.78691,-0.00471604,207,0.606678,15.0322,-8.01132,-0.122518,237.741,836000,739.740008641,42.05721664428711,0.0465927,383.173,4.459158202000253,157.8831885999898,0.00638187,1039.26
0.160377,-2.5485,135.561,0.100838,3.533163070678711,92.021,989.178,0.00148178,836000,-3.41398,0.514563,168.71,727.66036753,0.603497,5612,147.94069111099816,1338.95,33076.85634397291,0.290288,236.171,0.00137936,1339.22,6.110860225009674,10.3878,0.0666059,-1.01217,2.44808,-995.885,3.16579,-0.0023836,208,0.543446,21.2839,-10.1281,-0.181274,231.817,840000,726.647965951,35.33163070678711,0.0225972,366.53,4.044604199996684,158.09615553600452,0.00494134,1001.89
-0.150194,-3.07999,131.21,0.0743919,3.2746188640594482,66.7073,988.407,0.00141259,840000,-2.73685,0.539909,73.3779,712.294015965,0.608645,5636,148.6309049929987,1334.27,33235.78159061792,0.286015,235.742,0.00144067,1332.66,5.936017832013022,-10.5311,0.0869013,-0.980467,4.12611,-996.649,3.14173,-0.00241747,209,0.551635,27.286,-9.30521,-0.198449,229.986,844000,678.733914198,32.74618911743164,0.0084706,892.283,4.1543700370020815,158.7212928620138,0.00506809,993.358
-0.11513,-3.27296,165.177,0.110818,2.492624282836914,40.9819,917.041,0.000637133,844000,-3.88313,0.503179,111.293,762.209046739,0.579756,5661,147.69386131999636,1364.71,33393.85010041791,0.279803,228.885,0.00141297,1366.42,6.076569950993871,-3.83887,0.266147,-0.993149,2.1837,-922.496,2.98433,-0.00372478,210,0.781088,19.1793,-9.20497,-0.144611,226.152,848000,725.528795681,24.92624282836914,-0.00398266,715.632,4.3604148240046925,158.13084609499492,0.00462189,927.98
-0.0186128,-2.53589,128.492,0.0763871,3.517087697982788,171.074,1005.28,0.00159738,848000,-2.62198,0.54715,176.677,718.820895767,0.607064,5685,149.58084552599757,1390.59,33553.8883961629,0.263933,229.11,0.00162255,1400.53,6.206672414002242,150.654,0.07741,-0.984849,2.99261,-1011.63,2.77486,-0.00362803,211,0.57401,15.3369,-9.73123,-0.0795019,225.729,852000,650.147292728,35.170875549316406,0.0210303,370.75,4.2998516539955745,160.0873695939954,0.00651827,1018.27
-0.121005,-2.57167,102.256,0.0785037,3.3965649604797363,113.665,966.542,0.000978644,852000,-2.25555,0.523636,167.773,761.420001581,0.614927,5709,148.26539947700076,1352.12,33712.45603298892,0.274674,247.49,0.00176085,1344.61,6.118932945006236,156.017,0.0753975,-0.95909,3.25153,-973.124,2.91837,-0.00463441,212,0.55082,16.67,-10.4371,-0.0804334,245.35,856000,738.490732303,33.96564865112305,-0.0512542,328.78,4.25252499099588,158.63685741300287,0.00503939,972.167
-0.121731,-2.7115,145.355,0.0894423,2.48345685005188,14.5009,908.647,0.000659054,856000,-2.50042,0.555094,77.258,745.214214937,0.589952,5734,148.40173413400044,1187.22,33871.06696572193,0.275613,230.182,0.00116796,1177.22,6.07742049000808,-44.9437,0.163288,-0.962593,3.21346,-917.799,2.97171,-0.00266743,213,0.58189,15.8374,-9.90883,-0.163671,224.144,860000,741.225652784,24.83456802368164,-0.0360779,362.847,4.185529059999681,158.6646836840082,0.00457777,910.677
0.261181,-2.75591,102.008,0.0759366,3.4284579753875732,147.826,1050.84,0.00182181,860000,-2.70634,0.542212,169.532,733.295847312,0.622372,5759,148.95041375800065,1380.84,34030.27924825492,0.273818,234.768,0.0016062,1393.64,6.030877426994266,-18.2006,0.0624512,-0.997887,2.78122,-1059.55,3.0135,-0.00360699,214,0.561202,18.6465,-9.16918,-0.156897,229.647,864000,731.687059785,34.28458023071289,0.0301444,513.143,4.1341074779993505,159.11539866299427,0.00717842,1061.83
-0.0617975,-2.75866,110.463,0.0921573,2.8498854637145996,52.5173,964.686,0.00111058,864000,-3.7282,0.530053,149.664,749.916838568,0.605704,5785,148.03982531599468,1362.6,34188.55485481392,0.269954,227.861,0.00134286,1368.64,6.133967526999186,61.9471,0.101197,-0.970797,3.21465,-971.82,3.11844,-0.00329051,215,0.49219,23.5479,-9.19979,-0.0946071,224.655,868000,746.803379147,28.49885368347168,-0.0231091,339.41,4.232759801998327,158.4065526449922,0.00538412,966.895
0.0418558,-2.55594,99.9832,0.135646,2.9034836292266846,104.236,1018.28,0.00176066,868000,-3.23023,0.510153,31.7435,710.101055588,0.606248,5814,149.6628717939966,1377.8,34349.05612530693,0.276848,232.469,0.00142381,1376.5,6.007392795014312,-22.4937,0.122209,-0.996443,4.06357,-1024.89,3.14789,-0.0028266,216,0.503189,33.4968,-9.29692,-0.197758,226.201,872000,739.741747751,29.034835815429688,0.00250314,488.838,4.103225819002546,159.77349040801346,0.00631679,1027.34
0.0716973,-2.83343,92.6477,0.0795408,2.6806581020355225,18.4718,1027.28,0.0013347,872000,-4.04388,0.579688,163.685,759.650420787,0.592838,5839,151.58781724699656,1383.15,34512.000167118924,0.267289,215.56,0.0013103,1364.83,7.0152814610046335,-31.4315,0.141921,-1.0062,2.76864,-1034.71,2.8405,-0.00215222,217,0.519389,18.9363,-9.59314,-0.17045,209.097,876000,670.943077831,26.80657958984375,0.00238885,333.553,4.832980797997152,163.43607950599835,0.00495427,1032.96
0.0357993,-2.8898,169.692,0.069009,3.3837742805480957,129.778,992.119,0.00123806,876000,-2.414,0.540273,150.489,750.544601545,0.606451,5864,147.5016355560001,1440.61,34669.74968026992,0.280764,222.935,0.00155864,1428.97,6.005417937987659,-53.6667,0.0696496,-0.997952,2.71687,-1002.85,2.93477,-0.00457458,218,0.60115,19.7431,-8.64871,-0.164403,215.223,880000,745.979262443,33.83774185180664,0.00227368,418.897,4.342715790000511,157.84976928398828,0.00487984,999.049
0.0898046,-2.67857,73.7332,0.0936094,2.9360105991363525,24.4676,1028.05,0.00125365,880000,-3.19999,0.484966,180.977,727.05534537,0.610499,5888,147.8434847440003,1370.22,34827.898381163934,0.273877,235.022,0.00145115,1379.02,6.148615922007593,-36.5018,0.130418,-0.994418,3.07714,-1035.16,2.9241,-0.00395274,219,0.535124,19.0337,-9.32554,-0.112436,231.568,884000,685.552491546,29.360105514526367,0.026064,345.648,4.244258393999189,158.2363590600071,0.00588192,1034.61
0.0961313,-2.45664,85.6851,0.123965,3.663569211959839,98.6186,1027.24,0.001215,884000,-2.2851,0.559482,176.626,470.486448265,0.606798,5914,148.35385749699344,1398.1,34986.493836502945,0.273731,239.58,0.0016693,1408.74,6.038048570015235,169.583,0.0598573,-0.99547,2.78248,-1031.56,2.87377,-0.00474442,220,0.563615,15.7296,-9.64505,-0.0215507,237.593,888000,734.27144515,36.63569259643555,0.0156764,323.004,4.158870440005558,158.55077650701423,0.0048566,1035.35
0.203376,-2.55827,105.654,0.0682742,3.0613856315612793,107.488,1014.2,0.00135806,888000,-3.09109,0.524028,180.945,761.409802482,0.605341,5939,147.8573444759968,1374.07,35144.73554687296,0.287069,242.623,0.00137896,1378.05,5.983917198020208,8.05284,0.110791,-1.01848,3.55226,-1021.39,3.19719,-0.00227626,221,0.61745,20.3779,-9.69149,-0.167628,239.457,892000,705.79943729,30.613855361938477,0.0278038,317.968,4.205003281000245,158.04626495501725,0.00646644,1016.67
0.235845,-2.38195,120.88,0.085687,3.3382935523986816,117.869,1024.92,0.00137572,892000,-2.90257,0.511897,145.865,742.87741755,0.622293,5964,149.59430664200045,1386.07,35305.07460058994,0.283593,253.065,0.00147739,1390.38,6.156561009993311,-5.98902,0.0763675,-1.00565,2.64622,-1031.86,2.96196,-0.00264785,222,0.51238,17.0791,-9.49958,-0.130119,246.162,896000,684.329226985,33.3829345703125,-0.00927089,418.996,4.40233775699744,160.1532054089912,0.00644725,1033.63
0.279422,-3.05812,147.161,0.138081,3.6696064472198486,44.3799,1064.09,0.00163531,896000,-2.58306,0.52546,187.255,764.751079724,0.625313,5989,148.84266686200135,1422.51,35464.10035926093,0.299771,258.5,0.00137491,1421.63,6.0242210519863875,194.908,0.0476224,-1.01107,2.37021,-1071.47,3.13717,-0.002266,223,0.536996,17.156,-10.3239,0.363337,253.258,900000,773.965811317,36.69606399536133,0.0797985,461.513,4.5901744380025775,159.45706235199032,0.00475132,1071.02
0.182204,-2.7505,108.507,0.0788852,2.9481725692749023,73.6919,1024.59,0.00151049,900000,-2.82699,0.532901,178.845,403.16080469,0.596518,6013,148.83392391899542,1463.16,35623.373496514934,0.274104,229.223,0.00162634,1430.31,6.153696170003968,-37.9279,0.0535626,-1.01688,2.54785,-1031.25,2.88729,-0.00354727,224,0.518292,21.9257,-9.98057,0.12484,223.604,904000,750.970465273,29.481725692749023,0.0613938,417.84,4.160901540999475,159.14852162999887,0.00612706,1029.12
-0.151567,-2.96592,106.629,0.0788764,2.9988505840301514,88.8422,954.976,0.000674717,904000,-2.63086,0.512136,169.662,701.019845883,0.599986,6038,148.7416948120008,1209.78,35782.71399721092,0.275966,223.056,0.00144131,1207.99,6.129237278983055,159.568,0.0877507,-0.960499,3.78511,-960.491,2.98939,-0.00293716,225,0.531018,24.9754,-7.73621,0.018144,219.539,908000,729.095831749,29.98850440979004,-0.0534856,298.706,4.287292881002941,159.15822497198678,0.00457279,961.73
0.0226449,-2.62585,100.727,0.105989,2.9144270420074463,103.582,952.431,0.000735174,908000,-2.4194,0.487972,170.933,734.251233006,0.603241,6062,148.1487661719948,1206.62,35941.1134102689,0.275426,228.629,0.00137846,1214.51,6.117480369983241,-46.2149,0.116429,-0.97609,2.59133,-960.811,2.98471,-0.00332927,226,0.492237,19.7943,-7.95174,0.00381494,220.978,912000,797.776310013,29.144269943237305,-0.0357382,338.567,4.471654285000113,158.73790082697815,0.00595601,961.702
0.174296,-3.1488,145.611,0.0891907,3.249917984008789,155.341,1048.63,0.00125811,912000,-3.49908,0.501524,78.0891,739.913369862,0.620521,6086,148.2206680800009,1413.11,36099.63927359293,0.280534,249.954,0.00161171,1399.01,6.11643143701076,-50.7735,0.0731568,-0.99432,3.11152,-1058.64,3.08338,-0.0036588,227,0.510696,20.7552,-9.39963,-0.0811918,242.949,916000,790.583209151,32.49917984008789,0.0282803,423.873,4.134951806001482,158.47205132301315,0.00625351,1052.24
0.111973,-2.75317,146.283,0.0818353,3.4525704383850098,89.2216,1048.1,0.00112043,916000,-2.59887,0.502552,158.72,738.239738352,0.615979,6112,147.34481252000114,1410.72,36257.28902767193,0.277422,240.752,0.00166983,1389.98,6.127104964005412,154.419,0.0563649,-0.985073,2.41622,-1052.96,2.81142,-0.00348382,228,0.541146,15.9963,-10.0815,-0.0570865,237.372,920000,766.01125316,34.52570343017578,0.0316303,453.995,4.190684130000591,157.66260161400714,0.00472957,1056.57
0.259038,-3.11889,125.032,0.0893882,2.9112584590911865,105.984,1098.35,0.00165866,920000,-2.72002,0.324266,165.686,751.495738261,0.638316,6136,147.99792139099736,1453.95,36415.55149648294,0.287959,236.905,0.00142851,1448.3,6.1125810320154415,41.3967,0.138177,-0.994512,4.33342,-1103.65,3.12257,-0.00287939,229,0.533154,21.6233,-10.1461,-0.115285,230.62,924000,694.234333634,29.11258316040039,0.0647959,375.944,4.179832355002873,158.29033477801568,0.00489834,1104.53
0.351484,-2.67909,116.75,0.138449,2.3809447288513184,100.602,1071.81,0.00168629,924000,-2.8199,0.541858,167.488,765.97861584,0.605149,6161,147.4754758219933,1424.62,36573.360317337945,0.274718,239.393,0.00144002,1403.69,6.138158547000785,16.7618,0.262521,-1.02547,2.68219,-1076.85,3.11628,-0.00254353,230,0.585714,21.5187,-8.76642,-0.16267,233.975,928000,734.27578864,23.809446334838867,0.0786728,419.36,4.154465897001501,157.7681002659956,0.00526101,1076.75
0.27278,-2.6182,116.965,0.0837136,3.633369207382202,24.2356,1055.81,0.0013063,928000,-2.27201,0.523416,159.033,733.776900374,0.628184,6187,147.69814310700167,1440.24,36731.31178185694,0.289585,256.617,0.00136861,1426.18,6.0092062009862275,153.477,0.0375777,-1.00351,3.19594,-1063.19,3.11299,-0.00257718,231,0.520363,17.9628,-8.72186,0.0704909,250.206,932000,706.580300101,36.33369064331055,0.0257352,404.292,4.196781182996347,157.90413049098424,0.00505893,1062.74
0.464992,-2.47779,137.621,0.117986,4.031518459320068,125.625,1102.38,0.00121638,932000,-2.68239,0.494844,165.042,792.754855921,0.633149,6216,149.79129121499864,1443.12,36891.56089637695,0.281952,246.8,0.0017026,1429.82,6.151244434993714,143.257,0.105957,-1.02865,3.45287,-1108.09,3.07076,-0.00463678,232,0.518744,18.2096,-7.51445,-0.144939,240.051,936000,789.611551228,40.315185546875,0.0497441,454.438,4.24571242100501,160.18824807099736,0.00629352,1101.86
0.437995,-3.36408,185.461,0.151137,3.3384079933166504,145.596,1039.83,0.00118486,936000,-3.38473,0.516792,57.0844,772.955813432,0.631895,6240,148.77059270500467,1474.27,37050.589967439955,0.307964,269.547,0.0018213,1473.5,6.067885411015595,-41.5215,0.0691682,-1.02667,3.2686,-1048.45,3.25141,-0.00471259,233,0.511083,22.2651,-9.28611,-0.070991,263.911,940000,616.105875583,33.38407897949219,0.0181399,403.561,4.308586009996361,159.14706412601663,0.00699118,1053.18
-0.414841,-3.09122,375.943,0.0672755,1.7050983905792236,171.121,910.24,0.00122107,940000,-3.24986,0.522531,93.4533,503.060717511,0.517087,6264,148.1812689599974,1198.44,37209.55431388196,0.249339,186.295,0.00140069,1199.33,6.130203521002841,19.3263,0.132993,-1.02927,2.83997,-913.537,2.96149,-0.0036482,234,0.548874,23.7602,-9.22281,-0.0532627,182.111,944000,698.069303848,17.050983428955078,-0.00384894,816.777,4.19245843400131,158.50393091500155,0.00566919,918.395
0.580329,-2.65835,109.232,0.0807481,3.3592631816864014,104.439,1123.0,0.00129013,944000,-2.91541,0.481032,154.879,568.600025609,0.642672,6290,148.45926422299817,1467.31,37368.41065391997,0.288652,244.474,0.00157942,1474.27,6.159006626010523,157.295,0.0818932,-1.03252,3.78782,-1131.32,3.18961,-0.00378294,235,0.519919,22.5948,-10.7133,-0.145441,239.601,948000,699.170677986,33.59263229370117,0.0692946,367.041,4.654717089004407,159.2729879380131,0.00475042,1129.91
0.195346,-2.74095,108.696,0.0586178,2.3839030265808105,40.8056,1041.51,0.00119216,948000,-2.4898,0.552995,163.262,836.90064904,0.603779,6315,148.3885555050001,1449.73,37527.47949953195,0.274449,253.184,0.00140569,1436.18,6.126370994992612,-144.254,0.194863,-1.01387,2.80513,-1047.4,2.96054,-0.00326053,236,0.563324,19.5064,-10.2502,-0.233472,247.276,952000,571.777682247,23.83902931213379,0.0216153,427.653,4.2398830730016925,158.75480957299442,0.00475944,1044.73
0.111137,-2.45666,117.454,0.0423198,2.780489444732666,217.761,1039.82,0.000482842,952000,-3.28077,0.568978,159.357,815.676716912,0.607407,6341,148.21848175999912,1356.23,37685.88894957095,0.268767,220.612,0.00172469,1358.41,6.018747029993392,163.548,0.0577881,-0.995814,2.94833,-1041.63,2.89417,-0.00423494,237,0.552097,19.6789,-8.32594,-0.0207409,215.973,956000,782.173719364,27.804893493652344,0.0207863,411.19,4.55621072500071,158.79343951499322,0.0054086,1045.01
0.152536,-2.83773,123.691,0.0816352,3.0565285682678223,99.7434,1041.46,0.00136164,956000,-4.21876,0.506697,35.6551,732.388704307,0.605661,6365,148.77540507999947,1466.02,37844.67320491996,0.279105,243.105,0.00147131,1473.69,5.950933344014629,-12.5742,0.0607301,-1.00379,3.8099,-1048.19,3.04491,-0.00282912,238,0.542138,23.5606,-8.00803,-0.0866277,238.357,960000,736.332612366,30.565284729003906,0.0225998,466.293,4.17408499999874,158.90042342401284,0.00508238,1052.2
-0.104205,-2.88184,227.33,0.100653,2.3911187648773193,88.8671,931.946,0.000527844,960000,-2.84676,0.51278,128.699,695.761163049,0.568097,6389,146.65096282200102,1270.02,38001.58455050595,0.279947,219.101,0.00136783,1262.85,5.9418440199879115,124.393,0.103109,-1.01166,3.56739,-937.711,3.05431,-0.00336255,239,0.49067,22.5886,-9.34072,0.0811726,214.788,964000,747.373589945,23.91118812561035,-0.0408951,557.286,4.059906290000072,156.652713131989,0.00528259,941.821
0.238444,-2.29095,94.2689,0.0705985,2.754711627960205,40.3385,1046.49,0.00127055,964000,-2.98593,0.537344,157.192,756.863824544,0.621558,6414,148.53324459400028,1421.77,38160.314378641946,0.278182,246.967,0.00142502,1417.78,6.088552241977595,-35.5354,0.0950266,-1.00396,2.7332,-1052.97,3.06151,-0.00282747,240,0.489366,18.409,-8.73101,-0.139048,242.146,968000,793.204270696,27.547115325927734,0.00418059,356.465,4.320642493999912,158.9424393299778,0.00489203,1051.28
0.725754,-2.90144,175.08,0.059681,4.624213218688965,173.147,1177.3,0.00174553,968000,-4.03202,0.541401,219.665,778.426710582,0.639344,6439,148.14988344800076,1493.53,38318.85719888295,0.295074,236.844,0.00166181,1476.52,5.998948828993889,-130.626,0.0274538,-1.05994,2.51834,-1183.95,2.97234,-0.00373522,241,0.592694,24.3089,-8.33033,-0.159618,231.305,972000,764.167859242,46.242130279541016,0.077715,482.362,4.10993965799571,158.25877193499036,0.00578008,1190.52
0.0837579,-2.64125,92.8578,0.0626818,3.0374064445495605,111.012,1031.65,0.000849824,972000,-2.66307,0.537551,151.798,813.237315601,0.613136,6463,147.7569688739968,1457.47,38476.947462682954,0.26735,226.305,0.00153249,1464.29,6.097097367004608,151.348,0.072307,-0.995219,2.66964,-1040.08,2.90336,-0.0032489,242,0.505692,20.1357,-7.99885,-0.154096,224.798,976000,805.339654852,30.37406349182129,-0.0115646,350.892,4.39630223900167,158.2503684800031,0.00552929,1037.82
0.359834,-2.41059,122.1,0.0974391,3.2745614051818848,40.3792,1066.23,0.00125031,976000,-3.16225,0.507983,157.509,788.065322588,0.624448,6487,148.73872730799485,1481.6,38636.17963863893,0.27348,265.851,0.0014479,1477.83,6.000733036984457,-95.0285,0.106508,-1.00611,2.94751,-1074.88,2.93198,-0.00361809,243,0.515869,15.1485,-9.31719,-0.0115957,260.246,980000,761.305121082,32.74561309814453,0.0437619,606.105,4.237842403999821,158.97730274897913,0.00510379,1074.6
0.245044,-2.85973,88.3041,0.074268,3.275078296661377,121.833,1045.42,0.00103724,980000,-3.40737,0.542077,143.757,373.111277529,0.628697,6511,148.87479280400294,1519.43,38795.456755001935,0.289736,254.826,0.00148756,1505.66,6.013446742996166,-41.4998,0.0646734,-0.99612,3.28164,-1052.71,3.19638,-0.00449434,244,0.557134,22.443,-9.24148,-0.171777,247.848,984000,625.622826346,32.75078201293945,-0.0306495,377.141,4.49519417600095,159.38343372300005,0.00578357,1053.76
0.00248609,-2.66505,94.8763,0.192094,3.4945409297943115,156.534,1052.01,0.00135123,984000,-3.50427,0.554688,148.445,744.131194227,0.618216,6535,148.16028688899678,1505.63,38953.68881814395,0.28456,238.587,0.00143474,1491.83,5.875332181007252,-31.3218,0.0618777,-0.990909,2.66825,-1061.99,3.11476,-0.00403894,245,0.54367,21.0375,-9.80763,-0.128777,229.281,988000,713.37528813,34.94540786743164,-0.00130339,495.299,4.390861436004343,158.42648050600837,0.00570254,1059.48
0.46015,-2.48713,83.2173,0.0728949,3.580047607421875,55.6201,1091.53,0.0015554,988000,-2.33576,0.510996,125.25,732.08641222,0.630212,6559,146.97506836600223,1508.81,39110.97076750695,0.284493,257.199,0.00127965,1501.0,6.2141124149929965,5.94801,0.079301,-1.02241,2.7309,-1098.49,2.88813,-0.00287663,246,0.517609,15.0941,-7.15793,-0.070356,253.043,992000,747.544668261,35.80047607421875,0.0122831,365.35,4.198542949001421,157.38772372999665,0.00630345,1096.88
0.302399,-2.49215,97.8279,0.152685,3.213468313217163,164.023,1036.24,0.00136633,992000,-3.66887,0.525745,64.7511,808.538040177,0.627401,6584,148.10491522400116,1464.2,39269.068360387944,0.276736,254.458,0.00136303,1468.55,5.916450206990703,107.398,0.0879065,-1.00734,2.52441,-1043.66,2.90485,-0.00267027,247,0.412428,20.557,-7.75307,-0.082527,251.35,996000,737.583177244,32.134681701660156,-0.00427681,410.06,4.09478876600042,158.11615419699228,0.00622759,1041.06
0.452428,-2.9224,128.642,0.0882726,3.1470561027526855,80.414,1101.94,0.00141135,996000,-2.71668,0.488347,122.303,536.215806183,0.650797,6608,146.05997158300306,1481.2,39425.44316745195,0.292073,245.051,0.00145398,1475.53,6.1701258449975285,-38.561,0.143445,-1.0133,3.16819,-1110.54,3.3727,-0.00431703,248,0.719675,23.6544,-11.2113,-0.063424,239.222,1000000,801.843481598,31.47056007385254,0.0216416,458.635,4.078350315001444,156.30844774300203,0.00674268,1104.69
-0.309726,-2.54358,553.694,0.0611848,2.539961576461792,104.58,942.159,0.00107397,1000000,-4.00978,0.563682,147.52,809.499305079,0.518984,6633,148.79661583499546,1549.84,39584.577252923984,0.258126,255.788,0.00160484,1504.64,5.899984282019432,-186.279,0.146286,-1.04728,2.78985,-945.183,3.09593,-0.00354855,249,0.532481,34.0974,-11.4034,-0.122304,249.565,1004000,694.766403305,25.399616241455078,0.0435437,1055.65,4.1467840210025315,158.84338413801743,0.00641042,946.122
0.557605,-2.40367,109.107,0.0633494,4.019847869873047,70.3648,1142.59,0.0012411,1004000,-3.84107,0.590317,150.841,732.87675093,0.628123,6657,148.17864282099617,1512.42,39743.148265703974,0.274577,258.606,0.00154603,1499.66,6.031422788997588,39.5325,0.0233853,-1.04077,3.54161,-1147.8,2.92674,-0.00380925,250,0.548241,17.9533,-8.49178,-0.150819,253.563,1008000,618.949407494,40.19847869873047,0.0671277,2263.4,4.439472203004698,158.64953781299846,0.00526084,1149.99
