Log Pis Mean,Policy log std Min,VF Loss,Z variance eval,KL Loss,RF Loss,Q Predictions Mean,R Predictions Mean,Number of train steps total,Policy mu Min,Z mean eval,V Predictions Min,AverageReturn_all_train_tasks,Policy mu Std,Number of rollouts total,Train Time (s),Q Predictions Max,Total Train Time (s),Policy log std Std,Q Predictions Std,R Predictions Std,V Predictions Max,Sample Time (s),Q Predictions Min,Z variance train,Policy log std Mean,Policy mu Max,Policy Loss,Log Pis Std,R Predictions Min,Epoch,Z mean train,Log Pis Max,Log Pis Min,Policy log std Max,V Predictions Std,Number of env steps total,AverageReturn_all_test_tasks,KL Divergence,Policy mu Mean,QF Loss,(Previous) Eval Time (s),Epoch Time (s),R Predictions Max,V Predictions Mean
1.66657,-3.05411,144.05,0.09332,4.232740879058838,358.15,1858.72,0.00160008,2764000,-3.6553,0.579773,184.99,1064.04388813,0.676819,17524,144.13925427199865,2592.18,108180.38375479603,0.34855,447.71,0.00154538,2593.87,6.020899680952425,147.863,0.0657613,-1.16822,3.4034,-1868.23,3.48537,-0.00381664,690,0.587538,21.9494,-8.49575,-0.107941,439.02,2768000,1079.79623401,42.32740783691406,-9.58145e-05,506.326,4.044795505004004,154.20494945795508,0.0053143,1868.96
1.68553,-2.90158,100.185,0.177394,4.329873561859131,553.3,1670.14,0.00169087,2768000,-3.1359,0.622076,69.7098,1131.74793215,0.687948,17548,143.37533191101102,2569.87,108333.96736594802,0.33403,399.926,0.00131769,2554.81,6.024814240008709,62.2734,0.0421009,-1.13101,5.46868,-1680.16,3.42495,-0.00257038,691,0.593367,33.846,-8.36348,0.469942,390.73,2772000,813.67373309,43.29873275756836,-0.0218782,529.04,4.1088540149939945,153.50900016601372,0.00574628,1678.75
1.8105,-3.37089,177.99,0.0901616,4.243453025817871,626.441,1856.78,0.00178254,2772000,-8.09191,0.659376,168.92,1118.41618444,0.703611,17572,143.860358756996,2574.63,108487.75007415302,0.354738,445.376,0.00137431,2564.17,5.814505269008805,73.4316,0.0434838,-1.1773,3.51005,-1865.55,3.57752,-0.00214712,692,0.609302,28.8308,-8.08783,0.290548,438.394,2776000,1052.62349547,42.43452835083008,0.000512209,650.647,4.188901935995091,153.8637659619999,0.00579138,1861.33
1.8706,-3.03572,184.605,0.0727354,4.15170431137085,324.467,1827.31,0.0011281,2776000,-3.80092,0.611631,93.6853,1078.18015592,0.690789,17596,144.1694145759975,2600.24,108642.23523164404,0.351345,408.922,0.00172704,2602.8,6.0311066809954355,98.3205,0.0304256,-1.18551,2.89161,-1835.34,3.48209,-0.00460933,693,0.521834,23.8306,-9.20892,0.101736,404.834,2780000,1062.47848793,41.51704025268555,0.0128135,718.342,4.11255426700518,154.31307552399812,0.00541118,1836.41
1.70899,-2.92916,195.239,0.0571819,3.7047622203826904,468.34,1801.19,0.0015114,2780000,-3.7302,0.585153,101.112,1042.00425701,0.678965,17620,143.26484693100792,2623.49,108795.52238291109,0.345635,466.572,0.00169545,2668.78,5.922547058013151,-25.0447,0.0896009,-1.18499,3.15864,-1812.84,3.47155,-0.00489175,694,0.473158,21.5613,-8.26374,0.369227,455.835,2784000,1082.00949708,37.04762268066406,0.00832821,1417.72,4.289545886000269,153.47693987502134,0.00493861,1811.46
1.74404,-3.21716,186.097,0.0377579,4.032006740570068,139.28,1807.58,0.00130735,2784000,-3.98088,0.60137,66.7114,1052.5378599,0.694059,17644,143.3687975250068,2479.23,108949.06534292409,0.363787,390.85,0.00141989,2482.61,6.066948311010492,0.106619,0.0297173,-1.16759,4.5892,-1814.95,3.76375,-0.00382436,695,0.5088,36.4433,-9.37329,0.0854093,381.108,2788000,1102.63517029,40.320068359375,-0.00884172,516.488,4.10503868899832,153.54078452501562,0.00530609,1818.12
2.00177,-3.02509,231.73,0.0271161,3.7271740436553955,99.9828,1908.96,0.00168142,2788000,-3.85725,0.6719,245.439,1033.08918594,0.702297,17668,143.52134298499732,2841.18,109102.7717192151,0.348168,443.699,0.00138135,2885.86,6.135432408002089,264.016,0.142363,-1.1895,3.5543,-1920.46,3.50736,-0.00257679,696,0.521578,20.65,-8.99625,0.45252,440.536,2792000,1093.56285085,37.2717399597168,0.0543495,1432.87,4.112658742989879,153.7694341359893,0.00515416,1923.07
1.25745,-3.23111,194.0,0.050839,5.162774562835693,653.095,1716.13,0.00151538,2792000,-3.45107,0.58398,52.8647,1069.3224671,0.684593,17693,143.15090625399898,2567.51,109256.01848201206,0.333307,387.022,0.00130977,2558.66,5.979907526969328,-33.4753,0.0295012,-1.10238,4.155,-1725.27,3.45478,-0.001815,697,0.682474,27.3277,-9.93052,-0.043347,376.149,2796000,970.213460936,51.627742767333984,-0.0331345,663.449,4.054646769000101,153.1854605499684,0.00589833,1728.19
2.60266,-3.00301,117.643,0.0232313,4.226283550262451,383.53,2229.34,0.00180352,2796000,-3.32299,0.608268,773.957,1083.7301735,0.698825,17717,142.79043010900205,2584.9,109408.95338028205,0.373613,248.622,0.00160688,2587.33,5.954432815997279,776.1,0.039671,-1.29494,4.25246,-2236.96,3.727,-0.00521549,698,0.601577,18.9313,-8.03344,-0.130406,237.524,2800000,1063.83340846,42.26283645629883,0.0729567,733.628,4.121480704008718,152.86634362900804,0.00601307,2234.64
1.54582,-3.10586,151.033,0.0370055,3.3284835815429688,61.0633,1654.82,0.000919497,2800000,-3.53656,0.668964,246.637,1063.43974146,0.657516,17741,144.07090075900487,2262.74,109562.91867295105,0.332805,314.622,0.00134987,2252.03,5.837486267002532,252.918,0.0556278,-1.18361,4.03739,-1662.01,3.33893,-0.00305278,699,0.52246,30.5841,-6.40448,-0.0115762,303.26,2804000,1084.97819919,33.28483581542969,-0.00725113,785.417,4.195352857990656,154.10373988399806,0.00555196,1659.02
1.38272,-3.74747,145.671,0.0914087,4.568058013916016,347.318,1727.94,0.00124879,2804000,-3.15063,0.39821,87.5554,1087.9039358,0.678235,17765,142.2709633540071,2579.38,109715.07921286506,0.330309,362.409,0.00132035,2572.97,5.7738913600042,80.1625,0.0464263,-1.11782,3.93549,-1734.24,3.25619,-0.00197651,700,0.667972,20.0904,-7.59819,-0.0809693,355.885,2808000,941.444490576,45.680580139160156,-0.0434205,484.115,4.061316068007727,152.10617078201903,0.00484691,1734.02
1.77923,-3.06624,164.691,0.143984,4.657472610473633,183.298,1854.82,0.00123381,2808000,-4.18061,0.516455,12.0444,1034.79338343,0.701916,17790,143.4244836410071,2596.66,109868.56492422106,0.355142,479.723,0.00156874,2596.96,6.006575535997399,-41.269,0.0380351,-1.17757,3.90026,-1865.01,3.66725,-0.00429018,701,0.575961,22.6974,-7.20065,0.206057,469.043,2812000,965.834511986,46.57472610473633,0.00858679,953.198,4.1206768859992735,153.55173606300377,0.00594656,1867.31
1.80007,-3.62445,110.069,0.0407037,4.648434638977051,311.605,1892.72,0.00091178,2812000,-3.7592,0.471153,44.2549,1075.41731336,0.7067,17815,144.2614271069906,2663.86,110022.70618310508,0.360699,465.458,0.00162099,2662.78,5.952185301008285,16.015,0.0124137,-1.17293,4.45326,-1901.64,3.78446,-0.00398107,702,0.581978,32.8575,-10.9405,0.0220537,458.991,2816000,1084.80624379,46.484344482421875,0.0332966,521.065,4.059681138998712,154.2732935469976,0.00550103,1903.76
1.96298,-2.87608,243.7,0.0490821,4.246301174163818,212.624,2071.97,0.0020122,2816000,-3.22907,0.304845,149.298,1092.50072017,0.673852,17839,143.34668120699644,2606.65,110175.9968305601,0.352919,401.418,0.00136956,2587.81,5.950420327033498,165.205,0.0882412,-1.21876,3.54275,-2079.66,3.38724,-0.00220509,703,0.60059,16.4024,-9.27237,-0.092766,391.458,2820000,1070.12253907,42.4630126953125,0.0420844,682.588,3.9326962229970377,153.22979775702697,0.00604243,2078.65
2.04483,-3.35107,123.269,0.0397245,4.3637471199035645,120.235,2079.43,0.00189037,2820000,-3.3179,0.516544,181.508,1087.76435278,0.691296,17863,142.24612928800343,2650.25,110328.21329196412,0.347209,413.724,0.00136049,2651.38,5.811271726997802,182.112,0.0612334,-1.20244,3.30878,-2089.18,3.40862,-0.00265252,704,0.603686,19.6024,-9.96769,0.0735688,404.039,2824000,832.304967214,43.63747024536133,0.0315493,3200.84,3.9988077410089318,152.05620875601016,0.00537526,2089.29
2.4468,-2.89129,172.981,0.0418342,5.217076301574707,260.473,2157.04,0.00178992,2824000,-3.76402,0.623903,627.437,977.392567332,0.691821,17887,142.98833749099867,2604.99,110481.30624397914,0.348836,321.765,0.00161692,2607.55,5.879234642023221,607.232,0.0173758,-1.26733,2.96998,-2171.2,3.4668,-0.00352056,705,0.578071,23.3376,-6.88988,0.704463,310.314,2828000,1120.68782031,52.17076110839844,0.0839163,2088.79,4.164625454999623,153.03219758802152,0.00537099,2169.0
2.20957,-3.13956,137.427,0.0352958,5.215431213378906,394.344,2073.18,0.00157618,2828000,-4.1386,0.635821,-62.4628,1150.38543306,0.696488,17911,142.32380931200169,2629.07,110633.65972576314,0.362107,447.499,0.00164341,2642.26,5.965408051983104,-44.8383,0.0189642,-1.23427,7.96369,-2081.88,3.8421,-0.00518079,706,0.577807,46.3358,-8.55811,0.987091,442.622,2832000,1100.19520997,52.15431213378906,0.0576275,1114.73,4.230401831999188,152.51961919598398,0.00681776,2084.22
1.37499,-2.78677,84.1823,0.0478275,4.7440385818481445,470.277,1693.42,0.00179969,2832000,-3.45472,0.620913,-96.0932,1137.97635299,0.669327,17937,142.9698614730005,2538.92,110786.90988000615,0.333255,399.279,0.00126429,2541.76,6.101611626028898,-107.453,0.0287015,-1.12669,2.53739,-1701.01,3.1645,-0.00142725,707,0.615704,17.2396,-7.43075,0.105396,391.619,2836000,987.280072081,47.44038391113281,-0.0350564,512.376,4.0698238810000475,153.14129698002944,0.00589197,1701.37
1.76305,-4.89764,247.132,0.0615652,4.781716823577881,571.862,1715.2,0.00151985,2836000,-4.89759,0.602336,-132.132,1097.10764868,0.702426,17961,142.94482014600362,2574.2,110940.10591627815,0.371549,399.884,0.00133362,2575.83,5.999900859984336,-128.204,0.0339269,-1.15185,3.46421,-1723.86,3.92133,-0.00404753,708,0.614433,43.036,-12.5114,0.41376,394.022,2840000,1020.08773595,47.81716537475586,-0.0232162,597.364,4.183851777008385,153.12857278299634,0.00615387,1725.21
1.8447,-3.29482,108.68,0.0722843,3.698873996734619,285.532,1864.63,0.00152624,2840000,-2.81118,0.620165,-11.1659,1045.04029955,0.682797,17985,143.14569670100173,2575.26,111093.24261230616,0.353843,429.231,0.0013046,2572.04,5.9286884470056975,4.93059,0.0769938,-1.19966,2.74371,-1873.08,3.41505,-0.00356574,709,0.604819,15.3669,-9.23176,-0.069926,423.485,2844000,1097.26711127,36.988739013671875,0.00687324,557.291,4.257075059998897,153.33146020800632,0.00603168,1872.62
1.75216,-3.10383,108.755,0.129124,3.8916900157928467,331.038,1860.86,0.00171157,2844000,-3.21366,0.624894,-133.987,1084.37295757,0.67299,18010,143.4626161729975,2587.5,111246.76680273516,0.357439,453.953,0.00134163,2591.09,5.916538986959495,-156.519,0.0620196,-1.17924,4.3137,-1868.7,3.49371,-0.00193258,710,0.534239,28.8113,-6.78004,0.244368,449.099,2848000,942.603299631,38.916900634765625,-0.0413289,654.416,4.0677904979966115,153.44694565795362,0.00577981,1867.26
1.96549,-2.96585,175.324,0.0679884,4.408147811889648,276.594,2156.2,0.0014772,2848000,-3.32442,0.624041,-23.7055,1069.89183867,0.687085,18035,142.72015209500387,2790.02,111399.56600337819,0.348066,487.487,0.00162564,2791.1,5.875582376029342,-16.0121,0.028321,-1.23322,3.25735,-2160.38,3.50255,-0.00452137,711,0.670128,14.9474,-8.87739,0.0926452,483.908,2852000,939.95798292,44.081478118896484,0.0405041,644.231,4.150199440002325,152.74593391103554,0.00548294,2165.48
1.51782,-2.88986,224.506,0.0473943,3.795964002609253,336.346,1737.36,0.00130887,2852000,-3.35169,0.60262,-185.516,973.60498161,0.683756,18059,142.8918668319966,2627.16,111552.53385064816,0.345355,416.74,0.00137764,2615.15,6.067305264965398,-185.096,0.060284,-1.13994,3.46804,-1745.29,3.36687,-0.00232524,712,0.588004,17.3379,-8.09926,0.214133,409.347,2856000,1079.89693961,37.95964050292969,-0.0434568,732.531,4.208980784009327,153.16815288097132,0.0064626,1750.05
1.73924,-3.44162,218.041,0.0437715,4.3438639640808105,349.95,1913.93,0.00178018,2856000,-3.12115,0.605423,-150.781,1088.61246455,0.678314,18084,143.06180607998976,2616.84,111705.79465948213,0.364424,450.617,0.0013362,2619.61,5.970569308992708,-157.955,0.0565959,-1.18082,4.29483,-1922.33,3.48489,-0.00218983,713,0.640085,24.6285,-7.91103,0.0540117,444.429,2860000,1050.95179635,43.438636779785156,0.00439756,602.771,4.014231100998586,153.04660648998106,0.00548509,1919.92
1.73784,-3.03689,136.788,0.0623037,3.989001989364624,272.805,1831.61,0.00124875,2860000,-3.25525,0.169145,-101.577,1078.52270788,0.658692,18108,143.16944487600995,2620.84,111859.04426366309,0.354399,513.769,0.00152282,2611.78,6.0594947379868245,-83.9923,0.0651082,-1.20142,4.13375,-1840.5,3.52665,-0.00333059,714,0.525126,23.7307,-8.38943,0.0588331,506.385,2864000,1021.75625481,39.890018463134766,0.00473422,604.794,4.233395888993982,153.46233550299075,0.00555246,1838.5
1.85446,-2.89489,160.937,0.0519785,3.476060152053833,764.592,1929.26,0.00203824,2864000,-3.15517,0.599903,-141.305,1019.96856681,0.682946,18132,143.28610041199136,2674.09,112012.2003098551,0.354172,476.136,0.00120477,2686.39,5.8762688810093096,-173.738,0.0719204,-1.189,3.78326,-1937.18,3.47545,-0.00230993,715,0.646371,24.512,-8.43968,0.228221,468.635,2868000,1085.3057192,34.76060104370117,-0.0114724,565.134,4.026158904001932,153.1885281970026,0.00530526,1944.8
2.19203,-3.66317,144.054,0.0568816,3.874127149581909,88.5244,1986.95,0.00192723,2868000,-3.10918,0.628376,-86.2482,994.57294417,0.651472,18156,143.1879737499985,2542.73,112165.42982456413,0.357416,451.174,0.00134502,2542.47,5.941942218007171,-88.8195,0.0496406,-1.27698,4.10545,-1992.7,3.67397,-0.00327615,716,0.418737,27.1953,-9.25107,0.217975,446.577,2872000,1105.90374671,38.74127197265625,0.051594,764.099,3.9993257650057785,153.12924173301144,0.00639251,1993.87
2.40975,-3.11259,104.98,0.0710022,4.670713901519775,421.063,2062.85,0.00198474,2872000,-3.7242,0.486819,-154.96,1090.63776361,0.687664,18181,143.5299338210025,2578.14,112318.80729441009,0.370635,423.918,0.0012834,2575.86,5.89954790599586,-165.499,0.0479993,-1.26198,4.73552,-2071.65,3.6551,-0.00198404,717,0.613808,23.8124,-7.42236,0.0181066,415.613,2876000,1037.46446673,46.70713806152344,0.044855,646.773,4.1049690609943355,153.53445078799268,0.00512772,2070.58
2.1407,-3.07769,161.658,0.087298,4.733492851257324,332.522,2063.87,0.00157999,2876000,-3.15368,0.570853,-77.549,1130.16983443,0.676717,18206,143.707578682006,2632.77,112472.5245285661,0.36051,452.364,0.0013782,2641.68,5.830045414986671,-93.5445,0.0496572,-1.25039,3.27808,-2070.07,3.45561,-0.00272339,718,0.506705,17.4625,-8.80227,-0.140655,442.926,2880000,1044.18393067,47.33492660522461,0.0386059,5115.87,3.953239747992484,153.49086384498514,0.00545987,2077.18
1.47481,-3.01319,134.797,0.0814976,4.059032440185547,275.956,1698.3,0.00124091,2880000,-3.83016,0.586409,-142.594,1007.93711807,0.69653,18230,143.0659033819975,2585.89,112625.7081958171,0.345158,400.903,0.00140118,2597.26,5.991168529013521,-122.023,0.0222856,-1.12081,3.46787,-1708.54,3.53337,-0.00318272,719,0.572003,22.404,-7.71317,0.192291,392.953,2884000,1078.70083618,40.59032440185547,-0.0266317,483.343,4.184743642996182,153.2418155540072,0.00580931,1711.67
1.07079,-2.83483,159.125,0.0665912,3.7458903789520264,263.228,1529.44,0.000469372,2884000,-4.47505,0.633318,-221.601,1113.57215897,0.675108,18255,144.4282672459958,1844.3,112780.4213040661,0.312692,249.03,0.00158287,1850.5,6.008485226004268,-241.455,0.0791566,-1.0775,2.57011,-1538.07,3.09935,-0.00482952,720,0.584715,16.4629,-8.06978,0.0536417,237.806,2888000,1131.35483573,37.45890426635742,-0.0621312,519.371,4.131870475001051,154.56862294700113,0.00527118,1544.42
0.968057,-2.60142,162.52,0.0524149,4.164981842041016,225.038,1477.19,0.00121632,2888000,-4.04455,0.557512,-165.721,1100.66545632,0.642034,18279,143.73212250799406,1866.0,112934.28945294606,0.314275,273.83,0.00115,1867.6,5.851693145974423,-144.101,0.0444057,-1.11138,2.47823,-1483.64,3.14622,-0.00205442,721,0.603326,20.7179,-8.86534,-0.0234745,266.269,2892000,1119.68207535,41.649818420410156,-0.0620793,516.304,4.281321192000178,153.86513684596866,0.00566547,1491.21
1.90613,-2.98329,209.197,0.0637473,4.03249979019165,343.632,2039.65,0.00136866,2892000,-3.48323,0.599965,-112.589,1123.55192738,0.667693,18303,143.23820963100297,2660.77,113087.52146840403,0.343863,506.694,0.00154769,2657.51,5.873389274987858,-113.707,0.0352592,-1.23883,3.25386,-2045.01,3.49205,-0.00388301,722,0.607121,18.4628,-7.33427,0.0109477,503.712,2896000,1084.7884354,40.32499694824219,0.0549703,922.848,4.289534415001981,153.4011333209928,0.0055358,2046.8
2.68216,-3.09441,96.9006,0.0606712,4.118747711181641,480.914,2268.72,0.00212302,2896000,-3.48981,0.613073,242.86,1027.31679806,0.6846,18327,143.75971774601203,2625.88,113241.41085772903,0.358396,267.654,0.00120605,2623.71,5.874244028978865,269.231,0.0711079,-1.31484,3.31708,-2275.63,3.53156,-0.00203531,723,0.583314,14.0271,-6.66897,0.0461947,257.502,2900000,1026.46580879,41.187477111816406,0.0642551,6016.66,4.125682776997564,153.75964455198846,0.00536627,2273.41
1.29605,-3.50932,107.868,0.0454908,4.229290962219238,710.981,1735.64,0.00165546,2900000,-4.12512,0.57606,-142.604,1147.59008547,0.676925,18352,143.83562478800013,2606.03,113395.00688944697,0.341951,426.972,0.00126966,2603.53,5.851477246949798,-111.039,0.069274,-1.13362,3.15482,-1743.24,3.45609,-0.00225105,724,0.622686,20.1683,-14.5764,0.202991,418.993,2904000,1129.12473349,42.29290771484375,-0.0230378,658.04,4.260694608994527,153.94779664394446,0.00502665,1742.42
1.3654,-3.27184,126.286,0.0371508,3.969698429107666,265.611,1684.98,0.000932239,2904000,-3.35033,0.672998,-199.542,1078.77069017,0.682082,18376,143.40400762899662,2572.69,113548.434476505,0.351488,428.527,0.00174413,2566.31,5.795552984025562,-181.986,0.0320928,-1.1453,3.15785,-1693.84,3.64232,-0.00480406,725,0.54597,23.2798,-10.8974,0.0583643,422.076,2908000,1093.24653344,39.696983337402344,-0.0296811,492.782,3.9145231760048773,153.11408378902706,0.0055012,1694.19
1.2061,-2.47799,97.4679,0.0315724,5.3156819343566895,521.895,1618.57,0.00111767,2908000,-4.57065,0.626317,-228.99,1032.63739207,0.690943,18401,144.11254294301034,1945.9,113702.557757726,0.317603,276.816,0.00146518,1938.14,5.869919529999606,-255.192,0.0386105,-1.09158,2.82889,-1625.52,3.44648,-0.00295696,726,0.682513,21.4257,-6.52681,0.130535,265.669,2912000,1002.16520413,53.15681838989258,-0.0934163,461.507,4.232999480998842,154.2154619540088,0.00547259,1624.27
1.74985,-3.02662,137.595,0.0341847,4.953502178192139,409.845,1880.63,0.00134469,2912000,-3.25935,0.63174,-115.904,1142.79901503,0.688587,18425,142.67595824199088,2569.17,113855.221835426,0.351985,432.982,0.00168419,2565.48,5.94321364199277,-152.219,0.0201676,-1.15473,3.58387,-1889.04,3.44697,-0.00484411,727,0.552869,20.2613,-8.06365,0.392699,425.247,2916000,1100.12719289,49.53501892089844,0.0213642,583.219,4.1466118750104215,152.76578375899408,0.00558043,1894.03
1.59631,-2.97045,75.6815,0.0318355,4.384268760681152,277.189,1919.48,0.000901453,2916000,-4.26935,0.613685,-144.67,1065.4751452,0.662624,18449,143.37126030100626,2661.89,114008.48723291904,0.349452,446.035,0.00165511,2661.12,5.91446314600762,-132.937,0.0222644,-1.18262,2.83805,-1928.44,3.48007,-0.00348422,728,0.601484,19.661,-8.73529,-0.0353513,440.214,2920000,1102.46081271,43.84268569946289,0.0196227,516.648,4.050076675004675,153.33580012201855,0.00628258,1927.61
1.60601,-3.00565,117.033,0.0442195,4.523176670074463,479.923,1708.45,0.00151517,2920000,-3.00468,0.588957,-170.666,1082.97028055,0.682254,18475,143.5603944179893,2599.83,114162.16691674,0.34422,438.078,0.00129263,2596.11,5.956215575002716,-156.826,0.0360321,-1.13975,2.75572,-1718.03,3.39765,-0.00514494,729,0.604686,17.0207,-8.74064,-0.0161207,429.633,2924000,1017.45840496,45.23176574707031,-0.0423412,660.162,3.9849952020013006,153.50160519499332,0.00537092,1715.18
1.77374,-3.01927,181.74,0.0575679,4.508161544799805,309.164,1893.32,0.00166767,2924000,-3.30284,0.592482,-134.944,1144.39210858,0.692173,18500,143.82507856900338,2632.29,114315.928140695,0.35776,478.545,0.00134057,2621.55,5.893240567020257,-150.684,0.0483794,-1.1876,3.1402,-1900.05,3.46566,-0.00283065,730,0.599447,24.4562,-9.19781,-0.179832,470.467,2928000,1113.87969795,45.08161544799805,0.00345559,517.362,4.168301069992594,153.88662020601623,0.00498848,1900.34
1.74811,-3.73697,314.731,0.0733327,4.262495040893555,475.502,1844.22,0.00204654,2928000,-3.86773,0.682878,-193.646,1123.19730082,0.65898,18524,143.21961622299568,2627.12,114469.07697850901,0.359987,544.707,0.00135101,2622.4,5.843684531006147,-221.209,0.0479658,-1.22641,3.53775,-1851.27,3.64226,-0.00294284,731,0.581028,27.7515,-10.4009,0.0863483,537.826,2932000,1014.62278839,42.62495040893555,0.028006,2047.61,4.04855081900314,153.11185157300497,0.00580837,1852.43
1.51367,-3.15902,116.462,0.0517452,4.614858150482178,597.047,1748.81,0.00109591,2932000,-3.78568,0.651951,-235.245,1112.68275027,0.682392,18548,144.25111558999924,2551.25,114623.44153911503,0.34576,409.079,0.00168359,2544.62,5.87161742799799,-216.049,0.0567796,-1.13959,2.94557,-1757.37,3.28756,-0.00393042,732,0.664074,13.3339,-9.39223,0.600554,403.746,2936000,1030.73261383,46.14857864379883,-0.0222645,564.074,4.090381709989742,154.21311472798698,0.00523187,1757.01
1.85661,-2.96453,112.446,0.0337035,3.997495412826538,367.959,1909.65,0.000952923,2936000,-4.73494,0.666214,-222.99,1180.75578897,0.687145,18574,142.72642400300538,2611.29,114776.323183576,0.369115,455.216,0.00193632,2610.74,5.912412912992295,-224.831,0.105625,-1.2022,3.21,-1919.97,3.65211,-0.00382149,733,0.676657,26.0023,-6.89677,0.751339,444.592,2940000,1080.74930678,39.974952697753906,-0.0251505,704.923,4.246769769000821,152.8856066849985,0.00570851,1914.75
1.66305,-3.72985,127.245,0.0330816,4.719089508056641,431.106,1934.34,0.00112301,2940000,-3.9967,0.57515,-143.871,1072.05261316,0.681299,18598,143.3067524109938,2636.94,114929.59289034399,0.352491,449.274,0.00177333,2641.5,5.887070268014213,-135.585,0.049805,-1.16988,4.04988,-1944.06,3.56064,-0.00512972,734,0.593473,31.2231,-8.97694,0.0166728,439.337,2944000,1100.02266663,47.190895080566406,0.0184173,711.248,4.248426571008167,153.44224925001618,0.00487902,1945.34
2.03979,-2.83689,90.894,0.0569756,4.72287130355835,406.082,2089.53,0.00148192,2944000,-6.53812,0.545994,290.693,1114.74655225,0.684643,18622,142.83174412100925,2650.38,115082.57455570903,0.356908,452.588,0.00160052,2648.36,5.958627127009095,288.599,0.068787,-1.2369,4.49839,-2098.96,3.57082,-0.00408686,735,0.506668,31.3761,-9.26968,0.126858,445.843,2948000,1052.7766056,47.22871398925781,0.0418108,747.052,4.081186762996367,152.8715580110147,0.00556322,2096.19
1.79182,-3.00633,167.615,0.0495774,4.71504545211792,458.316,1909.94,0.001729,2948000,-3.78461,0.613081,-230.983,1018.83603224,0.691401,18646,143.6794599690038,2633.45,115236.27187866207,0.363957,479.263,0.00134742,2637.99,5.954932852007914,-215.315,0.0440931,-1.19069,3.4783,-1918.71,3.54058,-0.00190121,736,0.653583,20.3724,-8.66825,0.839874,471.541,2952000,1039.76848544,47.150455474853516,-0.00312163,689.514,4.196722234002664,153.83111505501438,0.00536058,1916.84
1.96194,-3.01268,130.038,0.0731713,4.423561096191406,446.565,2098.2,0.00148253,2952000,-3.27839,0.637835,-98.0913,1129.17121185,0.679143,18671,143.87585599299928,2637.02,115390.05532860108,0.358188,402.48,0.00157833,2633.95,5.837647731998004,-93.6236,0.0342387,-1.23004,2.89967,-2105.99,3.52806,-0.0035439,737,0.595925,14.4634,-8.49606,0.195249,397.291,2956000,1104.28378625,44.23561096191406,0.03464,508.411,4.068213699007174,153.78171742400446,0.005146,2106.75
1.51964,-2.91676,116.99,0.0832816,4.1065521240234375,453.6,1740.2,0.00146535,2956000,-3.32731,0.0926595,-232.62,1152.61226057,0.692612,18695,143.16628494100587,2629.59,115543.16848460711,0.344363,439.782,0.0014779,2619.25,5.884596945019439,-214.382,0.0919661,-1.12596,3.19757,-1746.83,3.58837,-0.00319924,738,0.636166,21.322,-8.57216,0.265517,433.465,2960000,369.082599229,41.065521240234375,-0.0202889,617.658,4.0749514600029215,153.12583334602823,0.00612467,1750.7
2.16133,-3.29298,112.501,0.0449198,4.928937911987305,391.262,2098.13,0.00160149,2960000,-3.07308,0.620841,-172.034,1076.76406373,0.697191,18720,143.0147802230058,2647.39,115696.29107099611,0.359935,440.119,0.00156891,2632.9,5.996943208010634,-192.095,0.0312514,-1.23396,3.75585,-2105.88,3.72577,-0.00450426,739,0.594705,31.4941,-9.02112,0.134277,431.782,2964000,1105.6900479,49.28937911987305,0.059445,570.144,4.0676282330096,153.07935166402603,0.0053748,2109.51
1.13218,-3.21805,1465.73,0.0656458,2.4526262283325195,31.0788,1348.33,0.00157528,2964000,-3.06029,0.711267,43.2927,1100.25117288,0.580257,18744,142.69553749999614,2109.94,115848.97182953813,0.294031,296.203,0.00119973,2098.85,5.9440806040220195,37.4768,0.0479444,-1.1874,3.00093,-1357.26,2.90713,-0.0021387,740,0.134353,22.3146,-7.3533,-0.127939,290.327,2968000,1126.39692934,24.526262283325195,0.0682034,4957.94,4.115902217003168,152.75552032102132,0.00492552,1358.37
2.04252,-2.93334,151.403,0.042392,4.68218469619751,339.819,2124.08,0.0018479,2968000,-3.02862,0.623919,-153.792,1155.98029644,0.689411,18768,143.7196241759957,2649.92,116002.76841024915,0.361179,415.562,0.00144236,2637.24,5.885542388015892,-186.386,0.0466931,-1.21134,3.18719,-2131.9,3.65781,-0.00278813,741,0.595667,19.1108,-7.78093,-0.0988823,403.934,2972000,1085.54345012,46.82184600830078,0.0429319,1952.61,4.046344180998858,153.65151074501046,0.00542415,2124.49
1.13286,-3.68685,554.279,0.061415,2.9122912883758545,343.41,1680.05,0.000455377,2972000,-3.65092,0.609692,-217.758,1111.08738213,0.620166,18792,142.66623108000204,2684.29,116155.67788117816,0.332254,510.324,0.00172879,2682.65,5.966551517994958,-230.332,0.256474,-1.16239,3.15394,-1685.68,3.31322,-0.00490911,742,0.467488,22.9477,-9.96627,0.715333,506.758,2976000,1137.55414378,29.122913360595703,-0.0109384,1282.57,4.19710405600199,152.82988665399898,0.00514003,1685.45
2.42447,-3.20423,99.5203,0.0522344,4.48179292678833,386.861,2123.79,0.00165483,2976000,-3.71529,0.522695,-160.586,1088.70417563,0.689524,18818,142.66096485900925,2654.46,116308.20046259213,0.36217,435.368,0.00163096,2645.71,5.8128463750035735,-181.442,0.0279159,-1.26554,3.38419,-2132.28,3.79218,-0.0044062,743,0.58051,17.0687,-8.75759,0.0491632,425.307,2980000,1125.22249665,44.817928314208984,0.0391977,605.462,4.281835831003264,152.7556470650161,0.00705241,2130.76
