KLInner,LossBefore,Step_1-StdReturn,Time-SampleProc,Step_1-AveragePolicyStd,Time-Sampling,n_timesteps,Step_0-AveragePolicyStd,Step_0-NumTrajs,Step_1-MinReturn,Time-TotalInner,Step_1-AverageDiscountedReturn,Step_0-EnvExecTime,Step_0-PolicyExecTime,Step_0-AverageDiscountedReturn,ItrTime,Step_1-AverageReturn,Step_0-MaxReturn,Step_1-PolicyExecTime,Itr,KLCoeffInner,LossAfter,Time-OuterStep,Time,Step_1-NumTrajs,Step_0-AverageReturn,Step_1-MaxReturn,Time-InnerStep,Step_0-StdReturn,Step_1-EnvExecTime,Step_0-MinReturn,Time-MAMLSteps
0.012976567,3.6200962e-10,38.46396266797467,1.5801215171813965,0.957903,42.74963617324829,3520000,0.958946,3107,-38.178218762328925,44.54252481460571,40.535224680797555,17.70023798942566,1.065521001815796,38.255760228267995,47.80060291290283,55.32109980591769,226.11907209280267,3.3164889812469482,10,0.0005,-0.0034319882,3.191049337387085,558.9758236408234,3043,51.750901904113356,201.97730528312687,0.1584939956665039,37.99889920229978,17.633667469024658,-39.723197668203554,3.1911933422088623
0.013695205,-4.072682e-09,43.56136346381646,1.4490180015563965,0.95510185,43.58940362930298,3840000,0.95583326,2801,-46.83911991654193,45.24923849105835,44.238484535647196,18.03981590270996,1.077242136001587,44.21238383865017,48.51376008987427,62.26704675899581,202.5877351096928,3.3788630962371826,11,0.0005,-0.0031944225,3.198026418685913,607.4900457859039,2759,62.092714463466365,231.7370698371903,0.1586759090423584,43.25251636817818,18.026532888412476,-45.40923016871855,3.198160171508789
0.012002004,2.3694424e-10,44.53739171688814,1.400683879852295,0.95191973,43.78335952758789,4160000,0.95276326,2635,-31.545160123404784,45.39444947242737,50.95119463418423,18.05939817428589,1.095824956893921,49.53388366814001,48.63911962509155,72.5810741949352,221.99804845405893,3.3784396648406982,12,0.0005,-0.0030250074,3.1893250942230225,656.1296346187592,2629,70.34431643512974,221.64319152192354,0.15912652015686035,44.926993316706046,18.183515548706055,-51.023982086536385,3.1894779205322266
0.014000421,-1.2725746e-09,46.18961366648404,1.3432483673095703,0.9491157,44.893306732177734,4480000,0.9495286,2458,-39.06086957014602,46.44585418701172,53.946861872278255,18.576563596725464,1.1102590560913086,54.431054420907735,49.684394121170044,78.35644082497416,274.4766505339324,3.4153473377227783,13,0.0005,-0.0024313682,3.1813714504241943,705.8145558834076,2459,79.10487430821077,238.3294932859623,0.1592869758605957,45.656461745144824,18.70127248764038,-81.15850434334753,3.1815061569213867
0.012734157,-6.612851e-10,47.080687849502546,1.2936062812805176,0.945935,44.94079947471619,4800000,0.9464524,2323,-40.21988092136304,46.445969104766846,57.94045858321728,18.541856288909912,1.1098811626434326,56.844901724457905,49.71135497093201,85.51325205790974,258.60144719437636,3.458130121231079,14,0.0005,-0.0029115896,3.211284637451172,755.5263795852661,2294,83.55335922773295,222.11462027549962,0.16211247444152832,47.44839928187912,18.708943843841553,-54.078476387280844,3.211423397064209
0.013542238,-8.9788726e-10,47.40771204563988,1.2472360134124756,0.9434621,45.82097816467285,5120000,0.9437561,2218,-26.859594392611186,47.27748465538025,63.26498685779423,18.90834951400757,1.1327135562896729,63.1476016770818,50.507357120513916,95.18969735372558,240.3782442184423,3.5473315715789795,15,0.0005,-0.0021600921,3.1741716861724854,806.0341958999634,2182,94.13795578028784,246.29556277826802,0.16077089309692383,45.869982565507065,19.07632064819336,-38.36235424794262,3.174309253692627
0.012048142,-1.5926075e-09,45.14233351846496,1.2541382312774658,0.9408176,47.65490365028381,5440000,0.9412199,2176,-20.347402381417393,49.1205997467041,69.61190653851286,19.96830153465271,1.144684076309204,69.0903317490439,52.412766218185425,104.93767419758824,227.34775542966656,3.538520574569702,16,0.0005,-0.0024967294,3.2336297035217285,858.4474370479584,2159,103.90124297397985,267.02939081438325,0.16310715675354004,44.918029342333774,19.833595991134644,-34.97145882642265,3.2337610721588135
0.011237629,-1.383531e-09,46.278644089388365,1.2252781391143799,0.93847805,47.186737298965454,5760000,0.9389676,2106,-47.96106123662615,48.622477293014526,71.57195564993357,19.57317590713501,1.1306424140930176,71.62128793780289,51.89458441734314,109.41228623067987,258.42122410467,3.5221896171569824,17,0.0005,-0.0022508192,3.203835964202881,910.3425078392029,2096,108.9047985668929,274.32048476737253,0.1626112461090088,44.675658719822614,19.81493854522705,-25.19304809845319,3.2039759159088135
0.010400313,1.506614e-10,47.580503637782755,1.1739342212677002,0.93621194,47.844722032547,6080000,0.93666977,2019,-13.796773872952793,49.229015588760376,71.99561732431586,19.902573585510254,1.1395323276519775,70.73931423802973,52.501367807388306,111.72692352406438,256.4906853182087,3.552304983139038,18,0.0005,-0.002212138,3.2155799865722656,962.8443403244019,2003,108.74343114182885,309.15466081147133,0.1633143424987793,46.90534475111383,20.11143970489502,-9.66433787472684,3.2157156467437744
0.00979461,-3.862134e-09,42.4450110904616,1.1530296802520752,0.9341881,49.34583353996277,6400000,0.9344206,1993,-8.617248023540327,50.734803438186646,77.38438301518569,20.51455569267273,1.5136477947235107,76.82974427447336,53.96845722198486,120.69645588444847,269.7750471747203,3.5853271484375,19,0.0005,-0.001285958,3.179334878921509,1016.8132548332214,1974,119.72172170001006,269.2541592203432,0.18906044960021973,42.81075797820483,20.639455795288086,-11.654823449658947,3.179471731185913
0.0077198707,3.1822474e-09,42.83383138365078,1.1919450759887695,0.93224806,49.1851019859314,6720000,0.93238103,2023,-13.922344995576037,50.58756065368652,78.27201316050856,20.829159021377563,1.146738052368164,79.04423122155727,53.87966442108154,122.13657916180824,278.09886128953417,3.545544147491455,20,0.0005,-0.0018000545,3.233191967010498,1070.69344496727,2009,123.46513674336684,281.8480089697323,0.1630873680114746,41.66885603730812,20.630237579345703,-17.783614799929914,3.233328342437744
0.011914792,2.4160758e-09,43.54037464369793,1.1470451354980469,0.93015754,50.34345722198486,7040000,0.9306102,1947,-8.961597139332223,51.69863247871399,78.3479961746971,21.260812997817993,1.1439671516418457,77.65697317657977,54.93985056877136,123.1657219934729,269.08330304325233,3.5455188751220703,21,0.0005,-0.0013487344,3.1809399127960205,1125.633791923523,1934,121.48244923319268,252.51192363133194,0.1613616943359375,44.00531237686354,21.36378812789917,-7.261102658541454,3.181074619293213
0.009402428,-2.3763473e-09,41.976726646768896,1.1282315254211426,0.9287977,51.44302320480347,7360000,0.929223,1866,-2.6761983706512593,52.780598402023315,80.90626312058514,21.81065058708191,1.1591737270355225,79.67793695829694,56.036484241485596,129.7816033078048,271.98853645445945,3.5782437324523926,22,0.0005,-0.0011123057,3.1995744705200195,1181.6707966327667,1850,127.32103372007488,264.40390524100087,0.1630382537841797,43.46823141860271,21.851800441741943,-16.04312171055881,3.1997127532958984
0.008602371,-1.9765558e-09,47.58521668823567,1.133439540863037,0.92793626,52.41161799430847,7680000,0.927991,1881,-3.171900550926103,53.751869916915894,76.54237272493205,22.25664734840393,1.149845838546753,78.11259507597075,56.98621153831482,120.85305400330581,276.27089894160827,3.5713393688201904,23,0.0005,-0.0011696044,3.179462194442749,1238.6574807167053,1901,124.04729429691194,282.14485019394004,0.160506010055542,45.574200729010784,22.388757705688477,-11.958219189041072,3.179597854614258
0.009663787,4.311964e-09,43.183650471533724,1.1720895767211914,0.92643964,51.0421085357666,8000000,0.9268754,1955,-7.061739437463923,52.42459440231323,79.25437773030161,21.654905080795288,1.1432502269744873,78.53996523820452,55.67842411994934,124.58985205001814,283.60730611304325,3.6187949180603027,24,0.0005,-0.0014985483,3.193331003189087,1294.3363888263702,1971,123.4934811517783,315.8092751310659,0.1631183624267578,44.96185932742762,21.582804679870605,-8.266987157111153,3.193471670150757
0.009126125,4.6805015e-10,37.83969195680416,1.1349544525146484,0.9255627,51.459046363830566,8320000,0.9258771,1907,-1.849436631923029,52.8027765750885,82.98889445410306,21.75396180152893,1.1388273239135742,82.44970691808707,56.06711959838867,132.01901003174015,290.4397988032271,3.512559175491333,25,0.0005,-0.0014743486,3.205158233642578,1350.4039859771729,1914,131.50709041234094,254.77391687316245,0.16217041015625,39.65122617820392,22.057687997817993,-1.5450368939095875,3.2052907943725586
0.009288954,-2.5948104e-09,45.0577639031522,1.1057546138763428,0.92443764,52.36852955818176,8640000,0.9247139,1804,-1.5281601167180572,53.68556308746338,81.02122750907886,22.17831015586853,1.1487383842468262,81.40022869722249,56.93320178985596,130.92150105672633,280.7043504141624,3.577085256576538,26,0.0005,-0.0011544896,3.187743663787842,1407.3376438617706,1809,131.78139365073903,286.7960375021396,0.1652069091796875,44.137071847459204,22.4256489276886,-3.816635973485707,3.1878950595855713
0.009045319,1.2396129e-10,39.99072747332439,1.1707134246826172,0.92345595,51.61384153366089,8960000,0.9233813,1976,-12.57072041508804,52.99455261230469,82.11717340483948,22.20016837120056,1.1561877727508545,81.68557839095104,56.24523377418518,129.25170592075244,273.53764798904456,3.46806001663208,27,0.0005,-0.0012943159,3.2025437355041504,1463.5833463668823,1953,128.36227811961172,265.95135739269733,0.16318202018737793,40.79438865297407,21.77615761756897,-2.3061600743565642,3.202679395675659
0.008380847,-2.24939e-09,43.23934686704509,1.1456928253173828,0.9223488,51.6382315158844,9280000,0.9224134,1926,-10.24763888659947,52.99026608467102,81.54688310423292,22.055150985717773,1.1557457447052002,81.71407354457003,56.233357667922974,129.04326143607418,284.5777040536658,3.538947105407715,28,0.0005,-0.0010929762,3.1865572929382324,1519.817165851593,1946,129.4527312325809,287.07029842478204,0.15964555740356445,42.519800435249394,21.858309984207153,0.24681505547053662,3.186690092086792
0.010158707,3.2409901e-09,47.40526338760954,1.13934326171875,0.92130923,52.03452110290527,9600000,0.9216005,1939,-3.1664753107442407,53.38317632675171,78.83831340746302,21.7714581489563,1.1448466777801514,79.2068368643767,56.6469624042511,123.9029293011427,266.5229400522661,3.5585315227508545,29,0.0005,-0.0015425549,3.205360174179077,1576.4645998477936,1923,124.16523347569827,264.9676498955736,0.16280555725097656,46.59627629072185,22.51505756378174,-1.3233408610814668,3.2054953575134277
0.00926078,8.898439e-10,43.274522810800306,1.1621754169464111,0.9205425,51.24088191986084,9920000,0.9206339,1943,-4.95527037048201,52.61030602455139,80.79668976402208,21.950042963027954,1.1322767734527588,81.65454771699393,55.91808271408081,127.42395849707134,275.8654508793097,3.4613451957702637,30,0.0005,-0.0010251221,3.2542386054992676,1632.3831617832184,1926,129.09209709258425,291.5600990846591,0.16043782234191895,42.165722974424156,21.69879460334778,-1.6998055745274785,3.254373788833618
0.00872442,5.6581793e-09,40.57655737730134,1.1296939849853516,0.91970634,52.954522132873535,10240000,0.9199703,1837,-9.022822618779582,54.29324197769165,83.6730335137056,22.466493129730225,1.145930290222168,83.22408603227376,57.56595277786255,134.8644658548283,275.4069043796769,3.555455446243286,31,0.0005,-0.0016252076,3.2175493240356445,1689.949597120285,1860,134.52506864662618,292.0766217066083,0.1624743938446045,41.827846625770476,22.766427278518677,-3.972410072051106,3.21768856048584
0.009864152,8.977473e-09,39.64418185099978,1.140155553817749,0.9190321,52.5489068031311,10560000,0.91924566,1938,-5.701261796494684,53.899606227874756,83.66013951160903,22.404601097106934,1.1412112712860107,83.93097326779787,57.17556071281433,132.92809181054275,266.5992252651638,3.5259881019592285,32,0.0005,-0.0012312031,3.221071481704712,1747.1256515979767,1917,132.65427810475532,272.63647900909933,0.16394758224487305,37.830591839138265,22.464935302734375,0.6234320947518113,3.221226930618286
0.010378673,4.729718e-09,42.031662045087685,1.1524033546447754,0.9186201,52.84453010559082,10880000,0.9184413,1914,-1.7837814645873367,54.20601487159729,83.0493584107904,22.635021448135376,1.164987564086914,82.53398950115066,57.453777551651,132.63932034688642,295.9253259075792,3.557485818862915,33,0.0005,-0.0015398635,3.1912243366241455,1804.5798919200897,1909,131.07235773045784,274.7897329879163,0.16241741180419922,42.827850224204475,22.432512760162354,-0.9473125570871543,3.191359043121338
0.005190741,7.2294637e-10,47.511329794179844,1.0683374404907227,0.9174365,53.76765513420105,11200000,0.91774046,1805,4.592228356295622,55.0452094078064,80.89190728340388,23.226300716400146,1.1697289943695068,80.92437480426698,58.34305453300476,130.43286960073314,296.9211926803467,3.5398833751678467,34,0.0005,-0.0010049928,3.241858720779419,1862.923424243927,1801,130.76437741820766,275.3665706314841,0.16342592239379883,47.81154540887311,22.794467210769653,-5.62808552374046,3.2419893741607666
0.00955186,4.069631e-09,42.03113464352182,1.0992190837860107,0.91688997,54.002702474594116,11520000,0.9170102,1773,4.0695524732369535,55.31194448471069,84.39799711032748,23.000139713287354,1.1609723567962646,84.11724067216055,58.55174398422241,137.34271414354893,285.0084682919844,3.601162910461426,35,0.0005,-0.0013458768,3.186988592147827,1921.4756262302399,1799,137.85291351215784,265.9002004532972,0.16411113739013672,43.96322037053206,23.163795471191406,1.0545262858620756,3.187120199203491
0.010668074,-4.14382e-09,48.71459520487208,1.0726056098937988,0.91643125,52.867023229599,11840000,0.9165164,1711,-4.809730468951469,54.14761805534363,82.42788819684525,22.528695344924927,1.182633399963379,82.93023781875104,57.44567251205444,137.55826484243542,280.66272826706785,3.6362812519073486,36,0.0005,-0.0010633644,3.2442474365234375,1978.9218323230743,1687,138.34239193647693,274.33274967948654,0.16272592544555664,48.498658281974826,22.41950488090515,-3.8124069804836314,3.2443814277648926
0.008837105,3.8692423e-09,42.75608337609125,1.1193830966949463,0.9160504,52.98948073387146,12160000,0.9162529,1840,4.611022518858935,54.32073259353638,83.55296021887582,22.626209497451782,1.1650080680847168,82.41084926675735,57.55296206474304,134.51843852024555,274.9077607163507,3.613417625427246,37,0.0005,-0.0014701373,3.176530361175537,2036.4752576351166,1851,132.59381503544708,274.47808647220097,0.16530084609985352,44.458456957738164,22.51296591758728,-10.19459976975258,3.1766631603240967
0.009287478,7.245987e-09,45.85003141125625,1.0702869892120361,0.9155585,52.48939752578735,12480000,0.9157047,1738,-2.8276186641716228,53.77021813392639,83.8274016297921,22.079118490219116,1.1557948589324951,83.58590967917772,57.051621437072754,138.7671445076382,267.449659399827,3.6415464878082275,38,0.0005,-0.0014521339,3.2266411781311035,2093.5273339748383,1732,137.4764645664498,283.8550501471571,0.16512155532836914,44.84529089762808,22.53575110435486,0.3164287791751156,3.226773977279663
0.008205956,3.3870216e-09,50.200645497424915,1.0545785427093506,0.91464216,54.10584592819214,12800000,0.9148948,1659,-4.12286086359594,55.370025873184204,82.59754924905411,22.889849424362183,1.1772129535675049,81.51993244421351,58.61199760437012,138.71177293998173,296.7382550907542,3.684398651123047,39,0.0005,-0.0013417586,3.185974597930908,2152.1398091316223,1665,136.60632708805173,288.3117522707861,0.16446185111999512,51.6051233030806,23.243128776550293,1.8921821267233154,3.1861090660095215
0.011695465,1.0483285e-09,46.032589143608924,1.0752110481262207,0.9136096,54.2045795917511,13120000,0.9138333,1651,-2.019144726370743,55.488582372665405,85.16399871710944,23.005024909973145,1.2141048908233643,85.12644238334018,58.75505566596985,144.222532882746,289.268889171862,3.7601470947265625,40,0.0005,-0.0012610604,3.2108755111694336,2210.895343542099,1656,144.66994741660946,283.99300794700645,0.1638197898864746,46.50180493439543,23.061662912368774,5.783594609767928,3.211007595062256
0.009092159,-4.6344497e-09,48.95760358142623,1.0710923671722412,0.91249716,54.380565881729126,13440000,0.91263914,1674,0.30904662903882346,55.6598002910614,83.40736098516246,23.26471519470215,1.180842399597168,82.81672383599441,58.89446806907654,138.3880661433778,278.38906256251175,3.697286367416382,41,0.0005,-0.0012812738,3.1814470291137695,2269.790330171585,1679,137.09369726359705,287.57930673747074,0.16292142868041992,49.71106423487686,23.12268352508545,-8.52714403623181,3.1815812587738037
0.009257198,-3.946762e-09,45.58903963643278,1.0862841606140137,0.9114411,53.841458559036255,13760000,0.91138667,1756,-1.9875735501526381,55.13348579406738,84.18028204144998,22.84050178527832,1.1611473560333252,84.96098643272207,58.37567496299744,137.20645729168228,280.0309646042412,3.6419148445129395,42,0.0005,-0.0014663694,3.194096088409424,2328.166471004486,1787,139.49258626785627,291.9640684671879,0.1601400375366211,44.431604186972585,23.115736484527588,-0.6609968045097376,3.194230794906616
0.011724336,-1.409519e-09,49.1354979915775,1.0832798480987549,0.90985775,54.41916227340698,14080000,0.90998316,1745,1.0416830751354054,55.71050524711609,83.62896047599645,23.127434730529785,1.1823105812072754,82.92879872753463,58.96195960044861,136.5233342726283,282.1226457231921,3.66231632232666,43,0.0005,-0.0020880892,3.19408917427063,2387.128924846649,1748,135.27113779167152,293.6693096580737,0.16259050369262695,49.546396233756894,23.322903871536255,-5.913582406139417,3.194225311279297
0.0063326373,2.18756e-09,44.699683767095564,1.054274559020996,0.90840137,54.61955952644348,14400000,0.9086381,1677,8.136364674634894,55.881357192993164,87.06878189220876,23.547431230545044,1.206019401550293,86.75839784854892,59.11425256729126,146.24340609202372,273.24447300209005,3.6622419357299805,44,0.0005,-0.0020094193,3.1772661209106445,2446.2436380386353,1678,145.77400374520278,297.21351987752274,0.162214994430542,45.24870366200721,23.09472417831421,-3.0191493871609003,3.177398681640625
0.00947466,-5.2332076e-09,47.063068405294146,1.0237514972686768,0.90709424,55.04065275192261,14720000,0.9073919,1595,-4.8613322998625925,56.272197246551514,87.55522163782202,23.682673931121826,1.2165982723236084,88.06534146975739,59.57262420654297,150.17319473759596,282.080361290573,3.716672658920288,45,0.0005,-0.001623274,3.240661859512329,2505.816775560379,1607,151.69455748670438,288.4153901557482,0.16299986839294434,46.17040435907814,23.288126230239868,-4.891647139969077,3.240795612335205
0.011905711,-4.713213e-10,47.36795408714817,1.0239596366882324,0.9060106,55.03538489341736,15040000,0.9063466,1553,-14.969071994759107,56.26724600791931,87.53173403477929,23.263004302978516,1.1997337341308594,87.7510810073468,59.49021005630493,150.79602339598162,306.72426037220106,3.755164384841919,46,0.0005,-0.0019538535,3.175694227218628,2565.307450056076,1558,151.57934368223835,301.2572890822376,0.16335511207580566,45.936422650350416,23.6977322101593,-1.167632620228147,3.175827980041504
0.010450591,-3.7663933e-10,40.33086977897335,1.058084487915039,0.9052548,56.217118978500366,15360000,0.9053676,1651,4.862519038446244,57.48541021347046,90.80358325518631,23.989034175872803,1.2060456275939941,89.42386197343815,60.73743724822998,153.31714122564765,300.8626483955722,3.7812016010284424,47,0.0005,-0.0019884605,3.194437026977539,2626.045348405838,1628,149.92522267239946,298.8567572670224,0.16527771949768066,42.99931565097873,24.07314920425415,-8.052413408273,3.1945724487304688
0.0067407736,-4.438648e-09,57.56403397351336,1.0565204620361328,0.9043231,56.69566631317139,15680000,0.9044534,1481,-4.959657621170848,57.960227489471436,85.78288300105069,24.50371241569519,1.2315223217010498,86.35023224705486,61.24025511741638,152.25617217561043,303.618673943604,3.80033016204834,48,0.0005,-0.0020685834,3.2202816009521484,2687.2860867977142,1478,152.8063430292272,288.52241112713193,0.16422295570373535,55.673811416112,23.991416454315186,-3.5903939701213234,3.2205259799957275
0.010642508,-5.36477e-09,45.00566413881483,1.01790189743042,0.90351325,56.270363569259644,16000000,0.90354663,1542,-2.567607509446238,57.49755668640137,92.45429568316952,24.018158197402954,1.2179336547851562,91.71738494864752,60.73416090011597,159.66783869743153,284.0825908518898,3.780001401901245,49,0.0005,-0.0021691124,3.1844968795776367,2748.020768880844,1570,158.90273551063666,297.7285441265216,0.16493916511535645,44.961852153060846,24.091540098190308,-2.1941678696863933,3.1846261024475098
0.01088782,-7.015867e-10,45.97545072550284,0.9667136669158936,0.9017862,57.56266236305237,16320000,0.90215605,1446,17.325932586068006,58.736530780792236,92.57423149571973,24.694045543670654,1.2345917224884033,92.12633858455176,61.98558282852173,166.5881064612915,300.20157406170995,3.8124730587005615,50,0.0005,-0.0024036858,3.2005865573883057,2810.0068776607513,1430,165.0554777374496,287.0732132168047,0.1633157730102539,46.44271063489578,24.616510152816772,0.9019538914891794,3.200723886489868
0.009118657,4.2386574e-09,45.149483132478956,0.9713037014007568,0.8995569,57.25234270095825,16640000,0.90000457,1433,-5.288323172749118,58.43008875846863,93.45228415772236,24.501564741134644,1.2402184009552002,93.22401265647274,61.66857600212097,166.4930530288356,289.21032072733107,3.847960948944092,51,0.0005,-0.002159571,3.182809829711914,2871.679074048996,1460,166.80895801100056,294.57799555201353,0.1627037525177002,44.532250554514945,24.472114324569702,0.2976395621753789,3.182945728302002
0.008831076,-2.9483231e-09,56.34952664512494,0.9864966869354248,0.8974712,57.258265018463135,16960000,0.89768,1411,-5.599013451412432,58.45349717140198,92.29017725527699,24.113238096237183,1.239363431930542,91.72786946841596,61.76224970817566,165.33183919844276,316.6636697361549,3.868410587310791,52,0.0005,-0.0016615695,3.2617197036743164,2933.4418058395386,1418,164.7848681022807,308.58380779057114,0.165266752243042,55.29327698337848,24.826003789901733,-1.1627594257899638,3.2619595527648926
0.010735532,-3.3244059e-09,42.06362961182322,0.9610610008239746,0.8956351,57.01641869544983,17280000,0.8958106,1420,-7.855822928334723,58.18484687805176,97.64693869428056,24.32002282142639,1.2422268390655518,98.01009367308735,61.429924726486206,174.9238223361396,322.3443737636604,3.8492517471313477,53,0.0005,-0.0018960546,3.1943178176879883,2994.87219953537,1431,176.8733578397093,304.7847221019086,0.16393709182739258,40.95434545528758,24.415136098861694,0.32457116767142136,3.1944515705108643
0.009780591,-1.3027744e-09,59.40622243655889,0.9502511024475098,0.89375836,57.090113401412964,17600000,0.89394635,1365,6.565563567033234,58.24837946891785,93.9231220672137,24.204358339309692,1.2317066192626953,92.41435329932096,61.512048959732056,171.39466437969227,317.66392851138784,3.869004726409912,54,0.0005,-0.0017353672,3.206571578979492,3056.384729862213,1392,169.03319008006176,326.5387821338668,0.1646871566772461,60.855487962151585,24.582211017608643,4.252631347933824,3.2067039012908936
0.009786397,-2.162297e-09,52.47416203652807,0.9559364318847656,0.891566,57.35407614707947,17920000,0.89186597,1379,-18.946312578130303,58.51913547515869,95.92362684955943,24.739800214767456,1.279480218887329,93.49860734355754,61.78930974006653,176.72609444902108,317.06752807067863,3.8880014419555664,55,0.0005,-0.0018187854,3.216815233230591,3118.1744973659515,1381,172.2206453987556,345.6702877793281,0.1658337116241455,57.231960715020165,24.196691274642944,-19.974159872401966,3.2169651985168457
