Step_0-MaxForwardReturn,Step_1-AverageReturn,Time-InnerStep,Step_1-MinForwardReturn,Step_0-MinForwardReturn,Step_0-StdReturn,Step_1-NumTrajs,Step_1-AverageForwardReturn,Step_1-MaxReturn,Step_0-PolicyExecTime,Step_1-AverageDiscountedReturn,Step_1-MinReturn,dLoss,Step_0-MinReturn,Step_0-AveragePolicyStd,MeanKLBefore,MeanKL,Step_0-EnvExecTime,Step_1-PolicyExecTime,Time-TotalInner,Time-Sampling,Step_0-AverageForwardReturn,LossBefore,Step_1-StdForwardReturn,Step_0-MaxReturn,LossAfter,Step_1-EnvExecTime,Itr,ItrTime,Time-MAMLSteps,Time,Step_1-MaxForwardReturn,Time-OuterStep,Step_1-AverageCtrlCost,Time-SampleProc,Step_0-AverageCtrlCost,Step_1-AveragePolicyStd,Step_0-AverageReturn,Step_0-StdForwardReturn,Step_0-NumTrajs,n_timesteps,Step_1-StdReturn,Step_0-AverageDiscountedReturn
1.7631231631774749,-60.46229111558438,1.3499197959899902,-1.883266985827614,-1.6623553468527397,56.78616777927316,3770,0.0016937198998233564,8.990009522145412,1.893911361694336,-44.43291060290591,-414.20484519405716,0.010221352,-346.4631368203765,1.0,0.0,0.008140484,30.055692195892334,4.39136528968811,75.99402570724487,70.63695478439331,-0.003119807142227079,1.7606059e-09,0.4559458782887362,8.850075503425398,-0.01022135,30.26588797569275,0,104.11686110496521,27.56700563430786,104.11686825752258,1.8013119296167635,27.56683373451233,2.4198085640039,3.8234610557556152,2.42185589109461,0.99984044,-61.82676424059886,0.44830291945074124,3682,320000,56.56472769117035,-45.146354599997146
1.6789610620630897,-60.24256223051546,0.2078392505645752,-1.6080030394842424,-1.7276358513931844,56.72354284452907,3712,0.016007981141386435,10.02712145910843,1.2751471996307373,-44.007141801372285,-363.95573776052447,0.010579456,-397.02015463580426,0.9938753,0.0,0.008588374,30.062825918197632,3.7296109199523926,73.10267329216003,69.0585298538208,-0.008849605492489346,-8.436116e-09,0.4535598287509116,11.724466690042995,-0.010579464,29.896511793136597,1,90.86998772621155,17.722156524658203,194.99234676361084,1.7615723790290372,17.72200036048889,2.412519327529651,3.6472525596618652,2.4094213858612727,0.9935814,-60.946583717564536,0.4506670414856892,3754,640000,56.05992961610772,-44.67579336777798
1.6790567714181337,-56.42105239387572,0.21024847030639648,-1.8132378673963805,-1.6059514289551946,52.15930481117537,4020,-0.008002830873360655,15.61180958441465,1.2539341449737549,-42.46811993207196,-352.31259493841026,0.010377321,-373.26232784422683,0.9862123,0.0,0.007446612,29.69472360610962,3.696810483932495,72.86523628234863,68.69137239456177,-0.009117810109466494,9.23321e-09,0.4597487781076068,7.534044937995921,-0.010377312,30.00080895423889,2,90.49827790260315,17.582319736480713,285.4912624359131,1.6828827374240964,17.58216381072998,2.4030394138081803,3.767672061920166,2.4029947168323886,0.9857424,-56.78991374699009,0.4684949213843319,3976,960000,50.53463404386081,-42.635509243436125
2.1937613173251274,-56.93019457709498,0.20759844779968262,-1.9557752813207678,-1.835318023632777,54.767889703915586,3928,0.0033854985654443795,17.774417756614678,1.246889591217041,-42.34921127963913,-375.7568169939962,0.009838472,-374.5277735925587,0.9787952,0.0,0.00673365,30.177033185958862,3.653041124343872,72.73952889442444,68.59570550918579,-0.0007877496478462647,-3.736255e-09,0.46930456727832487,26.042689449984582,-0.009838476,29.592454195022583,3,90.37679243087769,17.589258670806885,375.86870765686035,1.8263022958393829,17.589102506637573,2.3981267519523595,3.7413225173950195,2.395478058999253,0.9785329,-57.889288137280694,0.4591120439995086,3861,1280000,53.01493006811647,-42.67607359677479
2.176356304577342,-54.97711192450048,0.20670509338378906,-2.130940526875066,-2.032364510920613,52.032436023760454,4070,-0.0073592622982334,37.372653176690726,1.218757152557373,-41.18232022035454,-386.8061732929725,0.010396904,-359.6583529039296,0.9776549,0.0,0.008687814,29.668277263641357,3.623626232147217,72.12401676177979,67.90063261985779,-0.017748318154808013,-1.05520535e-08,0.4629361070898968,28.024239997445246,-0.010396915,29.547189235687256,4,89.75202703475952,17.582614421844482,465.62133026123047,1.811694862876828,17.582457304000854,2.394035744483471,3.819416046142578,2.39154698646991,0.9775084,-56.85105407769086,0.46847374514929585,3971,1600000,51.55897780608803,-42.539305826716365
1.8754508128552843,-51.55233260978229,0.2080545425415039,-1.9680777509837835,-1.98024710782097,49.69663755602854,4272,0.0065326274655621306,13.367794712941238,1.2150449752807617,-39.363792166927304,-366.5920081460284,0.010626172,-381.93440635258696,0.9633738,0.0,0.0067574037,29.698701858520508,3.6151673793792725,72.02757859230042,67.75746583938599,0.004001149824890804,-7.4567055e-09,0.479555104274553,19.84702901095732,-0.010626179,29.385531425476074,5,89.64518690109253,17.57137680053711,555.2672173976898,1.8170690967208174,17.571213006973267,2.3816347328000673,3.8594319820404053,2.380927077553318,0.96301186,-53.26571391204765,0.4712063653716909,4149,1920000,47.96139052955561,-40.19677055238517
1.9587448425982814,-51.70831200101756,0.20905542373657227,-2.1797795163011884,-2.046325867630451,48.70555313582179,4312,-0.012210024970534665,10.816684493223661,1.209108591079712,-39.5918439468075,-347.7327849864873,0.010344842,-385.7528352990812,0.9609998,0.0,0.008064421,29.447460651397705,3.574650287628174,71.28377199172974,67.03537940979004,-0.0013624988486097963,-8.957031e-09,0.4827739918122343,27.920088710692458,-0.010344852,28.97927165031433,6,88.93013787269592,17.599294424057007,644.1979277133942,1.7234384195644579,17.59911298751831,2.3808262223971686,3.8342299461364746,2.375437149596447,0.96089333,-51.9259212694011,0.4744854329578061,4264,2240000,47.173884888263224,-39.51951067348958
2.0317722997226517,-50.129395599454135,0.20775389671325684,-2.246763470400236,-1.8605002831706452,49.556441923534074,4404,-0.010900989820652907,23.224872589720242,1.1963715553283691,-38.579315563201725,-365.870840350877,0.010143843,-363.73369835207393,0.95638424,0.0,0.006501077,29.12930202484131,3.5786497592926025,71.25167036056519,66.91161322593689,-0.028436060696660624,-9.2768787e-10,0.4761556929359437,11.568113369156457,-0.0101438435,29.210191011428833,7,88.82244181632996,17.51605534553528,733.0210130214691,2.035206959183408,17.51589608192444,2.3726531501418693,3.923966407775879,2.3714433731499787,0.9560043,-52.01283840913587,0.47461262643253116,4305,2560000,46.43509120438569,-39.53144925064181
2.4844114939446174,-47.543895695554866,0.20509982109069824,-2.0315270246164654,-2.3140866798231263,44.9052567216658,4619,0.0028612349509890057,13.314917554277143,1.177093267440796,-37.167534866865886,-395.26264793950895,0.010168907,-354.4328437102479,0.9565186,0.0,0.0075636655,28.986167430877686,3.5682265758514404,70.88134241104126,66.55711126327515,0.02361409202768534,-2.1152515e-09,0.4868208291898165,31.221203717243995,-0.010168909,29.035906076431274,8,88.5197868347168,17.591383934020996,821.5414748191833,1.9069289122648423,17.591227054595947,2.372472776078495,3.9083125591278076,2.3732665625272458,0.95616364,-48.327366525700114,0.4861971774928257,4468,2880000,42.878892721198156,-37.36304961744734
2.199854075167466,-46.55362961695072,0.20941925048828125,-2.249107274775472,-2.0712140280351554,45.203257768495696,4716,0.00022141962836751057,51.25172695745114,1.18923020362854,-36.388551785022074,-351.21850538929215,0.010375387,-355.6141465446081,0.95173657,0.0,0.009145844,29.262686729431152,3.964482307434082,72.09666752815247,67.53898859024048,-0.010929832449650671,-2.2283706e-09,0.49618916046900724,22.479146159381745,-0.010375389,29.31878161430359,9,89.73936533927917,17.59433674812317,911.2814297676086,2.7115849070281173,17.594180822372437,2.368855707324827,4.133399963378906,2.371123465717447,0.95152664,-48.14011178985556,0.48868155191758006,4587,3200000,43.31876011117296,-37.306727399316294
