Time-OuterStep,Step_1-AverageReturn,Step_1-StdReturn,Time,LossAfter,Step_0-AvgFinalForwardVel,Step_0-PolicyExecTime,Step_1-AverageDiscountedReturn,Time-TotalInner,Step_1-EnvExecTime,Step_1-AvgCtrlCost,Time-InnerStep,Itr,Step_1-AveragePolicyStd,Step_0-AveragePolicyStd,ItrTime,Step_0-AverageDiscountedReturn,Step_1-AvgForwardVel,KLInner,Step_0-StdReturn,Step_0-NumTrajs,Time-Sampling,Step_1-AvgFinalForwardVel,Step_0-AvgCtrlCost,Step_1-MinReturn,Step_0-AvgForwardVel,Step_0-MinReturn,Step_1-PolicyExecTime,Step_0-MaxReturn,Time-SampleProc,Time-MAMLSteps,Step_1-NumTrajs,Step_0-EnvExecTime,Step_1-MaxReturn,Step_0-AverageReturn,LossBefore,KLCoeffInner,n_timesteps
12.142243385314941,-34.025963145945155,54.11992251439483,37.93268156051636,-0.0035438098,-0.005262585217572434,1.4198167324066162,-15.036838918948433,25.301591157913208,7.771843671798706,0.049776517836179215,1.4763498306274414,0,0.9999198,1.0,37.93267512321472,-14.59371597977683,0.013300845602001425,0.0057860995,52.89826798063859,800,22.98528742790222,0.03989375149997789,0.049571633014144946,-241.22987431403408,0.01325863284125211,-219.28377655696985,3.3540050983428955,136.7105246397281,0.7961668968200684,12.142452239990234,800,7.703231334686279,152.46001990536817,-33.99973004748582,-1.8127263e-09,0.0005,320000
3.355997323989868,-35.54872949218069,54.606590043475876,64.55611038208008,-0.0031293875,0.018937334862787866,0.892988920211792,-15.761908325333202,23.24209761619568,7.851672649383545,0.04975766352308405,0.16827750205993652,1,0.99935204,0.99943244,26.61905527114868,-16.564719464801513,0.00574070599195459,0.005890808,54.42768197629291,800,22.221396684646606,0.03225218513344533,0.049771659162853185,-207.30209551055304,-0.007606702983836562,-190.83237235524928,2.9037370681762695,116.36467956256996,0.8022208213806152,3.3561465740203857,800,7.769705772399902,173.68635719781045,-38.20980416884058,-5.6609504e-09,0.0005,640000
3.277677297592163,-38.86622543051729,49.6339665447239,91.25773859024048,-0.0028632923,0.012524881648518577,0.9097585678100586,-16.376706045248426,23.400485515594482,7.9670844078063965,0.04973482862869415,0.17334580421447754,2,0.99743694,0.9975892,26.700987339019775,-13.729143810510063,-0.011331456197236309,0.0068404702,55.613526878095044,800,22.388066053390503,0.0021293925449317984,0.04975685848631282,-224.7935625933924,0.01814778930333057,-214.50253606493717,2.8534436225891113,163.16965801025964,0.7882208824157715,3.277829170227051,800,7.828696250915527,130.5542784498021,-33.011302240430226,1.9803643e-09,0.0005,960000
3.206958055496216,-32.770485973166544,55.374891803957254,117.9411973953247,-0.00260379,0.012119019436389567,0.9005398750305176,-14.650052061026882,23.452969551086426,7.943570613861084,0.04979960797865364,0.16959524154663086,3,0.99498177,0.9950945,26.682862997055054,-15.643834639923462,0.019390449907745883,0.00696292,54.36882655388115,800,22.40534520149231,0.05316897716305089,0.04974781315871175,-190.06347828661214,0.0017128370360467635,-216.92367005851224,2.892756223678589,135.96638079510433,0.826829195022583,3.2071080207824707,800,7.862851619720459,175.67038102084112,-36.27801880484827,6.283075e-09,0.0005,1280000
3.1888723373413086,-33.36425167546665,53.48053171028131,144.15441465377808,-0.0025619385,-0.05714352328652973,0.8870744705200195,-14.434551471540622,22.999048233032227,7.883829832077026,0.04967498096101435,0.16640448570251465,4,0.9930422,0.9930006,26.212666988372803,-14.147645548722426,0.01570749371578633,0.007410814,53.742917673853285,800,22.04531764984131,-0.011502041196141219,0.04963556539816684,-228.24417791837217,0.008579112762955103,-263.82944317314326,2.760331630706787,181.09433308500303,0.7386178970336914,3.1890087127685547,800,7.808990955352783,150.8526515829622,-34.81492451781554,4.587695e-09,0.0005,1600000
3.2267329692840576,-31.093148848140007,53.865046030918975,170.53518176078796,-0.0023254005,0.007006342303489795,0.8865728378295898,-13.398135143421946,23.131213665008545,7.892083644866943,0.04979796008192051,0.16644716262817383,5,0.9910968,0.99124926,26.380199670791626,-17.01968440849025,0.02723446961124728,0.006187193,56.78568630336009,800,22.152081727981567,0.01913140427433573,0.04989169319265984,-197.83923452872514,-0.014686460254920024,-207.0061974310119,2.7679250240325928,151.25785246048108,0.7635366916656494,3.226881980895996,800,7.873143911361694,135.69318234269969,-39.44777381713294,-3.5598877e-09,0.0005,1920000
3.238584280014038,-35.52875442394664,54.55061727402955,196.80280661582947,-0.0024081785,-0.015076433828609919,0.8814597129821777,-15.551232155423001,23.00689387321472,7.827061176300049,0.049677938902437734,0.16801834106445312,6,0.98964167,0.9897054,26.267038345336914,-17.022773630742464,0.004880757412265396,0.006306828,55.02631931708514,800,22.035113096237183,-0.029455871905982044,0.04982782226364954,-231.80738704684748,-0.01692454818674573,-208.2740389069289,2.7610418796539307,143.83811414213994,0.7547564506530762,3.2387213706970215,800,7.849950790405273,119.10376850746303,-39.889629900601186,-3.6418435e-09,0.0005,2240000
3.1846070289611816,-35.22277363654164,56.982582376169034,222.86405301094055,-0.0019567236,-0.006062389830554169,0.879863977432251,-14.439240687425206,22.85444474220276,7.8682568073272705,0.049880410565597694,0.16685724258422852,7,0.98738575,0.9874568,26.0606050491333,-17.54089879837741,0.0066101873313165966,0.008867269,55.05404730411907,800,21.89886999130249,0.0031988540798843423,0.04983662330506551,-300.0328338721637,-0.019968852898541906,-215.7371185432432,2.76238751411438,153.1911863729978,0.74019455909729,3.1847453117370605,800,7.724644184112549,153.98100741684638,-40.51408714217331,5.7332245e-10,0.0005,2560000
3.203779697418213,-34.26451197905584,55.8345347280524,249.01770567893982,-0.002173405,-0.026610494579644105,0.8810093402862549,-14.998760996482222,22.927430629730225,7.814094543457031,0.04969139003724415,0.16665983200073242,8,0.9854738,0.9855571,26.15299105644226,-16.92667203918968,0.01131931079152731,0.00820368,56.03614180031274,800,21.96467113494873,0.006736184495453853,0.049698461879957925,-237.81647018388648,-0.019160276169071098,-289.62747207693064,2.7488274574279785,143.83499685871337,0.7472169399261475,3.2039198875427246,800,7.836132764816284,196.2671407686221,-40.403636392786105,1.7873945e-09,0.0005,2880000
3.194392681121826,-30.888608138973588,55.75142497896017,275.1031141281128,-0.0024624695,-0.025585411116367203,0.8769307136535645,-12.904218717883833,22.86917209625244,7.835812568664551,0.049841682828176324,0.1668853759765625,9,0.9841689,0.9841595,26.08477759361267,-15.272951636721302,0.02763789952291759,0.008940833,57.48610903449406,800,21.90436840057373,0.019354993833317923,0.04991190256636979,-223.89503010369003,-0.0001703511301525502,-253.33116191059415,2.7535579204559326,170.67360256010943,0.7490513324737549,3.194537878036499,800,7.77258563041687,188.06505401132665,-36.462074461923066,-1.174705e-08,0.0005,3200000
