train-PolicyExecTime,LossAfter,train-AverageReturn,train-NumTrajs,Time,train-EnvExecTime,Time-Sampling,LossBefore,n_timesteps,ItrTime,train-AverageDiscountedReturn,train-MaxReturn,train-AveragePolicyStd,Itr,Time-Optimization,train-MinReturn,Time-SampleProc,train-StdReturn
0.8942952156066895,-0.030503066,103.99279315198696,1817,31.256163358688354,12.38220477104187,13.75905442237854,-0.00031130124,40000,31.24789571762085,93.01999581431221,280.7424450934294,1.0,0,4.185093402862549,67.51296223123904,13.295155048370361,28.838119522793978
0.8413166999816895,-0.026550794,105.33758520052776,1787,62.06805443763733,12.555700540542603,13.879841089248657,9.066374e-05,80000,30.777783393859863,94.05589859510113,281.2939893544108,1.0018642,1,4.118274927139282,71.67339963480701,12.767731428146362,29.306524211859408
0.8432269096374512,-0.023832612,103.86350917897869,1809,92.75550675392151,12.570799350738525,13.896806478500366,-0.00013352516,120000,30.680948495864868,92.92847049704771,243.58518248143827,1.0017864,2,4.0851476192474365,71.00515746950495,12.686583280563354,27.987502392226865
0.843958854675293,-0.022910772,104.30985813355312,1808,123.41630744934082,12.57158637046814,13.901682376861572,3.329449e-05,160000,30.654526710510254,93.25651571114754,255.13590737040425,1.0008749,3,4.084223031997681,69.6201371077299,12.656432628631592,29.41210705588287
0.8449923992156982,-0.022677926,106.12661837679147,1777,154.0843312740326,12.546790838241577,13.874812126159668,0.0004618549,200000,30.66166067123413,94.72620818388513,261.3237924134751,1.0001439,4,4.113808631896973,70.66487931658655,12.660816192626953,28.99282761033147
0.8491330146789551,-0.022327226,107.70799392880592,1747,184.96816277503967,12.664690017700195,13.99970030784607,9.466465e-06,240000,30.877177476882935,95.9199837360966,258.2995699813527,0.9989612,5,4.109927415847778,71.10275309537283,12.755638837814331,30.003608103010087
0.8444116115570068,-0.021393342,107.13770020195874,1760,215.60321283340454,12.71877908706665,14.044102907180786,-7.836298e-05,280000,30.62897801399231,95.52599202995198,261.78687510264615,0.9978322,6,4.110999584197998,72.06170796078311,12.461950778961182,28.770523897377586
0.8466494083404541,-0.022533737,106.57460526759802,1762,246.10706114768982,12.643746852874756,13.965668201446533,0.00014008579,320000,30.49763250350952,95.05363578529736,259.50504498786574,0.99644685,7,4.123796701431274,71.09593433120136,12.396507263183594,29.117937936709094
0.8429775238037109,-0.021118218,110.06784744441845,1708,276.5346796512604,12.553284645080566,13.863668441772461,0.00034096715,360000,30.420954942703247,97.6981662368898,307.2014728408424,0.9948604,8,4.0815269947052,70.7830219222525,12.464072465896606,31.917569542581592
0.8416149616241455,-0.022811057,108.53358466566361,1725,306.0924196243286,12.659006118774414,13.973841667175293,-5.9077647e-06,400000,29.55113983154297,96.60047510577608,233.02172547939094,0.9935293,9,4.0737926959991455,70.55155414373455,11.491834878921509,28.65763050073642
0.8405070304870605,-0.02228636,109.68744705653468,1722,336.542049407959,12.60453987121582,13.917456150054932,0.00023647398,440000,30.44310998916626,97.47286175163411,292.04307574108054,0.9920615,10,4.095041990280151,66.77590456983997,12.419013261795044,30.61030395646641
