Step_0-MinReturn,Step_1-PolicyExecTime,Step_0-NumTrajs,Step_1-StdReturn,Time,Time-MAMLSteps,Time-OuterStep,Step_1-MinForwardReturn,Step_1-MinReturn,Step_1-AverageDiscountedReturn,Time-Sampling,Step_1-StdForwardReturn,Step_0-MaxReturn,Step_0-StdReturn,Step_0-MaxForwardReturn,Step_0-AverageReturn,Step_1-AverageReturn,Step_1-AverageForwardReturn,Step_1-AveragePolicyStd,Time-InnerStep,Time-SampleProc,n_timesteps,Step_1-EnvExecTime,Step_1-NumTrajs,Step_0-StdForwardReturn,LossAfter,Step_0-AverageCtrlCost,Step_0-AverageDiscountedReturn,Step_0-MinForwardReturn,KLCoeffInner,ItrTime,LossBefore,Step_1-AverageCtrlCost,Step_0-PolicyExecTime,Step_1-MaxForwardReturn,Step_0-AverageForwardReturn,Time-TotalInner,Itr,Step_0-AveragePolicyStd,Step_0-EnvExecTime,KLInner,Step_1-MaxReturn
-374.4055701393244,3.3437812328338623,6852,26.879626190711058,840.1977667808533,4.307772159576416,4.307650089263916,-2.27959059652799,-345.9095924754605,-26.900435888358004,64.42929100990295,0.5374551090654782,30.960786142562945,27.8190533086912,2.7999163980282376,-31.366774369014113,-31.432843256437323,0.004546693363315908,0.95476836,0.21041226387023926,4.945184707641602,3520000,28.038224935531616,6820,0.5234561836392673,-0.0041358024,2.346785535328455,-26.749524154111153,-2.1183979210170722,0.0005,74.24506783485413,9.428952e-10,2.3460432929147075,1.1327369213104248,2.3579934267237426,0.005833470661471329,69.86982607841492,10,0.9554134,28.186365365982056,0.010843458,44.512780201199874
-370.6277776338924,3.270498514175415,6952,26.471517741267704,913.6614253520966,4.273614168167114,4.273484706878662,-2.3995652448766016,-336.55505142856407,-26.5733382730401,63.70639371871948,0.5349727745510272,61.03046792375078,26.6222709523274,2.5425522418942,-31.406585312518683,-30.966297324147536,-0.01740702616755266,0.9500081,0.20889639854431152,4.919558048248291,3840000,27.78140616416931,7035,0.5271911864368921,-0.004561675,2.34913497390191,-26.966814433530114,-2.0622517413445944,0.0005,73.46305203437805,2.5900464e-09,2.348049583924371,1.1218173503875732,2.2959698014627103,-0.01981295674065092,69.1256811618805,11,0.9506886,27.83913540840149,0.011430068,20.902088022054542
-308.8552870493364,3.2220752239227295,7347,23.97026278456698,986.6529414653778,4.311636686325073,4.311497688293457,-2.4134297290919333,-317.4095232364653,-24.648121887088013,62.94548535346985,0.5259675938116699,23.764965784703605,25.349169210557918,1.8904376685858801,-29.010946436643962,-28.339223910319866,0.029834795414265536,0.94507146,0.21174073219299316,5.1516807079315186,4160000,27.531593799591064,7485,0.5228381799561826,-0.004494085,2.3527271273167822,-25.04075376633473,-2.3216372726227057,0.0005,72.99095392227173,1.9065294e-09,2.3529695212688444,1.1014654636383057,2.4857040999903686,0.02751039605406721,68.61407136917114,12,0.94582134,27.420727252960205,0.009326087,33.589099365366934
-381.4169207198563,3.22090744972229,7618,23.239095206742622,1059.6685674190521,4.226172685623169,4.226035833358765,-2.2448522585060373,-319.1575811269694,-24.689563763105525,62.98404598236084,0.5410104132402271,27.933476895828385,24.503836805330366,2.412989592161824,-28.867241193871944,-28.250900552009842,0.018949063543595518,0.9398932,0.2079768180847168,5.217307090759277,4480000,27.45982575416565,7681,0.5442362191241332,-0.00493013,2.364258872966185,-25.11457061854604,-3.2231609416863773,0.0005,73.01496386528015,4.924862e-10,2.367406792500004,1.1109085083007812,2.254956879869988,-0.009950108946249177,68.7189564704895,13,0.94064176,27.511481761932373,0.010942152,18.843947107512534
-350.34680132937416,3.1877150535583496,7848,22.091258641716927,1132.7110841274261,4.294301986694336,4.294169902801514,-2.37750794571452,-317.9470966613985,-23.458985710487006,62.79631757736206,0.5304655938911463,48.47403049848663,22.786527960573984,2.724327154636345,-26.929038573226958,-26.677603736225972,0.04251949463643626,0.93425834,0.20849347114562988,5.3492958545684814,4800000,26.937242031097412,8005,0.5354664521626322,-0.004532236,2.3667471430182667,-23.615527828462678,-2.3759650059146247,0.0005,73.04185628890991,6.167219e-10,2.3774952204594157,1.5030407905578613,2.2928666620398355,0.04726775852070094,68.67464876174927,14,0.935374,27.489444494247437,0.012149932,38.558310249897886
-412.8704611955355,3.2190420627593994,8251,22.144881621001804,1206.0428256988525,4.277730941772461,4.277597665786743,-2.53053776340478,-319.9735917957781,-23.31353516881683,62.83798360824585,0.5405698596711412,23.32700844370254,20.688091471115442,2.202823380620473,-26.643101797391274,-26.433920796467024,0.01078621204592123,0.92904025,0.20898222923278809,5.605038642883301,5120000,27.440726280212402,8344,0.5446323292189668,-0.0041126763,2.3811264200786173,-23.615942936313917,-2.346163420321499,0.0005,73.33107995986938,1.5095931e-09,2.3846741387404418,1.1087148189544678,2.4146304266865997,0.0015409389224387833,68.98141598701477,15,0.92997795,27.399917602539062,0.010315635,40.64933702585062
-331.00806472294397,3.1705121994018555,8462,20.706781914535245,1278.759682893753,4.2822675704956055,4.282131671905518,-2.3356011058705874,-325.2436745508277,-22.9242550615261,62.2662787437439,0.5465028700307287,25.13407011164993,20.690811394180002,2.4723040807239682,-26.15757306200709,-25.797915773293038,0.017499630775368584,0.92390084,0.20799469947814941,5.55737829208374,5440000,27.1933331489563,8526,0.5407900824497632,-0.0047959285,2.3876017006236734,-23.222676378360386,-2.5242228293816584,0.0005,72.71627688407898,-1.1896389e-09,2.392353971633188,1.07326340675354,2.3155014364531934,-0.0016735169305842786,68.36449885368347,16,0.92482007,27.31627917289734,0.010933688,30.44163366763316
-312.7706794415753,3.120617389678955,8773,19.94900066835814,1350.8479318618774,4.27470850944519,4.274582624435425,-2.095671088822183,-339.9813767968878,-22.823088284045138,61.46662378311157,0.5371927057689893,27.51451969133393,20.274533257922986,2.314838679070343,-25.888343124876837,-25.568202431169233,-0.009244352023785226,0.91871417,0.21184134483337402,5.718152761459351,5760000,26.822953701019287,8866,0.5392919623673351,-0.0043402365,2.398850576597546,-23.04570406901398,-2.6740692984136136,0.0005,72.08765387535095,-5.36871e-10,2.4071039272111716,1.0591208934783936,2.3980739779517593,-0.019446746192873253,67.73808264732361,17,0.91962224,26.949701070785522,0.010453867,37.61535027987866
-363.8356889728155,3.1200082302093506,9064,19.26712541962766,1423.2100982666016,4.253422260284424,4.253281593322754,-2.223607950448134,-354.30953859844516,-21.539351333898995,61.67648434638977,0.5300007227028509,43.367810115081,18.4584971838487,2.8133406024644465,-24.379831822895333,-24.049305710045886,0.042404452509206526,0.9135727,0.2062361240386963,5.798904180526733,6080000,26.71534824371338,9089,0.5317587496141097,-0.00443519,2.409896366749642,-21.88430945717842,-2.680872312546924,0.0005,72.36160516738892,9.1466035e-10,2.4120531438945867,1.4437289237976074,2.4024287311240156,0.02418020275067254,68.03509712219238,18,0.91443425,26.92847180366516,0.008937436,16.385143964290222
-353.6852218503339,3.1292290687561035,9372,18.40977615918664,1495.5030949115753,4.303645610809326,4.303503513336182,-2.368365048610924,-308.79689418166964,-21.49886023421571,61.436185359954834,0.5252055431937954,36.43057913792558,19.122376074513156,2.301691350065299,-24.193787618535225,-23.91465910499205,0.015530526836917774,0.90798104,0.2082364559173584,5.911319017410278,6400000,26.83419919013977,9392,0.5323273991999562,-0.004597844,2.416737147011389,-21.728068151067106,-2.570138548681014,0.0005,72.29237103462219,1.6889489e-09,2.4179803469165737,1.0641770362854004,2.2034240405770427,0.005336988762525655,67.91282057762146,19,0.90924937,26.961270809173584,0.01048202,20.440110710426232
-304.4913919010615,3.1104347705841064,9629,17.534902487537984,1567.709183216095,4.279466867446899,4.279338598251343,-2.2991394390498665,-332.8498659388359,-20.982782996783577,61.16035175323486,0.5256863807443628,25.41675190168374,17.61774671356815,2.324120745305055,-23.752351288113225,-23.200690252957802,0.019031006824245543,0.90327734,0.20747661590576172,6.107130527496338,6720000,26.773094654083252,9758,0.532737238474897,-0.0048826863,2.4205501015041455,-21.462691032261834,-2.5696300285992946,0.0005,72.20547485351562,5.225457e-09,2.422870651617788,1.0563132762908936,2.27726885073898,-0.004657106702932246,67.84893703460693,20,0.9042913,26.77452802658081,0.010203549,50.11990220674828
-265.075884761165,3.106325387954712,9717,17.605682544920217,1640.1520218849182,4.246446847915649,4.246318340301514,-2.3543693576541727,-341.202573248089,-20.91599282302878,61.36699986457825,0.5229972096966616,38.56577199655345,16.971756311281325,2.5140893172215457,-23.327234685256517,-23.129094319987967,0.0150520983247252,0.8984089,0.2085123062133789,6.162460088729858,7040000,27.117425203323364,9779,0.5233137259736286,-0.004189376,2.4190116386034344,-21.113008917741396,-2.4614187957720293,0.0005,72.4422664642334,-3.3647267e-09,2.426817784922265,1.0436482429504395,2.0796096811722053,0.0019481191728168256,68.11223030090332,21,0.89932907,26.66942024230957,0.008653559,20.186771294407784
-387.1418039946957,3.093484401702881,9828,16.664432308436236,1712.4094948768616,4.295491456985474,4.295373916625977,-2.5130688546265234,-326.41333383959125,-20.07049725983727,61.10365033149719,0.520390918920317,46.78370087336458,18.40338690892325,2.698503078365512,-22.80649674218617,-22.100084044702268,0.053023211421921804,0.89337385,0.2092113494873047,6.184880256652832,7360000,26.71171498298645,9950,0.5248691361371213,-0.0048329043,2.423614676091853,-20.593621481117545,-2.247429105228102,0.0005,72.25682163238525,-1.1169059e-09,2.429036211575238,1.0561339855194092,2.35514868373894,0.02826230388472327,67.87970209121704,22,0.8943416,26.792965412139893,0.010364938,44.63681601842195
-320.29140673375576,3.0995235443115234,10165,16.435906943146378,1784.5565612316132,4.282696962356567,4.282564163208008,-2.389798565535665,-325.2307063592806,-19.798672130180133,60.91368579864502,0.5050744170022334,24.628107668787592,15.699950982110591,2.2935361750869934,-22.068204322412882,-21.77585745171995,0.04165912762555089,0.88816625,0.20947790145874023,6.274173259735107,7680000,26.701691150665283,10183,0.5171193957949622,-0.0046784524,2.43211481499162,-20.109197607347046,-2.5320652974899946,0.0005,72.14644169807434,3.6490987e-11,2.4325695277510953,1.0518629550933838,2.6372038909864077,0.024929396996560833,67.78544998168945,23,0.8891531,26.613203048706055,0.010915599,47.45822350416316
-325.1743961536247,3.05854868888855,10359,16.839545962818523,1856.6887936592102,4.3211634159088135,4.321029901504517,-2.4785636136855085,-327.02030457748276,-20.575882455173605,60.83518886566162,0.4955737790077456,83.81766573700601,15.802520174297069,2.873985273843902,-22.67810391320724,-22.652712851486232,-0.029780516430886843,0.8827422,0.20850014686584473,6.294927358627319,8000000,26.63693404197693,10361,0.5034411780097808,-0.0053111925,2.431261876386478,-20.66624007434787,-2.163213282844865,0.0005,72.13161277770996,4.0304324e-09,2.435929732291468,1.04475736618042,2.489885239822051,-0.03492376067796867,67.73094010353088,24,0.8837602,26.63384246826172,0.012068769,28.190522869996556
-324.5091215833546,3.1194491386413574,10702,16.3147772641816,1929.7296071052551,4.252072811126709,4.251942873001099,-2.486365493063186,-375.9265026508759,-19.265782253793496,61.490275621414185,0.48964314037270745,31.906823255617454,15.041862784679864,2.381998271244639,-21.175204067543607,-21.12998477161898,0.03752830192902587,0.87724245,0.2095327377319336,6.593024015426636,8320000,26.843557119369507,10676,0.4986380620699353,-0.0052948403,2.4382507123841806,-19.383006903651523,-2.3311061382156066,0.0005,73.04024958610535,-8.0106766e-10,2.4473621771432854,1.412501573562622,2.2014422432257756,0.0207089228466612,68.70250344276428,25,0.8781974,26.635125160217285,0.009889878,19.228734095749907
-223.802855372722,3.0777218341827393,10904,15.602560751011,2001.8991482257843,4.270289897918701,4.270157098770142,-2.436203360873952,-301.90281999614535,-19.527903962302965,60.65816378593445,0.47390641500670616,25.35785026257625,14.150273556794964,2.2545957272612407,-21.22445297156279,-21.38763793847117,-0.00017249721176648846,0.8714224,0.21039080619812012,6.531172275543213,8640000,26.562515020370483,10834,0.48682983299010946,-0.004803004,2.4411771236576674,-19.47482075106016,-2.0739345274382326,0.0005,72.16888856887817,-7.116912e-09,2.4443008822377514,1.0292158126831055,2.359235640220416,-0.007611084373903579,67.81242680549622,26,0.8725834,26.50782322883606,0.010694217,29.17938134490973
-276.17122257604206,3.051896333694458,11124,13.39736608028909,2074.091318845749,4.27661919593811,4.276495933532715,-2.3045438042970825,-230.25261869687125,-18.546469787977845,60.52581167221069,0.4699958974449661,34.62855210141758,14.094260175805447,2.903177392488779,-20.671336470956415,-20.13954523902748,0.02927346965135512,0.86553955,0.20772051811218262,6.6666364669799805,8960000,26.510400533676147,11238,0.4782396699736281,-0.0047824606,2.4469395627695048,-18.997013783348336,-2.380192447616353,0.0005,72.19150400161743,9.041359e-10,2.449877003480294,1.0383455753326416,2.4460871473825576,0.00699193290104562,67.82939553260803,27,0.8669439,26.440346002578735,0.009504141,41.410033493224205
