Time-SampleProc,LossAfter,Time-OuterStep,Time-Sampling,Step_0-MaxForwardReturn,Step_1-MaxForwardReturn,Step_0-NumTrajs,Step_1-NumTrajs,Step_0-AverageCtrlCost,KLInner,Step_1-MinForwardReturn,Step_1-AverageCtrlCost,Step_1-StdReturn,Step_1-EnvExecTime,Step_1-AverageForwardReturn,Step_1-AverageAbsPolicyMean,Step_0-AverageAbsPolicyMean,Step_1-AverageDiscountedReturn,n_timesteps,Step_0-StdForwardReturn,Step_1-AverageReturn,LossBefore,Itr,Step_0-AveragePolicyStd,Step_1-PolicyExecTime,Step_0-MaxReturn,Step_1-MinReturn,Step_1-StdForwardReturn,Step_0-AverageReturn,Step_0-MinForwardReturn,Time,Step_0-EnvExecTime,Time-MAMLSteps,Step_0-StdReturn,KLCoeffInner,Time-TotalInner,Step_0-AverageDiscountedReturn,Step_1-AveragePolicyStd,ItrTime,Step_0-PolicyExecTime,Step_0-AverageForwardReturn,Step_1-MaxReturn,Step_0-MinReturn,Time-InnerStep
2.4868688583374023,-0.008902006,13.761914014816284,57.15503406524658,-0.6740732505673637,-0.49374735530474567,800,800,0.490334763021078,0.008765237,-13.489093505315722,0.4905334673942254,430.55690652268186,24.486006498336792,-4.54206540928515,0.6586575,0.65770155,-383.17606488576,320000,2.067713582886992,-1006.7058866669287,9.43243e-10,0,1.0,3.5067925453186035,-231.1612889435778,-2798.2391670364586,2.1537063073269653,-989.0541950550426,-12.000613816835477,75.46822571754456,24.569950580596924,13.762107133865356,413.4224090967892,0.0,61.213719606399536,-379.1942569100327,1.000098,75.46821689605713,1.523498773574829,-4.454004508614511,-198.4312322845017,-2498.229163645175,1.4756577014923096
2.319291114807129,-0.0056976015,4.376134872436523,55.863133668899536,-0.43332617541369883,-0.549213702352647,800,800,0.4904928836307861,0.010765816,-13.307230499699868,0.4903988023579493,422.0429463562044,24.471309661865234,-4.492651550238927,0.6618191,0.661608,-383.020680610026,640000,2.228798675993723,-996.8002444973271,6.977469e-10,1,0.99675,2.9229774475097656,-184.46440853261768,-2758.398561387355,2.1108151775179587,-1003.1612377031295,-16.507079837988332,138.37464666366577,24.434237480163574,4.376343727111816,445.6078146905158,0.0,58.49886965751648,-383.91056493472354,0.9967297,62.90095591545105,0.9535059928894043,-4.524364978235764,-206.070358621121,-3397.976761736682,0.21303319931030273
2.3679282665252686,-0.004889359,4.363438367843628,56.09313750267029,-0.8107626114134396,-0.5276105733686165,800,800,0.4883021381548606,0.010573496,-14.660378023557268,0.4881386196163855,426.98059206713424,24.510820150375366,-4.342411584556684,0.6526247,0.65261865,-369.70175944010305,960000,2.0455299963643467,-966.2988244014091,2.9943883e-09,2,0.9934281,2.9110403060913086,-259.0129526113097,-3030.3183326861686,2.135783855839864,-950.5615180761414,-12.5712090364169,201.54255986213684,24.639339685440063,4.3636634349823,408.95855724909444,0.0,58.777225971221924,-364.6423359011606,0.9935615,63.167245388031006,0.9551999568939209,-4.263551831245795,-204.62691716450297,-2613.3912549657875,0.2128162384033203
2.583623170852661,-0.0040792017,4.38407564163208,55.85944437980652,-0.6578326391501693,-0.7978740542589918,800,800,0.4880404516602121,0.009476146,-13.195766614908814,0.4880404370179772,401.3816031149979,24.470421075820923,-4.280276713484815,0.65635747,0.65635616,-368.2064513814856,1280000,2.1375516539582624,-953.8544190718451,-2.838671e-09,3,0.9899901,2.9091882705688477,-228.21101419510848,-2736.0066159317585,2.0070074383138303,-982.0298592660652,-12.525269823038903,264.7111761569977,24.493862867355347,4.38427472114563,427.4704220843205,0.0,58.75956201553345,-377.71034223769965,0.989896,63.16782808303833,0.9477477073669434,-4.421163461123123,-256.7236760313931,-2600.891906360624,0.21360063552856445
2.467304229736328,-0.0039433795,4.420568227767944,55.86009383201599,-0.6228023403498578,-0.6434615645694376,800,800,0.48764159815676517,0.010032909,-16.868289436283114,0.4877978850916959,449.7130131076403,24.541565656661987,-4.565508069913099,0.6558479,0.655436,-386.0847708083945,1600000,2.185757620541548,-1010.8508404913002,5.729869e-09,4,0.98645616,2.89546799659729,-221.54892548143275,-3469.347530920699,2.2491753077050336,-1006.8126959787165,-15.848567322884145,327.79942297935486,24.498605728149414,4.420763969421387,437.0910818265785,0.0,58.64268732070923,-385.996888158074,0.9863021,63.08741331100464,0.9414727687835693,-4.545480069419817,-225.85208382163535,-3266.7195346888684,0.21247410774230957
2.272394895553589,-0.0042286506,4.353396654129028,55.80513787269592,-0.5711902100003943,-0.6065327217290594,800,800,0.48644427221888675,0.010435047,-17.188412154193546,0.48604736265424636,426.8434164259793,24.57386565208435,-4.19108524206435,0.650317,0.6505895,-357.3952043949713,1920000,2.1029272777609833,-935.6171178830538,-1.0445714e-09,5,0.9832455,2.905028820037842,-210.15124427037549,-3535.4646386696554,2.134377563538708,-956.6813323472368,-14.804021006990746,390.56996846199036,24.493194341659546,4.3535895347595215,420.51025075422655,0.0,58.392494916915894,-364.3497990949651,0.9834012,62.769723415374756,0.9442570209503174,-4.296003290939077,-220.68115970499096,-3057.134595208055,0.21308016777038574
2.2928647994995117,-0.003862407,4.361091613769531,55.83886122703552,-0.6142427912844554,-0.6688786440870221,800,800,0.48407091537963604,0.008036474,-13.291121713842278,0.4842332758147456,445.4222119759451,24.53435492515564,-4.466856748543562,0.64234716,0.64173734,-381.0920975681214,2240000,2.1740644939362,-990.4122443527091,-9.305775e-10,6,0.98042893,2.902761697769165,-217.30641795532915,-2754.0526387678187,2.2281130828232625,-946.2752397549323,-16.804134470020777,453.4043161869049,24.54208207130432,4.361292362213135,434.8935862711889,0.0,58.44590353965759,-367.0525468376353,0.9803591,62.833564043045044,0.946016788482666,-4.246339780942647,-230.2186948563442,-3456.010390032294,0.21181416511535645
2.336484670639038,-0.0038759068,4.369686603546143,55.935210943222046,-0.559396683187604,-0.8060407494097852,800,800,0.48438702214038004,0.009217967,-12.187850260100566,0.48472190579200164,393.31337367660143,24.541972875595093,-4.196108726231108,0.6466333,0.64621073,-361.0540078493066,2560000,2.05351611751001,-936.3604624953645,4.146993e-09,7,0.97811747,2.9076015949249268,-207.46688324012467,-2534.4280471336992,1.9668388177889056,-930.5512590564531,-13.77450675667013,516.3853726387024,24.59281301498413,4.369883060455322,410.5931688334352,0.0,58.5876305103302,-357.05614247556906,0.97791356,62.98042631149292,0.9415843486785889,-4.167400071329138,-258.3690956531052,-2853.490698269113,0.2129988670349121
2.3091235160827637,-0.004047676,4.3772008419036865,55.955626249313354,-0.8783971079399582,-0.5366525247595919,800,800,0.4823858742260747,0.009321441,-13.264644204653555,0.48294763458926226,410.61714410392716,24.639427661895752,-4.568700285251184,0.639315,0.6382243,-393.01307761846095,2880000,2.1835007003042355,-1010.523634731032,-1.5825034e-09,8,0.97590506,2.8887314796447754,-271.8268952498284,-2749.4579227676654,2.053062194354383,-993.6934003314034,-15.137823289321888,579.3671827316284,24.59525990486145,4.377391338348389,436.73264436720603,0.0,58.580686807632446,-388.6590056243832,0.97590244,62.98111605644226,0.9405441284179688,-4.485120457100893,-206.04253488991142,-3123.4643027529855,0.21376895904541016
2.285801410675049,-0.0037245322,4.429618835449219,55.87394976615906,-0.6320209625042333,-0.7421118032883323,800,800,0.48249513081427664,0.008599172,-13.181066490696935,0.4821151240126602,406.8158131165338,24.536983728408813,-4.279594752952462,0.6366761,0.63728696,-368.7181261238846,3200000,2.2694906897869958,-952.5399738445224,4.7899786e-09,9,0.97392267,2.8969509601593018,-222.0326245410979,-2735.107040478061,2.0345058263854248,-984.9282178206704,-17.470410573923285,642.294903755188,24.596590995788574,4.429800033569336,453.9595079806783,0.0,58.47457027435303,-379.6749089285064,0.9737901,62.92710065841675,0.9355056285858154,-4.441182412418229,-245.7599521579528,-3591.639614341761,0.21137332916259766
