train-PolicyExecTime,LossAfter,train-AverageReturn,Time,train-NumTrajs,train-StdForwardReturn,train-AverageCtrlCost,train-MaxForwardReturn,Time-Optimization,LossBefore,n_timesteps,Time-Sampling,train-AverageForwardReturn,train-MinReturn,Itr,ItrTime,train-AverageDiscountedReturn,train-MinForwardReturn,train-EnvExecTime,Time-SampleProc,train-AveragePolicyStd,train-MaxReturn,train-StdReturn
0.7172362804412842,-0.020353565,-849.2778830761847,16.124511241912842,200,1.7943436801190598,0.4327311908523522,-0.7242866906231069,2.494469165802002,3.608875e-09,40000,12.134636163711548,-3.812527526201336,-2074.743154118016,0,16.115875482559204,-336.83075231038885,-9.921841455619713,11.057756185531616,1.4787991046905518,1.0,-232.00113638235885,359.29356332800756
0.6868536472320557,-0.012785249,-849.7309791773135,31.962177991867065,200,1.7461050951705506,0.43259310283039115,-0.5616220475955673,2.4031758308410645,-7.741619e-09,80000,11.983634948730469,-3.814933020875569,-2343.4146541514588,1,15.81534194946289,-339.34977230639174,-11.285809674662524,10.951624393463135,1.4162991046905518,0.99863094,-199.12170942748727,349.5912895492645
0.6922523975372314,-0.009882439,-795.1179873334381,47.8605432510376,200,1.6746323448598246,0.4326163868482213,-0.48947378831930166,2.391192674636841,4.947651e-10,120000,12.030639886856079,-3.5418533024635237,-1780.8788251123337,2,15.891955375671387,-317.46463319405376,-8.470501105284354,10.986704111099243,1.457606315612793,0.9988784,-185.67396610998338,335.3606669319054
0.6924526691436768,-0.008841618,-780.2475553522776,63.776044607162476,200,1.6583933346927449,0.43203017092703483,-0.3138266721807728,2.39111328125,-9.749783e-10,160000,11.926185369491577,-3.468085159274126,-1959.0185586107593,3,15.90898323059082,-311.401368880938,-9.362989543524156,10.88914704322815,1.5797643661499023,0.99912673,-150.3267360841851,332.1566886526403
0.6956372261047363,-0.008570831,-761.8563158312224,79.60420155525208,200,1.442610135749889,0.4321803861586777,-0.6660727972126229,2.405167579650879,2.3283064e-10,200000,11.933858871459961,-3.375984753256793,-1851.6744920202432,4,15.821524858474731,-304.50728213360037,-8.81430933018799,10.891621589660645,1.4697706699371338,0.99784726,-218.95877825046966,288.9850175535966
0.6953229904174805,-0.008008745,-799.417711499698,95.40232515335083,200,1.612583352497162,0.430883753925808,-0.27278535555597816,2.420413017272949,-1.7345883e-08,240000,11.941916227340698,-3.5650973536272845,-1853.5332655721645,5,15.791508674621582,-315.6511414673304,-8.83152866562564,10.901260614395142,1.4181625843048096,0.9964789,-138.0741110062016,323.0614536607395
0.6896927356719971,-0.00837956,-796.8461914654769,111.20450329780579,200,1.5329023530470456,0.4313359626269924,-0.918392646150259,2.4086618423461914,3.783498e-09,280000,11.969717741012573,-3.551765783738056,-1811.8099815580968,6,15.795283079147339,-317.5991416269437,-8.619203902539361,10.939123153686523,1.4046199321746826,0.9954124,-270.5089591532605,306.95818162777715
0.6901822090148926,-0.008363043,-820.4077028546985,127.00583052635193,200,1.581530437004749,0.43138214200801783,-0.7066270848892836,2.4094767570495605,-7.916242e-09,320000,11.956358432769775,-3.669516254656214,-2041.6307559004197,7,15.794622898101807,-329.3817118712928,-9.773653720114025,10.93987488746643,1.4163105487823486,0.99298054,-224.19511285874785,316.6949383349931
0.6942148208618164,-0.008328213,-812.7316507397913,142.7969377040863,200,1.534210767564023,0.43038112929850514,-0.7547367101487288,2.392310857772827,-0.0008883392,360000,11.989279985427856,-3.6321494846501308,-1775.156214218847,8,15.784254789352417,-325.864473631357,-8.448526343914152,10.956866264343262,1.3902220726013184,0.9909672,-234.96222944342904,307.34479114949727
0.6906967163085938,-0.007782495,-857.4630317807747,158.6515965461731,200,1.781094953783558,0.4309166888762833,-0.5677930742796071,2.3960204124450684,4.4237822e-09,400000,12.050637245178223,-3.8552798979090492,-2447.263302550928,9,15.847817420959473,-343.3234699343439,-11.785767090464732,11.030079126358032,1.3889234066009521,0.98968166,-199.23864310400208,356.69784499299953
0.6847071647644043,-0.0076375366,-800.8627738110249,174.2965919971466,200,1.701217928315614,0.43039459337535385,-0.3541852301774797,2.397019147872925,1.4202669e-08,440000,11.871647357940674,-3.5728018340371364,-1906.550526581026,10,15.638513088226318,-323.7022326650256,-9.110486939338887,10.856202125549316,1.357586145401001,0.98862696,-155.3642623697044,340.67716188437856
0.6923844814300537,-0.008446101,-822.3099699651953,190.1406044960022,200,1.6878125570531264,0.4317110306433407,-0.49333133327756484,2.3859565258026123,3.259629e-09,480000,12.012310028076172,-3.678759038024582,-2064.8737526701707,11,15.837348937988281,-328.18864820216857,-9.89939290563158,10.989296674728394,1.4277465343475342,0.98732334,-185.30546670378118,338.2760736229728
0.6905505657196045,-0.00756989,-808.580502101318,205.8645236492157,200,1.6422300864262713,0.43083089354491494,-0.5530883568762714,2.395618438720703,-1.14087015e-08,520000,11.92349100112915,-3.610942189770633,-1942.5029495672372,12,15.717041015625,-326.1926036483968,-9.257173755506578,10.901682138442993,1.3852794170379639,0.9857709,-195.03548312395952,329.2178726388774
0.6934020519256592,-0.008772228,-814.6435148708158,221.71293473243713,200,1.5873642645727382,0.4293883410979243,-0.8801793827175576,2.3861277103424072,-9.778887e-09,560000,12.042049169540405,-3.6426926128807953,-1845.1574897635353,13,15.841551542282104,-324.74677881371844,-8.787756459321265,11.01797342300415,1.4009146690368652,0.9831292,-261.70369441324885,317.9585101542427
0.68923020362854,-0.0076822885,-833.7038726855804,237.42828226089478,200,1.7602412406708539,0.42856369542057055,-0.664895903841557,2.3722119331359863,1.6843842e-09,600000,11.924747943878174,-3.738787033744391,-2364.781431440026,14,15.708203554153442,-337.14889675009596,-11.382458004715966,10.89984130859375,1.4001202583312988,0.98041874,-219.77469750662868,352.64898308565836
0.6899447441101074,-0.0079572415,-789.3467128378921,253.23149251937866,200,1.5434296257910087,0.43097207151503353,-0.9075972951495126,2.3854150772094727,1.3969839e-09,640000,11.99892783164978,-3.514641405863673,-1656.6933943627455,15,15.796349048614502,-316.1114309339063,-7.834341429642183,10.975921154022217,1.39967679977417,0.9777668,-265.7762509110517,309.3740117477162
0.691756010055542,-0.008185188,-802.8697988270662,268.91755414009094,200,1.5972548806115485,0.42937587858861603,-0.56702942796276,2.383936643600464,2.561137e-09,680000,11.917369365692139,-3.583853409392586,-2343.049897203876,16,15.678983926773071,-320.43734434316195,-11.273251216632259,10.89407992362976,1.3651394844055176,0.9752046,-197.6642594080426,320.0445028419969
0.6933050155639648,-0.008509706,-793.5316145787193,284.6757068634033,200,1.5546846408001518,0.4307766016473761,-0.698906202219814,2.397540330886841,-5.355105e-09,720000,11.987308263778687,-3.5357447394278996,-2110.7619203479567,17,15.75122880935669,-316.3409219853918,-10.117276482873088,10.96152663230896,1.3536901473999023,0.9732632,-225.5893864634755,311.35867133529877
0.6911056041717529,-0.008179234,-867.8051555386887,300.4428057670593,200,1.631042125457836,0.428765990946657,-0.663573710871558,2.398056745529175,1.3969839e-09,760000,11.973746299743652,-3.9091148277865284,-2385.3844818366324,18,15.760143041610718,-347.07922047120053,-11.496429879163486,10.944082736968994,1.3757460117340088,0.97223294,-217.9168609083106,326.59657102264714
0.6887807846069336,-0.008525579,-765.3070324385856,316.30467677116394,200,1.642275260066453,0.4288264323524036,-0.7645440666098131,2.3959267139434814,-2.1391315e-09,800000,12.074124336242676,-3.3965660369998876,-2000.4034295284735,19,15.855047225952148,-310.4001770766998,-9.551603930242528,11.049647331237793,1.3721556663513184,0.9713274,-239.2939637009717,329.08395544128473
0.6889786720275879,-0.007777391,-818.1714897795559,332.1095566749573,200,1.574561035743621,0.42840983370180247,-0.4091657196790858,2.3874168395996094,3.259629e-09,840000,12.025404691696167,-3.661306238487033,-1637.7391651711155,20,15.798331022262573,-329.52602475538384,-7.756995119262481,11.001067638397217,1.3721487522125244,0.97027355,-168.0377005490736,315.3534219924474
0.6879329681396484,-0.0090459995,-785.3116983370026,347.9226622581482,200,1.677796347545349,0.42999684322933507,-0.3754993246168625,2.3835129737854004,7.1595423e-09,880000,12.075446367263794,-3.495440994729979,-1968.02015387247,21,15.806485652923584,-309.56712762929004,-9.391654949311704,11.055761337280273,1.3352329730987549,0.96887547,-159.6948227354824,336.11512631691807
0.6870260238647461,-0.008245583,-837.3254145907916,363.666543006897,200,1.5529498336677294,0.43009481945490863,-1.036141462117208,2.3985297679901123,-5.355105e-09,920000,11.885512351989746,-3.755420395546072,-2106.495785094114,22,15.736997365951538,-335.7954043724274,-10.093170449560436,10.872642278671265,1.4403862953186035,0.9671327,-292.0106161652061,311.13254381113484
0.6904916763305664,-0.008586815,-796.085672227046,379.54423689842224,200,1.715459140102696,0.4285104377153129,-0.47232906927626006,2.3863394260406494,1.071021e-08,960000,12.02039384841919,-3.550772910189552,-1710.043067534649,23,15.87095332145691,-318.1098840447477,-8.135767625151836,10.986496448516846,1.4516067504882812,0.9647232,-181.57332590416868,343.66619576064824
