Q1 Predictions Min,Z variance train,Q2 Predictions Std,Policy log std Std,Q1 Loss,Policy mu Std,Number of rollouts total,Epoch Time (s),Sample Time (s),Policy log std Min,Q2 Predictions Min,Q2 Loss,Z mean train,Q1 Predictions Max,Train Time (s),Q2 Predictions Mean,Z variance eval,Alpha,Policy Loss,Epoch,Log Pis Min,Q2 Predictions Max,Policy log std Max,Q1 Predictions Mean,Number of env steps total,Policy mu Max,AverageReturn_all_train_tasks,Alpha Loss,Z mean eval,AverageTrainReturn_all_train_tasks,Policy mu Min,(Previous) Eval Time (s),Q1 Predictions Std,Number of train steps total,AverageReturn_all_test_tasks,Log Pis Mean,Total Train Time (s),Log Pis Std,KL Loss,Policy log std Mean,Policy mu Mean,Log Pis Max,KL Divergence
-49.137684,0.0015252341,238.57802,0.37420836,255.8898,1.2532845,0,454.27548967674375,8.912862612400204,-2.9816077,-48.11453,249.2714,0.949679,1023.5226,382.9845422850922,703.6319,0.00021923678,0.3056266,-730.9604,102,-8.166988,1020.07104,1.5871099,707.0006,635222,7.4854665,461.11198973443425,-0.4551928,0.6115171,462.6794961209124,-16.00979,62.37808477925137,238.5348,412000,458.15537972047787,5.6159587,47472.20512075396,4.867635,16.85608,-0.94758976,0.7926523,37.801605,168.56079
-50.32849,0.0030760881,227.24124,0.36232588,267.5978,1.3162155,0,460.09299626387656,8.298881494440138,-4.8007555,-58.389374,298.64728,0.8209068,1028.6862,389.6547724651173,724.25995,0.00014368832,0.3138691,-740.2641,103,-11.154377,1021.10645,1.6207418,720.8903,640222,7.4493933,458.1056122591573,-0.30215895,0.73478884,430.27428664354846,-30.960045,62.13934230431914,226.36726,416000,434.2189851110522,5.7392073,47932.35847622622,4.994378,17.017311,-0.95065665,0.81148505,38.09043,170.17311
-67.5987,0.0011842852,213.01706,0.35265344,429.29303,1.3004389,0,469.71417747903615,9.181147594936192,-3.3109138,-32.44569,419.72427,0.60506827,1003.7677,398.3326145550236,716.2207,0.00025034737,0.3063101,-736.54065,104,-7.9458733,999.8785,0.8514434,721.74536,645674,6.361491,436.2694984332778,0.021478152,0.9806202,424.1101614883137,-29.819818,62.20041532907635,215.33885,420000,450.6308327198947,6.018153,48400.537441534456,4.883332,18.519974,-0.9241666,0.852682,40.417786,185.19974
-35.141987,0.0030987835,232.36784,0.3869442,306.49878,1.2679334,0,460.83003142569214,8.630231061484665,-3.1207786,-42.21067,337.22632,0.72584957,1130.482,391.5337612670846,680.03925,8.8322326e-05,0.30655137,-696.92804,105,-7.6234465,1119.8691,1.4826674,672.35876,650858,8.930853,472.2410239802028,-0.05773901,1.2711539,467.5114345005537,-13.141918,60.66603909712285,232.6298,424000,466.8252729507555,5.9511633,48872.597872467246,5.0216928,17.535099,-0.95994353,0.8176,41.976677,175.35098
-143.37476,0.0017695297,248.9935,0.38418326,289.78,1.3060627,0,471.1820615353063,10.103737901430577,-3.11205,-102.09809,323.8982,0.5010825,1073.2556,389.1811020942405,720.903,8.587962e-06,0.30564556,-742.4731,106,-6.5197434,1075.1346,2.0,725.0502,656074,5.6794634,464.1273143229231,0.2588868,1.2382109,459.68205066669486,-7.8702,71.89722153963521,247.3066,428000,463.57134571217165,6.2183685,49344.05518478993,4.9701667,19.652485,-0.964813,0.77970886,50.758728,196.52484
-123.027275,0.007129228,226.56009,0.3560663,249.96538,1.2879287,0,398.4525505830534,9.885250068735331,-3.1148777,-114.145035,255.23863,1.1777065,1074.3983,316.3938601571135,736.6024,0.00025390772,0.30494434,-753.169,107,-9.107049,1069.4719,1.9077109,737.7844,661153,6.7979693,451.5351556271535,-0.17987967,0.8419102,455.46976286794586,-7.695303,72.17344035720453,225.87393,432000,476.15460305785643,5.8485465,49732.91272018105,4.942991,18.230267,-0.97368354,0.7359029,35.060104,182.30266
-35.221897,0.00037762936,219.69022,0.35849944,315.93268,1.2638863,0,468.7798854727298,8.884486556053162,-3.0506854,-41.39648,328.86227,0.5016029,1123.359,397.31637224182487,737.6015,0.00017353917,0.30605054,-757.3553,108,-14.502656,1123.8507,1.4399184,737.47986,666456,8.205121,447.2491976996797,-0.20676596,0.49105495,435.1384165183911,-9.605679,62.579026674851775,219.953,436000,455.1446593337576,5.825343,50200.587099217344,4.850077,18.330458,-0.9405901,0.83465743,41.105007,183.30457
-77.79959,0.005353707,230.20457,0.39060098,403.10104,1.4578416,0,458.5716482102871,8.720685182604939,-4.789135,-38.3836,503.64462,0.7577113,1055.8251,388.3764636418782,730.44904,0.000102326296,0.30343336,-745.18945,109,-7.27907,1084.48,1.9577906,726.03845,671737,10.185975,464.68834230681585,0.4035843,0.7137915,463.8680050731902,-35.824795,61.47449938580394,230.9137,440000,482.13732975759774,6.3383245,50669.795657517854,5.054408,20.387192,-0.9691981,0.7833571,36.960316,203.87192
-39.658394,0.0013214424,233.53473,0.3547441,267.03638,1.2856302,0,479.4356061434373,10.079111878294498,-2.864853,-31.231094,342.84888,0.66627187,1074.3789,397.2440889929421,758.12384,0.0001263533,0.3031707,-768.6839,110,-6.8742094,1078.7552,2.0,751.6732,676922,7.0817175,457.6554745064408,-0.07057985,0.5406858,423.7685354527201,-14.166413,72.1124052722007,235.32993,444000,482.7079257792937,5.940853,51136.558490704745,4.8306346,18.451078,-0.964729,0.7635697,36.33868,184.51079
-60.39715,0.00088920834,224.03021,0.3657653,277.96188,1.2909105,0,461.33556177234277,8.653840607963502,-3.1563087,-60.00496,264.48444,1.221286,1101.3177,393.24134770035744,731.70087,0.00011688798,0.30281678,-746.44916,111,-5.5760126,1089.9633,1.5544378,728.8665,682200,9.216696,465.7044832934195,0.023342833,0.5972107,446.37997470376087,-20.848948,59.44037346402183,225.68861,448000,465.09185255208183,6.0195413,51598.68535484979,4.666542,19.51312,-0.95443934,0.8205033,38.555252,195.1312
-69.12463,7.079586e-05,205.60176,0.37190592,419.23386,1.3076321,0,461.8994270362891,9.366162866353989,-3.4396095,-42.9193,511.0414,0.75928605,1139.0204,392.3006056519225,732.5819,0.00010169678,0.30699295,-746.0745,112,-7.94246,1151.2092,1.7513648,725.2768,687800,9.358145,451.3272859734766,0.045973804,0.7949455,429.2546343714539,-27.358149,60.23265851801261,209.76717,452000,464.4106739424771,6.0389266,52062.366707211826,4.695004,21.326958,-0.95045924,0.88921547,34.219322,213.26958
-34.68192,0.0016184592,229.95747,0.3789082,364.64963,1.3892767,0,462.2580810417421,8.126365261152387,-4.2454767,-49.398735,411.94757,0.7318798,1055.9816,392.1167186158709,709.9606,9.342203e-05,0.30767167,-736.83514,113,-10.053447,1038.0303,1.4320428,715.7953,692800,8.088692,465.150267166426,0.25383908,0.65229493,466.23663195305636,-28.2864,62.01499716471881,228.9056,456000,467.09212082464876,6.2153482,52523.88654952962,4.916381,20.913,-0.96865445,0.7620767,37.316513,209.13
-47.12901,0.0019982774,232.2164,0.37770715,359.63028,1.3916695,0,466.83000874193385,8.788767106365412,-3.4725645,-56.136723,330.37833,1.1741326,1131.4387,396.7635079398751,755.47363,0.00015915801,0.3057348,-775.5027,114,-6.8972864,1119.0245,0.9960717,760.46326,698150,6.90429,413.0775801883343,0.2048343,0.43678918,400.93005608940695,-33.731495,61.277733695693314,233.12547,460000,473.55385063231415,6.1728463,52991.41434294963,4.8657117,18.712492,-0.9878501,0.7641313,44.07111,187.12491
-53.761063,0.0002603521,230.92049,0.3946738,343.78857,1.2690438,0,463.2554104421288,8.854037939105183,-3.2310178,-78.28407,369.83395,0.8606265,1074.5238,392.42489721113816,712.1552,0.00013571666,0.30587372,-734.0557,115,-7.986432,1066.6526,1.9000353,715.40155,703533,7.966156,468.04221069857215,0.056662083,0.9253556,451.3842628965531,-9.407272,61.976475291885436,231.74672,464000,477.40839030124255,6.0478334,53453.13679916179,4.818103,21.308062,-0.95060813,0.8354485,34.169777,213.08061
-58.352924,0.0014302151,251.74225,0.3896681,420.0833,1.27451,0,455.130443838425,8.518115412443876,-3.055078,-61.83819,387.8729,1.0624616,1096.7731,386.1678680400364,758.6639,0.00028763566,0.30950007,-773.93896,116,-6.487851,1103.0964,1.4150903,753.23376,708722,7.083562,484.0649420693413,0.18777998,0.7704522,489.9493020862698,-7.262705,60.444460385944694,253.19981,468000,463.64231590757333,6.1600966,53909.264397582505,4.7962103,17.949274,-1.0065322,0.7802397,37.16738,179.49274
-44.667995,0.004593485,239.02994,0.37036988,239.41841,1.3047999,0,463.990797821898,8.589441139716655,-3.0987463,-63.449703,266.39487,0.8124469,1150.1594,393.9588728919625,769.32855,0.00014242913,0.30940187,-786.3837,117,-5.5035086,1147.7231,2.0,768.5897,713820,7.6213403,469.4888433558631,0.25840202,0.8896189,478.8491167687298,-11.414849,61.44248379021883,238.76364,472000,466.59142546540534,6.220263,54372.813707933296,5.038976,19.272053,-0.9657489,0.78653514,46.12064,192.72052
-50.542847,0.0011187101,235.67702,0.37895423,305.59122,1.2128755,0,457.0131546491757,8.22673432296142,-3.0978348,-22.670519,353.0059,0.68121463,1139.1927,387.78459701826796,754.10834,0.0004340255,0.3083999,-769.5418,118,-8.76116,1113.4358,1.9163573,757.7418,718820,7.310273,472.4584634493875,-0.19645225,0.7021623,435.7876542578074,-9.922683,61.001823307946324,238.16827,476000,459.5534384473707,5.832991,54840.209908822086,4.7840695,17.527578,-0.9873886,0.8303983,32.28789,175.27577
-67.90664,0.0003874381,234.00772,0.36903313,225.86633,1.204155,0,474.8302176417783,10.381461672019213,-3.2447305,-63.24293,242.82466,0.9213726,1145.3218,393.06250762194395,770.1891,0.00027558213,0.31020388,-786.1487,119,-9.500526,1165.7103,1.2772664,772.27893,724126,7.3048267,473.1386094557617,-0.48787984,0.9833233,453.26566379871537,-19.12079,71.38624834781513,235.36485,480000,452.898390410692,5.583214,55304.53471726505,4.585051,16.86802,-0.99961,0.7846452,38.157333,168.68019
-70.571396,0.0005537821,229.48508,0.36669478,283.32065,1.2566926,0,463.56675739213824,8.551927847322077,-3.0076046,-78.25992,306.80344,0.7099414,1138.5627,394.1333074718714,754.3138,0.0002051616,0.3095517,-772.3678,120,-7.609086,1131.7286,2.0,758.29333,729357,7.3966565,425.18777600788655,-0.16882786,0.75847787,383.252088976884,-24.816256,60.88152207294479,227.37865,484000,466.09153317243135,5.856023,55765.62254090374,4.6554923,18.499464,-0.9720778,0.8227872,33.32717,184.99464
-65.35829,0.008227258,244.03593,0.3711162,283.46274,1.2627461,0,458.8350668968633,8.468246586620808,-3.2662745,-95.32064,285.2856,1.0427388,1187.0592,391.9633130361326,768.4764,0.0003456226,0.30862087,-786.75275,121,-10.117141,1174.3403,1.3524646,772.48456,734520,6.918513,485.27875799447213,-0.06357795,0.87869483,444.30625842561875,-11.833836,58.40350727410987,243.60846,488000,469.27233616106196,5.9459243,56226.48711747024,4.8452315,19.058704,-0.97871995,0.7883906,33.235672,190.58704
-44.50845,0.0002512668,239.78336,0.38747588,278.19815,1.3269849,0,374.7166705643758,8.419706584420055,-3.636959,-53.38106,305.504,0.96118706,1094.8167,305.86301078880206,743.02765,0.0001683699,0.3079362,-755.91766,122,-6.0995502,1081.1643,2.0,737.34814,739650,12.163844,466.18177488476414,-0.03235857,0.8670634,445.73443834441997,-23.35221,60.433953191153705,237.29079,492000,454.1625791515561,5.972526,56600.30164862657,4.907957,20.283377,-1.0033518,0.81014264,43.374405,202.83377
-56.212635,0.000293031,233.23709,0.38100082,572.51874,1.2721325,0,464.06304497784004,8.206475899554789,-2.954873,-43.726185,562.039,0.8113394,1277.5209,396.32356011262164,740.7499,0.00037774703,0.3098688,-762.06964,123,-6.3442907,1289.4109,1.5329494,742.4239,744655,9.069675,463.4668421871089,0.4884824,0.99113923,389.80180677254606,-14.044711,59.53300896566361,235.434,496000,448.0816786439631,6.416915,57064.201026864816,5.049755,17.805487,-0.9661826,0.8662894,44.91057,178.05487
-179.60768,0.0036947064,253.65611,0.3954722,358.5577,1.281908,0,459.1872421861626,8.697851587086916,-3.0115197,-151.18623,324.99506,0.9025553,1134.6903,391.11913492623717,781.42096,0.0002542496,0.31513014,-796.3452,124,-6.402631,1146.9443,1.9254574,779.1942,749888,7.3086596,481.76149950672715,0.10229339,0.6847199,428.3998367218198,-8.632089,59.37025567283854,255.03271,500000,484.6309764186258,6.088585,57525.132296059746,5.0046554,18.589079,-0.97089446,0.7856426,40.671814,185.89078
-50.524418,0.00026740757,236.01595,0.37224004,491.92853,1.2508144,0,461.08255413826555,8.804719080217183,-3.2960694,-55.7329,447.8172,0.7151623,1190.5823,391.1624181000516,780.7087,0.00020901533,0.31364444,-798.5116,125,-6.1922607,1161.7631,2.0,785.12634,755150,7.0047956,462.9865021569477,-0.3276045,1.1465487,438.7097834471547,-14.667504,61.115416957996786,234.33607,504000,477.0473433303558,5.717449,57985.481929642614,4.586733,19.350332,-0.96177965,0.80017334,39.181755,193.50333
-42.31723,0.0004786281,226.62784,0.37577546,404.48447,1.3135369,0,456.5827735350467,8.191247591283172,-3.3715148,-64.19664,438.16177,1.0829327,1263.9159,388.008290710859,747.2775,0.00022460846,0.31087708,-758.5675,126,-6.123454,1262.0663,1.4707652,741.5265,760150,8.676339,489.2959717771285,0.21166053,0.9710701,459.86372121227623,-11.499809,60.38323523290455,228.44305,508000,484.44577682250247,6.1811585,58442.842333068606,4.705751,20.770395,-0.97782236,0.7857712,35.82415,207.70395
-150.40804,0.00036266408,233.46683,0.37715393,323.9114,1.2717439,0,464.82761140400544,8.613981465809047,-3.5756178,-60.70981,332.5831,0.5367623,1165.2849,395.051459596958,776.7824,0.00011086856,0.30920574,-796.431,127,-10.691219,1162.4388,1.4297304,778.10645,765358,7.6231894,475.91733726832956,-0.1632952,1.0689509,451.5355115693963,-23.513556,61.16217034123838,235.33107,512000,458.14400915089453,5.860873,58907.546248369385,4.640413,18.356028,-0.9764568,0.8315389,32.813374,183.56027
-73.898575,0.00055291667,244.78383,0.38647488,253.15327,1.2952454,0,460.25839408906177,8.987924213055521,-4.018417,-84.55582,274.0225,0.7799458,1294.775,390.2312420438975,765.76953,0.000111697285,0.31327882,-782.2936,128,-6.2698474,1296.1113,2.0,768.37866,770897,6.857231,473.80841179452784,0.22832297,1.0405715,470.00513525183925,-15.64065,61.039227832108736,244.31955,516000,466.62782596318164,6.196721,59366.981001053005,4.8387246,21.202017,-0.9763907,0.7937467,49.74519,212.02017
-72.4519,0.0054398677,234.00732,0.367253,229.38281,1.24365,0,474.4023778755218,8.48632551310584,-3.2301865,-46.58345,257.58325,1.2292044,1228.7272,405.6992222140543,802.66864,0.00014171323,0.314884,-817.0795,129,-5.594509,1239.9032,1.1079639,805.81287,776056,7.0063734,484.0184869135486,-0.11058395,0.67419374,449.5726917908323,-8.749393,60.21683014836162,233.03412,520000,464.48347607267567,5.904296,59842.2053576163,4.821879,18.37861,-0.995052,0.7184803,42.27699,183.7861
-68.90273,0.0006283943,242.29742,0.36175293,281.83322,1.198189,0,464.56202171137556,8.630708060227334,-2.9187002,-48.668007,294.22583,0.73744375,1206.3451,394.8915939498693,797.45935,0.00015577512,0.31782305,-813.9871,130,-7.1277227,1209.6548,2.0,794.14276,781186,6.433291,488.37851477279173,-0.30208942,0.85898244,438.71434792185255,-15.494928,61.039719701278955,240.3432,524000,481.7005917384955,5.7364206,60307.71168151731,4.5291705,18.355835,-0.97048265,0.82591504,32.331177,183.55835
-66.26787,0.00064432586,202.94003,0.34186345,264.51694,1.2136607,0,460.5913110682741,8.303645086940378,-3.1834903,-48.15893,304.48505,1.3196414,1042.9596,390.3023493872024,800.9201,3.8623366e-05,0.31070033,-818.0686,131,-6.261415,1042.9932,1.2687801,801.0192,786186,8.098296,481.07488294935683,-0.6342109,0.8403142,454.2248724475079,-21.240389,61.98531659413129,203.21774,528000,463.47248545509126,5.457447,60766.830335405655,4.6452565,19.759611,-0.9695511,0.7814433,33.538643,197.5961
-89.5074,0.0041608075,273.57162,0.4051848,464.20395,1.3680304,0,458.8670485774055,8.257821208331734,-3.4136066,-220.86914,611.22095,0.83967936,1229.4601,390.09594910079613,789.92334,0.00024518804,0.31400558,-813.9063,132,-6.349999,1210.3248,2.0,806.8646,791191,8.327769,416.6551379796156,0.430547,1.0573397,393.5173285410727,-22.823244,60.513278268277645,271.02887,532000,477.02507385898815,6.371621,61226.89504439058,4.958885,19.750427,-0.99150634,0.7522048,38.33187,197.50427
-87.98385,0.0035762351,256.30746,0.37681627,573.78314,1.2578021,0,419.0850565568544,9.193666717968881,-3.0736692,-62.99643,663.59296,1.191028,1220.1646,348.1790703688748,822.0963,0.0001315219,0.3146099,-840.1569,133,-6.993462,1240.78,1.7750069,822.52655,796767,11.918926,493.6764497620917,0.11967536,0.66287863,494.56948205942047,-9.888268,61.7123194700107,256.12265,536000,466.68844888313276,6.103489,61647.1325037512,4.789902,17.69041,-0.9926422,0.8168648,34.886753,176.9041
-159.69511,0.000995389,232.6396,0.35847703,873.94885,1.2293377,0,451.67897122493014,8.61484987102449,-2.9157906,-203.95866,797.1744,1.0765355,1218.5709,380.1985793309286,774.2659,0.00021357338,0.316497,-789.4914,134,-6.186956,1211.9277,1.4452784,777.26685,801907,7.446457,470.03222007036885,-0.07542332,0.8451457,449.1454662556956,-15.851306,62.865542022977024,232.02913,540000,500.25966978383366,5.934446,62097.65726741264,4.5782247,18.363724,-0.9609026,0.84963393,38.710068,183.63724
-54.221107,0.00017286118,255.20328,0.37881818,252.656,1.2781388,0,461.662304143887,8.609981684014201,-2.89946,-57.60644,302.27603,0.6726016,1270.6504,391.33992702374235,834.2767,0.000290108,0.31370264,-845.7428,135,-8.212297,1274.6508,1.0206386,828.41895,807200,7.3080416,494.5457863242439,0.01659047,0.96951854,491.12255478758743,-15.397219,61.712395436130464,255.04994,544000,448.106596324794,6.014309,62556.93947561039,4.7904596,19.49531,-0.9899385,0.74523324,33.02086,194.9531
-20.617405,0.0017373267,252.3782,0.36484206,305.47556,1.2762293,0,456.35879141883925,8.314719743561,-3.0797424,-41.19446,310.99094,0.5794563,1299.1005,388.71094339108095,800.2954,0.00037467427,0.31197146,-815.2816,136,-6.0408916,1278.8203,1.8558918,799.24963,812317,7.500134,478.38012294062753,0.060412597,0.67712253,455.398313668143,-20.586962,59.3331282841973,250.4918,548000,489.46817378954495,6.0518656,63014.375048978254,4.668503,18.94403,-0.96712786,0.8230812,36.634422,189.4403
-37.046356,0.0040909643,256.6391,0.37941676,282.38693,1.2728424,0,453.69452602555975,8.489738057367504,-3.0723777,-25.780617,304.78903,0.7669795,1234.3131,384.7935582571663,819.09686,0.0006677062,0.31363595,-833.1129,137,-5.4948006,1240.1302,1.3680818,815.1064,817419,8.948326,497.9754452557878,0.44129515,0.7478193,441.5393161451546,-15.824757,60.41122971102595,257.34573,552000,494.49999759866034,6.38054,63468.26212901436,4.9467297,20.080236,-0.9565193,0.83557045,45.19648,200.80237
-69.14293,0.00017065936,235.54916,0.36442867,622.31226,1.2607161,0,440.327993077226,8.975562612526119,-3.304872,-103.448296,557.9272,1.4920324,1261.8901,370.74809299595654,848.0202,0.0004462393,0.31347978,-870.89984,138,-7.5430493,1272.1128,1.3575053,847.9248,822745,7.7253437,492.59866064063556,-0.69809663,0.6532273,488.11869661849624,-26.562838,60.604337468743324,234.77371,556000,506.7547287191155,5.398141,63908.90720448829,4.5103993,18.419739,-0.9861496,0.7623822,36.44046,184.19739
-38.100536,0.0012123669,249.01405,0.37642092,397.98276,1.3555261,0,466.05761483777314,8.353924533817917,-3.0792367,-74.46741,358.82065,1.3601862,1304.7383,396.7809541239403,775.8761,0.00033223294,0.3133232,-787.64874,139,-5.944735,1326.1716,1.4764898,775.2407,827813,7.021471,505.6989937056804,0.307241,1.0465494,495.21621486647183,-24.176006,60.92273618001491,246.3763,560000,485.1766953647549,6.2647142,64376.21619325038,4.8817806,21.322332,-0.9643749,0.7612961,43.60928,213.22333
-59.30875,0.0014959675,241.34756,0.37585002,334.78458,1.3026111,0,480.6162336631678,8.21996776247397,-3.0930033,-87.20729,346.86728,1.0349637,1301.6381,410.2214172836393,839.283,0.0005289312,0.31075758,-857.8808,140,-9.686407,1296.3093,1.0143824,841.8883,832813,6.1332493,498.1337705776382,-0.35716254,1.0459975,470.4812664185579,-21.96332,62.17484861705452,239.99696,564000,482.98186477312026,5.694411,64857.00559215015,4.8581266,20.188772,-0.96116,0.7784526,35.725452,201.88773
-45.710907,0.0008086957,260.5473,0.3552937,484.493,1.3506211,0,463.83947450388223,8.252497513778508,-3.1071622,-66.68824,602.16095,0.75157475,1305.9421,393.23775504902005,851.00244,4.3275464e-05,0.30885127,-865.72943,141,-7.947001,1294.3119,1.8942649,858.65125,837813,8.63516,451.43654586729144,-0.40463504,1.5434371,439.7493210544446,-30.803453,62.34922194108367,261.49478,568000,485.5569461777326,5.6555943,65319.65530248778,4.633535,20.31291,-0.99726087,0.7288137,37.53416,203.12909
-65.05329,0.0033418902,210.68076,0.3440553,426.87158,1.264876,0,462.09238935029134,8.354565469082445,-2.9922676,-54.336914,508.44913,1.2139361,1335.2054,392.5773298959248,862.3932,0.00026420294,0.30852672,-877.9206,142,-6.6900144,1314.1619,2.0,871.20917,842813,10.236353,462.16878120079144,-0.57958776,0.9875145,473.9702484152752,-26.074379,61.16049398528412,211.88393,572000,504.2010195091513,5.507109,65782.36136165168,4.4831185,21.5555,-0.9732908,0.8086631,38.531425,215.555
-52.602478,0.0050520743,272.05,0.36345625,325.0165,1.3079414,0,463.86194692365825,9.011874583549798,-3.1833053,-45.42683,367.27155,1.0329323,1281.3561,393.0746465008706,764.72815,0.00018920508,0.30673862,-775.17596,143,-7.421507,1274.9099,1.7725105,765.3336,848250,7.3439054,482.42368236462863,0.1003412,1.1720297,473.4980233132163,-22.07235,61.77542583923787,274.05008,576000,501.7350008680931,6.0849056,66245.77006916655,4.915369,21.717222,-0.9790892,0.75355977,37.509647,217.17221
-33.48262,0.0009874563,256.6853,0.3712995,380.76083,1.2472733,0,480.1241707284935,9.353647992480546,-3.2621722,-76.873535,475.48828,0.8281519,1330.3713,409.4475262030028,861.842,0.0004650156,0.3117724,-883.0244,144,-9.189665,1315.8424,1.9960959,866.92224,853850,6.8363585,508.49254028533267,-0.27088353,0.91171086,401.70377224512805,-14.756596,61.322996533010155,256.05545,580000,472.93525175795804,5.7675695,66725.75328352721,4.888778,21.291327,-0.9944779,0.7915898,49.011967,212.91327
-53.933228,0.0025793035,273.75122,0.38427198,286.71872,1.2833751,0,465.6739909769967,8.387352193240076,-3.1629858,-68.72449,309.1499,0.9950015,1257.1638,396.1033116527833,832.38574,0.00011693225,0.3106995,-853.6906,145,-8.840454,1267.8676,1.8888338,831.7537,858850,6.8004875,474.55493920634945,0.07442142,1.193459,438.4484220958684,-17.083729,61.18332713097334,274.61337,584000,439.84733218652127,6.063673,67192.72946621384,4.800627,19.39962,-1.0057547,0.7760187,39.117382,193.9962
-41.664757,0.0019638059,244.6917,0.35041872,433.17722,1.2269917,0,465.71936562890187,8.598282201215625,-3.1758437,-63.892593,386.62247,0.5348568,1367.5803,394.6346400687471,861.79803,0.00035287644,0.31145355,-878.40643,146,-7.488141,1366.6796,1.1448653,862.4963,864057,9.752518,500.4472494809039,-0.3120404,0.73567665,524.766198620465,-15.646309,62.48644335893914,244.22275,588000,479.65777667915927,5.7324944,67655.58859102381,4.828138,17.66075,-0.9627236,0.77018905,41.7088,176.60748
-60.948563,0.0019177098,264.9756,0.35797668,376.09225,1.3287451,0,462.7486212812364,8.542906663846225,-3.0357556,-60.025753,408.8509,0.93328273,1309.0961,394.5781331616454,826.51776,0.00037466153,0.31152657,-844.3637,147,-6.592272,1311.4354,1.6858107,826.9689,869235,9.348273,473.8587098776029,0.19706355,0.6891233,488.0889154611697,-29.849478,59.6275814557448,265.41974,592000,472.16394062649624,6.168976,68119.37364067184,4.826352,18.371946,-0.97269464,0.8015156,38.231506,183.71945
-150.95102,0.0034928038,237.9274,0.35567978,307.41034,1.3178321,0,444.3690214967355,8.354371911846101,-3.722682,-36.295643,373.3408,1.2623203,1211.889,375.34982728911564,828.7123,0.00018838313,0.31753954,-839.4791,148,-6.102073,1228.4924,2.0,820.2,874295,10.119542,490.9398127765685,-0.08372926,0.9335038,492.7599416889828,-32.35921,60.664822295773774,237.26831,596000,494.3026570816276,5.9270005,68565.85333723575,4.800929,19.36286,-0.96717036,0.7715013,37.5541,193.6286
-47.42211,0.00036145144,242.16878,0.38321164,247.2959,1.2490574,0,352.3246540208347,8.78068275237456,-3.5530338,-103.68844,403.59506,0.86715364,1315.6262,280.7671910780482,875.7699,0.00025315574,0.31394252,-893.2051,149,-5.8196716,1288.8472,1.5215622,885.9499,879624,9.3275175,492.6073142187473,0.19262269,0.8102787,495.7815767160766,-15.609625,62.776780190411955,243.60085,600000,484.9823914321546,6.1662493,68915.322513788,4.824885,19.193796,-1.00011,0.7928934,43.143967,191.93796
-40.371117,0.011985759,268.31696,0.3721228,593.10785,1.2984246,0,390.1888655787334,8.157603326253593,-3.217995,-64.29111,529.4804,0.8497734,1347.9009,322.10902146436274,854.96027,6.151151e-05,0.3158007,-872.62366,150,-5.792858,1335.4966,2.0,861.3292,884687,8.191992,487.37214280833615,0.042721994,0.7278234,479.06004128537563,-23.55266,59.92224078811705,267.26294,604000,461.00633390346485,6.0370646,69306.59187217802,4.8623495,18.953348,-0.96392953,0.8122861,35.886555,189.53348
-66.610756,0.0035741017,242.88477,0.33761185,423.23355,1.2414095,0,466.9766707881354,9.587235485203564,-3.083114,-71.20657,441.71027,0.87310725,1318.0385,396.38530327100307,845.625,0.00038637448,0.3215392,-858.2311,151,-6.2906075,1319.109,1.1739991,841.40106,889687,7.787108,489.80531809215336,-0.38530865,0.5484831,398.2385959573133,-18.116402,61.00413203192875,240.8941,608000,485.29365961059705,5.660393,69772.22057750449,4.504113,17.828016,-0.94939286,0.79121274,31.318987,178.28015
-51.31642,6.218596e-05,272.59186,0.36080182,442.3684,1.3103012,0,470.90840767044574,8.951767991762608,-3.4045935,-147.52383,468.73682,0.8619372,1356.467,402.29934180295095,814.5206,0.00028362096,0.31625077,-828.8322,152,-10.039925,1364.7032,1.6369085,820.2396,895086,6.7994947,512.112916012001,0.32765827,1.1222191,509.60708304128536,-10.760563,59.65729787573218,271.28955,612000,512.1109001838134,6.2846045,70244.83205844741,4.8181334,21.908335,-0.9670675,0.80072284,34.173218,219.08334
-94.03443,0.0029273499,272.97263,0.36217117,358.41568,1.3131301,0,463.57141065085307,9.073370878119022,-2.8827908,-67.507195,450.2469,0.84478825,1356.1487,393.1366271455772,829.8959,0.00056615815,0.31918958,-843.6518,153,-6.780665,1336.8907,1.8135998,838.46875,900497,6.8560863,514.3341759918352,0.20766507,0.5519158,461.5939061671679,-10.008981,61.361412627156824,273.69055,616000,507.01421703135077,6.1818466,70708.44501178525,4.782325,20.610388,-0.9776636,0.73476285,31.631016,206.10388
-62.115753,0.0021402158,271.6467,0.37622982,378.7564,1.3054225,0,453.70185051392764,8.614829543977976,-3.200295,-59.478878,406.40338,0.5287703,1289.9203,383.6827742201276,862.60254,0.00016128544,0.31373033,-883.72894,154,-5.539036,1295.6125,1.6084133,860.2423,905670,6.864962,522.6612796685795,0.14942193,1.0323095,503.6615269782557,-22.268932,61.40424674982205,274.46027,620000,502.6273607895474,6.1289024,71162.21762447339,4.6760025,18.70803,-0.95100725,0.8206721,33.36985,187.0803
